energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.32952033,-1.23029732,0.04130477,-0.02308598,0.09120782,-0.05307169,1.92292810,-0.95147321,0.34193013,-0.12829636,0.84707858,-0.46782349,0.00000000,-0.00000000,0.02978432,-0.01498145,1.37659886,-0.74038073
-5.99399700,2.39171870,-1.26736345,0.04278181,-0.02506606,0.09481794,-0.05480080,1.97491069,-0.98049528,0.35133501,-0.13171654,0.86771153,-0.48199191,0.00000000,-0.00000000,0.03086327,-0.01592657,1.41261967,-0.76439212
-5.98799400,2.44395087,-1.31156587,0.04403264,-0.02711843,0.09817872,-0.05690918,2.01855770,-1.01586025,0.35952048,-0.13591302,0.88454323,-0.49858157,0.00000000,-0.00000000,0.03178215,-0.01696975,1.44248617,-0.79271319
-5.98199100,2.48489928,-1.36263167,0.04502883,-0.02921780,0.10124681,-0.05937531,2.05271508,-1.05754477,0.36635599,-0.14087291,0.89709469,-0.51751456,0.00000000,-0.00000000,0.03251833,-0.01808977,1.46539620,-0.82518238
-5.97598799,2.51349491,-1.42009024,0.04574675,-0.03133499,0.10399043,-0.06216826,2.07642201,-1.10535051,0.37174906,-0.14656385,0.90497339,-0.53863859,0.00000000,-0.00000000,0.03305320,-0.01926389,1.48069288,-0.86151916
-5.96998499,2.52895063,-1.48327811,0.04616842,-0.03343754,0.10639025,-0.06524780,2.08894108,-1.15890232,0.37564830,-0.15293416,0.90788603,-0.56172946,0.00000000,-0.00000000,0.03337268,-0.02046815,1.48788527,-0.90132665
-5.96398199,2.53078543,-1.55134989,0.04628209,-0.03549051,0.10843979,-0.06856493,2.08978168,-1.21765147,0.37804490,-0.15991353,0.90564810,-0.58649589,0.00000000,-0.00000000,0.03346765,-0.02167766,1.48666378,-0.94409801
-5.95797899,2.51883814,-1.62329515,0.04608268,-0.03745735,0.11014524,-0.07206262,2.07871540,-1.28088364,0.37897229,-0.16741426,0.89818995,-0.61258632,0.00000000,-0.00000000,0.03333411,-0.02286705,1.47690971,-0.98922626
-5.95197599,2.49327024,-1.69796047,0.04557189,-0.03930098,0.11152469,-0.07567699,2.05578301,-1.34773179,0.37850410,-0.17533295,0.88555913,-0.63959755,0.00000000,-0.00000000,0.03297333,-0.02401092,1.45869838,-1.03601724
-5.94597299,2.45455741,-1.77407593,0.04475819,-0.04098487,0.11260676,-0.07933861,2.02129261,-1.41719332,0.37675042,-0.18355255,0.86791874,-0.66708478,0.00000000,-0.00000000,0.03239165,-0.02508443,1.43229583,-1.08370526
