energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.98146847,-2.37540138,0.03147631,-0.01812814,0.07473484,-0.24613488,1.04775171,-1.24817844,0.42680579,-0.64805699,0.58167763,-0.54481596,0.24618032,-0.17972416,1.26437167,-1.34113522,0.00000000,-0.00000000
-5.99399700,1.94074776,-2.52765143,0.03277172,-0.01992546,0.07213195,-0.26695350,1.01939957,-1.32982042,0.40718009,-0.69548121,0.57114683,-0.58410297,0.24467447,-0.19293338,1.24320661,-1.42239863,0.00000000,-0.00000000
-5.98799400,1.90388479,-2.68226590,0.03400976,-0.02177584,0.07039400,-0.28889709,0.99327427,-1.41165915,0.38969935,-0.74459384,0.56139529,-0.62335428,0.24291845,-0.20643211,1.22334556,-1.50378324,0.00000000,-0.00000000
-5.98199100,1.87100598,-2.83757525,0.03516930,-0.02366296,0.06954162,-0.31172635,0.96969258,-1.49281178,0.37446333,-0.79482962,0.55250574,-0.66216379,0.24092111,-0.22010281,1.20485335,-1.58442593,0.00000000,-0.00000000
-5.97598799,1.84217326,-2.99175292,0.03622928,-0.02556859,0.06960302,-0.33516254,0.94891310,-1.57234123,0.36156734,-0.84555401,0.54451828,-0.70011025,0.23868821,-0.23381496,1.18773770,-1.66340817,0.00000000,-0.00000000
-5.96998499,1.81738533,-3.14285007,0.03716931,-0.02747283,0.07061304,-0.35889089,0.93113195,-1.64927580,0.35110006,-0.89607316,0.53743029,-0.73676578,0.23622249,-0.24742731,1.17195128,-1.73977600,0.00000000,-0.00000000
-5.96398199,1.79657977,-3.28883655,0.03797019,-0.02935447,0.07261176,-0.38256561,0.91647967,-1.72263084,0.34314092,-0.94564658,0.53119783,-0.77170478,0.23352389,-0.26079063,1.15739496,-1.81256202,0.00000000,-0.00000000
-5.95797899,1.77963593,-3.42764657,0.03861451,-0.03119128,0.07564275,-0.40581645,0.90501955,-1.79143186,0.33775729,-0.99350240,0.52573808,-0.80451311,0.23058988,-0.27375072,1.14392239,-1.88080864,0.00000000,-0.00000000
-5.95197599,1.76637841,-3.55722789,0.03908711,-0.03296051,0.07975080,-0.42825666,0.89674717,-1.85473814,0.33500129,-1.03885484,0.52093308,-0.83479699,0.22741583,-0.28615175,1.13134564,-1.94359161,0.00000000,-0.00000000
-5.94597299,1.75658094,-3.67559253,0.03937553,-0.03463927,0.08497934,-0.44949224,0.89159131,-1.91166615,0.33490651,-1.08092326,0.51663446,-0.86219151,0.22399551,-0.29783968,1.11944181,-2.00004305,0.00000000,-0.00000000
-5.93996998,1.74997051,-3.78086752,0.03947039,-0.03620504,0.09136736,-0.46913210,0.88941602,-1.96141178,0.33748443,-1.11895231,0.51266910,-0.88636837,0.22032164,-0.30866577,1.10796037,-2.04937306,0.00000000,-0.00000000
