energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.78389195,1.03728907,0.42492715,0.48349252,0.00332995,0.01806418,0.21613748,0.37075031,0.12055441,0.00000000
-5.77788894,0.94129047,0.39511004,0.43728684,0.00324771,0.01575563,0.19366825,0.33565339,0.11039392,0.00000000
-5.77188594,0.85194180,0.36588791,0.39417926,0.00317001,0.01374186,0.17355639,0.30328394,0.10083437,0.00000000
-5.76588294,0.76938936,0.33742187,0.35424908,0.00310176,0.01201013,0.15574720,0.27367785,0.09188852,0.00000000
-5.75987994,0.69376475,0.30987935,0.31755919,0.00304842,0.01054729,0.14018862,0.24686963,0.08357049,0.00000000
-5.75387694,0.62518544,0.28342862,0.28415566,0.00301585,0.00934043,0.12683347,0.22289433,0.07589549,0.00000000
-5.74787394,0.56375521,0.25823348,0.25406764,0.00301020,0.00837729,0.11564088,0.20178917,0.06887938,0.00000000
-5.74187094,0.50956454,0.23444814,0.22730764,0.00303783,0.00764661,0.10657696,0.18359503,0.06253814,0.00000000
-5.73586793,0.46269096,0.21221269,0.20387221,0.00310513,0.00713837,0.09961479,0.16835758,0.05688729,0.00000000
-5.72986493,0.42319958,0.19164926,0.18374281,0.00321839,0.00684387,0.09473365,0.15612834,0.05194131,0.00000000
-5.72386193,0.39114351,0.17285892,0.16688696,0.00338367,0.00675572,0.09191763,0.14696543,0.04771310,0.00000000
-5.71785893,0.36656435,0.15591960,0.15325949,0.00360661,0.00686775,0.09115371,0.14093415,0.04421345,0.00000000
-5.71185593,0.34949254,0.14088473,0.14280386,0.00389223,0.00717482,0.09242930,0.13810726,0.04145063,0.00000000
-5.70585293,0.33994734,0.12778283,0.13545337,0.00424484,0.00767251,0.09572940,0.13856490,0.03943001,0.00000000
-5.69984992,0.33793658,0.11661781,0.13113225,0.00466776,0.00835685,0.10103348,0.14239416,0.03815377,0.00000000
-5.69384692,0.34345576,0.10736993,0.12975657,0.00516322,0.00922388,0.10831212,0.14968815,0.03762064,0.00000000
-5.68784392,0.35648668,0.09999729,0.13123487,0.00573215,0.01026931,0.11752371,0.16054460,0.03782570,0.00000000
-5.68184092,0.37699535,0.09443772,0.13546857,0.00637404,0.01148811,0.12861111,0.17506383,0.03876022,0.00000000
-5.67583792,0.40492933,0.09061098,0.14235212,0.00708681,0.01287413,0.14149872,0.19334618,0.04041146,0.00000000
-5.66983492,0.44021439,0.08842113,0.15177292,0.00786670,0.01441974,0.15608986,0.21548881,0.04276262,0.00000000
-5.66383192,0.48275077,0.08775899,0.16361119,0.00870823,0.01611563,0.17226478,0.24158184,0.04579261,0.00000000
-5.65782891,0.53240894,0.08850471,0.17773960,0.00960413,0.01795052,0.18987938,0.27170401,0.04947604,0.00000000
-5.65182591,0.58902520,0.09053022,0.19402301,0.01054544,0.01991111,0.20876485,0.30591766,0.05378305,0.00000000
-5.64582291,0.65239715,0.09370178,0.21231826,0.01152154,0.02198205,0.22872822,0.34426341,0.05867930,0.00000000
-5.63981991,0.72227931,0.09788241,0.23247398,0.01252033,0.02414605,0.24955395,0.38675437,0.06412593,0.00000000
-5.63381691,0.79837894,0.10293434,0.25433070,0.01352845,0.02638407,0.27100665,0.43337021,0.07007958,0.00000000
-5.62781391,0.88035237,0.10872144,0.27772102,0.01453152,0.02867566,0.29283474,0.48405106,0.07649256,0.00000000
-5.62181091,0.96780192,0.11511156,0.30247010,0.01551446,0.03099935,0.31477516,0.53869168,0.08331295,0.00000000
-5.61580790,1.06027359,0.12197900,0.32839624,0.01646187,0.03333317,0.33655891,0.59713584,0.09048498,0.00000000
-5.60980490,1.15725571,0.12920687,0.35531171,0.01735840,0.03565515,0.35791724,0.65917144,0.09794939,0.00000000
-5.60380190,1.25817872,0.13668952,0.38302367,0.01818917,0.03794400,0.37858837,0.72452641,0.10564397,0.00000000
-5.59779890,1.36241636,0.14433485,0.41133528,0.01894020,0.04017966,0.39832450,0.79286594,0.11350421,0.00000000
-5.59179590,1.46928830,0.15206670,0.44004688,0.01959876,0.04234391,0.41689873,0.86379116,0.12146412,0.00000000
-5.58579290,1.57806464,0.15982704,0.46895720,0.02015381,0.04442101,0.43411193,0.93683974,0.12945717,0.00000000
-5.57978989,1.68797242,0.16757811,0.49786481,0.02059629,0.04639817,0.44979905,1.01148870,0.13741737,0.00000000
-5.57378689,1.79820434,0.17530436,0.52656957,0.02091940,0.04826605,0.46383480,1.08715966,0.14528046,0.00000000
-5.56778389,1.90792992,0.18301414,0.55487433,0.02111880,0.05001913,0.47613851,1.16322680,0.15298533,0.00000000
-5.56178089,2.01630920,0.19074114,0.58258680,0.02119279,0.05165599,0.48667798,1.23902756,0.16047542,0.00000000
-5.55577789,2.12250894,0.19854541,0.60952172,0.02114229,0.05317954,0.49547224,1.31387624,0.16770029,0.00000000
-5.54977489,2.22572125,0.20651393,0.63550331,0.02097088,0.05459706,0.50259306,1.38708017,0.17461717,0.00000000
-5.54377189,2.32518429,0.21476069,0.66036809,0.02068466,0.05592025,0.50816530,1.45795817,0.18119258,0.00000000
-5.53776888,2.42020453,0.22342611,0.68396802,0.02029207,0.05716509,0.51236589,1.52586093,0.18740382,0.00000000
-5.53176588,2.51017987,0.23267574,0.70617389,0.01980367,0.05835166,0.51542165,1.59019244,0.19324034,0.00000000
-5.52576288,2.59462263,0.24269817,0.72687894,0.01923182,0.05950382,0.51760573,1.65043174,0.19870493,0.00000000
-5.51975988,2.67318140,0.25370203,0.74600250,0.01859037,0.06064885,0.51923286,1.70615397,0.20381453,0.00000000
-5.51375688,2.74566032,0.26591200,0.76349343,0.01789423,0.06181695,0.52065339,1.75704959,0.20860077,0.00000000
-5.50775388,2.81203458,0.27956386,0.77933321,0.01715903,0.06304066,0.52224613,1.80294072,0.21310989,0.00000000
-5.50175088,2.87246070,0.29489841,0.79353833,0.01640070,0.06435414,0.52441007,1.84379340,0.21740224,0.00000000
-5.49574787,2.92728045,0.31215445,0.80616174,0.01563507,0.06579243,0.52755503,1.87972475,0.22155108,0.00000000
-5.48974487,2.97701719,0.33156081,0.81729312,0.01487749,0.06739048,0.53209135,1.91100430,0.22564080,0.00000000
-5.48374187,3.02236405,0.35332750,0.82705765,0.01414250,0.06918215,0.53841877,1.93804866,0.22976446,0.00000000
-5.47773887,3.06416338,0.37763634,0.83561326,0.01344347,0.07119911,0.54691467,1.96140946,0.23402067,0.00000000
-5.47173587,3.10337779,0.40463119,0.84314606,0.01279233,0.07346963,0.55792187,1.98175440,0.23851004,0.00000000
-5.46573287,3.14105315,0.43440820,0.84986428,0.01219932,0.07601729,0.57173634,1.99984200,0.24333101,0.00000000
-5.45972986,3.17827482,0.46700646,0.85599045,0.01167281,0.07885974,0.58859520,2.01649072,0.24857549,0.00000000
-5.45372686,3.21611867,0.50239939,0.86175236,0.01121911,0.08200745,0.60866527,2.03254372,0.25432433,0.00000000
-5.44772386,3.25559899,0.54048751,0.86737307,0.01084242,0.08546247,0.63203288,2.04883079,0.26064281,0.00000000
-5.44172086,3.29761561,0.58109279,0.87306026,0.01054477,0.08921748,0.65869516,2.06612902,0.26757645,0.00000000
-5.43571786,3.34290309,0.62395528,0.87899565,0.01032600,0.09325489,0.68855340,2.08512441,0.27514729,0.00000000
-5.42971486,3.39198438,0.66873218,0.88532483,0.01018387,0.09754632,0.72140905,2.10637611,0.28335086,0.00000000
-5.42371186,3.44513188,0.71499970,0.89214827,0.01011413,0.10205236,0.75696246,2.13028539,0.29215407,0.00000000
-5.41770885,3.50233808,0.76225795,0.89951379,0.01011069,0.10672269,0.79481501,2.15707093,0.30149410,0.00000000
-5.41170585,3.56329779,0.80993877,0.90741126,0.01016583,0.11149667,0.83447450,2.18675198,0.31127852,0.00000000
-5.40570285,3.62740339,0.85741657,0.91576964,0.01027045,0.11630429,0.87536413,2.21914037,0.32138657,0.00000000
-5.39969985,3.69375379,0.90402173,0.92445678,0.01041433,0.12106761,0.91683471,2.25384201,0.33167168,0.00000000
-5.39369685,3.76117725,0.94905643,0.93328210,0.01058646,0.12570254,0.95818007,2.29026795,0.34196513,0.00000000
-5.38769385,3.82826720,0.99181212,0.94200201,0.01077532,0.13012097,0.99865498,2.32765466,0.35208082,0.00000000
-5.38169085,3.89342976,1.03158819,0.95032805,0.01096928,0.13423323,1.03749524,2.36509258,0.36182077,0.00000000
-5.37568784,3.95494090,1.06771111,0.95793732,0.01115688,0.13795067,1.07393904,2.40156152,0.37098137,0.00000000
-5.36968484,4.01101057,1.09955328,0.96448477,0.01132715,0.14118836,1.10724891,2.43597140,0.37935997,0.00000000
-5.36368184,4.05985095,1.12655078,0.96961691,0.01146997,0.14386773,1.13673338,2.46720614,0.38676155,0.00000000
-5.35767884,4.09974563,1.14821957,0.97298619,0.01157624,0.14591909,1.16176739,2.49416872,0.39300525,0.00000000
-5.35167584,4.12911645,1.16416913,0.97426549,0.01163820,0.14728390,1.18181081,2.51582513,0.39793037,0.00000000
-5.34567284,4.14658506,1.17411349,0.97316207,0.01164956,0.14791668,1.19642414,2.53124526,0.40140175,0.00000000
-5.33966983,4.15102640,1.17787879,0.96943037,0.01160563,0.14778645,1.20528096,2.53963885,0.40331419,0.00000000
-5.33366683,4.14161185,1.17540757,0.96288300,0.01150341,0.14687778,1.20817640,2.54038489,0.40359570,0.00000000
-5.32766383,4.11784036,1.16675939,0.95339966,0.01134159,0.14519117,1.20503170,2.53305339,0.40220968,0.00000000
-5.32166083,4.07955636,1.15210804,0.94093341,0.01112052,0.14274299,1.19589441,2.51741874,0.39915574,0.00000000
-5.31565783,4.02695420,1.13173543,0.92551423,0.01084210,0.13956489,1.18093455,2.49346438,0.39446931,0.00000000
-5.30965483,3.96056927,1.10602263,0.90724962,0.01050965,0.13570261,1.16043692,2.46137898,0.38821999,0.00000000
-5.30365183,3.88125660,1.07543839,0.88632239,0.01012775,0.13121451,1.13479003,2.42154465,0.38050889,0.00000000
-5.29764882,3.79015845,1.04052566,0.86298559,0.00970201,0.12616966,1.10447210,2.37451814,0.37146501,0.00000000
-5.29164582,3.68866255,1.00188669,0.83755502,0.00923884,0.12064564,1.07003500,2.32100622,0.36124078,0.00000000
-5.28564282,3.57835320,0.96016731,0.81039956,0.00874523,0.11472627,1.03208663,2.26183664,0.35000719,0.00000000
-5.27963982,3.46095750,0.91604085,0.78192965,0.00822852,0.10849914,0.99127263,2.19792620,0.33794848,0.00000000
-5.27363682,3.33828916,0.87019233,0.75258459,0.00769613,0.10205330,0.94825807,2.13024749,0.32525675,0.00000000
-5.26763382,3.21219201,0.82330332,0.72281899,0.00715542,0.09547695,0.90370981,2.05979566,0.31212663,0.00000000
-5.26163082,3.08448567,0.77603798,0.69308893,0.00661340,0.08885539,0.85828017,1.98755672,0.29875029,0.00000000
-5.25562781,2.95691502,0.72903053,0.66383848,0.00607666,0.08226913,0.81259230,1.91447849,0.28531279,0.00000000
-5.24962481,2.83110537,0.68287450,0.63548684,0.00555120,0.07579242,0.76722780,1.84144504,0.27198808,0.00000000
-5.24362181,2.70852447,0.63811397,0.60841681,0.00504233,0.06949197,0.72271665,1.76925551,0.25893563,0.00000000
-5.23761881,2.59045239,0.59523685,0.58296482,0.00455463,0.06342610,0.67952982,1.69860767,0.24629783,0.00000000
-5.23161581,2.47795978,0.55467034,0.55941292,0.00409189,0.05764419,0.63807439,1.63008645,0.23419814,0.00000000
-5.22561281,2.37189491,0.51677852,0.53798298,0.00365712,0.05218644,0.59869127,1.56415749,0.22274005,0.00000000
-5.21960980,2.27287920,0.48186201,0.51883335,0.00325260,0.04708396,0.56165523,1.50116546,0.21200678,0.00000000
-5.21360680,2.18131093,0.45015947,0.50205779,0.00287989,0.04235908,0.52717711,1.44133687,0.20206171,0.00000000
-5.20760380,2.09737652,0.42185091,0.48768706,0.00253989,0.03802592,0.49540781,1.38478691,0.19294945,0.00000000
-5.20160080,2.02106841,0.39706245,0.47569258,0.00223298,0.03409113,0.46644378,1.33152957,0.18469741,0.00000000
-5.19559780,1.95220852,0.37587216,0.46599236,0.00195903,0.03055472,0.44033371,1.28149066,0.17731786,0.00000000
-5.18959480,1.89047599,0.35831693,0.45845854,0.00171751,0.02741105,0.41708582,1.23452285,0.17081031,0.00000000
-5.18359180,1.83543808,0.34439970,0.45292644,0.00150763,0.02464980,0.39667569,1.19042208,0.16516406,0.00000000
-5.17758879,1.78658256,0.33409689,0.44920450,0.00132833,0.02225696,0.37905394,1.14894470,0.16036088,0.00000000
-5.17158579,1.74335055,0.32736564,0.44708470,0.00117846,0.02021579,0.36415376,1.10982461,0.15637756,0.00000000
-5.16558279,1.70516817,0.32415045,0.44635294,0.00105677,0.01850772,0.35189766,1.07278980,0.15318839,0.00000000
-5.15957979,1.67147594,0.32438895,0.44679897,0.00096199,0.01711314,0.34220347,1.03757765,0.15076732,0.00000000
-5.15357679,1.64175474,0.32801654,0.44822530,0.00089288,0.01601211,0.33498918,1.00394858,0.14908975,0.00000000
-5.14757379,1.61554732,0.33496963,0.45045476,0.00084827,0.01518488,0.33017668,0.97169752,0.14813398,0.00000000
-5.14157079,1.59247470,0.34518741,0.45333642,0.00082705,0.01461241,0.32769400,0.94066285,0.14788201,0.00000000
-5.13556778,1.57224688,0.35861206,0.45674949,0.00082818,0.01427659,0.32747642,0.91073266,0.14832005,0.00000000
-5.12956478,1.55466768,0.37518734,0.46060530,0.00085069,0.01416046,0.32946611,0.88184806,0.14943831,0.00000000
-5.12356178,1.53963360,0.39485580,0.46484714,0.00089367,0.01424827,0.33361062,0.85400357,0.15123042,0.00000000
-5.11755878,1.52712719,0.41755468,0.46944815,0.00095620,0.01452542,0.33986034,0.82724478,0.15369238,0.00000000
-5.11155578,1.51720530,0.44321076,0.47440743,0.00103736,0.01497833,0.34816495,0.80166323,0.15682111,0.00000000
-5.10555278,1.50998304,0.47173455,0.47974469,0.00113616,0.01559424,0.35846937,0.77738911,0.16061270,0.00000000
-5.09954977,1.50561445,0.50301402,0.48549371,0.00125150,0.01636089,0.37070919,0.75458193,0.16506048,0.00000000
-5.09354677,1.50427088,0.53690838,0.49169517,0.00138216,0.01726634,0.38480602,0.73341981,0.17015298,0.00000000
-5.08754377,1.50611830,0.57324219,0.49838904,0.00152672,0.01829856,0.40066304,0.71408779,0.17587190,0.00000000
-5.08154077,1.51129473,0.61180019,0.50560723,0.00168355,0.01944523,0.41816087,0.69676577,0.18219022,0.00000000
-5.07553777,1.51988895,0.65232321,0.51336668,0.00185078,0.02069340,0.43715421,0.68161668,0.18907053,0.00000000
-5.06953477,1.53192145,0.69450540,0.52166344,0.00202633,0.02202940,0.45746931,0.66877532,0.19646370,0.00000000
-5.06353177,1.54732875,0.73799300,0.53046788,0.00220785,0.02343858,0.47890257,0.65833847,0.20430790,0.00000000
-5.05752876,1.56595162,0.78238491,0.53972138,0.00239280,0.02490533,0.50122026,0.65035670,0.21252813,0.00000000
-5.05152576,1.58752789,0.82723502,0.54933454,0.00257843,0.02641303,0.52415968,0.64482814,0.22103623,0.00000000
-5.04552276,1.61169021,0.87205641,0.55918712,0.00276186,0.02794423,0.54743154,0.64169468,0.22973146,0.00000000
-5.03951976,1.63796881,0.91632746,0.56912955,0.00294016,0.02948077,0.57072371,0.64084057,0.23850152,0.00000000
-5.03351676,1.66579926,0.95949953,0.57898599,0.00311036,0.03100408,0.59370625,0.64209369,0.24722420,0.00000000
-5.02751376,1.69453495,1.00100630,0.58855886,0.00326961,0.03249556,0.61603758,0.64522929,0.25576946,0.00000000
-5.02151076,1.72346387,1.04027443,0.59763448,0.00341519,0.03393700,0.63737164,0.64997631,0.26400197,0.00000000
-5.01550775,1.75182903,1.07673527,0.60598972,0.00354466,0.03531105,0.65736587,0.65602577,0.27178401,0.00000000
-5.00950475,1.77885198,1.10983737,0.61339938,0.00365592,0.03660177,0.67568977,0.66304130,0.27897873,0.00000000
-5.00350175,1.80375840,1.13905942,0.61964390,0.00374733,0.03779518,0.69203376,0.67067108,0.28545357,0.00000000
-4.99749875,1.82580505,1.16392329,0.62451729,0.00381771,0.03887984,0.70611816,0.67856109,0.29108381,0.00000000
-4.99149575,1.84430702,1.18400673,0.62783486,0.00386649,0.03984737,0.71770182,0.68636888,0.29575620,0.00000000
-4.98549275,1.85866433,1.19895540,0.62944051,0.00389370,0.04069302,0.72659036,0.69377764,0.29937237,0.00000000
-4.97948974,1.86838695,1.20849382,0.62921335,0.00390004,0.04141606,0.73264338,0.70050975,0.30185213,0.00000000
-4.97348674,1.87311709,1.21243475,0.62707337,0.00388685,0.04202020,0.73578068,0.70633944,0.30313637,0.00000000
-4.96748374,1.87264809,1.21068678,0.62298593,0.00385616,0.04251381,0.73598701,0.71110392,0.30318954,0.00000000
-4.96148074,1.86693876,1.20325973,0.61696498,0.00381060,0.04291012,0.73331515,0.71471250,0.30200148,0.00000000
-4.95547774,1.85612269,1.19026750,0.60907462,0.00375342,0.04322716,0.72788715,0.71715320,0.29958872,0.00000000
-4.94947474,1.84051173,1.17192829,0.59942925,0.00368838,0.04348764,0.71989352,0.71849657,0.29599488,0.00000000
-4.94347174,1.82059338,1.14856197,0.58819186,0.00361972,0.04371859,0.70959040,0.71889623,0.29129040,0.00000000
-4.93746873,1.79702174,1.12058460,0.57557074,0.00355203,0.04395089,0.69729449,0.71858617,0.28557135,0.00000000
-4.93146573,1.77060225,1.08850010,0.56181451,0.00349023,0.04421863,0.68337613,0.71787467,0.27895743,0.00000000
-4.92546273,1.74227029,1.05288943,0.54720562,0.00343938,0.04455824,0.66825029,0.71713485,0.27158924,0.00000000
-4.91945973,1.71306443,1.01439732,0.53205250,0.00340469,0.04500762,0.65236613,0.71679239,0.26362473,0.00000000
-4.91345673,1.68409510,0.97371724,0.51668065,0.00339134,0.04560504,0.63619512,0.71731047,0.25523513,0.00000000
-4.90745373,1.65650966,0.93157481,0.50142286,0.00340446,0.04638805,0.62021827,0.71917276,0.24660035,0.00000000
-4.90145073,1.63145530,0.88871048,0.48660901,0.00344900,0.04739230,0.60491296,0.72286497,0.23790414,0.00000000
-4.89544772,1.61004116,0.84586186,0.47255579,0.00352968,0.04865039,0.59073972,0.72885576,0.22932905,0.00000000
-4.88944472,1.59330110,0.80374647,0.45955679,0.00365094,0.05019080,0.57812955,0.73757784,0.22105152,0.00000000
-4.88344172,1.58215880,0.76304542,0.44787326,0.00381688,0.05203686,0.56747224,0.74940995,0.21323720,0.00000000
-4.87743872,1.57739648,0.72438868,0.43772604,0.00403121,0.05420585,0.55910612,0.76466069,0.20603671,0.00000000
-4.87143572,1.57962871,0.68834222,0.42928895,0.00429725,0.05670838,0.55330964,0.78355478,0.19958198,0.00000000
-4.86543272,1.58928224,0.65539762,0.42268391,0.00461786,0.05954778,0.55029505,0.80622241,0.19398333,0.00000000
-4.85942971,1.60658269,0.62596424,0.41797801,0.00499545,0.06271989,0.55020439,0.83269211,0.18932736,0.00000000
-4.85342671,1.63154854,0.60036408,0.41518257,0.00543196,0.06621294,0.55310781,0.86288736,0.18567567,0.00000000
-4.84742371,1.66399253,0.57882943,0.41425439,0.00592881,0.07000775,0.55900433,0.89662719,0.18306445,0.00000000
-4.84142071,1.70353012,0.56150301,0.41509883,0.00648691,0.07407803,0.56782467,0.93363042,0.18150492,0.00000000
-4.83541771,1.74959448,0.54844048,0.41757475,0.00710659,0.07839091,0.57943618,0.97352345,0.18098450,0.00000000
-4.82941471,1.80145694,0.53961496,0.42150087,0.00778756,0.08290770,0.59364922,1.01585105,0.18146860,0.00000000
-4.82341171,1.85825191,0.53492308,0.42666343,0.00852887,0.08758457,0.61022497,1.06008953,0.18290299,0.00000000
-4.81740870,1.91900490,0.53419236,0.43282445,0.00932880,0.09237352,0.62888394,1.10566172,0.18521645,0.00000000
-4.81140570,1.98266215,0.53718922,0.43973047,0.01018481,0.09722322,0.64931498,1.15195294,0.18832373,0.00000000
-4.80540270,2.04812079,0.54362756,0.44712116,0.01109346,0.10207990,0.67118438,1.19832734,0.19212854,0.00000000
-4.79939970,2.11425806,0.55317734,0.45473755,0.01205028,0.10688830,0.69414467,1.24414390,0.19652655,0.00000000
-4.79339670,2.17995873,0.56547310,0.46232942,0.01304972,0.11159244,0.71784294,1.28877157,0.20140820,0.00000000
-4.78739370,2.24413982,0.58012219,0.46966172,0.01408506,0.11613641,0.74192854,1.33160312,0.20666136,0.00000000
-4.78139070,2.30577224,0.59671258,0.47651975,0.01514838,0.12046511,0.76606000,1.37206743,0.21217373,0.00000000
-4.77538769,2.36389904,0.61482047,0.48271302,0.01623053,0.12452493,0.78991125,1.40964000,0.21783497,0.00000000
-4.76938469,2.41765036,0.63401750,0.48807780,0.01732117,0.12826440,0.81317716,1.44385181,0.22353859,0.00000000
-4.76338169,2.46625528,0.65387787,0.49247852,0.01840881,0.13163480,0.83557860,1.47429648,0.22918368,0.00000000
-4.75737869,2.50905116,0.67398535,0.49580796,0.01948099,0.13459086,0.85686697,1.50063605,0.23467637,0.00000000
-4.75137569,2.54549072,0.69394035,0.49798664,0.02052446,0.13709138,0.87682848,1.52260547,0.23993130,0.00000000
-4.74537269,2.57514759,0.71336706,0.49896157,0.02152539,0.13909996,0.89528819,1.54001619,0.24487286,0.00000000
-4.73936968,2.59772063,0.73192062,0.49870450,0.02246974,0.14058571,0.91211381,1.55275879,0.24943650,0.00000000
-4.73336668,2.61303726,0.74929426,0.49720997,0.02334358,0.14152401,0.92721920,1.56080495,0.25356987,0.00000000
-4.72736368,2.62105609,0.76522612,0.49449344,0.02413347,0.14189724,0.94056739,1.56420870,0.25723392,0.00000000
-4.72136068,2.62186843,0.77950560,0.49058932,0.02482690,0.14169548,0.95217297,1.56310670,0.26040383,0.00000000
-4.71535768,2.61569867,0.79197876,0.48554941,0.02541270,0.14091716,0.96210344,1.55771763,0.26306976,0.00000000
-4.70935468,2.60290282,0.80255251,0.47944136,0.02588144,0.13956950,0.97047925,1.54834010,0.26523730,0.00000000
-4.70335168,2.58396466,0.81119706,0.47234739,0.02622575,0.13766888,0.97747226,1.53534895,0.26692745,0.00000000
-4.69734867,2.55948897,0.81794633,0.46436302,0.02644069,0.13524089,0.98330211,1.51918959,0.26817622,0.00000000
-4.69134567,2.53019112,0.82289599,0.45559587,0.02652389,0.13232014,0.98823051,1.50036998,0.26903357,0.00000000
-4.68534267,2.49688261,0.82619899,0.44616415,0.02647574,0.12894984,0.99255316,1.47945028,0.26956183,0.00000000
-4.67933967,2.46045242,0.82805835,0.43619500,0.02629938,0.12518096,0.99658941,1.45702988,0.26983335,0.00000000
-4.67333667,2.42184415,0.82871751,0.42582238,0.02600059,0.12107121,1.00066989,1.43373220,0.26992771,0.00000000
-4.66733367,2.38202937,0.82844834,0.41518449,0.02558767,0.11668371,1.00512228,1.41018738,0.26992825,0.00000000
-4.66133067,2.34197796,0.82753741,0.40442079,0.02507105,0.11208537,1.01025609,1.38701348,0.26991828,0.00000000
-4.65532766,2.30262649,0.82627087,0.39366861,0.02446300,0.10734522,1.01634679,1.36479694,0.26997699,0.00000000
-4.64932466,2.26484594,0.82491903,0.38305937,0.02377710,0.10253253,1.02362034,1.34407294,0.27017536,0.00000000
-4.64332166,2.22941035,0.82372104,0.37271472,0.02302777,0.09771500,1.03223881,1.32530684,0.27057218,0.00000000
