energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.21960980,1.17204271,0.05168638,0.00017124,0.02273299,0.84408043,1.11037122,0.31068705
-5.21360680,1.18208863,0.05303562,0.00017925,0.02298668,0.85005635,1.13863911,0.30977936
-5.20760380,1.19780049,0.05447329,0.00018798,0.02329823,0.86045557,1.17194933,0.31086659
-5.20160080,1.21877004,0.05597539,0.00019731,0.02366078,0.87498872,1.20978260,0.31384484
-5.19559780,1.24442540,0.05751085,0.00020710,0.02406416,0.89324986,1.25145521,0.31857067
-5.18959480,1.27403980,0.05904257,0.00021719,0.02449521,0.91472167,1.29613078,0.32486169
-5.18359180,1.30674727,0.06052859,0.00022739,0.02493825,0.93878546,1.34283918,0.33249878
-5.17758879,1.34156469,0.06192370,0.00023751,0.02537567,0.96473578,1.39050176,0.34122979
-5.17158579,1.37741933,0.06318111,0.00024732,0.02578867,0.99179896,1.43796205,0.35077476
-5.16558279,1.41318069,0.06425431,0.00025663,0.02615804,1.01915487,1.48402069,0.36083228
-5.15957979,1.44769534,0.06509890,0.00026521,0.02646493,1.04596099,1.52747311,0.37108693
-5.15357679,1.47982315,0.06567441,0.00027286,0.02669170,1.07137775,1.56714826,0.38121731
-5.14757379,1.50847337,0.06594588,0.00027939,0.02682265,1.09459401,1.60194689,0.39090441
-5.14157079,1.53263900,0.06588532,0.00028464,0.02684472,1.11485164,1.63087745,0.39984003
-5.13556778,1.55142801,0.06547279,0.00028848,0.02674802,1.13146819,1.65308830,0.40773484
-5.12956478,1.56409012,0.06469718,0.00029080,0.02652633,1.14385669,1.66789478,0.41432579
-5.12356178,1.57003813,0.06355663,0.00029154,0.02617729,1.15154194,1.67479998,0.41938268
-5.11755878,1.56886299,0.06205853,0.00029065,0.02570257,1.15417249,1.67350851,0.42271353
-5.11155578,1.56034227,0.06021920,0.00028814,0.02510779,1.15152825,1.66393274,0.42416873
-5.10555278,1.54444176,0.05806318,0.00028406,0.02440229,1.14352328,1.64619150,0.42364373
-5.09954977,1.52131054,0.05562228,0.00027849,0.02359874,1.13020400,1.62060142,0.42108041
-5.09354677,1.49126984,0.05293428,0.00027153,0.02271269,1.11174304,1.58766141,0.41646689
-5.08754377,1.45479650,0.05004162,0.00026331,0.02176191,1.08842905,1.54803137,0.40983612
-5.08154077,1.41250181,0.04698982,0.00025399,0.02076572,1.06065316,1.50250581,0.40126315
-5.07553777,1.36510695,0.04382597,0.00024375,0.01974431,1.02889270,1.45198402,0.39086133
-5.06953477,1.31341600,0.04059724,0.00023276,0.01871794,0.99369291,1.39743777,0.37877767
-5.06353177,1.25828771,0.03734946,0.00022121,0.01770627,0.95564750,1.33987811,0.36518740
-5.05752876,1.20060724,0.03412588,0.00020930,0.01672769,0.91537867,1.28032247,0.35028817
-5.05152576,1.14125875,0.03096612,0.00019720,0.01579873,0.87351754,1.21976333,0.33429387
-5.04552276,1.08109996,0.02790533,0.00018507,0.01493354,0.83068550,1.15913953,0.31742848
-5.03951976,1.02093937,0.02497360,0.00017308,0.01414354,0.78747713,1.09931112,0.29992000
-5.03351676,0.96151673,0.02219561,0.00016136,0.01343711,0.74444527,1.04103858,0.28199471
-5.02751376,0.90348734,0.01959048,0.00015003,0.01281950,0.70208846,0.98496671,0.26387192
-5.02151076,0.84741036,0.01717187,0.00013919,0.01229276,0.66084118,0.93161366,0.24575930
-5.01550775,0.79374129,0.01494824,0.00012891,0.01185583,0.62106694,0.88136518,0.22784893
-5.00950475,0.74282852,0.01292323,0.00011925,0.01150480,0.58305428,0.83447379,0.21031405
-5.00350175,0.69491381,0.01109624,0.00011024,0.01123313,0.54701570,0.79106284,0.19330669
-4.99749875,0.65013638,0.00946301,0.00010190,0.01103207,0.51308919,0.75113480,0.17695611
-4.99149575,0.60854010,0.00801625,0.00009421,0.01089108,0.48134227,0.71458331,0.16136797
-4.98549275,0.57008340,0.00674636,0.00008718,0.01079830,0.45177810,0.68120824,0.14662436
-4.97948974,0.53465125,0.00564207,0.00008076,0.01074105,0.42434337,0.65073313,0.13278444
-4.97348674,0.50206869,0.00469106,0.00007493,0.01070628,0.39893749,0.62282402,0.11988575
-4.96748374,0.47211518,0.00388059,0.00006963,0.01068115,0.37542268,0.59710911,0.10794603
-4.96148074,0.44453940,0.00319798,0.00006481,0.01065335,0.35363448,0.57319826,0.09696544
-4.95547774,0.41907370,0.00263116,0.00006043,0.01061159,0.33339232,0.55070177,0.08692912
-4.94947474,0.39544789,0.00216907,0.00005643,0.01054592,0.31450964,0.52924770,0.07780996
-4.94347174,0.37340189,0.00180206,0.00005276,0.01044795,0.29680335,0.50849719,0.06957138
-4.93746873,0.35269684,0.00152220,0.00004938,0.01031112,0.28010220,0.48815742,0.06217027
-4.93146573,0.33312448,0.00132367,0.00004626,0.01013075,0.26425394,0.46799182,0.05555967
-4.92546273,0.31451466,0.00120298,0.00004334,0.00990413,0.24913100,0.44782743,0.04969146
-4.91945973,0.29674087,0.00115934,0.00004062,0.00963043,0.23463479,0.42755938,0.04451870
-4.91345673,0.27972382,0.00119491,0.00003807,0.00931066,0.22069840,0.40715260,0.03999778
-4.90745373,0.26343328,0.00131515,0.00003569,0.00894748,0.20728793,0.38664085,0.03609031
-4.90145073,0.24788820,0.00152911,0.00003347,0.00854495,0.19440248,0.36612364,0.03276462
-4.89544772,0.23315542,0.00184977,0.00003142,0.00810835,0.18207303,0.34576114,0.02999704
-4.88944472,0.21934732,0.00229442,0.00002956,0.00764390,0.17036029,0.32576767,0.02777281
-4.88344172,0.20661836,0.00288495,0.00002791,0.00715842,0.15935192,0.30640411,0.02608676
-4.87743872,0.19516114,0.00364820,0.00002651,0.00665915,0.14915912,0.28796975,0.02494360
-4.87143572,0.18520187,0.00461621,0.00002538,0.00615341,0.13991291,0.27079376,0.02435807
-4.86543272,0.17699558,0.00582641,0.00002459,0.00564840,0.13176024,0.25522681,0.02435466
-4.85942971,0.17082115,0.00732170,0.00002419,0.00515102,0.12486007,0.24163288,0.02496722
-4.85342671,0.16697614,0.00915036,0.00002423,0.00466765,0.11937948,0.23038155,0.02623813
-4.84742371,0.16577154,0.01136579,0.00002479,0.00420409,0.11548987,0.22184066,0.02821739
-4.84142071,0.16752623,0.01402599,0.00002593,0.00376547,0.11336331,0.21636951,0.03096125
-4.83541771,0.17256120,0.01719282,0.00002773,0.00335619,0.11316895,0.21431237,0.03453066
-4.82941471,0.18119333,0.02093083,0.00003027,0.00297999,0.11506950,0.21599228,0.03898946
-4.82341171,0.19372862,0.02530596,0.00003364,0.00263996,0.11921769,0.22170486,0.04440218
-4.81740870,0.21045491,0.03038369,0.00003791,0.00233867,0.12575274,0.23171215,0.05083173
-4.81140570,0.23163384,0.03622704,0.00004316,0.00207825,0.13479666,0.24623629,0.05833675
-4.80540270,0.25749239,0.04289418,0.00004948,0.00186055,0.14645063,0.26545300,0.06696892
-4.79939970,0.28821386,0.05043583,0.00005693,0.00168728,0.16079118,0.28948498,0.07677009
-4.79339670,0.32392865,0.05889252,0.00006559,0.00156018,0.17786659,0.31839517,0.08776950
-4.78739370,0.36470519,0.06829172,0.00007549,0.00148118,0.19769337,0.35218039,0.09998108
-4.78139070,0.41054136,0.07864512,0.00008668,0.00145254,0.22025315,0.39076541,0.11340111
-4.77538769,0.46135694,0.08994605,0.00009917,0.00147700,0.24549018,0.43399800,0.12800620
-4.76938469,0.51698766,0.10216727,0.00011296,0.00155787,0.27330960,0.48164537,0.14375191
-4.76338169,0.57718139,0.11525928,0.00012802,0.00169916,0.30357687,0.53339253,0.16057211
-4.75737869,0.64159695,0.12914930,0.00014432,0.00190557,0.33611839,0.58884299,0.17837913
-4.75137569,0.70980617,0.14374101,0.00016176,0.00218256,0.37072371,0.64752224,0.19706492
-4.74537269,0.78129939,0.15891520,0.00018024,0.00253628,0.40714933,0.70888436,0.21650319
-4.73936968,0.85549473,0.17453144,0.00019963,0.00297348,0.44512423,0.77232189,0.23655265
-4.73336668,0.93175102,0.19043072,0.00021979,0.00350142,0.48435702,0.83717903,0.25706114
-4.72736368,1.00938429,0.20643899,0.00024052,0.00412761,0.52454457,0.90276788,0.27787081
-4.72136068,1.08768727,0.22237174,0.00026163,0.00485960,0.56538190,0.96838748,0.29882382
-4.71535768,1.16595125,0.23803920,0.00028291,0.00570464,0.60657291,1.03334482,0.31976873
-4.70935468,1.24348935,0.25325212,0.00030413,0.00666939,0.64784139,1.09697709,0.34056693
-4.70335168,1.31966017,0.26782789,0.00032506,0.00775945,0.68894186,1.15867422,0.36109898
-4.69734867,1.39389051,0.28159665,0.00034549,0.00897900,0.72966953,1.21790047,0.38127046
-4.69134567,1.46569591,0.29440712,0.00036518,0.01033031,0.76986867,1.27421396,0.40101688
-4.68534267,1.53469774,0.30613190,0.00038393,0.01181334,0.80943894,1.32728288,0.42030738
-4.67933967,1.60063567,0.31667186,0.00040155,0.01342534,0.84833888,1.37689741,0.43914676
-4.67333667,1.66337445,0.32595937,0.00041788,0.01516040,0.88658634,1.42297627,0.45757580
-4.66733367,1.72290447,0.33396032,0.00043277,0.01700926,0.92425533,1.46556730,0.47566936
-4.66133067,1.77933543,0.34067452,0.00044610,0.01895903,0.96146932,1.50484163,0.49353251
-4.65532766,1.83288339,0.34613467,0.00045781,0.02099309,0.99839110,1.54108135,0.51129453
-4.64932466,1.88385135,0.35040378,0.00046782,0.02309115,1.03520932,1.57466109,0.52910100
-4.64332166,1.93260440,0.35357117,0.00047612,0.02522941,1.07212256,1.60602414,0.54710432
-4.63731866,1.97954042,0.35574730,0.00048271,0.02738088,1.10932137,1.63565418,0.56545301
-4.63131566,2.02505799,0.35705761,0.00048761,0.02951584,1.14696945,1.66404399,0.58428037
-4.62531266,2.06952319,0.35763571,0.00049087,0.03160250,1.18518492,1.69166278,0.60369309
-4.61930965,2.11323727,0.35761638,0.00049255,0.03360770,1.22402276,1.71892392,0.62376044
-4.61330665,2.15640719,0.35712853,0.00049273,0.03549778,1.26345965,1.74615487,0.64450479
-4.60730365,2.19912077,0.35628879,0.00049147,0.03723951,1.30338229,1.77357115,0.66589389
-4.60130065,2.24132823,0.35519583,0.00048889,0.03880107,1.34358002,1.80125591,0.68783580
-4.59529765,2.28283157,0.35392578,0.00048506,0.04015302,1.38374262,1.82914654,0.71017665
-4.58929465,2.32328246,0.35252912,0.00048009,0.04126921,1.42346361,1.85702914,0.73270162
-4.58329165,2.36218944,0.35102893,0.00047406,0.04212765,1.46224939,1.88454165,0.75513940
-4.57728864,2.39893412,0.34942089,0.00046708,0.04271125,1.49953386,1.91118547,0.77716991
-4.57128564,2.43279581,0.34767468,0.00045923,0.04300838,1.53469823,1.93634528,0.79843517
-4.56528264,2.46298356,0.34573694,0.00045062,0.04301325,1.56709500,1.95931615,0.81855283
-4.55927964,2.48867386,0.34353545,0.00044134,0.04272614,1.59607508,1.97933648,0.83713166
-4.55327664,2.50905205,0.34098431,0.00043149,0.04215338,1.62101679,1.99562517,0.85378847
-4.54727364,2.52335533,0.33798987,0.00042120,0.04130709,1.64135498,2.00742101,0.86816533
-4.54127064,2.53091470,0.33445690,0.00041056,0.04020480,1.65660902,2.01402201,0.87994638
-4.53526763,2.53119379,0.33029490,0.00039972,0.03886886,1.66640781,2.01482274,0.88887315
-4.52926463,2.52382203,0.32542395,0.00038879,0.03732565,1.67051055,2.00934742,0.89475775
-4.52326163,2.50862048,0.31977999,0.00037793,0.03560479,1.66882199,1.99727708,0.89749281
-4.51725863,2.48561869,0.31331910,0.00036728,0.03373818,1.66140117,1.97846912,0.89705805
-4.51125563,2.45506155,0.30602069,0.00035700,0.03175905,1.64846317,1.95296855,0.89352259
-4.50525263,2.41740577,0.29788941,0.00034724,0.02970103,1.63037354,1.92100990,0.88704326
-4.49924962,2.37330613,0.28895571,0.00033815,0.02759721,1.60763581,1.88301024,0.87785867
-4.49324662,2.32359225,0.27927511,0.00032989,0.02547935,1.58087249,1.83955349,0.86627952
-4.48724362,2.26923714,0.26892619,0.00032259,0.02337718,1.55080074,1.79136706,0.85267557
-4.48124062,2.21131944,0.25800760,0.00031637,0.02131776,1.51820396,1.73929231,0.83746012
-4.47523762,2.15098133,0.24663409,0.00031136,0.01932508,1.48390077,1.68425047,0.82107266
-4.46923462,2.08938442,0.23493203,0.00030763,0.01741974,1.44871312,1.62720596,0.80396088
-4.46323162,2.02766622,0.22303451,0.00030526,0.01561879,1.41343526,1.56912910,0.78656280
-4.45722861,1.96689929,0.21107642,0.00030427,0.01393570,1.37880508,1.51096028,0.76929008
-4.45122561,1.90805533,0.19918968,0.00030469,0.01238047,1.34547947,1.45357728,0.75251339
-4.44522261,1.85197587,0.18749892,0.00030651,0.01095984,1.31401463,1.39776747,0.73655043
-4.43921961,1.79935096,0.17611783,0.00030969,0.00967755,1.28485252,1.34420587,0.72165733
-4.43321661,1.75070661,0.16514620,0.00031417,0.00853469,1.25831369,1.29344016,0.70802354
-4.42721361,1.70640124,0.15466791,0.00031989,0.00753012,1.23459669,1.24588270,0.69577043
-4.42121061,1.66663088,0.14474985,0.00032676,0.00666087,1.21378379,1.20180978,0.68495351
-4.41520760,1.63144226,0.13544163,0.00033469,0.00592254,1.19585235,1.16136741,0.67556780
-4.40920460,1.60075274,0.12677629,0.00034359,0.00530973,1.18069085,1.12458288,0.66755595
-4.40320160,1.57437523,0.11877157,0.00035338,0.00481640,1.16811842,1.09138101,0.66081847
-4.39719860,1.55204658,0.11143192,0.00036399,0.00443625,1.15790651,1.06160375,0.65522518
-4.39119560,1.53345733,0.10475079,0.00037535,0.00416297,1.14980135,1.03503164,0.65062738
-4.38519260,1.51828115,0.09871331,0.00038743,0.00399057,1.14354574,1.01140586,0.64686962
-4.37918959,1.50620193,0.09329889,0.00040021,0.00391353,1.13889892,0.99044937,0.64380077
-4.37318659,1.49693727,0.08848388,0.00041371,0.00392700,1.13565349,0.97188609,0.64128340
-4.36718359,1.49025698,0.08424391,0.00042797,0.00402688,1.13364843,0.95545703,0.63920129
-4.36118059,1.48599586,0.08055588,0.00044304,0.00420995,1.13277776,0.94093287,0.63746460
-4.35517759,1.48406017,0.07739960,0.00045900,0.00447381,1.13299442,0.92812236,0.63601264
-4.34917459,1.48442783,0.07475883,0.00047596,0.00481692,1.13430947,0.91687662,0.63481423
-4.34317159,1.48714270,0.07262192,0.00049401,0.00523852,1.13678684,0.90708935,0.63386572
-4.33716858,1.49230344,0.07098188,0.00051327,0.00573850,1.14053427,0.89869348,0.63318718
-4.33116558,1.50004805,0.06983610,0.00053384,0.00631732,1.14569089,0.89165476,0.63281690
-4.32516258,1.51053506,0.06918558,0.00055582,0.00697578,1.15241263,0.88596303,0.63280491
-4.31915958,1.52392280,0.06903398,0.00057926,0.00771483,1.16085614,0.88162208,0.63320587
-4.31315658,1.54034794,0.06938637,0.00060421,0.00853535,1.17116238,0.87863889,0.63407185
-4.30715358,1.55990461,0.07024797,0.00063067,0.00943788,1.18344064,0.87701309,0.63544559
