energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-3.42471236,3.85791478,0.56922861,2.87340597,0.00083460,0.02918240,0.21148431,0.45766003,0.02052237,0.24564422
-3.41870935,3.80302607,0.56405988,2.81948337,0.00085160,0.02877286,0.21063467,0.46263528,0.02110506,0.24172369
-3.41270635,3.75764211,0.55904011,2.77233307,0.00086953,0.02849869,0.20982750,0.46982610,0.02172586,0.23804090
-3.40670335,3.72111821,0.55410452,2.73151038,0.00088817,0.02835701,0.20903238,0.47910432,0.02237465,0.23457044
-3.40070035,3.69261195,0.54919157,2.69643166,0.00090749,0.02834194,0.20821627,0.49028955,0.02304041,0.23128549
-3.39469735,3.67112340,0.54424898,2.66640490,0.00092763,0.02844479,0.20734533,0.50315271,0.02371158,0.22816068
-3.38869435,3.65553943,0.53923900,2.64066302,0.00094896,0.02865435,0.20638670,0.51742120,0.02437647,0.22517476
-3.38269135,3.64468041,0.53414256,2.61839841,0.00097200,0.02895729,0.20531017,0.53278553,0.02502364,0.22231297
-3.37668834,3.63734750,0.52896220,2.59879757,0.00099749,0.02933863,0.20408958,0.54890731,0.02564232,0.21956893
-3.37068534,3.63236887,0.52372351,2.58107431,0.00102632,0.02978233,0.20270398,0.56542834,0.02622279,0.21694607
-3.36468234,3.62864301,0.51847516,2.56450044,0.00105954,0.03027190,0.20113858,0.58198055,0.02675671,0.21445851
-3.35867934,3.62517781,0.51328739,2.54843275,0.00109833,0.03079099,0.19938529,0.59819637,0.02723742,0.21213126
-3.35267634,3.62112380,0.50824920,2.53233545,0.00114396,0.03132406,0.19744307,0.61371929,0.02766020,0.20999993
-3.34667334,3.61580056,0.50346435,2.51579713,0.00119777,0.03185696,0.19531791,0.62821407,0.02802240,0.20810976
-3.34067034,3.60871509,0.49904636,2.49854179,0.00126111,0.03237742,0.19302263,0.64137629,0.02832358,0.20651417
-3.33466733,3.59957174,0.49511280,2.48043349,0.00133532,0.03287555,0.19057631,0.65294075,0.02856548,0.20527279
-3.32866433,3.58827300,0.49177915,2.46147448,0.00142166,0.03334409,0.18800359,0.66268848,0.02875196,0.20444908
-3.32266133,3.57491126,0.48915249,2.44179693,0.00152123,0.03377865,0.18533377,0.67045187,0.02888883,0.20410763
-3.31665833,3.55975169,0.48732536,2.42164846,0.00163500,0.03417772,0.18259969,0.67611790,0.02898362,0.20431122
-3.31065533,3.54320687,0.48636999,2.40137214,0.00176366,0.03454258,0.17983649,0.67962911,0.02904523,0.20511768
-3.30465233,3.52580412,0.48633318,2.38138171,0.00190764,0.03487706,0.17708031,0.68098242,0.02908355,0.20657678
-3.29864932,3.50814684,0.48723208,2.36213292,0.00206700,0.03518714,0.17436683,0.68022586,0.02910904,0.20872713
-3.29264632,3.49087145,0.48905096,2.34409235,0.00224146,0.03548042,0.17172989,0.67745320,0.02913220,0.21159329
-3.28664332,3.47460189,0.49173924,2.32770492,0.00243030,0.03576558,0.16919997,0.67279710,0.02916308,0.21518313
-3.28064032,3.45990364,0.49521070,2.31336160,0.00263237,0.03605164,0.16680289,0.66642073,0.02921078,0.21948557
-3.27463732,3.44723954,0.49934407,2.30136884,0.00284607,0.03634733,0.16455845,0.65850870,0.02928296,0.22446890
-3.26863432,3.43692956,0.50398494,2.29192123,0.00306935,0.03666033,0.16247938,0.64925743,0.02938540,0.23007954
-3.26263132,3.42911678,0.50894894,2.28507875,0.00329973,0.03699665,0.16057037,0.63886568,0.02952161,0.23624163
-3.25662831,3.42374122,0.51402604,2.28074995,0.00353430,0.03736005,0.15882745,0.62752565,0.02969253,0.24285724
-3.25062531,3.42052333,0.51898603,2.27868197,0.00376983,0.03775156,0.15723769,0.61541505,0.02989636,0.24980741
-3.24462231,3.41895824,0.52358477,2.27845825,0.00400278,0.03816913,0.15577914,0.60269051,0.03012847,0.25695403
-3.23861931,3.41832134,0.52757112,2.27950424,0.00422937,0.03860747,0.15442130,0.58948274,0.03038144,0.26414246
-3.23261631,3.41768539,0.53069438,2.28110109,0.00444573,0.03905800,0.15312584,0.57589346,0.03064526,0.27120489
-3.22661331,3.41594866,0.53271185,2.28240701,0.00464794,0.03950906,0.15184777,0.56199426,0.03090758,0.27796447
-3.22061031,3.41187296,0.53339632,2.28248533,0.00483214,0.03994620,0.15053690,0.54782734,0.03115420,0.28423986
-3.21460730,3.40413008,0.53254321,2.28033833,0.00499468,0.04035266,0.14913969,0.53340803,0.03136949,0.28985035
-3.20860430,3.39135445,0.52997712,2.27494519,0.00513220,0.04071004,0.14760117,0.51872875,0.03153709,0.29462107
-3.20260130,3.37219972,0.52555753,2.26530241,0.00524173,0.04099898,0.14586716,0.50376422,0.03164048,0.29838840
-3.19659830,3.34539658,0.51918347,2.25046489,0.00532080,0.04119998,0.14388648,0.48847751,0.03166368,0.30100513
-3.19059530,3.30980912,0.51079694,2.22958574,0.00536750,0.04129425,0.14161308,0.47282656,0.03159193,0.30234532
-3.18459230,3.26448700,0.50038507,2.20195299,0.00538058,0.04126456,0.13900809,0.45677070,0.03141232,0.30230860
-3.17858929,3.20871119,0.48798082,2.16702148,0.00535944,0.04109601,0.13604159,0.44027697,0.03111436,0.30082372
-3.17258629,3.14203103,0.47366235,2.12443860,0.00530421,0.04077679,0.13269409,0.42332574,0.03069048,0.29785128
-3.16658329,3.06429105,0.45755101,2.07406259,0.00521571,0.04029879,0.12895756,0.40591544,0.03013638,0.29338540
-3.16058029,2.97564657,0.43980810,2.01597296,0.00509545,0.03965807,0.12483613,0.38806619,0.02945127,0.28745439
-3.15457729,2.87656747,0.42063055,1.95047244,0.00494557,0.03885519,0.12034622,0.36982225,0.02863805,0.28012035
-3.14857429,2.76783042,0.40024574,1.87808075,0.00476878,0.03789539,0.11551630,0.35125310,0.02770320,0.27147764
-3.14257129,2.65050018,0.37890560,1.79952072,0.00456828,0.03678857,0.11038614,0.33245342,0.02665670,0.26165052
-3.13656828,2.52590118,0.35688036,1.71569755,0.00434766,0.03554913,0.10500576,0.31354183,0.02551173,0.25078983
-3.13056528,2.39558120,0.33445213,1.62767246,0.00411080,0.03419561,0.09943391,0.29465872,0.02428431,0.23906904
-3.12456228,2.26126897,0.31190853,1.53663221,0.00386177,0.03275031,0.09373647,0.27596328,0.02299286,0.22667980
-3.11855928,2.12482787,0.28953669,1.44385578,0.00360473,0.03123865,0.08798455,0.25763000,0.02165772,0.21382715
-3.11255628,1.98820797,0.26761777,1.35068008,0.00334378,0.02968860,0.08225257,0.23984486,0.02030056,0.20072471
-3.10655328,1.85339851,0.24642211,1.25846585,0.00308292,0.02812995,0.07661636,0.22280141,0.01894396,0.18758984
-3.10055028,1.72238270,0.22620521,1.16856543,0.00282596,0.02659361,0.07115130,0.20669703,0.01761078,0.17463923
-3.09454727,1.59709646,0.20720461,1.08229328,0.00257642,0.02511092,0.06593072,0.19172940,0.01632379,0.16208481
-3.08854427,1.47939224,0.18963760,1.00090016,0.00233749,0.02371300,0.06102442,0.17809343,0.01510518,0.15013019
-3.08254127,1.37100887,0.17369976,0.92555171,0.00211204,0.02243014,0.05649750,0.16597867,0.01397627,0.13896779
-3.07653827,1.27354755,0.15956431,0.85731141,0.00190253,0.02129122,0.05240950,0.15556720,0.01295714,0.12877652
-3.07053527,1.18845404,0.14738207,0.79712813,0.00171104,0.02032331,0.04881374,0.14703202,0.01206648,0.11972016
-3.06453227,1.11700655,0.13728189,0.74582777,0.00153929,0.01955127,0.04575703,0.14053582,0.01132139,0.11194620
-3.05852926,1.06030845,0.12937145,0.70410862,0.00138864,0.01899741,0.04327956,0.13623003,0.01073724,0.10558524
-3.05252626,1.01928485,0.12373816,0.67253958,0.00126013,0.01868135,0.04141502,0.13425407,0.01032763,0.10075079
-3.04652326,0.99468189,0.12045002,0.65156064,0.00115452,0.01861977,0.04019089,0.13473453,0.01010428,0.09753921
-3.04052026,0.98706741,0.11955638,0.64148463,0.00107231,0.01882634,0.03962876,0.13778427,0.01007700,0.09602982
-3.03451726,0.99683214,0.12108823,0.64249963,0.00101380,0.01931161,0.03974482,0.14350120,0.01025362,0.09628506
-3.02851426,1.02419013,0.12505828,0.65467131,0.00097909,0.02008297,0.04055027,0.15196671,0.01063990,0.09835043
-3.02251126,1.06917806,0.13146038,0.67794457,0.00096817,0.02114458,0.04205163,0.16324362,0.01123941,0.10225431
-3.01650825,1.13165268,0.14026864,0.71214452,0.00098092,0.02249734,0.04425111,0.17737369,0.01205343,0.10800753
-3.01050525,1.21128663,0.15143604,0.75697625,0.00101709,0.02413880,0.04714673,0.19437474,0.01308073,0.11560265
-3.00450225,1.30756272,0.16489277,0.81202389,0.00107640,0.02606309,0.05073234,0.21423738,0.01431744,0.12501307
-2.99849925,1.41976733,0.18054429,0.87674910,0.00115847,0.02826088,0.05499755,0.23692164,0.01575685,0.13619194
-2.99249625,1.54698393,0.19826952,0.95048958,0.00126288,0.03071929,0.05992748,0.26235354,0.01738922,0.14907102
-2.98649325,1.68808766,0.21791904,1.03245821,0.00138913,0.03342181,0.06550241,0.29042196,0.01920160,0.16355963
-2.98049025,1.84174244,0.23931375,1.12174357,0.00153664,0.03634831,0.07169734,0.32097604,0.02117780,0.17954380
-2.97448724,2.00640177,0.26224411,1.21731267,0.00170476,0.03947501,0.07848153,0.35382328,0.02329825,0.19688579
-2.96848424,2.18031441,0.28647013,1.31801649,0.00189272,0.04277457,0.08581802,0.38872869,0.02554011,0.21542414
-2.96248124,2.36153623,0.31172230,1.42259902,0.00209966,0.04621619,0.09366316,0.42541517,0.02787739,0.23497437
-2.95647824,2.54794869,0.33770352,1.52971026,0.00232457,0.04976587,0.10196633,0.46356526,0.03028117,0.25533047
-2.95047524,2.73728462,0.36409226,1.63792335,0.00256630,0.05338666,0.11066965,0.50282438,0.03272002,0.27626717
-2.94447224,2.92716127,0.39054679,1.74575581,0.00282355,0.05703911,0.11970803,0.54280560,0.03516044,0.29754312
-2.93846923,3.11512014,0.41671049,1.85169471,0.00309485,0.06068173,0.12900931,0.58309584,0.03756748,0.31890492
-2.93246623,3.29867273,0.44221817,1.95422502,0.00337853,0.06427161,0.13849471,0.62326336,0.03990544,0.34009184
-2.92646323,3.47535101,0.46670323,2.05186056,0.00367279,0.06776509,0.14807955,0.66286641,0.04213861,0.36084127
-2.92046023,3.64276086,0.48980536,2.14317629,0.00397560,0.07111849,0.15767420,0.70146253,0.04423216,0.38089454
-2.91445723,3.79863655,0.51117866,2.22684098,0.00428480,0.07428891,0.16718537,0.73861839,0.04615295,0.40000307
-2.90845423,3.94089434,0.53049976,2.30164883,0.00459804,0.07723510,0.17651760,0.77391964,0.04787041,0.41793454
-2.90245123,4.06768280,0.54747575,2.36654888,0.00491284,0.07991824,0.18557505,0.80698043,0.04935737,0.43447881
-2.89644822,4.17742811,0.56185161,2.42067087,0.00522662,0.08230284,0.19426346,0.83745219,0.05059083,0.44945347
-2.89044522,4.26887225,0.57341673,2.46334658,0.00553671,0.08435750,0.20249232,0.86503138,0.05155262,0.46270868
-2.88444222,4.34110281,0.58201059,2.49412562,0.00584040,0.08605566,0.21017710,0.88946588,0.05222998,0.47413116
-2.87843922,4.39357305,0.58752703,2.51278522,0.00613501,0.08737628,0.21724162,0.91055983,0.05261595,0.48364728
-2.87243622,4.42611181,0.58991726,2.51933347,0.00641796,0.08830441,0.22362032,0.92817675,0.05270970,0.49122491
-2.86643322,4.43892285,0.58919136,2.51400611,0.00668680,0.08883166,0.22926056,0.94224101,0.05251656,0.49687429
-2.86043022,4.43257417,0.58541830,2.49725709,0.00693934,0.08895654,0.23412472,0.95273756,0.05204805,0.50064763
-2.85442721,4.40797788,0.57872452,2.46974337,0.00717367,0.08868470,0.23819206,0.95971011,0.05132167,0.50263777
-2.84842421,4.36636178,0.56929105,2.43230478,0.00738831,0.08802897,0.24146036,0.96325799,0.05036050,0.50297569
-2.84242121,4.30923412,0.55734945,2.38593980,0.00758224,0.08700933,0.24394714,0.96353184,0.04919275,0.50182727
-2.83641821,4.23834294,0.54317656,2.33177842,0.00775497,0.08565266,0.24569049,0.96072841,0.04785116,0.49938926
-2.83041521,4.15563181,0.52708840,2.27105306,0.00790663,0.08399238,0.24674938,0.95508480,0.04637228,0.49588467
-2.82441221,4.06319345,0.50943320,2.20506858,0.00803799,0.08206796,0.24720347,0.94687224,0.04479570,0.49155773
-2.81840920,3.96322269,0.49058406,2.13517253,0.00815047,0.07992423,0.24715229,0.93638987,0.04316315,0.48666855
-2.81240620,3.85797018,0.47093110,2.06272633,0.00824617,0.07761060,0.24671385,0.92395834,0.04151769,0.48148755
-2.80640320,3.74969774,0.45087354,1.98907816,0.00832779,0.07518012,0.24602263,0.90991376,0.03990273,0.47628991
-2.80040020,3.64063617,0.43081180,1.91553799,0.00839859,0.07268845,0.24522695,0.89460176,0.03836115,0.47134988
-2.79439720,3.53294609,0.41113969,1.84335524,0.00846230,0.07019273,0.24448573,0.87837179,0.03693434,0.46693521
-2.78839420,3.42868198,0.39223699,1.77369904,0.00852299,0.06775035,0.24396475,0.86157179,0.03566138,0.46330171
-2.78239120,3.32975962,0.37446241,1.70764128,0.00858493,0.06541768,0.24383244,0.84454292,0.03457814,0.46068786
-2.77638819,3.23792683,0.35814708,1.64614222,0.00865242,0.06324884,0.24425526,0.82761455,0.03371650,0.45930967
-2.77038519,3.15473749,0.34358868,1.59003866,0.00872964,0.06129437,0.24539283,0.81109933,0.03310367,0.45935573
-2.76438219,3.08152863,0.33104622,1.54003438,0.00882048,0.05960004,0.24739294,0.79528843,0.03276145,0.46098261
-2.75837919,3.01940080,0.32073566,1.49669266,0.00892836,0.05820571,0.25038656,0.78044677,0.03270580,0.46431057
-2.75237619,2.96920152,0.31282628,1.46043092,0.00905608,0.05714434,0.25448303,0.76680846,0.03294631,0.46941981
-2.74637319,2.93151218,0.30743798,1.43151713,0.00920574,0.05644112,0.25976563,0.75457249,0.03348597,0.47634738
-2.74037019,2.90663872,0.30463949,1.41006831,0.00937863,0.05611280,0.26628758,0.74389862,0.03432094,0.48508471
-2.73436718,2.89460633,0.30444751,1.39605089,0.00957522,0.05616725,0.27406884,0.73490394,0.03544061,0.49557621
-2.72836418,2.89515888,0.30682688,1.38928326,0.00979514,0.05660324,0.28309362,0.72765988,0.03682772,0.50771879
-2.72236118,2.90776341,0.31169167,1.38944057,0.01003726,0.05741048,0.29330901,0.72219020,0.03845869,0.52136259
-2.71635818,2.93162020,0.31890730,1.39606197,0.01029977,0.05856987,0.30462450,0.71846984,0.04030417,0.53631298
-2.71035518,2.96567876,0.32829358,1.40856038,0.01058036,0.06005403,0.31691285,0.71642507,0.04232970,0.55233385
-2.70435218,3.00865986,0.33962868,1.42623502,0.01087637,0.06182803,0.33001196,0.71593477,0.04449656,0.56915223
-2.69834917,3.05908359,0.35265388,1.44828642,0.01118501,0.06385037,0.34372806,0.71683310,0.04676281,0.58646418
-2.69234617,3.11530309,0.36707912,1.47383410,0.01150354,0.06607402,0.35783992,0.71891353,0.04908434,0.60394179
-2.68634317,3.17554338,0.38258910,1.50193638,0.01182956,0.06844774,0.37210415,0.72193411,0.05141616,0.62124122
-2.68034017,3.23794442,0.39884998,1.53161218,0.01216112,0.07091735,0.38626132,0.72562397,0.05371366,0.63801137
-2.67433717,3.30060711,0.41551632,1.56186412,0.01249692,0.07342717,0.40004281,0.72969076,0.05593385,0.65390315
-2.66833417,3.36164116,0.43223830,1.59170241,0.01283647,0.07592134,0.41317815,0.73382891,0.05803667,0.66857878
-2.66233117,3.41921301,0.44866888,1.62016879,0.01318009,0.07834520,0.42540257,0.73772834,0.05998610,0.68172100
-2.65632816,3.47159245,0.46447094,1.64635971,0.01352896,0.08064656,0.43646455,0.74108333,0.06175129,0.69304171
-2.65032516,3.51719618,0.47932402,1.66944811,0.01388506,0.08277683,0.44613310,0.74360132,0.06330734,0.70228984
-2.64432216,3.55462691,0.49293065,1.68870293,0.01425104,0.08469203,0.45420452,0.74501122,0.06463602,0.70925806
-2.63831916,3.58270650,0.50502212,1.70350571,0.01463003,0.08635369,0.46050835,0.74507090,0.06572619,0.71378814
-2.63231616,3.60050219,0.51536347,1.71336370,0.01502538,0.08772945,0.46491235,0.74357376,0.06657396,0.71577480
-2.62631316,3.60734491,0.52375775,1.71791914,0.01544042,0.08879364,0.46732637,0.74035399,0.06718261,0.71516784
-2.62031016,3.60283912,0.53004923,1.71695415,0.01587811,0.08952755,0.46770481,0.73529042,0.06756224,0.71197260
-2.61430715,3.58686415,0.53412584,1.71039140,0.01634074,0.08991958,0.46604777,0.72830890,0.06772913,0.70624865
-2.60830415,3.55956698,0.53592038,1.69829047,0.01682959,0.08996521,0.46240073,0.71938302,0.06770496,0.69810693
-2.60230115,3.52134706,0.53541084,1.68084002,0.01734469,0.08966683,0.45685283,0.70853344,0.06751579,0.68770528
-2.59629815,3.47283383,0.53261966,1.65834635,0.01788454,0.08903337,0.44953372,0.69582570,0.06719087,0.67524281
-2.59029515,3.41485809,0.52761197,1.63121868,0.01844596,0.08807985,0.44060925,0.68136666,0.06676143,0.66095304
-2.58429215,3.34841829,0.52049288,1.59995176,0.01902397,0.08682681,0.43027601,0.66530003,0.06625939,0.64509640
-2.57828914,3.27464317,0.51140393,1.56510659,0.01961182,0.08529961,0.41875497,0.64780081,0.06571605,0.62795206
-2.57228614,3.19475219,0.50051878,1.52728992,0.02020104,0.08352768,0.40628452,0.62906921,0.06516086,0.60980959
-2.56628314,3.11001522,0.48803820,1.48713330,0.02078159,0.08154368,0.39311300,0.60932424,0.06462035,0.59096065
-2.56028014,3.02171293,0.47418466,1.44527235,0.02134219,0.07938263,0.37949119,0.58879710,0.06411712,0.57169103
-2.55427714,2.93109915,0.45919650,1.40232711,0.02187058,0.07708100,0.36566482,0.56772482,0.06366907,0.55227322
-2.54827414,2.83936665,0.44332203,1.35888395,0.02235398,0.07467581,0.35186759,0.54634430,0.06328880,0.53295982
-2.54227114,2.74761717,0.42681359,1.31547976,0.02277947,0.07220374,0.33831481,0.52488695,0.06298328,0.51397791
-2.53626813,2.65683675,0.40992195,1.27258871,0.02313450,0.06970032,0.32519782,0.50357413,0.06275366,0.49552465
-2.53026513,2.56787703,0.39289102,1.23061220,0.02340735,0.06719912,0.31267967,0.48261356,0.06259542,0.47776413
-2.52426213,2.48144284,0.37595322,1.18987199,0.02358754,0.06473110,0.30089187,0.46219666,0.06249864,0.46082548
-2.51825913,2.39808642,0.35932560,1.15060677,0.02366625,0.06232406,0.28993255,0.44249708,0.06244854,0.44480251
-2.51225613,2.31820815,0.34320673,1.11297222,0.02363670,0.06000222,0.27986596,0.42367017,0.06242612,0.42975459
-2.50625313,2.24206348,0.32777464,1.07704425,0.02349431,0.05778597,0.27072335,0.40585343,0.06240905,0.41570885
-2.50025013,2.16977558,0.31318564,1.04282540,0.02323699,0.05569177,0.26250511,0.38916790,0.06237257,0.40266355
-2.49424712,2.10135289,0.29957413,1.01025380,0.02286515,0.05373219,0.25518411,0.37372022,0.06229056,0.39059242
-2.48824412,2.03671066,0.28705325,0.97921443,0.02238170,0.05191620,0.24871001,0.35960521,0.06213659,0.37944981
-2.48224112,1.97569531,0.27571631,0.94955208,0.02179195,0.05024946,0.24301429,0.34690876,0.06188499,0.36917643
-2.47623812,1.91811045,0.26563886,0.92108522,0.02110343,0.04873482,0.23801580,0.33571083,0.06151191,0.35970531
-2.47023512,1.86374315,0.25688106,0.89362047,0.02032561,0.04737290,0.23362660,0.32608822,0.06099630,0.35096785
-2.46423212,1.81238914,0.24949037,0.86696667,0.01946959,0.04616267,0.22975761,0.31811695,0.06032072,0.34289954
-2.45822911,1.76387578,0.24350407,0.84094809,0.01854772,0.04510208,0.22632398,0.31187401,0.05947214,0.33544513
-2.45222611,1.71808139,0.23895164,0.81541618,0.01757324,0.04418864,0.22324986,0.30743826,0.05844243,0.32856306
-2.44622311,1.67495014,0.23585661,0.79025917,0.01655987,0.04341990,0.22047231,0.30489035,0.05722878,0.32222877
-2.44022011,1.63450156,0.23423777,0.76540932,0.01552142,0.04279390,0.21794418,0.30431155,0.05583383,0.31643692
-2.43421711,1.59683419,0.23410966,0.74084735,0.01447144,0.04230938,0.21563585,0.30578146,0.05426568,0.31120218
-2.42821411,1.56212318,0.23548222,0.71660388,0.01342289,0.04196591,0.21353581,0.30937459,0.05253761,0.30655873
-2.42221111,1.53061182,0.23835963,0.69275798,0.01238784,0.04176387,0.21164997,0.31515601,0.05066768,0.30255839
-2.41620810,1.50259753,0.24273830,0.66943286,0.01137726,0.04170415,0.20999987,0.32317607,0.04867807,0.29926742
-2.41020510,1.47841297,0.24860432,0.64678895,0.01040082,0.04178788,0.20861986,0.33346465,0.04659438,0.29676233
-2.40420210,1.45840326,0.25593031,0.62501483,0.00946680,0.04201588,0.20755351,0.34602502,0.04444466,0.29512461
-2.39819910,1.44290065,0.26467208,0.60431652,0.00858198,0.04238812,0.20684932,0.36082781,0.04225850,0.29443501
-2.39219610,1.43219780,0.27476529,0.58490562,0.00775165,0.04290306,0.20655623,0.37780543,0.04006599,0.29476727
-2.38619310,1.42652152,0.28612231,0.56698699,0.00697960,0.04355707,0.20671886,0.39684724,0.03789671,0.29618204
-2.38019010,1.42600807,0.29862971,0.55074665,0.00626824,0.04434382,0.20737319,0.41779604,0.03577876,0.29872101
-2.37418709,1.43068188,0.31214651,0.53634047,0.00561863,0.04525377,0.20854247,0.44044601,0.03373783,0.30240167
-2.36818409,1.44043864,0.32650345,0.52388422,0.00503061,0.04627382,0.21023399,0.46454262,0.03179647,0.30721311
-2.36218109,1.45503411,0.34150357,0.51344551,0.00450298,0.04738713,0.21243664,0.48978455,0.02997340,0.31311294
-2.35617809,1.47407939,0.35692399,0.50503804,0.00403359,0.04857307,0.21511953,0.51582788,0.02828309,0.32002568
-2.35017509,1.49704306,0.37251922,0.49861837,0.00361952,0.04980746,0.21823173,0.54229248,0.02673539,0.32784266
-2.34417209,1.52326058,0.38802571,0.49408543,0.00325724,0.05106293,0.22170312,0.56877065,0.02533552,0.33642356
-2.33816908,1.55195041,0.40316774,0.49128270,0.00294274,0.05230958,0.22544636,0.59483759,0.02408405,0.34559954
-2.33216608,1.58223661,0.41766432,0.49000305,0.00267168,0.05351572,0.22935988,0.62006355,0.02297720,0.35517784
-2.32616308,1.61317678,0.43123698,0.48999587,0.00243954,0.05464882,0.23333165,0.64402713,0.02200722,0.36494779
-2.32016008,1.64379423,0.44361796,0.49097628,0.00224172,0.05567660,0.23724378,0.66632919,0.02116292,0.37468784
-2.31415708,1.67311293,0.45455867,0.49263587,0.00207366,0.05656807,0.24097732,0.68660675,0.02043031,0.38417337
-2.30815408,1.70019364,0.46383785,0.49465445,0.00193095,0.05729469,0.24441749,0.70454637,0.01979329,0.39318504
-2.30215108,1.72416946,0.47126915,0.49671239,0.00180940,0.05783142,0.24745862,0.71989606,0.01923436,0.40151706
-2.29614807,1.74427925,0.47670773,0.49850285,0.00170508,0.05815773,0.25000889,0.73247542,0.01873542,0.40898525
-2.29014507,1.75989701,0.48005555,0.49974340,0.00161445,0.05825838,0.25199442,0.74218321,0.01827844,0.41543430
-2.28414207,1.77055603,0.48126505,0.50018646,0.00153432,0.05812409,0.25336256,0.74900193,0.01784612,0.42074396
-2.27813907,1.77596647,0.48034104,0.49962818,0.00146190,0.05775199,0.25408423,0.75299912,0.01742251,0.42483386
-2.27213607,1.77602531,0.47734062,0.49791529,0.00139484,0.05714572,0.25415512,0.75432516,0.01699347,0.42766655
-2.26613307,1.77081835,0.47237116,0.49494965,0.00133118,0.05631541,0.25359574,0.75320744,0.01654705,0.42924883
-2.26013007,1.76061380,0.46558630,0.49069038,0.00126940,0.05527733,0.25245023,0.74994126,0.01607375,0.42963098
-2.25412706,1.74584792,0.45718022,0.48515335,0.00120833,0.05405329,0.25078412,0.74487756,0.01556668,0.42890409
-2.24812406,1.72710308,0.44738034,0.47840830,0.00114716,0.05266987,0.24868091,0.73840812,0.01502158,0.42719550
-2.24212106,1.70507944,0.43643875,0.47057354,0.00108541,0.05115743,0.24623791,0.73094889,0.01443672,0.42466252
-2.23611806,1.68056143,0.42462285,0.46180866,0.00102286,0.04954896,0.24356130,0.72292201,0.01381277,0.42148479
-2.23011506,1.65438071,0.41220546,0.45230557,0.00095953,0.04787891,0.24076082,0.71473762,0.01315251,0.41785548
-2.22411206,1.62737726,0.39945493,0.44227825,0.00089563,0.04618193,0.23794427,0.70677608,0.01246053,0.41397195
-2.21810905,1.60036059,0.38662568,0.43195186,0.00083150,0.04449162,0.23521214,0.69937160,0.01174287,0.41002611
-2.21210605,1.57407291,0.37394955,0.42155158,0.00076759,0.04283939,0.23265256,0.69279807,0.01100667,0.40619510
-2.20610305,1.54915602,0.36162828,0.41129184,0.00070440,0.04125343,0.23033699,0.68725772,0.01025974,0.40263277
-2.20010005,1.52612356,0.34982757,0.40136637,0.00064246,0.03975781,0.22831668,0.68287325,0.00951022,0.39946218
-2.19409705,1.50533988,0.33867279,0.39193960,0.00058228,0.03837183,0.22662021,0.67968374,0.00876620,0.39676983
-2.18809405,1.48700665,0.32824656,0.38313973,0.00052436,0.03710957,0.22525216,0.67764466,0.00803548,0.39460167
-2.18209105,1.47115769,0.31858827,0.37505386,0.00046912,0.03597967,0.22419308,0.67663186,0.00732523,0.39296113
-2.17608804,1.45766219,0.30969542,0.36772531,0.00041693,0.03498540,0.22340059,0.67644940,0.00664183,0.39180944
-2.17008504,1.44623619,0.30152675,0.36115318,0.00036808,0.03412485,0.22281170,0.67684078,0.00599072,0.39106799
-2.16408204,1.43646142,0.29400689,0.35529424,0.00032276,0.03339148,0.22234617,0.67750302,0.00537625,0.39062280
-2.15807904,1.42781064,0.28703224,0.35006685,0.00028111,0.03277477,0.22191072,0.67810291,0.00480173,0.39033073
-2.15207604,1.41967798,0.28047781,0.34535671,0.00024317,0.03226099,0.22140387,0.67829441,0.00426934,0.39002720
-2.14607304,1.41141258,0.27420464,0.34102414,0.00020892,0.03183413,0.22072119,0.67773661,0.00378024,0.38953492
-2.14007004,1.40235389,0.26806741,0.33691233,0.00017826,0.03147689,0.21976059,0.67611105,0.00333461,0.38867321
-2.13406703,1.39186665,0.26192195,0.33285627,0.00015107,0.03117160,0.21842754,0.67313781,0.00293179,0.38726742
-2.12806403,1.37937378,0.25563216,0.32869170,0.00012715,0.03090117,0.21663977,0.66858928,0.00257038,0.38515796
-2.12206103,1.36438553,0.24907625,0.32426375,0.00010630,0.03064990,0.21433136,0.66230124,0.00224840,0.38220842
-2.11605803,1.34652340,0.24215188,0.31943470,0.00008827,0.03040424,0.21145595,0.65418057,0.00196340,0.37831240
-2.11005503,1.32553785,0.23478009,0.31409060,0.00007282,0.03015324,0.20798889,0.64420926,0.00171261,0.37339873
-2.10405203,1.30131882,0.22690798,0.30814634,0.00005969,0.02988901,0.20392835,0.63244474,0.00149306,0.36743480
-2.09804902,1.27389896,0.21850993,0.30154904,0.00004865,0.02960681,0.19929529,0.61901638,0.00130172,0.36042790
-2.09204602,1.24344945,0.20958757,0.29427956,0.00003946,0.02930506,0.19413232,0.60411863,0.00113556,0.35242449
-2.08604302,1.21026895,0.20016849,0.28635229,0.00003189,0.02898511,0.18850152,0.58800116,0.00099165,0.34350755
-2.08004002,1.17476653,0.19030384,0.27781312,0.00002574,0.02865088,0.18248149,0.57095655,0.00086725,0.33379218
-2.07403702,1.13743968,0.18006513,0.26873597,0.00002085,0.02830831,0.17616369,0.55330632,0.00075982,0.32341977
-2.06803402,1.09884877,0.16954023,0.25921800,0.00001707,0.02796476,0.16964828,0.53538605,0.00066707,0.31255104
-2.06203102,1.05958957,0.15882906,0.24937398,0.00001426,0.02762832,0.16303989,0.51753037,0.00058699,0.30135844
