energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-5.63381691,0.64810497,0.00277182,0.00672015,0.00441980,0.46406067,0.30695803,0.05290945,0.32348965,0.08383848
-5.62781391,0.59630595,0.00261136,0.00612964,0.00382973,0.42794360,0.28615654,0.04818273,0.30149415,0.07678557
-5.62181091,0.54767634,0.00245151,0.00556553,0.00330667,0.39396600,0.26592673,0.04381577,0.28033908,0.07024031
-5.61580790,0.50223619,0.00229203,0.00502928,0.00284577,0.36216428,0.24637684,0.03980200,0.26012664,0.06418789
-5.60980490,0.46002789,0.00213312,0.00452223,0.00244199,0.33259108,0.22762571,0.03613568,0.24097137,0.05861904
-5.60380190,0.42110946,0.00197531,0.00404555,0.00209024,0.30531010,0.20979722,0.03281179,0.22299469,0.05352883
-5.59779890,0.38554700,0.00181940,0.00360015,0.00178550,0.28039028,0.19301470,0.02982573,0.20631910,0.04891549
-5.59179590,0.35340665,0.00166634,0.00318665,0.00152293,0.25789964,0.17739555,0.02717300,0.19106251,0.04477902
-5.58579290,0.32474649,0.00151716,0.00280536,0.00129793,0.23789913,0.16304625,0.02484877,0.17733274,0.04111990
-5.57978989,0.29960878,0.00137290,0.00245621,0.00110623,0.22043664,0.15005799,0.02284750,0.16522252,0.03793784
-5.57378689,0.27801285,0.00123456,0.00213883,0.00094386,0.20554163,0.13850299,0.02116249,0.15480507,0.03523063
-5.56778389,0.25994892,0.00110303,0.00185248,0.00080723,0.19322032,0.12843163,0.01978550,0.14613032,0.03299313
-5.56178089,0.24537297,0.00097907,0.00159613,0.00069308,0.18345177,0.11987034,0.01870642,0.13922201,0.03121646
-5.55577789,0.23420288,0.00086326,0.00136847,0.00059850,0.17618481,0.11282038,0.01791294,0.13407554,0.02988735
-5.54977489,0.22631588,0.00075603,0.00116795,0.00052088,0.17133610,0.10725743,0.01739038,0.13065673,0.02898772
-5.54377189,0.22154740,0.00065761,0.00099288,0.00045791,0.16878908,0.10313187,0.01712152,0.12890141,0.02849442
-5.53776888,0.21969128,0.00056810,0.00084141,0.00040755,0.16839411,0.10036981,0.01708657,0.12871589,0.02837919
-5.53176588,0.22050144,0.00048739,0.00071163,0.00036800,0.16996964,0.09887477,0.01726324,0.12997818,0.02860884
-5.52576288,0.22369481,0.00041525,0.00060162,0.00033765,0.17330443,0.09852988,0.01762688,0.13254014,0.02914558
-5.51975988,0.22895565,0.00035135,0.00050949,0.00031511,0.17816077,0.09920064,0.01815074,0.13623029,0.02994756
-5.51375688,0.23594111,0.00029524,0.00043343,0.00029914,0.18427880,0.10073807,0.01880634,0.14085732,0.03096956
-5.50775388,0.24428787,0.00024640,0.00037178,0.00028864,0.19138158,0.10298221,0.01956391,0.14621433,0.03216389
-5.50175088,0.25361987,0.00020426,0.00032303,0.00028266,0.19918108,0.10576595,0.02039294,0.15208350,0.03348133
-5.49574787,0.26355687,0.00016824,0.00028590,0.00028039,0.20738483,0.10891903,0.02126283,0.15824134,0.03487235
-5.48974487,0.27372360,0.00013774,0.00025933,0.00028114,0.21570308,0.11227217,0.02214352,0.16446417,0.03628823
-5.48374187,0.28375950,0.00011217,0.00024256,0.00028433,0.22385635,0.11566125,0.02300628,0.17053388,0.03768244
-5.47773887,0.29332845,0.00009097,0.00023513,0.00028954,0.23158308,0.11893136,0.02382443,0.17624364,0.03901190
-5.47173587,0.30212854,0.00007362,0.00023692,0.00029645,0.23864723,0.12194073,0.02457409,0.18140355,0.04023832
-5.46573287,0.30990125,0.00005963,0.00024820,0.00030492,0.24484553,0.12456436,0.02523495,0.18584590,0.04132947
-5.45972986,0.31644002,0.00004859,0.00026963,0.00031495,0.25001410,0.12669719,0.02579089,0.18942998,0.04226035
-5.45372686,0.32159766,0.00004011,0.00030229,0.00032670,0.25403426,0.12825688,0.02623062,0.19204613,0.04301425
-5.44772386,0.32529244,0.00003389,0.00034776,0.00034051,0.25683731,0.12918586,0.02654813,0.19361903,0.04358358
-5.44172086,0.32751258,0.00002968,0.00040809,0.00035694,0.25840792,0.12945280,0.02674307,0.19410993,0.04397059
-5.43571786,0.32831880,0.00002726,0.00048583,0.00037671,0.25878616,0.12905329,0.02682096,0.19351784,0.04418774
-5.42971486,0.32784498,0.00002651,0.00058410,0.00040081,0.25806792,0.12800976,0.02679323,0.19187959,0.04425792
-5.42371186,0.32629667,0.00002732,0.00070651,0.00043042,0.25640372,0.12637057,0.02667710,0.18926864,0.04421426
-5.41770885,0.32394741,0.00002965,0.00085725,0.00046698,0.25399580,0.12420840,0.02649527,0.18579282,0.04409979
-5.41170585,0.32113303,0.00003350,0.00104099,0.00051215,0.25109363,0.12161786,0.02627546,0.18159093,0.04396669
-5.40570285,0.31824384,0.00003891,0.00126288,0.00056785,0.24798788,0.11871248,0.02604975,0.17682844,0.04387536
-5.39969985,0.31571506,0.00004593,0.00152846,0.00063624,0.24500297,0.11562106,0.02585378,0.17169227,0.04389315
-5.39369685,0.31401554,0.00005465,0.00184361,0.00071971,0.24248842,0.11248367,0.02572585,0.16638498,0.04409297
-5.38769385,0.31363516,0.00006520,0.00221439,0.00082087,0.24080925,0.10944721,0.02570583,0.16111842,0.04455153
-5.38169085,0.31507112,0.00007768,0.00264690,0.00094254,0.24033552,0.10666087,0.02583401,0.15610718,0.04534759
-5.37568784,0.31881354,0.00009223,0.00314715,0.00108771,0.24143147,0.10427144,0.02614993,0.15156191,0.04655997
-5.36968484,0.32533068,0.00010896,0.00372076,0.00125953,0.24444449,0.10241870,0.02669112,0.14768284,0.04826552
-5.36368184,0.33505421,0.00012798,0.00437285,0.00146125,0.24969414,0.10123108,0.02749187,0.14465353,0.05053708
-5.35767884,0.34836490,0.00014937,0.00510769,0.00169620,0.25746162,0.10082158,0.02858198,0.14263531,0.05344146
-5.35167584,0.36557924,0.00017319,0.00592851,0.00196773,0.26798000,0.10128413,0.02998573,0.14176218,0.05703746
-5.34567284,0.38693728,0.00019944,0.00683724,0.00227915,0.28142547,0.10269054,0.03172075,0.14213672,0.06137408
-5.33966983,0.41259229,0.00022810,0.00783421,0.00263369,0.29790997,0.10508808,0.03379721,0.14382689,0.06648891
-5.33366683,0.44260251,0.00025908,0.00891801,0.00303439,0.31747550,0.10849779,0.03621712,0.14686384,0.07240673
-5.32766383,0.47692543,0.00029225,0.01008524,0.00348408,0.34009025,0.11291357,0.03897385,0.15124097,0.07913845
-5.32166083,0.51541497,0.00032740,0.01133039,0.00398526,0.36564705,0.11830216,0.04205190,0.15691407,0.08668037
-5.31565783,0.55782181,0.00036429,0.01264577,0.00454005,0.39396401,0.12460393,0.04542695,0.16380281,0.09501381
-5.30965483,0.60379700,0.00040259,0.01402146,0.00515008,0.42478769,0.13173465,0.04906622,0.17179336,0.10410517
-5.30365183,0.65289911,0.00044195,0.01544544,0.00581642,0.45779880,0.13958803,0.05292910,0.18074223,0.11390634
-5.29764882,0.70460466,0.00048198,0.01690365,0.00653947,0.49262033,0.14803919,0.05696807,0.19048129,0.12435564
-5.29164582,0.75832181,0.00052224,0.01838028,0.00731887,0.52882797,0.15694882,0.06112996,0.20082366,0.13537902
-5.28564282,0.81340692,0.00056230,0.01985804,0.00815343,0.56596271,0.16616798,0.06535739,0.21157059,0.14689174
-5.27963982,0.86918359,0.00060172,0.02131851,0.00904100,0.60354498,0.17554345,0.06959052,0.22251890,0.15880025
-5.27363682,0.92496338,0.00064009,0.02274262,0.00997841,0.64109023,0.18492339,0.07376886,0.23346880,0.17100446
-5.26763382,0.98006775,0.00067705,0.02411105,0.01096141,0.67812506,0.19416316,0.07783325,0.24423195,0.18340004
-5.26163082,1.03385013,0.00071228,0.02540475,0.01198457,0.71420352,0.20313098,0.08172788,0.25463925,0.19588086
-5.25562781,1.08571743,0.00074556,0.02660545,0.01304124,0.74892284,0.21171343,0.08540218,0.26454816,0.20834149
-5.24962481,1.13515001,0.00077677,0.02769612,0.01412355,0.78193790,0.21982026,0.08881265,0.27384926,0.22067951
-5.24362181,1.18171921,0.00080588,0.02866140,0.01522243,0.81297383,0.22738851,0.09192450,0.28247160,0.23279775
-5.23761881,1.22510176,0.00083301,0.02948804,0.01632759,0.84183612,0.23438565,0.09471293,0.29038677,0.24460616
-5.23161581,1.26509023,0.00085839,0.03016517,0.01742770,0.86841778,0.24081156,0.09716411,0.29761121,0.25602354
-5.22561281,1.30159923,0.00088237,0.03068459,0.01851041,0.89270316,0.24669924,0.09927585,0.30420681,0.26697876
-5.21960980,1.33466681,0.00090544,0.03104090,0.01956264,0.91476808,0.25211418,0.10105772,0.31027950,0.27741178
-5.21360680,1.36445115,0.00092819,0.03123159,0.02057069,0.93477646,0.25715235,0.10253081,0.31597602,0.28727409
-5.20760380,1.39122245,0.00095132,0.03125703,0.02152059,0.95297319,0.26193683,0.10372708,0.32147868,0.29652897
-5.20160080,1.41535056,0.00097559,0.03112035,0.02239838,0.96967382,0.26661329,0.10468829,0.32699853,0.30515128
-5.19559780,1.43728869,0.00100183,0.03082729,0.02319044,0.98525127,0.27134429,0.10546456,0.33276702,0.31312701
-5.18959480,1.45755401,0.00103091,0.03038597,0.02388386,1.00012017,0.27630288,0.10611261,0.33902643,0.32045247
-5.18359180,1.47670586,0.00106369,0.02980660,0.02446685,1.01471958,0.28166545,0.10669385,0.34601966,0.32713341
-5.17758879,1.49532268,0.00110103,0.02910116,0.02492903,1.02949464,0.28760445,0.10727218,0.35397960,0.33318385
-5.17158579,1.51397841,0.00114377,0.02828309,0.02526186,1.04487811,0.29428103,0.10791186,0.36311865,0.33862488
-5.16558279,1.53321953,0.00119271,0.02736694,0.02545891,1.06127244,0.30183807,0.10867528,0.37361877,0.34348344
-5.15957979,1.55354361,0.00124858,0.02636805,0.02551613,1.07903330,0.31039378,0.10962084,0.38562266,0.34779103
-5.15357679,1.57538020,0.00131210,0.02530219,0.02543204,1.09845503,0.32003637,0.11080103,0.39922631,0.35158254
-5.14757379,1.59907488,0.00138394,0.02418533,0.02520786,1.11975880,0.33081975,0.11226068,0.41447330,0.35489518
-5.14157079,1.62487703,0.00146476,0.02303330,0.02484755,1.14308391,0.34276063,0.11403554,0.43135129,0.35776753
-5.13556778,1.65293174,0.00155524,0.02186163,0.02435773,1.16848244,0.35583714,0.11615118,0.44979058,0.36023877
-5.12956478,1.68327614,0.00165611,0.02068527,0.02374756,1.19591763,0.36998899,0.11862218,0.46966510,0.36234806
-5.12356178,1.71584013,0.00176819,0.01951844,0.02302849,1.22526583,0.38511908,0.12145180,0.49079567,0.36413416
-5.11755878,1.75045151,0.00189243,0.01837449,0.02221402,1.25632197,0.40109673,0.12463194,0.51295534,0.36563524
-5.11155578,1.78684497,0.00202997,0.01726580,0.02131923,1.28880825,0.41776208,0.12814353,0.53587670,0.36688884
-5.10555278,1.82467469,0.00218215,0.01620362,0.02036049,1.32238553,0.43493167,0.13195717,0.55926080,0.36793201
-5.09954977,1.86352965,0.00235055,0.01519807,0.01935492,1.35666696,0.45240485,0.13603422,0.58278719,0.36880158
-5.09354677,1.90295109,0.00253701,0.01425801,0.01831998,1.39123313,0.46997074,0.14032804,0.60612471,0.36953445
-5.08754377,1.94245115,0.00274361,0.01339109,0.01727301,1.42564796,0.48741538,0.14478547,0.62894259,0.37016792
-5.08154077,1.98153171,0.00297265,0.01260365,0.01623081,1.45947471,0.50452883,0.14934854,0.65092119,0.37073992
-5.07553777,2.01970267,0.00322662,0.01190075,0.01520924,1.49229113,0.52111175,0.15395613,0.67176209,0.37128912
-5.06953477,2.05649867,0.00350811,0.01128617,0.01422286,1.52370324,0.53698129,0.15854579,0.69119693,0.37185481
-5.06353177,2.09149334,0.00381970,0.01076242,0.01328465,1.55335692,0.55197594,0.16305545,0.70899470,0.37247646
-5.05752876,2.12431068,0.00416386,0.01033077,0.01240580,1.58094681,0.56595911,0.16742496,0.72496717,0.37319297
-5.05152576,2.15463267,0.00454279,0.00999128,0.01159550,1.60622219,0.57882142,0.17159759,0.73897219,0.37404156
-5.04552276,2.18220312,0.00495824,0.00974286,0.01086090,1.62898950,0.59048138,0.17552114,0.75091487,0.37505626
-5.03951976,2.20682741,0.00541136,0.00958332,0.01020702,1.64911152,0.60088481,0.17914896,0.76074657,0.37626605
-5.03351676,2.22836841,0.00590255,0.00950940,0.00963679,1.66650329,0.61000272,0.18244052,0.76846180,0.37769278
-5.02751376,2.24673891,0.00643121,0.00951692,0.00915112,1.68112526,0.61782810,0.18536179,0.77409335,0.37934885
-5.02151076,2.26189116,0.00699568,0.00960079,0.00874900,1.69297390,0.62437167,0.18788528,0.77770599,0.38123487
-5.01550775,2.27380428,0.00759305,0.00975518,0.00842766,1.70207081,0.62965702,0.18998981,0.77938899,0.38333746
-5.00950475,2.28247065,0.00821911,0.00997359,0.00818273,1.70845079,0.63371539,0.19166008,0.77924810,0.38562730
-5.00350175,2.28788216,0.00886832,0.01024902,0.00800847,1.71214989,0.63658046,0.19288607,0.77739735,0.38805765
-4.99749875,2.29001753,0.00953379,0.01057414,0.00789796,1.71319433,0.63828351,0.19366232,0.77395126,0.39056360
-4.99149575,2.28883166,0.01020739,0.01094142,0.00784337,1.71159102,0.63884936,0.19398718,0.76901779,0.39306197
-4.98549275,2.28424807,0.01087987,0.01134341,0.00783615,1.70732052,0.63829325,0.19386214,0.76269257,0.39545228
-4.97948974,2.27615502,0.01154108,0.01177289,0.00786732,1.70033298,0.63661900,0.19329123,0.75505464,0.39761859
-4.97348674,2.26440593,0.01218019,0.01222318,0.00792770,1.69054748,0.63381854,0.19228058,0.74616396,0.39943241
-4.96748374,2.24882421,0.01278605,0.01268834,0.00800816,1.67785493,0.62987290,0.19083822,0.73606078,0.40075650
-4.96148074,2.22921251,0.01334746,0.01316345,0.00809984,1.66212448,0.62475456,0.18897409,0.72476688,0.40144954
-4.95547774,2.20536582,0.01385361,0.01364482,0.00819441,1.64321304,0.61843107,0.18670026,0.71228855,0.40137141
-4.94947474,2.17708775,0.01429439,0.01413028,0.00828421,1.62097746,0.61086967,0.18403136,0.69862101,0.40038894
-4.94347174,2.14420894,0.01466078,0.01461927,0.00836250,1.59528848,0.60204260,0.18098515,0.68375402,0.39838171
-4.93746873,2.10660643,0.01494521,0.01511306,0.00842357,1.56604568,0.59193273,0.17758324,0.66767816,0.39524776
-4.93146573,2.06422262,0.01514178,0.01561474,0.00846290,1.53319221,0.58053911,0.17385170,0.65039144,0.39090875
-4.92546273,2.01708243,0.01524658,0.01612928,0.00847717,1.49672849,0.56788197,0.16982169,0.63190564,0.38531442
-4.91945973,1.96530744,0.01525777,0.01666334,0.00846439,1.45672368,0.55400690,0.16552987,0.61225201,0.37844589
-4.91345673,1.90912575,0.01517570,0.01722513,0.00842382,1.41332421,0.53898768,0.16101862,0.59148589,0.37031780
-4.90745373,1.84887679,0.01500292,0.01782406,0.00835595,1.36675855,0.52292773,0.15633581,0.56968986,0.36097895
-4.90145073,1.78501038,0.01474405,0.01847035,0.00826243,1.31733778,0.50595979,0.15153441,0.54697533,0.35051147
-4.89544772,1.71807988,0.01440562,0.01917452,0.00814586,1.26545183,0.48824387,0.14667152,0.52348221,0.33902857
-4.88944472,1.64872957,0.01399585,0.01994685,0.00800970,1.21156137,0.46996354,0.14180712,0.49937690,0.32667077
-4.88344172,1.57767679,0.01352432,0.02079670,0.00785802,1.15618573,0.45132070,0.13700253,0.47484850,0.31360106
-4.87743872,1.50568967,0.01300160,0.02173192,0.00769530,1.09988745,0.43252897,0.13231847,0.45010360,0.29999902
-4.87143572,1.43356169,0.01243891,0.02275818,0.00752618,1.04325438,0.41380631,0.12781304,0.42535988,0.28605426
-4.86543272,1.36208433,0.01184770,0.02387840,0.00735524,0.98688009,0.39536705,0.12353962,0.40083892,0.27195956
-4.85942971,1.29201945,0.01123928,0.02509219,0.00718678,0.93134386,0.37741379,0.11954481,0.37675865,0.25790397
-4.85342671,1.22407269,0.01062443,0.02639548,0.00702461,0.87719127,0.36012987,0.11586650,0.35332590,0.24406637
-4.84742371,1.15886962,0.01001311,0.02778030,0.00687189,0.82491636,0.34367243,0.11253238,0.33072939,0.23060955
-4.84142071,1.09693568,0.00941418,0.02923461,0.00673101,0.77494639,0.32816685,0.10955874,0.30913366,0.21767534
-4.83541771,1.03868103,0.00883519,0.03074251,0.00660343,0.72762996,0.31370263,0.10694979,0.28867414,0.20538088
-4.82941471,0.98439114,0.00828224,0.03228450,0.00648975,0.68322899,0.30033097,0.10469765,0.26945370,0.19381616
-4.82341171,0.93422338,0.00775991,0.03383801,0.00638962,0.64191485,0.28806420,0.10278275,0.25154080,0.18304292
-4.81740870,0.88820981,0.00727125,0.03537812,0.00630182,0.60376891,0.27687717,0.10117502,0.23496923,0.17309499
-4.81140570,0.84626578,0.00681785,0.03687845,0.00622439,0.56878704,0.26671024,0.09983548,0.21973944,0.16397986
-4.80540270,0.80820383,0.00639995,0.03831215,0.00615472,0.53688806,0.25747395,0.09871837,0.20582146,0.15568139
-4.79939970,0.77375192,0.00601660,0.03965301,0.00608972,0.50792516,0.24905499,0.09777365,0.19315889,0.14816348
-4.79339670,0.74257507,0.00566587,0.04087662,0.00602602,0.48169993,0.24132310,0.09694975,0.18167408,0.14137452
-4.78739370,0.71429903,0.00534502,0.04196151,0.00596016,0.45797801,0.23413860,0.09619644,0.17127389,0.13525221
-4.78139070,0.68853494,0.00505079,0.04289019,0.00588879,0.43650553,0.22736013,0.09546772,0.16185588,0.12972862
-4.77538769,0.66490349,0.00477957,0.04365010,0.00580883,0.41702563,0.22085217,0.09472445,0.15331459,0.12473525
-4.76938469,0.64305762,0.00452765,0.04423439,0.00571771,0.39929407,0.21449207,0.09393675,0.14554757,0.12020764
-4.76338169,0.62270264,0.00429137,0.04464247,0.00561345,0.38309340,0.20817619,0.09308601,0.13846086,0.11608966
-4.75737869,0.60361296,0.00406734,0.04488031,0.00549485,0.36824505,0.20182496,0.09216633,0.13197385,0.11233694
-4.75137569,0.58564479,0.00385252,0.04496047,0.00536152,0.35461896,0.19538654,0.09118545,0.12602314,0.10891966
-4.74537269,0.56874448,0.00364435,0.04490188,0.00521397,0.34214032,0.18883923,0.09016502,0.12056546,0.10582439
-4.73936968,0.55295232,0.00344078,0.04472933,0.00505362,0.33079352,0.18219223,0.08914035,0.11557949,0.10305501
-4.73336668,0.53840189,0.00324033,0.04447273,0.00488276,0.32062312,0.17548512,0.08815951,0.11106658,0.10063281
-4.72736368,0.52531520,0.00304206,0.04416617,0.00470453,0.31173208,0.16878594,0.08728197,0.10705042,0.09859573
-4.72136068,0.51399410,0.00284557,0.04384680,0.00452283,0.30427745,0.16218811,0.08657672,0.10357580,0.09699688
-4.71535768,0.50480855,0.00265091,0.04355362,0.00434219,0.29846392,0.15580631,0.08612012,0.10070643,0.09590240
-4.70935468,0.49818229,0.00245852,0.04332618,0.00416766,0.29453549,0.14977170,0.08599343,0.09852205,0.09538887
-4.70335168,0.49457673,0.00226920,0.04320331,0.00400468,0.29276576,0.14422647,0.08628028,0.09711499,0.09554037
-4.69734867,0.49447368,0.00208395,0.04322192,0.00385890,0.29344725,0.13931815,0.08706397,0.09658625,0.09644522
-4.69134567,0.49835755,0.00190394,0.04341588,0.00373603,0.29688009,0.13519385,0.08842498,0.09704125,0.09819274
-4.68534267,0.50669775,0.00173043,0.04381509,0.00364167,0.30336057,0.13199464,0.09043852,0.09858551,0.10087000
-4.67933967,0.51993172,0.00156466,0.04444466,0.00358116,0.31316980,0.12985020,0.09317231,0.10132024,0.10455862
-4.67333667,0.53844904,0.00140785,0.04532438,0.00355940,0.32656283,0.12887403,0.09668462,0.10533805,0.10933190
-4.66733367,0.56257713,0.00126108,0.04646835,0.00358072,0.34375853,0.12915928,0.10102266,0.11071895,0.11525215
-4.66133067,0.59256863,0.00112534,0.04788482,0.00364872,0.36493036,0.13077524,0.10622115,0.11752655,0.12236836
-4.65532766,0.62859089,0.00100143,0.04957625,0.00376614,0.39019838,0.13376473,0.11230139,0.12580480,0.13071425
-4.64932466,0.67071752,0.00088999,0.05153952,0.00393474,0.41962256,0.13814230,0.11927043,0.13557517,0.14030672
-4.64332166,0.71892239,0.00079149,0.05376624,0.00415518,0.45319749,0.14389331,0.12712074,0.14683446,0.15114465
