energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.84992496,2.54521777,0.00838131,0.46193504,0.17097213,0.02447612,1.25617504,1.09023662,0.48446018
-5.84392196,2.54844328,0.00882835,0.43960475,0.17158435,0.02461608,1.28575252,1.12433876,0.46288979
-5.83791896,2.55322255,0.00926142,0.41916237,0.17238698,0.02469403,1.31437714,1.15770727,0.44306463
-5.83191596,2.55887816,0.00967630,0.40060456,0.17331403,0.02470346,1.34156944,1.18980882,0.42500730
-5.82591296,2.56469715,0.01006890,0.38387685,0.17430910,0.02464051,1.36688202,1.22010599,0.40869751
-5.81990995,2.56995575,0.01043536,0.36888174,0.17532646,0.02450396,1.38990737,1.24807095,0.39407785
-5.81390695,2.57394174,0.01077204,0.35548749,0.17633146,0.02429506,1.41028339,1.27319817,0.38105988
-5.80790395,2.57597388,0.01107559,0.34353704,0.17730039,0.02401734,1.42769656,1.29501591,0.36953037
-5.80190095,2.57541805,0.01134298,0.33285689,0.17821973,0.02367636,1.44188309,1.31309610,0.35935725
-5.79589795,2.57170016,0.01157150,0.32326540,0.17908516,0.02327943,1.45262842,1.32706269,0.35039540
-5.78989495,2.56431589,0.01175878,0.31458042,0.17990013,0.02283527,1.45976537,1.33659831,0.34249192
-5.78389195,2.55283781,0.01190287,0.30662605,0.18067445,0.02235376,1.46317154,1.34144931,0.33549090
-5.77788894,2.53692019,0.01200218,0.29923834,0.18142280,0.02184559,1.46276649,1.34142947,0.32923769
-5.77188594,2.51630217,0.01205558,0.29226994,0.18216334,0.02132199,1.45850895,1.33642238,0.32358265
-5.76588294,2.49080976,0.01206237,0.28559366,0.18291651,0.02079454,1.45039458,1.32638282,0.31838439
-5.75987994,2.46035705,0.01202236,0.27910508,0.18370407,0.02027489,1.43845453,1.31133720,0.31351260
-5.75387694,2.42494707,0.01193582,0.27272404,0.18454844,0.01977462,1.42275480,1.29138335,0.30885045
-5.74787394,2.38467228,0.01180356,0.26639538,0.18547226,0.01930506,1.40339655,1.26668952,0.30429661
-5.74187094,2.33971488,0.01162694,0.26008878,0.18649813,0.01887719,1.38051718,1.23749283,0.29976691
-5.73586793,2.29034658,0.01140786,0.25379798,0.18764866,0.01850149,1.35429180,1.20409708,0.29519561
-5.72986493,2.23692769,0.01114876,0.24753926,0.18894643,0.01818785,1.32493506,1.16686976,0.29053639
-5.72386193,2.17990509,0.01085265,0.24134949,0.19041407,0.01794539,1.29270259,1.12623832,0.28576280
-5.71785893,2.11980864,0.01052305,0.23528364,0.19207415,0.01778241,1.25789198,1.08268547,0.28086836
-5.71185593,2.05724567,0.01016396,0.22941197,0.19394901,0.01770618,1.22084261,1.03674347,0.27586617
-5.70585293,1.99289324,0.00977984,0.22381685,0.19606020,0.01772275,1.18193428,0.98898731,0.27078793
-5.69984992,1.92748784,0.00937552,0.21858934,0.19842781,0.01783683,1.14158411,0.94002672,0.26568257
-5.69384692,1.86181255,0.00895615,0.21382561,0.20106933,0.01805151,1.10024173,0.89049716,0.26061420
-5.68784392,1.79668172,0.00852710,0.20962326,0.20399840,0.01836810,1.05838274,0.84104967,0.25565967
-5.68184092,1.73292341,0.00809384,0.20607763,0.20722327,0.01878594,1.01650033,0.79233987,0.25090554
-5.67583792,1.67136005,0.00766189,0.20327815,0.21074517,0.01930217,0.97509551,0.74501628,0.24644479
-5.66983492,1.61278790,0.00723668,0.20130491,0.21455661,0.01991166,0.93466610,0.69970815,0.24237308
-5.66383192,1.55795594,0.00682342,0.20022540,0.21863990,0.02060688,0.89569490,0.65701313,0.23878497
-5.65782891,1.50754507,0.00642706,0.20009169,0.22296584,0.02137790,0.85863756,0.61748507,0.23576993
-5.65182591,1.46214833,0.00605212,0.20093791,0.22749279,0.02221245,0.82391052,0.58162225,0.23340853
-5.64582291,1.42225294,0.00570265,0.20277834,0.23216631,0.02309607,0.79187970,0.54985642,0.23176880
-5.63981991,1.38822492,0.00538215,0.20560597,0.23691932,0.02401235,0.76285017,0.52254288,0.23090296
-5.63381691,1.36029696,0.00509347,0.20939177,0.24167295,0.02494328,0.73705747,0.49995197,0.23084460
-5.62781391,1.33855998,0.00483883,0.21408447,0.24633806,0.02586962,0.71466075,0.48226219,0.23160652
-5.62181091,1.32295883,0.00461971,0.21961114,0.25081738,0.02677144,0.69573820,0.46955524,0.23317916
-5.61580790,1.31329244,0.00443695,0.22587833,0.25500835,0.02762860,0.68028476,0.46181317,0.23552989
-5.60980490,1.30921827,0.00429064,0.23277394,0.25880627,0.02842139,0.66821243,0.45891783,0.23860307
-5.60380190,1.31026133,0.00418027,0.24016967,0.26210805,0.02913108,0.65935310,0.46065279,0.24232088
-5.59779890,1.31582723,0.00410467,0.24792405,0.26481590,0.02974050,0.65346377,0.46670775,0.24658510
-5.59179590,1.32521918,0.00406216,0.25588598,0.26684129,0.03023460,0.65023415,0.47668559,0.25127953
-5.58579290,1.33765827,0.00405056,0.26389872,0.26810860,0.03060091,0.64929631,0.49011192,0.25627323
-5.57978989,1.35230660,0.00406732,0.27180423,0.26855845,0.03082995,0.65023608,0.50644703,0.26142437
-5.57378689,1.36829258,0.00410962,0.27944773,0.26815065,0.03091552,0.65260599,0.52510020,0.26658463
-5.56778389,1.38473752,0.00417442,0.28668239,0.26686642,0.03085493,0.65593915,0.54544580,0.27160391
-5.56178089,1.40078297,0.00425864,0.29337399,0.26470990,0.03064903,0.65976377,0.56684106,0.27633539
-5.55577789,1.41561769,0.00435921,0.29940544,0.26170891,0.03030222,0.66361791,0.58864487,0.28064057
-5.54977489,1.42850363,0.00447320,0.30468101,0.25791479,0.02982226,0.66706385,0.61023707,0.28439422
-5.54377189,1.43879982,0.00459789,0.30912999,0.25340147,0.02922001,0.66970167,0.63103763,0.28748909
-5.53776888,1.44598360,0.00473086,0.31270984,0.24826372,0.02850908,0.67118175,0.65052499,0.28984004
-5.53176588,1.44966815,0.00487008,0.31540845,0.24261465,0.02770541,0.67121546,0.66825278,0.29138755
-5.52576288,1.44961582,0.00501390,0.31724559,0.23658259,0.02682676,0.66958399,0.68386446,0.29210043
-5.51975988,1.44574662,0.00516113,0.31827320,0.23030741,0.02589213,0.66614483,0.69710490,0.29197756
-5.51375688,1.43814147,0.00531100,0.31857467,0.22393648,0.02492129,0.66083573,0.70782869,0.29104852
-5.50775388,1.42703994,0.00546316,0.31826290,0.21762035,0.02393412,0.65367600,0.71600448,0.28937312
-5.50175088,1.41283268,0.00561763,0.31747725,0.21150830,0.02295010,0.64476518,0.72171528,0.28703984
-5.49574787,1.39604837,0.00577472,0.31637932,0.20574393,0.02198779,0.63427908,0.72515451,0.28416308
-5.48974487,1.37733610,0.00593495,0.31514781,0.20046097,0.02106432,0.62246341,0.72661795,0.28087941
-5.48374187,1.35744337,0.00609895,0.31397254,0.19577935,0.02019501,0.60962530,0.72649192,0.27734296
-5.47773887,1.33719099,0.00626735,0.31304782,0.19180171,0.01939296,0.59612306,0.72523805,0.27372003
-5.47173587,1.31744546,0.00644066,0.31256548,0.18861052,0.01866880,0.58235461,0.72337539,0.27018330
-5.46573287,1.29909034,0.00661915,0.31270781,0.18626580,0.01803049,0.56874511,0.72146059,0.26690569
-5.45972986,1.28299746,0.00680278,0.31364068,0.18480363,0.01748315,0.55573414,0.72006694,0.26405431
-5.45372686,1.26999925,0.00699108,0.31550725,0.18423541,0.01702907,0.54376315,0.71976318,0.26178462
-5.44772386,1.26086319,0.00718312,0.31842235,0.18454796,0.01666772,0.53326338,0.72109298,0.26023510
-5.44172086,1.25626942,0.00737745,0.32246797,0.18570447,0.01639588,0.52464476,0.72455583,0.25952272
-5.43571786,1.25679198,0.00757213,0.32768998,0.18764615,0.01620783,0.51828608,0.73059014,0.25973923
-5.42971486,1.26288450,0.00776474,0.33409619,0.19029471,0.01609563,0.51452654,0.73955900,0.26094855
-5.42371186,1.27487027,0.00795245,0.34165584,0.19355537,0.01604940,0.51365886,0.75173908,0.26318521
-5.41770885,1.29293692,0.00813210,0.35030058,0.19732042,0.01605775,0.51592385,0.76731297,0.26645397
-5.41170585,1.31713529,0.00830033,0.35992675,0.20147306,0.01610811,0.52150646,0.78636477,0.27073044
-5.40570285,1.34738208,0.00845372,0.37039891,0.20589147,0.01618724,0.53053298,0.80887912,0.27596272
-5.39969985,1.38346564,0.00858890,0.38155434,0.21045283,0.01628158,0.54306931,0.83474313,0.28207383
-5.39369685,1.42505420,0.00870272,0.39320839,0.21503711,0.01637774,0.55911995,0.86375104,0.28896479
-5.38769385,1.47170566,0.00879237,0.40516017,0.21953055,0.01646288,0.57862762,0.89561096,0.29651814
-5.38169085,1.52287831,0.00885553,0.41719860,0.22382857,0.01652507,0.60147316,0.92995333,0.30460165
-5.37568784,1.57794178,0.00889040,0.42910826,0.22783809,0.01655364,0.62747576,0.96634054,0.31307215
-5.36968484,1.63618777,0.00889587,0.44067493,0.23147905,0.01653940,0.65639331,1.00427722,0.32177909
-5.36368184,1.69684008,0.00887147,0.45169066,0.23468528,0.01647490,0.68792311,1.04322081,0.33056792
-5.35767884,1.75906412,0.00881741,0.46195805,0.23740452,0.01635449,0.72170287,1.08259220,0.33928304
-5.35167584,1.82197570,0.00873455,0.47129378,0.23959782,0.01617444,0.75731240,1.12178602,0.34777031
-5.34567284,1.88464955,0.00862432,0.47953126,0.24123834,0.01593289,0.79427616,1.16018074,0.35587915
-5.33966983,1.94612795,0.00848868,0.48652255,0.24230964,0.01562978,0.83206701,1.19714834,0.36346413
-5.33366683,2.00543001,0.00832995,0.49213951,0.24280376,0.01526675,0.87011145,1.23206377,0.37038640
-5.32766383,2.06156203,0.00815074,0.49627429,0.24271910,0.01484692,0.90779668,1.26431424,0.37651468
-5.32166083,2.11352962,0.00795381,0.49883946,0.24205837,0.01437472,0.94447951,1.29330856,0.38172630
-5.31565783,2.16035175,0.00774193,0.49976780,0.24082680,0.01385563,0.97949742,1.31848651,0.38590810
-5.30965483,2.20107713,0.00751783,0.49901192,0.23903067,0.01329594,1.01218155,1.33932851,0.38895750
-5.30365183,2.23480279,0.00728403,0.49654396,0.23667625,0.01270250,1.04187154,1.35536546,0.39078370
-5.29764882,2.26069465,0.00704283,0.49235537,0.23376940,0.01208252,1.06793175,1.36618877,0.39130913
-5.29164582,2.27800968,0.00679622,0.48645690,0.23031558,0.01144332,1.08976858,1.37146034,0.39047110
-5.28564282,2.28611880,0.00654591,0.47887882,0.22632051,0.01079216,1.10684810,1.37092240,0.38822369
-5.27963982,2.28452974,0.00629328,0.46967142,0.22179128,0.01013610,1.11871339,1.36440664,0.38453973
-5.27363682,2.27290878,0.00603943,0.45890558,0.21673781,0.00948186,1.12500086,1.35184249,0.37941288
-5.26763382,2.25110035,0.00578523,0.44667357,0.21117461,0.00883576,1.12545484,1.33326398,0.37285965
-5.26163082,2.21914339,0.00553140,0.43308976,0.20512268,0.00820366,1.11993961,1.30881489,0.36492111
-5.25562781,2.17728351,0.00527853,0.41829127,0.19861137,0.00759096,1.10844852,1.27875169,0.35566442
-5.24962481,2.12598027,0.00502722,0.40243832,0.19168011,0.00700259,1.09110945,1.24344413,0.34518377
-5.24362181,2.06590884,0.00477808,0.38571435,0.18437990,0.00644306,1.06818659,1.20337318,0.33360083
-5.23761881,1.99795595,0.00453189,0.36832558,0.17677434,0.00591650,1.04007814,1.15912626,0.32106452
-5.23161581,1.92320995,0.00428958,0.35050025,0.16894028,0.00542676,1.00731028,1.11138987,0.30775012
-5.22561281,1.84294538,0.00405230,0.33248715,0.16096798,0.00497744,0.97052737,1.06093964,0.29385767
-5.21960980,1.75860250,0.00382150,0.31455381,0.15296068,0.00457197,0.93047904,1.00862828,0.27960969
-5.21360680,1.67176244,0.00359885,0.29698398,0.14503377,0.00421368,0.88800447,0.95537157,0.26524829
-5.20760380,1.58411902,0.00338632,0.28007479,0.13731336,0.00390589,0.84401471,0.90213299,0.25103175
-5.20160080,1.49744792,0.00318615,0.26413333,0.12993452,0.00365190,0.79947346,0.84990732,0.23723059
-5.19559780,1.41357443,0.00300076,0.24947292,0.12303909,0.00345506,0.75537720,0.79970371,0.22412340
-5.18959480,1.33434031,0.00283280,0.23640893,0.11677321,0.00331875,0.71273512,0.75252858,0.21199225
-5.18359180,1.26157092,0.00268501,0.22525437,0.11128460,0.00324638,0.67254949,0.70936872,0.20111807
-5.17758879,1.19704284,0.00256020,0.21631508,0.10671960,0.00324135,0.63579682,0.67117488,0.19177583
-5.17158579,1.14245271,0.00246119,0.20988475,0.10322018,0.00330696,0.60341029,0.63884595,0.18422978
-5.16558279,1.09938743,0.00239070,0.20623950,0.10092073,0.00344633,0.57626339,0.61321391,0.17872853
-5.15957979,1.06929586,0.00235133,0.20563242,0.09994487,0.00366226,0.55515518,0.59502956,0.17550032
-5.15357679,1.05346206,0.00234542,0.20828766,0.10040227,0.00395712,0.54079683,0.58494904,0.17474824
-5.14757379,1.05298008,0.00237503,0.21439451,0.10238540,0.00433261,0.53379968,0.58352113,0.17664556
-5.14157079,1.06873020,0.00244181,0.22410124,0.10596645,0.00478966,0.53466446,0.59117533,0.18133111
-5.13556778,1.10135681,0.00254701,0.23750903,0.11119428,0.00532817,0.54377174,0.60821074,0.18890492
-5.12956478,1.15124797,0.00269133,0.25466606,0.11809166,0.00594684,0.56137349,0.63478594,0.19942404
-5.12356178,1.21851710,0.00287492,0.27556188,0.12665271,0.00664300,0.58758575,0.67091001,0.21289867
-5.11755878,1.30298725,0.00309729,0.30012257,0.13684079,0.00741244,0.62238248,0.71643504,0.22928887
-5.11155578,1.40417870,0.00335733,0.32820665,0.14858684,0.00824924,0.66559080,0.77105056,0.24850185
-5.10555278,1.52130069,0.00365320,0.35960231,0.16178833,0.00914577,0.71688790,0.83428018,0.27039010
-5.09954977,1.65324829,0.00398239,0.39402612,0.17630905,0.01009258,0.77579982,0.90548128,0.29475062
-5.09354677,1.79860535,0.00434169,0.43112366,0.19197962,0.01107845,0.84170272,0.98384790,0.32132528
-5.08754377,1.95565452,0.00472721,0.47047210,0.20859904,0.01209052,0.91382680,1.06841756,0.34980272
-5.08154077,2.12239513,0.00513443,0.51158521,0.22593725,0.01311444,0.99126342,1.15808225,0.37982167
-5.07553777,2.29656943,0.00555827,0.55392063,0.24373873,0.01413461,1.07297564,1.25160395,0.41097599
-5.06953477,2.47569755,0.00599315,0.59688963,0.26172710,0.01513454,1.15781243,1.34763451,0.44282134
-5.06353177,2.65712096,0.00643309,0.63986903,0.27961078,0.01609717,1.24452655,1.44474003,0.47488353
-5.05752876,2.83805395,0.00687184,0.68221529,0.29708936,0.01700535,1.33179610,1.54142911,0.50666818
-5.05152576,3.01564199,0.00730300,0.72328008,0.31386078,0.01784229,1.41824931,1.63618451,0.53767183
-5.04552276,3.18702565,0.00772015,0.76242714,0.32962884,0.01859203,1.50249216,1.72749723,0.56739386
-5.03951976,3.34940817,0.00811700,0.79904976,0.34411096,0.01923994,1.58313815,1.81390218,0.59534897
-5.03351676,3.50012451,0.00848755,0.83258809,0.35704585,0.01977318,1.65883938,1.89401412,0.62107992
-5.02751376,3.63670953,0.00882619,0.86254590,0.36820071,0.02018110,1.72831796,1.96656270,0.64416981
-5.02151076,3.75696277,0.00912789,0.88850579,0.37737786,0.02045559,1.79039674,2.03042527,0.66425363
-5.01550775,3.85900748,0.00938829,0.91014245,0.38442031,0.02059136,1.84402832,2.08465635,0.68102856
-5.00950475,3.94134138,0.00960382,0.92723328,0.38921612,0.02058611,1.88832118,2.12851251,0.69426249
-5.00350175,4.00287744,0.00977178,0.93966587,0.39170151,0.02044059,1.92256209,2.16147183,0.70380066
-4.99749875,4.04297267,0.00989042,0.94744213,0.39186228,0.02015860,1.94623395,2.18324715,0.70956979
-4.99149575,4.06144415,0.00995898,0.95067870,0.38973382,0.01974684,1.95902825,2.19379269,0.71157987
-4.98549275,4.05857138,0.00997772,0.94960377,0.38539943,0.01921467,1.96085192,2.19330382,0.70992326
-4.97948974,4.03508500,0.00994795,0.94455026,0.37898728,0.01857382,1.95182809,2.18221006,0.70477135
-4.97348674,3.99214241,0.00987194,0.93594580,0.37066599,0.01783795,1.93229097,2.16116169,0.69636873
-4.96748374,3.93129127,0.00975297,0.92429977,0.36063905,0.01702228,1.90277496,2.13101054,0.68502526
-4.96148074,3.85442240,0.00959521,0.91018801,0.34913844,0.01614306,1.86399845,2.09278573,0.67110635
-4.95547774,3.76371391,0.00940370,0.89423578,0.33641756,0.01521713,1.81684300,2.04766538,0.65502173
-4.94947474,3.66156877,0.00918424,0.87709957,0.32274387,0.01426141,1.76232862,1.99694527,0.63721333
-4.94347174,3.55054817,0.00894329,0.85944855,0.30839147,0.01329248,1.70158618,1.94200561,0.61814255
-4.93746873,3.43330297,0.00868790,0.84194623,0.29363389,0.01232617,1.63582778,1.88427701,0.59827752
-4.93146573,3.31250571,0.00842557,0.82523300,0.27873738,0.01137721,1.56631623,1.82520677,0.57808078
-4.92546273,3.19078534,0.00816414,0.80991013,0.26395482,0.01045895,1.49433447,1.76622640,0.55799770
-4.91945973,3.07066657,0.00791168,0.79652567,0.24952047,0.00958314,1.42115604,1.70872134,0.53844609
-4.91345673,2.95451572,0.00767635,0.78556265,0.23564561,0.00875983,1.34801735,1.65400349,0.51980727
-4.90745373,2.84449408,0.00746626,0.77742993,0.22251528,0.00799726,1.27609234,1.60328728,0.50241872
-4.90145073,2.74252006,0.00728931,0.77245562,0.21028588,0.00730187,1.20647041,1.55766953,0.48656861
-4.89544772,2.65024041,0.00715310,0.77088347,0.19908389,0.00667837,1.14013772,1.51811352,0.47249213
-4.88944472,2.56901083,0.00706469,0.77287178,0.18900541,0.00612981,1.07796237,1.48543710,0.46036957
-4.88344172,2.49988573,0.00703050,0.77849491,0.18011661,0.00565774,1.02068341,1.46030515,0.45032626
-4.87743872,2.44361659,0.00705615,0.78774712,0.17245482,0.00526238,0.96890381,1.44322576,0.44243397
-4.87143572,2.40065821,0.00714623,0.80054824,0.16603037,0.00494277,0.92308712,1.43455027,0.43671377
-4.86543272,2.37118181,0.00730421,0.81675100,0.16082872,0.00469696,0.88355759,1.43447636,0.43313995
-4.85942971,2.35509384,0.00753226,0.83614951,0.15681309,0.00452220,0.85050351,1.44305410,0.43164490
-4.85342671,2.35205930,0.00783110,0.85848842,0.15392728,0.00441508,0.82398328,1.46019424,0.43212459
-4.84742371,2.36152825,0.00819990,0.88347244,0.15209864,0.00437172,0.80393377,1.48567821,0.43444435
-4.84142071,2.38276438,0.00863617,0.91077573,0.15124105,0.00438786,0.79018062,1.51916954,0.43844486
-4.83541771,2.41487437,0.00913572,0.94005090,0.15125795,0.00445898,0.78244996,1.56022594,0.44394790
-4.82941471,2.45683722,0.00969265,0.97093713,0.15204523,0.00458040,0.78038118,1.60831180,0.45076188
-4.82341171,2.50753242,0.01029937,1.00306745,0.15349402,0.00474731,0.78354029,1.66281066,0.45868683
-4.81740870,2.56576653,0.01094667,1.03607471,0.15549331,0.00495487,0.79143359,1.72303731,0.46751886
-4.81140570,2.63029756,0.01162390,1.06959637,0.15793241,0.00519818,0.80352136,1.78824931,0.47705396
-4.80540270,2.69985682,0.01231913,1.10327803,0.16070320,0.00547235,0.81923114,1.85765786,0.48709108
-4.79939970,2.77316822,0.01301943,1.13677580,0.16370221,0.00577247,0.83797063,1.93043780,0.49743463
-4.79339670,2.84896499,0.01371113,1.16975755,0.16683242,0.00609363,0.85913978,2.00573693,0.50789632
-4.78739370,2.92600402,0.01438021,1.20190344,0.17000494,0.00643093,0.88214213,2.08268450,0.51829650
-4.78139070,3.00307815,0.01501263,1.23290583,0.17314038,0.00677947,0.90639513,2.16039930,0.52846511
-4.77538769,3.07902671,0.01559473,1.26246887,0.17617000,0.00713438,0.93133944,2.23799723,0.53824226
-4.76938469,3.15274478,0.01611363,1.29030810,0.17903661,0.00749081,0.95644713,2.31459867,0.54747873
-4.76338169,3.22319151,0.01655761,1.31615036,0.18169520,0.00784398,0.98122874,2.38933596,0.55603637
-4.75737869,3.28939785,0.01691644,1.33973408,0.18411329,0.00818919,1.00523918,2.46136083,0.56378851
-4.75137569,3.35047405,0.01718171,1.36081040,0.18627095,0.00852189,1.02808240,2.52985231,0.57062053
-4.74537269,3.40561700,0.01734706,1.37914497,0.18816050,0.00883773,1.04941500,2.59402485,0.57643061
-4.73936968,3.45411754,0.01740839,1.39452067,0.18978597,0.00913258,1.06894860,2.65313686,0.58113063
-4.73336668,3.49536767,0.01736393,1.40674106,0.19116213,0.00940265,1.08645113,2.70649951,0.58464726
-4.72736368,3.52886749,0.01721429,1.41563453,0.19231326,0.00964455,1.10174707,2.75348566,0.58692320
-4.72136068,3.55423152,0.01696240,1.42105889,0.19327165,0.00985532,1.11471660,2.79353865,0.58791838
-4.71535768,3.57119404,0.01661336,1.42290608,0.19407581,0.01003254,1.12529379,2.82618074,0.58761119
-4.70935468,3.57961301,0.01617424,1.42110680,0.19476844,0.01017438,1.13346393,2.85102067,0.58599943
-4.70335168,3.57947206,0.01565381,1.41563458,0.19539426,0.01027963,1.13925989,2.86776024,0.58310103
-4.69734867,3.57088016,0.01506223,1.40650906,0.19599773,0.01034776,1.14275782,2.87619927,0.57895426
-4.69134567,3.55406847,0.01441067,1.39379805,0.19662069,0.01037895,1.14407207,2.87623878,0.57361746
-4.68534267,3.52938426,0.01371101,1.37761821,0.19730012,0.01037405,1.14334951,2.86788203,0.56716810
-4.67933967,3.49728162,0.01297538,1.35813418,0.19806597,0.01033460,1.14076347,2.85123332,0.55970123
-4.67333667,3.45830911,0.01221587,1.33555592,0.19893921,0.01026279,1.13650718,2.82649432,0.55132716
-4.66733367,3.41309454,0.01144421,1.31013447,0.19993020,0.01016137,1.13078716,2.79395818,0.54216865
-4.66133067,3.36232739,0.01067141,1.28215612,0.20103746,0.01003359,1.12381645,2.75400143,0.53235745
-4.65532766,3.30673938,0.00990760,1.25193525,0.20224687,0.00988311,1.11580812,2.70707408,0.52203045
-4.64932466,3.24708404,0.00916181,1.21980619,0.20353140,0.00971389,1.10696911,2.65368828,0.51132561
-4.64332166,3.18411620,0.00844184,1.18611442,0.20485141,0.00953003,1.09749463,2.59440608,0.50037780
-4.63731866,3.11857218,0.00775420,1.15120754,0.20615554,0.00933570,1.08756343,2.52982686,0.48931475
-4.63131566,3.05115179,0.00710409,1.11542649,0.20738218,0.00913501,1.07733398,2.46057490,0.47825338
-4.62531266,2.98250288,0.00649545,1.07909737,0.20846149,0.00893185,1.06694191,2.38728778,0.46729666
-4.61930965,2.91320921,0.00593102,1.04252434,0.20931796,0.00872983,1.05649862,2.31060600,0.45653107
-4.61330665,2.84378221,0.00541250,1.00598375,0.20987331,0.00853219,1.04609140,2.23116431,0.44602500
-4.60730365,2.77465700,0.00494064,0.96971993,0.21004982,0.00834170,1.03578483,2.14958480,0.43582793
-4.60130065,2.70619268,0.00451544,0.93394253,0.20977376,0.00816065,1.02562363,2.06647220,0.42597062
-4.59529765,2.63867678,0.00413633,0.89882563,0.20897888,0.00799083,1.01563664,1.98241111,0.41646611
-4.58929465,2.57233357,0.00380233,0.86450850,0.20760985,0.00783353,1.00584202,1.89796510,0.40731168
-4.58329165,2.50733551,0.00351224,0.83109771,0.20562539,0.00768962,0.99625312,1.81367741,0.39849139
-4.57728864,2.44381712,0.00326476,0.79867057,0.20300101,0.00755955,0.98688500,1.73007295,0.38997928
-4.57128564,2.38189043,0.00305869,0.76727945,0.19973119,0.00744349,0.97776120,1.64766093,0.38174293
-4.56528264,2.32166110,0.00289297,0.73695678,0.19583098,0.00734146,0.96892032,1.56693801,0.37374719
-4.55927964,2.26324414,0.00276687,0.70772026,0.19133678,0.00725339,0.96042233,1.48839119,0.36595797
-4.55327664,2.20677849,0.00267994,0.67957816,0.18630637,0.00717933,0.95235393,1.41250027,0.35834577
-4.54727364,2.15243967,0.00263215,0.65253431,0.18081820,0.00711956,0.94483309,1.33973938,0.35088890
-4.54127064,2.10044973,0.00262383,0.62659257,0.17496973,0.00707471,0.93801214,1.27057745,0.34357617
-4.53526763,2.05108424,0.00265568,0.60176065,0.16887521,0.00704595,0.93207945,1.20547740,0.33640896
-4.52926463,2.00467572,0.00272871,0.57805304,0.16266272,0.00703507,0.92725952,1.14489399,0.32940259
-4.52326163,1.96161373,0.00284421,0.55549321,0.15647066,0.00704461,0.92381134,1.08927044,0.32258697
-4.51725863,1.92234132,0.00300361,0.53411480,0.15044382,0.00707788,0.92202508,1.03903378,0.31600644
-4.51125563,1.88734818,0.00320845,0.51396201,0.14472927,0.00713906,0.92221712,0.99458934,0.30971897
-4.50525263,1.85716081,0.00346020,0.49508916,0.13947198,0.00723319,0.92472358,0.95631439,0.30379464
-4.49924962,1.83233003,0.00376023,0.47755960,0.13481059,0.00736610,0.92989246,0.92455124,0.29831348
-4.49324662,1.81341626,0.00410960,0.46144388,0.13087324,0.00754437,0.93807468,0.89960014,0.29336294
