energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.90995498,2.91349097,0.01413958,0.26904279,2.14481603,1.02205375,0.98239623,0.00000000,1.29455204,0.09470902
-5.90395198,2.83310489,0.01427659,0.25947240,2.07542608,0.98991707,0.95763488,0.00000000,1.26341463,0.09248560
-5.89794897,2.74666454,0.01434715,0.25059724,2.00480439,0.95561740,0.92970216,0.00000000,1.22911720,0.08993455
-5.89194597,2.65530281,0.01435083,0.24250956,1.93397646,0.91955849,0.89898459,0.00000000,1.19230944,0.08708952
-5.88594297,2.56022928,0.01428839,0.23528070,1.86390226,0.88218484,0.86591701,0.00000000,1.15364846,0.08398992
-5.87993997,2.46268868,0.01416165,0.22895752,1.79544433,0.84396832,0.83096769,0.00000000,1.11377737,0.08067947
-5.87393697,2.36392188,0.01397349,0.22356030,1.72934257,0.80539535,0.79462342,0.00000000,1.07330607,0.07720464
-5.86793397,2.26513120,0.01372769,0.21908200,1.66619680,0.76695530,0.75737504,0.00000000,1.03279505,0.07361313
-5.86193097,2.16745139,0.01342880,0.21548901,1.60645753,0.72913039,0.71970416,0.00000000,0.99274275,0.06995242
-5.85592796,2.07192717,0.01308205,0.21272331,1.55042508,0.69238732,0.68207150,0.00000000,0.95357696,0.06626844
-5.84992496,1.97949795,0.01269314,0.21070588,1.49825656,0.65717099,0.64490717,0.00000000,0.91565033,0.06260448
-5.84392196,1.89098976,0.01226813,0.20934125,1.44997993,0.62390006,0.60860322,0.00000000,0.87924004,0.05900023
-5.83791896,1.80711398,0.01181328,0.20852280,1.40551404,0.59296440,0.57350853,0.00000000,0.84455126,0.05549116
-5.83191596,1.72847219,0.01133492,0.20813862,1.36469308,0.56472412,0.53992602,0.00000000,0.81172388,0.05210808
-5.82591296,1.65556591,0.01083930,0.20807760,1.32729378,0.53950987,0.50811190,0.00000000,0.78084199,0.04887694
-5.81990995,1.58880996,0.01033256,0.20823531,1.29306367,0.51762393,0.47827693,0.00000000,0.75194515,0.04581887
-5.81390695,1.52854777,0.00982055,0.20851943,1.26174861,0.49934175,0.45058901,0.00000000,0.72504069,0.04295043
-5.80790395,1.47506715,0.00930885,0.20885446,1.23311780,0.48491334,0.42517697,0.00000000,0.70011607,0.04028388
-5.80190095,1.42861486,0.00880267,0.20918533,1.20698496,0.47456409,0.40213490,0.00000000,0.67715054,0.03782772
-5.79589795,1.38940855,0.00830684,0.20947981,1.18322433,0.46849468,0.38152668,0.00000000,0.65612517,0.03558719
-5.78989495,1.35764494,0.00782580,0.20972958,1.16178060,0.46687972,0.36339024,0.00000000,0.63703076,0.03356474
-5.78389195,1.33350333,0.00736355,0.20994979,1.14267239,0.46986490,0.34774121,0.00000000,0.61987298,0.03176060
-5.77788894,1.31714396,0.00692369,0.21017730,1.12598894,0.47756264,0.33457576,0.00000000,0.60467453,0.03017317
-5.77188594,1.30870111,0.00650941,0.21046754,1.11188053,0.49004628,0.32387231,0.00000000,0.59147428,0.02879937
-5.76588294,1.30827145,0.00612347,0.21089020,1.10054319,0.50734303,0.31559216,0.00000000,0.58032334,0.02763490
-5.75987994,1.31589809,0.00576822,0.21152406,1.09219871,0.52942602,0.30967907,0.00000000,0.57127862,0.02667437
-5.75387694,1.33155181,0.00544558,0.21245114,1.08707125,0.55620605,0.30605794,0.00000000,0.56439418,0.02591135
-5.74787394,1.35511052,0.00515708,0.21375049,1.08536207,0.58752343,0.30463278,0.00000000,0.55971116,0.02533827
-5.74187094,1.38633882,0.00490381,0.21549210,1.08722401,0.62314069,0.30528437,0.00000000,0.55724703,0.02494637
-5.73586793,1.42486908,0.00468644,0.21773100,1.09273724,0.66273679,0.30786786,0.00000000,0.55698487,0.02472550
-5.72986493,1.47018602,0.00450525,0.22050223,1.10188796,0.70590337,0.31221075,0.00000000,0.55886362,0.02466395
-5.72386193,1.52161591,0.00436011,0.22381656,1.11455132,0.75214368,0.31811170,0.00000000,0.56277003,0.02474830
-5.71785893,1.57832206,0.00425052,0.22765759,1.13047978,0.80087467,0.32534022,0.00000000,0.56853294,0.02496331
-5.71185593,1.63930732,0.00417565,0.23198010,1.14929773,0.85143236,0.33363785,0.00000000,0.57592045,0.02529191
-5.70585293,1.70342413,0.00413438,0.23670985,1.17050273,0.90308082,0.34272067,0.00000000,0.58464033,0.02571521
-5.69984992,1.76939245,0.00412535,0.24174500,1.19347367,0.95502448,0.35228355,0.00000000,0.59434384,0.02621271
-5.69384692,1.83582485,0.00414705,0.24695873,1.21748532,1.00642369,0.36200571,0.00000000,0.60463284,0.02676250
-5.68784392,1.90125833,0.00419791,0.25220339,1.24172872,1.05641284,0.37155787,0.00000000,0.61507003,0.02734170
-5.68184092,1.96419135,0.00427636,0.25731552,1.26533652,1.10412066,0.38061037,0.00000000,0.62519187,0.02792688
-5.67583792,2.02312475,0.00438094,0.26212182,1.28741178,1.14869169,0.38884218,0.00000000,0.63452344,0.02849460
-5.66983492,2.07660457,0.00451036,0.26644566,1.30705907,1.18930820,0.39595027,0.00000000,0.64259473,0.02902201
-5.66383192,2.12326497,0.00466362,0.27011372,1.32341609,1.22521172,0.40165892,0.00000000,0.64895731,0.02948742
-5.65782891,2.16186935,0.00484004,0.27296261,1.33568447,1.25572304,0.40572852,0.00000000,0.65320081,0.02987098
-5.65182591,2.19134759,0.00503932,0.27484500,1.34315817,1.28026015,0.40796345,0.00000000,0.65496818,0.03015514
-5.64582291,2.21082802,0.00526156,0.27563514,1.34524811,1.29835319,0.40821854,0.00000000,0.65396904,0.03032525
-5.63981991,2.21966258,0.00550721,0.27523336,1.34150217,1.30965597,0.40640388,0.00000000,0.64999060,0.03036992
-5.63381691,2.21744426,0.00577709,0.27356954,1.33161945,1.31395354,0.40248769,0.00000000,0.64290549,0.03028133
-5.62781391,2.20401627,0.00607228,0.27060532,1.31545861,1.31116573,0.39649708,0.00000000,0.63267632,0.03005545
-5.62181091,2.17947263,0.00639399,0.26633505,1.29303984,1.30134661,0.38851680,0.00000000,0.61935682,0.02969206
-5.61580790,2.14415070,0.00674347,0.26078547,1.26454085,1.28467995,0.37868584,0.00000000,0.60308949,0.02919471
-5.60980490,2.09861605,0.00712183,0.25401427,1.23028722,1.26147127,0.36719233,0.00000000,0.58410026,0.02857057
-5.60380190,2.04364089,0.00752985,0.24610756,1.19073784,1.23213666,0.35426680,0.00000000,0.56269020,0.02783006
-5.59779890,1.98017706,0.00796781,0.23717647,1.14646640,1.19718923,0.34017431,0.00000000,0.53922512,0.02698657
-5.59179590,1.90932517,0.00843528,0.22735313,1.09813982,1.15722370,0.32520573,0.00000000,0.51412339,0.02605595
-5.58579290,1.83230126,0.00893100,0.21678617,1.04649501,1.11289972,0.30966862,0.00000000,0.48784275,0.02505608
-5.57978989,1.75040239,0.00945266,0.20563596,0.99231471,1.06492484,0.29387821,0.00000000,0.46086672,0.02400630
-5.57378689,1.66497262,0.00999684,0.19406987,0.93640378,1.01403737,0.27814869,0.00000000,0.43369116,0.02292695
-5.56778389,1.57737044,0.01055894,0.18225769,0.87956664,0.96098997,0.26278530,0.00000000,0.40681153,0.02183884
-5.56178089,1.48893870,0.01113311,0.17036737,0.82258674,0.90653419,0.24807737,0.00000000,0.38071125,0.02076278
-5.55577789,1.40097770,0.01171234,0.15856113,0.76620863,0.85140637,0.23429254,0.00000000,0.35585151,0.01971921
-5.54977489,1.31472194,0.01228855,0.14699223,0.71112298,0.79631512,0.22167218,0.00000000,0.33266264,0.01872773
-5.54377189,1.23132061,0.01285274,0.13580218,0.65795478,0.74193044,0.21042815,0.00000000,0.31153713,0.01780686
-5.53776888,1.15182199,0.01339520,0.12511862,0.60725476,0.68887459,0.20074068,0.00000000,0.29282425,0.01697372
-5.53176588,1.07716136,0.01390579,0.11505371,0.55949376,0.63771462,0.19275726,0.00000000,0.27682609,0.01624379
-5.52576288,1.00815219,0.01437426,0.10570308,0.51505996,0.58895647,0.18659243,0.00000000,0.26379481,0.01563073
-5.51975988,0.94548002,0.01479056,0.09714523,0.47425842,0.54304059,0.18232821,0.00000000,0.25393088,0.01514619
-5.51375688,0.88969879,0.01514516,0.08944130,0.43731266,0.50033885,0.18001487,0.00000000,0.24738192,0.01479968
-5.50775388,0.84122889,0.01542946,0.08263518,0.40436775,0.46115267,0.17967194,0.00000000,0.24424211,0.01459841
-5.50175088,0.80035678,0.01563602,0.07675386,0.37549453,0.42571228,0.18128924,0.00000000,0.24455169,0.01454719
-5.49574787,0.76723566,0.01575890,0.07180800,0.35069457,0.39417693,0.18482775,0.00000000,0.24829666,0.01464827
-5.48974487,0.74188726,0.01579387,0.06779259,0.32990561,0.36663614,0.19022037,0.00000000,0.25540847,0.01490129
-5.48374187,0.72420452,0.01573858,0.06468781,0.31300717,0.34311183,0.19737236,0.00000000,0.26576383,0.01530312
-5.47773887,0.71395533,0.01559264,0.06245986,0.29982621,0.32356139,0.20616174,0.00000000,0.27918468,0.01584780
-5.47173587,0.71078754,0.01535763,0.06106199,0.29014283,0.30788174,0.21643960,0.00000000,0.29543855,0.01652653
-5.46573287,0.71423549,0.01503711,0.06043562,0.28369587,0.29591440,0.22803055,0.00000000,0.31423955,0.01732762
-5.45972986,0.72372841,0.01463639,0.06051148,0.28018860,0.28745157,0.24073348,0.00000000,0.33525029,0.01823660
-5.45372686,0.73860105,0.01416243,0.06121102,0.27929456,0.28224331,0.25432281,0.00000000,0.35808493,0.01923629
-5.44772386,0.75810676,0.01362353,0.06244786,0.28066355,0.28000581,0.26855053,0.00000000,0.38231371,0.02030709
-5.44172086,0.78143328,0.01302905,0.06412950,0.28392803,0.28043066,0.28314904,0.00000000,0.40746909,0.02142720
-5.43571786,0.80772134,0.01238912,0.06615911,0.28870990,0.28319511,0.29783502,0.00000000,0.43305360,0.02257308
-5.42971486,0.83608579,0.01171429,0.06843759,0.29462769,0.28797315,0.31231436,0.00000000,0.45854951,0.02371991
-5.42371186,0.86563924,0.01101521,0.07086570,0.30130422,0.29444722,0.32628812,0.00000000,0.48342998,0.02484219
-5.41770885,0.89551753,0.01030233,0.07334631,0.30837460,0.30232028,0.33945942,0.00000000,0.50717177,0.02591433
-5.41170585,0.92490635,0.00958560,0.07578673,0.31549438,0.31132792,0.35154104,0.00000000,0.52926877,0.02691143
-5.40570285,0.95306828,0.00887429,0.07810103,0.32234770,0.32125015,0.36226361,0.00000000,0.54924623,0.02780992
-5.39969985,0.97936915,0.00817672,0.08021221,0.32865519,0.33192247,0.37138387,0.00000000,0.56667488,0.02858834
-5.39369685,1.00330261,0.00750022,0.08205426,0.33418128,0.34324572,0.37869278,0.00000000,0.58118444,0.02922801
-5.38769385,1.02451189,0.00685095,0.08357396,0.33874066,0.35519433,0.38402309,0.00000000,0.59247588,0.02971368
-5.38169085,1.04280755,0.00623396,0.08473227,0.34220347,0.36782248,0.38725593,0.00000000,0.60033177,0.03003404
-5.37568784,1.05818023,0.00565311,0.08550539,0.34449911,0.38126783,0.38832605,0.00000000,0.60462424,0.03018214
-5.36968484,1.07080754,0.00511119,0.08588527,0.34561829,0.39575237,0.38722560,0.00000000,0.60531998,0.03015568
-5.36368184,1.08105450,0.00460998,0.08587961,0.34561310,0.41158024,0.38400589,0.00000000,0.60248209,0.02995710
-5.35767884,1.08946699,0.00415033,0.08551137,0.34459518,0.42913225,0.37877736,0.00000000,0.59626847,0.02959352
-5.35167584,1.09675826,0.00373231,0.08481764,0.34273176,0.44885709,0.37170736,0.00000000,0.58692677,0.02907655
-5.34567284,1.10378855,0.00335533,0.08384808,0.34023973,0.47125926,0.36301613,0.00000000,0.57478610,0.02842185
-5.33966983,1.11153849,0.00301828,0.08266283,0.33737792,0.49688397,0.35297079,0.00000000,0.56024571,0.02764863
-5.33366683,1.12107680,0.00271959,0.08133005,0.33443779,0.52629923,0.34187789,0.00000000,0.54376121,0.02677897
-5.32766383,1.13352370,0.00245742,0.07992316,0.33173279,0.56007570,0.33007459,0.00000000,0.52582881,0.02583705
-5.32166083,1.15001091,0.00222968,0.07851788,0.32958691,0.59876481,0.31791895,0.00000000,0.50696826,0.02484837
-5.31565783,1.17163998,0.00203417,0.07718918,0.32832261,0.64287579,0.30577971,0.00000000,0.48770528,0.02383884
-5.30965483,1.19944028,0.00186857,0.07600824,0.32824878,0.69285245,0.29402587,0.00000000,0.46855407,0.02283397
-5.30365183,1.23432835,0.00173056,0.07503969,0.32964905,0.74905052,0.28301661,0.00000000,0.45000080,0.02185804
-5.29764882,1.27707001,0.00161779,0.07433897,0.33277082,0.81171633,0.27309173,0.00000000,0.43248849,0.02093337
-5.29164582,1.32824686,0.00152793,0.07395022,0.33781552,0.88096778,0.26456310,0.00000000,0.41640407,0.02007967
-5.28564282,1.38822829,0.00145868,0.07390453,0.34493038,0.95677834,0.25770720,0.00000000,0.40206790,0.01931351
-5.27963982,1.45715022,0.00140776,0.07421883,0.35420193,1.03896490,0.25275904,0.00000000,0.38972616,0.01864797
-5.27363682,1.53490140,0.00137291,0.07489528,0.36565155,1.12718013,0.24990752,0.00000000,0.37954624,0.01809234
-5.26763382,1.62111784,0.00135194,0.07592136,0.37923311,1.22090979,0.24929235,0.00000000,0.37161528,0.01765206
-5.26163082,1.71518561,0.00134265,0.07727050,0.39483288,1.31947543,0.25100240,0.00000000,0.36594156,0.01732873
-5.25562781,1.81625211,0.00134292,0.07890330,0.41227152,1.42204258,0.25507552,0.00000000,0.36245883,0.01712032
-5.24962481,1.92324524,0.00135065,0.08076934,0.43130830,1.52763450,0.26149958,0.00000000,0.36103293,0.01702141
-5.24362181,2.03490010,0.00136384,0.08280936,0.45164718,1.63515109,0.27021477,0.00000000,0.36147066,0.01702363
-5.23761881,2.14979200,0.00138055,0.08495786,0.47294468,1.74339250,0.28111683,0.00000000,0.36353009,0.01711611
-5.23161581,2.26637483,0.00139894,0.08714592,0.49481923,1.85108682,0.29406098,0.00000000,0.36693212,0.01728599
-5.22561281,2.38302325,0.00141732,0.08930418,0.51686168,1.95692093,0.30886665,0.00000000,0.37137254,0.01751898
-5.21960980,2.49807724,0.00143413,0.09136581,0.53864662,2.05957328,0.32532241,0.00000000,0.37653430,0.01779994
-5.21360680,2.60988737,0.00144799,0.09326937,0.55974422,2.15774766,0.34319129,0.00000000,0.38209931,0.01811342
-5.20760380,2.71685912,0.00145772,0.09496149,0.57973208,2.25020655,0.36221613,0.00000000,0.38775949,0.01844416
-5.20160080,2.81749458,0.00146234,0.09639911,0.59820680,2.33580277,0.38212489,0.00000000,0.39322670,0.01877760
-5.19559780,2.91043023,0.00146108,0.09755135,0.61479494,2.41350823,0.40263584,0.00000000,0.39824113,0.01910024
-5.18959480,2.99446918,0.00145342,0.09840089,0.62916290,2.48243867,0.42346245,0.00000000,0.40257813,0.01940002
-5.18359180,3.06860712,0.00143904,0.09894472,0.64102551,2.54187344,0.44431800,0.00000000,0.40605311,0.01966652
-5.17758879,3.13205098,0.00141787,0.09919429,0.65015307,2.59126945,0.46491991,0.00000000,0.40852476,0.01989118
-5.17158579,3.18422987,0.00139003,0.09917513,0.65637658,2.63026908,0.48499360,0.00000000,0.40989625,0.02006735
-5.16558279,3.22479834,0.00135583,0.09892580,0.65959111,2.65870161,0.50427610,0.00000000,0.41011492,0.02019036
-5.15957979,3.25363199,0.00131577,0.09849630,0.65975716,2.67657847,0.52251924,0.00000000,0.40917022,0.02025738
-5.15357679,3.27081616,0.00127049,0.09794604,0.65690006,2.68408264,0.53949258,0.00000000,0.40709045,0.02026738
-5.14757379,3.27662848,0.00122076,0.09734130,0.65110751,2.68155293,0.55498605,0.00000000,0.40393831,0.02022093
-5.14157079,3.27151645,0.00116744,0.09675253,0.64252540,2.66946413,0.56881234,0.00000000,0.39980566,0.02011998
-5.13556778,3.25607132,0.00111148,0.09625129,0.63135205,2.64840399,0.58080913,0.00000000,0.39480772,0.01996768
-5.12956478,3.23099967,0.00105388,0.09590720,0.61783128,2.61904838,0.59084108,0.00000000,0.38907704,0.01976809
-5.12356178,3.19709414,0.00099568,0.09578490,0.60224446,2.58213588,0.59880181,0.00000000,0.38275744,0.01952597
-5.11755878,3.15520472,0.00093792,0.09594114,0.58490200,2.53844298,0.60461553,0.00000000,0.37599823,0.01924653
-5.11155578,3.10621183,0.00088166,0.09642219,0.56613447,2.48876091,0.60823873,0.00000000,0.36894886,0.01893523
-5.10555278,3.05100230,0.00082799,0.09726157,0.54628388,2.43387535,0.60966153,0.00000000,0.36175426,0.01859760
-5.09954977,2.99044911,0.00077795,0.09847828,0.52569522,2.37454939,0.60890884,0.00000000,0.35455092,0.01823908
-5.09354677,2.92539539,0.00073262,0.10007555,0.50470867,2.31151049,0.60604121,0.00000000,0.34746381,0.01786491
-5.08754377,2.85664304,0.00069306,0.10204026,0.48365261,2.24544145,0.60115529,0.00000000,0.34060426,0.01748003
-5.08154077,2.78494593,0.00066033,0.10434288,0.46283775,2.17697559,0.59438380,0.00000000,0.33406864,0.01708905
-5.07553777,2.71100732,0.00063554,0.10693821,0.44255218,2.10669549,0.58589483,0.00000000,0.32793800,0.01669622
-5.06953477,2.63548111,0.00061978,0.10976662,0.42305777,2.03513511,0.57589061,0.00000000,0.32227839,0.01630545
-5.06353177,2.55897596,0.00061417,0.11275601,0.40458752,1.96278441,0.56460532,0.00000000,0.31714186,0.01592032
-5.05752876,2.48206167,0.00061986,0.11582422,0.38734405,1.89009570,0.55230213,0.00000000,0.31256793,0.01554415
-5.05152576,2.40527661,0.00063799,0.11888195,0.37149886,1.81749099,0.53926939,0.00000000,0.30858545,0.01518001
-5.04552276,2.32913540,0.00066972,0.12183596,0.35719249,1.74536931,0.52581575,0.00000000,0.30521456,0.01483080
-5.03951976,2.25413579,0.00071617,0.12459251,0.34453503,1.67411347,0.51226451,0.00000000,0.30246870,0.01449928
-5.03351676,2.18076395,0.00077843,0.12706090,0.33360708,1.60409529,0.49894703,0.00000000,0.30035634,0.01418809
-5.02751376,2.10949752,0.00085750,0.12915684,0.32446081,1.53567912,0.48619546,0.00000000,0.29888245,0.01389978
-5.02151076,2.04080592,0.00095428,0.13080569,0.31712109,1.46922305,0.47433484,0.00000000,0.29804950,0.01363677
-5.01550775,1.97514754,0.00106947,0.13194526,0.31158634,1.40507776,0.46367480,0.00000000,0.29785781,0.01340133
-5.00950475,1.91296396,0.00120357,0.13252818,0.30782935,1.34358309,0.45450106,0.00000000,0.29830543,0.01319552
-5.00350175,1.85467129,0.00135682,0.13252358,0.30579771,1.28506239,0.44706706,0.00000000,0.29938726,0.01302113
-4.99749875,1.80064903,0.00152912,0.13191821,0.30541413,1.22981521,0.44158591,0.00000000,0.30109375,0.01287956
-4.99149575,1.75122719,0.00171999,0.13071672,0.30657660,1.17810870,0.43822303,0.00000000,0.30340899,0.01277172
-4.98549275,1.70667225,0.00192854,0.12894130,0.30915856,1.13016828,0.43708973,0.00000000,0.30630858,0.01269792
-4.97948974,1.66717308,0.00215341,0.12663053,0.31300925,1.08616835,0.43823806,0.00000000,0.30975728,0.01265780
-4.97348674,1.63282760,0.00239278,0.12383765,0.31795436,1.04622354,0.44165718,0.00000000,0.31370670,0.01265017
-4.96748374,1.60363119,0.00264432,0.12062817,0.32379725,1.01038120,0.44727144,0.00000000,0.31809331,0.01267300
-4.96148074,1.57946778,0.00290524,0.11707714,0.33032078,0.97861571,0.45494036,0.00000000,0.32283682,0.01272332
-4.95547774,1.56010435,0.00317230,0.11326598,0.33729002,0.95082493,0.46446068,0.00000000,0.32783939,0.01279726
-4.94947474,1.54518948,0.00344187,0.10927925,0.34445585,0.92682931,0.47557038,0.00000000,0.33298548,0.01289003
-4.94347174,1.53425640,0.00371000,0.10520134,0.35155941,0.90637370,0.48795474,0.00000000,0.33814285,0.01299600
-4.93746873,1.52673076,0.00397254,0.10111333,0.35833751,0.88913208,0.50125428,0.00000000,0.34316446,0.01310884
-4.93146573,1.52194295,0.00422523,0.09709010,0.36452877,0.87471493,0.51507433,0.00000000,0.34789144,0.01322162
-4.92546273,1.51914483,0.00446384,0.09319786,0.36988035,0.86267916,0.52899601,0.00000000,0.35215704,0.01332706
-4.91945973,1.51753020,0.00468436,0.08949219,0.37415504,0.85254023,0.54258822,0.00000000,0.35579139,0.01341767
-4.91345673,1.51625839,0.00488310,0.08601661,0.37713839,0.84378586,0.55542031,0.00000000,0.35862688,0.01348605
-4.90745373,1.51447994,0.00505688,0.08280181,0.37864570,0.83589100,0.56707486,0.00000000,0.36050403,0.01352510
-4.90145073,1.51136352,0.00520320,0.07986548,0.37852834,0.82833334,0.57716036,0.00000000,0.36127739,0.01352827
-4.89544772,1.50612272,0.00532039,0.07721279,0.37667931,0.82060874,0.58532305,0.00000000,0.36082142,0.01348982
-4.88944472,1.49804199,0.00540772,0.07483735,0.37303770,0.81224606,0.59125778,0.00000000,0.35903583,0.01340499
-4.88344172,1.48650036,0.00546555,0.07272278,0.36759170,0.80282086,0.59471730,0.00000000,0.35585028,0.01327021
-4.87743872,1.47099217,0.00549545,0.07084462,0.36038029,0.79196725,0.59551985,0.00000000,0.35122813,0.01308323
-4.87143572,1.45114400,0.00550022,0.06917252,0.35149327,0.77938787,0.59355460,0.00000000,0.34516907,0.01284319
-4.86543272,1.42672718,0.00548398,0.06767272,0.34106974,0.76486125,0.58878501,0.00000000,0.33771053,0.01255070
-4.85942971,1.39766550,0.00545214,0.06631055,0.32929514,0.74824678,0.58124982,0.00000000,0.32892769,0.01220781
-4.85342671,1.36403783,0.00541144,0.06505289,0.31639694,0.72948684,0.57106183,0.00000000,0.31893233,0.01181793
-4.84742371,1.32607592,0.00536983,0.06387053,0.30263915,0.70860636,0.55840449,0.00000000,0.30787024,0.01138578
-4.84142071,1.28415723,0.00533644,0.06274031,0.28831608,0.68570982,0.54352647,0.00000000,0.29591764,0.01091719
-4.83541771,1.23879364,0.00532142,0.06164692,0.27374527,0.66097599,0.52673440,0.00000000,0.28327656,0.01041893
-4.82941471,1.19061609,0.00533578,0.06058435,0.25926031,0.63465056,0.50838415,0.00000000,0.27016939,0.00989852
-4.82341171,1.14035627,0.00539125,0.05955696,0.24520337,0.60703716,0.48887081,0.00000000,0.25683291,0.00936403
-4.81740870,1.08882568,0.00550000,0.05858004,0.23191798,0.57848712,0.46861780,0.00000000,0.24351198,0.00882380
-4.81140570,1.03689313,0.00567443,0.05767999,0.21974216,0.54938829,0.44806534,0.00000000,0.23045301,0.00828624
-4.80540270,0.98546120,0.00592683,0.05689404,0.20900197,0.52015345,0.42765876,0.00000000,0.21789759,0.00775963
-4.79939970,0.93544258,0.00626914,0.05626957,0.20000569,0.49120861,0.40783678,0.00000000,0.20607626,0.00725186
-4.79339670,0.88773691,0.00671252,0.05586303,0.19303864,0.46298169,0.38902011,0.00000000,0.19520283,0.00677034
-4.78739370,0.84320870,0.00726706,0.05573856,0.18835865,0.43589177,0.37160079,0.00000000,0.18546908,0.00632173
-4.78139070,0.80266693,0.00794134,0.05596632,0.18619213,0.41033937,0.35593219,0.00000000,0.17704025,0.00591193
-4.77538769,0.76684689,0.00874209,0.05662061,0.18673076,0.38669777,0.34232031,0.00000000,0.17005116,0.00554587
-4.76938469,0.73639442,0.00967375,0.05777784,0.19012875,0.36530586,0.33101617,0.00000000,0.16460317,0.00522752
-4.76338169,0.71185308,0.01073815,0.05951445,0.19650048,0.34646235,0.32220972,0.00000000,0.16076198,0.00495978
-4.75737869,0.69365433,0.01193412,0.06190469,0.20591874,0.33042157,0.31602538,0.00000000,0.15855629,0.00474453
-4.75137569,0.68211083,0.01325727,0.06501857,0.21841328,0.31739081,0.31251921,0.00000000,0.15797733,0.00458260
-4.74537269,0.67741305,0.01469970,0.06891980,0.23396992,0.30752922,0.31167791,0.00000000,0.15897936,0.00447380
-4.73936968,0.67962901,0.01624990,0.07366383,0.25253005,0.30094804,0.31341971,0.00000000,0.16148099,0.00441700
-4.73336668,0.68870714,0.01789274,0.07929620,0.27399072,0.29771215,0.31759710,0.00000000,0.16536748,0.00441019
-4.72736368,0.70448196,0.01960949,0.08585092,0.29820528,0.29784263,0.32400142,0.00000000,0.17049384,0.00445057
-4.72136068,0.72668249,0.02137812,0.09334919,0.32498476,0.30132025,0.33236921,0.00000000,0.17668883,0.00453466
-4.71535768,0.75494285,0.02317360,0.10179840,0.35409989,0.30808950,0.34239020,0.00000000,0.18375966,0.00465841
-4.70935468,0.78881486,0.02496839,0.11119131,0.38528403,0.31806301,0.35371675,0.00000000,0.19149742,0.00481731
-4.70335168,0.82778193,0.02673309,0.12150561,0.41823681,0.33112597,0.36597447,0.00000000,0.19968301,0.00500657
-4.69734867,0.87127402,0.02843714,0.13270374,0.45262863,0.34714053,0.37877372,0.00000000,0.20809351,0.00522119
-4.69134567,0.91868285,0.03004967,0.14473302,0.48810593,0.36594971,0.39172164,0.00000000,0.21650882,0.00545612
-4.68534267,0.96937706,0.03154035,0.15752607,0.52429710,0.38738072,0.40443430,0.00000000,0.22471823,0.00570637
-4.67933967,1.02271665,0.03288039,0.17100153,0.56081896,0.41124769,0.41654858,0.00000000,0.23252691,0.00596717
-4.67333667,1.07806629,0.03404336,0.18506503,0.59728359,0.43735346,0.42773326,0.00000000,0.23976198,0.00623400
-4.66733367,1.13480706,0.03500617,0.19961044,0.63330531,0.46549066,0.43769912,0.00000000,0.24627791,0.00650274
-4.66133067,1.19234636,0.03574977,0.21452127,0.66850767,0.49544201,0.44620738,0.00000000,0.25196112,0.00676975
-4.65532766,1.25012572,0.03625988,0.22967239,0.70253014,0.52698001,0.45307647,0.00000000,0.25673362,0.00703185
-4.64932466,1.30762641,0.03652748,0.24493177,0.73503424,0.55986613,0.45818659,0.00000000,0.26055540,0.00728647
-4.64332166,1.36437300,0.03654917,0.26016241,0.76570911,0.59384979,0.46148212,0.00000000,0.26342559,0.00753156
