energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.84392196,4.30803790,1.50124548,0.72242484,0.00789259,1.19258691,0.09688923,1.24557887
-5.83791896,4.44964885,1.52844175,0.75159879,0.00844965,1.21634929,0.09784943,1.31153808
-5.83191596,4.60337325,1.55808286,0.78396615,0.00911211,1.24442228,0.09908638,1.38013666
-5.82591296,4.76968537,1.59036881,0.81964409,0.00988838,1.27708063,0.10062372,1.45132428
-5.81990995,4.94870465,1.62541061,0.85867195,0.01078530,1.31448969,0.10247674,1.52495871
-5.81390695,5.14015385,1.66322160,0.90100238,0.01180778,1.35669626,0.10465169,1.60078974
-5.80790395,5.34332619,1.70371144,0.94649412,0.01295835,1.40362155,0.10714523,1.67844627
-5.80190095,5.55706389,1.74668313,0.99490702,0.01423689,1.45505663,0.10994397,1.75742765
-5.79589795,5.77974996,1.79183343,1.04589961,0.01564024,1.51066070,0.11302432,1.83710013
-5.78989495,6.00931517,1.83875689,1.09902971,0.01716199,1.56996257,0.11635251,1.91669912
-5.78389195,6.24326131,1.88695383,1.15375830,0.01879227,1.63236567,0.11988490,1.99533772
-5.77788894,6.47870141,1.93584191,1.20945696,0.02051768,1.69715684,0.12356854,2.07202155
-5.77188594,6.71241670,1.98477153,1.26541888,0.02232131,1.76351901,0.12734214,2.14566971
-5.76588294,6.94092948,2.03304424,1.32087329,0.02418287,1.83054780,0.13113721,2.21514119
-5.75987994,7.16058996,2.07993387,1.37500323,0.02607900,1.89727181,0.13487963,2.27926588
-5.75387694,7.36767454,2.12470951,1.42696594,0.02798362,1.96267625,0.13849145,2.33687902
-5.74787394,7.55849213,2.16665949,1.47591555,0.02986848,2.02572919,0.14189290,2.38685750
-5.74187094,7.72949464,2.20511523,1.52102700,0.03170385,2.08540974,0.14500462,2.42815666
-5.73586793,7.87738720,2.23947409,1.56152057,0.03345917,2.14073716,0.14774999,2.45984582
-5.72986493,7.99923362,2.26922012,1.59668582,0.03510393,2.19079978,0.15005739,2.48114105
-5.72386193,8.09255260,2.29394163,1.62590414,0.03660852,2.23478249,0.15186254,2.49143365
-5.71785893,8.15540044,2.31334495,1.64866875,0.03794507,2.27199175,0.15311047,2.49031314
-5.71185593,8.18643668,2.32726359,1.66460139,0.03908831,2.30187688,0.15375737,2.47758375
-5.70585293,8.18496955,2.33566236,1.67346483,0.04001636,2.32404656,0.15377200,2.45327369
-5.69984992,8.15097929,2.33863637,1.67517064,0.04071140,2.33827982,0.15313669,2.41763699
-5.69384692,8.08511830,2.33640489,1.66978182,0.04116025,2.34453096,0.15184792,2.37114781
-5.68784392,7.98868806,2.32930040,1.65751016,0.04135479,2.34292784,0.14991630,2.31448778
-5.68184092,7.86359402,2.31775343,1.63870836,0.04129217,2.33376391,0.14736609,2.24852678
-5.67583792,7.71228047,2.30227395,1.61385728,0.04097489,2.31748400,0.14423429,2.17429843
-5.66983492,7.53764844,2.28343013,1.58354899,0.04041070,2.29466470,0.14056918,2.09297115
-5.66383192,7.34296037,2.26182562,1.54846616,0.03961225,2.26599010,0.13642857,2.00581632
-5.65782891,7.13173577,2.23807639,1.50935903,0.03859666,2.23222416,0.13187773,1.91417468
-5.65182591,6.90764230,2.21278813,1.46702066,0.03738493,2.19418096,0.12698709,1.81942237
-5.64582291,6.67438716,2.18653527,1.42226183,0.03600118,2.15269420,0.12182994,1.72293796
-5.63981991,6.43561278,2.15984259,1.37588652,0.03447190,2.10858749,0.11648005,1.62607134
-5.63381691,6.19480119,2.13316999,1.32866901,0.03282508,2.06264663,0.11100949,1.53011567
-5.62781391,5.95519025,2.10690113,1.28133349,0.03108939,2.01559530,0.10548655,1.43628287
-5.62181091,5.71970446,2.08133617,1.23453696,0.02929336,1.96807502,0.09997406,1.34568327
-5.61580790,5.49090215,2.05668879,1.18885583,0.02746459,1.92063020,0.09452796,1.25930963
-5.60980490,5.27093995,2.03308735,1.14477669,0.02562913,1.87369876,0.08919630,1.17802544
-5.60380190,5.06155451,2.01057980,1.10269119,0.02381086,1.82760845,0.08401864,1.10255755
-5.59779890,4.86406066,1.98914196,1.06289500,0.02203108,1.78257862,0.07902581,1.03349248
-5.59179590,4.67936439,1.96868836,1.02559044,0.02030818,1.73872723,0.07424004,0.97127625
-5.58579290,4.50798841,1.94908498,0.99089237,0.01865743,1.69608197,0.06967549,0.91621694
-5.57978989,4.35010787,1.93016301,0.95883667,0.01709095,1.65459506,0.06533899,0.86848950
-5.57378689,4.20559315,1.91173284,0.92939058,0.01561775,1.61416029,0.06123102,0.82814233
-5.56778389,4.07405715,1.89359750,0.90246432,0.01424384,1.57463142,0.05734687,0.79510499
-5.56178089,3.95490415,1.87556493,0.87792313,0.01297253,1.53584080,0.05367782,0.76919672
-5.55577789,3.84737810,1.85745854,0.85559930,0.01180462,1.49761720,0.05021242,0.75013554
-5.54977489,3.75060824,1.83912580,0.83530343,0.01073880,1.45980201,0.04693763,0.73754760
-5.54377189,3.66365083,1.82044473,0.81683481,0.00977200,1.42226318,0.04383994,0.73097690
-5.53776888,3.58552619,1.80132839,0.79999041,0.00889970,1.38490637,0.04090635,0.72989544
-5.53176588,3.51525080,1.78172767,0.78457257,0.00811631,1.34768327,0.03812511,0.73371379
-5.52576288,3.45186472,1.76163281,0.77039537,0.00741550,1.31059691,0.03548639,0.74179258
-5.51975988,3.39445518,1.74107417,0.75728968,0.00679046,1.27370438,0.03298269,0.75345481
-5.51375688,3.34217710,1.72012292,0.74510739,0.00623421,1.23711718,0.03060905,0.76799944
-5.50775388,3.29427173,1.69889211,0.73372474,0.00573975,1.20099971,0.02836322,0.78471620
-5.50175088,3.25008440,1.67753866,0.72304528,0.00530031,1.16556654,0.02624554,0.80290174
-5.49574787,3.20908213,1.65626668,0.71300259,0.00490944,1.13107881,0.02425880,0.82187694
-5.48974487,3.17087175,1.63533207,0.70356281,0.00456114,1.09784027,0.02240799,0.84100509
-5.48374187,3.13521837,1.61504844,0.69472731,0.00424991,1.06619337,0.02069999,0.85971064
-5.47773887,3.10206408,1.59579403,0.68653524,0.00397085,1.03651542,0.01914320,0.87749767
-5.47173587,3.07154584,1.57801888,0.67906589,0.00371962,1.00921501,0.01774722,0.89396774
-5.46573287,3.04401141,1.56225174,0.67244074,0.00349253,0.98472850,0.01652248,0.90883605
-5.45972986,3.02003183,1.54910546,0.66682480,0.00328646,0.96351635,0.01547993,0.92194521
-5.45372686,3.00040857,1.53928024,0.66242689,0.00309892,0.94605883,0.01463073,0.93327586
-5.44772386,2.98617386,1.53356334,0.65949862,0.00292799,0.93285091,0.01398598,0.94295334
-5.44172086,2.97858238,1.53282480,0.65833155,0.00277232,0.92439568,0.01355650,0.95124981
-5.43571786,2.97909331,1.53800805,0.65925253,0.00263112,0.92119610,0.01335258,0.95858151
-5.42971486,2.98934177,1.55011525,0.66261678,0.00250409,0.92374483,0.01338379,0.96550078
-5.42371186,3.01109958,1.57018723,0.66879892,0.00239143,0.93251187,0.01365883,0.97268297
-5.41770885,3.04622581,1.59927809,0.67818181,0.00229381,0.94793035,0.01418527,0.98090849
-5.41170585,3.09660817,1.63842536,0.69114365,0.00221229,0.97038057,0.01496941,0.99104049
-5.40570285,3.16409723,1.68861654,0.70804366,0.00214834,1.00017282,0.01601607,1.00399889
-5.39969985,3.25043565,1.75075347,0.72920675,0.00210373,1.03752967,0.01732838,1.02073165
-5.39369685,3.35718547,1.82561599,0.75490803,0.00208052,1.08256862,0.01890757,1.04218437
-5.38769385,3.48565650,1.91382674,0.78535763,0.00208100,1.13528589,0.02075275,1.06926928
-5.38169085,3.63683903,2.01581881,0.82068663,0.00210759,1.19554250,0.02286072,1.10283472
-5.37568784,3.81134416,2.13180796,0.86093489,0.00216278,1.26305346,0.02522576,1.14363630
-5.36968484,4.00935459,2.26177111,0.90604127,0.00224907,1.33738109,0.02783947,1.19231065
-5.36368184,4.23058831,2.40543214,0.95583693,0.00236885,1.41793309,0.03069063,1.24935256
-5.35767884,4.47427717,2.56225608,1.01004212,0.00252432,1.50396601,0.03376507,1.31509636
-5.35167584,4.73916145,2.73145215,1.06826668,0.00271739,1.59459436,0.03704565,1.38970176
-5.34567284,5.02350085,2.91198551,1.13001452,0.00294957,1.68880547,0.04051227,1.47314462
-5.33966983,5.32510165,3.10259753,1.19469181,0.00322188,1.78547975,0.04414184,1.56521256
-5.33366683,5.64135890,3.30183347,1.26161895,0.00353473,1.88341600,0.04790851,1.66550536
-5.32766383,5.96931198,3.50807631,1.33004572,0.00388787,1.98136085,0.05178373,1.77343972
-5.32166083,6.30571124,3.71958540,1.39916917,0.00428022,2.07804143,0.05573653,1.88825819
-5.31565783,6.64709310,3.93453785,1.46815373,0.00470991,2.17220015,0.05973377,2.00904153
-5.30965483,6.98986080,4.15107117,1.53615270,0.00517414,2.26263020,0.06374047,2.13472411
-5.30365183,7.33036770,4.36732509,1.60233049,0.00566917,2.34821062,0.06772018,2.26411177
-5.29764882,7.66500042,4.58148114,1.66588484,0.00619037,2.42793945,0.07163536,2.39590168
-5.29164582,7.99025909,4.79179860,1.72606820,0.00673217,2.50096399,0.07544786,2.52870368
-5.28564282,8.30283251,4.99664554,1.78220772,0.00728817,2.56660676,0.07911937,2.66106282
-5.27963982,8.59966613,5.19452458,1.83372312,0.00785121,2.62438657,0.08261194,2.79148270
-5.27363682,8.87802167,5.38409266,1.88014199,0.00841349,2.67403374,0.08588855,2.91844946
-5.26763382,9.13552722,5.56417520,1.92111207,0.00896677,2.71549925,0.08891360,3.04045614
-5.26163082,9.37021729,5.73377461,1.95641031,0.00950246,2.74895734,0.09165358,3.15602732
-5.25562781,9.58056291,5.89207402,1.98594835,0.01001193,2.77480201,0.09407761,3.26374369
-5.24962481,9.76549162,6.03843668,2.00977463,0.01048665,2.79363728,0.09615806,3.36226655
-5.24362181,9.92439816,6.17240204,2.02807306,0.01091846,2.80626213,0.09787114,3.45036162
-5.23761881,10.05714621,6.29367924,2.04115841,0.01129980,2.81365052,0.09919748,3.52692217
-5.23161581,10.16406207,6.40213865,2.04946883,0.01162388,2.81692753,0.10012262,3.59099060
-5.22561281,10.24592088,6.49780221,2.05355580,0.01188498,2.81734253,0.10063752,3.64177826
-5.21960980,10.30392622,6.58083292,2.05407186,0.01207850,2.81624031,0.10073891,3.67868272
-5.21360680,10.33968364,6.65152376,2.05175669,0.01220122,2.81503131,0.10042957,3.70130184
-5.20760380,10.35516879,6.71028626,2.04742192,0.01225131,2.81516178,0.09971852,3.70944421
-5.20160080,10.35269057,6.75763854,2.04193518,0.01222845,2.81808483,0.09862102,3.70313506
-5.19559780,10.33484971,6.79419285,2.03620369,0.01213381,2.82523304,0.09715844,3.68261753
-5.18959480,10.30449335,6.82064244,2.03115795,0.01197001,2.83799332,0.09535795,3.64834861
-5.18359180,10.26466566,6.83774767,2.02773557,0.01174107,2.85768422,0.09325212,3.60098988
-5.17758879,10.21855513,6.84632111,2.02686566,0.01145222,2.88553608,0.09087830,3.54139294
-5.17158579,10.16943885,6.84721193,2.02945377,0.01110984,2.92267390,0.08827781,3.47057985
-5.16558279,10.12062399,6.84128933,2.03636749,0.01072115,2.97010277,0.08549515,3.38971906
-5.15957979,10.07538732,6.82942555,2.04842261,0.01029411,3.02869548,0.08257697,3.30009752
-5.15357679,10.03691294,6.81247844,2.06636976,0.00983711,3.09918189,0.07957102,3.20308996
-5.14757379,10.00822909,6.79127418,2.09088149,0.00935878,3.18213941,0.07652504,3.10012604
-5.14157079,9.99214460,6.76659040,2.12253942,0.00886774,3.27798411,0.07348566,2.99265685
-5.13556778,9.99118575,6.73914009,2.16182153,0.00837238,3.38696171,0.07049732,2.88212152
-5.12956478,10.00753452,6.70955673,2.20908946,0.00788069,3.50913822,0.06760125,2.76991525
-5.12356178,10.04296898,6.67838077,2.26457571,0.00740004,3.64438969,0.06483448,2.65735962
-5.11755878,10.09880715,6.64604794,2.32837096,0.00693702,3.79239097,0.06222908,2.54567610
-5.11155578,10.17585537,6.61287926,2.40041166,0.00649737,3.95260370,0.05981146,2.43596356
-5.10555278,10.27436264,6.57907304,2.48046827,0.00608582,4.12426383,0.05760183,2.32918016
-5.09954977,10.39398231,6.54469896,2.56813467,0.00570609,4.30636919,0.05561389,2.22613003
-5.09354677,10.53374291,6.50969411,2.66281922,0.00536082,4.49766832,0.05385464,2.12745499
-5.08754377,10.69202963,6.47386126,2.76373841,0.00505159,4.69665142,0.05232442,2.03363105
-5.08154077,10.86657846,6.43686939,2.86991370,0.00477894,4.90154494,0.05101711,1.94496975
-5.07553777,11.05448445,6.39825669,2.98017248,0.00454244,5.11031115,0.04992051,1.86162381
-5.06953477,11.25222594,6.35743636,3.09315383,0.00434075,5.32065431,0.04901686,1.78359680
-5.06353177,11.45570590,6.31370532,3.20731991,0.00417175,5.53003459,0.04828357,1.71075614
-5.05752876,11.66031147,6.26625649,3.32097344,0.00403261,5.73569113,0.04769399,1.64284908
-5.05152576,11.86099213,6.21419460,3.43228156,0.00391996,5.93467502,0.04721831,1.57952087
-5.04552276,12.05235615,6.15655609,3.53930633,0.00382998,6.12389257,0.04682459,1.52033452
-5.03951976,12.22878452,6.09233301,3.64004137,0.00375859,6.30015901,0.04647975,1.46479172
-5.03351676,12.38456019,6.02050100,3.73245426,0.00370153,6.46026170,0.04615062,1.41235408
-5.02751376,12.51401018,5.94005089,3.81453370,0.00365454,6.60103188,0.04580499,1.36246430
-5.02151076,12.61165662,5.85002354,3.88434010,0.00361349,6.71942282,0.04541252,1.31456667
-5.01550775,12.67237232,5.74954684,3.94005811,0.00357445,6.81259219,0.04494571,1.26812638
-5.00950475,12.69153576,5.63787395,3.98004928,0.00353384,6.87798556,0.04438064,1.22264732
-5.00350175,12.66517975,5.51442118,4.00290268,0.00348853,6.91341781,0.04369766,1.17768774
-4.99749875,12.59012800,5.37880411,4.00748162,0.00343586,6.91714905,0.04288188,1.13287364
-4.99149575,12.46411385,5.23087017,3.99296433,0.00337372,6.88795150,0.04192353,1.08790957
-4.98549275,12.28587563,5.07072613,3.95887665,0.00330058,6.82516409,0.04081813,1.04258654
-4.97948974,12.05522422,4.89875885,3.90511520,0.00321552,6.72873183,0.03956647,0.99678701
-4.97348674,11.77307905,4.71564799,3.83195969,0.00311819,6.59922767,0.03817446,0.95048693
-4.96748374,11.44147018,4.52236962,3.74007355,0.00300877,6.43785530,0.03665281,0.90375489
-4.96148074,11.06350559,4.32019020,3.63049253,0.00288799,6.24643193,0.03501654,0.85674844
-4.95547774,10.64330418,4.11065060,3.50460152,0.00275698,6.02735150,0.03328439,0.80970794
-4.94947474,10.18589675,3.89554043,3.36410031,0.00261729,5.78352916,0.03147816,0.76294810
-4.94347174,9.69709835,3.67686354,3.21095958,0.00247074,5.51832912,0.02962198,0.71684770
-4.93746873,9.18335710,3.45679561,3.04736874,0.00231940,5.23547858,0.02774151,0.67183777
-4.93146573,8.65158496,3.23763552,2.87567776,0.00216545,4.93897106,0.02586316,0.62838867
-4.92546273,8.10897730,3.02175200,2.69833517,0.00201114,4.63296307,0.02401340,0.58699648
-4.91945973,7.56282775,2.81152761,2.51782474,0.00185868,4.32166797,0.02221796,0.54816915
-4.91345673,7.02034533,2.60930184,2.33660308,0.00171023,4.00925125,0.02050131,0.51241258
-4.90745373,6.48848007,2.41731529,2.15704049,0.00156776,3.69973081,0.01888599,0.48021713
-4.90145073,5.97376284,2.23765657,1.98136705,0.00143307,3.39688599,0.01739224,0.45204473
-4.89544772,5.48216408,2.07221347,1.81162554,0.00130772,3.10417790,0.01603762,0.42831673
-4.88944472,5.01897501,1.92262958,1.64963246,0.00119300,2.82468340,0.01483671,0.40940281
-4.88344172,4.58871387,1.79026743,1.49694807,0.00108993,2.56104412,0.01380102,0.39561086
-4.87743872,4.19505819,1.67617878,1.35485557,0.00099925,2.31543128,0.01293887,0.38717818
-4.87143572,3.84080343,1.58108243,1.22434976,0.00092141,2.08952619,0.01225542,0.38426388
-4.86543272,3.52784709,1.50534999,1.10613434,0.00085659,1.88451579,0.01175278,0.38694280
-4.85942971,3.25719647,1.44899947,1.00062752,0.00080472,1.70110203,0.01143019,0.39520089
-4.85342671,3.02899818,1.41169674,0.90797471,0.00076549,1.53952357,0.01128421,0.40893238
-4.84742371,2.84258649,1.39276465,0.82806732,0.00073838,1.39958765,0.01130905,0.42793884
-4.84142071,2.69654781,1.39119969,0.76056652,0.00072268,1.28071043,0.01149687,0.45193032
-4.83541771,2.58879862,1.40569581,0.70493058,0.00071756,1.18196348,0.01183820,0.48052883
-4.82941471,2.51667381,1.43467522,0.66044494,0.00072202,1.10212465,0.01232233,0.51327427
-4.82341171,2.47702314,1.47632558,0.62625366,0.00073502,1.03973138,0.01293777,0.54963300
-4.81740870,2.46631322,1.52864326,0.60139161,0.00075543,0.99313502,0.01367275,0.58900904
-4.81140570,2.48073288,1.58948188,0.58481629,0.00078210,0.96055455,0.01451569,0.63075786
-4.80540270,2.51629979,1.65660520,0.57543890,0.00081389,0.94012890,0.01545572,0.67420253
-4.79939970,2.56896645,1.72774341,0.57215390,0.00084969,0.92996653,0.01648317,0.71865193
-4.79339670,2.63472340,1.80065143,0.57386664,0.00088846,0.92819199,0.01759005,0.76342051
-4.78739370,2.70969779,1.87316755,0.57951868,0.00092923,0.93298834,0.01877042,0.80784889
-4.78139070,2.79024523,1.94327078,0.58811049,0.00097114,0.94263540,0.02002081,0.85132464
-4.77538769,2.87303281,2.00913494,0.59872116,0.00101349,0.95554302,0.02134042,0.89330219
-4.76938469,2.95511136,2.06917748,0.61052489,0.00105569,0.97027916,0.02273130,0.93332115
-4.76338169,3.03397488,2.12210111,0.62280408,0.00109732,0.98559249,0.02419833,0.97102201
-4.75737869,3.10760539,2.16692657,0.63495871,0.00113815,1.00042909,0.02574910,1.00615836
-4.75137569,3.17450182,2.20301473,0.64651203,0.00117808,1.01394316,0.02739356,1.03860499
-4.74537269,3.23369198,2.23007728,0.65711240,0.00121720,1.02550159,0.02914361,1.06836130
-4.73936968,3.28472703,2.24817498,0.66653126,0.00125578,1.03468243,0.03101242,1.09554970
-4.73336668,3.32765893,2.25770363,0.67465760,0.00129423,1.04126742,0.03301365,1.12040909
-4.72736368,3.36300170,2.25936816,0.68148886,0.00133312,1.04522900,0.03516064,1.14328351
-4.72136068,3.39167829,2.25414589,0.68711901,0.00137315,1.04671217,0.03746534,1.16460673
-4.71535768,3.41495551,2.24324074,0.69172402,0.00141516,1.04601226,0.03993738,1.18488341
-4.70935468,3.43436998,2.22803027,0.69554555,0.00146014,1.04354912,0.04258308,1.20466804
-4.70335168,3.45164868,2.21000840,0.69887345,0.00150919,1.03983908,0.04540450,1.22454270
-4.69734867,3.46862788,2.19072620,0.70202793,0.00156355,1.03546577,0.04839874,1.24509497
-4.69134567,3.48717420,2.17173371,0.70534210,0.00162462,1.03105077,0.05155725,1.26689735
-4.68534267,3.50911147,2.15452546,0.70914562,0.00169397,1.02722560,0.05486554,1.29048911
-4.67933967,3.53615663,2.14049209,0.71375023,0.00177336,1.02460581,0.05830306,1.31636175
-4.67333667,3.56986716,2.13088006,0.71943757,0.00186479,1.02376825,0.06184341,1.34494865
-4.66733367,3.61160186,2.12676097,0.72644976,0.00197055,1.02523223,0.06545482,1.37661935
-4.66133067,3.66249584,2.12901130,0.73498301,0.00209322,1.02944494,0.06910099,1.41167832
-4.65532766,3.72344941,2.13830277,0.74518413,0.00223577,1.03677148,0.07274213,1.45036819
-4.64932466,3.79513004,2.15510288,0.75714995,0.00240154,1.04748921,0.07633627,1.49287631
-4.64332166,3.87798515,2.17968443,0.77092918,0.00259428,1.06178630,0.07984074,1.53934409
-4.63731866,3.97226315,2.21214264,0.78652632,0.00281819,1.07976383,0.08321369,1.58987756
-4.63131566,4.07803960,2.25241755,0.80390688,0.00307786,1.10144057,0.08641573,1.64455799
-4.62531266,4.19524497,2.30031977,0.82300350,0.00337827,1.12675986,0.08941140,1.70345111
-4.61930965,4.32369075,2.35555702,0.84372196,0.00372471,1.15559742,0.09217054,1.76661380
-4.61330665,4.46309065,2.41775941,0.86594686,0.00412269,1.18776949,0.09466946,1.83409689
-4.60730365,4.61307470,2.48650136,0.88954607,0.00457777,1.22304032,0.09689176,1.90594363
-4.60130065,4.77319425,2.56131872,0.91437386,0.00509545,1.26112861,0.09882884,1.98218316
-4.59529765,4.94291737,2.64171998,0.94027229,0.00568094,1.30171241,0.10048005,2.06281907
-4.58929465,5.12161471,2.72719110,0.96707103,0.00633892,1.34443242,0.10185246,2.14781369
-4.58329165,5.30853722,2.81719416,0.99458555,0.00707333,1.38889370,0.10296020,2.23706868
-4.57728864,5.50278784,2.91116043,1.02261422,0.00788706,1.43466620,0.10382358,2.33040349
-4.57128564,5.70329006,3.00847917,1.05093461,0.00878174,1.48128452,0.10446780,2.42753312
-4.56528264,5.90875692,3.10848372,1.07929973,0.00975746,1.52824765,0.10492154,2.52804692
-4.55927964,6.11766397,3.21043680,1.10743471,0.01081255,1.57501925,0.10521540,2.63139041
-4.55327664,6.32822989,3.31351697,1.13503462,0.01194339,1.62102934,0.10538024,2.73685161
-4.54727364,6.53840807,3.41680814,1.16176386,0.01314425,1.66567773,0.10544560,2.84355374
-4.54127064,6.74589164,3.51929391,1.18725776,0.01440725,1.70834001,0.10543827,2.95045525
-4.53526763,6.94813377,3.61985800,1.21112641,0.01572231,1.74837602,0.10538096,3.05635820
-4.52926463,7.14238385,3.71729173,1.23296109,0.01707724,1.78514103,0.10529134,3.15992512
-4.52326163,7.32573923,3.81030881,1.25234291,0.01845790,1.81799928,0.10518127,3.25970425
-4.51725863,7.49521077,3.89756728,1.26885366,0.01984840,1.84633959,0.10505641,3.35416241
-4.51125563,7.64779986,3.97769781,1.28208807,0.02123144,1.86959204,0.10491617,3.44172417
-4.50525263,7.78058328,4.04933719,1.29166713,0.02258866,1.88724520,0.10475392,3.52081578
-4.49924962,7.89080183,4.11116526,1.29725159,0.02390108,1.89886279,0.10455752,3.58991187
-4.49324662,7.97594849,4.16194344,1.29855492,0.02514958,1.90409876,0.10431014,3.64758275
-4.48724362,8.03385144,4.20055294,1.29535495,0.02631540,1.90271001,0.10399117,3.69254012
-4.48124062,8.06274785,4.22603043,1.28750353,0.02738061,1.89456582,0.10357740,3.72367911
-4.47523762,8.06134474,4.23759950,1.27493365,0.02832861,1.87965346,0.10304419,3.74011468
-4.46923462,8.02886400,4.23469635,1.25766354,0.02914459,1.85807957,0.10236669,3.74121080
-4.46323162,7.96506947,4.21698835,1.23579758,0.02981590,1.83006710,0.10152102,3.72660125
-4.45722861,7.87027535,4.18438483,1.20952393,0.03033237,1.79594818,0.10048542,3.69620125
-4.45122561,7.74533565,4.13703981,1.17910914,0.03068657,1.75615305,0.09924120,3.65020963
-4.44522261,7.59161608,4.07534671,1.14488988,0.03087395,1.71119584,0.09777357,3.58910183
-4.43921961,7.41094997,3.99992562,1.10726247,0.03089291,1.66165797,0.09607232,3.51361423
-4.43321661,7.20558110,3.91160410,1.06667068,0.03074475,1.60816996,0.09413229,3.42472087
-4.42721361,6.97809627,3.81139257,1.02359249,0.03043359,1.55139273,0.09195362,3.32360382
-4.42121061,6.73135117,3.70045566,0.97852641,0.02996613,1.49199919,0.08954185,3.21161868
-4.41520760,6.46839287,3.58008086,0.93197811,0.02935143,1.43065706,0.08690779,3.09025669
-4.40920460,6.19238213,3.45164594,0.88444787,0.02860059,1.36801346,0.08406732,2.96110521
-4.40320160,5.90651857,3.31658628,0.83641931,0.02772638,1.30468201,0.08104088,2.82580794
-4.39719860,5.61397111,3.17636338,0.78834983,0.02674290,1.24123261,0.07785298,2.68602626
-4.39119560,5.31781562,3.03243528,0.74066291,0.02566519,1.17818412,0.07453156,2.54340300
-4.38519260,5.02098116,2.88622983,0.69374248,0.02450884,1.11599984,0.07110721,2.39952950
-4.37918959,4.72620568,2.73912108,0.64792925,0.02328967,1.05508575,0.06761242,2.25591670
-4.37318659,4.43600126,2.59240916,0.60351890,0.02202341,0.99579088,0.06408078,2.11397092
-4.36718359,4.15262902,2.44730381,0.56076194,0.02072535,0.93840971,0.06054617,1.97497431
-4.36118059,3.87808286,2.30491138,0.51986503,0.01941017,0.88318591,0.05704198,1.84007030
-4.35517759,3.61408139,2.16622527,0.48099332,0.01809169,0.83031701,0.05360034,1.71025385
-4.34917459,3.36206701,2.03211952,0.44427360,0.01678268,0.77995956,0.05025154,1.58636618
-4.34317159,3.12321104,1.90334530,0.40979795,0.01549479,0.73223429,0.04702337,1.46909368
-4.33716858,2.89842370,1.78052991,0.37762760,0.01423842,0.68723109,0.04394070,1.35897047
-4.33116558,2.68836807,1.66417819,0.34779679,0.01302268,0.64501338,0.04102507,1.25638422
-4.32516258,2.49347675,1.55467578,0.32031634,0.01185536,0.60562183,0.03829445,1.16158444
-4.31915958,2.31397044,1.45229415,0.29517695,0.01074296,0.56907728,0.03576307,1.07469295
-4.31315658,2.14987764,1.35719697,0.27235207,0.00969065,0.53538295,0.03344142,0.99571568
-4.30715358,2.00105459,1.26944762,0.25180018,0.00870241,0.50452578,0.03133626,0.92455547
