energy_ev,total_up,Au_p_up,Au_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,3.17005956,0.24776641,2.80025202,0.24567899,0.00487912,0.04879968,0.10145447
-5.99399700,3.14868779,0.24643022,2.78142526,0.24361102,0.00478419,0.04851779,0.10161898
-5.98799400,3.12082457,0.24454446,2.75684791,0.24104022,0.00469663,0.04812131,0.10164471
-5.98199100,3.08748873,0.24216724,2.72744104,0.23803621,0.00461838,0.04761335,0.10157022
-5.97598799,3.04988007,0.23937530,2.69428327,0.23468091,0.00455160,0.04700005,0.10143976
-5.96998499,3.00933640,0.23626055,2.65857272,0.23106538,0.00449857,0.04629030,0.10130153
-5.96398199,2.96728503,0.23292606,2.62158433,0.22728634,0.00446167,0.04549537,0.10120578
-5.95797899,2.92519115,0.22948152,2.58462452,0.22344243,0.00444324,0.04462842,0.10120282
-5.95197599,2.88450549,0.22603860,2.54898533,0.21963042,0.00444551,0.04370391,0.10134109
-5.94597299,2.84661351,0.22270626,2.51589999,0.21594164,0.00447049,0.04273704,0.10166527
-5.93996998,2.81278859,0.21958631,2.48650211,0.21245870,0.00451991,0.04174311,0.10221460
-5.93396698,2.78415104,0.21676936,2.46178998,0.20925262,0.00459510,0.04073697,0.10302146
-5.92796398,2.76163460,0.21433138,2.44259751,0.20638063,0.00469694,0.03973245,0.10411024
-5.92196098,2.74596184,0.21233100,2.42957291,0.20388461,0.00482579,0.03874197,0.10549660
-5.91595798,2.73762893,0.21080756,2.42316564,0.20179026,0.00498150,0.03777622,0.10718703
-5.90995498,2.73690027,0.20978013,2.42362188,0.20010698,0.00516333,0.03684391,0.10917888
-5.90395198,2.74381273,0.20924739,2.43098837,0.19882849,0.00537000,0.03595176,0.11146065
-5.89794897,2.75818882,0.20918837,2.44512398,0.19793404,0.00559973,0.03510452,0.11401269
-5.89194597,2.77965766,0.20956399,2.46571811,0.19739021,0.00585022,0.03430511,0.11680815
-5.88594297,2.80768254,0.21031928,2.49231467,0.19715314,0.00611881,0.03355493,0.11981413
-5.87993997,2.84159339,0.21138617,2.52434031,0.19717101,0.00640250,0.03285416,0.12299305
-5.87393697,2.88062225,0.21268667,2.56113525,0.19738674,0.00669804,0.03220217,0.12630410
-5.86793397,2.92394018,0.21413628,2.60198527,0.19774070,0.00700210,0.03159789,0.12970468
-5.86193097,2.97069356,0.21564748,2.64615319,0.19817327,0.00731131,0.03104022,0.13315185
-5.85592796,3.02003832,0.21713307,2.69290842,0.19862725,0.00762240,0.03052841,0.13660365
-5.84992496,3.07117047,0.21850937,2.74155333,0.19904988,0.00793229,0.03006228,0.14002032
-5.84392196,3.12335176,0.21969896,2.79144537,0.19939452,0.00823822,0.02964248,0.14336529
-5.83791896,3.17592953,0.22063293,2.84201411,0.19962182,0.00853775,0.02927059,0.14660595
-5.83191596,3.22835017,0.22125272,2.89277267,0.19970053,0.00882892,0.02894915,0.14971421
-5.82591296,3.28016592,0.22151125,2.94332334,0.19960772,0.00911021,0.02868151,0.15266683
-5.81990995,3.33103502,0.22137354,2.99335752,0.19932868,0.00938061,0.02847172,0.15544544
-5.81390695,3.38071578,0.22081677,3.04265016,0.19885636,0.00963958,0.02832424,0.15803643
-5.80790395,3.42905508,0.21982982,3.09104953,0.19819051,0.00988706,0.02824360,0.16043059
-5.80190095,3.47597238,0.21841240,3.13846297,0.19733659,0.01012338,0.02823405,0.16262261
-5.79589795,3.52144035,0.21657381,3.18483977,0.19630448,0.01034922,0.02829920,0.16461041
-5.78989495,3.56546338,0.21433148,3.23015214,0.19510715,0.01056553,0.02844162,0.16639447
-5.78389195,3.60805531,0.21170935,3.27437570,0.19375925,0.01077342,0.02866254,0.16797702
-5.77788894,3.64921772,0.20873624,3.31747039,0.19227590,0.01097408,0.02896152,0.16936132
-5.77188594,3.68892017,0.20544423,3.35936324,0.19067149,0.01116864,0.02933628,0.17055092
-5.76588294,3.72708335,0.20186713,3.39993384,0.18895875,0.01135815,0.02978256,0.17154901
-5.75987994,3.76356631,0.19803928,3.43900340,0.18714800,0.01154342,0.03029407,0.17235791
-5.75387694,3.79815832,0.19399439,3.47632824,0.18524671,0.01172499,0.03086258,0.17297867
-5.74787394,3.83057608,0.18976480,3.51159790,0.18325922,0.01190308,0.03147802,0.17341081
-5.74187094,3.86046623,0.18538096,3.54443831,0.18118679,0.01207755,0.03212877,0.17365220
-5.73586793,3.88741330,0.18087112,3.57441970,0.17902787,0.01224790,0.03280193,0.17369918
-5.72986493,3.91095258,0.17626135,3.60106918,0.17677850,0.01241330,0.03348371,0.17354676
-5.72386193,3.93058740,0.17157572,3.62388724,0.17443295,0.01257261,0.03415985,0.17318892
-5.71785893,3.94580996,0.16683665,3.64236748,0.17198445,0.01272446,0.03481604,0.17261914
-5.71185593,3.95612462,0.16206541,3.65601861,0.16942594,0.01286734,0.03543839,0.17183092
-5.70585293,3.96107265,0.15728264,3.66438772,0.16675091,0.01299967,0.03601386,0.17081840
