energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.89194597,0.80004632,0.29705065,0.11054307,0.00036957,0.03190025,0.01097557,0.50550408,0.20910961,0.08151485
-5.88594297,0.73173428,0.26970540,0.09946300,0.00032259,0.02930935,0.01035453,0.46245627,0.18548169,0.07575555
-5.87993997,0.66742900,0.24429333,0.08934616,0.00027978,0.02683585,0.00971558,0.42197357,0.16388243,0.07015632
-5.87393697,0.60742688,0.22092155,0.08019334,0.00024109,0.02450016,0.00906714,0.38424439,0.14433066,0.06476324
-5.86793397,0.55199720,0.19967672,0.07200138,0.00020642,0.02232179,0.00841792,0.34943949,0.12682058,0.05962208
-5.86193097,0.50138382,0.18062719,0.06476484,0.00017562,0.02031932,0.00777669,0.31771292,0.11132565,0.05477759
-5.85592796,0.45580648,0.16382497,0.05847744,0.00014848,0.01851041,0.00715207,0.28920284,0.09780265,0.05027277
-5.84992496,0.41546207,0.14930761,0.05313320,0.00012477,0.01691187,0.00655233,0.26403219,0.08619564,0.04614827
-5.84392196,0.38052555,0.13709971,0.04872733,0.00010425,0.01553981,0.00598523,0.24230897,0.07643964,0.04244176
-5.83791896,0.35115052,0.12721419,0.04525682,0.00008665,0.01440968,0.00545792,0.22412644,0.06846397,0.03918739
-5.83191596,0.32746933,0.11965305,0.04272066,0.00007169,0.01353651,0.00497682,0.20956285,0.06219514,0.03641542
-5.82591296,0.30959264,0.11440771,0.04111993,0.00005910,0.01293493,0.00454759,0.19868083,0.05755904,0.03415177
-5.81990995,0.29760833,0.11145883,0.04045745,0.00004864,0.01261931,0.00417511,0.19152639,0.05448265,0.03241775
-5.81390695,0.29157962,0.11077577,0.04073727,0.00004006,0.01260372,0.00386346,0.18812746,0.05289501,0.03122985
-5.80790395,0.29154240,0.11231549,0.04196383,0.00003312,0.01290189,0.00361597,0.18849190,0.05272758,0.03059947
-5.80190095,0.29750171,0.11602116,0.04414094,0.00002761,0.01352703,0.00343525,0.19260513,0.05391405,0.03053273
-5.79589795,0.30942744,0.12182047,0.04727057,0.00002336,0.01449160,0.00332326,0.20042726,0.05638952,0.03103035
-5.78989495,0.32724927,0.12962380,0.05135142,0.00002018,0.01580691,0.00328134,0.21188996,0.06008936,0.03208742
-5.78389195,0.35085122,0.13932232,0.05637746,0.00001794,0.01748271,0.00331029,0.22689310,0.06494762,0.03369327
-5.77788894,0.38006583,0.15078622,0.06233638,0.00001650,0.01952665,0.00341037,0.24530134,0.07089526,0.03583127
-5.77188594,0.41466854,0.16386329,0.06920809,0.00001576,0.02194368,0.00358142,0.26694097,0.07785834,0.03847878
-5.76588294,0.45437245,0.17837788,0.07696328,0.00001562,0.02473548,0.00382284,0.29159712,0.08575616,0.04160703
-5.75987994,0.49882415,0.19413049,0.08556224,0.00001599,0.02789985,0.00413363,0.31901168,0.09449968,0.04518118
-5.75387694,0.54760083,0.21089815,0.09495387,0.00001682,0.03143020,0.00451241,0.34888225,0.10399018,0.04916040
-5.74787394,0.60020928,0.22843559,0.10507509,0.00001805,0.03531513,0.00495745,0.38086224,0.11411839,0.05349820
-5.74187094,0.65608723,0.24647744,0.11585064,0.00001963,0.03953816,0.00546670,0.41456243,0.12476413,0.05814287
-5.73586793,0.71460717,0.26474136,0.12719339,0.00002153,0.04407765,0.00603775,0.44955424,0.13579659,0.06303814
-5.72986493,0.77508312,0.28293218,0.13900514,0.00002372,0.04890698,0.00666791,0.48537461,0.14707523,0.06812406
-5.72386193,0.83678030,0.30074695,0.15117791,0.00002617,0.05399493,0.00735421,0.52153279,0.15845141,0.07333810
-5.71785893,0.89892773,0.31788077,0.16359582,0.00002888,0.05930637,0.00809340,0.55751865,0.16977064,0.07861650
-5.71185593,0.96073342,0.33403336,0.17613737,0.00003185,0.06480320,0.00888205,0.59281274,0.18087552,0.08389577
-5.70585293,1.02140194,0.34891595,0.18867816,0.00003507,0.07044557,0.00971649,0.62689743,0.19160912,0.08911431
-5.69984992,1.08015373,0.36225852,0.20109386,0.00003857,0.07619323,0.01059293,0.65926909,0.20181892,0.09421429
-5.69384692,1.13624536,0.37381689,0.21326342,0.00004239,0.08200713,0.01150739,0.68945077,0.21136092,0.09914336
-5.68784392,1.18899023,0.38337953,0.22507230,0.00004658,0.08785105,0.01245582,0.71700491,0.22010394,0.10385650
-5.68184092,1.23777853,0.39077383,0.23641558,0.00005123,0.09369326,0.01343401,0.74154551,0.22793388,0.10831765
-5.67583792,1.28209587,0.39587147,0.24720086,0.00005644,0.09950813,0.01443762,0.76274945,0.23475772,0.11250123
-5.66983492,1.32153957,0.39859277,0.25735080,0.00006236,0.10527757,0.01546216,0.78036622,0.24050720,0.11639329
-5.66383192,1.35583191,0.39890982,0.26680513,0.00006916,0.11099220,0.01650291,0.79422589,0.24514182,0.11999246
-5.65782891,1.38482972,0.39684818,0.27552219,0.00007707,0.11665225,0.01755489,0.80424474,0.24865129,0.12331038
-5.65182591,1.40852995,0.39248725,0.28347975,0.00008637,0.12226806,0.01861274,0.81042847,0.25105706,0.12637177
-5.64582291,1.42707072,0.38595909,0.29067527,0.00009738,0.12786017,0.01967071,0.81287285,0.25241303,0.12921407
-5.63981991,1.44072816,0.37744589,0.29712551,0.00011050,0.13345897,0.02072253,0.81176165,0.25280535,0.13188654
-5.63381691,1.44990889,0.36717610,0.30286559,0.00012616,0.13910389,0.02176136,0.80736219,0.25235119,0.13444908
-5.62781391,1.45513873,0.35541948,0.30794763,0.00014490,0.14484223,0.02277978,0.80001853,0.25119676,0.13697052
-5.62181091,1.45704800,0.34248104,0.31243887,0.00016729,0.15072760,0.02376974,0.79014271,0.24951440,0.13952671
-5.61580790,1.45635421,0.32869434,0.31641968,0.00019396,0.15681801,0.02472266,0.77820440,0.24749895,0.14219827
-5.60980490,1.45384280,0.31441417,0.31998127,0.00022561,0.16317385,0.02562942,0.76471935,0.24536351,0.14506829
-5.60380190,1.45034665,0.30000890,0.32322345,0.00026299,0.16985565,0.02648059,0.75023705,0.24333463,0.14821984
-5.59779890,1.44672514,0.28585273,0.32625232,0.00030687,0.17692191,0.02726655,0.73532811,0.24164720,0.15173360
-5.59179590,1.44384343,0.27231801,0.32917801,0.00035803,0.18442685,0.02797777,0.72057150,0.24053896,0.15568557
-5.58579290,1.44255243,0.25976770,0.33211261,0.00041725,0.19241850,0.02860501,0.70654226,0.24024500,0.16014491
-5.57978989,1.44366994,0.24854828,0.33516803,0.00048529,0.20093689,0.02913970,0.69379958,0.24099214,0.16517214
-5.57378689,1.44796332,0.23898306,0.33845399,0.00056282,0.21001263,0.02957416,0.68287566,0.24299341,0.17081751
-5.56778389,1.45613367,0.23136596,0.34207596,0.00065044,0.21966577,0.02990195,0.67426535,0.24644274,0.17711986
-5.56178089,1.46880181,0.22595590,0.34613305,0.00074860,0.22990513,0.03011815,0.66841656,0.25150993,0.18410567
-5.55577789,1.48649588,0.22297179,0.35071574,0.00085758,0.24072797,0.03021951,0.66572158,0.25833597,0.19178862
-5.54977489,1.50964068,0.22258813,0.35590345,0.00097748,0.25212013,0.03020473,0.66650912,0.26702884,0.20016944
-5.54377189,1.53854853,0.22493124,0.36176197,0.00110811,0.26405652,0.03007447,0.67103727,0.27765998,0.20923607
-5.53776888,1.57341191,0.23007629,0.36834071,0.00124905,0.27650199,0.02983141,0.67948735,0.29026135,0.21896423
-5.53176588,1.61429776,0.23804502,0.37566989,0.00139956,0.28941258,0.02948016,0.69195867,0.30482343,0.22931824
-5.52576288,1.66114374,0.24880439,0.38375777,0.00155859,0.30273702,0.02902715,0.70846449,0.32129414,0.24025205
-5.51975988,1.71375662,0.26226618,0.39258812,0.00172475,0.31641845,0.02848037,0.72892931,0.33957888,0.25171057
-5.51375688,1.77181328,0.27828769,0.40211803,0.00189635,0.33039641,0.02784912,0.75318783,0.35954175,0.26363116
-5.50775388,1.83486446,0.29667365,0.41227640,0.00207138,0.34460885,0.02714364,0.78098577,0.38100810,0.27594527
-5.50175088,1.90234188,0.31717945,0.42296320,0.00224755,0.35899425,0.02637482,0.81198293,0.40376847,0.28858017
-5.49574787,1.97356879,0.33951577,0.43404976,0.00242234,0.37349366,0.02555376,0.84575875,0.42758386,0.30146076
-5.48974487,2.04777436,0.36335465,0.44538024,0.00259304,0.38805270,0.02469149,0.88182052,0.45219239,0.31451140
-5.48374187,2.12411173,0.38833702,0.45677439,0.00275682,0.40262329,0.02379859,0.91961434,0.47731713,0.32765771
-5.47773887,2.20167966,0.41408148,0.46803154,0.00291082,0.41716517,0.02288498,0.95853876,0.50267501,0.34082826
-5.47173587,2.27954729,0.44019433,0.47893595,0.00305221,0.43164708,0.02195966,0.99796096,0.52798649,0.35395607
-5.46573287,2.35678134,0.46628039,0.48926316,0.00317829,0.44604745,0.02103061,1.03723490,0.55298565,0.36697999
-5.45972986,2.43247477,0.49195452,0.49878733,0.00328655,0.46035478,0.02010467,1.07572108,0.57743041,0.37984574
-5.45372686,2.50577580,0.51685308,0.50728910,0.00337480,0.47456734,0.01918757,1.11280699,0.60111228,0.39250663
-5.44772386,2.57591601,0.54064526,0.51456373,0.00344120,0.48869249,0.01828395,1.14792752,0.62386542,0.40492392
-5.44172086,2.64223603,0.56304342,0.52042904,0.00348432,0.50274546,0.01739749,1.18058430,0.64557425,0.41706681
-5.43571786,2.70420761,0.58381211,0.52473277,0.00350325,0.51674761,0.01653103,1.21036304,0.66617955,0.42891200
-5.42971486,2.76145066,0.60277534,0.52735902,0.00349755,0.53072438,0.01568670,1.23694796,0.68568234,0.44044282
-5.42371186,2.81374423,0.61982145,0.52823329,0.00346732,0.54470289,0.01486615,1.26013231,0.70414544,0.45164806
-5.41770885,2.86103066,0.63490548,0.52732590,0.00341320,0.55870935,0.01407067,1.27982450,0.72169251,0.46252041
-5.41170585,2.90341241,0.64804872,0.52465360,0.00333630,0.57276641,0.01330135,1.29604925,0.73850435,0.47305477
-5.40570285,2.94114154,0.65933534,0.52027919,0.00323821,0.58689068,0.01255919,1.30894349,0.75481270,0.48324634
-5.39969985,2.97460225,0.66890627,0.51430919,0.00312092,0.60109044,0.01184521,1.31874717,0.77089157,0.49308875
-5.39369685,3.00428725,0.67695046,0.50688964,0.00298678,0.61536378,0.01116051,1.32578938,0.78704647,0.50257229
-5.38769385,3.03076918,0.68369404,0.49820037,0.00283837,0.62969736,0.01050628,1.33047021,0.80360195,0.51168242
-5.38169085,3.05466865,0.68938778,0.48844782,0.00267847,0.64406573,0.00988381,1.33323946,0.82088802,0.52039866
-5.37568784,3.07662052,0.69429354,0.47785699,0.00250996,0.65843157,0.00929448,1.33457324,0.83922596,0.52869392
-5.36968484,3.09724058,0.69867048,0.46666288,0.00233571,0.67274666,0.00873975,1.33494956,0.85891430,0.53653460
-5.36368184,3.11709438,0.70276157,0.45510181,0.00215856,0.68695380,0.00822106,1.33482443,0.88021549,0.54388115
-5.35767884,3.13667013,0.70678134,0.44340323,0.00198117,0.70098955,0.00773987,1.33460966,0.90334405,0.55068959
-5.35167584,3.15635733,0.71090542,0.43178220,0.00180603,0.71478775,0.00729758,1.33465347,0.92845677,0.55691356
-5.34567284,3.17643243,0.71526242,0.42043310,0.00163537,0.72828387,0.00689559,1.33522518,0.95564545,0.56250716
-5.33966983,3.19705248,0.71992864,0.40952478,0.00147114,0.74141984,0.00653526,1.33650462,0.98493262,0.56742841
-5.33366683,3.21825718,0.72492589,0.39919730,0.00131497,0.75414933,0.00621799,1.33857684,1.01627056,0.57164311
-5.32766383,3.23997933,0.73022240,0.38956037,0.00116819,0.76644331,0.00594528,1.34143234,1.04954371,0.57512914
-5.32166083,3.26206313,0.73573690,0.38069355,0.00103181,0.77829554,0.00571881,1.34497279,1.08457447,0.57788076
-5.31565783,3.28428917,0.74134542,0.37264798,0.00090654,0.78972789,0.00554055,1.34902170,1.12113212,0.57991294
-5.30965483,3.30640473,0.74689055,0.36544948,0.00079280,0.80079509,0.00541285,1.35333943,1.15894455,0.58126525
-5.30365183,3.32815747,0.75219243,0.35910284,0.00069076,0.81158872,0.00533857,1.35764157,1.19771221,0.58200527
-5.29764882,3.34933036,0.75706092,0.35359677,0.00060038,0.82224016,0.00532115,1.36161945,1.23712361,0.58223102
-5.29164582,3.36977556,0.76130818,0.34890935,0.00052143,0.83292215,0.00536473,1.36496172,1.27687149,0.58207251
-5.28564282,3.38944501,0.76476085,0.34501344,0.00045353,0.84384879,0.00547410,1.36737550,1.31666896,0.58169184
-5.27963982,3.40841540,0.76727127,0.34188176,0.00039621,0.85527371,0.00565481,1.36860591,1.35626443,0.58128194
-5.27363682,3.42690569,0.76872692,0.33949130,0.00034889,0.86748619,0.00591300,1.36845288,1.39545466,0.58106379
-5.26763382,3.44528540,0.76905762,0.33782670,0.00031098,0.88080522,0.00625541,1.36678419,1.43409492,0.58128190
-5.26163082,3.46407278,0.76824011,0.33688250,0.00028184,0.89557132,0.00668913,1.36354400,1.47210560,0.58219829
-5.25562781,3.48392206,0.76629975,0.33666394,0.00026084,0.91213626,0.00722141,1.35875644,1.50947472,0.58408490
-5.24962481,3.50559986,0.76330921,0.33718649,0.00024737,0.93085082,0.00785937,1.35252406,1.54625597,0.58721466
-5.24362181,3.52995155,0.75938435,0.33847387,0.00024083,0.95205086,0.00860967,1.34502125,1.58256218,0.59185149
-5.23761881,3.55785876,0.75467755,0.34055495,0.00024066,0.97604210,0.00947816,1.33648313,1.61855447,0.59823954
-5.23161581,3.59018995,0.74936879,0.34345951,0.00024633,1.00308419,0.01046942,1.32719053,1.65442745,0.60659203
-5.22561281,3.62774652,0.74365523,0.34721327,0.00025733,1.03337461,0.01158642,1.31745203,1.69039133,0.61708023
-5.21960980,3.67120727,0.73773971,0.35183254,0.00027319,1.06703324,0.01283005,1.30758420,1.72665181,0.62982310
-5.21360680,3.72107433,0.73181906,0.35731864,0.00029342,1.10408838,0.01419877,1.29789109,1.76338903,0.64487797
-5.20760380,3.77762368,0.72607271,0.36365282,0.00031757,1.14446502,0.01568825,1.28864438,1.80073691,0.66223291
-5.20160080,3.84086356,0.72065248,0.37079178,0.00034516,1.18797612,0.01729111,1.28006535,1.83876418,0.68180128
-5.19559780,3.91050342,0.71567400,0.37866420,0.00037572,1.23431781,0.01899675,1.27230967,1.87745856,0.70341878
-5.18959480,3.98593609,0.71121032,0.38716871,0.00040874,1.28306893,0.02079123,1.26545607,1.91671525,0.72684342
-5.18359180,4.06623472,0.70728811,0.39617337,0.00044369,1.33369550,0.02265736,1.25949950,1.95633084,0.75175857
-5.17758879,4.15016589,0.70388664,0.40551694,0.00048004,1.38556030,0.02457483,1.25434928,1.99600333,0.77777924
-5.17158579,4.23621881,0.70093957,0.41501187,0.00051719,1.43793753,0.02652055,1.24983240,2.03533864,0.80446146
-5.16558279,4.32265028,0.69833959,0.42444915,0.00055456,1.49003231,0.02846908,1.24570177,2.07386372,0.83131453
-5.15957979,4.40754367,0.69594544,0.43360462,0.00059153,1.54100436,0.03039320,1.24164904,2.11104570,0.85781581
-5.15357679,4.48887969,0.69359108,0.44224676,0.00062749,1.58999517,0.03226459,1.23732131,2.14631642,0.88342741
-5.14757379,4.56461575,0.69109650,0.45014541,0.00066182,1.63615745,0.03405462,1.23234085,2.17910104,0.90761425
-5.14157079,4.63277034,0.68827939,0.45708119,0.00069393,1.67868571,0.03573519,1.22632664,2.20884930,0.92986268
-5.13556778,4.69150835,0.68496726,0.46285504,0.00072329,1.71684652,0.03727958,1.21891675,2.23506769,0.94969878
-5.12956478,4.73922305,0.68100920,0.46729751,0.00074938,1.75000704,0.03866335,1.20979020,2.25735072,0.96670565
-5.12356178,4.77461065,0.67628665,0.47027725,0.00077178,1.77766046,0.03986514,1.19868719,2.27540938,0.98053875
-5.11755878,4.79673362,0.67072264,0.47170828,0.00079014,1.79944692,0.04086746,1.18542663,2.28909516,0.99093874
-5.11155578,4.80506930,0.66428904,0.47155565,0.00080421,1.81516901,0.04165728,1.16992003,2.29841792,0.99774096
-5.10555278,4.79954137,0.65701135,0.46983918,0.00081384,1.82480076,0.04222656,1.15218111,2.30355649,1.00088136
-5.09954977,4.78053233,0.64897079,0.46663498,0.00081900,1.82848974,0.04257256,1.13233051,2.30486119,1.00039836
-5.09354677,4.74887613,0.64030375,0.46207466,0.00081974,1.82655202,0.04269797,1.11059548,2.30284771,0.99643069
-5.08754377,4.70583127,0.63119839,0.45634223,0.00081625,1.81946006,0.04261085,1.08730459,2.29818259,0.98921129
-5.08154077,4.65303542,0.62188868,0.44966873,0.00080882,1.80782417,0.04232435,1.06287768,2.29166066,0.97905745
-5.07553777,4.59244371,0.61264629,0.44232474,0.00079781,1.79236830,0.04185627,1.03781161,2.28417551,0.96635780
-5.06953477,4.52625346,0.60377043,0.43461124,0.00078367,1.77390121,0.04122842,1.01266238,2.27668431,0.95155672
-5.06353177,4.45681893,0.59557643,0.42684891,0.00076692,1.75328451,0.04046585,0.98802472,2.27016863,0.93513683
-5.05752876,4.38655984,0.58838336,0.41936657,0.00074809,1.73139886,0.03959599,0.96450976,2.26559300,0.91760039
-5.05152576,4.31786791,0.58250140,0.41248908,0.00072777,1.70910995,0.03864763,0.94272204,2.26386344,0.89945055
-5.04552276,4.25301548,0.57821938,0.40652522,0.00070652,1.68723582,0.03764999,0.92323676,2.26578756,0.88117306
-5.03951976,4.19407015,0.57579319,0.40175607,0.00068488,1.66651682,0.03663168,0.90657810,2.27203847,0.86321932
-5.03351676,4.14281893,0.57543533,0.39842436,0.00066337,1.64758956,0.03561981,0.89319974,2.28312377,0.84599149
-5.02751376,4.10070499,0.57730627,0.39672523,0.00064244,1.63096576,0.03463913,0.88346809,2.29936136,0.82983006
-5.02151076,4.06877930,0.58150769,0.39679870,0.00062246,1.61701694,0.03371128,0.87764893,2.32086276,0.81500443
-5.01550775,4.04766880,0.58807811,0.39872426,0.00060375,1.60596515,0.03285423,0.87589801,2.34752489,0.80170668
-5.00950475,4.03756179,0.59699075,0.40251765,0.00058651,1.59788017,0.03208186,0.87825567,2.37903029,0.79004867
-5.00350175,4.03821086,0.60815396,0.40813009,0.00057087,1.59268277,0.03140370,0.88464584,2.41485576,0.78006242
-4.99749875,4.04895224,0.62141393,0.41544992,0.00055686,1.59015385,0.03082486,0.89487912,2.45428890,0.77170357
-4.99149575,4.06874063,0.63655961,0.42430648,0.00054446,1.58994866,0.03034613,0.90865995,2.49645152,0.76485763
-4.98549275,4.09619713,0.65332958,0.43447623,0.00053353,1.59161524,0.02996426,0.92559722,2.54032899,0.75934858
-4.97948974,4.12966813,0.67142055,0.44569076,0.00052391,1.59461625,0.02967231,0.94521818,2.58480394,0.75494939
-4.97348674,4.16729214,0.69049702,0.45764635,0.00051536,1.59835289,0.02946017,0.96698459,2.62869302,0.75139383
-4.96748374,4.20707177,0.71020186,0.47001472,0.00050764,1.60219004,0.02931515,0.99031093,2.67078504,0.74838914
-4.96148074,4.24694766,0.73016715,0.48245451,0.00050045,1.60548133,0.02922264,1.01458346,2.70987895,0.74562892
-4.95547774,4.28487143,0.75002497,0.49462312,0.00049351,1.60759328,0.02916676,1.03917968,2.74482028,0.74280568
-4.94947474,4.31887483,0.76941767,0.50618825,0.00048655,1.60792756,0.02913109,1.06348737,2.77453473,0.73962268
-4.94347174,4.34713262,0.78800717,0.51683889,0.00047930,1.60594062,0.02909924,1.08692239,2.79805765,0.73580457
-4.93746873,4.36801702,0.80548308,0.52629521,0.00047156,1.60116002,0.02905555,1.10894474,2.81455871,0.73110646
-4.93146573,4.38014213,0.82156927,0.53431706,0.00046312,1.59319723,0.02898554,1.12907229,2.82336099,0.72532125
-4.92546273,4.38239709,0.83602879,0.54071066,0.00045386,1.58175645,0.02887642,1.14689171,2.82395416,0.71828501
-4.91945973,4.37396750,0.84866695,0.54533343,0.00044368,1.56663953,0.02871746,1.16206646,2.81600162,0.70988029
-4.91345673,4.35434492,0.85933279,0.54809673,0.00043254,1.54774710,0.02850021,1.17434150,2.79934176,0.70003748
-4.90745373,4.32332488,0.86791871,0.54896647,0.00042044,1.52507610,0.02821872,1.18354498,2.77398361,0.68873425
-4.90145073,4.28099446,0.87435885,0.54796172,0.00040743,1.49871414,0.02786959,1.18958685,2.74009764,0.67599326
-4.89544772,4.22771052,0.87862608,0.54515144,0.00039361,1.46883118,0.02745193,1.19245481,2.69800211,0.66187838
-4.88944472,4.16407036,0.88072817,0.54064954,0.00037909,1.43566909,0.02696731,1.19220805,2.64814613,0.64648966
-4.88344172,4.09087665,0.88070341,0.53460868,0.00036401,1.39952973,0.02641957,1.18896906,2.59109010,0.62995753
-4.87743872,4.00909852,0.87861588,0.52721302,0.00034856,1.36076202,0.02581456,1.18291428,2.52748460,0.61243628
-4.87143572,3.91983086,0.87455089,0.51867034,0.00033290,1.31974888,0.02515994,1.17426401,2.45804863,0.59409743
-4.86543272,3.82425368,0.86861070,0.50920404,0.00031722,1.27689431,0.02446479,1.16327212,2.38354800,0.57512311
-4.85942971,3.72359331,0.86091078,0.49904516,0.00030170,1.23261127,0.02373939,1.15021605,2.30477478,0.55569982
-4.85342671,3.61908680,0.85157681,0.48842494,0.00028651,1.18731081,0.02299479,1.13538760,2.22252832,0.53601283
-4.84742371,3.51195077,0.84074239,0.47756815,0.00027183,1.14139259,0.02224256,1.11908467,2.13759856,0.51624129
-4.84142071,3.40335540,0.82854751,0.46668742,0.00025781,1.09523718,0.02149448,1.10160427,2.05075169,0.49655425
-4.83541771,3.29440403,0.81513764,0.45597868,0.00024457,1.04920011,0.02076219,1.08323692,1.96271869,0.47710770
-4.82941471,3.18611843,0.80066330,0.44561796,0.00023224,1.00360775,0.02005701,1.06426239,1.87418650,0.45804253
-4.82341171,3.07942946,0.78528001,0.43575935,0.00022090,0.95875485,0.01938962,1.04494675,1.78579193,0.43948336
-4.81740870,2.97517264,0.76914822,0.42653433,0.00021065,0.91490356,0.01876992,1.02554054,1.69811785,0.42153827
-4.81140570,2.87408786,0.75243313,0.41805217,0.00020153,0.87228374,0.01820684,1.00627793,1.61169164,0.40429914
-4.80540270,2.77682239,0.73530422,0.41040143,0.00019358,0.83109422,0.01770818,0.98737667,1.52698514,0.38784252
-4.79939970,2.68393637,0.71793428,0.40365227,0.00018682,0.79150467,0.01728049,0.96903857,1.44441604,0.37223084
-4.79339670,2.59590979,0.70049779,0.39785948,0.00018124,0.75365795,0.01692900,0.95145035,1.36435004,0.35751383
-4.78739370,2.51315028,0.68316880,0.39306600,0.00017682,0.71767247,0.01665759,0.93478478,1.28710357,0.34372997
-4.78139070,2.43600110,0.66611818,0.38930674,0.00017352,0.68364447,0.01646868,0.91920186,1.21294664,0.33090787
-4.77538769,2.36474867,0.64951040,0.38661244,0.00017129,0.65165009,0.01636332,0.90485016,1.14210568,0.31906747
-4.76938469,2.29962957,0.63350009,0.38501355,0.00017005,0.62174702,0.01634114,0.89186811,1.07476620,0.30822104
-4.76338169,2.24083672,0.61822851,0.38454379,0.00016971,0.59397584,0.01640045,0.88038535,1.01107512,0.29837392
-4.75737869,2.18852471,0.60382011,0.38524332,0.00017016,0.56836101,0.01653831,0.87052407,0.95114289,0.28952512
-4.75137569,2.14281445,0.59037964,0.38716136,0.00017130,0.54491160,0.01675064,0.86240031,0.89504543,0.28166765
-4.74537269,2.10379718,0.57798974,0.39035805,0.00017298,0.52362196,0.01703240,0.85612531,0.84282597,0.27478885
-4.73936968,2.07153804,0.56670947,0.39490555,0.00017509,0.50447232,0.01737770,0.85180665,0.79449699,0.26887058
-4.73336668,2.04607914,0.55657363,0.40088816,0.00017746,0.48742958,0.01778005,0.84954921,0.75004226,0.26388954
-4.72736368,2.02744221,0.54759324,0.40840137,0.00017998,0.47244836,0.01823255,0.84945571,0.70941921,0.25981761
-4.72136068,2.01563083,0.53975684,0.41754981,0.00018249,0.45947233,0.01872811,0.85162672,0.67256160,0.25662236
-4.71535768,2.01063180,0.53303280,0.42844405,0.00018486,0.44843590,0.01925968,0.85615991,0.63938246,0.25426770
-4.70935468,2.01241561,0.52737228,0.44119616,0.00018697,0.43926622,0.01982044,0.86314836,0.60977735,0.25271464
-4.70335168,2.02093565,0.52271281,0.45591425,0.00018873,0.43188538,0.02040404,0.87267773,0.58362770,0.25192219
-4.69734867,2.03612583,0.51898214,0.47269590,0.00019005,0.42621278,0.02100466,0.88482239,0.56080420,0.25184830
-4.69134567,2.05789641,0.51610214,0.49162088,0.00019087,0.42216736,0.02161721,0.89964021,0.54116997,0.25245080
-4.68534267,2.08612802,0.51399260,0.51274318,0.00019117,0.41966971,0.02223734,0.91716645,0.52458337,0.25368816
-4.67933967,2.12066377,0.51257451,0.53608289,0.00019095,0.41864369,0.02286144,0.93740675,0.51090032,0.25552024
-4.67333667,2.16129993,0.51177294,0.56161823,0.00019024,0.41901760,0.02348661,0.96032958,0.49997594,0.25790862
-4.66733367,2.20777540,0.51151913,0.58927815,0.00018912,0.42072468,0.02411049,0.98585878,0.49166548,0.26081682
-4.66133067,2.25976096,0.51175189,0.61893598,0.00018768,0.42370289,0.02473114,1.01386649,0.48582451,0.26421012
-4.65532766,2.31684892,0.51241829,0.65040471,0.00018607,0.42789402,0.02534682,1.04416729,0.48230845,0.26805516
-4.64932466,2.37854430,0.51347369,0.68343423,0.00018446,0.43324221,0.02595575,1.07651390,0.48097150,0.27231928
-4.64332166,2.44425851,0.51488122,0.71771098,0.00018302,0.43969192,0.02655588,1.11059527,0.48166524,0.27696960
