energy_ev,total_up,Al_p_up,Al_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,0.43929842,0.05207326,0.00000000,0.21922649,0.07320345,0.16938656,0.00000000
-5.99399700,0.47839617,0.05639595,0.00000000,0.24375794,0.07795710,0.18877491,0.00000000
-5.98799400,0.52153527,0.06087650,0.00000000,0.27081524,0.08311241,0.21029051,0.00000000
-5.98199100,0.56841418,0.06547205,0.00000000,0.30026009,0.08858414,0.23387906,0.00000000
-5.97598799,0.61872186,0.07014044,0.00000000,0.33192914,0.09428924,0.25946920,0.00000000
-5.96998499,0.67214177,0.07484146,0.00000000,0.36563542,0.10014858,0.28697153,0.00000000
-5.96398199,0.72835531,0.07953793,0.00000000,0.40117038,0.10608854,0.31627780,0.00000000
-5.95797899,0.78704467,0.08419669,0.00000000,0.43830643,0.11204243,0.34726023,0.00000000
-5.95197599,0.84789484,0.08878939,0.00000000,0.47679996,0.11795177,0.37977089,0.00000000
-5.94597299,0.91059468,0.09329299,0.00000000,0.51639464,0.12376717,0.41364144,0.00000000
-5.93996998,0.97483686,0.09769005,0.00000000,0.55682484,0.12944897,0.44868285,0.00000000
-5.93396698,1.04031674,0.10196858,0.00000000,0.59781888,0.13496749,0.48468556,0.00000000
-5.92796398,1.10673012,0.10612167,0.00000000,0.63910209,0.14030288,0.52141985,0.00000000
-5.92196098,1.17377003,0.11014672,0.00000000,0.68039935,0.14544463,0.55863652,0.00000000
-5.91595798,1.24112278,0.11404446,0.00000000,0.72143712,0.15039066,0.59606807,0.00000000
-5.90995498,1.30846370,0.11781766,0.00000000,0.76194484,0.15514613,0.63343042,0.00000000
-5.90395198,1.37545283,0.12146976,0.00000000,0.80165574,0.15972196,0.67042515,0.00000000
-5.89794897,1.44173122,0.12500340,0.00000000,0.84030708,0.16413319,0.70674256,0.00000000
-5.89194597,1.50691819,0.12841902,0.00000000,0.87764017,0.16839724,0.74206542,0.00000000
-5.88594297,1.57061019,0.13171354,0.00000000,0.91340011,0.17253220,0.77607355,0.00000000
-5.87993997,1.63238154,0.13487933,0.00000000,0.94733570,0.17655519,0.80844920,0.00000000
-5.87393697,1.69178750,0.13790351,0.00000000,0.97919967,0.18048094,0.83888319,0.00000000
-5.86793397,1.74836961,0.14076758,0.00000000,1.00874951,0.18432067,0.86708155,0.00000000
-5.86193097,1.80166359,0.14344750,0.00000000,1.03574907,0.18808121,0.89277264,0.00000000
-5.85592796,1.85120925,0.14591422,0.00000000,1.05997103,0.19176458,0.91571434,0.00000000
-5.84992496,1.89656220,0.14813459,0.00000000,1.08120030,0.19536783,0.93570101,0.00000000
-5.84392196,1.93730668,0.15007270,0.00000000,1.09923830,0.19888327,0.95256988,0.00000000
-5.83791896,1.97306871,0.15169141,0.00000000,1.11390785,0.20229891,0.96620647,0.00000000
-5.83191596,2.00352884,0.15295415,0.00000000,1.12505859,0.20559916,0.97654860,0.00000000
-5.82591296,2.02843344,0.15382677,0.00000000,1.13257237,0.20876564,0.98358875,0.00000000
-5.81990995,2.04760391,0.15427934,0.00000000,1.13636844,0.21177797,0.98737443,0.00000000
-5.81390695,2.06094284,0.15428779,0.00000000,1.13640783,0.21461457,0.98800633,0.00000000
