energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.11049359,0.00009728,0.03106784,0.00302947,0.01979475,0.01219832,0.01643281
-5.99399700,0.11667713,0.00012226,0.03359424,0.00311482,0.02025464,0.01522260,0.01722449
-5.98799400,0.12442606,0.00015261,0.03673477,0.00322242,0.02084923,0.01892765,0.01822001
-5.98199100,0.13408489,0.00018917,0.04060936,0.00335944,0.02162112,0.02341970,0.01946717
-5.97598799,0.14603170,0.00023287,0.04534940,0.00353375,0.02261716,0.02881443,0.02101845
-5.96998499,0.16067162,0.00028471,0.05109572,0.00375372,0.02388743,0.03523556,0.02293014
-5.96398199,0.17842860,0.00034570,0.05799587,0.00402810,0.02548407,0.04281279,0.02526111
-5.95797899,0.19973542,0.00041689,0.06620077,0.00436575,0.02745996,0.05167907,0.02807149
-5.95197599,0.22502193,0.00049930,0.07586072,0.00477548,0.02986722,0.06196732,0.03142101
-5.94597299,0.25470174,0.00059392,0.08712078,0.00526571,0.03275545,0.07380630,0.03536719
-5.93996998,0.28915736,0.00070165,0.10011554,0.00584425,0.03617001,0.08731604,0.03996329
-5.93396698,0.32872424,0.00082329,0.11496353,0.00651795,0.04015013,0.10260257,0.04525610
-5.92796398,0.37367396,0.00095945,0.13176113,0.00729239,0.04472694,0.11975231,0.05128370
-5.92196098,0.42419727,0.00111056,0.15057643,0.00817160,0.04992164,0.13882616,0.05807311
-5.91595798,0.48038726,0.00127676,0.17144314,0.00915773,0.05574366,0.15985359,0.06563800
-5.90995498,0.54222366,0.00145793,0.19435474,0.01025076,0.06218902,0.18282684,0.07397659
-5.90395198,0.60955889,0.00165358,0.21925929,0.01144830,0.06923895,0.20769570,0.08306974
-5.89794897,0.68210664,0.00186288,0.24605509,0.01274534,0.07685880,0.23436299,0.09287939
-5.89194597,0.75943378,0.00208460,0.27458750,0.01413418,0.08499744,0.26268114,0.10334750
-5.88594297,0.84095650,0.00231711,0.30464727,0.01560437,0.09358702,0.29245016,0.11439552
-5.87993997,0.92594113,0.00255839,0.33597056,0.01714271,0.10254340,0.32341721,0.12592452
-5.87393697,1.01351032,0.00280603,0.36824093,0.01873345,0.11176712,0.35527806,0.13781602
-5.86793397,1.10265492,0.00305730,0.40109334,0.02035853,0.12114495,0.38768051,0.14993364
-5.86193097,1.19225157,0.00330916,0.43412029,0.02199788,0.13055215,0.42022995,0.16212549
-5.85592796,1.28108595,0.00355836,0.46688007,0.02362995,0.13985524,0.45249688,0.17422734
-5.84992496,1.36788130,0.00380150,0.49890687,0.02523223,0.14891534,0.48402649,0.18606654
-5.84392196,1.45133135,0.00403512,0.52972271,0.02678187,0.15759194,0.51434982,0.19746647
-5.83791896,1.53013683,0.00425585,0.55885056,0.02825640,0.16574700,0.54299642,0.20825155
-5.83191596,1.60304429,0.00446047,0.58582847,0.02963443,0.17324926,0.56950787,0.21825252
-5.82591296,1.66888574,0.00464604,0.61022403,0.03089646,0.17997850,0.59345190,0.22731185
-5.81990995,1.72661770,0.00481001,0.63164870,0.03202552,0.18582978,0.61443630,0.23528909
-5.81390695,1.77535784,0.00495035,0.64977129,0.03300790,0.19071722,0.63212229,0.24206583
-5.80790395,1.81441779,0.00506559,0.66433013,0.03383376,0.19457741,0.64623659,0.24755023
-5.80190095,1.84333047,0.00515494,0.67514333,0.03449757,0.19737210,0.65658177,0.25168066
-5.79589795,1.86187064,0.00521833,0.68211651,0.03499847,0.19909012,0.66304425,0.25442858
-5.78989495,1.87006768,0.00525644,0.68524787,0.03534050,0.19974843,0.66559973,0.25580021
-5.78389195,1.86820961,0.00527070,0.68462993,0.03553261,0.19939220,0.66431551,0.25583710
-5.77788894,1.85683820,0.00526328,0.68044817,0.03558847,0.19809387,0.65934978,0.25461536
-5.77188594,1.83673491,0.00523704,0.67297625,0.03552617,0.19595127,0.65094764,0.25224377
-5.76588294,1.80889817,0.00519543,0.66256806,0.03536770,0.19308476,0.63943407,0.24886055
-5.75987994,1.77451272,0.00514244,0.64964687,0.03513828,0.18963356,0.62520402,0.24462913
-5.75387694,1.73491201,0.00508241,0.63469195,0.03486555,0.18575133,0.60871005,0.23973294
-5.74787394,1.69153514,0.00501994,0.61822309,0.03457865,0.18160120,0.59044792,0.23436941
-5.74187094,1.64587995,0.00495975,0.60078372,0.03430721,0.17735042,0.57094077,0.22874345
-5.73586793,1.59945398,0.00490645,0.58292327,0.03408035,0.17316485,0.55072236,0.22306067
-5.72986493,1.55372517,0.00486445,0.56517928,0.03392556,0.16920336,0.53032026,0.21752052
-5.72386193,1.51007419,0.00483778,0.54806011,0.03386778,0.16561256,0.51023929,0.21230963
-5.71785893,1.46975007,0.00482993,0.53202888,0.03392836,0.16252188,0.49094621,0.20759573
-5.71185593,1.43383087,0.00484373,0.51748909,0.03412432,0.16003925,0.47285584,0.20352212
-5.70585293,1.40319063,0.00488125,0.50477252,0.03446758,0.15824749,0.45631938,0.20020312
-5.69984992,1.37847381,0.00494369,0.49412988,0.03496446,0.15720161,0.44161520,0.19772055
-5.69384692,1.36007811,0.00503136,0.48572432,0.03561534,0.15692704,0.42894231,0.19612141
-5.68784392,1.34814595,0.00514361,0.47962819,0.03641451,0.15741890,0.41841679,0.19541667
-5.68184092,1.34256497,0.00527887,0.47582290,0.03735021,0.15864227,0.41007121,0.19558152
-5.67583792,1.34297730,0.00543467,0.47420200,0.03840491,0.16053356,0.40385683,0.19655669
-5.66983492,1.34879708,0.00560770,0.47457714,0.03955581,0.16300278,0.39964863,0.19825103
-5.66383192,1.35923544,0.00579392,0.47668672,0.04077541,0.16593676,0.39725270,0.20054514
-5.65782891,1.37333197,0.00598867,0.48020680,0.04203242,0.16920312,0.39641575,0.20329588
-5.65182591,1.38999134,0.00618680,0.48476394,0.04329261,0.17265488,0.39683626,0.20634166
-5.64582291,1.40802371,0.00638285,0.48994925,0.04451996,0.17613548,0.39817693,0.20950826
-5.63981991,1.42618746,0.00657121,0.49533335,0.04567767,0.17948418,0.40007773,0.21261493
-5.63381691,1.44323250,0.00674627,0.50048155,0.04672942,0.18254143,0.40216933,0.21548067
-5.62781391,1.45794284,0.00690262,0.50496875,0.04764041,0.18515419,0.40408617,0.21793030
-5.62181091,1.46917683,0.00703521,0.50839355,0.04837850,0.18718095,0.40547892,0.21980021
-5.61580790,1.47590361,0.00713947,0.51039111,0.04891517,0.18849623,0.40602580,0.22094366
-5.60980490,1.47723478,0.00721150,0.51064431,0.04922642,0.18899446,0.40544249,0.22123523
-5.60380190,1.47245027,0.00724814,0.50889296,0.04929345,0.18859312,0.40349033,0.22057454
-5.59779890,1.46101754,0.00724707,0.50494072,0.04910324,0.18723499,0.39998255,0.21888899
-5.59179590,1.44260398,0.00720688,0.49865967,0.04864889,0.18488946,0.39478857,0.21613545
-5.58579290,1.41708210,0.00712708,0.48999242,0.04792972,0.18155295,0.38783617,0.21230101
-5.57978989,1.38452779,0.00700814,0.47895191,0.04695129,0.17724837,0.37911171,0.20740260
-5.57378689,1.34521209,0.00685141,0.46561885,0.04572511,0.17202374,0.36865846,0.20148579
-5.56778389,1.29958708,0.00665913,0.45013725,0.04426821,0.16595003,0.35657323,0.19462266
-5.56178089,1.24826681,0.00643430,0.43270820,0.04260258,0.15911840,0.34300167,0.18690898
-5.55577789,1.19200435,0.00618062,0.41358226,0.04075446,0.15163683,0.32813232,0.17846084
-5.54977489,1.13166598,0.00590236,0.39305093,0.03875354,0.14362657,0.31218994,0.16941085
-5.54377189,1.06820391,0.00560425,0.37143746,0.03663211,0.13521830,0.29542837,0.15990418
-5.53776888,1.00262856,0.00529134,0.34908760,0.03442416,0.12654832,0.27812314,0.15009445
-5.53176588,0.93598154,0.00496889,0.32636041,0.03216453,0.11775487,0.26056433,0.14013987
-5.52576288,0.86931032,0.00464223,0.30361971,0.02988807,0.10897479,0.24304974,0.13019948
-5.51975988,0.80364544,0.00431667,0.28122623,0.02762892,0.10034042,0.22587876,0.12042988
-5.51375688,0.73998071,0.00399734,0.25953088,0.02541978,0.09197712,0.20934693,0.11098237
-5.50775388,0.67925698,0.00368914,0.23886899,0.02329143,0.08400119,0.19374133,0.10200057
-5.50175088,0.62234941,0.00339667,0.21955588,0.02127224,0.07651837,0.17933696,0.09361859
-5.49574787,0.57005831,0.00312410,0.20188347,0.01938788,0.06962278,0.16639379,0.08595968
-5.48974487,0.52310315,0.00287520,0.18611796,0.01766107,0.06339640,0.15515470,0.07913540
-5.48374187,0.48211939,0.00265325,0.17249844,0.01611150,0.05790890,0.14584385,0.07324505
-5.47773887,0.44765742,0.00246102,0.16123613,0.01475580,0.05321777,0.13866561,0.06837552
-5.47173587,0.42018295,0.00230079,0.15251407,0.01360756,0.04936872,0.13380360,0.06460127
-5.46573287,0.40007833,0.00217428,0.14648708,0.01267743,0.04639614,0.13141978,0.06198437
-5.45972986,0.38764385,0.00208271,0.14328167,0.01197319,0.04432369,0.13165339,0.06057458
-5.45372686,0.38309865,0.00202678,0.14299569,0.01149992,0.04316474,0.13461953,0.06040933
-5.44772386,0.38658067,0.00200665,0.14569772,0.01126004,0.04292279,0.14040737,0.06151344
-5.44172086,0.39814540,0.00202199,0.15142589,0.01125340,0.04359170,0.14907779,0.06389878
-5.43571786,0.41776321,0.00207196,0.16018626,0.01147733,0.04515575,0.16066067,0.06756360
-5.42971486,0.44531555,0.00215523,0.17195075,0.01192664,0.04758959,0.17515167,0.07249174
-5.42371186,0.48059006,0.00227000,0.18665479,0.01259361,0.05085797,0.19250892,0.07865163
-5.41770885,0.52327524,0.00241401,0.20419475,0.01346794,0.05491548,0.21264957,0.08599536
-5.41170585,0.57295531,0.00258457,0.22442557,0.01453670,0.05970620,0.23544672,0.09445765
-5.40570285,0.62910580,0.00277860,0.24715874,0.01578434,0.06516349,0.26072677,0.10395511
-5.39969985,0.69109101,0.00299265,0.27216105,0.01719262,0.07120987,0.28826779,0.11438580
-5.39369685,0.75816373,0.00322300,0.29915428,0.01874073,0.07775717,0.31779891,0.12562913
-5.38769385,0.82946832,0.00346569,0.32781626,0.02040540,0.08470701,0.34900132,0.13754643
-5.38169085,0.90404749,0.00371659,0.35778341,0.02216108,0.09195161,0.38151084,0.14998214
-5.37568784,0.98085329,0.00397154,0.38865493,0.02398028,0.09937508,0.41492234,0.16276560
-5.36968484,1.05876252,0.00422641,0.41999883,0.02583397,0.10685514,0.44879605,0.17571377
-5.36368184,1.13659631,0.00447719,0.45135958,0.02769209,0.11426518,0.48266566,0.18863444
-5.35767884,1.21314371,0.00472016,0.48226729,0.02952411,0.12147685,0.51604803,0.20133026
-5.35167584,1.28718846,0.00495191,0.51224825,0.03129977,0.12836286,0.54845428,0.21360316
-5.34567284,1.35753798,0.00516949,0.54083636,0.03298973,0.13479997,0.57940180,0.22525921
-5.33966983,1.42305364,0.00537046,0.56758495,0.03456631,0.14067219,0.60842677,0.23611359
-5.33366683,1.48268080,0.00555296,0.59207868,0.03600424,0.14587378,0.63509656,0.24599560
-5.32766383,1.53547739,0.00571576,0.61394478,0.03728129,0.15031224,0.65902159,0.25475325
-5.32166083,1.58063951,0.00585825,0.63286318,0.03837886,0.15391079,0.67986595,0.26225748
-5.31565783,1.61752302,0.00598043,0.64857501,0.03928247,0.15661057,0.69735630,0.26840563
-5.30965483,1.64565969,0.00608288,0.66088909,0.03998203,0.15837213,0.71128866,0.27312394
-5.30365183,1.66476745,0.00616668,0.66968598,0.04047208,0.15917638,0.72153273,0.27636917
-5.29764882,1.67475382,0.00623330,0.67491945,0.04075169,0.15902479,0.72803343,0.27812899
-5.29164582,1.67571274,0.00628452,0.67661533,0.04082437,0.15793889,0.73080975,0.27842133
-5.28564282,1.66791469,0.00632229,0.67486772,0.04069768,0.15595913,0.72995093,0.27729263
