energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-3.47873937,2.57798994,1.41139494,0.67002679,0.00018496,0.02849629,0.01511345,1.44726470,0.15683638,0.51227582
-3.47273637,2.55637916,1.41646845,0.67061957,0.00018284,0.03015318,0.01490494,1.44074947,0.14981283,0.49469619
-3.46673337,2.52652006,1.41508528,0.66853519,0.00017952,0.03181700,0.01461049,1.42629162,0.14278335,0.47936885
-3.46073037,2.48894664,1.40764438,0.66385023,0.00017506,0.03347151,0.01423492,1.40432384,0.13579915,0.46632242
-3.45472736,2.44429020,1.39465629,0.65667614,0.00016954,0.03509829,0.01378459,1.37542532,0.12890663,0.45549877
-3.44872436,2.39325625,1.37671946,0.64715399,0.00016306,0.03667699,0.01326716,1.34029893,0.12214678,0.44675891
-3.44272136,2.33659926,1.35449330,0.63544844,0.00015575,0.03818555,0.01269143,1.29974420,0.11555494,0.43989178
-3.43671836,2.27509674,1.32866946,0.62174154,0.00014774,0.03960064,0.01206699,1.25462766,0.10916058,0.43462518
-3.43071536,2.20952388,1.29994290,0.60622648,0.00013918,0.04089820,0.01140395,1.20585189,0.10298723,0.43063866
-3.42471236,2.14063006,1.26898426,0.58910179,0.00013020,0.04205403,0.01071267,1.15432478,0.09705264,0.42757755
-3.41870935,2.06911855,1.23641487,0.57056615,0.00012095,0.04304454,0.01000344,1.10093047,0.09136891,0.42506769
-3.41270635,1.99563022,1.20278578,0.55081414,0.00011159,0.04384744,0.00928621,1.04650324,0.08594284,0.42273028
-3.40670335,1.92073196,1.16856170,0.53003297,0.00010223,0.04444257,0.00857035,0.99180532,0.08077635,0.42019622
-3.40070035,1.84491031,1.13411041,0.50840028,0.00009301,0.04481261,0.00786446,0.93750964,0.07586700,0.41711942
-3.39469735,1.76857007,1.09969821,0.48608305,0.00008404,0.04494382,0.00717619,0.88418774,0.07120857,0.41318868
-3.38869435,1.69203781,1.06549105,0.46323739,0.00007541,0.04482658,0.00651215,0.83230320,0.06679174,0.40813766
-3.38269135,1.61556947,1.03156116,0.44000908,0.00006720,0.04445594,0.00587780,0.78221036,0.06260479,0.40175273
-3.37668834,1.53936139,0.99789844,0.41653477,0.00005947,0.04383190,0.00527747,0.73415801,0.05863435,0.39387840
-3.37068534,1.46356356,0.96442553,0.39294342,0.00005228,0.04295956,0.00471435,0.68829724,0.05486610,0.38442026
-3.36468234,1.38829414,0.93101567,0.36935789,0.00004565,0.04184911,0.00419057,0.64469282,0.05128551,0.37334552
-3.35867934,1.31365412,0.89751196,0.34589643,0.00003961,0.04051556,0.00370726,0.60333697,0.04787846,0.36068116
-3.35267634,1.23974112,0.86374686,0.32267389,0.00003414,0.03897840,0.00326465,0.56416469,0.04463179,0.34650999
-3.34667334,1.16666147,0.82956081,0.29980250,0.00002926,0.03726099,0.00286223,0.52706963,0.04153384,0.33096482
-3.34067034,1.09453990,0.79481888,0.27739219,0.00002494,0.03538989,0.00249883,0.49191961,0.03857478,0.31422125
-3.33466733,1.02352647,0.75942470,0.25555051,0.00002116,0.03339405,0.00217279,0.45857104,0.03574685,0.29648941
-3.32866433,0.95380060,0.72333097,0.23438199,0.00001789,0.03130399,0.00188207,0.42688156,0.03304458,0.27800507
-3.32266133,0.88557214,0.68654643,0.21398723,0.00001511,0.02915089,0.00162435,0.39672068,0.03046480,0.25902068
-3.31665833,0.81907988,0.64913881,0.19446173,0.00001279,0.02696576,0.00139716,0.36797792,0.02800660,0.23979663
-3.31065533,0.75458798,0.61123441,0.17589464,0.00001091,0.02477862,0.00119798,0.34056858,0.02567128,0.22059331
-3.30465233,0.69238076,0.57301419,0.15836757,0.00000944,0.02261781,0.00102427,0.31443710,0.02346221,0.20166410
-3.29864932,0.63275667,0.53470723,0.14195358,0.00000837,0.02050938,0.00087360,0.28955836,0.02138464,0.18324974
-3.29264632,0.57602202,0.49658209,0.12671645,0.00000768,0.01847665,0.00074365,0.26593715,0.01944566,0.16557422
-3.28664332,0.52248505,0.45893674,0.11271044,0.00000738,0.01653988,0.00063224,0.24360622,0.01765403,0.14884226
-3.28064032,0.47245110,0.42208785,0.09998032,0.00000748,0.01471613,0.00053743,0.22262332,0.01602020,0.13323847
-3.27463732,0.42621900,0.38636011,0.08856202,0.00000800,0.01301922,0.00045741,0.20306770,0.01455633,0.11892821
-3.26863432,0.38407924,0.35207621,0.07848362,0.00000897,0.01145989,0.00039063,0.18503631,0.01327646,0.10605986
-3.26263132,0.34631393,0.31954793,0.06976663,0.00001044,0.01004600,0.00033572,0.16864012,0.01219669,0.09476854
-3.25662831,0.31319843,0.28906876,0.06242762,0.00001247,0.00878291,0.00029152,0.15400077,0.01133553,0.08518091
-3.25062531,0.28500467,0.26090829,0.05647990,0.00001514,0.00767388,0.00025704,0.14124759,0.01071426,0.07742081
-3.24462231,0.26200558,0.23530838,0.05193521,0.00001852,0.00672055,0.00023149,0.13051529,0.01035738,0.07161552
-3.23861931,0.24448035,0.21248122,0.04880523,0.00002274,0.00592344,0.00021424,0.12194201,0.01029307,0.06790215
-3.23261631,0.23271992,0.19260890,0.04710279,0.00002791,0.00528241,0.00020481,0.11566783,0.01055365,0.06643399
-3.22661331,0.22703205,0.17584447,0.04684265,0.00003417,0.00479720,0.00020285,0.11183358,0.01117598,0.06738630
-3.22061031,0.22774541,0.16231399,0.04804175,0.00004167,0.00446780,0.00020813,0.11057966,0.01220177,0.07096136
-3.21460730,0.23521211,0.15211934,0.05071885,0.00005058,0.00429485,0.00022050,0.11204478,0.01367773,0.07739220
-3.20860430,0.24980798,0.14534136,0.05489351,0.00006109,0.00427991,0.00023991,0.11636436,0.01565560,0.08694489
-3.20260130,0.27193020,0.14204300,0.06058449,0.00007340,0.00442570,0.00026638,0.12366844,0.01819183,0.09991890
-3.19659830,0.30199198,0.14227219,0.06780747,0.00008773,0.00473615,0.00029995,0.13407894,0.02134705,0.11664539
-3.19059530,0.34041391,0.14606408,0.07657237,0.00010430,0.00521645,0.00034069,0.14770624,0.02518524,0.13748300
-3.18459230,0.38761207,0.15344262,0.08688026,0.00012339,0.00587290,0.00038870,0.16464499,0.02977248,0.16281126
-3.17858929,0.44398289,0.16442123,0.09872010,0.00014525,0.00671274,0.00044406,0.18496929,0.03517546,0.19302124
-3.17258629,0.50988521,0.17900252,0.11206553,0.00017020,0.00774381,0.00050682,0.20872726,0.04145953,0.22850366
-3.16658329,0.58561998,0.19717714,0.12687187,0.00019856,0.00897418,0.00057705,0.23593534,0.04868654,0.26963457
-3.16058029,0.67140835,0.21892184,0.14307367,0.00023069,0.01041167,0.00065473,0.26657241,0.05691236,0.31675889
-3.15457729,0.76736899,0.24419673,0.16058290,0.00026700,0.01206336,0.00073987,0.30057412,0.06618422,0.37017223
-3.14857429,0.87349574,0.27294210,0.17928815,0.00030792,0.01393496,0.00083243,0.33782781,0.07653799,0.43010163
-3.14257129,0.98963675,0.30507479,0.19905492,0.00035397,0.01603033,0.00093238,0.37816820,0.08799546,0.49668599
-3.13656828,1.11547624,0.34048449,0.21972715,0.00040570,0.01835087,0.00103971,0.42137434,0.10056178,0.56995703
-3.13056528,1.25052024,0.37903000,0.24113004,0.00046374,0.02089507,0.00115444,0.46716808,0.11422327,0.64982181
-3.12456228,1.39408734,0.42053584,0.26307426,0.00052880,0.02365808,0.00127671,0.51521421,0.12894563,0.73604788
-3.11855928,1.54530565,0.46478920,0.28536127,0.00060164,0.02663142,0.00140677,0.56512265,0.14467284,0.82825211
-3.11255628,1.70311674,0.51153757,0.30778980,0.00068311,0.02980281,0.00154505,0.61645262,0.16132683,0.92589424
-3.10655328,1.86628716,0.56048717,0.33016316,0.00077414,0.03315619,0.00169221,0.66871895,0.17880797,1.02827613
-3.10055028,2.03342797,0.61130232,0.35229698,0.00087570,0.03667193,0.00184920,0.72140034,0.19699662,1.13454733
-3.09454727,2.20302208,0.66360594,0.37402730,0.00098880,0.04032722,0.00201728,0.77394950,0.21575567,1.24371755
-3.08854427,2.37345910,0.71698131,0.39521829,0.00111449,0.04409667,0.00219812,0.82580486,0.23493413,1.35467620
-3.08254127,2.54307690,0.77097524,0.41576952,0.00125380,0.04795311,0.00239379,0.87640356,0.25437168,1.46621884
-3.07653827,2.71020864,0.82510272,0.43562221,0.00140771,0.05186857,0.00260681,0.92519521,0.27390408,1.57707996
-3.07053527,2.87323383,0.87885325,0.45476422,0.00157711,0.05581545,0.00284016,0.97165621,0.29336928,1.68597120
-3.06453227,3.03063163,0.93169882,0.47323350,0.00176279,0.05976771,0.00309732,1.01530386,0.31261408,1.79162372
-3.05852926,3.18103440,0.98310362,0.49111983,0.00196533,0.06370225,0.00338217,1.05570999,0.33150090,1.89283317
-3.05252626,3.32327935,1.03253543,0.50856471,0.00218509,0.06760024,0.00369902,1.09251364,0.34991458,1.98850531
-3.04652326,3.45645630,1.07947856,0.52575954,0.00242216,0.07144842,0.00405256,1.12543213,0.36776878,2.07770036
-3.04052026,3.57994920,1.12344815,0.54294200,0.00267633,0.07524031,0.00444772,1.15427046,0.38501166,2.15967391
-3.03451726,3.69346988,1.16400552,0.56039097,0.00294704,0.07897729,0.00488964,1.17892839,0.40163065,2.23391248
-3.02851426,3.79708201,1.20077415,0.57842025,0.00323336,0.08266935,0.00538349,1.19940511,0.41765581,2.30016182
-3.02251126,3.89121424,1.23345568,0.59737117,0.00353402,0.08633575,0.00593441,1.21580135,0.43316186,2.35844625
-3.01650825,3.97666148,1.26184552,0.61760469,0.00384736,0.09000517,0.00654729,1.22831863,0.44826845,2.40907799
-3.01050525,4.05457369,1.28584701,0.63949302,0.00417144,0.09371565,0.00722667,1.23725588,0.46313862,2.45265552
-3.00450225,4.12643238,1.30548374,0.66341111,0.00450402,0.09751408,0.00797656,1.24300328,0.47797555,2.49005076
-2.99849925,4.19401495,1.32090896,0.68972830,0.00484264,0.10145533,0.00880030,1.24603363,0.49301741,2.52238509
-2.99249625,4.25934782,1.33241149,0.71880005,0.00518474,0.10560096,0.00970038,1.24689139,0.50853059,2.55099507
-2.98649325,4.32464941,1.34041734,0.75095997,0.00552771,0.11001763,0.01067833,1.24617976,0.52480146,2.57738882
-2.98049025,4.39226474,1.34548663,0.78651207,0.00586900,0.11477510,0.01173461,1.24454598,0.54212681,2.60319473
-2.97448724,4.46459322,1.34830529,0.82572313,0.00620624,0.11994403,0.01286850,1.24266558,0.56080342,2.63010418
-2.96848424,4.54401193,1.34967147,0.86881522,0.00653734,0.12559341,0.01407804,1.24122563,0.58111693,2.65981059
-2.96248124,4.63279660,1.35047667,0.91595813,0.00686057,0.13178805,0.01536004,1.24090780,0.60333056,2.69394694
-2.95647824,4.73304266,1.35168204,0.96726184,0.00717466,0.13858580,0.01671010,1.24237151,0.62767393,2.73402403
-2.95047524,4.84658905,1.35429032,1.02276886,0.00747888,0.14603493,0.01812262,1.24623769,0.65433245,2.78137188
-2.94447224,4.97494702,1.35931442,1.08244680,0.00777303,0.15417161,0.01959100,1.25307361,0.68343772,2.83708635
-2.93846923,5.11923663,1.36774364,1.14618115,0.00805754,0.16301765,0.02110772,1.26337923,0.71505922,2.90198297
-2.93246623,5.28013328,1.38050883,1.21376882,0.00833342,0.17257857,0.02266460,1.27757540,0.74919780,2.97655978
-2.92646323,5.45782631,1.39844798,1.28491275,0.00860222,0.18284212,0.02425301,1.29599415,0.78578112,3.06097043
-2.92046023,5.65199175,1.42227350,1.35921826,0.00886601,0.19377744,0.02586414,1.31887149,0.82466141,3.15500886
-2.91445723,5.86178062,1.45254280,1.43619150,0.00912732,0.20533472,0.02748931,1.34634270,0.86561578,3.25810601
-2.90845423,6.08582407,1.48963349,1.51524084,0.00938899,0.21744565,0.02912026,1.37844030,0.90834909,3.36933904
-2.90245123,6.32225567,1.53372432,1.59568143,0.00965413,0.23002455,0.03074946,1.41509457,0.95249943,3.48745285
-2.89644822,6.56875110,1.58478282,1.67674351,0.00992600,0.24297017,0.03237037,1.45613668,0.99764628,3.61089335
-2.89044522,6.82258420,1.64256037,1.75758456,0.01020786,0.25616822,0.03397772,1.50130417,1.04332096,3.73785153
-2.88444222,7.08069817,1.70659497,1.83730535,0.01050293,0.26949450,0.03556765,1.55024851,1.08901915,3.86631691
-2.87843922,7.33978965,1.77622166,1.91496956,0.01081422,0.28281845,0.03713792,1.60254447,1.13421518,3.99413855
-2.87243622,7.59640277,1.85059030,1.98962650,0.01114450,0.29600714,0.03868787,1.65770102,1.17837743,4.11909159
-2.86643322,7.84702986,1.92868997,2.06033607,0.01149619,0.30892932,0.04021849,1.71517315,1.22098428,4.23894683
-2.86043022,8.08821475,2.00937885,2.12619505,0.01187129,0.32145955,0.04173221,1.77437445,1.26154008,4.35154075
-2.85442721,8.31665458,2.09141847,2.18636351,0.01227133,0.33348209,0.04323272,1.83468977,1.29959029,4.45484332
-2.84842421,8.52929568,2.17351081,2.24009003,0.01269735,0.34489432,0.04472468,1.89548778,1.33473520,4.54702089
-2.84242121,8.72341955,2.25433652,2.28673449,0.01314987,0.35560972,0.04621331,1.95613283,1.36664160,4.62649174
-2.83641821,8.89671506,2.33259299,2.32578722,0.01362881,0.36555992,0.04770393,2.01599585,1.39505182,4.69197185
-2.83041521,9.04733380,2.40703030,2.35688340,0.01413356,0.37469614,0.04920152,2.07446404,1.41978963,4.74250934
-2.82441221,9.17392630,2.47648406,2.37981197,0.01466293,0.38298948,0.05071014,2.13094906,1.44076293,4.77750606
-2.81840920,9.27565788,2.53990364,2.39451850,0.01521514,0.39043055,0.05223248,2.18489362,1.45796277,4.79672573
-2.81240620,9.35220388,2.59637503,2.40110187,0.01578786,0.39702802,0.05376936,2.23577644,1.47145921,4.80028863
-2.80640320,9.40372536,2.64513764,2.39980490,0.01637817,0.40280656,0.05531933,2.28311563,1.48139385,4.78865338
-2.80040020,9.43082722,2.68559487,2.39099970,0.01698265,0.40780410,0.05687835,2.32647069,1.48796984,4.76258722
-2.79439720,9.43450182,2.71731829,2.37516830,0.01759733,0.41206869,0.05843961,2.36544331,1.49143972,4.72312659
-2.78839420,9.41606196,2.74004614,2.35287999,0.01821778,0.41565517,0.05999348,2.39967728,1.49209201,4.67153036
-2.78239120,9.37706749,2.75367645,2.32476660,0.01883913,0.41862181,0.06152753,2.42885799,1.49023718,4.60922841
-2.77638819,9.31925017,2.75825596,2.29149707,0.01945613,0.42102727,0.06302683,2.45271176,1.48619398,4.53776841
-2.77038519,9.24444135,2.75396562,2.25375284,0.02006324,0.42292793,0.06447432,2.47100539,1.48027678,4.45876350
-2.76438219,9.15450647,2.74110397,2.21220535,0.02065469,0.42437586,0.06585129,2.48354639,1.47278472,4.37384364
-2.75837919,9.05128999,2.72006947,2.16749667,0.02122459,0.42541753,0.06713802,2.49018399,1.46399328,4.28461281
-2.75237619,8.93657324,2.69134269,2.12022435,0.02176703,0.42609326,0.06831452,2.49081115,1.45414851,4.19261371
-2.74637319,8.81204681,2.65546949,2.07093083,0.02227620,0.42643752,0.06936128,2.48536761,1.44346434,4.09930137
-2.74037019,8.67929778,2.61304571,2.02009774,0.02274649,0.42647993,0.07026002,2.47384395,1.43212276,4.00602586
-2.73436718,8.53981102,2.56470401,1.96814505,0.02317264,0.42624688,0.07099450,2.45628623,1.42027680,3.91402412
-2.72836418,8.39498288,2.51110297,1.91543449,0.02354982,0.42576361,0.07155117,2.43280111,1.40805582,3.82441993
-2.72236118,8.24614424,2.45291853,1.86227668,0.02387373,0.42505653,0.07191982,2.40356072,1.39557255,3.73823081
-2.71635818,8.09458974,2.39083764,1.80894094,0.02414073,0.42415563,0.07209397,2.36880703,1.38293113,3.65637974
-2.71035518,7.94160914,2.32555349,1.75566688,0.02434789,0.42309658,0.07207126,2.32885484,1.37023556,3.57970979
-2.70435218,7.78851683,2.25776203,1.70267654,0.02449306,0.42192252,0.07185356,2.28409304,1.35759743,3.50899931
-2.69834917,7.63667571,2.18815894,1.65018600,0.02457489,0.42068519,0.07144689,2.23498354,1.34514253,3.44497540
-2.69234617,7.48751194,2.11743669,1.59841560,0.02459291,0.41944520,0.07086128,2.18205749,1.33301550,3.38832372
-2.68634317,7.34251807,2.04628077,1.54759776,0.02454743,0.41827157,0.07011033,2.12590848,1.32138194,3.33969285
-2.68034017,7.20324259,1.97536494,1.49798192,0.02443960,0.41724017,0.06921067,2.06718266,1.31042786,3.29969224
-2.67433717,7.07126537,1.90534495,1.44983611,0.02427132,0.41643136,0.06818131,2.00656588,1.30035605,3.26888282
-2.66833417,6.94815928,1.83685070,1.40344515,0.02404520,0.41592672,0.06704291,1.94476811,1.29137975,3.24776061
-2.66233117,6.83543967,1.77047679,1.35910552,0.02376444,0.41580509,0.06581692,1.88250577,1.28371364,3.23673378
-2.65632816,6.73450414,1.70677185,1.31711739,0.02343278,0.41613811,0.06452481,1.82048245,1.27756281,3.23609443
-2.65032516,6.64656601,1.64622696,1.27777420,0.02305434,0.41698557,0.06318722,1.75936900,1.27311035,3.24598698
-2.64432216,6.57258568,1.58926383,1.24135087,0.02263356,0.41839065,0.06182328,1.69978381,1.27050425,3.26637518
-2.63831916,6.51320420,1.53622337,1.20809113,0.02217503,0.42037556,0.06044988,1.64227429,1.26984459,3.29701039
-2.63231616,6.46868365,1.48735557,1.17819518,0.02168338,0.42293780,0.05908126,1.58730044,1.27117187,3.33740353
-2.62631316,6.43885880,1.44281118,1.15180842,0.02116320,0.42604721,0.05772853,1.53522134,1.27445725,3.38680332
-2.62031016,6.42310370,1.40263615,1.12901206,0.02061888,0.42964418,0.05639953,1.48628537,1.27959563,3.44418310
-2.61430715,6.42031668,1.36676933,1.10981644,0.02005456,0.43363914,0.05509877,1.44062466,1.28640200,3.50823803
-2.60830415,6.42892555,1.33504380,1.09415751,0.01947402,0.43791344,0.05382750,1.39825409,1.29461161,3.57739420
-2.60230115,6.44691443,1.30719214,1.08189678,0.01888063,0.44232164,0.05258403,1.35907500,1.30388412,3.64983025
-2.59629815,6.47187182,1.28285562,1.07282494,0.01827735,0.44669532,0.05136413,1.32288341,1.31381175,3.72351159
-2.59029515,6.50105865,1.26159715,1.06666903,0.01766664,0.45084803,0.05016150,1.28938244,1.32393117,3.79623654
-2.58429215,6.53149376,1.24291746,1.06310278,0.01705054,0.45458144,0.04896840,1.25819832,1.33373854,3.86569296
-2.57828914,6.56005327,1.22627394,1.06175967,0.01643068,0.45769227,0.04777629,1.22889925,1.34270724,3.92952323
-2.57228614,6.58357930,1.21110139,1.06224798,0.01580832,0.45997978,0.04657646,1.20101615,1.35030714,3.98539514
-2.56628314,6.59899336,1.19683364,1.06416708,0.01518442,0.46125339,0.04536067,1.17406446,1.35602483,4.03107539
-2.56028014,6.60340873,1.18292523,1.06712403,0.01455975,0.46134015,0.04412175,1.14756596,1.35938342,4.06450273
-2.55427714,6.59423701,1.16887200,1.07074963,0.01393492,0.46009163,0.04285406,1.12106952,1.35996124,4.08385719
-2.54827414,6.56928344,1.15422988,1.07471305,0.01331055,0.45738993,0.04155392,1.09417016,1.35740830,4.08762234
-2.54227114,6.52682704,1.13863084,1.07873429,0.01268726,0.45315253,0.04021989,1.06652548,1.35145980,4.07463762
-2.53626813,6.46568173,1.12179551,1.08259382,0.01206585,0.44733576,0.03885292,1.03786899,1.34194605,4.04413843
-2.53026513,6.38523614,1.10354199,1.08613896,0.01144728,0.43993666,0.03745635,1.00801991,1.32879828,3.99578216
-2.52426213,6.28547056,1.08379043,1.08928664,0.01083276,0.43099331,0.03603589,0.97688924,1.31205028,3.92965910
-2.51825913,6.16695105,1.06256348,1.09202259,0.01022377,0.42058350,0.03459935,0.94448220,1.29183572,3.84628785
-2.51225613,6.03080140,1.03998280,1.09439700,0.00962207,0.40882190,0.03315639,0.91089701,1.26838157,3.74659575
-2.50625313,5.87865523,1.01626175,1.09651699,0.00902967,0.39585596,0.03171818,0.87632054,1.24199787,3.63188548
-2.50025013,5.71259088,0.99169505,1.09853636,0.00844884,0.38186064,0.03029693,0.84102116,1.21306462,3.50378947
-2.49424712,5.53505282,0.96664575,1.10064331,0.00788202,0.36703238,0.02890553,0.80533929,1.18201646,3.36421456
-2.48824412,5.34876349,0.94153045,1.10304659,0.00733178,0.35158250,0.02755709,0.76967621,1.14932587,3.21527953
-2.48224112,5.15662978,0.91680323,1.10596115,0.00680078,0.33573046,0.02626454,0.73448177,1.11548591,3.05924817
-2.47623812,4.96164825,0.89293920,1.10959371,0.00629164,0.31969714,0.02504023,0.70024129,1.08099304,2.89846099
-2.47023512,4.76681303,0.87041815,1.11412914,0.00580692,0.30369859,0.02389569,0.66746229,1.04633097,2.73526821
-2.46423212,4.57502959,0.84970895,1.11971815,0.00534903,0.28794026,0.02284128,0.63666132,1.01195611,2.57196652
-2.45822911,4.38903724,0.83125503,1.12646689,0.00492020,0.27261213,0.02188601,0.60835114,0.97828502,2.41074172
-2.45222611,4.21134238,0.81546139,1.13442882,0.00452237,0.25788468,0.02103746,0.58302841,0.94568435,2.25361904
-2.44622311,4.04416388,0.80268320,1.14359903,0.00415720,0.24390584,0.02030159,0.56116207,0.91446337,2.10242220
-2.44022011,3.88939107,0.79321629,1.15391136,0.00382604,0.23079895,0.01968276,0.54318230,0.88486918,1.95874191
-2.43421711,3.74855449,0.78728935,1.16523813,0.00352988,0.21866161,0.01918374,0.52947015,0.85708454,1.82391405
-2.42821411,3.62280875,0.78505784,1.17739246,0.00326939,0.20756550,0.01880564,0.52034780,0.83122814,1.69900729
-2.42221111,3.51292664,0.78659974,1.19013305,0.00304486,0.19755680,0.01854804,0.51606939,0.80735693,1.58481955
-2.41620810,3.41930314,0.79191268,1.20317111,0.00285628,0.18865739,0.01840896,0.51681253,0.78547039,1.48188240
-2.41020510,3.34196823,0.80091276,1.21617914,0.00270328,0.18086643,0.01838494,0.52267058,0.76551619,1.39047235
-2.40420210,3.28060687,0.81343477,1.22880119,0.00258521,0.17416238,0.01847105,0.53364579,0.74739696,1.31062795
-2.39819910,3.23458519,0.82923389,1.24066432,0.00250110,0.16850519,0.01866092,0.54964372,0.73097788,1.24217133
-2.39219610,3.20298147,0.84798893,1.25139070,0.00244974,0.16383870,0.01894680,0.57046902,0.71609463,1.18473332
-2.38619310,3.18462124,0.86930717,1.26061017,0.00242961,0.16009304,0.01931954,0.59582323,0.70256158,1.13778076
-2.38019010,3.17811568,0.89273087,1.26797269,0.00243900,0.15718711,0.01976869,0.62530472,0.69017984,1.10064543
-2.37418709,3.18190262,0.91774555,1.27316048,0.00247591,0.15503094,0.02028250,0.65841136,0.67874508,1.07255357
-2.36818409,3.19428986,0.94379011,1.27589931,0.00253815,0.15352807,0.02084808,0.69454609,0.66805494,1.05265539
-2.36218109,3.21350024,0.97026877,1.27596877,0.00262334,0.15257790,0.02145147,0.73302577,0.65791591,1.04005416
-2.35617809,3.23771801,0.99656472,1.27321107,0.00272886,0.15207788,0.02207785,0.77309331,0.64814949,1.03383424
-2.35017509,3.26513603,1.02205534,1.26753824,0.00285196,0.15192583,0.02271172,0.81393313,0.63859782,1.03308776
-2.34417209,3.29400289,1.04612863,1.25893734,0.00298971,0.15202200,0.02333722,0.85468961,0.62912831,1.03693957
-2.33816908,3.32266927,1.06820043,1.24747358,0.00313907,0.15227131,0.02393839,0.89448819,0.61963762,1.04457008
-2.33216608,3.34963230,1.08773195,1.23329118,0.00329692,0.15258531,0.02449957,0.93245847,0.61005465,1.05523554
-2.32616308,3.37357661,1.10424681,1.21661193,0.00346006,0.15288418,0.02500576,0.96775848,0.60034256,1.06828542
-2.32016008,3.39341081,1.11734707,1.19773135,0.00362530,0.15309846,0.02544303,0.99959933,0.59049982,1.08317642
-2.31415708,3.40829779,1.12672732,1.17701263,0.00378951,0.15317065,0.02579889,1.02726901,0.58056020,1.09948265
-2.30815408,3.41767740,1.13218626,1.15487833,0.00394962,0.15305649,0.02606272,1.05015449,0.57059168,1.11690159
-2.30215108,3.42128032,1.13363492,1.13180017,0.00410274,0.15272586,0.02622607,1.06776100,0.56069423,1.13525542
-2.29614807,3.41913191,1.13110112,1.10828703,0.00424618,0.15216340,0.02628297,1.07972748,0.55099659,1.15448759
-2.29014507,3.41154538,1.12472962,1.08487163,0.00437751,0.15136852,0.02623013,1.08583764,0.54165202,1.17465441
-2.28414207,3.39910404,1.11477778,1.06209606,0.00449461,0.15035506,0.02606705,1.08602583,0.53283306,1.19591184
-2.27813907,3.38263285,1.10160675,1.04049673,0.00459572,0.14915036,0.02579609,1.08037745,0.52472571,1.21849773
-2.27213607,3.36315994,1.08566829,1.02058907,0.00467947,0.14779398,0.02542234,1.06912399,0.51752281,1.24271010
-2.26613307,3.34186967,1.06748784,1.00285251,0.00474491,0.14633582,0.02495350,1.05263270,0.51141727,1.26888227
-2.26013007,3.32004887,1.04764430,0.98771612,0.00479155,0.14483405,0.02439953,1.03139156,0.50659505,1.29735584
-2.25412706,3.29902884,1.02674759,0.97554549,0.00481932,0.14335268,0.02377239,1.00599026,0.50322851,1.32845272
-2.24812406,3.28012555,1.00541485,0.96663117,0.00482862,0.14195899,0.02308553,0.97709804,0.50147021,1.36244768
-2.24212106,3.26458116,0.98424641,0.96117933,0.00482026,0.14072098,0.02235342,0.94543965,0.50144752,1.39954276
-2.23611806,3.25350981,0.96380274,0.95930477,0.00479549,0.13970488,0.02159108,0.91177045,0.50325847,1.43984503
-2.23011506,3.24785046,0.94458342,0.96102691,0.00475589,0.13897300,0.02081353,0.87685191,0.50696900,1.48334924
-2.22411206,3.24832961,0.92700923,0.96626883,0.00470343,0.13858180,0.02003533,0.84142861,0.51261180,1.52992624
-2.21810905,3.25543590,0.91140822,0.97485979,0.00464033,0.13858061,0.01927006,0.80620772,0.52018702,1.57931851
-2.21210605,3.26940830,0.89800638,0.98654108,0.00456909,0.13901076,0.01853001,0.77184187,0.52966482,1.63114313
-2.20610305,3.29023879,0.88692355,1.00097553,0.00449237,0.13990532,0.01782583,0.73891589,0.54098986,1.68490261
-2.20010005,3.31768969,0.87817462,1.01776017,0.00441302,0.14128952,0.01716630,0.70793789,0.55408745,1.74000332
-2.19409705,3.35132495,0.87167587,1.03644212,0.00433397,0.14318161,0.01655822,0.67933475,0.56887131,1.79578094
-2.18809405,3.39055398,0.86725638,1.05653700,0.00425823,0.14559431,0.01600642,0.65345189,0.58525252,1.85153191
-2.18209105,3.43468584,0.86467364,1.07754949,0.00418882,0.14853656,0.01551380,0.63055695,0.60314934,1.90654949
-2.17608804,3.48299095,0.86363262,1.09899521,0.00412877,0.15201559,0.01508150,0.61084695,0.62249728,1.96016258
-2.17008504,3.53476715,0.86380743,1.12042317,0.00408108,0.15603911,0.01470918,0.59445796,0.64325911,2.01177561
-2.16408204,3.58940638,0.86486428,1.14143788,0.00404873,0.16061735,0.01439530,0.58147685,0.66543406,2.06090717
-2.15807904,3.64645848,0.86648473,1.16172012,0.00403460,0.16576500,0.01413743,0.57195391,0.68906575,2.10722560
-2.15207604,3.70568837,0.86838800,1.18104545,0.00404155,0.17150272,0.01393269,0.56591580,0.71424835,2.15057939
-2.14607304,3.76712344,0.87035112,1.19929951,0.00407236,0.17785817,0.01377804,0.56337782,0.74113051,2.19102081
-2.14007004,3.83108829,0.87222621,1.21648930,0.00412972,0.18486647,0.01367066,0.56435490,0.76991659,2.22882142
-2.13406703,3.89822469,0.87395373,1.23274974,0.00421629,0.19256997,0.01360823,0.56887072,0.80086514,2.26447833
-2.12806403,3.96949523,0.87557130,1.24834490,0.00433459,0.20101735,0.01358918,0.57696446,0.83428436,2.29871095
-2.12206103,4.04617012,0.87721753,1.26366379,0.00448711,0.21026200,0.01361287,0.58869492,0.87052450,2.33244788
-2.11605803,4.12979721,0.87913075,1.27921042,0.00467618,0.22035980,0.01367964,0.60414187,0.90996758,2.36680453
