energy_ev,total_up,Hg_p_up,Hg_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-6.00000000,3.41713326,1.51307667,0.55033731,0.36760886,0.00818415,1.97865123,0.00000000
-5.99399700,3.48461392,1.51226413,0.55989601,0.37549260,0.00825305,2.05061779,0.00000000
-5.98799400,3.54913497,1.50996805,0.56868537,0.38264900,0.00830101,2.12107472,0.00000000
-5.98199100,3.60914633,1.50574115,0.57649974,0.38900801,0.00832588,2.18867539,0.00000000
-5.97598799,3.66321613,1.49921155,0.58315930,0.39452874,0.00832598,2.25207893,0.00000000
-5.96998499,3.71008187,1.49010188,0.58851662,0.39920194,0.00830018,2.30998890,0.00000000
-5.96398199,3.74869605,1.47824477,0.59246215,0.40305144,0.00824793,2.36119175,0.00000000
-5.95797899,3.77826442,1.46359415,0.59492854,0.40613420,0.00816932,2.40459341,0.00000000
-5.95197599,3.79827504,1.44623173,0.59589347,0.40853912,0.00806510,2.43925278,0.00000000
-5.94597299,3.80851700,1.42636837,0.59538090,0.41038450,0.00793666,2.46441076,0.00000000
-5.93996998,3.80908768,1.40434034,0.59346070,0.41181408,0.00778600,2.47951350,0.00000000
-5.93396698,3.80038815,1.38060030,0.59024650,0.41299194,0.00761569,2.48422912,0.00000000
-5.92796398,3.78310664,1.35570352,0.58589186,0.41409632,0.00742881,2.47845701,0.00000000
-5.92196098,3.75819060,1.33028964,0.58058482,0.41531262,0.00722882,2.46232925,0.00000000
-5.91595798,3.72680817,1.30506064,0.57454110,0.41682579,0.00701951,2.43620428,0.00000000
-5.90995498,3.69030055,1.28075583,0.56799598,0.41881246,0.00680482,2.40065274,0.00000000
-5.90395198,3.65012710,1.25812470,0.56119527,0.42143314,0.00658876,2.35643619,0.00000000
-5.89794897,3.60780516,1.23789858,0.55438565,0.42482467,0.00637527,2.30447960,0.00000000
-5.89194597,3.56484707,1.22076221,0.54780484,0.42909349,0.00616808,2.24583857,0.00000000
-5.88594297,3.52269700,1.20732618,0.54167174,0.43430971,0.00597062,2.18166277,0.00000000
-5.87993997,3.48267006,1.19810126,0.53617728,0.44050252,0.00578589,2.11315704,0.00000000
-5.87393697,3.44589627,1.19347566,0.53147606,0.44765691,0.00561636,2.04154167,0.00000000
-5.86793397,3.41327185,1.19369600,0.52767932,0.45571206,0.00546392,1.96801362,0.00000000
-5.86193097,3.38541991,1.19885281,0.52484952,0.46456133,0.00532981,1.89371006,0.00000000
-5.85592796,3.36266216,1.20887122,0.52299678,0.47405398,0.00521458,1.81967573,0.00000000
-5.84992496,3.34500318,1.22350723,0.52207735,0.48399858,0.00511809,1.74683534,0.00000000
-5.84392196,3.33212780,1.24234982,0.52199435,0.49416793,0.00503954,1.67597196,0.00000000
-5.83791896,3.32341197,1.26482909,0.52260055,0.50430546,0.00497748,1.60771211,0.00000000
-5.83191596,3.31794675,1.29023018,0.52370341,0.51413278,0.00492989,1.54251793,0.00000000
-5.82591296,3.31457447,1.31771259,0.52507191,0.52335821,0.00489426,1.48068646,0.00000000
-5.81990995,3.31193562,1.34633445,0.52644521,0.53168594,0.00486768,1.42235582,0.00000000
-5.81390695,3.30852462,1.37508089,0.52754247,0.53882550,0.00484695,1.36751772,0.00000000
-5.80790395,3.30275202,1.40289546,0.52807380,0.54450126,0.00482873,1.31603549,0.00000000
-5.80190095,3.29301066,1.42871376,0.52775145,0.54846152,0.00480959,1.26766661,0.00000000
-5.79589795,3.27774290,1.45149779,0.52630122,0.55048694,0.00478621,1.22208854,0.00000000
-5.78989495,3.25550609,1.47026990,0.52347325,0.55039798,0.00475545,1.17892666,0.00000000
-5.78389195,3.22503362,1.48414502,0.51905186,0.54806111,0.00471450,1.13778283,0.00000000
-5.77788894,3.18528889,1.49235989,0.51286418,0.54339339,0.00466092,1.09826352,0.00000000
-5.77188594,3.13551003,1.49429815,0.50478687,0.53636561,0.00459275,1.06000603,0.00000000
-5.76588294,3.07524371,1.48951033,0.49475105,0.52700339,0.00450858,1.02270202,0.00000000
-5.75987994,3.00436656,1.47772792,0.48274497,0.51538671,0.00440756,0.98611713,0.00000000
-5.75387694,2.92309367,1.45887090,0.46881452,0.50164750,0.00428942,0.95010629,0.00000000
-5.74787394,2.83197405,1.43304864,0.45306152,0.48596556,0.00415448,0.91462404,0.00000000
-5.74187094,2.73187338,1.40055393,0.43563999,0.46856301,0.00400362,0.87972971,0.00000000
-5.73586793,2.62394523,1.36185069,0.41675053,0.44969739,0.00383820,0.84558748,0.00000000
-5.72986493,2.50959212,1.31755574,0.39663323,0.42965368,0.00366004,0.81246137,0.00000000
-5.72386193,2.39041829,1.26841559,0.37555932,0.40873569,0.00347133,0.78070580,0.00000000
-5.71785893,2.26817640,1.21527920,0.35382209,0.38725688,0.00327451,0.75075205,0.00000000
-5.71185593,2.14471045,1.15906795,0.33172737,0.36553129,0.00307225,0.72309142,0.00000000
-5.70585293,2.02189724,1.10074407,0.30958401,0.34386456,0.00286731,0.69825590,0.00000000
-5.69984992,1.90158875,1.04127889,0.28769479,0.32254563,0.00266245,0.67679708,0.00000000
-5.69384692,1.78555760,0.98162208,0.26634801,0.30183930,0.00246037,0.65926430,0.00000000
-5.68784392,1.67544739,0.92267324,0.24581007,0.28197979,0.00226361,0.64618270,0.00000000
