energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,7.03965270,0.04680175,1.90610863,2.73943442,0.00000000,1.99262997,1.30782712
-5.99399700,6.68676180,0.04576477,1.81246853,2.60063537,0.00000000,1.90947007,1.25042540
-5.98799400,6.32490745,0.04462706,1.71855183,2.45562759,0.00000000,1.82280997,1.19259349
-5.98199100,5.95937481,0.04340962,1.62564711,2.30661596,0.00000000,1.73400746,1.13512468
-5.97598799,5.59525468,0.04213459,1.53496976,2.15575912,0.00000000,1.64438575,1.07877555
-5.96998499,5.23732457,0.04082445,1.44763709,2.00511496,0.00000000,1.55520199,1.02424963
-5.96398199,4.88994646,0.03950128,1.36464728,1.85659337,0.00000000,1.46761963,0.97218306
-5.95797899,4.55698379,0.03818599,1.28686256,1.71191734,0.00000000,1.38268545,0.92313253
-5.95197599,4.24173887,0.03689763,1.21499681,1.57259327,0.00000000,1.30131160,0.87756580
-5.94597299,3.94691146,0.03565283,1.14960752,1.43989088,0.00000000,1.22426297,0.83585479
-5.93996998,3.67457795,0.03446526,1.09109208,1.31483256,0.00000000,1.15214984,0.79827153
-5.93396698,3.42619015,0.03334531,1.03968819,1.19819164,0.00000000,1.08542576,0.76498672
-5.92796398,3.20259200,0.03229986,0.99547797,1.09049875,0.00000000,1.02439037,0.73607102
-5.92196098,3.00405207,0.03133225,0.95839563,0.99205534,0.00000000,0.96919660,0.71149879
-5.91595798,2.83030951,0.03044232,0.92823812,0.90295299,0.00000000,0.91986192,0.69115426
-5.90995498,2.68063086,0.02962673,0.90467846,0.82309725,0.00000000,0.87628293,0.67483978
-5.90395198,2.55387515,0.02887924,0.88728135,0.75223470,0.00000000,0.83825256,0.66228600
-5.89794897,2.44856471,0.02819125,0.87552057,0.68998195,0.00000000,0.80547938,0.65316364
-5.89194597,2.36295936,0.02755237,0.86879780,0.63585533,0.00000000,0.77760811,0.64709654
-5.88594297,2.29513149,0.02695105,0.86646236,0.58930020,0.00000000,0.75424067,0.64367562
-5.87993997,2.24304014,0.02637525,0.86783143,0.54971900,0.00000000,0.73495708,0.64247331
-5.87393697,2.20460204,0.02581311,0.87221025,0.51649717,0.00000000,0.71933534,0.64305816
-5.86793397,2.17775787,0.02525361,0.87891182,0.48902639,0.00000000,0.70696985,0.64500896
-5.86193097,2.16053239,0.02468710,0.88727552,0.46672466,0.00000000,0.69748755,0.64792814
-5.85592796,2.15108697,0.02410589,0.89668419,0.44905294,0.00000000,0.69056127,0.65145384
-5.84992496,2.14776354,0.02350453,0.90657912,0.43552810,0.00000000,0.68591996,0.65527030
-5.84392196,2.14911912,0.02288019,0.91647246,0.42573224,0.00000000,0.68335525,0.65911616
-5.83791896,2.15395038,0.02223272,0.92595664,0.41931844,0.00000000,0.68272429,0.66279038
-5.83191596,2.16130774,0.02156470,0.93471054,0.41601303,0.00000000,0.68394877,0.66615546
-5.82591296,2.17049931,0.02088132,0.94250192,0.41561479,0.00000000,0.68701012,0.66913789
-5.81990995,2.18108461,0.02019011,0.94918636,0.41799126,0.00000000,0.69194129,0.67172582
-5.81390695,2.19285902,0.01950062,0.95470241,0.42307272,0.00000000,0.69881541,0.67396388
-5.80790395,2.20582956,0.01882398,0.95906342,0.43084409,0.00000000,0.70773194,0.67594562
-5.80190095,2.22018353,0.01817244,0.96234617,0.44133544,0.00000000,0.71880101,0.67780367
-5.79589795,2.23625132,0.01755877,0.96467705,0.45461134,0.00000000,0.73212676,0.67969821
-5.78989495,2.25446506,0.01699582,0.96621631,0.47075973,0.00000000,0.74779053,0.68180420
-5.78389195,2.27531522,0.01649592,0.96714122,0.48988058,0.00000000,0.76583479,0.68429815
-5.77788894,2.29930674,0.01607042,0.96762900,0.51207483,0.00000000,0.78624876,0.68734485
-5.77188594,2.32691697,0.01572925,0.96784048,0.53743396,0.00000000,0.80895652,0.69108504
-5.76588294,2.35855693,0.01548056,0.96790525,0.56603035,0.00000000,0.83380828,0.69562434
-5.75987994,2.39453769,0.01533044,0.96790938,0.59790874,0.00000000,0.86057545,0.70102439
-5.75387694,2.43504319,0.01528272,0.96788621,0.63307879,0.00000000,0.88894992,0.70729635
-5.74787394,2.48011030,0.01533887,0.96781097,0.67150889,0.00000000,0.91854760,0.71439746
-5.74187094,2.52961709,0.01549798,0.96759946,0.71312111,0.00000000,0.94891634,0.72223065
-5.73586793,2.58327904,0.01575682,0.96711107,0.75778720,0.00000000,0.97954781,0.73064743
-5.72986493,2.64065336,0.01610996,0.96615599,0.80532560,0.00000000,1.00989287,0.73945380
-5.72386193,2.70115048,0.01655001,0.96450625,0.85549932,0.00000000,1.03937981,0.74841911
-5.71785893,2.76405198,0.01706782,0.96191006,0.90801458,0.00000000,1.06743452,0.75728718
-5.71185593,2.82853361,0.01765278,0.95810872,0.96252008,0.00000000,1.09350161,0.76578937
-5.70585293,2.89369214,0.01829309,0.95285506,1.01860715,0.00000000,1.11706555,0.77365873
-5.69984992,2.95857448,0.01897609,0.94593247,1.07581052,0.00000000,1.13767072,0.78064463
-5.69384692,3.02220772,0.01968856,0.93717339,1.13361010,0.00000000,1.15493944,0.78652702
-5.68784392,3.08362878,0.02041701,0.92647625,1.19143390,0.00000000,1.16858718,0.79112962
-5.68184092,3.14191252,0.02114796,0.91381977,1.24866228,0.00000000,1.17843417,0.79433145
-5.67583792,3.19619746,0.02186817,0.89927391,1.30463397,0.00000000,1.18441306,0.79607591
-5.66983492,3.24570844,0.02256489,0.88300679,1.35865387,0.00000000,1.18657227,0.79637720
-5.66383192,3.28977588,0.02322606,0.86528704,1.41000315,0.00000000,1.18507501,0.79532365
-5.65782891,3.32785155,0.02384048,0.84648157,1.45795155,0.00000000,1.18019431,0.79307780
-5.65182591,3.35952091,0.02439797,0.82704880,1.50177190,0.00000000,1.17230425,0.78987344
-5.64582291,3.38451223,0.02488949,0.80752752,1.54075690,0.00000000,1.16186816,0.78600952
-5.63981991,3.40270285,0.02530726,0.78852222,1.57423756,0.00000000,1.14942440,0.78184154
-5.63381691,3.41412298,0.02564484,0.77068531,1.60160306,0.00000000,1.13557048,0.77777069
-5.62781391,3.41895725,0.02589722,0.75469734,1.62232124,0.00000000,1.12094651,0.77423127
-5.62181091,3.41754438,0.02606084,0.74124597,1.63595899,0.00000000,1.10621854,0.77167710
-5.61580790,3.41037510,0.02613369,0.73100489,1.64220160,0.00000000,1.09206279,0.77056731
-5.60980490,3.39808848,0.02611525,0.72461334,1.64087034,0.00000000,1.07915117,0.77135236
-5.60380190,3.38146646,0.02600658,0.72265738,1.63193711,0.00000000,1.06813880,0.77446052
-5.59779890,3.36142675,0.02581023,0.72565347,1.61553558,0.00000000,1.05965374,0.78028563
-5.59179590,3.33901383,0.02553028,0.73403497,1.59196805,0.00000000,1.05428921,0.78917622
-5.58579290,3.31538788,0.02517224,0.74814204,1.56170759,0.00000000,1.05259829,0.80142655
-5.57978989,3.29181177,0.02474300,0.76821499,1.52539507,0.00000000,1.05509095,0.81726956
-5.57378689,3.26963575,0.02425079,0.79439130,1.48383131,0.00000000,1.06223316,0.83687200
-5.56778389,3.25028015,0.02370505,0.82670596,1.43796432,0.00000000,1.07444774,0.86033166
-5.56178089,3.23521610,0.02311639,0.86509482,1.38887226,0.00000000,1.09211635,0.88767652
-5.55577789,3.22594446,0.02249643,0.90940070,1.33774271,0.00000000,1.11558214,0.91886594
-5.54977489,3.22397318,0.02185777,0.95938130,1.28584899,0.00000000,1.14515254,0.95379327
-5.54377189,3.23079357,0.02121387,1.01471876,1.23452452,0.00000000,1.18110150,0.99228998
-5.53776888,3.24785560,0.02057891,1.07502980,1.18513604,0.00000000,1.22367071,1.03413078
-5.53176588,3.27654270,0.01996775,1.13987612,1.13905658,0.00000000,1.27306931,1.07903950
-5.52576288,3.31814617,0.01939579,1.20877432,1.09763894,0.00000000,1.32947178,1.12669536
-5.51975988,3.37383976,0.01887887,1.28120494,1.06219042,0.00000000,1.39301363,1.17673948
-5.51375688,3.44465421,0.01843309,1.35662023,1.03394910,0.00000000,1.46378489,1.22878113
-5.50775388,3.53145225,0.01807473,1.43445031,1.01406218,0.00000000,1.54182143,1.28240379
-5.50175088,3.63490406,0.01781996,1.51410786,1.00356628,0.00000000,1.62709420,1.33717054
-5.49574787,3.75546338,0.01768469,1.59499101,1.00336991,0.00000000,1.71949701,1.39262892
-5.48974487,3.89334441,0.01768424,1.67648499,1.01423777,0.00000000,1.81883305,1.44831507
-5.48374187,4.04849988,0.01783304,1.75796251,1.03677679,0.00000000,1.92480114,1.50375711
-5.47773887,4.22060060,0.01814422,1.83878341,1.07142355,0.00000000,2.03698217,1.55847798
-5.47173587,4.40901705,0.01862924,1.91829401,1.11843304,0.00000000,2.15482686,1.61199767
-5.46573287,4.61280368,0.01929737,1.99582663,1.17786847,0.00000000,2.27764552,1.66383516
-5.45972986,4.83068665,0.02015524,2.07069979,1.24959220,0.00000000,2.40460077,1.71351006
-5.45372686,5.06105623,0.02120632,2.14221951,1.33325804,0.00000000,2.53470402,1.76054435
-5.44772386,5.30196450,0.02245046,2.20968218,1.42830504,0.00000000,2.66681650,1.80446437
-5.44172086,5.55112992,0.02388344,2.27237922,1.53395351,0.00000000,2.79965523,1.84480316
-5.43571786,5.80594946,0.02549659,2.32960385,1.64920371,0.00000000,2.93180458,1.88110352
-5.42971486,6.06351947,0.02727651,2.38065981,1.77283815,0.00000000,3.06173326,1.91292179
-5.42371186,6.32066613,0.02920492,2.42487220,1.90342816,0.00000000,3.18781701,1.93983252
-5.41770885,6.57398584,0.03125864,2.46159997,2.03934555,0.00000000,3.30836636,1.96143400
-5.41170585,6.81989587,0.03340974,2.49024986,2.17878016,0.00000000,3.42165909,1.97735472
-5.40570285,7.05469494,0.03562591,2.51029116,2.31976371,0.00000000,3.52597640,1.98726051
-5.39969985,7.27463299,0.03787093,2.52127081,2.46020019,0.00000000,3.61964191,1.99086228
-5.39369685,7.47598891,0.04010546,2.52282804,2.59790291,0.00000000,3.70106213,1.98792404
-5.38769385,7.65515438,0.04228784,2.51470807,2.73063759,0.00000000,3.76876716,1.97827090
-5.38169085,7.80872158,0.04437517,2.49677393,2.85617083,0.00000000,3.82145018,1.96179676
-5.37568784,7.93357200,0.04632446,2.46901592,2.97232268,0.00000000,3.85800418,1.93847115
-5.36968484,8.02696335,0.04809383,2.43155817,3.07702166,0.00000000,3.87755472,1.90834496
-5.36368184,8.08661127,0.04964377,2.38466170,3.16836051,0.00000000,3.87948727,1.87155467
-5.35767884,8.11076239,0.05093837,2.32872389,3.24465030,0.00000000,3.86346816,1.82832467
-5.35167584,8.09825575,0.05194647,2.26427400,3.30447077,0.00000000,3.82945801,1.77896746
-5.34567284,8.04856932,0.05264267,2.19196496,3.34671470,0.00000000,3.77771738,1.72388156
-5.33966983,7.96184938,0.05300822,2.11256151,3.37062385,0.00000000,3.70880384,1.66354703
