energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.08850808,0.00604588,0.00336083,0.05298277,0.00330702,0.05078927,0.02950586,0.00913185
-5.99399700,0.09283744,0.00655403,0.00385981,0.05537801,0.00328468,0.05301873,0.03011474,0.00998626
-5.98799400,0.09996664,0.00713326,0.00453418,0.05866834,0.00333257,0.05687851,0.03143641,0.01128913
-5.98199100,0.11000710,0.00777697,0.00540290,0.06279491,0.00344580,0.06243546,0.03346386,0.01308343
-5.97598799,0.12310536,0.00847774,0.00648767,0.06770102,0.00361971,0.06977763,0.03619634,0.01541943
-5.96998499,0.13944315,0.00922750,0.00781261,0.07333348,0.00384998,0.07901457,0.03964026,0.01835424
-5.96398199,0.15923612,0.01001759,0.00940384,0.07964388,0.00413263,0.09027688,0.04380983,0.02195108
-5.95797899,0.18273100,0.01083900,0.01128886,0.08658990,0.00446403,0.10371476,0.04872747,0.02627814
-5.95197599,0.21020123,0.01168251,0.01349590,0.09413662,0.00484092,0.11949569,0.05442396,0.03140716
-5.94597299,0.24194085,0.01253893,0.01605300,0.10225764,0.00526040,0.13780102,0.06093831,0.03741152
-5.93996998,0.27825671,0.01339925,0.01898713,0.11093605,0.00571985,0.15882158,0.06831729,0.04436406
-5.93396698,0.31945906,0.01425495,0.02232310,0.12016523,0.00621689,0.18275219,0.07661468,0.05233458
-5.92796398,0.36585039,0.01509812,0.02608239,0.12994915,0.00674933,0.20978523,0.08589007,0.06138693
-5.92196098,0.41771302,0.01592171,0.03028203,0.14030234,0.00731508,0.24010320,0.09620733,0.07157607
-5.91595798,0.47529531,0.01671964,0.03493338,0.15124924,0.00791201,0.27387056,0.10763270,0.08294480
-5.90995498,0.53879711,0.01748695,0.04004099,0.16282293,0.00853790,0.31122489,0.12023239,0.09552060
-5.90395198,0.60835464,0.01821990,0.04560156,0.17506329,0.00919030,0.35226767,0.13406988,0.10931251
-5.89794897,0.68402545,0.01891593,0.05160304,0.18801431,0.00986643,0.39705494,0.14920287,0.12430823
-5.89194597,0.76577387,0.01957367,0.05802395,0.20172086,0.01056307,0.44558814,0.16567985,0.14047160
-5.88594297,0.85345758,0.02019284,0.06483288,0.21622482,0.01127645,0.49780551,0.18353651,0.15774054
-5.87993997,0.94681600,0.02077413,0.07198835,0.23156065,0.01200218,0.55357440,0.20279199,0.17602567
-5.87393697,1.04546085,0.02131897,0.07943892,0.24775071,0.01273520,0.61268485,0.22344517,0.19520961
-5.86793397,1.14886982,0.02182936,0.08712368,0.26480035,0.01346975,0.67484484,0.24547093,0.21514717
-5.86193097,1.25638345,0.02230758,0.09497303,0.28269313,0.01419937,0.73967750,0.26881683,0.23566640
-5.85592796,1.36720593,0.02275596,0.10290980,0.30138632,0.01491691,0.80672060,0.29340005,0.25657055
-5.84992496,1.48040995,0.02317658,0.11085065,0.32080698,0.01561467,0.87542852,0.31910503,0.27764097
-5.84392196,1.59494577,0.02357105,0.11870771,0.34084897,0.01628448,0.94517681,0.34578171,0.29864084
-5.83791896,1.70965458,0.02394030,0.12639044,0.36137093,0.01691784,1.01526948,0.37324470,0.31931967
-5.83191596,1.82328589,0.02428435,0.13380754,0.38219565,0.01750611,1.08494887,0.40127341,0.33941849
-5.82591296,1.93451877,0.02460224,0.14086900,0.40311091,0.01804074,1.15340806,0.42961333,0.35867542
-5.81990995,2.04198628,0.02489191,0.14748808,0.42387184,0.01851345,1.21980548,0.45797838,0.37683168
-5.81390695,2.14430274,0.02515020,0.15358320,0.44420498,0.01891649,1.28328150,0.48605463,0.39363758
-5.80790395,2.24009293,0.02537293,0.15907966,0.46381385,0.01924283,1.34297651,0.51350507,0.40885851
-5.80190095,2.32802255,0.02555496,0.16391122,0.48238608,0.01948643,1.39805000,0.53997563,0.42228059
-5.79589795,2.40682901,0.02569041,0.16802136,0.49960172,0.01964233,1.44770022,0.56510225,0.43371589
-5.78989495,2.47535179,0.02577288,0.17136426,0.51514262,0.01970691,1.49118371,0.58851889,0.44300695
-5.78389195,2.53256130,0.02579568,0.17390554,0.52870247,0.01967795,1.52783421,0.60986615,0.45003060
-5.77788894,2.57758555,0.02575217,0.17562270,0.53999714,0.01955471,1.55708038,0.62880049,0.45470090
-5.77188594,2.60973386,0.02563607,0.17650524,0.54877491,0.01933798,1.57846167,0.64500359,0.45697110
-5.76588294,2.62851666,0.02544172,0.17655459,0.55482614,0.01903008,1.59164196,0.65819155,0.45683471
-5.75987994,2.63366109,0.02516448,0.17578380,0.55799204,0.01863475,1.59642048,0.66812369,0.45432557
-5.75387694,2.62512169,0.02480090,0.17421708,0.55817205,0.01815710,1.59273963,0.67461061,0.44951706
-5.74787394,2.60308587,0.02434904,0.17188911,0.55532959,0.01760346,1.58068934,0.67752102,0.44252040
-5.74187094,2.56797403,0.02380863,0.16884438,0.54949587,0.01698118,1.56050801,0.67678736,0.43348222
-5.73586793,2.52043415,0.02318120,0.16513634,0.54077154,0.01629853,1.53257970,0.67240958,0.42258153
-5.72986493,2.46133105,0.02247011,0.16082652,0.52932618,0.01556440,1.49742775,0.66445724,0.41002601
-5.72386193,2.39173048,0.02168060,0.15598363,0.51539553,0.01478814,1.45570501,0.65306953,0.39604796
-5.71785893,2.31287844,0.02081969,0.15068261,0.49927658,0.01397937,1.40818075,0.63845330,0.38089986
-5.71185593,2.22617619,0.01989599,0.14500361,0.48132073,0.01314770,1.35572480,0.62087906,0.36484968
-5.70585293,2.13315164,0.01891958,0.13903095,0.46192522,0.01230264,1.29928913,0.60067504,0.34817605
-5.69984992,2.03542774,0.01790167,0.13285204,0.44152314,0.01145334,1.23988757,0.57821959,0.33116334
-5.69384692,1.93468871,0.01685438,0.12655622,0.42057242,0.01060847,1.17857395,0.55393203,0.31409672
-5.68784392,1.83264481,0.01579033,0.12023348,0.39954404,0.00977611,1.11641946,0.52826228,0.29725724
-5.68184092,1.73099667,0.01472238,0.11397321,0.37891005,0.00896362,1.05448969,0.50167978,0.28091703
-5.67583792,1.63139987,0.01366324,0.10786280,0.35913152,0.00817756,0.99382188,0.47466181,0.26533462
-5.66983492,1.53543073,0.01262512,0.10198624,0.34064704,0.00742367,0.93540303,0.44768185,0.25075045
-5.66383192,1.44455398,0.01161950,0.09642262,0.32386177,0.00670685,0.88014933,0.42119822,0.23738258
-5.65782891,1.36009324,0.01065676,0.09124471,0.30913759,0.00603113,0.82888750,0.39564340,0.22542277
-5.65182591,1.28320488,0.00974605,0.08651754,0.29678447,0.00539974,0.78233827,0.37141442,0.21503280
-5.64582291,1.21485591,0.00889503,0.08229708,0.28705323,0.00481514,0.74110261,0.34886459,0.20634136
-5.63981991,1.15580654,0.00810977,0.07862905,0.28012984,0.00427910,0.70565096,0.32829673,0.19944137
-5.63381691,1.10659777,0.00739471,0.07554792,0.27613152,0.00379282,0.67631565,0.30995827,0.19438793
-5.62781391,1.06754454,0.00675259,0.07307617,0.27510445,0.00335698,0.65328688,0.29403816,0.19119700
-5.62181091,1.03873450,0.00618453,0.07122387,0.27702347,0.00297192,0.63661223,0.28066580,0.18984487
-5.61580790,1.02003279,0.00569006,0.06998856,0.28179354,0.00263774,0.62619996,0.26991186,0.19026855
-5.60980490,1.01109270,0.00526729,0.06935547,0.28925306,0.00235444,0.62182596,0.26179109,0.19236706
-5.60380190,1.01137213,0.00491303,0.06929827,0.29917897,0.00212208,0.62314419,0.25626682,0.19600385
-5.59779890,1.02015554,0.00462299,0.06978001,0.31129366,0.00194086,0.62970070,0.25325711,0.20101012
-5.59179590,1.03658094,0.00439196,0.07075464,0.32527335,0.00181132,0.64095054,0.25264222,0.20718923
-5.58579290,1.05967121,0.00421403,0.07216869,0.34075795,0.00173442,0.65627739,0.25427323,0.21432203
-5.57978989,1.08836885,0.00408282,0.07396338,0.35736205,0.00171165,0.67501536,0.25798127,0.22217304
-5.57378689,1.12157314,0.00399167,0.07607686,0.37468679,0.00174515,0.69647211,0.26358727,0.23049724
-5.56778389,1.15817846,0.00393387,0.07844665,0.39233215,0.00183771,0.71995273,0.27091154,0.23904738
-5.56178089,1.19711229,0.00390284,0.08101199,0.40990941,0.00199287,0.74478338,0.27978298,0.24758141
-5.55577789,1.23737150,0.00389228,0.08371627,0.42705315,0.00221485,0.77033388,0.29004736,0.25586993
-5.54977489,1.27805541,0.00389638,0.08650911,0.44343243,0.00250858,0.79603822,0.30157435,0.26370319
-5.54377189,1.31839403,0.00390989,0.08934824,0.45876058,0.00287956,0.82141216,0.31426278,0.27089739
-5.53776888,1.35777025,0.00392824,0.09220093,0.47280323,0.00333376,0.84606700,0.32804402,0.27730007
-5.53176588,1.39573469,0.00394761,0.09504489,0.48538416,0.00387744,0.86971887,0.34288302,0.28279422
-5.52576288,1.43201254,0.00396495,0.09786868,0.49638858,0.00451692,0.89219302,0.35877691,0.28730096
-5.51975988,1.46650158,0.00397802,0.10067142,0.50576376,0.00525835,0.91342269,0.37575127,0.29078060
-5.51375688,1.49926158,0.00398534,0.10346200,0.51351687,0.00610738,0.93344263,0.39385388,0.29323209
-5.50775388,1.53049531,0.00398616,0.10625763,0.51971004,0.00706886,0.95237740,0.41314637,0.29469080
-5.50175088,1.56052192,0.00398039,0.10908181,0.52445293,0.00814646,0.97042504,0.43369409,0.29522474
-5.49574787,1.58974408,0.00396851,0.11196203,0.52789325,0.00934238,0.98783678,0.45555460,0.29492941
-5.48974487,1.61861049,0.00395149,0.11492695,0.53020547,0.01065697,1.00489393,0.47876547,0.29392164
-5.48374187,1.64757579,0.00393068,0.11800357,0.53157855,0.01208845,1.02188322,0.50333190,0.29233252
-5.47773887,1.67705995,0.00390770,0.12121428,0.53220327,0.01363266,1.03907168,0.52921516,0.29030004
-5.47173587,1.70740960,0.00388435,0.12457412,0.53225981,0.01528284,1.05668291,0.55632226,0.28796167
-5.46573287,1.73886351,0.00386254,0.12808837,0.53190640,0.01702958,1.07487568,0.58449780,0.28544734
