energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,5.43783250,0.25051078,0.00000000,1.60081488,2.18067385,0.04749861,2.52173463
-5.99399700,5.49907720,0.25145560,0.00000000,1.57817713,2.25406645,0.04787771,2.56705226
-5.98799400,5.55046655,0.25199104,0.00000000,1.55230905,2.32452324,0.04834247,2.60841926
-5.98199100,5.59204143,0.25211501,0.00000000,1.52362327,2.39153975,0.04887647,2.64558363
-5.97598799,5.62404106,0.25183190,0.00000000,1.49256935,2.45469377,0.04946004,2.67841833
-5.96998499,5.64689247,0.25115267,0.00000000,1.45962574,2.51365273,0.05007082,2.70692461
-5.96398199,5.66119916,0.25009497,0.00000000,1.42529210,2.56818032,0.05068431,2.73123330
-5.95797899,5.66772923,0.24868324,0.00000000,1.39008217,2.61814221,0.05127454,2.75160415
-5.95197599,5.66740316,0.24694873,0.00000000,1.35451701,2.66351059,0.05181490,2.76842283
-5.94597299,5.66128129,0.24492943,0.00000000,1.31911887,2.70436693,0.05227888,2.78219561
-5.93996998,5.65055014,0.24266998,0.00000000,1.28440529,2.74090265,0.05264091,2.79354142
-5.93396698,5.63650721,0.24022130,0.00000000,1.25088351,2.77341699,0.05287721,2.80318092
-5.92796398,5.62054321,0.23764009,0.00000000,1.21904480,2.80231173,0.05296656,2.81192235
-5.92196098,5.60412090,0.23498815,0.00000000,1.18935876,2.82808210,0.05289098,2.82064403
-5.91595798,5.58874970,0.23233130,0.00000000,1.16226717,2.85130375,0.05263635,2.83027318
-5.90995498,5.57595550,0.22973808,0.00000000,1.13817750,2.87261558,0.05219290,2.84176134
-5.90395198,5.56724545,0.22727819,0.00000000,1.11745589,2.89269861,0.05155550,2.85605654
-5.89794897,5.56406791,0.22502061,0.00000000,1.10041974,2.91225117,0.05072392,2.87407258
-5.89194597,5.56776828,0.22303144,0.00000000,1.08732995,2.93196133,0.04970274,2.89665648
-5.88594297,5.57954204,0.22137168,0.00000000,1.07838321,2.95247731,0.04850131,2.92455478
-5.87993997,5.60038667,0.22009483,0.00000000,1.07370450,2.97437740,0.04713338,2.95838030
-5.87393697,5.63105496,0.21924456,0.00000000,1.07334045,2.99814063,0.04561673,2.99858056
-5.86793397,5.67201217,0.21885249,0.00000000,1.07725389,3.02411998,0.04397263,3.04540974
-5.86193097,5.72340001,0.21893628,0.00000000,1.08532016,3.05251984,0.04222522,3.09890574
-5.85592796,5.78501036,0.21949809,0.00000000,1.09732591,3.08337914,0.04040092,3.15887409
-5.84992496,5.85627150,0.22052351,0.00000000,1.11297050,3.11656197,0.03852771,3.22488026
-5.84392196,5.93624920,0.22198119,0.00000000,1.13187088,3.15175665,0.03663457,3.29625170
-5.83791896,6.02366447,0.22382302,0.00000000,1.15356985,3.18848428,0.03475085,3.37209043
-5.83191596,6.11692919,0.22598517,0.00000000,1.17754804,3.22611712,0.03290583,3.45129692
-5.82591296,6.21419950,0.22838973,0.00000000,1.20323959,3.26390675,0.03112823,3.53260498
-5.81990995,6.31344637,0.23094707,0.00000000,1.23005117,3.30102139,0.02944602,3.61462729
-5.81390695,6.41254136,0.23355887,0.00000000,1.25738390,3.33659116,0.02788614,3.69591019
-5.80790395,6.50935471,0.23612150,0.00000000,1.28465763,3.36975953,0.02647444,3.77499615
-5.80190095,6.60186199,0.23852993,0.00000000,1.31133657,3.39973898,0.02523570,3.85049146
-5.79589795,6.68825472,0.24068165,0.00000000,1.33695542,3.42586804,0.02419364,3.92113647
-5.78989495,6.76704973,0.24248068,0.00000000,1.36114467,3.44766712,0.02337104,3.98587524
-5.78389195,6.83719195,0.24384141,0.00000000,1.38365411,3.46489005,0.02278986,4.04392134
-5.77788894,6.89814488,0.24469198,0.00000000,1.40437319,3.47756850,0.02247130,4.09481639
-5.77188594,6.94996345,0.24497721,0.00000000,1.42334697,3.48604647,0.02243584,4.13847803
-5.76588294,6.99334459,0.24466076,0.00000000,1.44078687,3.49100236,0.02270320,4.17523447
-5.75987994,7.02965117,0.24372655,0.00000000,1.45707499,3.49345673,0.02329216,4.20584291
-5.75387694,7.06090659,0.24217929,0.00000000,1.47276144,3.49476428,0.02422036,4.23148999
-5.74787394,7.08975798,0.24004412,0.00000000,1.48855429,3.49658926,0.02550386,4.25377286
-5.74187094,7.11940761,0.23736535,0.00000000,1.50530181,3.50086426,0.02715668,4.27466048
-5.73586793,7.15351364,0.23420440,0.00000000,1.52396730,3.50973322,0.02919019,4.29643551
-5.72986493,7.19606249,0.23063699,0.00000000,1.54559692,3.52547994,0.03161247,4.32161803
-5.72386193,7.25121687,0.22674977,0.00000000,1.57128139,3.55044446,0.03442751,4.35287337
-5.71785893,7.32314468,0.22263647,0.00000000,1.60211267,3.58693004,0.03763458,4.39290683
-5.71185593,7.41583496,0.21839390,0.00000000,1.63913702,3.63710418,0.04122744,4.44434916
-5.70585293,7.53290840,0.21411780,0.00000000,1.68330627,3.70289756,0.04519380,4.50963716
