energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,In_p_up,In_p_down,In_d_up,In_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-2.77638819,2.77019433,-2.77019372,0.27784955,-0.27784923,2.34248275,-2.34248240,0.50159377,-0.50159343,0.00202465,-0.00202465,0.00288708,-0.00288709,0.04395126,-0.04395122
-2.77038519,2.75642630,-2.75642584,0.26122421,-0.26122392,2.34390353,-2.34390330,0.48176763,-0.48176733,0.00199677,-0.00199677,0.00299367,-0.00299367,0.04171238,-0.04171235
-2.76438219,2.74971670,-2.74971638,0.24683329,-0.24683304,2.35104391,-2.35104380,0.46362848,-0.46362820,0.00197255,-0.00197254,0.00310522,-0.00310522,0.03963229,-0.03963226
-2.75837919,2.74927024,-2.74927005,0.23461697,-0.23461676,2.36305708,-2.36305707,0.44726269,-0.44726244,0.00195101,-0.00195101,0.00321981,-0.00321981,0.03772244,-0.03772242
-2.75237619,2.75426808,-2.75426799,0.22450601,-0.22450584,2.37908386,-2.37908393,0.43274180,-0.43274159,0.00193120,-0.00193120,0.00333548,-0.00333548,0.03599260,-0.03599258
-2.74637319,2.76389759,-2.76389759,0.21642502,-0.21642487,2.39827980,-2.39827995,0.42012499,-0.42012480,0.00191221,-0.00191221,0.00345024,-0.00345024,0.03445110,-0.03445108
-2.74037019,2.77738077,-2.77738085,0.21029536,-0.21029524,2.41984120,-2.41984140,0.40946146,-0.40946129,0.00189317,-0.00189317,0.00356218,-0.00356218,0.03310514,-0.03310513
-2.73436718,2.79400030,-2.79400045,0.20603774,-0.20603765,2.44302893,-2.44302918,0.40079262,-0.40079249,0.00187334,-0.00187334,0.00366948,-0.00366949,0.03196108,-0.03196106
-2.72836418,2.81312231,-2.81312252,0.20357429,-0.20357423,2.46718949,-2.46718977,0.39415393,-0.39415383,0.00185206,-0.00185206,0.00377053,-0.00377053,0.03102465,-0.03102464
-2.72236118,2.83421496,-2.83421521,0.20283004,-0.20283000,2.49177224,-2.49177255,0.38957626,-0.38957619,0.00182883,-0.00182883,0.00386389,-0.00386389,0.03030122,-0.03030121
-2.71635818,2.85686209,-2.85686238,0.20373392,-0.20373390,2.51634238,-2.51634270,0.38708680,-0.38708675,0.00180327,-0.00180327,0.00394839,-0.00394840,0.02979589,-0.02979589
-2.71035518,2.88077143,-2.88077175,0.20621907,-0.20621907,2.54058889,-2.54058922,0.38670931,-0.38670929,0.00177518,-0.00177518,0.00402317,-0.00402317,0.02951364,-0.02951363
-2.70435218,2.90577672,-2.90577707,0.21022260,-0.21022262,2.56432732,-2.56432766,0.38846365,-0.38846366,0.00174448,-0.00174448,0.00408764,-0.00408764,0.02945927,-0.02945927
-2.69834917,2.93183374,-2.93183412,0.21568471,-0.21568475,2.58749697,-2.58749732,0.39236465,-0.39236468,0.00171126,-0.00171125,0.00414155,-0.00414155,0.02963743,-0.02963744
-2.69234617,2.95901011,-2.95901051,0.22254724,-0.22254730,2.61015268,-2.61015303,0.39842006,-0.39842012,0.00167571,-0.00167571,0.00418494,-0.00418495,0.03005243,-0.03005244
-2.68634317,2.98746909,-2.98746951,0.23075172,-0.23075179,2.63245124,-2.63245159,0.40662780,-0.40662789,0.00163817,-0.00163817,0.00421819,-0.00421819,0.03070804,-0.03070805
-2.68034017,3.01744803,-3.01744847,0.24023692,-0.24023701,2.65463311,-2.65463346,0.41697249,-0.41697260,0.00159907,-0.00159907,0.00424193,-0.00424193,0.03160720,-0.03160721
-2.67433717,3.04923207,-3.04923254,0.25093609,-0.25093619,2.67699988,-2.67700024,0.42942128,-0.42942141,0.00155892,-0.00155892,0.00425706,-0.00425706,0.03275171,-0.03275173
-2.66833417,3.08312433,-3.08312484,0.26277395,-0.26277407,2.69988860,-2.69988898,0.44391926,-0.44391942,0.00151827,-0.00151827,0.00426472,-0.00426472,0.03414183,-0.03414185
-2.66233117,3.11941375,-3.11941429,0.27566363,-0.27566376,2.72364384,-2.72364424,0.46038471,-0.46038489,0.00147771,-0.00147771,0.00426622,-0.00426622,0.03577584,-0.03577587
-2.65632816,3.15834206,-3.15834263,0.28950368,-0.28950382,2.74858893,-2.74858934,0.47870423,-0.47870444,0.00143784,-0.00143784,0.00426301,-0.00426301,0.03764964,-0.03764967
-2.65032516,3.20007161,-3.20007222,0.30417543,-0.30417557,2.77499754,-2.77499798,0.49872844,-0.49872867,0.00139923,-0.00139923,0.00425665,-0.00425665,0.03975628,-0.03975631
-2.64432216,3.24465569,-3.24465634,0.31954083,-0.31954098,2.80306717,-2.80306763,0.52026821,-0.52026845,0.00136240,-0.00136240,0.00424877,-0.00424877,0.04208562,-0.04208566
-2.63831916,3.29201292,-3.29201361,0.33544107,-0.33544122,2.83289583,-2.83289632,0.54309209,-0.54309235,0.00132782,-0.00132782,0.00424099,-0.00424099,0.04462396,-0.04462400
-2.63231616,3.34190754,-3.34190827,0.35169600,-0.35169616,2.86446321,-2.86446373,0.56692511,-0.56692538,0.00129588,-0.00129588,0.00423494,-0.00423494,0.04735380,-0.04735384
-2.62631316,3.39393669,-3.39393744,0.36810477,-0.36810492,2.89761758,-2.89761812,0.59144935,-0.59144963,0.00126688,-0.00126688,0.00423219,-0.00423219,0.05025368,-0.05025373
-2.62031016,3.44752600,-3.44752678,0.38444753,-0.38444769,2.93206921,-2.93206978,0.61630639,-0.61630668,0.00124102,-0.00124102,0.00423422,-0.00423422,0.05329816,-0.05329822
-2.61430715,3.50193422,-3.50193502,0.40048854,-0.40048869,2.96739110,-2.96739169,0.64110203,-0.64110232,0.00121841,-0.00121841,0.00424243,-0.00424243,0.05645798,-0.05645804
-2.60830415,3.55626710,-3.55626792,0.41598040,-0.41598054,3.00302715,-3.00302776,0.66541303,-0.66541331,0.00119903,-0.00119903,0.00425810,-0.00425810,0.05970027,-0.05970033
-2.60230115,3.60950053,-3.60950134,0.43066961,-0.43066974,3.03830788,-3.03830849,0.68879607,-0.68879635,0.00118280,-0.00118280,0.00428235,-0.00428235,0.06298907,-0.06298914
-2.59629815,3.66051219,-3.66051299,0.44430313,-0.44430325,3.07247310,-3.07247371,0.71079866,-0.71079892,0.00116953,-0.00116953,0.00431620,-0.00431620,0.06628596,-0.06628603
-2.59029515,3.70812081,-3.70812158,0.45663580,-0.45663590,3.10470083,-3.10470143,0.73097154,-0.73097178,0.00115897,-0.00115897,0.00436050,-0.00436050,0.06955081,-0.06955088
-2.58429215,3.75113130,-3.75113204,0.46743834,-0.46743844,3.13414118,-3.13414177,0.74888244,-0.74888266,0.00115078,-0.00115078,0.00441595,-0.00441595,0.07274280,-0.07274287
-2.57828914,3.78838401,-3.78838470,0.47650566,-0.47650573,3.15995384,-3.15995440,0.76413045,-0.76413063,0.00114463,-0.00114463,0.00448314,-0.00448314,0.07582149,-0.07582156
-2.57228614,3.81880589,-3.81880651,0.48366496,-0.48366501,3.18134730,-3.18134782,0.77636052,-0.77636067,0.00114012,-0.00114012,0.00456247,-0.00456247,0.07874809,-0.07874816
-2.56628314,3.84146117,-3.84146172,0.48878345,-0.48878348,3.19761819,-3.19761866,0.78527753,-0.78527765,0.00113686,-0.00113686,0.00465423,-0.00465423,0.08148673,-0.08148680
-2.56028014,3.85559931,-3.85559978,0.49177528,-0.49177529,3.20818859,-3.20818901,0.79065922,-0.79065930,0.00113449,-0.00113449,0.00475855,-0.00475855,0.08400585,-0.08400592
-2.55427714,3.86069771,-3.86069808,0.49260717,-0.49260716,3.21263967,-3.21264003,0.79236743,-0.79236747,0.00113267,-0.00113267,0.00487546,-0.00487546,0.08627957,-0.08627964
-2.54827414,3.85649729,-3.85649756,0.49130277,-0.49130273,3.21073989,-3.21074019,0.79035721,-0.79035722,0.00113110,-0.00113110,0.00500483,-0.00500483,0.08828903,-0.08828909
-2.54227114,3.84302904,-3.84302922,0.48794525,-0.48794519,3.20246636,-3.20246660,0.78468327,-0.78468323,0.00112958,-0.00112958,0.00514644,-0.00514644,0.09002360,-0.09002365
-2.53626813,3.82063034,-3.82063043,0.48267817,-0.48267810,3.18801824,-3.18801841,0.77550347,-0.77550340,0.00112795,-0.00112795,0.00529996,-0.00529996,0.09148200,-0.09148205
-2.53026513,3.78995007,-3.78995007,0.47570449,-0.47570441,3.16782157,-3.16782169,0.76307928,-0.76307917,0.00112616,-0.00112616,0.00546498,-0.00546498,0.09267321,-0.09267326
-2.52426213,3.75194230,-3.75194223,0.46728374,-0.46728365,3.14252517,-3.14252524,0.74777295,-0.74777281,0.00112427,-0.00112427,0.00564101,-0.00564101,0.09361710,-0.09361715
-2.51825913,3.70784884,-3.70784871,0.45772757,-0.45772747,3.11298784,-3.11298786,0.73004170,-0.73004153,0.00112241,-0.00112241,0.00582752,-0.00582752,0.09434482,-0.09434486
-2.51225613,3.65917129,-3.65917112,0.44739369,-0.44739359,3.08025743,-3.08025742,0.71042892,-0.71042874,0.00112083,-0.00112083,0.00602399,-0.00602399,0.09489885,-0.09489888
-2.50625313,3.60763391,-3.60763371,0.43667863,-0.43667853,3.04554279,-3.04554277,0.68955285,-0.68955265,0.00111986,-0.00111986,0.00622989,-0.00622989,0.09533271,-0.09533274
-2.50025013,3.55513886,-3.55513866,0.42600941,-0.42600932,3.01017986,-3.01017983,0.66809297,-0.66809277,0.00111993,-0.00111993,0.00644476,-0.00644476,0.09571032,-0.09571035
-2.49424712,3.50371572,-3.50371555,0.41583459,-0.41583450,2.97559339,-2.97559338,0.64677470,-0.64677450,0.00112155,-0.00112155,0.00666825,-0.00666825,0.09610498,-0.09610500
-2.48824412,3.45546726,-3.45546713,0.40661481,-0.40661474,2.94325608,-2.94325611,0.62635278,-0.62635260,0.00112528,-0.00112528,0.00690013,-0.00690014,0.09659796,-0.09659798
-2.48224112,3.41251354,-3.41251350,0.39881330,-0.39881325,2.91464664,-2.91464673,0.60759382,-0.60759365,0.00113175,-0.00113175,0.00714036,-0.00714036,0.09727683,-0.09727685
-2.47623812,3.37693650,-3.37693656,0.39288643,-0.39288641,2.89120866,-2.89120882,0.59125857,-0.59125843,0.00114160,-0.00114160,0.00738909,-0.00738909,0.09823343,-0.09823345
-2.47023512,3.35072666,-3.35072685,0.38927465,-0.38927467,2.87431157,-2.87431183,0.57808431,-0.57808421,0.00115549,-0.00115549,0.00764670,-0.00764670,0.09956159,-0.09956161
-2.46423212,3.33573379,-3.33573413,0.38839389,-0.38839394,2.86521527,-2.86521565,0.56876778,-0.56876773,0.00117408,-0.00117408,0.00791384,-0.00791384,0.10135470,-0.10135473
-2.45822911,3.33362273,-3.33362325,0.39062760,-0.39062770,2.86503922,-2.86503972,0.56394904,-0.56394905,0.00119797,-0.00119797,0.00819138,-0.00819138,0.10370311,-0.10370315
-2.45222611,3.34583544,-3.34583615,0.39631955,-0.39631969,2.87473693,-2.87473757,0.56419658,-0.56419664,0.00122775,-0.00122775,0.00848045,-0.00848045,0.10669151,-0.10669155
-2.44622311,3.37355991,-3.37356083,0.40576730,-0.40576749,2.89507628,-2.89507707,0.56999396,-0.56999408,0.00126390,-0.00126390,0.00878237,-0.00878237,0.11039632,-0.11039637
-2.44022011,3.41770638,-3.41770752,0.41921661,-0.41921685,2.92662576,-2.92662671,0.58172826,-0.58172845,0.00130682,-0.00130682,0.00909863,-0.00909864,0.11488322,-0.11488328
-2.43421711,3.47889076,-3.47889213,0.43685651,-0.43685680,2.96974656,-2.96974768,0.59968053,-0.59968079,0.00135681,-0.00135681,0.00943084,-0.00943085,0.12020487,-0.12020494
-2.42821411,3.55742524,-3.55742685,0.45881529,-0.45881563,3.02459018,-3.02459147,0.62401841,-0.62401874,0.00141403,-0.00141403,0.00978063,-0.00978064,0.12639890,-0.12639898
-2.42221111,3.65331559,-3.65331743,0.48515731,-0.48515770,3.09110089,-3.09110235,0.65479111,-0.65479152,0.00147852,-0.00147852,0.01014960,-0.01014961,0.13348626,-0.13348634
-2.41620810,3.76626459,-3.76626665,0.51588063,-0.51588107,3.16902257,-3.16902418,0.69192686,-0.69192735,0.00155015,-0.00155015,0.01053921,-0.01053922,0.14146994,-0.14147004
-2.41020510,3.89568103,-3.89568330,0.55091557,-0.55091606,3.25790889,-3.25791066,0.73523291,-0.73523347,0.00162867,-0.00162867,0.01095070,-0.01095071,0.15033423,-0.15033434
-2.40420210,4.04069354,-4.04069600,0.59012415,-0.59012470,3.35713631,-3.35713822,0.78439814,-0.78439876,0.00171365,-0.00171366,0.01138500,-0.01138501,0.16004433,-0.16004445
-2.39819910,4.20016851,-4.20017115,0.63330057,-0.63330116,3.46591893,-3.46592096,0.83899828,-0.83899896,0.00180455,-0.00180455,0.01184267,-0.01184268,0.17054654,-0.17054667
-2.39219610,4.37273152,-4.37273431,0.68017262,-0.68017326,3.58332462,-3.58332675,0.89850369,-0.89850441,0.00190067,-0.00190067,0.01232381,-0.01232382,0.18176897,-0.18176911
-2.38619310,4.55679150,-4.55679443,0.73040429,-0.73040496,3.70829174,-3.70829396,0.96228951,-0.96229028,0.00200118,-0.00200118,0.01282799,-0.01282800,0.19362260,-0.19362275
-2.38019010,4.75056721,-4.75057023,0.78359928,-0.78360000,3.83964610,-3.83964838,1.02964812,-1.02964893,0.00210516,-0.00210516,0.01335427,-0.01335428,0.20600291,-0.20600306
-2.37418709,4.95211533,-4.95211842,0.83930583,-0.83930657,3.97611769,-3.97612002,1.09980341,-1.09980424,0.00221161,-0.00221161,0.01390114,-0.01390115,0.21879179,-0.21879195
-2.36818409,5.15935989,-5.15936301,0.89702239,-0.89702315,4.11635712,-4.11635946,1.17192668,-1.17192753,0.00231945,-0.00231946,0.01446653,-0.01446654,0.23185984,-0.23186000
-2.36218109,5.37012250,-5.37012562,0.95620445,-0.95620523,4.25895159,-4.25895391,1.24515371,-1.24515456,0.00242758,-0.00242758,0.01504787,-0.01504788,0.24506886,-0.24506902
-2.35617809,5.58215324,-5.58215633,1.01627223,-1.01627302,4.40244058,-4.40244288,1.31860240,-1.31860324,0.00253487,-0.00253487,0.01564209,-0.01564209,0.25827458,-0.25827474
-2.35017509,5.79316170,-5.79316472,1.07661913,-1.07661993,4.54533137,-4.54533360,1.39139064,-1.39139147,0.00264022,-0.00264022,0.01624571,-0.01624572,0.27132939,-0.27132955
-2.34417209,6.00084809,-6.00085100,1.13662087,-1.13662168,4.68611447,-4.68611661,1.46265373,-1.46265454,0.00274255,-0.00274256,0.01685495,-0.01685496,0.28408523,-0.28408538
-2.33816908,6.20293416,-6.20293694,1.19564506,-1.19564585,4.82327949,-4.82328152,1.53156092,-1.53156170,0.00284088,-0.00284088,0.01746574,-0.01746574,0.29639626,-0.29639640
-2.33216608,6.39719374,-6.39719636,1.25306101,-1.25306179,4.95533141,-4.95533331,1.59733059,-1.59733133,0.00293427,-0.00293427,0.01807387,-0.01807388,0.30812159,-0.30812172
-2.32616308,6.58148259,-6.58148501,1.30824977,-1.30825053,5.08080757,-5.08080931,1.65924362,-1.65924431,0.00302191,-0.00302191,0.01867508,-0.01867509,0.31912769,-0.31912781
-2.32016008,6.75376749,-6.75376968,1.36061389,-1.36061462,5.19829548,-5.19829703,1.71665465,-1.71665528,0.00310308,-0.00310308,0.01926516,-0.01926516,0.32929068,-0.32929078
-2.31415708,6.91215418,-6.91215613,1.40958706,-1.40958775,5.30645138,-5.30645273,1.76900106,-1.76900163,0.00317720,-0.00317720,0.01983998,-0.01983999,0.33849835,-0.33849844
-2.30815408,7.05491398,-7.05491566,1.45464325,-1.45464390,5.40401947,-5.40402061,1.81580948,-1.81580998,0.00324380,-0.00324380,0.02039567,-0.02039567,0.34665192,-0.34665199
-2.30215108,7.18050859,-7.18050998,1.49530529,-1.49530589,5.48985152,-5.48985243,1.85669987,-1.85670031,0.00330253,-0.00330253,0.02092859,-0.02092859,0.35366747,-0.35366753
-2.29614807,7.28761282,-7.28761391,1.53115272,-1.53115328,5.56292633,-5.56292700,1.89138730,-1.89138766,0.00335318,-0.00335318,0.02143544,-0.02143544,0.35947716,-0.35947720
-2.29014507,7.37513470,-7.37513548,1.56182889,-1.56182938,5.62236864,-5.62236907,1.91968150,-1.91968178,0.00339563,-0.00339563,0.02191330,-0.02191330,0.36403006,-0.36403008
-2.28414207,7.44223256,-7.44223301,1.58704700,-1.58704742,5.66746670,-5.66746688,1.94148459,-1.94148479,0.00342987,-0.00342987,0.02235963,-0.02235964,0.36729276,-0.36729277
-2.27813907,7.48832843,-7.48832856,1.60659518,-1.60659554,5.69768780,-5.69768773,1.95678721,-1.95678733,0.00345599,-0.00345599,0.02277232,-0.02277232,0.36924967,-0.36924966
-2.27213607,7.51311741,-7.51311722,1.62034046,-1.62034075,5.71269103,-5.71269070,1.96566330,-1.96566334,0.00347415,-0.00347415,0.02314964,-0.02314964,0.36990298,-0.36990295
-2.26613307,7.51657243,-7.51657192,1.62823135,-1.62823156,5.71233647,-5.71233590,1.96826393,-1.96826389,0.00348458,-0.00348458,0.02349027,-0.02349027,0.36927238,-0.36927233
-2.26013007,7.49894390,-7.49894308,1.63029916,-1.63029929,5.69669035,-5.69668954,1.96481045,-1.96481033,0.00348757,-0.00348757,0.02379326,-0.02379325,0.36739448,-0.36739441
-2.25412706,7.46075419,-7.46075307,1.62665783,-1.62665789,5.66602537,-5.66602433,1.95558715,-1.95558696,0.00348344,-0.00348344,0.02405797,-0.02405797,0.36432191,-0.36432183
-2.24812406,7.40278644,-7.40278504,1.61750217,-1.61750215,5.62081623,-5.62081498,1.94093361,-1.94093334,0.00347256,-0.00347256,0.02428409,-0.02428409,0.36012219,-0.36012209
-2.24212106,7.32606808,-7.32606642,1.60310445,-1.60310435,5.56173001,-5.56172857,1.92123694,-1.92123660,0.00345534,-0.00345534,0.02447152,-0.02447151,0.35487628,-0.35487616
-2.23611806,7.23184893,-7.23184704,1.58380928,-1.58380911,5.48961171,-5.48961010,1.89692389,-1.89692349,0.00343220,-0.00343220,0.02462035,-0.02462035,0.34867684,-0.34867671
-2.23011506,7.12157463,-7.12157252,1.56002681,-1.56002658,5.40546526,-5.40546349,1.86845299,-1.86845253,0.00340359,-0.00340359,0.02473082,-0.02473082,0.34162635,-0.34162621
-2.22411206,6.99685582,-6.99685353,1.53222423,-1.53222393,5.31043074,-5.31042884,1.83630656,-1.83630604,0.00336999,-0.00336999,0.02480324,-0.02480323,0.33383491,-0.33383476
-2.21810905,6.85943406,-6.85943162,1.50091568,-1.50091533,5.20575857,-5.20575657,1.80098270,-1.80098214,0.00333190,-0.00333190,0.02483794,-0.02483793,0.32541793,-0.32541777
-2.21210605,6.71114552,-6.71114296,1.46665084,-1.46665043,5.09278177,-5.09277969,1.76298732,-1.76298671,0.00328984,-0.00328984,0.02483522,-0.02483522,0.31649369,-0.31649352
-2.20610305,6.55388345,-6.55388080,1.43000230,-1.43000185,4.97288723,-4.97288509,1.72282600,-1.72282537,0.00324437,-0.00324436,0.02479535,-0.02479535,0.30718083,-0.30718066
-2.20010005,6.38956083,-6.38955811,1.39155221,-1.39155173,4.84748730,-4.84748512,1.68099603,-1.68099537,0.00319604,-0.00319604,0.02471849,-0.02471849,0.29759587,-0.29759570
-2.19409705,6.22007422,-6.22007148,1.35187843,-1.35187792,4.71799258,-4.71799039,1.63797844,-1.63797775,0.00314547,-0.00314547,0.02460469,-0.02460468,0.28785083,-0.28785066
-2.18809405,6.04727011,-6.04726736,1.31154076,-1.31154023,4.58578703,-4.58578486,1.59423038,-1.59422969,0.00309326,-0.00309326,0.02445390,-0.02445389,0.27805099,-0.27805082
-2.18209105,5.87291456,-5.87291183,1.27106766,-1.27106712,4.45220603,-4.45220389,1.55017793,-1.55017724,0.00304004,-0.00304004,0.02426598,-0.02426597,0.26829288,-0.26829271
-2.17608804,5.69866719,-5.69866452,1.23094396,-1.23094342,4.31851802,-4.31851594,1.50620949,-1.50620880,0.00298645,-0.00298645,0.02404072,-0.02404072,0.25866263,-0.25866246
-2.17008504,5.52605985,-5.52605725,1.19160003,-1.19159950,4.18591004,-4.18590802,1.46267010,-1.46266942,0.00293311,-0.00293311,0.02377791,-0.02377791,0.24923462,-0.24923446
-2.16408204,5.35648044,-5.35647793,1.15340288,-1.15340237,4.05547706,-4.05547513,1.41985681,-1.41985613,0.00288062,-0.00288062,0.02347739,-0.02347738,0.24007062,-0.24007046
-2.15807904,5.19116186,-5.19115946,1.11664946,-1.11664896,3.92821520,-3.92821336,1.37801533,-1.37801467,0.00282957,-0.00282957,0.02313913,-0.02313913,0.23121926,-0.23121911
-2.15207604,5.03117594,-5.03117367,1.08156253,-1.08156205,3.80501806,-3.80501633,1.33733819,-1.33733756,0.00278048,-0.00278048,0.02276334,-0.02276333,0.22271609,-0.22271594
-2.14607304,4.87743186,-4.87742973,1.04828923,-1.04828877,3.68667595,-3.68667433,1.29796439,-1.29796379,0.00273380,-0.00273380,0.02235052,-0.02235051,0.21458392,-0.21458378
-2.14007004,4.73067855,-4.73067657,1.01690229,-1.01690187,3.57387706,-3.57387557,1.25998069,-1.25998011,0.00268993,-0.00268993,0.02190164,-0.02190163,0.20683371,-0.20683358
-2.13406703,4.59151027,-4.59150844,0.98740401,-0.98740361,3.46721015,-3.46720878,1.22342448,-1.22342394,0.00264915,-0.00264915,0.02141815,-0.02141814,0.19946567,-0.19946555
-2.12806403,4.46037468,-4.46037301,0.95973246,-0.95973209,3.36716779,-3.36716656,1.18828810,-1.18828758,0.00261164,-0.00261164,0.02090211,-0.02090210,0.19247082,-0.19247071
-2.12206103,4.33758259,-4.33758107,0.93376992,-0.93376958,3.27414992,-3.27414882,1.15452443,-1.15452394,0.00257748,-0.00257748,0.02035627,-0.02035626,0.18583260,-0.18583249
-2.11605803,4.22331864,-4.22331728,0.90935287,-0.90935256,3.18846696,-3.18846599,1.12205353,-1.12205307,0.00254659,-0.00254659,0.01978405,-0.01978404,0.17952870,-0.17952860
-2.11005503,4.11765245,-4.11765124,0.88628312,-0.88628284,3.11034246,-3.11034162,1.09076994,-1.09076950,0.00251882,-0.00251882,0.01918963,-0.01918962,0.17353298,-0.17353288
-2.10405203,4.02054960,-4.02054855,0.86433957,-0.86433930,3.03991511,-3.03991441,1.06055040,-1.06054999,0.00249386,-0.00249386,0.01857787,-0.01857786,0.16781720,-0.16781711
-2.09804902,3.93188228,-3.93188136,0.84328991,-0.84328967,2.97724019,-2.97723961,1.03126161,-1.03126121,0.00247129,-0.00247129,0.01795428,-0.01795427,0.16235280,-0.16235272
-2.09204602,3.85143931,-3.85143853,0.82290195,-0.82290172,2.92229070,-2.92229024,1.00276751,-1.00276714,0.00245060,-0.00245060,0.01732493,-0.01732492,0.15711237,-0.15711229
-2.08604302,3.77893570,-3.77893504,0.80295375,-0.80295353,2.87495865,-2.87495831,0.97493613,-0.97493577,0.00243119,-0.00243119,0.01669630,-0.01669629,0.15207092,-0.15207085
-2.08004002,3.71402163,-3.71402108,0.78324252,-0.78324231,2.83505681,-2.83505657,0.94764527,-0.94764492,0.00241239,-0.00241239,0.01607516,-0.01607515,0.14720690,-0.14720683
-2.07403702,3.65629126,-3.65629080,0.76359165,-0.76359145,2.80232140,-2.80232126,0.92078724,-0.92078691,0.00239349,-0.00239349,0.01546833,-0.01546832,0.14250282,-0.14250275
-2.06803402,3.60529136,-3.60529100,0.74385588,-0.74385568,2.77641623,-2.77641618,0.89427220,-0.89427187,0.00237375,-0.00237375,0.01488251,-0.01488250,0.13794569,-0.13794563
-2.06203102,3.56053020,-3.56052991,0.72392439,-0.72392419,2.75693847,-2.75693849,0.86803020,-0.86802988,0.00235246,-0.00235246,0.01432407,-0.01432406,0.13352705,-0.13352699
-2.05602801,3.52148666,-3.52148643,0.70372194,-0.70372173,2.74342631,-2.74342640,0.84201192,-0.84201160,0.00232891,-0.00232891,0.01379880,-0.01379880,0.12924276,-0.12924271
-2.05002501,3.48761984,-3.48761966,0.68320812,-0.68320791,2.73536859,-2.73536873,0.81618820,-0.81618789,0.00230249,-0.00230249,0.01331175,-0.01331174,0.12509261,-0.12509256
-2.04402201,3.45837911,-3.45837896,0.66237497,-0.66237476,2.73221619,-2.73221637,0.79054852,-0.79054820,0.00227264,-0.00227264,0.01286699,-0.01286698,0.12107967,-0.12107962
-2.03801901,3.43321447,-3.43321435,0.64124334,-0.64124311,2.73339493,-2.73339514,0.76509861,-0.76509828,0.00223892,-0.00223892,0.01246751,-0.01246751,0.11720956,-0.11720951
-2.03201601,3.41158718,-3.41158708,0.61985814,-0.61985791,2.73831957,-2.73831981,0.73985750,-0.73985718,0.00220100,-0.00220100,0.01211509,-0.01211509,0.11348961,-0.11348957
-2.02601301,3.39298024,-3.39298014,0.59828316,-0.59828292,2.74640834,-2.74640859,0.71485430,-0.71485397,0.00215870,-0.00215869,0.01181020,-0.01181020,0.10992809,-0.10992805
-2.02001001,3.37690843,-3.37690832,0.57659554,-0.57659529,2.75709737,-2.75709763,0.69012476,-0.69012443,0.00211195,-0.00211195,0.01155202,-0.01155202,0.10653334,-0.10653330
-2.01400700,3.36292763,-3.36292752,0.55488040,-0.55488015,2.76985437,-2.76985462,0.66570819,-0.66570786,0.00206085,-0.00206084,0.01133844,-0.01133844,0.10331307,-0.10331303
-2.00800400,3.35064289,-3.35064277,0.53322592,-0.53322567,2.78419094,-2.78419118,0.64164457,-0.64164423,0.00200562,-0.00200562,0.01116617,-0.01116617,0.10027379,-0.10027376
-2.00200100,3.33971499,-3.33971485,0.51171903,-0.51171877,2.79967299,-2.79967321,0.61797235,-0.61797201,0.00194663,-0.00194663,0.01103085,-0.01103085,0.09742028,-0.09742025
-1.99599800,3.32986509,-3.32986493,0.49044199,-0.49044173,2.81592866,-2.81592887,0.59472678,-0.59472645,0.00188435,-0.00188435,0.01092722,-0.01092722,0.09475531,-0.09475527
-1.98999500,3.32087741,-3.32087723,0.46946991,-0.46946964,2.83265357,-2.83265376,0.57193902,-0.57193869,0.00181935,-0.00181935,0.01084933,-0.01084933,0.09227945,-0.09227942
-1.98399200,3.31259955,-3.31259935,0.44886920,-0.44886894,2.84961303,-2.84961320,0.54963583,-0.54963550,0.00175228,-0.00175228,0.01079079,-0.01079079,0.08999107,-0.08999104
-1.97798899,3.30494067,-3.30494046,0.42869703,-0.42869676,2.86664137,-2.86664152,0.52784000,-0.52783967,0.00168385,-0.00168385,0.01074496,-0.01074496,0.08788644,-0.08788642
-1.97198599,3.29786749,-3.29786727,0.40900153,-0.40900126,2.88363836,-2.88363850,0.50657125,-0.50657092,0.00161481,-0.00161481,0.01070527,-0.01070527,0.08596000,-0.08595997
-1.96598299,3.29139830,-3.29139808,0.38982281,-0.38982255,2.90056312,-2.90056325,0.48584761,-0.48584729,0.00154589,-0.00154589,0.01066540,-0.01066540,0.08420461,-0.08420459
-1.95997999,3.28559540,-3.28559518,0.37119447,-0.37119422,2.91742584,-2.91742597,0.46568699,-0.46568667,0.00147784,-0.00147784,0.01061955,-0.01061955,0.08261201,-0.08261199
-1.95397699,3.28055625,-3.28055603,0.35314547,-0.35314521,2.93427793,-2.93427805,0.44610891,-0.44610860,0.00141136,-0.00141135,0.01056261,-0.01056261,0.08117322,-0.08117320
-1.94797399,3.27640388,-3.27640367,0.33570219,-0.33570194,2.95120107,-2.95120119,0.42713628,-0.42713598,0.00134707,-0.00134707,0.01049037,-0.01049037,0.07987898,-0.07987896
-1.94197099,3.27327699,-3.27327680,0.31889055,-0.31889032,2.96829592,-2.96829605,0.40879687,-0.40879657,0.00128557,-0.00128556,0.01039962,-0.01039962,0.07872021,-0.07872019
-1.93596798,3.27132037,-3.27132020,0.30273800,-0.30273777,2.98567105,-2.98567118,0.39112462,-0.39112434,0.00122732,-0.00122732,0.01028827,-0.01028827,0.07768841,-0.07768840
