energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,2.63075242,0.52076908,0.00856497,0.94576086,0.00000000,1.26434615,0.17390665
-5.99399700,2.68160095,0.54326993,0.00887993,0.95100965,0.00000000,1.32465773,0.17849992
-5.98799400,2.73258225,0.56415376,0.00918246,0.95837059,0.00000000,1.38241797,0.18294131
-5.98199100,2.78176359,0.58292509,0.00946473,0.96728907,0.00000000,1.43640746,0.18708657
-5.97598799,2.82711700,0.59911484,0.00971899,0.97711226,0.00000000,1.48541723,0.19079105
-5.96998499,2.86659420,0.61229586,0.00993782,0.98711589,0.00000000,1.52828763,0.19391454
-5.96398199,2.89820421,0.62209759,0.01011438,0.99653405,0.00000000,1.56394718,0.19632625
-5.95797899,2.92009015,0.62821913,0.01024263,1.00459033,0.00000000,1.59144940,0.19790948
-5.95197599,2.93060134,0.63044016,0.01031757,1.01052929,0.00000000,1.61000620,0.19856587
-5.94597299,2.92835755,0.62862907,0.01033540,1.01364652,0.00000000,1.61901594,0.19821909
-5.93996998,2.91230251,0.62274794,0.01029367,1.01331626,0.00000000,1.61808527,0.19681760
-5.93396698,2.88174438,0.61285418,0.01019133,1.00901547,0.00000000,1.60704345,0.19433653
-5.92796398,2.83638181,0.59909869,0.01002886,1.00034325,0.00000000,1.58594882,0.19077851
-5.92196098,2.77631477,0.58172073,0.00980814,0.98703525,0.00000000,1.55508705,0.18617356
-5.91595798,2.70204028,0.56103984,0.00953250,0.96897252,0.00000000,1.51496155,0.18057783
-5.90995498,2.61443392,0.53744508,0.00920650,0.94618476,0.00000000,1.46627653,0.17407159
-5.90395198,2.51471850,0.51138235,0.00883589,0.91884813,0.00000000,1.40991375,0.16675629
-5.89794897,2.40442220,0.48334032,0.00842732,0.88727820,0.00000000,1.34690411,0.15875113
-5.89194597,2.28532836,0.45383564,0.00798823,0.85191842,0.00000000,1.27839567,0.15018910
-5.88594297,2.15941999,0.42339816,0.00752656,0.81332524,0.00000000,1.20561941,0.14121280
-5.87993997,2.02882159,0.39255674,0.00705057,0.77215056,0.00000000,1.12985453,0.13197025
-5.87393697,1.89574106,0.36182629,0.00656862,0.72912270,0.00000000,1.05239462,0.12261079
-5.86793397,1.76241424,0.33169634,0.00608895,0.68502667,0.00000000,0.97451615,0.11328130
-5.86193097,1.63105422,0.30262163,0.00561952,0.64068489,0.00000000,0.89745035,0.10412284
-5.85592796,1.50380691,0.27501477,0.00516787,0.59693895,0.00000000,0.82235938,0.09526786
-5.84992496,1.38271413,0.24924117,0.00474094,0.55463317,0.00000000,0.75031730,0.08683793
-5.84392196,1.26968473,0.22561597,0.00434502,0.51460038,0.00000000,0.68229618,0.07894210
-5.83791896,1.16647367,0.20440301,0.00398569,0.47765017,0.00000000,0.61915720,0.07167595
-5.83191596,1.07466856,0.18581537,0.00366774,0.44455956,0.00000000,0.56164654,0.06512101
-5.82591296,0.99568271,0.17001725,0.00339516,0.41606604,0.00000000,0.51039533,0.05934484
-5.81990995,0.93075338,0.15712683,0.00317117,0.39286244,0.00000000,0.46592313,0.05440140
-5.81390695,0.88094360,0.14721963,0.00299819,0.37559331,0.00000000,0.42864381,0.05033171
-5.80790395,0.84714606,0.14033210,0.00287790,0.36485204,0.00000000,0.39887321,0.04716470
-5.80190095,0.83008731,0.13646510,0.00281123,0.36117810,0.00000000,0.37683734,0.04491818
-5.79589795,0.83033085,0.13558701,0.00279839,0.36505376,0.00000000,0.36268047,0.04359971
-5.78989495,0.84827780,0.13763626,0.00283893,0.37689973,0.00000000,0.35647224,0.04320743
-5.78389195,0.88416435,0.14252325,0.00293170,0.39706911,0.00000000,0.35821322,0.04373073
-5.77788894,0.93805533,0.15013159,0.00307491,0.42583945,0.00000000,0.36783853,0.04515070
-5.77188594,1.00983398,0.16031868,0.00326611,0.46340276,0.00000000,0.38521918,0.04744039
-5.76588294,1.09918828,0.17291591,0.00350221,0.50985354,0.00000000,0.41016127,0.05056491
-5.75987994,1.20559457,0.18772845,0.00377949,0.56517533,0.00000000,0.44240321,0.05448127
-5.75387694,1.32829988,0.20453506,0.00409361,0.62922614,0.00000000,0.48161129,0.05913823
-5.74787394,1.46630442,0.22308803,0.00443965,0.70172379,0.00000000,0.52737426,0.06447598
-5.74187094,1.61834605,0.24311353,0.00481209,0.78223201,0.00000000,0.57919754,0.07042586
-5.73586793,1.78288877,0.26431261,0.00520492,0.87014850,0.00000000,0.63649794,0.07691027
-5.72986493,1.95811704,0.28636304,0.00561167,0.96469611,0.00000000,0.69859956,0.08384259
-5.72386193,2.14193779,0.30892210,0.00602547,1.06491826,0.00000000,0.76473187,0.09112750
-5.71785893,2.33199172,0.33163046,0.00643923,1.16967979,0.00000000,0.83403055,0.09866143
-5.71185593,2.52567502,0.35411713,0.00684566,1.27767406,0.00000000,0.90554183,0.10633351
-5.70585293,2.72017219,0.37600537,0.00723748,1.38743694,0.00000000,0.97823076,0.11402680
-5.69984992,2.91250005,0.39691962,0.00760753,1.49736815,0.00000000,1.05099362,0.12161988
-5.69384692,3.09956257,0.41649299,0.00794896,1.60575973,0.00000000,1.12267470,0.12898888
-5.68784392,3.27821510,0.43437531,0.00825533,1.71083135,0.00000000,1.19208696,0.13600969
-5.68184092,3.44533662,0.45024135,0.00852085,1.81077149,0.00000000,1.25803642,0.14256058
-5.67583792,3.59790733,0.46379888,0.00874043,1.90378336,0.00000000,1.31934931,0.14852488
-5.66983492,3.73308904,0.47479636,0.00890992,1.98813386,0.00000000,1.37490136,0.15379377
-5.66383192,3.84830527,0.48302973,0.00902614,2.06220379,0.00000000,1.42364787,0.15826908
-5.65782891,3.94131764,0.48834840,0.00908701,2.12453734,0.00000000,1.46465371,0.16186593
-5.65182591,4.01029558,0.49065972,0.00909160,2.17388852,0.00000000,1.49712169,0.16451514
-5.64582291,4.05387608,0.48993218,0.00904019,2.20926281,0.00000000,1.52041831,0.16616525
-5.63981991,4.07121099,0.48619693,0.00893425,2.22995185,0.00000000,1.53409571,0.16678420
-5.63381691,4.06199958,0.47954769,0.00877640,2.23555982,0.00000000,1.53790871,0.16636040
-5.62781391,4.02650502,0.47013908,0.00857040,2.22602005,0.00000000,1.53182636,0.16490332
-5.62181091,3.96555391,0.45818334,0.00832103,2.20160138,0.00000000,1.51603727,0.16244343
