energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,3.36592887,0.01021302,0.19992404,0.02934123,2.00715036,1.03253668,0.25965043,1.09610109,0.57181982
-5.99399700,3.39253487,0.01030587,0.20875607,0.02919962,2.01731100,1.03595452,0.26319033,1.13084676,0.57338859
-5.98799400,3.41003296,0.01035564,0.21835716,0.02892231,2.02049440,1.03597806,0.26559671,1.16322404,0.57438864
-5.98199100,3.41813997,0.01036082,0.22865605,0.02851572,2.01656196,1.03255589,0.26681482,1.19286197,0.57481359
-5.97598799,3.41665914,0.01032063,0.23956983,0.02798810,2.00544723,1.02566581,0.26680619,1.21941989,0.57465446
-5.96998499,3.40549063,0.01023499,0.25100549,0.02734926,1.98716187,1.01531797,0.26555006,1.24259749,0.57390084
-5.96398199,3.38464255,0.01010448,0.26286259,0.02661025,1.96180081,1.00155774,0.26304454,1.26214433,0.57254295
-5.95797899,3.35424161,0.00993035,0.27503665,0.02578310,1.92954612,0.98446822,0.25930732,1.27786871,0.57057463
-5.95197599,3.31454238,0.00971444,0.28742330,0.02488052,1.89066889,0.96417185,0.25437577,1.28964519,0.56799679
-5.94597299,3.26593419,0.00945916,0.29992285,0.02391557,1.84552900,0.94083112,0.24830662,1.29742043,0.56482124
-5.93996998,3.20894487,0.00916743,0.31244516,0.02290142,1.79457223,0.91464799,0.24117500,1.30121705,0.56107451
-5.93396698,3.14424073,0.00884264,0.32491445,0.02185103,1.73832476,0.88586213,0.23307300,1.30113520,0.55680133
-5.92796398,3.07262227,0.00848855,0.33727388,0.02077692,1.67738512,0.85474779,0.22410770,1.29735195,0.55206760
-5.92196098,2.99501565,0.00810921,0.34948952,0.01969099,1.61241364,0.82160947,0.21439874,1.29011825,0.54696251
-5.91595798,2.91245985,0.00770895,0.36155364,0.01860431,1.54411990,0.78677652,0.20407566,1.27975391,0.54159968
-5.90995498,2.82609004,0.00729222,0.37348703,0.01752697,1.47324871,0.75059694,0.19327485,1.26664063,0.53611720
-5.90395198,2.73711761,0.00686355,0.38534014,0.01646797,1.40056502,0.71343065,0.18213650,1.25121346,0.53067647
-5.89794897,2.64680775,0.00642746,0.39719306,0.01543516,1.32683858,0.67564239,0.17080143,1.23395118,0.52545977
-5.89194597,2.55645518,0.00598837,0.40915421,0.01443519,1.25282887,0.63759483,0.15940814,1.21536590,0.52066674
-5.88594297,2.46735915,0.00555055,0.42135775,0.01347353,1.17927094,0.59964193,0.14808997,1.19599230,0.51650978
-5.87993997,2.38079844,0.00511799,0.43395978,0.01255444,1.10686270,0.56212295,0.13697262,1.17637691,0.51320849
-5.87393697,2.29800717,0.00469441,0.44713347,0.01168111,1.03625408,0.52535727,0.12617197,1.15706775,0.51098343
-5.86793397,2.22015221,0.00428316,0.46106319,0.01085566,0.96803823,0.48964017,0.11579242,1.13860450,0.51004938
-5.86193097,2.14831258,0.00388717,0.47593789,0.01007930,0.90274518,0.45523965,0.10592556,1.12150946,0.51060829
-5.85592796,2.08346144,0.00350897,0.49194395,0.00935239,0.84083765,0.42239430,0.09664941,1.10627939,0.51284226
-5.84992496,2.02645075,0.00315061,0.50925770,0.00867465,0.78270924,0.39131221,0.08802799,1.09337804,0.51690672
-5.84392196,1.97799886,0.00281371,0.52803795,0.00804519,0.72868440,0.36217071,0.08011135,1.08322960,0.52292413
-5.83791896,1.93868083,0.00249943,0.54841857,0.00746271,0.67902026,0.33511696,0.07293596,1.07621279,0.53097839
-5.83191596,1.90892154,0.00220849,0.57050163,0.00692561,0.63390960,0.31026906,0.06652535,1.07265543,0.54111014
-5.82591296,1.88899128,0.00194123,0.59435112,0.00643206,0.59348485,0.28771761,0.06089098,1.07282951,0.55331322
-5.81990995,1.87900364,0.00169760,0.61998752,0.00598015,0.55782249,0.26752744,0.05603334,1.07694653,0.56753232
-5.81390695,1.87891540,0.00147725,0.64738345,0.00556794,0.52694764,0.24973943,0.05194302,1.08515306,0.58366197
-5.80790395,1.88852829,0.00127954,0.67646041,0.00519352,0.50083851,0.23437225,0.04860192,1.09752651,0.60154697
-5.80190095,1.90749237,0.00110361,0.70708686,0.00485505,0.47943029,0.22142378,0.04598442,1.11407115,0.62098412
-5.79589795,1.93531092,0.00094843,0.73907761,0.00455075,0.46261864,0.21087238,0.04405842,1.13471447,0.64172540
-5.78989495,1.97134674,0.00081285,0.77219464,0.00427898,0.45026236,0.20267770,0.04278640,1.15930411,0.66348234
-5.78389195,2.01482999,0.00069568,0.80614926,0.00403811,0.44218547,0.19678125,0.04212632,1.18760546,0.68593154
-5.77788894,2.06486739,0.00059569,0.84060572,0.00382660,0.43817875,0.19310664,0.04203240,1.21930045,0.70872122
-5.77188594,2.12045315,0.00051171,0.87518605,0.00364286,0.43800083,0.19155959,0.04245587,1.25398754,0.73147843
-5.76588294,2.18048154,0.00044266,0.90947627,0.00348532,0.44137903,0.19202788,0.04334557,1.29118350,0.75381702
-5.75987994,2.24376135,0.00038757,0.94303359,0.00335229,0.44801038,0.19438124,0.04464853,1.33032716,0.77534579
-5.75387694,2.30903246,0.00034568,0.97539485,0.00324201,0.45756276,0.19847140,0.04631052,1.37078534,0.79567699
-5.74787394,2.37498434,0.00031642,1.00608563,0.00315256,0.46967669,0.20413243,0.04827655,1.41186131,0.81443458
-5.74187094,2.44027684,0.00029948,1.03463031,0.00308187,0.48396786,0.21118137,0.05049148,1.45280578,0.83126241
-5.73586793,2.50356298,0.00029487,1.06056252,0.00302776,0.50003058,0.21941948,0.05290058,1.49283041,0.84583196
-5.72986493,2.56351363,0.00030289,1.08343608,0.00298788,0.51744237,0.22863395,0.05545020,1.53112380,0.85784945
-5.72386193,2.61884381,0.00032423,1.10283599,0.00295979,0.53576958,0.23860033,0.05808854,1.56686964,0.86706240
-5.71785893,2.66834011,0.00035995,1.11838936,0.00294101,0.55457422,0.24908554,0.06076642,1.59926658,0.87326528
-5.71185593,2.71088871,0.00041153,1.12977591,0.00292902,0.57342171,0.25985151,0.06343816,1.62754936,0.87630438
-5.70585293,2.74550313,0.00048089,1.13673780,0.00292136,0.59188957,0.27065950,0.06606248,1.65101051,0.87608171
-5.69984992,2.77135102,0.00057038,1.13908844,0.00291569,0.60957660,0.28127470,0.06860339,1.66902179,0.87255775
-5.69384692,2.78777890,0.00068282,1.13671997,0.00290987,0.62611235,0.29147138,0.07103108,1.68105466,0.86575327
-5.68784392,2.79433384,0.00082144,1.12960908,0.00290198,0.64116654,0.30103803,0.07332271,1.68669881,0.85574986
-5.68184092,2.79078111,0.00098989,1.11782085,0.00289042,0.65445792,0.30978261,0.07546308,1.68567798,0.84268925
-5.67583792,2.77711681,0.00119218,1.10151034,0.00287397,0.66576232,0.31753750,0.07744509,1.67786219,0.82677137
-5.66983492,2.75357447,0.00143264,1.08092174,0.00285176,0.67491935,0.32416408,0.07927006,1.66327575,0.80825105
-5.66383192,2.72062505,0.00171580,1.05638490,0.00282338,0.68183749,0.32955656,0.08094771,1.64210046,0.78743337
-5.65782891,2.67896982,0.00204629,1.02830918,0.00278883,0.68649718,0.33364508,0.08249588,1.61467366,0.76466770
-5.65182591,2.62952573,0.00242874,0.99717464,0.00274855,0.68895179,0.33639774,0.08393997,1.58148099,0.74034039
-5.64582291,2.57340357,0.00286759,0.96352083,0.00270336,0.68932622,0.33782144,0.08531202,1.54314384,0.71486630
-5.63981991,2.51187925,0.00336690,0.92793329,0.00265445,0.68781310,0.33796161,0.08664953,1.50040200,0.68867925
-5.63381691,2.44635877,0.00393019,0.89102823,0.00260336,0.68466675,0.33690052,0.08799402,1.45409188,0.66222164
-5.62781391,2.37833832,0.00456022,0.85343592,0.00255185,0.68019492,0.33475448,0.08938937,1.40512116,0.63593348
-5.62181091,2.30936040,0.00525876,0.81578319,0.00250190,0.67474876,0.33166970,0.09087997,1.35444086,0.61024108
-5.61580790,2.24096789,0.00602638,0.77867589,0.00245561,0.66871118,0.32781727,0.09250888,1.30301574,0.58554590
-5.60980490,2.17465758,0.00686225,0.74268171,0.00241514,0.66248422,0.32338713,0.09431588,1.25179450,0.56221377
-5.60380190,2.11183503,0.00776395,0.70831429,0.00238265,0.65647582,0.31858140,0.09633569,1.20168059,0.54056500
-5.59779890,2.05377249,0.00872735,0.67601901,0.00236022,0.65108651,0.31360739,0.09859634,1.15350517,0.52086569
-5.59179590,2.00157155,0.00974644,0.64616118,0.00234981,0.64669649,0.30867040,0.10111779,1.10800301,0.50332063
-5.58579290,1.95613204,0.01081332,0.61901706,0.00235322,0.64365374,0.30396666,0.10391086,1.06579236,0.48806810
-5.57978989,1.91812824,0.01191819,0.59476802,0.00237205,0.64226336,0.29967670,0.10697657,1.02735954,0.47517678
-5.57378689,1.88799342,0.01304941,0.57349810,0.00240771,0.64277869,0.29595944,0.11030581,0.99304872,0.46464497
-5.56778389,1.86591298,0.01419367,0.55519513,0.00246138,0.64539433,0.29294708,0.11387953,0.96305713,0.45640214
-5.56178089,1.85182653,0.01533614,0.53975504,0.00253407,0.65024138,0.29074107,0.11766928,0.93743575,0.45031284
-5.55577789,1.84543833,0.01646083,0.52698956,0.00262661,0.65738478,0.28940935,0.12163809,0.91609526,0.44618276
-5.54977489,1.84623559,0.01755090,0.51663653,0.00273974,0.66682290,0.28898472,0.12574177,0.89881670,0.44376670
-5.54377189,1.85351351,0.01858905,0.50837262,0.00287412,0.67848914,0.28946462,0.12993042,0.88526632,0.44277823
-5.53776888,1.86640586,0.01955800,0.50182775,0.00303042,0.69225535,0.29081211,0.13415009,0.87501368,0.44290054
-5.53176588,1.88391955,0.02044093,0.49660067,0.00320937,0.70793688,0.29295797,0.13834460,0.86755218,0.44379799
-5.52576288,1.90497171,0.02122200,0.49227488,0.00341187,0.72529892,0.29580392,0.14245731,0.86232103,0.44512812
-5.51975988,1.92842771,0.02188679,0.48843449,0.00363901,0.74406383,0.29922667,0.14643286,0.85872770,0.44655330
-5.51375688,1.95313853,0.02242275,0.48467909,0.00389219,0.76391921,0.30308269,0.15021875,0.85616992,0.44775189
-5.50775388,1.97797616,0.02281963,0.48063730,0.00417311,0.78452637,0.30721349,0.15376668,0.85405638,0.44842821
-5.50175088,2.00186597,0.02306975,0.47597844,0.00448387,0.80552903,0.31145116,0.15703370,0.85182555,0.44832126
-5.49574787,2.02381500,0.02316831,0.47042193,0.00482694,0.82656209,0.31562413,0.15998304,0.84896191,0.44721158
-5.48974487,2.04293560,0.02311351,0.46374425,0.00520515,0.84726015,0.31956277,0.16258472,0.84500927,0.44492638
-5.48374187,2.05846414,0.02290663,0.45578323,0.00562169,0.86726593,0.32310483,0.16481581,0.83958109,0.44134271
-5.47773887,2.06977457,0.02255199,0.44643984,0.00608001,0.88623833,0.32610054,0.16666055,0.83236750,0.43638860
-5.47173587,2.07638709,0.02205679,0.43567742,0.00658371,0.90386012,0.32841726,0.16811019,0.82313947,0.43004248
