energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.88594297,7.16167686,0.01195135,0.37981902,0.70580478,0.85281906,0.10435779,4.01299599,2.08089650,0.96121896
-5.87993997,7.21123412,0.01213812,0.37723225,0.70534127,0.86518996,0.10497557,4.04805990,2.10514376,0.96475195
-5.87393697,7.23829676,0.01229436,0.37436391,0.70234894,0.87478261,0.10528627,4.06909367,2.12188677,0.96514075
-5.86793397,7.24257630,0.01241985,0.37135307,0.69685526,0.88148154,0.10527512,4.07578484,2.13081125,0.96253174
-5.86193097,7.22420656,0.01251489,0.36835263,0.68893841,0.88522187,0.10493380,4.06807375,2.13173223,0.95713587
-5.85592796,7.18373363,0.01258014,0.36552422,0.67872527,0.88598969,0.10426084,4.04615187,2.12459841,0.94922066
-5.84992496,7.12209154,0.01261662,0.36303229,0.66638758,0.88382093,0.10326167,4.01045205,2.10949262,0.93910001
-5.84392196,7.04056479,0.01262558,0.36103771,0.65213659,0.87879860,0.10194848,3.96163118,2.08662846,0.92712229
-5.83791896,6.94073944,0.01260846,0.35969092,0.63621646,0.87104864,0.10033979,3.90054614,2.05634318,0.91365697
-5.83191596,6.82444532,0.01256673,0.35912526,0.61889658,0.86073464,0.09845977,3.82822415,2.01908714,0.89908070
-5.82591296,6.69369190,0.01250189,0.35945045,0.60046335,0.84805155,0.09633740,3.74582910,1.97541026,0.88376319
-5.81990995,6.55060111,0.01241534,0.36074685,0.58121159,0.83321896,0.09400546,3.65462526,1.92594613,0.86805371
-5.81390695,6.39734006,0.01230832,0.36306051,0.56143619,0.81647402,0.09149942,3.55594009,1.87139426,0.85226870
-5.80790395,6.23605671,0.01218191,0.36639958,0.54142415,0.79806448,0.08885629,3.45112770,1.81250148,0.83668111
-5.80190095,6.06882139,0.01203695,0.37073200,0.52144738,0.77824209,0.08611353,3.34153454,1.75004288,0.82151201
-5.79589795,5.89757655,0.01187409,0.37598495,0.50175667,0.75725672,0.08330796,3.22846860,1.68480331,0.80692465
-5.78989495,5.72409647,0.01169376,0.38204577,0.48257683,0.73535131,0.08047487,3.11317311,1.61755993,0.79302147
-5.78389195,5.54995853,0.01149625,0.38876482,0.46410323,0.71275791,0.07764724,2.99680577,1.54906652,0.77984394
-5.77788894,5.37652645,0.01128173,0.39595973,0.44649982,0.68969474,0.07485512,2.88042371,1.48003992,0.76737534
-5.77188594,5.20494564,0.01105033,0.40342130,0.42989856,0.66636458,0.07212529,2.76497451,1.41114913,0.75554626
-5.76588294,5.03615003,0.01080222,0.41092052,0.41440026,0.64295409,0.06948107,2.65129318,1.34300711,0.74424253
-5.75987994,4.87087923,0.01053768,0.41821669,0.40007650,0.61963428,0.06694230,2.54010440,1.27616553,0.73331510
-5.75387694,4.70970430,0.01025719,0.42506602,0.38697271,0.59656170,0.06452554,2.43202971,1.21111226,0.72259152
-5.74787394,4.55306014,0.00996145,0.43123061,0.37511199,0.57388035,0.06224440,2.32759843,1.14827165,0.71188830
-5.74187094,4.40128226,0.00965154,0.43648731,0.36449939,0.55172403,0.06010999,2.22726149,1.08800713,0.70102363
-5.73586793,4.25464555,0.00932886,0.44063603,0.35512656,0.53021889,0.05813139,2.13140704,1.03062580,0.68982988
-5.72986493,4.11340266,0.00899521,0.44350733,0.34697640,0.50948592,0.05631623,2.04037674,0.97638474,0.67816528
-5.72386193,3.97781991,0.00865283,0.44496879,0.34002742,0.48964328,0.05467116,1.95448162,0.92549834,0.66592427
-5.71785893,3.84820869,0.00830430,0.44493012,0.33425773,0.47080822,0.05320235,1.87401666,0.87814640,0.65304617
-5.71185593,3.72495079,0.00795263,0.44334665,0.32964841,0.45309841,0.05191588,1.79927321,0.83448243,0.63952166
-5.70585293,3.60851655,0.00760110,0.44022125,0.32618613,0.43663275,0.05081797,1.73054858,0.79464168,0.62539706
-5.69984992,3.49947505,0.00725329,0.43560455,0.32386495,0.42153134,0.04991517,1.66815244,0.75874863,0.61077613
-5.69384692,3.39849602,0.00691295,0.42959363,0.32268728,0.40791488,0.04921436,1.61240974,0.72692352,0.59581946
-5.68784392,3.30634371,0.00658394,0.42232910,0.32266399,0.39590337,0.04872261,1.56366012,0.69928766,0.58074155
-5.68184092,3.22386322,0.00627014,0.41399096,0.32381379,0.38561411,0.04844694,1.52225389,0.67596736,0.56580566
-5.67583792,3.15196008,0.00597536,0.40479335,0.32616186,0.37715934,0.04839393,1.48854501,0.65709625,0.55131689
-5.66983492,3.09157436,0.00570324,0.39497831,0.32973800,0.37064339,0.04856930,1.46288136,0.64281599,0.53761353
-5.66383192,3.04365043,0.00545719,0.38480909,0.33457429,0.36615958,0.04897735,1.44559293,0.63327531,0.52505729
-5.65782891,3.00910387,0.00524026,0.37456288,0.34070249,0.36378701,0.04962046,1.43697851,0.62862733,0.51402257
-5.65182591,2.98878690,0.00505514,0.36452359,0.34815138,0.36358735,0.05049850,1.43729136,0.62902538,0.50488518
-5.64582291,2.98345363,0.00490405,0.35497450,0.35694397,0.36560172,0.05160834,1.44672476,0.63461726,0.49801099
-5.63981991,2.99372644,0.00478870,0.34619134,0.36709492,0.36984785,0.05294342,1.46539771,0.64553828,0.49374455
-5.63381691,3.02006456,0.00471026,0.33843562,0.37860811,0.37631759,0.05449337,1.49334150,0.66190303,0.49239832
-5.62781391,3.06273575,0.00466936,0.33194861,0.39147441,0.38497476,0.05624380,1.53048764,0.68379643,0.49424248
-5.62181091,3.12179196,0.00466603,0.32694581,0.40566980,0.39575357,0.05817622,1.57665739,0.71126406,0.49949574
-5.61580790,3.19704944,0.00469974,0.32361229,0.42115371,0.40855755,0.06026804,1.63155339,0.74430228,0.50831731
-5.60980490,3.28807390,0.00476941,0.32209859,0.43786769,0.42325903,0.06249281,1.69475357,0.78284842,0.52080020
-5.60380190,3.39417103,0.00487340,0.32251761,0.45573424,0.43969928,0.06482054,1.76570763,0.82677152,0.53696600
-5.59779890,3.51438264,0.00500959,0.32494222,0.47465595,0.45768921,0.06721821,1.84373613,0.87586397,0.55676137
-5.59179590,3.64748861,0.00517537,0.32940376,0.49451487,0.47701084,0.06965036,1.92803252,0.92983458,0.58005627
-5.58579290,3.79201488,0.00536772,0.33589148,0.51517204,0.49741927,0.07207978,2.01766805,0.98830351,0.60664406
-5.57978989,3.94624747,0.00558324,0.34435285,0.53646741,0.51864547,0.07446833,2.11159970,1.05079951,0.63624360
-5.57378689,4.10825268,0.00581823,0.35469485,0.55821994,0.54039966,0.07677775,2.20868130,1.11675983,0.66850323
-5.56778389,4.27590331,0.00606872,0.36678616,0.58022824,0.56237531,0.07897056,2.30767758,1.18553319,0.70300683
-5.56178089,4.44691092,0.00633058,0.38046024,0.60227165,0.58425390,0.08101086,2.40728146,1.25638601,0.73928167
-5.55577789,4.61886373,0.00659954,0.39551936,0.62411197,0.60571012,0.08286523,2.50613410,1.32851199,0.77680807
-5.54977489,4.78926980,0.00687128,0.41173933,0.64549589,0.62641768,0.08450342,2.60284788,1.40104508,0.81503064
-5.54377189,4.95560478,0.00714152,0.42887495,0.66615832,0.64605554,0.08589911,2.69603168,1.47307559,0.85337077
-5.53776888,5.11536338,0.00740608,0.44666603,0.68582652,0.66431439,0.08703048,2.78431822,1.54366916,0.89124006
-5.53176588,5.26611338,0.00766091,0.46484375,0.70422527,0.68090335,0.08788070,2.86639284,1.61188805,0.92805437
-5.52576288,5.40555096,0.00790225,0.48313721,0.72108276,0.69555664,0.08843825,2.94102304,1.67681414,0.96324792
-5.51975988,5.53155556,0.00812661,0.50127994,0.73613742,0.70803999,0.08869726,3.00708794,1.73757276,0.99628704
-5.51375688,5.64224272,0.00833088,0.51901612,0.74914526,0.71815668,0.08865749,3.06360676,1.79335662,1.02668305
-5.50775388,5.73601302,0.00851239,0.53610631,0.75988759,0.72575290,0.08832441,3.10976537,1.84344882,1.05400389
-5.50175088,5.81159521,0.00866891,0.55233252,0.76817890,0.73072228,0.08770902,3.14493984,1.88724401,1.07788394
-5.49574787,5.86808192,0.00879879,0.56750234,0.77387432,0.73300933,0.08682758,3.16871610,1.92426676,1.09803177
-5.48974487,5.90495624,0.00890088,0.58145208,0.77687661,0.73261165,0.08570128,3.18090472,1.95418643,1.11423551
-5.48374187,5.92210800,0.00897463,0.59404885,0.77714198,0.72958086,0.08435575,3.18155003,1.97682768,1.12636570
-5.47773887,5.91983866,0.00902008,0.60519145,0.77468462,0.72402200,0.08282055,3.17093307,1.99217626,1.13437552
-5.47173587,5.89885446,0.00903782,0.61481021,0.76957945,0.71609149,0.08112854,3.14956781,2.00037962,1.13829849
-5.46573287,5.86024767,0.00902903,0.62286583,0.76196296,0.70599368,0.07931521,3.11819061,2.00174230,1.13824388
-5.45972986,5.80546634,0.00899540,0.62934736,0.75203182,0.69397596,0.07741800,3.07774302,1.99671617,1.13439000
-5.45372686,5.73627361,0.00893910,0.63426950,0.74003934,0.68032268,0.07547550,3.02934823,1.98588592,1.12697577
-5.44772386,5.65469770,0.00886272,0.63766948,0.72628962,0.66534809,0.07352675,2.97428179,1.96995023,1.11629115
-5.44172086,5.56297441,0.00876919,0.63960371,0.71112970,0.64938829,0.07161043,2.91393756,1.94969942,1.10266663
-5.43571786,5.46348412,0.00866171,0.64014446,0.69493983,0.63279281,0.06976412,2.84978986,1.92599036,1.08646252
-5.42971486,5.35868540,0.00854367,0.63937668,0.67812223,0.61591569,0.06802355,2.78335301,1.89971965,1.06805836
-5.42371186,5.25104749,0.00841852,0.63739538,0.66108880,0.59910670,0.06642189,2.71613968,1.87179604,1.04784284
-5.41770885,5.14298410,0.00828970,0.63430336,0.64424819,0.58270264,0.06498911,2.64961931,1.84311311,1.02620466
-5.41170585,5.03679043,0.00816054,0.63020969,0.62799280,0.56701926,0.06375136,2.58517800,1.81452317,1.00352457
-5.40570285,4.93458563,0.00803419,0.62522869,0.61268617,0.55234382,0.06273047,2.52408126,1.78681329,0.98016872
-5.39969985,4.83826230,0.00791348,0.61947960,0.59865143,0.53892860,0.06194355,2.46744073,1.76068433,0.95648348
-5.39369685,4.74944451,0.00780089,0.61308663,0.58616107,0.52698550,0.06140258,2.41618606,1.73673355,0.93279159
-5.38769385,4.66945535,0.00769848,0.60617938,0.57542864,0.51668186,0.06111431,2.37104273,1.71544124,0.90938968
-5.38169085,4.59929480,0.00760781,0.59889339,0.56660259,0.50813756,0.06108010,2.33251664,1.69716197,0.88654699
-5.37568784,4.53962810,0.00752996,0.59137061,0.55976260,0.50142352,0.06129600,2.30088584,1.68212024,0.86450496
-5.36968484,4.49078468,0.00746547,0.58375963,0.55491838,0.49656153,0.06175292,2.27619964,1.67041080,0.84347756
-5.36368184,4.45276717,0.00741433,0.57621535,0.55201120,0.49352546,0.06243693,2.25828510,1.66200335,0.82365219
-5.35767884,4.42526965,0.00737603,0.56889804,0.55091771,0.49224368,0.06332969,2.24676054,1.65675113,0.80519064
-5.35167584,4.40770425,0.00734959,0.56197160,0.55145627,0.49260276,0.06440899,2.24105551,1.65440312,0.78823022
-5.34567284,4.39923460,0.00733358,0.55560096,0.55339506,0.49445205,0.06564936,2.24043651,1.65461902,0.77288463
-5.33966983,4.39881479,0.00732620,0.54994851,0.55646192,0.49760933,0.06702274,2.24403737,1.65698641,0.75924454
-5.33366683,4.40523204,0.00732533,0.54516974,0.56035531,0.50186700,0.06849923,2.25089319,1.66103928,0.74737786
-5.32766383,4.41715153,0.00732863,0.54140822,0.56475593,0.50699879,0.07004776,2.25997644,1.66627715,0.73732955
-5.32166083,4.43316165,0.00733361,0.53878991,0.56933844,0.51276682,0.07163688,2.27023398,1.67218391,0.72912104
-5.31565783,4.45181792,0.00733771,0.53741727,0.57378298,0.51892858,0.07323535,2.28062343,1.67824583,0.72274943
-5.30965483,4.47168444,0.00733838,0.53736341,0.57778575,0.52524382,0.07481274,2.29014773,1.68396790,0.71818645
-5.30365183,4.49137130,0.00733315,0.53866651,0.58106843,0.53148110,0.07633996,2.29788649,1.68888811,0.71537750
-5.29764882,4.50956728,0.00731974,0.54132499,0.58338615,0.53742365,0.07778962,2.30302320,1.69258924,0.71424075
-5.29164582,4.52506700,0.00729606,0.54529370,0.58453355,0.54287471,0.07913634,2.30486729,1.69470797,0.71466666
-5.28564282,4.53679238,0.00726031,0.55048145,0.58434910,0.54766188,0.08035692,2.30287062,1.69494118,0.71651811
-5.27963982,4.54380830,0.00721098,0.55675017,0.58271734,0.55164076,0.08143045,2.29663803,1.69304961,0.71963106
-5.27363682,4.54533292,0.00714693,0.56391597,0.57956941,0.55469750,0.08233831,2.28593183,1.68885915,0.72381629
-5.26763382,4.54074320,0.00706735,0.57175201,0.57488177,0.55675058,0.08306414,2.27067075,1.68225996,0.72886191
-5.26163082,4.52957643,0.00697181,0.57999351,0.56867357,0.55775166,0.08359377,2.25092361,1.67320411,0.73453699
-5.25562781,4.51152872,0.00686022,0.58834452,0.56100279,0.55768571,0.08391517,2.22689867,1.66170200,0.74059613
-5.24962481,4.48645143,0.00673285,0.59648654,0.55196163,0.55657044,0.08401838,2.19892945,1.64781818,0.74678499
-5.24362181,4.45434639,0.00659030,0.60408844,0.54167135,0.55445523,0.08389553,2.16745812,1.63166701,0.75284668
-5.23761881,4.41536096,0.00643347,0.61081759,0.53027703,0.55141956,0.08354090,2.13301742,1.61340857,0.75852869
-5.23161581,4.36978322,0.00626353,0.61635145,0.51794247,0.54757127,0.08295098,2.09621223,1.59324510,0.76359036
-5.22561281,4.31803811,0.00608190,0.62038938,0.50484548,0.54304458,0.08212473,2.05770167,1.57141810,0.76781044
-5.21960980,4.26068438,0.00589023,0.62266401,0.49117387,0.53799803,0.08106374,2.01818256,1.54820630,0.77099452
-5.21360680,4.19841255,0.00569034,0.62295173,0.47712203,0.53261243,0.07977253,1.97837487,1.52392431,0.77298211
-5.20760380,4.13204345,0.00548422,0.62108170,0.46288847,0.52708888,0.07825884,1.93900962,1.49892189,0.77365297
-5.20160080,4.06252698,0.00527398,0.61694314,0.44867403,0.52164687,0.07653383,1.90081947,1.47358350,0.77293255
-5.19559780,3.99094053,0.00506183,0.61049040,0.43468088,0.51652239,0.07461237,1.86453202,1.44832798,0.77079618
-5.18959480,3.91848640,0.00485004,0.60174570,0.42111211,0.51196626,0.07251318,1.83086566,1.42360789,0.76727198
-5.18359180,3.84648761,0.00464096,0.59079936,0.40817180,0.50824235,0.07025884,1.80052772,1.39990829,0.76244229
-5.17758879,3.77638148,0.00443691,0.57780759,0.39606532,0.50562589,0.06787583,1.77421442,1.37774464,0.75644349
-5.17158579,3.70971048,0.00424025,0.56298785,0.38499979,0.50440169,0.06539425,1.75261213,1.35765960,0.74946442
-5.16558279,3.64811003,0.00405328,0.54661221,0.37518443,0.50486226,0.06284762,1.73639924,1.34021852,0.74174313
-5.15957979,3.59329289,0.00387825,0.52899886,0.36683068,0.50730575,0.06027240,1.72624809,1.32600353,0.73356236
-5.15357679,3.54703006,0.00371732,0.51050223,0.36015182,0.51203369,0.05770743,1.72282626,1.31560628,0.72524366
-5.14757379,3.51112823,0.00357256,0.49150215,0.35536220,0.51934834,0.05519338,1.72679661,1.30961926,0.71714039
-5.14157079,3.48740382,0.00344588,0.47239258,0.35267570,0.52954979,0.05277191,1.73881553,1.30862585,0.70962972
-5.13556778,3.47765394,0.00333906,0.45357022,0.35230357,0.54293255,0.05048501,1.75952884,1.31318932,0.70310394
-5.12956478,3.48362432,0.00325369,0.43542345,0.35445153,0.55978178,0.04837414,1.78956507,1.32384091,0.69796098
-5.12356178,3.50697486,0.00319115,0.41832213,0.35931611,0.58036889,0.04647939,1.82952576,1.34106717,0.69459464
-5.11755878,3.54924297,0.00315264,0.40260825,0.36708033,0.60494675,0.04483876,1.87997274,1.36529691,0.69338446
-5.11155578,3.61180534,0.00313911,0.38858795,0.37790875,0.63374430,0.04348731,1.94141240,1.39688799,0.69468548
-5.10555278,3.69583868,0.00315126,0.37652485,0.39194209,0.66696070,0.04245647,2.01427719,1.43611420,0.69881813
-5.09954977,3.80228014,0.00318955,0.36663494,0.40929139,0.70475907,0.04177335,2.09890484,1.48315253,0.70605832
-5.09354677,3.93178830,0.00325420,0.35908280,0.43003207,0.74725989,0.04146013,2.19551579,1.53807123,0.71662803
-5.08754377,4.08470568,0.00334512,0.35397944,0.45419809,0.79453432,0.04153351,2.30418978,1.60081895,0.73068659
-5.08154077,4.26102402,0.00346200,0.35138134,0.48177625,0.84659745,0.04200421,2.42484253,1.67121543,0.74832293
-5.07553777,4.46035367,0.00360424,0.35129080,0.51270123,0.90340195,0.04287657,2.55720365,1.74894403,0.76954901
-5.06953477,4.68189847,0.00377095,0.35365742,0.54685133,0.96483223,0.04414824,2.70079698,1.83354671,0.79429483
-5.06353177,4.92443790,0.00396101,0.35838058,0.58404536,1.03069951,0.04580988,2.85492487,1.92442185,0.82240523
-5.05752876,5.18631792,0.00417299,0.36531273,0.62404094,1.10073814,0.04784509,3.01865741,2.02082527,0.85363879
-5.05152576,5.46545221,0.00440523,0.37426355,0.66653428,1.17460345,0.05023033,3.19082819,2.12187506,0.88766921
-5.04552276,5.75933497,0.00465582,0.38500472,0.71116193,1.25187151,0.05293501,3.37003734,2.22656041,0.92408916
-5.03951976,6.06506672,0.00492257,0.39727531,0.75750428,1.33204105,0.05592179,3.55466295,2.33375481,0.96241699
-5.03351676,6.37939338,0.00520311,0.41078763,0.80509118,1.41453774,0.05914692,3.74288135,2.44223361,1.00210622
-5.02751376,6.69875925,0.00549483,0.42523363,0.85340940,1.49872101,0.06256087,3.93269633,2.55069602,1.04255775
-5.02151076,7.01937316,0.00579497,0.44029155,0.90191202,1.58389338,0.06610911,4.12197721,2.65779123,1.08313465
-5.01550775,7.33728699,0.00610063,0.45563286,0.95002945,1.66931229,0.06973300,4.30850497,2.76214826,1.12317920
-5.00950475,7.64848467,0.00640878,0.47092945,0.99718176,1.75420418,0.07337103,4.49002530,2.86240865,1.16203165
-5.00350175,7.94897935,0.00671638,0.48586069,1.04279204,1.83778049,0.07696004,4.66430699,2.95726139,1.19905019
-4.99749875,8.23491570,0.00702038,0.50012052,1.08630030,1.91925513,0.08043674,4.82920363,3.04547864,1.23363133
-4.99149575,8.50267380,0.00731780,0.51342412,1.12717744,1.99786287,0.08373920,4.98271643,3.12595121,1.26523001
-4.98549275,8.74897067,0.00760578,0.52551422,1.16493878,2.07287802,0.08680852,5.12305540,3.19772221,1.29337841
-4.97948974,8.97095546,0.00788166,0.53616660,1.19915666,2.14363267,0.08959040,5.24869647,3.26001744,1.31770279
-4.97348674,9.16629397,0.00814307,0.54519485,1.22947165,2.20953375,0.09203672,5.35843184,3.31227115,1.33793735
-4.96748374,9.33323878,0.00838792,0.55245398,1.25560183,2.27007821,0.09410695,5.45141097,3.35414564,1.35393453
-4.96148074,9.47068146,0.00861452,0.55784288,1.27734991,2.32486573,0.09576943,5.52717030,3.38554358,1.36567091
-4.95547774,9.57818395,0.00882160,0.56130550,1.29460784,2.37360817,0.09700234,5.58564974,3.40661222,1.37324847
-4.94947474,9.65598731,0.00900832,0.56283054,1.30735871,2.41613557,0.09779445,5.62719485,3.41773863,1.37689080
-4.94347174,9.70499653,0.00917431,0.56244991,1.31567592,2.45239815,0.09814551,5.65254409,3.41953599,1.37693425
-4.93746873,9.72674172,0.00931966,0.56023567,1.31971963,2.48246433,0.09806625,5.66280124,3.41282097,1.37381434
-4.93146573,9.72331662,0.00944489,0.55629594,1.31973069,2.50651476,0.09757809,5.65939390,3.39858291,1.36804771
-4.92546273,9.69729675,0.00955093,0.55076955,1.31602224,2.52483256,0.09671244,5.64401938,3.37794583,1.36021049
-4.91945973,9.65164041,0.00963904,0.54382009,1.30896937,2.53779029,0.09550967,5.61858027,3.35212485,1.35091380
-4.91345673,9.58957671,0.00971075,0.53562920,1.29899722,2.54583409,0.09401784,5.58511235,3.32237858,1.34077760
-4.90745373,9.51448529,0.00976779,0.52638977,1.28656809,2.54946573,0.09229108,5.54570774,3.28995992,1.33040396
-4.90145073,9.42977297,0.00981196,0.51629906,1.27216786,2.54922339,0.09038794,5.50243686,3.25606713,1.32035097
-4.89544772,9.33875273,0.00984510,0.50555225,1.25629243,2.54566203,0.08836952,5.45727252,3.22179765,1.31110866
-4.88944472,9.24453024,0.00986893,0.49433665,1.23943449,2.53933404,0.08629758,5.41201938,3.18810680,1.30307785
-4.88344172,9.14990284,0.00988502,0.48282668,1.22207125,2.53077114,0.08423275,5.36825214,3.15577328,1.29655319
-4.87743872,9.05727501,0.00989466,0.47118000,1.20465326,2.52046820,0.08223278,5.32726486,3.12537317,1.29171107
-4.87143572,8.96859394,0.00989886,0.45953484,1.18759491,2.50886949,0.08035101,5.29003363,3.09726358,1.28860301
-4.86543272,8.88530720,0.00989827,0.44800849,1.17126661,2.49635792,0.07863501,5.25719408,3.07157687,1.28715487
-4.85942971,8.80834380,0.00989315,0.43669707,1.15598890,2.48324750,0.07712547,5.22903421,3.04822539,1.28717203
-4.85342671,8.73811857,0.00988339,0.42567639,1.14202854,2.46977912,0.07585545,5.20550269,3.02691662,1.28834993
-4.84742371,8.67455850,0.00986854,0.41500386,1.12959646,2.45611962,0.07484978,5.18623153,3.00717763,1.29028990
-4.84142071,8.61714886,0.00984781,0.40472107,1.11884747,2.44236391,0.07412489,5.17057172,2.98838771,1.29251899
-4.83541771,8.56499576,0.00982017,0.39485696,1.10988165,2.42853974,0.07368874,5.15763952,2.96981720,1.29451322
-4.82941471,8.51690122,0.00978440,0.38543127,1.10274692,2.41461473,0.07354116,5.14637090,2.95067053,1.29572274
-4.82341171,8.47144641,0.00973915,0.37645801,1.09744284,2.40050511,0.07367424,5.13558100,2.93013129,1.29559790
-4.81740870,8.42707842,0.00968304,0.36794863,1.09392503,2.38608549,0.07407301,5.12402558,2.90740692,1.29361481
-4.81140570,8.38219599,0.00961477,0.35991487,1.09211025,2.37119927,0.07471616,5.11046146,2.88177087,1.28929925
-4.80540270,8.33523021,0.00953314,0.35237085,1.09188156,2.35566899,0.07557690,5.09370296,2.85260024,1.28224785
-4.79939970,8.28471644,0.00943713,0.34533457,1.09309364,2.33930635,0.07662386,5.07267201,2.81940717,1.27214547
-4.79339670,8.22935475,0.00932601,0.33882853,1.09557795,2.32192128,0.07782199,5.04643987,2.78186271,1.25877832
-4.78739370,8.16805693,0.00919930,0.33287964,1.09914762,2.30333007,0.07913348,5.01425910,2.73981244,1.24204221
-4.78139070,8.09997900,0.00905683,0.32751840,1.10360215,2.28336219,0.08051868,4.97558512,2.69328330,1.22194572
-4.77538769,8.02453932,0.00889876,0.32277746,1.10873176,2.26186584,0.08193688,4.93008717,2.64248209,1.19860860
-4.76938469,7.94142305,0.00872556,0.31868984,1.11432162,2.23871234,0.08334718,4.87764925,2.58778604,1.17225546
-4.76338169,7.85057460,0.00853797,0.31528677,1.12015585,2.21379935,0.08470921,4.81836211,2.52972650,1.14320560
-4.75737869,7.75218017,0.00833700,0.31259563,1.12602155,2.18705321,0.08598386,4.75250775,2.46896730,1.11185952
-4.75137569,7.64664307,0.00812388,0.31063789,1.13171278,2.15843055,0.08713393,4.68053822,2.40627899,1.07868306
-4.74537269,7.53455438,0.00789998,0.30942752,1.13703471,2.12791942,0.08812471,4.60305063,2.34251098,1.04419013
-4.73936968,7.41666166,0.00766684,0.30896981,1.14180780,2.09554007,0.08892461,4.52076031,2.27856298,1.00892494
-4.73336668,7.29383818,0.00742606,0.30926078,1.14587206,2.06134559,0.08950562,4.43447395,2.21535748,0.97344461
-4.72736368,7.16705454,0.00717930,0.31028735,1.14909126,2.02542239,0.08984383,4.34506414,2.15381448,0.93830302
-4.72136068,7.03735422,0.00692821,0.31202806,1.15135699,1.98789065,0.08991980,4.25344665,2.09482974,0.90403648
-4.71535768,6.90583390,0.00667445,0.31445457,1.15259236,1.94890452,0.08971891,4.16056112,2.03925712,0.87115182
-4.70935468,6.77362867,0.00641964,0.31753368,1.15275503,1.90865209,0.08923166,4.06735561,1.98789559,0.84011706
-4.70335168,6.64190193,0.00616533,0.32122978,1.15183950,1.86735491,0.08845379,3.97477492,1.94148087,0.81135492
-4.69734867,6.51183902,0.00591304,0.32550768,1.14987828,1.82526678,0.08738638,3.88375232,1.90068139,0.78523907
-4.69134567,6.38464333,0.00566422,0.33033542,1.14694182,1.78267174,0.08603580,3.79520395,1.86609814,0.76209278
-4.68534267,6.26153351,0.00542025,0.33568715,1.14313701,1.73988094,0.08441354,3.71002505,1.83826740,0.74218983
-4.67933967,6.14374015,0.00518247,0.34154564,1.13860424,1.69722842,0.08253593,3.62908699,1.81766547,0.72575704
-4.67333667,6.03250053,0.00495213,0.34790438,1.13351293,1.65506554,0.08042372,3.55323405,1.80471436,0.71297792
-4.66733367,5.92905008,0.00473044,0.35476913,1.12805573,1.61375422,0.07810156,3.48327920,1.79978724,0.70399708
-4.66133067,5.83460984,0.00451852,0.36215866,1.12244149,1.57365905,0.07559737,3.41999800,1.80321273,0.69892457
-4.65532766,5.75036926,0.00431745,0.37010479,1.11688741,1.53513846,0.07294164,3.36412026,1.81527723,0.69783996
-4.64932466,5.67746437,0.00412818,0.37865150,1.11161053,1.49853524,0.07016668,3.31631926,1.83622451,0.70079560
-4.64332166,5.61695183,0.00395159,0.38785335,1.10681914,1.46416680,0.06730579,3.27719849,1.86625226,0.70781881
