energy_ev,total_up,Ag_p_up,Ag_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-6.00000000,1.18877743,0.15668400,0.72935259,0.01567578,0.00000000,0.02054506,0.29514429
-5.99399700,1.15494805,0.15038181,0.71357478,0.01461729,0.00000000,0.01963810,0.28330488
-5.98799400,1.12115231,0.14405542,0.69758288,0.01363699,0.00000000,0.01871026,0.27130482
-5.98199100,1.08781486,0.13775003,0.68165478,0.01274110,0.00000000,0.01777797,0.25927709
-5.97598799,1.05534715,0.13151233,0.66606381,0.01193578,0.00000000,0.01685765,0.24734617
-5.96998499,1.02413997,0.12538870,0.65107411,0.01122722,0.00000000,0.01596524,0.23562521
-5.96398199,0.99455773,0.11942371,0.63693702,0.01062167,0.00000000,0.01511587,0.22421400
-5.95797899,0.96693459,0.11365890,0.62388858,0.01012554,0.00000000,0.01432358,0.21319754
-5.95197599,0.94157219,0.10813190,0.61214784,0.00974530,0.00000000,0.01360100,0.20264544
-5.94597299,0.91873893,0.10287590,0.60191616,0.00948756,0.00000000,0.01295922,0.19261181
-5.93996998,0.89867030,0.09791935,0.59337693,0.00935887,0.00000000,0.01240759,0.18313586
-5.93396698,0.88157005,0.09328592,0.58669587,0.00936571,0.00000000,0.01195363,0.17424289
-5.92796398,0.86761181,0.08899475,0.58202131,0.00951430,0.00000000,0.01160304,0.16594567
-5.92196098,0.85694084,0.08506069,0.57948460,0.00981038,0.00000000,0.01135965,0.15824603
-5.91595798,0.84967543,0.08149478,0.57920014,0.01025904,0.00000000,0.01122546,0.15113670
-5.90995498,0.84590804,0.07830468,0.58126514,0.01086444,0.00000000,0.01120075,0.14460301
-5.90395198,0.84570559,0.07549514,0.58575886,0.01162957,0.00000000,0.01128415,0.13862471
-5.89794897,0.84910922,0.07306836,0.59274142,0.01255598,0.00000000,0.01147277,0.13317755
-5.89194597,0.85613315,0.07102435,0.60225206,0.01364349,0.00000000,0.01176228,0.12823472
-5.88594297,0.86676305,0.06936115,0.61430712,0.01488998,0.00000000,0.01214710,0.12376804
-5.87993997,0.88095383,0.06807493,0.62889779,0.01629120,0.00000000,0.01262049,0.11974895
-5.87393697,0.89862719,0.06716004,0.64598772,0.01784056,0.00000000,0.01317467,0.11614924
-5.86793397,0.91966925,0.06660892,0.66551086,0.01952909,0.00000000,0.01380099,0.11294149
-5.86193097,0.94392832,0.06641195,0.68736968,0.02134538,0.00000000,0.01449000,0.11009941
-5.85592796,0.97121339,0.06655728,0.71143387,0.02327562,0.00000000,0.01523161,0.10759786
-5.84992496,1.00129333,0.06703058,0.73753988,0.02530379,0.00000000,0.01601518,0.10541284
