energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.72386193,4.56040500,0.00913092,0.72641524,2.96915403,1.78340470,0.02904817,1.42021702
-5.71785893,4.46886531,0.00964126,0.67792367,2.89308757,1.72221045,0.02755590,1.43526462
-5.71185593,4.37334579,0.01016552,0.62991095,2.81466280,1.66041233,0.02613173,1.44771934
-5.70585293,4.27671245,0.01070398,0.58314537,2.73605644,1.59940002,0.02480758,1.45803338
-5.69984992,4.18183590,0.01125661,0.53836134,2.65945251,1.54054339,0.02361330,1.46670346
-5.69384692,4.09153489,0.01182300,0.49624920,2.58700787,1.48516432,0.02257654,1.47425764
-5.68784392,4.00852827,0.01240223,0.45744814,2.52082298,1.43451306,0.02172274,1.48124255
-5.68184092,3.93539601,0.01299288,0.42254202,2.46291819,1.38974957,0.02107522,1.48821148
-5.67583792,3.87454942,0.01359294,0.39205781,2.41521544,1.35192990,0.02065534,1.49571359
-5.66983492,3.82821047,0.01419987,0.36646606,2.37952487,1.32199727,0.02048279,1.50428479
-5.66383192,3.79839910,0.01481060,0.34618288,2.35753561,1.30077752,0.02057586,1.51444017
-5.65782891,3.78692746,0.01542158,0.33157288,2.35080967,1.28897827,0.02095165,1.52666810
-5.65182591,3.79539930,0.01602891,0.32295238,2.36077782,1.28719105,0.02162638,1.54142572
-5.64582291,3.82521272,0.01662843,0.32059241,2.38873609,1.29589555,0.02261544,1.55913565
-5.63981991,3.87756428,0.01721584,0.32472098,2.43584153,1.31546499,0.02393350,1.58018333
-5.63381691,3.95345252,0.01778686,0.33552410,2.50310623,1.34617201,0.02559442,1.60491483
-5.62781391,4.05367930,0.01833739,0.35314545,2.59138835,1.38819393,0.02761106,1.63363437
-5.62181091,4.17884727,0.01886360,0.37768438,2.70137963,1.44161706,0.02999488,1.66660131
-5.61580790,4.32935270,0.01936208,0.40919226,2.83358893,1.50643929,0.03275553,1.70402633
-5.60980490,4.50537304,0.01982995,0.44766728,2.98832177,1.58257079,0.03590021,1.74606643
-5.60380190,4.70684936,0.02026491,0.49304795,3.16565648,1.66983266,0.03943300,1.79281880
-5.59779890,4.93346433,0.02066528,0.54520566,3.36541782,1.76795368,0.04335405,1.84431379
-5.59179590,5.18461699,0.02103002,0.60393667,3.58714929,1.87656555,0.04765879,1.90050701
-5.58579290,5.45939611,0.02135869,0.66895421,3.83008609,1.99519705,0.05233713,1.96127135
-5.57978989,5.75655435,0.02165135,0.73988123,4.09313042,2.12326798,0.05737266,2.02638929
-5.57378689,6.07448572,0.02190856,0.81624435,4.37483157,2.26008354,0.06274203,2.09554627
-5.56778389,6.41120887,0.02213116,0.89746979,4.67337286,2.40483020,0.06841439,2.16832592
-5.56178089,6.76435899,0.02232024,0.98288168,4.98656756,2.55657382,0.07435104,2.24420785
-5.55577789,7.13119049,0.02247697,1.07170340,5.31186588,2.71426096,0.08050529,2.32256856
-5.54977489,7.50859255,0.02260246,1.16306236,5.64637442,2.87672403,0.08682261,2.40268624
-5.54377189,7.89311887,0.02269772,1.25599835,5.98688914,3.04269078,0.09324100,2.48374956
-5.53776888,8.28103236,0.02276352,1.34947578,6.32994243,3.21079849,0.09969165,2.56487081
-5.53176588,8.66836464,0.02280034,1.44239963,6.67186376,3.37961294,0.10609999,2.64510310
-5.52576288,9.05098936,0.02280836,1.53363489,7.00885315,3.54765171,0.11238683,2.72346143
-5.51975988,9.42470768,0.02278744,1.62202909,7.33706544,3.71341150,0.11846996,2.79894681
-5.51375688,9.78534308,0.02273717,1.70643728,7.65270303,3.87539847,0.12426577,2.87057283
-5.50775388,10.12884230,0.02265693,1.78574867,7.95211366,4.03216063,0.12969121,2.93739336
-5.50175088,10.45137844,0.02254595,1.85891405,8.23188980,4.18232096,0.13466572,2.99853046
-5.49574787,10.74945195,0.02240345,1.92497287,8.48896524,4.32460980,0.13911326,3.05320105
-5.48974487,11.01998497,0.02222871,1.98307902,8.72070477,4.45789515,0.14296433,3.10074114
-5.48374187,11.26040462,0.02202121,2.03252406,8.92498260,4.58120919,0.14615780,3.14062645
-5.47773887,11.46871113,0.02178071,2.07275699,9.10024548,4.69376991,0.14864264,3.17248824
-5.47173587,11.64352711,0.02150738,2.10339952,9.24555697,4.79499630,0.15037935,3.19612355
-5.46573287,11.78412527,0.02120182,2.12425611,9.36062007,4.88451642,0.15134111,3.21149917
-5.45972986,11.89043245,0.02086517,2.13531814,9.44577619,4.96216757,0.15151454,3.21874895
-5.45372686,11.96300933,0.02049908,2.13676194,9.50197968,5.02798818,0.15090008,3.21816457
-5.44772386,12.00300596,0.02010575,2.12894055,9.53074802,5.08220172,0.14951194,3.21017988
-5.44172086,12.01209468,0.01968785,2.11236952,9.53408934,5.12519304,0.14737771,3.19534954
-5.43571786,11.99238317,0.01924850,2.08770720,9.51440978,5.15747804,0.14453744,3.17432287
-5.42971486,11.94631113,0.01879114,2.05573034,9.47440454,5.17966811,0.14104245,3.14781411
-5.42371186,11.87653555,0.01831949,2.01730600,9.41693734,5.19243089,0.13695383,3.11657031
-5.41770885,11.78580956,0.01783735,1.97336097,9.34491360,5.19644923,0.13234060,3.08133863
-5.41170585,11.67686079,0.01734856,1.92485005,9.26115348,5.19238050,0.12727778,3.04283436
-5.40570285,11.55227507,0.01685681,1.87272454,9.16827062,5.18081829,0.12184429,3.00171140
-5.39969985,11.41439117,0.01636555,1.81790232,9.06856261,5.16225863,0.11612086,2.95853647
-5.39369685,11.26521173,0.01587790,1.76124077,8.96391867,5.13707252,0.11018797,2.91376858
-5.38769385,11.10633495,0.01539653,1.70351365,8.85574901,5.10548653,0.10412397,2.86774448
-5.38169085,10.93891026,0.01492362,1.64539287,8.74493956,5.06757253,0.09800330,2.82067102
-5.37568784,10.76362034,0.01446085,1.58743570,8.63183425,5.02324750,0.09189507,2.77262481
-5.36968484,10.58069009,0.01400934,1.53007782,8.51624586,4.97228340,0.08586185,2.72355897
-5.36368184,10.38992200,0.01356973,1.47363229,8.39749456,4.91432705,0.07995881,2.67331692
-5.35767884,10.19075591,0.01314223,1.41829399,8.27447220,4.84892892,0.07423316,2.62165215
-5.35167584,9.98234963,0.01272669,1.36414928,8.14572890,4.77557948,0.06872394,2.56825325
-5.34567284,9.76367608,0.01232272,1.31118979,8.00957710,4.69375135,0.06346206,2.51277261
-5.33966983,9.53363146,0.01192982,1.25932965,7.86420781,4.60294485,0.05847069,2.45485749
-5.33366683,9.29114857,0.01154749,1.20842492,7.70781264,4.50273467,0.05376576,2.39418174
-5.32766383,9.03530900,0.01117543,1.15829410,7.53870536,4.39281499,0.04935676,2.33047641
-5.32166083,8.76544815,0.01081359,1.10873871,7.35543679,4.27304063,0.04524758,2.26355795
-5.31565783,8.48124745,0.01046236,1.05956262,7.15689697,4.14346191,0.04143745,2.19335221
-5.30965483,8.18280884,0.01012264,1.01058955,6.94239978,4.00435120,0.03792196,2.11991318
-5.30365183,7.87070781,0.00979589,0.96167764,6.71174602,3.85621971,0.03469394,2.04343557
-5.29764882,7.54602222,0.00948420,0.91273074,6.46526210,3.69982352,0.03174442,1.96426042
-5.29164582,7.21033568,0.00919026,0.86370606,6.20381305,3.53615839,0.02906339,1.88287365
-5.28564282,6.86571577,0.00891733,0.81461796,5.92878989,3.36644356,0.02664051,1.79989757
-5.27963982,6.51466823,0.00866916,0.76553812,5.64207268,3.19209542,0.02446563,1.71607580
-5.27363682,6.16007014,0.00844986,0.71659229,5.34597192,3.01469221,0.02252920,1.63225239
-5.26763382,5.80508545,0.00826378,0.66795417,5.04315176,2.83593156,0.02082258,1.54934608
-5.26163082,5.45306766,0.00811531,0.61983688,4.73653963,2.65758304,0.01933814,1.46832113
-5.25562781,5.10745428,0.00800869,0.57248280,4.42922690,2.48143778,0.01806929,1.39015590
-5.24962481,4.77165857,0.00794784,0.52615237,4.12436593,2.30925780,0.01701038,1.31581066
-5.24362181,4.44896349,0.00793613,0.48111264,3.82506815,2.14272712,0.01615658,1.24619616
-5.23761881,4.14242267,0.00797621,0.43762606,3.53430819,1.98340689,0.01550360,1.18214420
-5.23161581,3.85477264,0.00806989,0.39594018,3.25483775,1.83269633,0.01504747,1.12438138
-5.22561281,3.58835969,0.00821792,0.35627872,2.98911268,1.69180103,0.01478426,1.07350725
-5.21960980,3.34508403,0.00841999,0.31883418,2.73923567,1.56170952,0.01470978,1.02997727
-5.21360680,3.12636275,0.00867466,0.28376244,2.50691590,1.44317884,0.01481935,0.99409159
-5.20760380,2.93311223,0.00897934,0.25117926,2.29344634,1.33672922,0.01510760,0.96598948
-5.20160080,2.76574980,0.00933038,0.22115873,2.09969816,1.24264757,0.01556832,0.94564974
-5.19559780,2.62421334,0.00972315,0.19373349,1.92613117,1.16099908,0.01619432,0.93289668
-5.18959480,2.50799705,0.01015222,0.16889669,1.77281855,1.09164607,0.01697744,0.92741135
-5.18359180,2.41620096,0.01061151,0.14660517,1.63948330,1.03427265,0.01790856,0.92874725
-5.17758879,2.34759110,0.01109454,0.12678386,1.52554406,0.98841387,0.01897770,0.93634980
-5.17158579,2.30066738,0.01159465,0.10933085,1.43016717,0.95348787,0.02017418,0.94957877
-5.16558279,2.27373583,0.01210527,0.09412300,1.35232227,0.92882937,0.02148683,0.96773242
-5.15957979,2.26498195,0.01262009,0.08102175,1.29083877,0.91372300,0.02290424,0.99007269
-5.15357679,2.27254223,0.01313337,0.06987891,1.24446058,0.90743524,0.02441506,1.01585024
-5.14757379,2.29457118,0.01364006,0.06054215,1.21189712,0.90924356,0.02600824,1.04432849
-5.14157079,2.32930147,0.01413598,0.05286018,1.19186898,0.91846182,0.02767343,1.07480584
-5.13556778,2.37509538,0.01461791,0.04668737,1.18314686,0.93446116,0.02940117,1.10663535
-5.12956478,2.43048638,0.01508363,0.04188783,1.18458325,0.95668593,0.03118325,1.13924133
-5.12356178,2.49420993,0.01553194,0.03833885,1.19513645,0.98466416,0.03301288,1.17213243
-5.11755878,2.56522334,0.01596253,0.03593380,1.21388725,1.01801291,0.03488493,1.20491095
-5.11155578,2.64271500,0.01637593,0.03458438,1.24004868,1.05643845,0.03679607,1.23727840
-5.10555278,2.72610363,0.01677330,0.03422241,1.27296979,1.09973184,0.03874486,1.26903731
-5.09954977,2.81502875,0.01715624,0.03480112,1.31213446,1.14776057,0.04073181,1.30008961
-5.09354677,2.90933369,0.01752660,0.03629592,1.35715657,1.20045695,0.04275937,1.33043187
-5.08754377,3.00904281,0.01788618,0.03870489,1.40777261,1.25780415,0.04483191,1.36014791
-5.08154077,3.11433455,0.01823659,0.04204884,1.46383304,1.31982078,0.04695567,1.38939932
-5.07553777,3.22551206,0.01857899,0.04637104,1.52529343,1.38654489,0.04913859,1.41841434
-5.06953477,3.34297281,0.01891393,0.05173655,1.59220606,1.45801821,0.05139030,1.44747573
-5.06353177,3.46717866,0.01924119,0.05823122,1.66471273,1.53427132,0.05372189,1.47690810
-5.05752876,3.59862723,0.01955976,0.06596029,1.74303881,1.61531033,0.05614587,1.50706504
-5.05152576,3.73782548,0.01986774,0.07504647,1.82748848,1.70110555,0.05867596,1.53831653
-5.04552276,3.88526558,0.02016239,0.08562758,1.91844073,1.79158211,0.06132697,1.57103670
-5.03951976,4.04140316,0.02044023,0.09785357,2.01634528,1.88661291,0.06411459,1.60559216
-5.03351676,4.20663765,0.02069711,0.11188295,2.12171749,1.98601340,0.06705522,1.64233092
-5.02751376,4.38129388,0.02092841,0.12787858,2.23513117,2.08953818,0.07016567,1.68157182
-5.02151076,4.56560444,0.02112922,0.14600273,2.35720793,2.19687884,0.07346285,1.72359436
-5.01550775,4.75969179,0.02129452,0.16641157,2.48860213,2.30766270,0.07696333,1.76862889
-5.00950475,4.96354949,0.02141943,0.18924896,2.62998040,2.42145199,0.08068287,1.81684698
-5.00350175,5.17702202,0.02149935,0.21463978,2.78199505,2.53774300,0.08463576,1.86835196
-4.99749875,5.39978287,0.02153020,0.24268284,2.94525125,2.65596510,0.08883409,1.92316963
-4.99149575,5.63131105,0.02150851,0.27344354,3.12026808,2.77547928,0.09328692,1.98123926
-4.98549275,5.87086673,0.02143159,0.30694661,3.30743441,2.89557638,0.09799935,2.04240515
-4.97948974,6.11746674,0.02129756,0.34316900,3.50696081,3.01547525,0.10297149,2.10640913
-4.97348674,6.36986165,0.02110545,0.38203347,3.71882945,3.13432112,0.10819746,2.17288427
-4.96748374,6.62651600,0.02085511,0.42340289,3.94274433,3.25118483,0.11366436,2.24135057
-4.96148074,6.88559385,0.02054728,0.46707587,4.17808457,3.36506352,0.11935135,2.31121304
-4.95547774,7.14495158,0.02018346,0.51278382,4.42386365,3.47488360,0.12522885,2.38176270
-4.94947474,7.40214024,0.01976584,0.56018988,4.67869765,3.57950648,0.13125791,2.45218119
-4.94347174,7.65441905,0.01929723,0.60888984,4.94078526,3.67773793,0.13738996,2.52154918
-4.93746873,7.89878159,0.01878094,0.65841541,5.20790221,3.76834133,0.14356673,2.58885898
-4.93146573,8.13199553,0.01822070,0.70823978,5.47741194,3.85005518,0.14972063,2.65303138
-4.92546273,8.35065601,0.01762053,0.75778559,5.74629393,3.92161485,0.15577553,2.71293658
-4.91945973,8.55125217,0.01698469,0.80643520,6.01119012,3.98177822,0.16164795,2.76741883
-4.91345673,8.73024534,0.01631761,0.85354307,6.26846884,4.02935467,0.16724860,2.81532412
-4.90745373,8.88415677,0.01562382,0.89844992,6.51430501,4.06323657,0.17248438,2.85553023
-4.90145073,9.00966195,0.01490790,0.94049833,6.74477401,4.08243205,0.17726067,2.88697789
-4.89544772,9.10368810,0.01417449,0.97904913,6.95595606,4.08609787,0.18148388,2.90870215
-4.88944472,9.16351082,0.01342819,1.01349818,7.14404721,4.07357085,0.18506416,2.91986252
-4.88344172,9.18684581,0.01267361,1.04329279,7.30547226,4.04439633,0.18791816,2.91977070
-4.87743872,9.17193154,0.01191533,1.06794719,7.43699492,3.99835238,0.18997174,2.90791464
-4.87143572,9.11759902,0.01115785,1.08705637,7.53582034,3.93546828,0.19116254,2.88397794
-4.86543272,9.02332509,0.01040561,1.10030785,7.59968546,3.85603626,0.19144216,2.84785348
-4.85942971,8.88926673,0.00966291,1.10749063,7.62693296,3.76061569,0.19077809,2.79965080
-4.85342671,8.71627421,0.00893390,1.10850121,7.61656564,3.65002912,0.18915498,2.73969668
-4.84742371,8.50588239,0.00822256,1.10334620,7.56827864,3.52535022,0.18657552,2.66852898
-4.84142071,8.26028001,0.00753260,1.09214152,7.48246834,3.38788381,0.18306059,2.58688368
-4.83541771,7.98225823,0.00686743,1.07510819,7.36021763,3.23913854,0.17864889,2.49567598
-4.82941471,7.67514038,0.00623014,1.05256501,7.20325854,3.08079331,0.17339594,2.39597597
-4.82341171,7.34269592,0.00562340,1.02491828,7.01391431,2.91465874,0.16737250,2.28897999
-4.81740870,6.98904213,0.00504948,0.99264919,6.79502390,2.74263495,0.16066256,2.17597889
-4.81140570,6.61853773,0.00451017,0.95629947,6.54985253,2.56666755,0.15336089,2.05832451
-4.80540270,6.23567273,0.00400679,0.91645574,6.28199268,2.38870335,0.14557034,1.93739561
-4.79939970,5.84495893,0.00354020,0.87373342,5.99525988,2.21064755,0.13739896,1.81456471
-4.79339670,5.45082529,0.00311074,0.82876074,5.69358782,2.03432398,0.12895704,1.69116701
-4.78739370,5.05752205,0.00271835,0.78216352,5.38092709,1.86143968,0.12035431,1.56847238
-4.78139070,4.66903661,0.00236252,0.73455115,5.06115109,1.69355512,0.11169724,1.44766149
-4.77538769,4.28902399,0.00204237,0.68650439,4.73797250,1.53206073,0.10308666,1.32980649
-4.76938469,3.92075333,0.00175673,0.63856516,4.41487235,1.37816050,0.09461571,1.21585680
-4.76338169,3.56707139,0.00150414,0.59122857,4.09504340,1.23286269,0.08636825,1.10663014
-4.75737869,3.23038316,0.00128300,0.54493737,3.78134848,1.09697766,0.07841763,1.00280856
-4.75137569,2.91264873,0.00109154,0.50007859,3.47629354,0.97112236,0.07082601,0.90493929
-4.74537269,2.61539515,0.00092797,0.45698244,3.18201479,0.85573092,0.06364400,0.81343989
-4.73936968,2.33974123,0.00079053,0.41592316,2.90027848,0.75107031,0.05691080,0.72860694
-4.73336668,2.08643294,0.00067750,0.37712150,2.63249158,0.65726016,0.05065469,0.65062768
-4.72736368,1.85588691,0.00058730,0.34074864,2.37972127,0.57429557,0.04489370,0.57959359
-4.72136068,1.64823906,0.00051852,0.30693100,2.14272121,0.50207158,0.03963671,0.51551535
-4.71535768,1.46339589,0.00046997,0.27575586,1.92196241,0.44040830,0.03488450,0.45833807
-4.70935468,1.30108570,0.00044067,0.24727725,1.71766675,0.38907531,0.03063108,0.40795636
-4.70335168,1.16090745,0.00042989,0.22152193,1.52984137,0.34781448,0.02686490,0.36422836
-4.69734867,1.04237532,0.00043714,0.19849517,1.35831259,0.31636006,0.02357012,0.32698834
-4.69134567,0.94495714,0.00046217,0.17818612,1.20275803,0.29445538,0.02072779,0.29605728
-4.68534267,0.86810563,0.00050493,0.16057264,1.06273625,0.28186557,0.01831685,0.27125128
-4.67933967,0.81128148,0.00056557,0.14562542,0.93771320,0.27838572,0.01631508,0.25238752
-4.67333667,0.77396788,0.00064438,0.13331132,0.82708533,0.28384440,0.01469980,0.23928771
-4.66733367,0.75567639,0.00074171,0.12359589,0.73019911,0.29810244,0.01344845,0.23177909
-4.66133067,0.75594460,0.00085798,0.11644509,0.64636717,0.32104719,0.01253900,0.22969309
-4.65532766,0.77432598,0.00099356,0.11182609,0.57488112,0.35258252,0.01195012,0.23286201
-4.64932466,0.81037319,0.00114874,0.10970736,0.51502148,0.39261519,0.01166133,0.24111386
-4.64332166,0.86361576,0.00132360,0.11005796,0.46606493,0.44103824,0.01165291,0.25426588
-4.63731866,0.93353378,0.00151803,0.11284612,0.42728922,0.49771222,0.01190577,0.27211721
-4.63131566,1.01952908,0.00173159,0.11803721,0.39797623,0.56244529,0.01240122,0.29444111
-4.62531266,1.12089566,0.00196349,0.12559125,0.37741340,0.63497306,0.01312069,0.32097727
-4.61930965,1.23679125,0.00221253,0.13545989,0.36489397,0.71493951,0.01404543,0.35142486
-4.61330665,1.36621156,0.00247707,0.14758323,0.35971633,0.80187974,0.01515624,0.38543662
-4.60730365,1.50796925,0.00275500,0.16188640,0.36118289,0.89520595,0.01643322,0.42261467
-4.60130065,1.66067888,0.00304375,0.17827624,0.36859872,0.99419734,0.01785550,0.46250829
-4.59529765,1.82274951,0.00334032,0.19663806,0.38127030,1.09799495,0.01940116,0.50461419
-4.58929465,1.99238583,0.00364130,0.21683291,0.39850476,1.20560200,0.02104716,0.54837933
-4.58329165,2.16759868,0.00394297,0.23869521,0.41960978,1.31589021,0.02276938,0.59320656
-4.57728864,2.34622536,0.00424135,0.26203128,0.44389448,1.42761232,0.02454275,0.63846300
-4.57128564,2.52595951,0.00453232,0.28661859,0.47067138,1.53942074,0.02634146,0.68349112
-4.56528264,2.70439025,0.00481178,0.31220616,0.49925975,1.64989190,0.02813933,0.72762207
-4.55927964,2.87904946,0.00507572,0.33851602,0.52899023,1.75755585,0.02991020,0.77019112
-4.55327664,3.04746598,0.00532046,0.36524591,0.55921089,1.86092999,0.03162836,0.81055446
-4.54727364,3.20722478,0.00554271,0.39207325,0.58929442,1.95855609,0.03326913,0.84810689
-4.54127064,3.35602923,0.00573979,0.41866029,0.61864654,2.04903898,0.03480939,0.88229969
-4.53526763,3.49176415,0.00590976,0.44466041,0.64671519,2.13108583,0.03622810,0.91265793
-4.52926463,3.61255717,0.00605151,0.46972542,0.67300020,2.20354419,0.03750690,0.93879657
-4.52326163,3.71683600,0.00616491,0.49351368,0.69706313,2.26543756,0.03863057,0.96043461
-4.51725863,3.80337936,0.00625091,0.51569873,0.71853680,2.31599687,0.03958749,0.97740666
-4.51125563,3.87135938,0.00631152,0.53597815,0.73713398,2.35468669,0.04037003,0.98967142
-4.50525263,3.92037359,0.00634991,0.55408240,0.75265494,2.38122498,0.04097479,0.99731673
-4.49924962,3.95046511,0.00637036,0.56978310,0.76499328,2.39559560,0.04140280,1.00056075
-4.49324662,3.96212993,0.00637819,0.58290060,0.77413966,2.39805291,0.04165953,0.99974927
-4.48724362,3.95631079,0.00637971,0.59331029,0.78018319,2.38911827,0.04175493,0.99534909
-4.48124062,3.93437758,0.00638208,0.60094749,0.78331011,2.36956838,0.04170312,0.98793774
-4.47523762,3.89809475,0.00639314,0.60581056,0.78379973,2.34041587,0.04152223,0.97818965
-4.46923462,3.84957654,0.00642127,0.60796202,0.78201742,2.30288279,0.04123391,0.96685939
-4.46323162,3.79123159,0.00647512,0.60752760,0.77840501,2.25836780,0.04086287,0.95476235
-4.45722861,3.72569856,0.00656346,0.60469321,0.77346852,2.20840826,0.04043633,0.94275358
-4.45122561,3.65577488,0.00669487,0.59969974,0.76776371,2.15463852,0.03998335,0.93170531
-4.44522261,3.58434088,0.00687759,0.59283605,0.76187988,2.09874573,0.03953417,0.92248391
-4.43921961,3.51428185,0.00711918,0.58443025,0.75642226,2.04242467,0.03911951,0.91592706
-4.43321661,3.44841040,0.00742640,0.57483957,0.75199383,1.98733320,0.03876983,0.91282160
-4.42721361,3.38939167,0.00780490,0.56443940,0.74917698,1.93504949,0.03851468,0.91388285
-4.42121061,3.33967370,0.00825912,0.55361172,0.74851569,1.88703259,0.03838201,0.91973597
-4.41520760,3.30142501,0.00879205,0.54273345,0.75049889,1.84458744,0.03839762,0.93089980
-4.40920460,3.27648138,0.00940514,0.53216525,0.75554564,1.80883520,0.03858461,0.94777362
-4.40320160,3.26630312,0.01009822,0.52224109,0.76399237,1.78068980,0.03896298,0.97062725
-4.39719860,3.27194407,0.01086941,0.51325909,0.77608296,1.76084125,0.03954932,0.99959453
-4.39119560,3.29403299,0.01171509,0.50547387,0.79196168,1.74974582,0.04035661,1.03467051
-4.38519260,3.33276740,0.01262996,0.49909067,0.81166932,1.74762331,0.04139417,1.07571218
-4.37918959,3.38791985,0.01360709,0.49426147,0.83514254,1.75446104,0.04266769,1.12244270
-4.37318659,3.45885590,0.01463799,0.49108307,0.86221634,1.77002425,0.04417941,1.17445895
-4.36718359,3.54456258,0.01571278,0.48959718,0.89262953,1.79387211,0.04592845,1.23124206
-4.36118059,3.64368633,0.01682030,0.48979235,0.92603281,1.82537860,0.04791109,1.29217046
-4.35517759,3.75457839,0.01794836,0.49160754,0.96199916,1.86375737,0.05012134,1.35653519
-4.34917459,3.87534607,0.01908389,0.49493717,1.00003609,1.90808938,0.05255131,1.42355666
-4.34317159,4.00390776,0.02021319,0.49963713,1.03959911,1.95735244,0.05519184,1.49240264
-4.33716858,4.13804984,0.02132219,0.50553172,1.08010616,2.01045141,0.05803291,1.56220663
-4.33116558,4.27548354,0.02239662,0.51242086,1.12095213,2.06624824,0.06106415,1.63208628
-4.32516258,4.41389988,0.02342233,0.52008752,1.16152340,2.12359067,0.06427519,1.70116121
-4.31915958,4.55102123,0.02438549,0.52830490,1.20121157,2.18133906,0.06765591,1.76856987
-4.31315658,4.68464815,0.02527283,0.53684320,1.23942627,2.23839054,0.07119661,1.83348486
-4.30715358,4.81270038,0.02607186,0.54547567,1.27560663,2.29370002,0.07488797,1.89512663
