energy_ev,total_up,As_p_up,As_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,3.63600839,0.10699374,0.00000000,1.80694337,0.88798208,0.05531713,2.29049496
-5.99399700,3.56452551,0.10599246,0.00000000,1.76895084,0.87182627,0.05457847,2.24449273
-5.98799400,3.48049381,0.10500819,0.00000000,1.72363201,0.85247098,0.05360897,2.19025996
-5.98199100,3.38423106,0.10398030,0.00000000,1.67135010,0.83000024,0.05241843,2.12806195
-5.97598799,3.27653950,0.10286165,0.00000000,1.61270282,0.80461942,0.05102464,2.05847112
-5.96998499,3.15866351,0.10161940,0.00000000,1.54849639,0.77664485,0.04945259,1.98233844
-5.96398199,3.03223232,0.10023537,0.00000000,1.47971280,0.74648980,0.04773351,1.90075540
-5.95797899,2.89919096,0.09870578,0.00000000,1.40747170,0.71464736,0.04590363,1.81500883
-5.95197599,2.76172297,0.09704060,0.00000000,1.33298915,0.68167113,0.04400292,1.72653046
-5.94597299,2.62216820,0.09526242,0.00000000,1.25753483,0.64815459,0.04207364,1.63684384
-5.93996998,2.48293954,0.09340487,0.00000000,1.18238975,0.61471003,0.04015891,1.54751066
-5.93396698,2.34644148,0.09151082,0.00000000,1.10880601,0.58194786,0.03830136,1.46007873
-5.92796398,2.21499383,0.08963020,0.00000000,1.03797026,0.55045700,0.03654171,1.37603335
-5.92196098,2.09076280,0.08781776,0.00000000,0.97097182,0.52078705,0.03491763,1.29675386
-5.91595798,1.97570167,0.08613064,0.00000000,0.90877670,0.49343278,0.03346258,1.22347641
-5.90995498,1.87150241,0.08462594,0.00000000,0.85220775,0.46882125,0.03220498,1.15726403
-5.90395198,1.77955926,0.08335841,0.00000000,0.80193160,0.44730195,0.03116748,1.09898452
-5.89794897,1.70094470,0.08237827,0.00000000,0.75845212,0.42913998,0.03036643,1.04929631
-5.89194597,1.63639782,0.08172920,0.00000000,0.72211029,0.41451241,0.02981164,1.00864241
-5.88594297,1.58632466,0.08144673,0.00000000,0.69309009,0.40350773,0.02950627,0.97725190
-5.87993997,1.55080980,0.08155697,0.00000000,0.67142957,0.39612814,0.02944695,0.95514866
-5.87393697,1.52963818,0.08207572,0.00000000,0.65703655,0.39229464,0.02962416,0.94216642
-5.86793397,1.52232579,0.08300807,0.00000000,0.64970793,0.39185439,0.03002271,0.93796944
-5.86193097,1.52815786,0.08434847,0.00000000,0.64915174,0.39459027,0.03062238,0.94207769
-5.85592796,1.54623289,0.08608130,0.00000000,0.65501097,0.40023202,0.03139879,0.95389563
-5.84992496,1.57551086,0.08818180,0.00000000,0.66688807,0.40846867,0.03232431,0.97274337
-5.84392196,1.61486372,0.09061752,0.00000000,0.68436932,0.41896179,0.03336905,0.99788908
-5.83791896,1.66312639,0.09335005,0.00000000,0.70704799,0.43135918,0.03450195,1.02858153
-5.83191596,1.71914630,0.09633701,0.00000000,0.73454535,0.44530828,0.03569185,1.06408148
-5.82591296,1.78182977,0.09953428,0.00000000,0.76652887,0.46046921,0.03690859,1.10369086
-5.81990995,1.85018338,0.10289821,0.00000000,0.80272672,0.47652659,0.03812399,1.14677863
-5.81390695,1.92334865,0.10638787,0.00000000,0.84293799,0.49319999,0.03931279,1.19280237
-5.80790395,2.00062879,0.10996705,0.00000000,0.88703817,0.51025250,0.04045348,1.24132463
-5.80190095,2.08150631,0.11360614,0.00000000,0.93497962,0.52749709,0.04152895,1.29202347
-5.79589795,2.16565062,0.11728351,0.00000000,0.98678692,0.54480059,0.04252694,1.34469676
-5.78989495,2.25291543,0.12098657,0.00000000,1.04254717,0.56208501,0.04344037,1.39925986
-5.78389195,2.34332585,0.12471233,0.00000000,1.10239559,0.57932633,0.04426741,1.45573694
-5.77788894,2.43705587,0.12846745,0.00000000,1.16649715,0.59655060,0.04501133,1.51424622
-5.77188594,2.53439711,0.13226779,0.00000000,1.23502471,0.61382782,0.04568019,1.57497973
-5.76588294,2.63572043,0.13613747,0.00000000,1.30813499,0.63126361,0.04628635,1.63817872
-5.75987994,2.74143224,0.14010759,0.00000000,1.38594326,0.64898935,0.04684572,1.70410557
-5.75387694,2.85192752,0.14421451,0.00000000,1.46849810,0.66715099,0.04737702,1.77301397
-5.74787394,2.96754221,0.14849795,0.00000000,1.55575754,0.68589740,0.04790082,1.84511849
-5.74187094,3.08850714,0.15299893,0.00000000,1.64756778,0.70536847,0.04843856,1.92056534
-5.73586793,3.21490610,0.15775768,0.00000000,1.74364579,0.72568393,0.04901163,1.99940568
-5.72986493,3.34664015,0.16281163,0.00000000,1.84356674,0.74693308,0.04964030,2.08157294
-5.72386193,3.48340017,0.16819363,0.00000000,1.94675711,0.76916619,0.05034290,2.16686537
