energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.02316178,-0.07395828,0.00003772,-0.00000003,0.00422669,-0.01366897,0.00421371,-0.00769358,0.00575824,-0.01382329,0.00057937,-0.00161223,0.00596508,-0.02242473
-5.99399700,0.02286898,-0.07529251,0.00004929,-0.00000004,0.00427069,-0.01388907,0.00475843,-0.00801020,0.00557595,-0.01412625,0.00057383,-0.00167289,0.00585997,-0.02282456
-5.98799400,0.02337947,-0.07664085,0.00006395,-0.00000006,0.00447623,-0.01411593,0.00553981,-0.00830088,0.00557704,-0.01442340,0.00058862,-0.00172892,0.00595684,-0.02322944
-5.98199100,0.02480864,-0.07789683,0.00008239,-0.00000009,0.00486863,-0.01432950,0.00660456,-0.00855737,0.00578573,-0.01469567,0.00062670,-0.00177849,0.00628396,-0.02360700
-5.97598799,0.02728955,-0.07896457,0.00010541,-0.00000014,0.00547718,-0.01451173,0.00800710,-0.00877236,0.00622987,-0.01492587,0.00069149,-0.00181994,0.00687381,-0.02392807
-5.96998499,0.03097539,-0.07976079,0.00013392,-0.00000020,0.00633567,-0.01464694,0.00981025,-0.00893970,0.00694156,-0.01509908,0.00078692,-0.00185186,0.00776375,-0.02416734
-5.96398199,0.03604153,-0.08021659,0.00016897,-0.00000030,0.00748278,-0.01472214,0.01208584,-0.00905464,0.00795760,-0.01520303,0.00091749,-0.00187311,0.00899647,-0.02430384
-5.95797899,0.04268704,-0.08027871,0.00021171,-0.00000043,0.00896241,-0.01472727,0.01491508,-0.00911400,0.00931995,-0.01522827,0.00108831,-0.00188288,0.01062036,-0.02432135
-5.95197599,0.05113543,-0.07991039,0.00026344,-0.00000062,0.01082380,-0.01465538,0.01838871,-0.00911636,0.01107594,-0.01516838,0.00130509,-0.00188067,0.01268967,-0.02420867
-5.94597299,0.06163461,-0.07909180,0.00032556,-0.00000089,0.01312154,-0.01450268,0.02260682,-0.00906218,0.01327828,-0.01502005,0.00157419,-0.00186634,0.01526446,-0.02395971
-5.93996998,0.07445567,-0.07782008,0.00039957,-0.00000127,0.01591526,-0.01426859,0.02767827,-0.00895389,0.01598496,-0.01478307,0.00190256,-0.00184009,0.01841027,-0.02357354
-5.93396698,0.08989055,-0.07610892,0.00048705,-0.00000179,0.01926917,-0.01395565,0.03371974,-0.00879600,0.01925879,-0.01446026,0.00229766,-0.00180249,0.02219754,-0.02305423
-5.92796398,0.10824843,-0.07398793,0.00058964,-0.00000250,0.02325124,-0.01356940,0.04085425,-0.00859513,0.02316670,-0.01405734,0.00276741,-0.00175444,0.02670058,-0.02241067
-5.92196098,0.12985070,-0.07150164,0.00070900,-0.00000347,0.02793218,-0.01311826,0.04920917,-0.00836008,0.02777877,-0.01358276,0.00332005,-0.00169716,0.03199641,-0.02165626
-5.91595798,0.15502461,-0.06870841,0.00084675,-0.00000479,0.03338396,-0.01261332,0.05891373,-0.00810193,0.03316697,-0.01304745,0.00396394,-0.00163217,0.03816307,-0.02080855
-5.90995498,0.18409550,-0.06567920,0.00100446,-0.00000657,0.03967827,-0.01206811,0.07009601,-0.00783408,0.03940355,-0.01246458,0.00470743,-0.00156127,0.04527771,-0.01988891
-5.90395198,0.21737785,-0.06249640,0.00118356,-0.00000893,0.04688445,-0.01149849,0.08287942,-0.00757240,0.04655924,-0.01184934,0.00555857,-0.00148652,0.05341433,-0.01892212
-5.89794897,0.25516515,-0.05925276,0.00138529,-0.00001207,0.05506738,-0.01092242,0.09737878,-0.00733541,0.05470115,-0.01121869,0.00652490,-0.00141021,0.06264132,-0.01793608
-5.89194597,0.29771896,-0.05605049,0.00161063,-0.00001618,0.06428505,-0.01035986,0.11369601,-0.00714450,0.06389046,-0.01059118,0.00761315,-0.00133485,0.07301874,-0.01696147
-5.88594297,0.34525740,-0.05300071,0.00186026,-0.00002155,0.07458604,-0.00983273,0.13191564,-0.00702420,0.07418007,-0.00998681,0.00882895,-0.00126313,0.08459555,-0.01603164
-5.87993997,0.39794338,-0.05022314,0.00213444,-0.00002849,0.08600695,-0.00936490,0.15210016,-0.00700258,0.08561201,-0.00942692,0.01017653,-0.00119798,0.09740673,-0.01518243
-5.87393697,0.45587307,-0.04784618,0.00243303,-0.00003740,0.09856982,-0.00898224,0.17428544,-0.00711166,0.09821505,-0.00893419,0.01165846,-0.00114251,0.11147056,-0.01445225
-5.86793397,0.51906495,-0.04600734,0.00275537,-0.00004875,0.11227973,-0.00871279,0.19847644,-0.00738789,0.11200224,-0.00853267,0.01327532,-0.00110006,0.12678603,-0.01388213
-5.86193097,0.58744992,-0.04485399,0.00310026,-0.00006311,0.12712254,-0.00858694,0.22464326,-0.00787266,0.12696872,-0.00824791,0.01502551,-0.00107420,0.14333059,-0.01351597
-5.85592796,0.66086296,-0.04454432,0.00346595,-0.00008111,0.14306303,-0.00863767,0.25271780,-0.00861283,0.14308979,-0.00810705,0.01690497,-0.00106877,0.16105822,-0.01340078
-5.84992496,0.73903669,-0.04524846,0.00385010,-0.00010353,0.16004342,-0.00890083,0.28259120,-0.00966124,0.16031936,-0.00813908,0.01890709,-0.00108790,0.17989811,-0.01358702
-5.84392196,0.82159725,-0.04714957,0.00424979,-0.00013121,0.17798241,-0.00941537,0.31411223,-0.01107715,0.17858875,-0.00837494,0.02102257,-0.00113601,0.19975385,-0.01412888
-5.83791896,0.90806282,-0.05044485,0.00466158,-0.00016513,0.19677478,-0.01022356,0.34708675,-0.01292658,0.19780614,-0.00884779,0.02323936,-0.00121791,0.22050326,-0.01508459
-5.83191596,0.99784492,-0.05534610,0.00508150,-0.00020638,0.21629163,-0.01137115,0.38127831,-0.01528243,0.21785644,-0.00959305,0.02554275,-0.00133871,0.24199902,-0.01651652
-5.82591296,1.09025277,-0.06207984,0.00550515,-0.00025613,0.23638131,-0.01290737,0.41641002,-0.01822447,0.23860184,-0.01064849,0.02791541,-0.00150391,0.26406986,-0.01849124
-5.81990995,1.18450063,-0.07088670,0.00592781,-0.00031568,0.25687107,-0.01488481,0.45216777,-0.02183899,0.25988300,-0.01205413,0.03033765,-0.00171933,0.28652262,-0.02107926
-5.81390695,1.27971818,-0.08201989,0.00634448,-0.00038639,0.27756929,-0.01735909,0.48820460,-0.02621817,0.28152076,-0.01385205,0.03278758,-0.00199108,0.30914490,-0.02435460
-5.80790395,1.37496357,-0.09574271,0.00675009,-0.00046968,0.29826855,-0.02038833,0.52414639,-0.03145903,0.30331855,-0.01608600,0.03524155,-0.00232552,0.33170834,-0.02839396
-5.80190095,1.46923918,-0.11232479,0.00713954,-0.00056700,0.31874908,-0.02403233,0.55959855,-0.03766204,0.32506535,-0.01880083,0.03767444,-0.00272913,0.35397250,-0.03327559
-5.79589795,1.56150951,-0.13203727,0.00750792,-0.00067982,0.33878295,-0.02835155,0.59415378,-0.04492928,0.34653917,-0.02204170,0.04006016,-0.00320842,0.37568917,-0.03907786
-5.78989495,1.65072091,-0.15514669,0.00785062,-0.00080954,0.35813857,-0.03340578,0.62740049,-0.05336218,0.36751096,-0.02585315,0.04237215,-0.00376977,0.39660701,-0.04587734
-5.78389195,1.73582260,-0.18190769,0.00816347,-0.00095748,0.37658557,-0.03925261,0.65893190,-0.06305892,0.38774893,-0.03027789,0.04458389,-0.00441922,0.41647647,-0.05374666
-5.77788894,1.81578863,-0.21255490,0.00844290,-0.00112483,0.39389987,-0.04594560,0.68835535,-0.07411142,0.40702320,-0.03535554,0.04666943,-0.00516232,0.43505479,-0.06275206
-5.77188594,1.88964001,-0.24729383,0.00868605,-0.00131256,0.40986886,-0.05353240,0.71530173,-0.08660211,0.42511055,-0.04112109,0.04860400,-0.00600388,0.45211105,-0.07295069
-5.76588294,1.95646663,-0.28629145,0.00889088,-0.00152141,0.42429643,-0.06205263,0.73943464,-0.10060052,0.44179931,-0.04760341,0.05036453,-0.00694773,0.46743096,-0.08438779
-5.75987994,2.01544824,-0.32966654,0.00905624,-0.00175179,0.43700789,-0.07153581,0.76045905,-0.11615974,0.45689423,-0.05482367,0.05193021,-0.00799650,0.48082155,-0.09709389
-5.75387694,2.06587408,-0.37748036,0.00918199,-0.00200377,0.44785443,-0.08199927,0.77812922,-0.13331305,0.47022108,-0.06279376,0.05328296,-0.00915141,0.49211539,-0.11108204
-5.74787394,2.10716039,-0.42972798,0.00926895,-0.00227699,0.45671713,-0.09344624,0.79225546,-0.15207067,0.48163105,-0.07151492,0.05440794,-0.01041202,0.50117441,-0.12634539
-5.74187094,2.13886551,-0.48633075,0.00931897,-0.00257064,0.46351029,-0.10586409,0.80270967,-0.17241689,0.49100466,-0.08097644,0.05529390,-0.01177609,0.50789302,-0.14285497
-5.73586793,2.16070177,-0.54713038,0.00933487,-0.00288344,0.46818404,-0.11922298,0.80942929,-0.19430772,0.49825511,-0.09115467,0.05593353,-0.01323944,0.51220078,-0.16055816
-5.72986493,2.17254402,-0.61188492,0.00932036,-0.00321360,0.47072597,-0.13347481,0.81241958,-0.21766914,0.50333088,-0.10201230,0.05632370,-0.01479585,0.51406408,-0.17937761
-5.72386193,2.17443422,-0.68026697,0.00927998,-0.00355883,0.47116191,-0.14855270,0.81175402,-0.24239605,0.50621758,-0.11349808,0.05646556,-0.01643701,0.51348721,-0.19921097
