energy_ev,total_up,Al_p_up,Al_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,8.22449580,0.24732027,0.00000000,2.26389950,4.28144481,0.06916587,5.28246908
-5.99399700,8.21509879,0.24846143,0.00000000,2.25061954,4.26750157,0.07014841,5.26861393
-5.98799400,8.18179713,0.24848893,0.00000000,2.23152129,4.24383613,0.07089797,5.23914327
-5.98199100,8.12675977,0.24742293,0.00000000,2.20731794,4.21188722,0.07141090,5.19556651
-5.97598799,8.05232225,0.24530374,0.00000000,2.17875341,4.17307754,0.07168618,5.13948572
-5.96998499,7.96089660,0.24219099,0.00000000,2.14657985,4.12875456,0.07172536,5.07253328
-5.96398199,7.85488306,0.23816212,0.00000000,2.11153617,4.08013692,0.07153243,4.99631192
-5.95797899,7.73658765,0.23331032,0.00000000,2.07432862,4.02826879,0.07111363,4.91233979
-5.95197599,7.60814954,0.22774210,0.00000000,2.03561417,3.97398458,0.07047723,4.82200323
-5.94597299,7.47148154,0.22157441,0.00000000,1.99598740,3.91788558,0.06963333,4.72651943
-5.93996998,7.32822643,0.21493168,0.00000000,1.95597133,3.86032957,0.06859357,4.62691045
-5.93396698,7.17973118,0.20794266,0.00000000,1.91601256,3.80143392,0.06737095,4.52398989
-5.92796398,7.02703989,0.20073738,0.00000000,1.87648074,3.74109191,0.06597960,4.41836245
-5.92196098,6.87090522,0.19344428,0.00000000,1.83767209,3.67900127,0.06443457,4.31043604
-5.91595798,6.71181737,0.18618755,0.00000000,1.79981660,3.61470324,0.06275169,4.20044544
-5.90995498,6.55004812,0.17908486,0.00000000,1.76308824,3.54763021,0.06094742,4.08848580
-5.90395198,6.38570691,0.17224544,0.00000000,1.72761715,3.47715894,0.05903872,3.97455369
-5.89794897,6.21880521,0.16576859,0.00000000,1.69350312,3.40266675,0.05704301,3.85859315
-5.89194597,6.04932483,0.15974259,0.00000000,1.66082903,3.32358736,0.05497807,3.74054365
-5.88594297,5.87728570,0.15424395,0.00000000,1.62967349,3.23946345,0.05286196,3.62038716
-5.87993997,5.70280894,0.14933701,0.00000000,1.60012156,3.14999317,0.05071296,3.49819141
-5.87393697,5.52617106,0.14507378,0.00000000,1.57227292,3.05506809,0.04854950,3.37414673
-5.86793397,5.34784619,0.14149404,0.00000000,1.54624696,2.95480074,0.04639006,3.24859444
-5.86193097,5.16853385,0.13862551,0.00000000,1.52218441,2.84954048,0.04425302,3.12204527
-5.85592796,4.98917072,0.13648414,0.00000000,1.50024568,2.73987717,0.04215653,2.99518679
-5.84992496,4.81092628,0.13507444,0.00000000,1.48060605,2.62663258,0.04011830,2.86887993
-5.84392196,4.63518277,0.13438982,0.00000000,1.46344844,2.51084062,0.03815541,2.74414486
-5.83791896,4.46350130,0.13441294,0.00000000,1.44895433,2.39371744,0.03628404,2.62213743
-5.83191596,4.29757666,0.13511611,0.00000000,1.43729398,2.27662365,0.03451924,2.50411800
-5.82591296,4.13918381,0.13646160,0.00000000,1.42861673,2.16102056,0.03287468,2.39141439
-5.81990995,3.99011986,0.13840217,0.00000000,1.42304259,2.04842314,0.03136234,2.28538159
-5.81390695,3.85214500,0.14088156,0.00000000,1.42065581,1.94035214,0.02999234,2.18736052
-5.80790395,3.72692617,0.14383516,0.00000000,1.42150145,1.83828768,0.02877266,2.09863808
-5.80190095,3.61598672,0.14719087,0.00000000,1.42558522,1.74362671,0.02770903,2.02041091
-5.79589795,3.52066464,0.15087010,0.00000000,1.43287710,1.65764590,0.02680479,1.95375444
-5.78989495,3.44208168,0.15478902,0.00000000,1.44331854,1.58147169,0.02606085,1.89959875
-5.78389195,3.38112439,0.15885996,0.00000000,1.45683307,1.51605813,0.02547566,1.85871227
-5.77788894,3.33843766,0.16299307,0.00000000,1.47333959,1.46217319,0.02504536,1.83169340
-5.77188594,3.31443034,0.16709815,0.00000000,1.49276761,1.42039328,0.02476390,1.81897037
-5.76588294,3.30929181,0.17108652,0.00000000,1.51507341,1.39110560,0.02462327,1.82080828
-5.75987994,3.32301766,0.17487313,0.00000000,1.54025582,1.37451736,0.02461380,1.83732263
-5.75387694,3.35544224,0.17837850,0.00000000,1.56837066,1.37067057,0.02472455,1.86849774
-5.74787394,3.40627533,0.18153078,0.00000000,1.59954243,1.37946104,0.02494365,1.91420834
-5.74187094,3.47514003,0.18426759,0.00000000,1.63397225,1.40065994,0.02525878,1.97424268
-5.73586793,3.56160905,0.18653770,0.00000000,1.67194121,1.43393634,0.02565763,2.04832509
-5.72986493,3.66523663,0.18830244,0.00000000,1.71380822,1.47887902,0.02612835,2.13613623
-5.72386193,3.78558361,0.18953681,0.00000000,1.76000216,1.53501635,0.02666000,2.23732932
-5.71785893,3.92223372,0.19023019,0.00000000,1.81100808,1.60183289,0.02724302,2.35154104
-5.71185593,4.07479969,0.19038664,0.00000000,1.86734758,1.67878182,0.02786954,2.47839597
-5.70585293,4.24291837,0.19002474,0.00000000,1.92955411,1.76529264,0.02853379,2.61750404
-5.69984992,4.42623487,0.18917700,0.00000000,1.99814374,1.86077401,0.02923228,2.76845076
-5.69384692,4.62437636,0.18788877,0.00000000,2.07358272,1.96461166,0.02996405,2.93078083
-5.68784392,4.83691688,0.18621675,0.00000000,2.15625313,2.07616213,0.03073069,3.10397575
-5.68184092,5.06333525,0.18422704,0.00000000,2.24641809,2.19474294,0.03153639,3.28742698
-5.67583792,5.30296862,0.18199295,0.00000000,2.34418824,2.31962041,0.03238777,3.48040642
-5.66983492,5.55496466,0.17959239,0.00000000,2.44949121,2.44999639,0.03329376,3.68203626
-5.66383192,5.81823563,0.17710526,0.00000000,2.56204574,2.58499525,0.03426525,3.89126050
-5.65782891,6.09141771,0.17461056,0.00000000,2.68134197,2.72365260,0.03531473,4.10682059
-5.65182591,6.37283876,0.17218366,0.00000000,2.80662924,2.86490715,0.03645589,4.32723748
-5.64582291,6.66049746,0.16989363,0.00000000,2.93691256,3.00759675,0.03770306,4.55080207
-5.63981991,6.95205615,0.16780088,0.00000000,3.07095835,3.15045973,0.03907071,4.77557584
-5.63381691,7.24484914,0.16595497,0.00000000,3.20730981,3.29214208,0.04057281,4.99940282
-5.62781391,7.53590740,0.16439307,0.00000000,3.34431182,3.43121068,0.04222229,5.21993339
-5.62181091,7.82199959,0.16313868,0.00000000,3.48014477,3.56617255,0.04403043,5.43465987
-5.61580790,8.09968857,0.16220108,0.00000000,3.61286617,3.69549952,0.04600621,5.64096302
-5.60980490,8.36540156,0.16157517,0.00000000,3.74045884,3.81765748,0.04815584,5.83616796
-5.60380190,8.61551136,0.16124196,0.00000000,3.86088361,3.93113887,0.05048217,6.01760742
-5.59779890,8.84642527,0.16116957,0.00000000,3.97213469,4.03449718,0.05298428,6.18268955
-5.59179590,9.05467801,0.16131467,0.00000000,4.07229537,4.12638169,0.05565705,6.32896759
-5.58579290,9.23702465,0.16162429,0.00000000,4.15959180,4.20557098,0.05849085,6.45420797
-5.57978989,9.39052944,0.16203803,0.00000000,4.23244274,4.27100354,0.06147136,6.55645402
-5.57378689,9.51264678,0.16249038,0.00000000,4.28950319,4.32180426,0.06457945,6.63408219
-5.56778389,9.60129104,0.16291316,0.00000000,4.32970035,4.35730561,0.06779120,6.68584849
-5.56178089,9.65489254,0.16323799,0.00000000,4.35226055,4.37706276,0.07107805,6.71092305
-5.55577789,9.67243784,0.16339864,0.00000000,4.35672643,4.38086228,0.07440714,6.70891178
-5.54977489,9.65349334,0.16333324,0.00000000,4.34296409,4.36872437,0.07774171,6.67986444
-5.54377189,9.59821227,0.16298615,0.00000000,4.31116036,4.34089900,0.08104175,6.62426942
-5.53776888,9.50732579,0.16230970,0.00000000,4.26181107,4.29785670,0.08426477,6.54303617
-5.53176588,9.38211984,0.16126547,0.00000000,4.19570132,4.24027487,0.08736671,6.43746693
-5.52576288,9.22440010,0.15982529,0.00000000,4.11387927,4.16902080,0.09030299,6.30921963
-5.51975988,9.03644761,0.15797197,0.00000000,4.01762518,4.08513258,0.09302968,6.16026446
-5.51375688,8.82096792,0.15569965,0.00000000,3.90841744,3.98979916,0.09550479,5.99283669
-5.50775388,8.58103681,0.15301392,0.00000000,3.78789741,3.88434061,0.09768953,5.80938798
-5.50175088,8.32004499,0.14993165,0.00000000,3.65783469,3.77018941,0.09954966,5.61253877
-5.49574787,8.04164423,0.14648068,0.00000000,3.52009424,3.64887360,0.10105678,5.40503335
-5.48974487,7.74969655,0.14269925,0.00000000,3.37660636,3.52200196,0.10218949,5.18969932
