energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.62181091,1.56554106,0.29629158,1.15076447,0.00587322,0.05209399,0.20020000,0.00000000,0.31579378,0.02055776
-5.61580790,1.59550123,0.30548993,1.17291545,0.00622948,0.05210305,0.20463754,0.00000000,0.32563061,0.02094734
-5.60980490,1.63296749,0.31588595,1.20016402,0.00658513,0.05240787,0.21016741,0.00000000,0.33729697,0.02148160
-5.60380190,1.67690539,0.32719071,1.23180903,0.00693313,0.05298429,0.21661248,0.00000000,0.35048023,0.02213992
-5.59779890,1.72618614,0.33910076,1.26708649,0.00726643,0.05380563,0.22378098,0.00000000,0.36483917,0.02289963
-5.59179590,1.77961800,0.35130627,1.30519196,0.00757818,0.05484311,0.23147179,0.00000000,0.38001237,0.02373663
-5.58579290,1.83597779,0.36349941,1.34530264,0.00786191,0.05606630,0.23948008,0.00000000,0.39562694,0.02462597
-5.57978989,1.89404164,0.37538257,1.38659857,0.00811174,0.05744351,0.24760272,0.00000000,0.41130744,0.02554249
-5.57378689,1.95261423,0.38667616,1.42828246,0.00832254,0.05894221,0.25564369,0.00000000,0.42668480,0.02646142
-5.56778389,2.01055593,0.39712595,1.46959767,0.00849007,0.06052946,0.26341914,0.00000000,0.44140496,0.02735899
-5.56178089,2.06680707,0.40650946,1.50984381,0.00861113,0.06217239,0.27076191,0.00000000,0.45513705,0.02821297
-5.55577789,2.12040891,0.41464137,1.54838984,0.00868360,0.06383859,0.27752559,0.00000000,0.46758091,0.02900317
-5.54977489,2.17052079,0.42137768,1.58468436,0.00870651,0.06549665,0.28358766,0.00000000,0.47847359,0.02971188
-5.54377189,2.21643322,0.42661852,1.61826296,0.00868003,0.06711664,0.28885195,0.00000000,0.48759480,0.03032423
-5.53776888,2.25757661,0.43030946,1.64875271,0.00860547,0.06867056,0.29325006,0.00000000,0.49477104,0.03082842
-5.53176588,2.29352580,0.43244130,1.67587393,0.00848516,0.07013289,0.29674185,0.00000000,0.49987823,0.03121589
-5.52576288,2.32400032,0.43304845,1.69943926,0.00832239,0.07148096,0.29931503,0.00000000,0.50284304,0.03148136
-5.51975988,2.34886080,0.43220593,1.71935047,0.00812126,0.07269541,0.30098372,0.00000000,0.50364250,0.03162276
-5.51375688,2.36810183,0.43002514,1.73559331,0.00788656,0.07376050,0.30178635,0.00000000,0.50230241,0.03164108
-5.50775388,2.38184189,0.42664871,1.74823069,0.00762358,0.07466442,0.30178277,0.00000000,0.49889432,0.03154011
-5.50175088,2.39031085,0.42224460,1.75739468,0.00733797,0.07539946,0.30105091,0.00000000,0.49353139,0.03132609
-5.49574787,2.39383575,0.41699987,1.76327764,0.00703556,0.07596208,0.29968307,0.00000000,0.48636346,0.03100736
-5.48974487,2.39282563,0.41111426,1.76612297,0.00672222,0.07635297,0.29778219,0.00000000,0.47757134,0.03059392
-5.48374187,2.38775591,0.40479405,1.76621577,0.00640369,0.07657687,0.29545818,0.00000000,0.46736089,0.03009699
-5.47773887,2.37915309,0.39824638,1.76387371,0.00608549,0.07664244,0.29282445,0.00000000,0.45595691,0.02952857
-5.47173587,2.36758045,0.39167434,1.75943851,0.00577279,0.07656193,0.28999506,0.00000000,0.44359728,0.02890108
-5.46573287,2.35362495,0.38527295,1.75326809,0.00547036,0.07635083,0.28708234,0.00000000,0.43052750,0.02822697
-5.45972986,2.33788604,0.37922620,1.74572980,0.00518248,0.07602748,0.28419521,0.00000000,0.41699583,0.02751841
-5.45372686,2.32096642,0.37370521,1.73719456,0.00491296,0.07561259,0.28143826,0.00000000,0.40324926,0.02678710
-5.44772386,2.30346496,0.36886747,1.72803227,0.00466507,0.07512880,0.27891146,0.00000000,0.38953024,0.02604412
-5.44172086,2.28597175,0.36485704,1.71860819,0.00444165,0.07460016,0.27671055,0.00000000,0.37607431,0.02529980
-5.43571786,2.26906503,0.36180565,1.70928054,0.00424505,0.07405175,0.27492788,0.00000000,0.36310855,0.02456374
-5.42971486,2.25330982,0.35983429,1.70039880,0.00407723,0.07350922,0.27365370,0.00000000,0.35085071,0.02384485
-5.42371186,2.23925770,0.35905531,1.69230288,0.00393981,0.07299841,0.27297749,0.00000000,0.33950895,0.02315142
-5.41770885,2.22744716,0.35957445,1.68532262,0.00383414,0.07254503,0.27298937,0.00000000,0.32928195,0.02249124
-5.41170585,2.21840413,0.36149272,1.67977745,0.00376133,0.07217439,0.27378113,0.00000000,0.32035911,0.02187173
-5.40570285,2.21264164,0.36490773,1.67597578,0.00372235,0.07191106,0.27544690,0.00000000,0.31292076,0.02130005
-5.39969985,2.21065833,0.36991426,1.67421386,0.00371805,0.07177870,0.27808314,0.00000000,0.30713803,0.02078317
-5.39369685,2.21293490,0.37660386,1.67477359,0.00374918,0.07179973,0.28178780,0.00000000,0.30317220,0.02032796
-5.38769385,2.21992813,0.38506333,1.67791915,0.00381644,0.07199506,0.28665869,0.00000000,0.30117343,0.01994120
-5.38169085,2.23206210,0.39537196,1.68389202,0.00392047,0.07238377,0.29279079,0.00000000,0.30127865,0.01962949
-5.37568784,2.24971626,0.40759768,1.69290443,0.00406178,0.07298266,0.30027278,0.00000000,0.30360859,0.01939919
-5.36968484,2.27321067,0.42179210,1.70513109,0.00424077,0.07380577,0.30918268,0.00000000,0.30826405,0.01925624
-5.36368184,2.30278851,0.43798461,1.72069936,0.00445761,0.07486385,0.31958277,0.00000000,0.31532128,0.01920593
-5.35767884,2.33859651,0.45617605,1.73967826,0.00471219,0.07616365,0.33151416,0.00000000,0.32482687,0.01925267
-5.35167584,2.38066423,0.47633198,1.76206670,0.00500398,0.07770730,0.34499110,0.00000000,0.33679223,0.01939969
-5.34567284,2.42888325,0.49837621,1.78778158,0.00533197,0.07949155,0.35999535,0.00000000,0.35118796,0.01964874
-5.33966983,2.48298751,0.52218492,1.81664660,0.00569454,0.08150706,0.37647110,0.00000000,0.36793849,0.01999978
-5.33366683,2.54253634,0.54758186,1.84838259,0.00608937,0.08373785,0.39432059,0.00000000,0.38691747,0.02045072
-5.32766383,2.60690163,0.57433505,1.88260021,0.00651333,0.08616070,0.41340089,0.00000000,0.40794399,0.02099718
-5.32166083,2.67526060,0.60215541,1.91879616,0.00696244,0.08874493,0.43352209,0.00000000,0.43078042,0.02163232
-5.31565783,2.74659544,0.63069762,1.95635337,0.00743184,0.09145224,0.45444723,0.00000000,0.45513186,0.02234674
-5.30965483,2.81970095,0.65956348,1.99454618,0.00791576,0.09423699,0.47589403,0.00000000,0.48064768,0.02312849
-5.30365183,2.89320089,0.68830784,2.03255081,0.00840763,0.09704669,0.49753873,0.00000000,0.50692532,0.02396313
-5.29764882,2.96557330,0.71644717,2.06946132,0.00890010,0.09982287,0.51902187,0.00000000,0.53351642,0.02483394
-5.29164582,3.03518475,0.74347054,2.10431112,0.00938525,0.10250230,0.53995607,0.00000000,0.55993523,0.02572227
-5.28564282,3.10033278,0.76885274,2.13609949,0.00985470,0.10501851,0.55993552,0.00000000,0.58566927,0.02660785
-5.27963982,3.15929537,0.79206921,2.16382251,0.01029990,0.10730360,0.57854702,0.00000000,0.61019182,0.02746938
-5.27363682,3.21038589,0.81261210,2.18650728,0.01071235,0.10929027,0.59538205,0.00000000,0.63297599,0.02828505
-5.26763382,3.25201142,0.83000694,2.20324823,0.01108391,0.11091397,0.61004953,0.00000000,0.65350975,0.02903316
-5.26163082,3.28273212,0.84382921,2.21324410,0.01140706,0.11211509,0.62218873,0.00000000,0.67131140,0.02969279
-5.25562781,3.30131913,0.85372005,2.21583382,0.01167520,0.11284117,0.63148176,0.00000000,0.68594486,0.03024446
-5.24962481,3.30680848,0.85940050,2.21052982,0.01188294,0.11304883,0.63766518,0.00000000,0.69703407,0.03067080
-5.24362181,3.29854824,0.86068346,2.19704712,0.01202638,0.11270556,0.64054008,0.00000000,0.70427586,0.03095707
-5.23761881,3.27623699,0.85748301,2.17532674,0.01210325,0.11179110,0.63998034,0.00000000,0.70745078,0.03109175
-5.23161581,3.23995131,0.84982042,2.14555217,0.01211313,0.11029843,0.63593858,0.00000000,0.70643124,0.03106691
-5.22561281,3.19016105,0.83782671,2.10815798,0.01205753,0.10823430,0.62844946,0.00000000,0.70118675,0.03087855
-5.21960980,3.12773134,0.82174153,2.06383000,0.01193993,0.10561926,0.61763042,0.00000000,0.69178584,0.03052673
-5.21360680,3.05391091,0.80190833,2.01349665,0.01176577,0.10248716,0.60367944,0.00000000,0.67839468,0.03001563
-5.20760380,2.97030714,0.77876615,1.95831175,0.01154233,0.09888428,0.58687034,0.00000000,0.66127241,0.02935344
-5.20160080,2.87884851,0.75283817,1.89962916,0.01127855,0.09486789,0.56754543,0.00000000,0.64076343,0.02855211
-5.19559780,2.78173592,0.72471761,1.83897020,0.01098489,0.09050456,0.54610610,0.00000000,0.61728699,0.02762697
-5.18959480,2.68138459,0.69505154,1.77798475,0.01067297,0.08586812,0.52300168,0.00000000,0.59132454,0.02659627
-5.18359180,2.58035885,0.66452317,1.71840771,0.01035532,0.08103751,0.49871700,0.00000000,0.56340543,0.02548061
-5.17758879,2.48130208,0.63383332,1.66201198,0.01004506,0.07609441,0.47375916,0.00000000,0.53409161,0.02430232
-5.17158579,2.38686440,0.60368181,1.61055978,0.00975549,0.07112100,0.44864415,0.00000000,0.50396189,0.02308476
-5.16558279,2.29963059,0.57474936,1.56575390,0.00949980,0.06619776,0.42388363,0.00000000,0.47359648,0.02185169
-5.15957979,2.22205059,0.54768056,1.52919026,0.00929068,0.06140144,0.39997252,0.00000000,0.44356228,0.02062659
-5.15357679,2.15637486,0.52306851,1.50231360,0.00914003,0.05680327,0.37737767,0.00000000,0.41439958,0.01943201
-5.14757379,2.10459643,0.50144148,1.48637716,0.00905865,0.05246745,0.35652794,0.00000000,0.38661037,0.01828908
-5.14157079,2.06840118,0.48325182,1.48240797,0.00905593,0.04845002,0.33780607,0.00000000,0.36064879,0.01721695
-5.13556778,2.04912764,0.46886750,1.49117820,0.00913968,0.04479793,0.32154219,0.00000000,0.33691371,0.01623243
-5.12956478,2.04773700,0.45856618,1.51318367,0.00931594,0.04154858,0.30800935,0.00000000,0.31574362,0.01534970
-5.12356178,2.06479395,0.45253181,1.54862971,0.00958880,0.03872957,0.29742080,0.00000000,0.29741370,0.01458007
-5.11755878,2.10045828,0.45085381,1.59742484,0.00996033,0.03635876,0.28992902,0.00000000,0.28213504,0.01393192
-5.11155578,2.15448706,0.45352848,1.65918213,0.01043055,0.03444462,0.28562627,0.00000000,0.27005568,0.01341067
-5.10555278,2.22624704,0.46046247,1.73322819,0.01099742,0.03298669,0.28454658,0.00000000,0.26126330,0.01301885
-5.09954977,2.31473631,0.47147818,1.81861941,0.01165688,0.03197625,0.28666875,0.00000000,0.25578914,0.01275621
-5.09354677,2.41861449,0.48632056,1.91416494,0.01240296,0.03139716,0.29192039,0.00000000,0.25361290,0.01261999
-5.08754377,2.53624019,0.50466533,2.01845567,0.01322792,0.03122665,0.30018241,0.00000000,0.25466827,0.01260511
-5.08154077,2.66571460,0.52612809,2.12989841,0.01412239,0.03143631,0.31129414,0.00000000,0.25884874,0.01270446
-5.07553777,2.80492991,0.55027415,2.24675434,0.01507562,0.03199293,0.32505848,0.00000000,0.26601348,0.01290921
-5.06953477,2.95162113,0.57662895,2.36718060,0.01607568,0.03285950,0.34124726,0.00000000,0.27599294,0.01320909
-5.06353177,3.10341985,0.60468862,2.48927385,0.01710977,0.03399607,0.35960645,0.00000000,0.28859417,0.01359273
-5.05752876,3.25790858,0.63393065,2.61111468,0.01816446,0.03536063,0.37986116,0.00000000,0.30360544,0.01404790
-5.05152576,3.41267428,0.66382440,2.73081148,0.01922601,0.03690995,0.40172046,0.00000000,0.32080034,0.01456183
-5.04552276,3.56535957,0.69384132,2.84654263,0.02028066,0.03860040,0.42488187,0.00000000,0.33994118,0.01512146
-5.03951976,3.71371050,0.72346471,2.95659569,0.02131494,0.04038866,0.44903556,0.00000000,0.36078174,0.01571366
-5.03351676,3.85561958,0.75219885,3.05940267,0.02231592,0.04223248,0.47386824,0.00000000,0.38306938,0.01632543
-5.02751376,3.98916316,0.77957742,3.15357010,0.02327147,0.04409132,0.49906681,0.00000000,0.40654669,0.01694412
-5.02151076,4.11263228,0.80517110,3.23790333,0.02417050,0.04592702,0.52432171,0.00000000,0.43095272,0.01755760
-5.01550775,4.22455640,0.82859420,3.31142433,0.02500313,0.04770433,0.54933016,0.00000000,0.45602397,0.01815438
-5.00950475,4.32371972,0.84951034,3.37338262,0.02576082,0.04939148,0.57379915,0.00000000,0.48149529,0.01872375
-5.00350175,4.40916990,0.86763700,3.42325926,0.02643644,0.05096065,0.59744833,0.00000000,0.50710087,0.01925593
-4.99749875,4.48021957,0.88274906,3.46076404,0.02702437,0.05238839,0.62001285,0.00000000,0.53257538,0.01974215
-4.99149575,4.53644091,0.89468116,3.48582628,0.02752040,0.05365599,0.64124613,0.00000000,0.55765563,0.02017472
-4.98549275,4.57765422,0.90332910,3.49858000,0.02792174,0.05474975,0.66092250,0.00000000,0.58208260,0.02054717
-4.97948974,4.60391136,0.90865008,3.49934435,0.02822687,0.05566121,0.67883994,0.00000000,0.60560409,0.02085424
-4.97348674,4.61547521,0.91066208,3.48860041,0.02843546,0.05638730,0.69482269,0.00000000,0.62797806,0.02109200
-4.96748374,4.61279634,0.90944231,3.46696550,0.02854821,0.05693038,0.70872381,0.00000000,0.64897654,0.02125786
-4.96148074,4.59648835,0.90512486,3.43516643,0.02856668,0.05729829,0.72042763,0.00000000,0.66839013,0.02135059
-4.95547774,4.56730289,0.89789764,3.39401284,0.02849319,0.05750418,0.72985209,0.00000000,0.68603303,0.02137033
-4.94947474,4.52610572,0.88799872,3.34437185,0.02833063,0.05756641,0.73695073,0.00000000,0.70174828,0.02131857
-4.94347174,4.47385456,0.87571204,3.28714506,0.02808243,0.05750823,0.74171450,0.00000000,0.71541318,0.02119811
-4.93746873,4.41157963,0.86136268,3.22324868,0.02775243,0.05735746,0.74417294,0.00000000,0.72694443,0.02101301
-4.93146573,4.34036713,0.84531157,3.15359738,0.02734490,0.05714605,0.74439497,0.00000000,0.73630285,0.02076850
-4.92546273,4.26134588,0.82794979,3.07909214,0.02686451,0.05690955,0.74248883,0.00000000,0.74349723,0.02047087
-4.91945973,4.17567686,0.80969229,3.00061205,0.02631638,0.05668643,0.73860130,0.00000000,0.74858710,0.02012736
-4.91345673,4.08454521,0.79097111,2.91900975,0.02570618,0.05651735,0.73291584,0.00000000,0.75168396,0.01974596
-4.90745373,3.98915393,0.77222807,2.83511006,0.02504022,0.05644429,0.72564980,0.00000000,0.75295090,0.01933529
-4.90145073,3.89071842,0.75390684,2.74971087,0.02432553,0.05650957,0.71705043,0.00000000,0.75260023,0.01890438
-4.89544772,3.79046087,0.73644443,2.66358556,0.02357003,0.05675477,0.70738973,0.00000000,0.75088906,0.01846247
-4.88944472,3.68960356,0.72026223,2.57748591,0.02278258,0.05721955,0.69695822,0.00000000,0.74811284,0.01801878
-4.88344172,3.58936019,0.70575649,2.49214453,0.02197306,0.05794040,0.68605764,0.00000000,0.74459693,0.01758231
-4.87743872,3.49092458,0.69328868,2.40827606,0.02115243,0.05894932,0.67499275,0.00000000,0.74068635,0.01716158
-4.87143572,3.39545632,0.68317565,2.32657631,0.02033272,0.06027253,0.66406252,0.00000000,0.73673410,0.01676446
-4.86543272,3.30406331,0.67568013,2.24771896,0.01952694,0.06192918,0.65355086,0.00000000,0.73308841,0.01639787
-4.85942971,3.21778145,0.67100179,2.17234949,0.01874895,0.06393015,0.64371743,0.00000000,0.73007948,0.01606770
-4.85342671,3.13755204,0.66926918,2.10107648,0.01801332,0.06627702,0.63478864,0.00000000,0.72800629,0.01577852
-4.84742371,3.06419783,0.67053318,2.03446049,0.01733504,0.06896119,0.62694951,0.00000000,0.72712399,0.01553353
-4.84142071,2.99839906,0.67476212,1.97300106,0.01672923,0.07196333,0.62033660,0.00000000,0.72763264,0.01533442
-4.83541771,2.94067049,0.68183919,1.91712270,0.01621080,0.07525310,0.61503253,0.00000000,0.72966774,0.01518130
-4.82941471,2.89134134,0.69156221,1.86716060,0.01579405,0.07878923,0.61106222,0.00000000,0.73329316,0.01507271
-4.82341171,2.85053919,0.70364628,1.82334714,0.01549225,0.08252003,0.60839141,0.00000000,0.73849683,0.01500565
-4.81740870,2.81817936,0.71772927,1.78580025,0.01531720,0.08638426,0.60692733,0.00000000,0.74518945,0.01497567
-4.81140570,2.79396081,0.73338012,1.75451430,0.01527887,0.09031248,0.60652176,0.00000000,0.75320649,0.01497700
-4.80540270,2.77736927,0.75011001,1.72935471,0.01538493,0.09422868,0.60697641,0.00000000,0.76231323,0.01500277
-4.79939970,2.76768820,0.76738597,1.71005647,0.01564043,0.09805239,0.60805037,0.00000000,0.77221294,0.01504523
-4.79339670,2.76401729,0.78464645,1.69622744,0.01604749,0.10170094,0.60946946,0.00000000,0.78255764,0.01509602
-4.78739370,2.76529842,0.80131859,1.68735614,0.01660509,0.10509199,0.61093702,0.00000000,0.79296111,0.01514645
-4.78139070,2.77034801,0.81683618,1.68282432,0.01730893,0.10814614,0.61214574,0.00000000,0.80301351,0.01518786
-4.77538769,2.77789478,0.83065799,1.68192376,0.01815138,0.11078956,0.61278995,0.00000000,0.81229708,0.01521189
-4.76938469,2.78662133,0.84228535,1.68387677,0.01912165,0.11295644,0.61257791,0.00000000,0.82040202,0.01521080
-4.76338169,2.79520802,0.85127861,1.68785975,0.02020590,0.11459133,0.61124349,0.00000000,0.82694208,0.01517777
-4.75737869,2.80237726,0.85727154,1.69302870,0.02138769,0.11565099,0.60855681,0.00000000,0.83156912,0.01510713
-4.75137569,2.80693654,0.85998319,1.69854595,0.02264837,0.11610602,0.60433324,0.00000000,0.83398592,0.01499458
-4.74537269,2.80781830,0.85922673,1.70360674,0.02396770,0.11594186,0.59844065,0.00000000,0.83395697,0.01483732
-4.73936968,2.80411520,0.85491485,1.70746484,0.02532455,0.11515929,0.59080433,0.00000000,0.83131663,0.01463418
-4.73336668,2.79510935,0.84706159,1.70945610,0.02669761,0.11377445,0.58140966,0.00000000,0.82597451,0.01438558
-4.72736368,2.78029443,0.83578059,1.70901892,0.02806629,0.11181819,0.57030237,0.00000000,0.81791789,0.01409361
-4.72136068,2.75938979,0.82127978,1.70571096,0.02941147,0.10933498,0.55758644,0.00000000,0.80721121,0.01376181
-4.71535768,2.73234625,0.80385291,1.69922136,0.03071639,0.10638132,0.54341984,0.00000000,0.79399266,0.01339510
-4.70935468,2.69934328,0.78386819,1.68937802,0.03196738,0.10302368,0.52800830,0.00000000,0.77846828,0.01299956
-4.70335168,2.66077788,0.76175470,1.67614959,0.03315457,0.09933624,0.51159756,0.00000000,0.76090362,0.01258218
-4.69734867,2.61724559,0.73798700,1.65964224,0.03427235,0.09539830,0.49446424,0.00000000,0.74161364,0.01215060
-4.69134567,2.56951449,0.71306862,1.64009115,0.03531984,0.09129164,0.47690593,0.00000000,0.72095108,0.01171281
-4.68534267,2.51849319,0.68751520,1.61784729,0.03630098,0.08709783,0.45923081,0.00000000,0.69929394,0.01127689
-4.67933967,2.46519409,0.66183768,1.59335974,0.03722454,0.08289569,0.44174726,0.00000000,0.67703248,0.01085066
-4.67333667,2.41069334,0.63652637,1.56715458,0.03810379,0.07875888,0.42475380,0.00000000,0.65455619,0.01044146
-4.66733367,2.35608908,0.61203629,1.53981098,0.03895605,0.07475385,0.40852964,0.00000000,0.63224143,0.01005590
-4.66133067,2.30245944,0.58877437,1.51193558,0.03980195,0.07093801,0.39332641,0.00000000,0.61043983,0.00969963
-4.65532766,2.25082209,0.56708872,1.48413620,0.04066450,0.06735849,0.37936094,0.00000000,0.58946816,0.00937716
-4.64932466,2.20209682,0.54726054,1.45699601,0.04156804,0.06405109,0.36680964,0.00000000,0.56959984,0.00909178
-4.64332166,2.15707245,0.52949845,1.43104925,0.04253705,0.06103991,0.35580439,0.00000000,0.55105833,0.00884546
