energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.87993997,4.59577163,0.05954056,0.52794871,1.37251804,0.68586684,0.09143662,2.21151029,2.13607485,0.95559636
-5.87393697,4.83485247,0.06241807,0.54427706,1.43076058,0.72847249,0.09868870,2.33783296,2.19136244,0.99267936
-5.86793397,5.08472222,0.06512363,0.56116636,1.50077443,0.77301081,0.10641357,2.47092864,2.24622536,1.02982376
-5.86193097,5.34138922,0.06761971,0.57831100,1.58100009,0.81886340,0.11452644,2.60870700,2.29960098,1.06627266
-5.85592796,5.60075294,0.06987256,0.59541397,1.66973691,0.86537896,0.12293165,2.74898865,2.35053577,1.10129675
-5.84992496,5.85868368,0.07185298,0.61219578,1.76516167,0.91188266,0.13152412,2.88954348,2.39821776,1.13421406
-5.84392196,6.11110466,0.07353706,0.62840307,1.86535096,0.95768620,0.14019113,3.02813112,2.44200472,1.16440864
-5.83791896,6.35407465,0.07490670,0.64381668,1.96830751,1.00209844,0.14881434,3.16254237,2.48144735,1.19134767
-5.83191596,6.58386901,0.07595003,0.65825880,2.07199026,1.04443652,0.15727217,3.29064098,2.51630631,1.21459623
-5.82591296,6.79705705,0.07666157,0.67159898,2.17434796,1.08403731,0.16544221,3.41040452,2.54656275,1.23382931
-5.81990995,6.99057316,0.07704227,0.68375871,2.27335558,1.12026905,0.17320388,3.51996342,2.57242139,1.24884060
-5.81390695,7.16177965,0.07709935,0.69471425,2.36705268,1.15254296,0.18044098,3.61763708,2.59430604,1.25954757
-5.80790395,7.30851904,0.07684593,0.70449767,2.45358269,1.18032453,0.18704429,3.70196587,2.61284731,1.26599253
-5.80190095,7.42915371,0.07630047,0.71319570,2.53123182,1.20314437,0.19291392,3.77173814,2.62886236,1.26833973
-5.79589795,7.52259142,0.07548613,0.72094650,2.59846613,1.22060804,0.19796149,3.82601129,2.64332713,1.26686807
-5.78989495,7.58829538,0.07442990,0.72793422,2.65396551,1.23240474,0.20211200,3.86412623,2.65734146,1.26196001
-5.78389195,7.62627814,0.07316176,0.73438139,2.69665296,1.23831452,0.20530533,3.88571458,2.67208771,1.25408656
-5.77788894,7.63707919,0.07171367,0.74053933,2.72571806,1.23821355,0.20749736,3.89069855,2.68878413,1.24378902
-5.77188594,7.62172681,0.07011856,0.74667683,2.74063349,1.23207730,0.20866060,3.87928319,2.70863405,1.23165802
-5.76588294,7.58168526,0.06840942,0.75306746,2.74116373,1.21998139,0.20878451,3.85194145,2.73277250,1.21831047
-5.75987994,7.51878921,0.06661830,0.75997589,2.72736545,1.20209990,0.20787522,3.80939248,2.76221212,1.20436543
-5.75387694,7.43516781,0.06477553,0.76764382,2.69957959,1.17870117,0.20595499,3.75257399,2.79779020,1.19041967
-5.74787394,7.33316138,0.06290894,0.77627621,2.65841511,1.15014110,0.20306118,3.68260955,2.84011919,1.17702401
-5.74187094,7.21523401,0.06104328,0.78602817,2.60472529,1.11685409,0.19924499,3.60077220,2.88954271,1.16466134
-5.73586793,7.08388582,0.05919979,0.79699355,2.53957728,1.07934190,0.19456984,3.50844564,2.94609935,1.15372733
-5.72986493,6.94156850,0.05739588,0.80919558,2.46421645,1.03816084,0.18910960,3.40708440,3.00949636,1.14451472
-5.72386193,6.79060770,0.05564510,0.82258035,2.38002673,0.99390767,0.18294666,3.29817447,3.07909494,1.13720184
-5.71785893,6.63313578,0.05395709,0.83701342,2.28848880,0.94720477,0.17616991,3.18319593,3.15390882,1.13184617
-5.71185593,6.47103754,0.05233789,0.85228017,2.19113776,0.89868507,0.16887269,3.06358867,3.23261678,1.12838303
-5.70585293,6.30591137,0.05079021,0.86808994,2.08952188,0.84897739,0.16115084,2.94072251,3.31358989,1.12662984
-5.69984992,6.13904709,0.04931395,0.88408396,1.98516405,0.79869258,0.15310075,2.81587253,3.39493295,1.12629572
-5.69384692,5.97142116,0.04790676,0.89984700,1.87952725,0.74841111,0.14481758,2.69020027,3.47453933,1.12699610
-5.68784392,5.80370888,0.04656461,0.91492231,1.77398504,0.69867236,0.13639371,2.56474110,3.55015747,1.12827172
-5.68184092,5.63631243,0.04528254,0.92882925,1.66979788,0.64996597,0.12791727,2.44039784,3.61946684,1.12961136
-5.67583792,5.46940256,0.04405526,0.94108288,1.56809559,0.60272547,0.11947100,2.31794029,3.68016025,1.13047703
-5.66983492,5.30297128,0.04287780,0.95121464,1.46986613,0.55732423,0.11113124,2.19801010,3.73002938,1.13033077
-5.66383192,5.13689205,0.04174614,0.95879320,1.37595027,0.51407372,0.10296719,2.08113026,3.76704960,1.12866152
-5.65782891,4.97098387,0.04065764,0.96344437,1.28704168,0.47322383,0.09504040,1.96771807,3.78946050,1.12501104
-5.65182591,4.80507540,0.03961151,0.96486911,1.20369171,0.43496514,0.08740448,1.85810068,3.79583823,1.11899754
-5.64582291,4.63906519,0.03860905,0.96285885,1.12631770,0.39943280,0.08010495,1.75253185,3.78515635,1.11033593
-5.63981991,4.47297482,0.03765385,0.95730714,1.05521411,0.36671151,0.07317936,1.65120885,3.75683226,1.09885376
-5.63381691,4.30699165,0.03675177,0.94821715,0.99056513,0.33684138,0.06665747,1.55428854,3.71075688,1.08450211
-5.62781391,4.14149923,0.03591083,0.93570465,0.93245795,0.30982426,0.06056162,1.46190152,3.64730625,1.06736094
-5.62181091,3.97709364,0.03514101,0.91999620,0.88089581,0.28563001,0.05490719,1.37416373,3.56733429,1.04763882
-5.61580790,3.81458518,0.03445384,0.90142273,0.83581011,0.26420260,0.04970316,1.29118505,3.47214730,1.02566697
-5.60980490,3.65498568,0.03386198,0.88040873,0.79707102,0.24546563,0.04495268,1.21307451,3.36346123,1.00188813
-5.60380190,3.49948249,0.03337870,0.85745777,0.76449642,0.22932714,0.04065368,1.13994212,3.24334386,0.97684076
-5.59779890,3.34940085,0.03301725,0.83313482,0.73785889,0.21568347,0.03679953,1.07189763,3.11414471,0.95113948
-5.59179590,3.20615707,0.03279028,0.80804637,0.71689098,0.20442236,0.03337964,1.00904645,2.97841576,0.92545271
-5.58579290,3.07120538,0.03270922,0.78281929,0.70128893,0.19542494,0.03038009,0.95148344,2.83882680,0.90047854
-5.57978989,2.94598133,0.03278373,0.75807930,0.69071521,0.18856706,0.02778411,0.89928515,2.69807897,0.87692005
-5.57378689,2.83184503,0.03302110,0.73443014,0.68480024,0.18371980,0.02557269,0.85250129,2.55882034,0.85546110
-5.56778389,2.73002711,0.03342587,0.71243411,0.68314380,0.18074947,0.02372496,0.81114613,2.42356676,0.83674362
-5.56178089,2.64158014,0.03399941,0.69259497,0.68531664,0.17951715,0.02221865,0.77519065,2.29463119,0.82134740
-5.55577789,2.56733784,0.03473970,0.67534374,0.69086246,0.17987820,0.02103043,0.74455594,2.17406385,0.80977304
-5.54977489,2.50788383,0.03564123,0.66102777,0.69930084,0.18168158,0.02013624,0.71910844,2.06360514,0.80242865
-5.54377189,2.46353121,0.03669496,0.64990362,0.71013112,0.18476947,0.01951156,0.69865743,1.96465239,0.79962070
-5.53776888,2.43431374,0.03788845,0.64213358,0.72283749,0.18897716,0.01913164,0.68295499,1.87824116,0.80154922
-5.53176588,2.41998844,0.03920619,0.63778608,0.73689529,0.19413340,0.01897174,0.67169851,1.80504061,0.80830715
-5.52576288,2.42004939,0.04062990,0.63683952,0.75177831,0.20006126,0.01900733,0.66453571,1.74536262,0.81988393
-5.51975988,2.43375173,0.04213907,0.63918947,0.76696705,0.20657957,0.01921427,0.66107198,1.69918297,0.83617263
-5.51375688,2.46014435,0.04371155,0.64465856,0.78195772,0.21350497,0.01956896,0.66087971,1.66617321,0.85698037
-5.50775388,2.49810978,0.04532417,0.65300870,0.79627152,0.22065448,0.02004858,0.66350921,1.64574112,0.88204125
-5.50175088,2.54640913,0.04695346,0.66395497,0.80946401,0.22784860,0.02063122,0.66850069,1.63707750,0.91103110
-5.49574787,2.60373004,0.04857641,0.67718064,0.82113426,0.23491471,0.02129603,0.67539687,1.63920698,0.94358339
-5.48974487,2.66873553,0.05017115,0.69235250,0.83093330,0.24169085,0.02202343,0.68375551,1.65104067,0.97930539
-5.48374187,2.74011139,0.05171766,0.70913612,0.83857165,0.24802946,0.02279525,0.69316145,1.67142811,1.01779386
-5.47773887,2.81661021,0.05319842,0.72721016,0.84382568,0.25380121,0.02359481,0.70323756,1.69920665,1.05864959
-5.47173587,2.89709006,0.05459894,0.74627936,0.84654244,0.25889841,0.02440710,0.71365410,1.73324629,1.10149002
-5.46573287,2.98054626,0.05590819,0.76608560,0.84664285,0.26323819,0.02521882,0.72413621,1.77248839,1.14595952
-5.45972986,3.06613482,0.05711889,0.78641665,0.84412303,0.26676498,0.02601843,0.73446905,1.81597695,1.19173676
-5.45372686,3.15318678,0.05822767,0.80711216,0.83905380,0.26945227,0.02679617,0.74450054,1.86288171,1.23853907
-5.44772386,3.24121292,0.05923508,0.82806684,0.83157814,0.27130366,0.02754397,0.75414159,1.91251247,1.28612353
-5.44172086,3.32989877,0.06014535,0.84923061,0.82190686,0.27235281,0.02825542,0.76336372,1.96432461,1.33428491
-5.43571786,3.41909053,0.06096612,0.87060581,0.81031242,0.27266262,0.02892564,0.77219446,2.01791615,1.38285089
-5.42971486,3.50877281,0.06170788,0.89224156,0.79712112,0.27232332,0.02955106,0.78071060,2.07301715,1.43167466
-5.42371186,3.59903957,0.06238342,0.91422575,0.78270398,0.27144973,0.03012932,0.78902973,2.12947245,1.48062592
-5.41770885,3.69006006,0.06300711,0.93667486,0.76746646,0.27017770,0.03065899,0.79730069,2.18721912,1.52958060
-5.41170585,3.78204180,0.06359409,0.95972236,0.75183743,0.26865988,0.03113938,0.80569313,2.24626037,1.57841031
-5.40570285,3.87519287,0.06415948,0.98350614,0.73625776,0.26706092,0.03157033,0.81438709,2.30663745,1.62697237
-5.39969985,3.96968576,0.06471758,1.00815573,0.72116897,0.26555247,0.03195206,0.82356291,2.36840142,1.67510105
-5.39369685,4.06562487,0.06528113,1.03377995,0.70700222,0.26430790,0.03228496,0.83339215,2.43158639,1.72260089
-5.38769385,4.16301974,0.06586066,1.06045560,0.69416815,0.26349730,0.03256950,0.84402991,2.49618587,1.76924257
-5.38169085,4.26176558,0.06646393,1.08821785,0.68304784,0.26328261,0.03280616,0.85560901,2.56213339,1.81476186
-5.37568784,4.36163216,0.06709552,1.11705276,0.67398529,0.26381337,0.03299546,0.86823628,2.62928833,1.85886175
-5.36968484,4.46226178,0.06775665,1.14689223,0.66728155,0.26522307,0.03313794,0.88199109,2.69742768,1.90121770
-5.36368184,4.56317636,0.06844502,1.17761175,0.66319078,0.26762629,0.03323429,0.89692631,2.76624376,1.94148589
-5.35767884,4.66379321,0.06915502,1.20903085,0.66191824,0.27111675,0.03328550,0.91307133,2.83534781,1.97931386
-5.35167584,4.76344843,0.06987790,1.24091625,0.66362026,0.27576633,0.03329302,0.93043731,2.90427894,2.01435298
-5.34567284,4.86142662,0.07060218,1.27298754,0.66840612,0.28162498,0.03325896,0.94902393,2.97251762,2.04627195
-5.33966983,4.95699514,0.07131421,1.30492479,0.67634159,0.28872162,0.03318628,0.96882764,3.03950264,2.07477053
-5.33366683,5.04944095,0.07199869,1.33637809,0.68745402,0.29706592,0.03307905,0.98985061,3.10465057,2.09959261
-5.32766383,5.13810818,0.07263939,1.36697811,0.70173863,0.30665080,0.03294255,1.01211015,3.16737640,2.12053782
-5.32166083,5.22243431,0.07321979,1.39634747,0.71916563,0.31745556,0.03278346,1.03564790,3.22711442,2.13747116
-5.31565783,5.30198332,0.07372374,1.42411237,0.73968793,0.32944956,0.03260995,1.06053842,3.28333828,2.15032996
-5.30965483,5.37647428,0.07413611,1.44991389,0.76324900,0.34259607,0.03243172,1.08689663,3.33557943,2.15912790
-5.30365183,5.44580409,0.07444340,1.47341886,0.78979043,0.35685632,0.03225999,1.11488369,3.38344344,2.16395608
-5.29764882,5.51006358,0.07463417,1.49432968,0.81925907,0.37219338,0.03210739,1.14471092,3.42662366,2.16498108
-5.29164582,5.56954634,0.07469954,1.51239311,0.85161313,0.38857573,0.03198782,1.17664142,3.46491215,2.16244028
-5.28564282,5.62475005,0.07463347,1.52740763,0.88682710,0.40598041,0.03191623,1.21098918,3.49820768,2.15663492
-5.27963982,5.67637026,0.07443301,1.53922945,0.92489511,0.42439534,0.03190835,1.24811535,3.52652089,2.14792129
-5.27363682,5.72528684,0.07409840,1.54777696,0.96583256,0.44382087,0.03198034,1.28842161,3.54997654,2.13670057
-5.26763382,5.77254335,0.07363313,1.55303362,1.00967572,0.46427036,0.03214843,1.33234057,3.56881301,2.12340793
-5.26163082,5.81931976,0.07304385,1.55504921,1.05647918,0.48576957,0.03242849,1.38032311,3.58337897,2.10850120
-5.25562781,5.86689903,0.07234019,1.55393943,1.10631105,0.50835502,0.03283563,1.43282296,3.59412711,2.09244959
-5.24962481,5.91662805,0.07153454,1.54988382,1.15924591,0.53207113,0.03338369,1.49027850,3.60160476,2.07572277
-5.24362181,5.96987357,0.07064171,1.54312189,1.21535553,0.55696629,0.03408487,1.55309233,3.60644137,2.05878035
-5.23761881,6.02797404,0.06967851,1.53394746,1.27469763,0.58308796,0.03494921,1.62160903,3.60933253,2.04206197
-5.23161581,6.09218810,0.06866324,1.52270124,1.33730278,0.61047692,0.03598423,1.69609168,3.61102054,2.02597790
-5.22561281,6.16364107,0.06761525,1.50976163,1.40316013,0.63916104,0.03719455,1.77669808,3.61227158,2.01090020
-5.21960980,6.24327092,0.06655426,1.49553396,1.47220231,0.66914860,0.03858152,1.86345753,3.61384983,1.99715434
-5.21360680,6.33177539,0.06549982,1.48043820,1.54429023,0.70042186,0.04014297,1.95624922,3.61648897,1.98501135
-5.20760380,6.42956246,0.06447069,1.46489570,1.61919863,0.73293083,0.04187303,2.05478350,3.62086216,1.97468049
-5.20160080,6.53670647,0.06348424,1.44931520,1.69660317,0.76658789,0.04376201,2.15858714,3.62755135,1.96630271
-5.19559780,6.65291237,0.06255590,1.43407866,1.77607000,0.80126359,0.04579635,2.26699382,3.63701771,1.95994511
-5.18959480,6.77749066,0.06169870,1.41952763,1.85704872,0.83678379,0.04795879,2.37914099,3.64957458,1.95559669
-5.18359180,6.90934545,0.06092282,1.40595074,1.93886967,0.87292869,0.05022846,2.49397395,3.66536477,1.95316599
-5.17758879,7.04697775,0.06023533,1.39357300,2.02074604,0.90943374,0.05258132,2.61025786,3.68434404,1.95248089
-5.17158579,7.18850558,0.05964003,1.38254759,2.10178169,0.94599270,0.05499050,2.72659813,3.70627218,1.95329110
-5.16558279,7.33170185,0.05913741,1.37295078,2.18098470,0.98226289,0.05742691,2.84146906,3.73071312,1.95527376
-5.15957979,7.47404998,0.05872473,1.36478025,2.25728685,1.01787245,0.05985984,2.95325031,3.75704480,1.95804220
-5.15357679,7.61281642,0.05839635,1.35795725,2.32956863,1.05242955,0.06225775,3.06027033,3.78447918,1.96115818
-5.14757379,7.74513806,0.05814399,1.35233259,2.39668924,1.08553315,0.06458906,3.16085538,3.81209193,1.96414717
-5.14157079,7.86812150,0.05795731,1.34769626,2.45752056,1.11678498,0.06682300,3.25338242,3.83886098,1.96651656
-5.13556778,7.97895033,0.05782438,1.34379029,2.51098381,1.14580218,0.06893052,3.33633366,3.86371202,1.96777587
-5.12956478,8.07499552,0.05773233,1.34032423,2.55608738,1.17223018,0.07088509,3.40835061,3.88556906,1.96745842
-5.12356178,8.15392384,0.05766792,1.33699238,2.59196414,1.19575495,0.07266357,3.46828496,3.90340702,1.96514310
-5.11755878,8.21379858,0.05761813,1.33349182,2.61790647,1.21611439,0.07424689,3.51524389,3.91630372,1.96047534
-5.11155578,8.25316721,0.05757071,1.32954017,2.63339704,1.23310791,0.07562067,3.54862749,3.92348787,1.95318590
-5.10555278,8.27113076,0.05751456,1.32489207,2.63813387,1.24660395,0.07677564,3.56815599,3.92438034,1.94310636
-5.09954977,8.26739079,0.05744009,1.31935320,2.63204807,1.25654480,0.07770791,3.57388547,3.91862596,1.93018021
-5.09354677,8.24227040,0.05733936,1.31279114,2.61531308,1.26294853,0.07841906,3.56621051,3.90611364,1.91446877
-5.08754377,8.19670754,0.05720621,1.30514229,2.58834478,1.26590779,0.07891589,3.54585342,3.88698344,1.89615121
-5.08154077,8.13221987,0.05703609,1.29641434,2.55179191,1.26558540,0.07921013,3.51384016,3.86161980,1.87551851
-5.07553777,8.05084240,0.05682596,1.28668428,2.50651731,1.26220699,0.07931780,3.47146359,3.83063111,1.85296143
-5.06953477,7.95504036,0.05657393,1.27609182,2.45357020,1.25605084,0.07925841,3.42023547,3.79481666,1.82895292
-5.06353177,7.84760146,0.05627895,1.26482895,2.39415104,1.24743550,0.07905406,3.36182941,3.75512275,1.80402592
-5.05752876,7.73151256,0.05594041,1.25312594,2.32957012,1.23670569,0.07872833,3.29801699,3.71259037,1.77874749
-5.05152576,7.60982729,0.05555773,1.24123502,2.26120202,1.22421724,0.07830517,3.23060020,3.66829765,1.75369084
-5.04552276,7.48553107,0.05513006,1.22941250,2.19043778,1.21032176,0.07780770,3.16134311,3.62330025,1.72940668
-5.03951976,7.36141079,0.05465593,1.21790060,2.11863711,1.19535191,0.07725710,3.09190611,3.57857331,1.70639558
-5.03351676,7.23993585,0.05413311,1.20691019,2.04708281,1.17960802,0.07667163,3.02378565,3.53495826,1.68508297
-5.02751376,7.12315676,0.05355848,1.19660538,1.97693942,1.16334669,0.07606568,2.95826242,3.49311761,1.66579805
-5.02151076,7.01262657,0.05292806,1.18709103,1.90921799,1.14677212,0.07544915,2.89636025,3.45350028,1.64875816
-5.01550775,6.90934918,0.05223716,1.17840397,1.84474846,1.13003055,0.07482698,2.83881767,3.41631929,1.63405924
-5.00950475,6.81375687,0.05148063,1.17050831,1.78416071,1.11320807,0.07419902,2.78607319,3.38154324,1.62167318
-5.00350175,6.72571805,0.05065319,1.16329538,1.72787508,1.09633197,0.07356008,2.73826497,3.34890156,1.61145215
-4.99749875,6.64457438,0.04974981,1.15658800,1.67610232,1.07937548,0.07290036,2.69524448,3.31790338,1.60313971
-4.99149575,6.56920484,0.04876618,1.15014899,1.62885282,1.06226558,0.07220603,2.65660325,3.28786858,1.59638808
-4.98549275,6.49811276,0.04769913,1.14369338,1.58595428,1.04489343,0.07146014,2.62171113,3.25796927,1.59078058
-4.97948974,6.42953099,0.04654703,1.13690348,1.54707669,1.02712676,0.07064365,2.58976376,3.22727902,1.58585803
-4.97348674,6.36153889,0.04531016,1.12944598,1.51176311,1.00882345,0.06973654,2.55983676,3.19482727,1.58114747
-4.96748374,6.29218477,0.04399097,1.12099010,1.47946443,0.98984557,0.06871910,2.53094359,3.15965563,1.57619171
-4.96148074,6.21960703,0.04259427,1.11122573,1.44957647,0.97007285,0.06757309,2.50209414,3.12087319,1.57057790
-4.95547774,6.14214739,0.04112724,1.09988045,1.42147721,0.94941506,0.06628293,2.47235091,3.07770781,1.56396362
-4.94947474,6.05845037,0.03959940,1.08673471,1.39456255,0.92782228,0.06483667,2.44088010,3.02955082,1.55609891
-4.94347174,5.96754393,0.03802242,1.07163414,1.36827875,0.90529274,0.06322689,2.40699502,2.97599307,1.54684300
-4.93746873,5.86889746,0.03640980,1.05449856,1.34215019,0.88187758,0.06145125,2.37018993,2.91685059,1.53617496
-4.93146573,5.76245457,0.03477653,1.03532721,1.31580130,0.85768245,0.05951292,2.33016286,2.85217904,1.52419743
-4.92546273,5.64863958,0.03313863,1.01420001,1.28897182,0.83286575,0.05742062,2.28682669,2.78227662,1.51113351
-4.91945973,5.52833835,0.03151265,0.99127496,1.26152504,0.80763378,0.05518850,2.24030826,2.70767563,1.49731675
-4.91345673,5.40285503,0.02991519,0.96678191,1.23344901,0.78223308,0.05283572,2.19093628,2.62912390,1.48317502
-4.90745373,5.27384805,0.02836242,0.94101319,1.20485096,0.75694036,0.05038583,2.13921890,2.54755719,1.46920907
-4.90145073,5.14324934,0.02686961,0.91431171,1.17594572,0.73205072,0.04786596,2.08581284,2.46406474,1.45596704
-4.89544772,5.01317188,0.02545076,0.88705729,1.14703900,0.70786485,0.04530587,2.03148597,2.37984987,1.44401626
-4.88944472,4.88581066,0.02411833,0.85965196,1.11850675,0.68467578,0.04273695,1.97707558,2.29618809,1.43391404
-4.88344172,4.76334286,0.02288302,0.83250519,1.09077179,0.66275611,0.04019114,1.92344497,2.21438490,1.42617901
-4.87743872,4.64783233,0.02175367,0.80601962,1.06427919,0.64234625,0.03769989,1.87144057,2.13573553,1.42126445
-4.87143572,4.54114337,0.02073726,0.78057820,1.03947161,0.62364421,0.03529320,1.82185184,2.06148844,1.41953532
-4.86543272,4.44486781,0.01983903,0.75653321,1.01676595,0.60679770,0.03299871,1.77537606,1.99281418,1.42124993
-4.85942971,4.36026866,0.01906265,0.73419757,0.99653237,0.59189842,0.03084099,1.73258936,1.93078076,1.42654741
-4.85342671,4.28824237,0.01841046,0.71383879,0.97907658,0.57897927,0.02884092,1.69392540,1.87633605,1.43544148
-4.84742371,4.22930070,0.01788379,0.69567559,0.96462610,0.56801406,0.02701529,1.65966219,1.83029739,1.44782091
-4.84142071,4.18357213,0.01748326,0.67987702,0.95332103,0.55891995,0.02537651,1.62991732,1.79334803,1.46345635
-4.83541771,4.15082145,0.01720911,0.66656404,0.94520931,0.55156224,0.02393257,1.60465133,1.76603961,1.48201327
-4.82941471,4.13048557,0.01706151,0.65581290,0.94024668,0.54576126,0.02268707,1.58367855,1.74879945,1.50307017
-4.82341171,4.12172251,0.01704077,0.64766013,0.93830082,0.54130094,0.02163942,1.56668441,1.74194126,1.52614077
-4.81740870,4.12347019,0.01714755,0.64210828,0.93915946,0.53793854,0.02078519,1.55324782,1.74567763,1.55069922
-4.81140570,4.13451132,0.01738293,0.63913215,0.94254168,0.53541508,0.02011656,1.54286740,1.76013279,1.57620658
-4.80540270,4.15354040,0.01774843,0.63868474,0.94811174,0.53346613,0.01962272,1.53498979,1.78535396,1.60213728
-4.79939970,4.17922937,0.01824593,0.64070253,0.95549469,0.53183212,0.01929054,1.52903874,1.82132020,1.62800399
-4.79339670,4.21028832,0.01887745,0.64510973,0.96429293,0.53026821,0.01910503,1.52444338,1.86794766,1.65337965
-4.78739370,4.24551874,0.01964489,0.65182121,0.97410289,0.52855293,0.01905004,1.52066456,1.92509084,1.67791549
-4.78139070,4.28385687,0.02054970,0.66074392,0.98453122,0.52649561,0.01910876,1.51721816,1.99253959,1.70135415
-4.77538769,4.32440604,0.02159245,0.67177698,0.99520963,0.52394222,0.01926431,1.51369446,2.07001247,1.72353741
-4.76938469,4.36645715,0.02277245,0.68481049,1.00580797,0.52077949,0.01950027,1.50977330,2.15714726,1.74440832
-4.76338169,4.40949759,0.02408728,0.69972343,1.01604507,0.51693731,0.01980116,1.50523437,2.25348990,1.76400778
-4.75737869,4.45320925,0.02553244,0.71638100,1.02569690,0.51238949,0.02015285,1.49996295,2.35848346,1.78246624
-4.75137569,4.49745733,0.02710101,0.73463199,1.03460208,0.50715273,0.02054291,1.49395103,2.47145901,1.79999111
-4.74537269,4.54227151,0.02878339,0.75430653,1.04266446,0.50128421,0.02096096,1.48729428,2.59163019,1.81685107
-4.73936968,4.58782195,0.03056721,0.77521492,1.04985289,0.49487787,0.02139882,1.48018536,2.71809323,1.83335828
-4.73336668,4.63439218,0.03243730,0.79714777,1.05619853,0.48805949,0.02185066,1.47290408,2.84983392,1.84985004
-4.72736368,4.68235130,0.03437587,0.81987798,1.06178962,0.48098108,0.02231311,1.46580525,2.98574250,1.86667086
-4.72136068,4.73212748,0.03636278,0.84316465,1.06676446,0.47381453,0.02278518,1.45930466,3.12463705,1.88415631
-4.71535768,4.78418437,0.03837604,0.86675906,1.07130277,0.46674504,0.02326819,1.45386397,3.26529517,1.90261961
-4.70935468,4.83900169,0.04039232,0.89041241,1.07561589,0.45996439,0.02376557,1.44997510,3.40649305,1.92234158
-4.70335168,4.89706061,0.04238771,0.91388527,1.07993652,0.45366441,0.02428264,1.44814459,3.54705034,1.94356455
-4.69734867,4.95883404,0.04433844,0.93695802,1.08450814,0.44803072,0.02482625,1.44887831,3.68587862,1.96649016
-4.69134567,5.02478132,0.04622173,0.95944172,1.08957492,0.44323717,0.02540444,1.45266698,3.82203054,1.99128091
-4.68534267,5.09534633,0.04801658,0.98118871,1.09537208,0.43944083,0.02602599,1.45997267,3.95474653,2.01806491
-4.67933967,5.17095766,0.04970457,1.00210203,1.10211747,0.43677788,0.02669994,1.47121638,4.08349564,2.04694289
-4.67333667,5.25202918,0.05127052,1.02214299,1.11000418,0.43536040,0.02743516,1.48676681,4.20800704,2.07799657
-4.66733367,5.33895922,0.05270311,1.04133591,1.11919466,0.43527414,0.02823979,1.50693046,4.32828926,2.11129705
-4.66133067,5.43212681,0.05399524,1.05976966,1.12981608,0.43657719,0.02912078,1.53194278,4.44463448,2.14691230
-4.65532766,5.53188332,0.05514425,1.07759532,1.14195720,0.43929972,0.03008340,1.56196060,4.55760608,2.18491225
-4.64932466,5.63853867,0.05615196,1.09501974,1.15566638,0.44344454,0.03113082,1.59705564,4.66800876,2.22537091
-4.64332166,5.75234137,0.05702446,1.11229521,1.17095071,0.44898850,0.03226370,1.63720920,4.77684120,2.26836449
