energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-3.07053527,0.59175516,-0.25488022,0.29729280,-0.23061969,0.17676706,-0.03596483,0.18964902,-0.05735224,0.00037990,-0.00010074,0.00651555,-0.00297347,0.23785803,-0.16619284
-3.06453227,0.62778694,-0.25610507,0.29614435,-0.23706337,0.19213080,-0.03552655,0.21186325,-0.05114548,0.00040327,-0.00010840,0.00663604,-0.00319672,0.23859510,-0.17311036
-3.05852926,0.66462713,-0.25757968,0.29409614,-0.24344511,0.20804426,-0.03516108,0.23509141,-0.04532134,0.00042709,-0.00011583,0.00674601,-0.00341257,0.23870155,-0.17987661
-3.05252626,0.70195509,-0.25918418,0.29125017,-0.24959146,0.22435163,-0.03486023,0.25908005,-0.03992519,0.00045116,-0.00012290,0.00684613,-0.00361739,0.23823730,-0.18634334
-3.04652326,0.73938401,-0.26078187,0.28771060,-0.25531761,0.24086908,-0.03461342,0.28353562,-0.03499188,0.00047523,-0.00012951,0.00693687,-0.00380753,0.23726012,-0.19235716
-3.04052026,0.77646361,-0.26222732,0.28357875,-0.26043491,0.25738718,-0.03440881,0.30812868,-0.03054711,0.00049903,-0.00013553,0.00701844,-0.00397954,0.23582216,-0.19776521
-3.03451726,0.81268660,-0.26337527,0.27894874,-0.26475869,0.27367475,-0.03423470,0.33250020,-0.02660908,0.00052221,-0.00014089,0.00709075,-0.00413021,0.23396708,-0.20242108
-3.02851426,0.84749889,-0.26408973,0.27390409,-0.26811621,0.28948407,-0.03408093,0.35626942,-0.02319048,0.00054442,-0.00014549,0.00715341,-0.00425673,0.23172801,-0.20619072
-3.02251126,0.88031349,-0.26425306,0.26851534,-0.27035422,0.30455733,-0.03394040,0.37904344,-0.02030066,0.00056526,-0.00014927,0.00720573,-0.00435679,0.22912648,-0.20895806
-3.01650825,0.91052754,-0.26377458,0.26283894,-0.27134591,0.31863420,-0.03381048,0.40042794,-0.01794793,0.00058435,-0.00015221,0.00724681,-0.00442865,0.22617224,-0.21063011
-3.01050525,0.93754183,-0.26259823,0.25691713,-0.27099683,0.33146009,-0.03369432,0.42003886,-0.01614180,0.00060127,-0.00015429,0.00727555,-0.00447126,0.22286406,-0.21114126
-3.00450225,0.96078204,-0.26070910,0.25077904,-0.26924957,0.34279500,-0.03360212,0.43751434,-0.01489524,0.00061565,-0.00015553,0.00729079,-0.00448427,0.21919140,-0.21045664
-2.99849925,0.97972060,-0.25813849,0.24444266,-0.26608696,0.35242223,-0.03355209,0.45252664,-0.01422678,0.00062712,-0.00015600,0.00729142,-0.00446813,0.21513680,-0.20857428
-2.99249625,0.99389816,-0.25496732,0.23791756,-0.26153366,0.36015694,-0.03357124,0.46479334,-0.01416237,0.00063536,-0.00015577,0.00727642,-0.00442402,0.21067874,-0.20552614
-2.98649325,1.00294351,-0.25132765,0.23120805,-0.25565619,0.36585376,-0.03369587,0.47408726,-0.01473698,0.00064011,-0.00015497,0.00724505,-0.00435391,0.20579490,-0.20137783
-2.98049025,1.00659089,-0.24740246,0.22431667,-0.24856123,0.36941337,-0.03397178,0.48024483,-0.01599580,0.00064116,-0.00015375,0.00719689,-0.00426047,0.20046545,-0.19622709
-2.97448724,1.00469373,-0.24342341,0.21724748,-0.24039253,0.37078750,-0.03445407,0.48317220,-0.01799500,0.00063840,-0.00015229,0.00713194,-0.00414702,0.19467624,-0.19020115
-2.96848424,0.99723412,-0.23966680,0.21000917,-0.23132637,0.36998219,-0.03520670,0.48284896,-0.02080204,0.00063177,-0.00015080,0.00705067,-0.00401745,0.18842153,-0.18345301
-2.96248124,0.98432728,-0.23644780,0.20261761,-0.22156601,0.36705902,-0.03630157,0.47932926,-0.02449529,0.00062130,-0.00014951,0.00695407,-0.00387610,0.18170639,-0.17615690
-2.95647824,0.96622086,-0.23411304,0.19509769,-0.21133520,0.36213431,-0.03781725,0.47274014,-0.02916315,0.00060713,-0.00014868,0.00684360,-0.00372767,0.17454817,-0.16850301
-2.95047524,0.94328903,-0.23303172,0.18748437,-0.20087113,0.35537622,-0.03983732,0.46327723,-0.03490230,0.00058945,-0.00014855,0.00672120,-0.00357704,0.16697747,-0.16069184
-2.94447224,0.91602155,-0.23358547,0.17982291,-0.19041704,0.34699990,-0.04244835,0.45119799,-0.04181540,0.00056853,-0.00014940,0.00658919,-0.00342920,0.15903813,-0.15292815
-2.93846923,0.88500840,-0.23615720,0.17216816,-0.18021488,0.33726082,-0.04573743,0.43681281,-0.05000793,0.00054472,-0.00015150,0.00645018,-0.00328904,0.15078654,-0.14541507
-2.93246623,0.85092062,-0.24111907,0.16458322,-0.17049815,0.32644673,-0.04978943,0.42047436,-0.05958428,0.00051841,-0.00015509,0.00630698,-0.00316130,0.14229025,-0.13834817
-2.92646323,0.81448840,-0.24881994,0.15713729,-0.16148511,0.31486832,-0.05468395,0.40256579,-0.07064327,0.00049005,-0.00016041,0.00616244,-0.00305033,0.13362597,-0.13190994
-2.92046023,0.77647730,-0.25957257,0.14990319,-0.15337281,0.30284928,-0.06049197,0.38348818,-0.08327293,0.00046008,-0.00016768,0.00601933,-0.00296010,0.12487711,-0.12626481
-2.91445723,0.73766379,-0.27364077,0.14295446,-0.14633169,0.29071595,-0.06727238,0.36364787,-0.09754488,0.00042900,-0.00017708,0.00588018,-0.00289397,0.11613104,-0.12155464
-2.90845423,0.69881126,-0.29122708,0.13636245,-0.14050129,0.27878712,-0.07506846,0.34344435,-0.11350839,0.00039729,-0.00018874,0.00574717,-0.00285468,0.10747628,-0.11789496
-2.90245123,0.66064731,-0.31246110,0.13019348,-0.13598672,0.26736426,-0.08390442,0.32325895,-0.13118438,0.00036541,-0.00020276,0.00562205,-0.00284425,0.09899965,-0.11537200
-2.89644822,0.62384353,-0.33738903,0.12450635,-0.13285631,0.25672265,-0.09378205,0.30344504,-0.15055955,0.00033380,-0.00021916,0.00550598,-0.00286388,0.09078371,-0.11404050
-2.89044522,0.58899826,-0.36596485,0.11935025,-0.13114024,0.24710370,-0.10467790,0.28431988,-0.17158105,0.00030287,-0.00023792,0.00539954,-0.00291398,0.08290446,-0.11392232
-2.88444222,0.55662310,-0.39804348,0.11476335,-0.13083009,0.23870860,-0.11654080,0.26615855,-0.19415186,0.00027299,-0.00025895,0.00530268,-0.00299408,0.07542954,-0.11500593
-2.87843922,0.52713346,-0.43337647,0.11077206,-0.13187957,0.23169366,-0.12929017,0.24918996,-0.21812733,0.00024447,-0.00028208,0.00521472,-0.00310290,0.06841688,-0.11724680
-2.87243622,0.50084329,-0.47161055,0.10739104,-0.13420605,0.22616731,-0.14281514,0.23359508,-0.24331312,0.00021760,-0.00030710,0.00513442,-0.00323830,0.06191393,-0.12056852
-2.86643322,0.47796406,-0.51228943,0.10462391,-0.13769308,0.22218880,-0.15697462,0.21950721,-0.26946477,0.00019259,-0.00033369,0.00506002,-0.00339739,0.05595743,-0.12486479
-2.86043022,0.45860773,-0.55485902,0.10246477,-0.14219374,0.21976865,-0.17159855,0.20701433,-0.29628922,0.00016961,-0.00036151,0.00498936,-0.00357656,0.05057370,-0.13000219
-2.85442721,0.44279332,-0.59867635,0.10090028,-0.14753473,0.21887071,-0.18649018,0.19616299,-0.32344835,0.00014881,-0.00039013,0.00491999,-0.00377155,0.04577943,-0.13582363
-2.84842421,0.43045661,-0.64302202,0.09991228,-0.15352121,0.21941566,-0.20142958,0.18696380,-0.35056461,0.00013026,-0.00041909,0.00484928,-0.00397762,0.04158277,-0.14215253
-2.84242121,0.42146239,-0.68711621,0.09948084,-0.15994215,0.22128585,-0.21617835,0.17939785,-0.37722871,0.00011403,-0.00044787,0.00477462,-0.00418960,0.03798489,-0.14879746
-2.83641821,0.41561861,-0.73013769,0.09958740,-0.16657615,0.22433116,-0.23048528,0.17342393,-0.40300916,0.00010015,-0.00047595,0.00469346,-0.00440209,0.03498155,-0.15555736
-2.83041521,0.41269169,-0.77124548,0.10021812,-0.17319762,0.22837568,-0.24409294,0.16898605,-0.42746350,0.00008865,-0.00050276,0.00460354,-0.00460956,0.03256499,-0.16222698
-2.82441221,0.41242233,-0.80960244,0.10136698,-0.17958303,0.23322504,-0.25674495,0.16602093,-0.45015072,0.00007952,-0.00052778,0.00450291,-0.00480656,0.03072563,-0.16860262
-2.81840920,0.41454111,-0.84439995,0.10303858,-0.18551717,0.23867393,-0.26819362,0.16446505,-0.47064443,0.00007277,-0.00055045,0.00439007,-0.00498784,0.02945380,-0.17448775
-2.81240620,0.41878325,-0.87488263,0.10525043,-0.19079924,0.24451372,-0.27820778,0.16426107,-0.48854637,0.00006841,-0.00057030,0.00426402,-0.00514851,0.02874123,-0.17969859
-2.80640320,0.42490188,-0.90037243,0.10803466,-0.19524849,0.25053982,-0.28658029,0.16536317,-0.50349954,0.00006643,-0.00058688,0.00412432,-0.00528423,0.02858230,-0.18406925
-2.80040020,0.43267936,-0.92029066,0.11143880,-0.19870925,0.25655855,-0.29313513,0.16774117,-0.51520040,0.00006688,-0.00059981,0.00397108,-0.00539131,0.02897493,-0.18745641
-2.79439720,0.44193619,-0.93417738,0.11552576,-0.20105528,0.26239332,-0.29773354,0.17138323,-0.52340965,0.00006976,-0.00060877,0.00380493,-0.00546682,0.02992106,-0.18974325
-2.78839420,0.45253705,-0.94170701,0.12037272,-0.20219315,0.26788981,-0.30027910,0.17629698,-0.52796104,0.00007514,-0.00061356,0.00362704,-0.00550874,0.03142679,-0.19084252
-2.78239120,0.46439387,-0.94269967,0.12606904,-0.20206465,0.27292008,-0.30072141,0.18250898,-0.52876779,0.00008306,-0.00061405,0.00343898,-0.00551595,0.03350202,-0.19069870
-2.77638819,0.47746577,-0.93712760,0.13271307,-0.20064800,0.27738549,-0.29905824,0.19006255,-0.52582628,0.00009359,-0.00061021,0.00324272,-0.00548834,0.03615960,-0.18928910
-2.77038519,0.49175571,-0.92511649,0.14040800,-0.19795810,0.28121816,-0.29533607,0.19901403,-0.51921702,0.00010679,-0.00060211,0.00304049,-0.00542675,0.03941415,-0.18662381
-2.76438219,0.50730422,-0.90694164,0.14925674,-0.19404553,0.28438115,-0.28964903,0.20942756,-0.50910261,0.00012272,-0.00058992,0.00283471,-0.00533301,0.04328040,-0.18274474
-2.75837919,0.52418020,-0.88301922,0.15935606,-0.18899458,0.28686722,-0.28213619,0.22136854,-0.49572307,0.00014141,-0.00057390,0.00262786,-0.00520981,0.04777127,-0.17772352
-2.75237619,0.54246945,-0.85389313,0.17079018,-0.18292036,0.28869631,-0.27297748,0.23489618,-0.47938862,0.00016291,-0.00055439,0.00242244,-0.00506067,0.05289562,-0.17165861
-2.74637319,0.56226121,-0.82021801,0.18362394,-0.17596512,0.28991189,-0.26238840,0.25005527,-0.46047034,0.00018720,-0.00053179,0.00222083,-0.00488981,0.05865586,-0.16467161
-2.74037019,0.58363349,-0.78273946,0.19789607,-0.16829406,0.29057623,-0.25061372,0.26686767,-0.43938925,0.00021423,-0.00050656,0.00202524,-0.00470200,0.06504556,-0.15690311
-2.73436718,0.60663789,-0.74227219,0.21361258,-0.16009064,0.29076503,-0.23792062,0.28532396,-0.41660427,0.00024392,-0.00047922,0.00183765,-0.00450244,0.07204704,-0.14850805
-2.72836418,0.63128465,-0.69967730,0.23074084,-0.15155190,0.29056152,-0.22459133,0.30537558,-0.39259959,0.00027611,-0.00045030,0.00165974,-0.00429658,0.07962921,-0.13965107
-2.72236118,0.65752882,-0.65583947,0.24920468,-0.14288367,0.29005038,-0.21091589,0.32692802,-0.36787216,0.00031059,-0.00042036,0.00149287,-0.00408995,0.08774575,-0.13050183
-2.71635818,0.68525846,-0.61164528,0.26888067,-0.13429608,0.28931180,-0.19718503,0.34983551,-0.34291963,0.00034707,-0.00038993,0.00133807,-0.00388802,0.09633373,-0.12123059
-2.71035518,0.71428541,-0.56796315,0.28959613,-0.12599948,0.28841598,-0.18368366,0.37389754,-0.31822944,0.00038521,-0.00035956,0.00119604,-0.00369606,0.10531287,-0.11200427
-2.70435218,0.74433956,-0.52562577,0.31112887,-0.11820085,0.28741842,-0.17068494,0.39885760,-0.29426911,0.00042459,-0.00032975,0.00106713,-0.00351892,0.11458540,-0.10298298
-2.69834917,0.77506708,-0.48541538,0.33320917,-0.11110073,0.28635615,-0.15844531,0.42440444,-0.27147831,0.00046471,-0.00030101,0.00095142,-0.00336097,0.12403678,-0.09431721
-2.69234617,0.80603289,-0.44805214,0.35552369,-0.10489088,0.28524516,-0.14720037,0.45017596,-0.25026264,0.00050503,-0.00027375,0.00084869,-0.00322598,0.13353717,-0.08614569
-2.68634317,0.83672772,-0.41418572,0.37772169,-0.09975248,0.28407917,-0.13716170,0.47576568,-0.23098921,0.00054495,-0.00024840,0.00075852,-0.00311697,0.14294370,-0.07859399
-2.68034017,0.86657943,-0.38438985,0.39942322,-0.09585478,0.28282991,-0.12851471,0.50073191,-0.21398391,0.00058384,-0.00022529,0.00068029,-0.00303620,0.15210357,-0.07177370
-2.67433717,0.89496854,-0.35915959,0.42022914,-0.09335432,0.28144859,-0.12141713,0.52460904,-0.19953025,0.00062103,-0.00020476,0.00061325,-0.00298510,0.16085776,-0.06578221
-2.66833417,0.92124718,-0.33891088,0.43973258,-0.09239436,0.27986890,-0.11599835,0.54692090,-0.18786938,0.00065587,-0.00018705,0.00055660,-0.00296421,0.16904537,-0.06070293
-2.66233117,0.94476083,-0.32398176,0.45753157,-0.09310441,0.27801103,-0.11235929,0.56719545,-0.17920107,0.00068772,-0.00017241,0.00050948,-0.00297324,0.17650831,-0.05660592
-2.65632816,0.96487187,-0.31463471,0.47324205,-0.09559988,0.27578662,-0.11057263,0.58498021,-0.17368528,0.00071595,-0.00016101,0.00047107,-0.00301104,0.18309626,-0.05354861
-2.65032516,0.98098381,-0.31105955,0.48651106,-0.09998141,0.27310444,-0.11068334,0.59985796,-0.17144390,0.00074001,-0.00015302,0.00044062,-0.00307564,0.18867157,-0.05157670
-2.64432216,0.99256516,-0.31337633,0.49702926,-0.10633397,0.26987630,-0.11270934,0.61146171,-0.17256244,0.00075942,-0.00014854,0.00041748,-0.00316437,0.19311396,-0.05072487
-2.63831916,0.99917161,-0.32163767,0.50454226,-0.11472557,0.26602307,-0.11664209,0.61948845,-0.17709119,0.00077377,-0.00014767,0.00040117,-0.00327385,0.19632477,-0.05101743
-2.63231616,1.00046565,-0.33583031,0.50886040,-0.12520538,0.26148036,-0.12244725,0.62371096,-0.18504592,0.00078279,-0.00015046,0.00039140,-0.00340016,0.19823060,-0.05246856
-2.62631316,0.99623246,-0.35587558,0.50986625,-0.13780143,0.25620353,-0.13006506,0.62398701,-0.19640768,0.00078628,-0.00015695,0.00038808,-0.00353894,0.19878603,-0.05508233
-2.62031016,0.98639137,-0.38162875,0.50751974,-0.15251782,0.25017197,-0.13941078,0.62026576,-0.21112182,0.00078419,-0.00016713,0.00039139,-0.00368547,0.19797551,-0.05885224
-2.61430715,0.97100237,-0.41287732,0.50186043,-0.16933149,0.24339215,-0.15037494,0.61259070,-0.22909629,0.00077660,-0.00018096,0.00040176,-0.00383485,0.19581407,-0.06376055
-2.60830415,0.95026727,-0.44933851,0.49300706,-0.18818879,0.23589958,-0.16282369,0.60109929,-0.25019925,0.00076369,-0.00019837,0.00041990,-0.00398213,0.19234701,-0.06977716
-2.60230115,0.92452556,-0.49065634,0.48115416,-0.20900201,0.22775941,-0.17659915,0.58601913,-0.27425634,0.00074576,-0.00021925,0.00044682,-0.00412243,0.18764850,-0.07685836
-2.59629815,0.89424508,-0.53639869,0.46656612,-0.23164602,0.21906569,-0.19152010,0.56766103,-0.30104785,0.00072324,-0.00024342,0.00048380,-0.00425109,0.18181915,-0.08494548
-2.59029515,0.86000811,-0.58605505,0.44956878,-0.25595546,0.20993944,-0.20738291,0.54640906,-0.33030612,0.00069663,-0.00027067,0.00053243,-0.00436381,0.17498270,-0.09396352
-2.58429215,0.82249350,-0.63903543,0.43053918,-0.28172262,0.20052554,-0.22396303,0.52270833,-0.36171369,0.00066651,-0.00030074,0.00059453,-0.00445672,0.16728199,-0.10382001
-2.57828914,0.78245557,-0.69467104,0.40989365,-0.30869635,0.19098867,-0.24101700,0.49705089,-0.39490244,0.00063353,-0.00033328,0.00067219,-0.00452655,0.15887435,-0.11440420
-2.57228614,0.74070094,-0.75221734,0.38807503,-0.33658232,0.18150834,-0.25828516,0.46996046,-0.42945423,0.00059836,-0.00036791,0.00076769,-0.00457067,0.14992668,-0.12558674
-2.56628314,0.69806406,-0.81085991,0.36553936,-0.36504477,0.17227351,-0.27549499,0.44197652,-0.46490327,0.00056170,-0.00040417,0.00088345,-0.00458716,0.14061037,-0.13722001
-2.56028014,0.65538261,-0.86972339,0.34274264,-0.39370996,0.16347670,-0.29236535,0.41363863,-0.50074050,0.00052425,-0.00044156,0.00102201,-0.00457483,0.13109635,-0.14913917
-2.55427714,0.61347353,-0.92788374,0.32012817,-0.42217143,0.15530803,-0.30861117,0.38547126,-0.53642021,0.00048668,-0.00047949,0.00118590,-0.00453328,0.12155036,-0.16116407
-2.54827414,0.57311064,-0.98438366,0.29811483,-0.44999705,0.14794934,-0.32394896,0.35796999,-0.57136878,0.00044962,-0.00051738,0.00137759,-0.00446283,0.11212866,-0.17310191
-2.54227114,0.53500447,-1.03825117,0.27708673,-0.47673777,0.14156844,-0.33810263,0.33158920,-0.60499550,0.00041366,-0.00055456,0.00159938,-0.00436451,0.10297439,-0.18475083
-2.53626813,0.49978483,-1.08852054,0.25738436,-0.50193782,0.13631396,-0.35080975,0.30673179,-0.63670533,0.00037932,-0.00059040,0.00185329,-0.00424002,0.09421448,-0.19590417
-2.53026513,0.46798658,-1.13425532,0.23929764,-0.52514619,0.13231058,-0.36182775,0.28374103,-0.66591298,0.00034703,-0.00062421,0.00214092,-0.00409159,0.08595740,-0.20635535
-2.52426213,0.44003873,-1.17457231,0.22306074,-0.54592879,0.12965499,-0.37094015,0.26289464,-0.69205813,0.00031715,-0.00065535,0.00246338,-0.00392196,0.07829157,-0.21590330
-2.51825913,0.41625697,-1.20866584,0.20884877,-0.56388100,0.12841263,-0.37796227,0.24440121,-0.71462089,0.00028996,-0.00068319,0.00282112,-0.00373421,0.07128457,-0.22435795
-2.51225613,0.39683973,-1.23583098,0.19677634,-0.57863999,0.12861519,-0.38274634,0.22839870,-0.73313703,0.00026564,-0.00070718,0.00321384,-0.00353169,0.06498302,-0.23154588
-2.50625313,0.38186742,-1.25548502,0.18689780,-0.58989629,0.13025903,-0.38518583,0.21495510,-0.74721231,0.00024430,-0.00072680,0.00364038,-0.00331789,0.05941310,-0.23731568
-2.50025013,0.37130480,-1.26718579,0.17920906,-0.59740407,0.13330448,-0.38521852,0.20407080,-0.75653505,0.00022596,-0.00074163,0.00409863,-0.00309634,0.05458155,-0.24154271
-2.49424712,0.36500621,-1.27064626,0.17365077,-0.60098961,0.13767609,-0.38282856,0.19568269,-0.76088651,0.00021057,-0.00075136,0.00458548,-0.00287047,0.05047726,-0.24413325
-2.48824412,0.36272327,-1.26574439,0.17011279,-0.60055759,0.14326383,-0.37804695,0.18966955,-0.76014845,0.00019802,-0.00075577,0.00509677,-0.00264359,0.04707309,-0.24502762
-2.48224112,0.36411490,-1.25252779,0.16843958,-0.59609475,0.14992526,-0.37095073,0.18585859,-0.75430741,0.00018814,-0.00075475,0.00562732,-0.00241874,0.04432800,-0.24420218
-2.47623812,0.36875922,-1.23121284,0.16843653,-0.58767087,0.15748857,-0.36166076,0.18403292,-0.74345558,0.00018070,-0.00074834,0.00617093,-0.00219866,0.04218940,-0.24167015
-2.47023512,0.37616710,-1.20217824,0.16987687,-0.57543683,0.16575660,-0.35033809,0.18393960,-0.72778802,0.00017544,-0.00073665,0.00672051,-0.00198575,0.04059549,-0.23748111
-2.46423212,0.38579696,-1.16595314,0.17250915,-0.55961994,0.17451160,-0.33717915,0.18529818,-0.70759649,0.00017207,-0.00071995,0.00726818,-0.00178201,0.03947771,-0.23171926
-2.45822911,0.39707060,-1.12320045,0.17606492,-0.54051661,0.18352079,-0.32240997,0.18780948,-0.68325991,0.00017028,-0.00069857,0.00780541,-0.00158908,0.03876314,-0.22450047
-2.45222611,0.40938961,-1.07469592,0.18026667,-0.51848286,0.19254251,-0.30627954,0.19116443,-0.65523216,0.00016976,-0.00067296,0.00832331,-0.00140817,0.03837675,-0.21596832
-2.44622311,0.42215208,-1.02130401,0.18483574,-0.49392295,0.20133285,-0.28905267,0.19505276,-0.62402750,0.00017018,-0.00064364,0.00881276,-0.00124013,0.03824358,-0.20628923
-2.44022011,0.43476916,-0.96395151,0.18950000,-0.46727667,0.20965252,-0.27100263,0.19917140,-0.59020446,0.00017123,-0.00061117,0.00926475,-0.00108547,0.03829075,-0.19564701
-2.43421711,0.44668115,-0.90360014,0.19400125,-0.43900596,0.21727386,-0.25240385,0.20323240,-0.55434880,0.00017263,-0.00057618,0.00967058,-0.00094436,0.03844921,-0.18423699
-2.42821411,0.45737268,-0.84121920,0.19810212,-0.40958132,0.22398768,-0.23352485,0.20697027,-0.51705630,0.00017408,-0.00053928,0.01002221,-0.00081670,0.03865540,-0.17226001
-2.42221111,0.46638657,-0.77775934,0.20159232,-0.37946859,0.22960965,-0.21462189,0.21014847,-0.47891612,0.00017536,-0.00050113,0.01031245,-0.00070214,0.03885255,-0.15991658
-2.41620810,0.47333602,-0.71412858,0.20429403,-0.34911672,0.23398624,-0.19593330,0.21256500,-0.44049534,0.00017624,-0.00046233,0.01053525,-0.00060016,0.03899185,-0.14740136
-2.41020510,0.47791476,-0.65117122,0.20606645,-0.31894683,0.23699967,-0.17767475,0.21405695,-0.40232525,0.00017655,-0.00042347,0.01068589,-0.00051007,0.03903329,-0.13489825
-2.40420210,0.47990486,-0.58965046,0.20680922,-0.28934305,0.23857193,-0.16003571,0.21450388,-0.36488982,0.00017615,-0.00038510,0.01076115,-0.00043108,0.03894630,-0.12257617
-2.39819910,0.47918205,-0.53023500,0.20646485,-0.26064526,0.23866766,-0.14317688,0.21383001,-0.32861671,0.00017496,-0.00034768,0.01075940,-0.00036235,0.03871013,-0.11058572
-2.39219610,0.47571824,-0.47348997,0.20501984,-0.23314397,0.23729569,-0.12722884,0.21200512,-0.29387086,0.00017290,-0.00031165,0.01068071,-0.00030296,0.03831399,-0.09905672
-2.38619310,0.46958150,-0.41987212,0.20250475,-0.20707734,0.23450932,-0.11229179,0.20904428,-0.26095082,0.00016998,-0.00027735,0.01052681,-0.00025203,0.03775691,-0.08809674
-2.38019010,0.46093322,-0.36972898,0.19899313,-0.18263019,0.23040527,-0.09843619,0.20500627,-0.23008765,0.00016620,-0.00024505,0.01030103,-0.00020867,0.03704748,-0.07779045
-2.37418709,0.45002290,-0.32330182,0.19459942,-0.15993493,0.22512137,-0.08570439,0.19999105,-0.20144620,0.00016165,-0.00021496,0.01000820,-0.00017206,0.03620336,-0.06819990
-2.36818409,0.43718069,-0.28073170,0.18947590,-0.13907419,0.21883314,-0.07411292,0.19413613,-0.17512841,0.00015641,-0.00018721,0.00965448,-0.00014140,0.03525053,-0.05936548
-2.36218109,0.42280801,-0.24206820,0.18380891,-0.12008470,0.21174933,-0.06365531,0.18761218,-0.15117835,0.00015061,-0.00016188,0.00924712,-0.00011600,0.03422257,-0.05130747
-2.35617809,0.40736679,-0.20728007,0.17781449,-0.10296233,0.20410674,-0.05430535,0.18061806,-0.12958862,0.00014440,-0.00013898,0.00879429,-0.00009522,0.03315974,-0.04402819
-2.35017509,0.39136750,-0.17626715,0.17173356,-0.08766783,0.19616442,-0.04602058,0.17337530,-0.11030756,0.00013796,-0.00011847,0.00830472,-0.00007852,0.03210794,-0.03751430
-2.34417209,0.37535671,-0.14887310,0.16582692,-0.07413297,0.18819750,-0.03874577,0.16612246,-0.09324700,0.00013148,-0.00010027,0.00778752,-0.00006547,0.03111777,-0.03173950
-2.33816908,0.35990440,-0.12489812,0.16037012,-0.06226680,0.18049091,-0.03241647,0.15910934,-0.07829019,0.00012516,-0.00008427,0.00725185,-0.00005570,0.03024340,-0.02666712
-2.33216608,0.34559138,-0.10411145,0.15564852,-0.05196184,0.17333311,-0.02696229,0.15259137,-0.06529954,0.00011922,-0.00007034,0.00670669,-0.00004900,0.02954158,-0.02225279
-2.32616308,0.33299737,-0.08626298,0.15195244,-0.04309992,0.16701012,-0.02230993,0.14682419,-0.05412386,0.00011387,-0.00005832,0.00616060,-0.00004523,0.02907058,-0.01844693
-2.32016008,0.32268968,-0.07109389,0.14957267,-0.03555748,0.16179979,-0.01838597,0.14205867,-0.04460510,0.00010932,-0.00004805,0.00562154,-0.00004439,0.02888919,-0.01519702
-2.31415708,0.31521293,-0.05834601,0.14879621,-0.02921034,0.15796663,-0.01511922,0.13853620,-0.03658415,0.00010579,-0.00003936,0.00509666,-0.00004661,0.02905575,-0.01244960
-2.30815408,0.31107974,-0.04776983,0.14990243,-0.02393780,0.15575717,-0.01244274,0.13648464,-0.02990596,0.00010349,-0.00003208,0.00459223,-0.00005217,0.02962717,-0.01015206
-2.30215108,0.31076244,-0.03913103,0.15315934,-0.01962598,0.15539577,-0.01029550,0.13611452,-0.02442366,0.00010261,-0.00002606,0.00411353,-0.00006146,0.03065798,-0.00825400
-2.29614807,0.31468579,-0.03221574,0.15882018,-0.01617059,0.15708109,-0.00862370,0.13761584,-0.02000185,0.00010332,-0.00002115,0.00366480,-0.00007510,0.03219940,-0.00670841
-2.29014507,0.32322061,-0.02683443,0.16712002,-0.01347897,0.16098302,-0.00738173,0.14115513,-0.01651909,0.00010580,-0.00001721,0.00324928,-0.00009383,0.03429838,-0.00547247
-2.28414207,0.33667817,-0.02282467,0.17827230,-0.01147158,0.16724013,-0.00653285,0.14687291,-0.01386962,0.00011018,-0.00001411,0.00286920,-0.00011862,0.03699663,-0.00450818
-2.27813907,0.35530531,-0.02005282,0.19246529,-0.01008297,0.17595750,-0.00604967,0.15488140,-0.01196441,0.00011658,-0.00001176,0.00252585,-0.00015065,0.04032957,-0.00378266
-2.27213607,0.37928006,-0.01841479,0.20985831,-0.00926225,0.18720503,-0.00591431,0.16526249,-0.01073167,0.00012510,-0.00001007,0.00221968,-0.00019130,0.04432539,-0.00326836
-2.26613307,0.40870785,-0.01783609,0.23057759,-0.00897323,0.20101608,-0.00611843,0.17806587,-0.01011681,0.00013581,-0.00000895,0.00195039,-0.00024221,0.04900392,-0.00294300
-2.26013007,0.44361819,-0.01827109,0.25471187,-0.00919416,0.21738646,-0.00666304,0.19330744,-0.01008202,0.00014874,-0.00000836,0.00171704,-0.00030522,0.05437565,-0.00278946
-2.25412706,0.48396190,-0.01970185,0.28230766,-0.00991724,0.23627388,-0.00755815,0.21096787,-0.01060549,0.00016390,-0.00000825,0.00151816,-0.00038242,0.06044072,-0.00279548
-2.24812406,0.52960903,-0.02213625,0.31336435,-0.01114781,0.25759775,-0.00882227,0.23099155,-0.01168036,0.00018125,-0.00000859,0.00135188,-0.00047614,0.06718795,-0.00295335
-2.24212106,0.58034762,-0.02560585,0.34782922,-0.01290341,0.28123945,-0.01048172,0.25328581,-0.01331334,0.00020073,-0.00000937,0.00121601,-0.00058886,0.07459408,-0.00325947
-2.23611806,0.63588341,-0.03016319,0.38559266,-0.01521253,0.30704323,-0.01256978,0.27772078,-0.01552317,0.00022224,-0.00001057,0.00110818,-0.00072327,0.08262313,-0.00371387
-2.23011506,0.69584102,-0.03587871,0.42648382,-0.01811326,0.33481769,-0.01512568,0.30412967,-0.01833881,0.00024565,-0.00001220,0.00102587,-0.00088214,0.09122598,-0.00431971
