energy_ev,total_up,Mo_p_up,Mo_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-5.75387694,0.31088513,0.11845409,0.17714813,0.15735755,0.00067617,0.00039389,0.01288493
-5.74787394,0.34782649,0.13129580,0.19888063,0.17546555,0.00076649,0.00044497,0.01433255
-5.74187094,0.38774641,0.14535283,0.22226584,0.19511969,0.00086265,0.00049954,0.01590911
-5.73586793,0.43027072,0.16047305,0.24709583,0.21612602,0.00096389,0.00055717,0.01759848
-5.72986493,0.47493809,0.17647303,0.27311193,0.23824742,0.00106929,0.00061729,0.01938105
-5.72386193,0.52120278,0.19313932,0.30000620,0.26120503,0.00117768,0.00067924,0.02123388
-5.71785893,0.56844072,0.21023076,0.32742487,0.28468142,0.00128776,0.00074223,0.02313093
-5.71185593,0.61595903,0.22748211,0.35497373,0.30832536,0.00139801,0.00080539,0.02504349
-5.70585293,0.66300906,0.24460889,0.38222572,0.33175836,0.00150680,0.00086778,0.02694069
-5.69984992,0.70880274,0.26131334,0.40873029,0.35458287,0.00161240,0.00092837,0.02879018
-5.69384692,0.75253181,0.27729151,0.43402452,0.37639186,0.00171301,0.00098613,0.03055895
-5.68784392,0.79338928,0.29224111,0.45764555,0.39677954,0.00180684,0.00104003,0.03221417
-5.68184092,0.83059261,0.30586994,0.47914396,0.41535298,0.00189212,0.00108905,0.03372415
-5.67583792,0.86340735,0.31790461,0.49809742,0.43174385,0.00196721,0.00113223,0.03505934
-5.66983492,0.89117061,0.32809903,0.51412423,0.44562019,0.00203060,0.00116871,0.03619328
-5.66383192,0.91331306,0.33624257,0.52689608,0.45669743,0.00208099,0.00119775,0.03710356
-5.65782891,0.92937863,0.34216722,0.53614933,0.46474820,0.00211735,0.00121875,0.03777257
-5.65182591,0.93904095,0.34575368,0.54169454,0.46961063,0.00213890,0.00123127,0.03818831
-5.64582291,0.94211568,0.34693585,0.54342353,0.47119449,0.00214519,0.00123507,0.03834485
-5.63981991,0.93856826,0.34570378,0.54131381,0.46948517,0.00213610,0.00123008,0.03824273
-5.63381691,0.92851658,0.34210464,0.53543009,0.46454502,0.00211186,0.00121645,0.03788913
-5.62781391,0.91222860,0.33624190,0.52592285,0.45651223,0.00207299,0.00119450,0.03729779
-5.62181091,0.89011489,0.32827265,0.51302399,0.44559713,0.00202037,0.00116476,0.03648879
-5.61580790,0.86271654,0.31840317,0.49703986,0.43207621,0.00195511,0.00112791,0.03548812
-5.60980490,0.83068912,0.30688302,0.47834192,0.41628407,0.00187861,0.00108478,0.03432702
-5.60380190,0.79478321,0.29399793,0.45735558,0.39860369,0.00179245,0.00103633,0.03304129
-5.59779890,0.75582270,0.28006170,0.43454769,0.37945555,0.00169836,0.00098360,0.03167035
-5.59179590,0.71468151,0.26540756,0.41041326,0.35928587,0.00159818,0.00092771,0.03025635
-5.58579290,0.67226000,0.25037930,0.38546193,0.33855460,0.00149378,0.00086982,0.02884311
-5.57978989,0.62946178,0.23532247,0.36020490,0.31772365,0.00138704,0.00081110,0.02747519
-5.57378689,0.58717185,0.22057604,0.33514255,0.29724562,0.00127980,0.00075269,0.02619681
-5.56778389,0.54623682,0.20646459,0.31075348,0.27755346,0.00117379,0.00069571,0.02505097
-5.56178089,0.50744764,0.19329148,0.28748498,0.25905139,0.00107063,0.00064122,0.02407852
-5.55577789,0.47152539,0.18133294,0.26574541,0.24210711,0.00097179,0.00059021,0.02331737
-5.54977489,0.43911009,0.17083320,0.24589839,0.22704565,0.00087858,0.00054359,0.02280176
-5.54377189,0.41075283,0.16200079,0.22825894,0.21414456,0.00079214,0.00050221,0.02256163
-5.53776888,0.38691086,0.15500585,0.21309141,0.20363075,0.00071342,0.00046682,0.02262210
-5.53176588,0.36794558,0.14997846,0.20060908,0.19567861,0.00064324,0.00043809,0.02300306
-5.52576288,0.35412298,0.14700794,0.19097517,0.19040947,0.00058225,0.00041664,0.02371879
-5.51975988,0.34561624,0.14614298,0.18430500,0.18789212,0.00053095,0.00040302,0.02477780
-5.51375688,0.34251005,0.14739246,0.18066906,0.18814434,0.00048976,0.00039772,0.02618264
-5.50775388,0.34480618,0.15072698,0.18009665,0.19113523,0.00045897,0.00040119,0.02792993
-5.50175088,0.35243002,0.15608096,0.18257993,0.19678821,0.00043884,0.00041386,0.03001044
-5.49574787,0.36523775,0.16335515,0.18807793,0.20498455,0.00042953,0.00043611,0.03240923
-5.48974487,0.38302367,0.17241965,0.19652058,0.21556741,0.00043120,0.00046831,0.03510602
-5.48374187,0.40552773,0.18311728,0.20781233,0.22834620,0.00044398,0.00051080,0.03807553
-5.47773887,0.43244280,0.19526724,0.22183545,0.24310124,0.00046798,0.00056390,0.04128804
-5.47173587,0.46342172,0.20866914,0.23845275,0.25958868,0.00050329,0.00062787,0.04470993
-5.46573287,0.49808385,0.22310716,0.25750975,0.27754558,0.00055001,0.00070293,0.04830443
-5.45972986,0.53602123,0.23835438,0.27883631,0.29669500,0.00060818,0.00078925,0.05203227
-5.45372686,0.57680412,0.25417729,0.30224763,0.31675120,0.00067784,0.00088690,0.05585253
-5.44772386,0.61998590,0.27034011,0.32754484,0.33742472,0.00075895,0.00099583,0.05972338
-5.44172086,0.66510753,0.28660921,0.35451506,0.35842726,0.00085141,0.00111588,0.06360288
-5.43571786,0.71170121,0.30275711,0.38293121,0.37947625,0.00095500,0.00124673,0.06744967
-5.42971486,0.75929366,0.31856630,0.41255160,0.40029914,0.00106938,0.00138786,0.07122364
-5.42371186,0.80740878,0.33383259,0.44311952,0.42063711,0.00119407,0.00153857,0.07488650
-5.41770885,0.85557009,0.34836793,0.47436293,0.44024827,0.00132841,0.00169794,0.07840220
-5.41170585,0.90330280,0.36200275,0.50599449,0.45891029,0.00147153,0.00186482,0.08173731
-5.40570285,0.95013595,0.37458762,0.53771212,0.47642244,0.00162239,0.00203782,0.08486123
-5.39969985,0.99560470,0.38599442,0.56920026,0.49260703,0.00177969,0.00221534,0.08774630
-5.39369685,1.03925306,0.39611696,0.60013196,0.50731032,0.00194196,0.00239553,0.09036793
-5.38769385,1.08063726,0.40487111,0.63017211,0.52040315,0.00210748,0.00257638,0.09270453
-5.38169085,1.11933003,0.41219461,0.65898163,0.53178108,0.00227439,0.00275570,0.09473757
-5.37568784,1.15492598,0.41804667,0.68622299,0.54136460,0.00244064,0.00293117,0.09645160
-5.36968484,1.18704814,0.42240741,0.71156683,0.54909914,0.00260410,0.00310043,0.09783429
-5.36368184,1.21535580,0.42527741,0.73469965,0.55495539,0.00276252,0.00326109,0.09887666
-5.35767884,1.23955350,0.42667733,0.75533246,0.55892968,0.00291370,0.00341080,0.09957329
-5.35167584,1.25940110,0.42664779,0.77321012,0.56104485,0.00305546,0.00354735,0.09992276
-5.34567284,1.27472448,0.42524949,0.78812104,0.56135131,0.00318572,0.00366873,0.09992809
-5.33966983,1.28542672,0.42256369,0.79990688,0.55992849,0.00330263,0.00377316,0.09959733
-5.33366683,1.29149890,0.41869277,0.80847179,0.55688649,0.00340456,0.00385921,0.09894421
-5.32766383,1.29303027,0.41376108,0.81379082,0.55236776,0.00349021,0.00392581,0.09798872
-5.32166083,1.29021687,0.40791566,0.81591685,0.54654872,0.00355864,0.00397233,0.09675774
-5.31565783,1.28336800,0.40132688,0.81498579,0.53964090,0.00360935,0.00399861,0.09528550
-5.30965483,1.27290985,0.39418864,0.81121940,0.53189157,0.00364227,0.00400497,0.09361382
-5.30365183,1.25938570,0.38671805,0.80492552,0.52358329,0.00365782,0.00399222,0.09179221
-5.29764882,1.24345208,0.37915420,0.79649532,0.51503237,0.00365687,0.00396166,0.08987762
-5.29164582,1.22587048,0.37175613,0.78639743,0.50658587,0.00364079,0.00391504,0.08793380
-5.28564282,1.20749441,0.36479946,0.77516880,0.49861690,0.00361136,0.00385455,0.08603040
-5.27963982,1.18925174,0.35857196,0.76340252,0.49151824,0.00357075,0.00378271,0.08424162
-5.27363682,1.17212240,0.35336773,0.75173249,0.48569406,0.00352145,0.00370234,0.08264448
-5.26763382,1.15711200,0.34948019,0.74081563,0.48155003,0.00346620,0.00361646,0.08131679
-5.26163082,1.14522178,0.34719390,0.73131177,0.47948167,0.00340790,0.00352819,0.08033484
-5.25562781,1.13741583,0.34677549,0.72386207,0.47986159,0.00334949,0.00344066,0.07977081
-5.24962481,1.13458667,0.34846389,0.71906641,0.48302563,0.00329390,0.00335693,0.07969014
-5.24362181,1.13752030,0.35246026,0.71746085,0.48925873,0.00324387,0.00327983,0.08014878
-5.23761881,1.14686214,0.35891803,0.71949572,0.49878077,0.00320192,0.00321192,0.08119061
-5.23161581,1.16308533,0.36793347,0.72551544,0.51173335,0.00317021,0.00315537,0.08284502
-5.22561281,1.18646270,0.37953731,0.73574081,0.52816784,0.00315046,0.00311192,0.08512482
-5.21960980,1.21704412,0.39368788,0.75025479,0.54803565,0.00314390,0.00308274,0.08802458
-5.21360680,1.25464021,0.41026625,0.76899233,0.57118120,0.00315118,0.00306849,0.09151953
-5.20760380,1.29881384,0.42907370,0.79173510,0.59733823,0.00317239,0.00306919,0.09556504
-5.20160080,1.34888014,0.44983202,0.81811151,0.62612985,0.00320696,0.00308429,0.10009685
-5.19559780,1.40391559,0.47218667,0.84760227,0.65707278,0.00325379,0.00311265,0.10503192
-5.18959480,1.46277651,0.49571305,0.87955174,0.68958571,0.00331116,0.00315259,0.11027012
-5.18359180,1.52412654,0.51992580,0.91318465,0.72300202,0.00337686,0.00320193,0.11569651
-5.17758879,1.58647267,0.54429086,0.94762808,0.75658635,0.00344827,0.00325810,0.12118438
-5.17158579,1.64820853,0.56824017,0.98193764,0.78955469,0.00352239,0.00331818,0.12659878
-5.16558279,1.70766372,0.59118825,1.01512738,0.82109733,0.00359601,0.00337905,0.13180042
-5.15957979,1.76315706,0.61255026,1.04620189,0.85040374,0.00366580,0.00343748,0.13665005
-5.15357679,1.81305201,0.63176075,1.07418970,0.87668853,0.00372844,0.00349026,0.14101272
-5.14757379,1.85581168,0.64829231,1.09817644,0.89921732,0.00378071,0.00353429,0.14476220
-5.14157079,1.89005131,0.66167341,1.11733632,0.91733143,0.00381965,0.00356671,0.14778507
-5.13556778,1.91458590,0.67150447,1.13096080,0.93047034,0.00384267,0.00358499,0.14998436
-5.12956478,1.92847090,0.67747162,1.13848300,0.93819092,0.00384757,0.00358704,0.15128275
-5.12356178,1.93103421,0.67935740,1.13949697,0.94018242,0.00383270,0.00357124,0.15162500
-5.11755878,1.92189807,0.67704799,1.13377090,0.93627684,0.00379698,0.00353653,0.15097955
-5.11155578,1.90099005,0.67053654,1.12125382,0.92645391,0.00373991,0.00348240,0.14933934
-5.10555278,1.86854265,0.65992260,1.10207555,0.91084071,0.00366160,0.00340894,0.14672171
-5.09954977,1.82508186,0.64540765,1.07654008,0.88970595,0.00356276,0.00331680,0.14316739
-5.09354677,1.77140526,0.62728690,1.04511276,0.86344924,0.00344465,0.00320715,0.13873877
-5.08754377,1.70855101,0.60593799,1.00840204,0.83258595,0.00330902,0.00308166,0.13351740
-5.08154077,1.63775933,0.58180690,0.96713684,0.79772845,0.00315806,0.00294240,0.12760090
-5.07553777,1.56042843,0.55539203,0.92214054,0.75956466,0.00299431,0.00279181,0.12109955
-5.06953477,1.47806696,0.52722704,0.87430304,0.71883493,0.00282054,0.00263258,0.11413245
-5.06353177,1.39224540,0.49786322,0.82455208,0.67630837,0.00263972,0.00246756,0.10682377
-5.05752876,1.30454825,0.46785233,0.77382513,0.63275960,0.00245486,0.00229972,0.09929893
-5.05152576,1.21652932,0.43773046,0.72304305,0.58894698,0.00226897,0.00213206,0.09168112
-5.04552276,1.12967157,0.40800366,0.67308655,0.54559305,0.00208497,0.00196751,0.08408809
-5.03951976,1.04535296,0.37913568,0.62477606,0.50336783,0.00190561,0.00180888,0.07662947
-5.03351676,0.96481923,0.35153839,0.57885585,0.46287559,0.00173345,0.00165885,0.06940457
-5.02751376,0.88916410,0.32556483,0.53598239,0.42464510,0.00157075,0.00151987,0.06250079
-5.02151076,0.81931697,0.30150516,0.49671716,0.38912361,0.00141953,0.00139419,0.05599259
-5.01550775,0.75603768,0.27958528,0.46152366,0.35667431,0.00128150,0.00128380,0.04994099
-5.00950475,0.69991788,0.25996791,0.43076811,0.32757690,0.00115805,0.00119044,0.04439366
-5.00350175,0.65138776,0.24275582,0.40472339,0.30203094,0.00105028,0.00111560,0.03938533
-4.99749875,0.61072719,0.22799678,0.38357539,0.28016131,0.00095902,0.00106052,0.03493866
-4.99149575,0.57807991,0.21568978,0.36743111,0.26202532,0.00088482,0.00102620,0.03106530
-4.98549275,0.55346959,0.20579207,0.35632768,0.24762060,0.00082799,0.00101340,0.02776719
-4.97948974,0.53681634,0.19822648,0.35024158,0.23689357,0.00078862,0.00102265,0.02503789
-4.97348674,0.52795285,0.19288867,0.34909744,0.22974757,0.00076661,0.00105423,0.02286395
-4.96748374,0.52663907,0.18965398,0.35277591,0.22605049,0.00076165,0.00110823,0.02122623
-4.96148074,0.53257489,0.18838343,0.36112022,0.22564149,0.00077330,0.00118446,0.02010104
-4.95547774,0.54541035,0.18892884,0.37394117,0.22833658,0.00080094,0.00128251,0.01946125
-4.94947474,0.56475333,0.19113691,0.39102064,0.23393294,0.00084383,0.00140170,0.01927713
-4.94347174,0.59017470,0.19485214,0.41211359,0.24221216,0.00090109,0.00154109,0.01951703
-4.93746873,0.62121140,0.19991877,0.43694886,0.25294233,0.00097170,0.00169946,0.02014797
-4.93146573,0.65736780,0.20618178,0.46522911,0.26587931,0.00105452,0.00187531,0.02113600
-4.92546273,0.69811602,0.21348713,0.49663032,0.28076740,0.00114829,0.00206682,0.02244642
-4.91945973,0.74289587,0.22168153,0.53080125,0.29733962,0.00125162,0.00227193,0.02404400
-4.91345673,0.79111509,0.23061178,0.56736344,0.31531811,0.00136304,0.00248827,0.02589305
-4.90745373,0.84215049,0.24012410,0.60591196,0.33441464,0.00148095,0.00271324,0.02795748
-4.90145073,0.89535051,0.25006359,0.64601745,0.35433168,0.00160370,0.00294400,0.03020086
-4.89544772,0.95003963,0.26027387,0.68722953,0.37476412,0.00172955,0.00317757,0.03258648
-4.88944472,1.00552477,0.27059722,0.72908181,0.39540170,0.00185675,0.00341081,0.03507745
-4.88344172,1.06110381,0.28087520,0.77109840,0.41593230,0.00198354,0.00364054,0.03763686
-4.87743872,1.11607599,0.29094976,0.81280192,0.43604590,0.00210817,0.00386361,0.04022793
-4.87143572,1.16975397,0.30066492,0.85372260,0.45543921,0.00222900,0.00407692,0.04281432
-4.86543272,1.22147704,0.30986878,0.89340832,0.47382075,0.00234443,0.00427755,0.04536033
-4.85942971,1.27062498,0.31841599,0.93143497,0.49091612,0.00245305,0.00446280,0.04783128
-4.85342671,1.31663184,0.32617037,0.96741692,0.50647334,0.00255359,0.00463027,0.05019386
-4.84742371,1.35899913,0.33300761,1.00101677,0.52026784,0.00264499,0.00477794,0.05241646
-4.84142071,1.39730766,0.33881786,1.03195431,0.53210700,0.00272642,0.00490419,0.05446953
-4.83541771,1.43122746,0.34350812,1.06001382,0.54183400,0.00279728,0.00500783,0.05632598
-4.82941471,1.46052536,0.34700432,1.08504971,0.54933074,0.00285725,0.00508817,0.05796151
-4.82341171,1.48506968,0.34925285,1.10698990,0.55451970,0.00290626,0.00514500,0.05935489
-4.81740870,1.50483183,0.35022165,1.12583685,0.55736482,0.00294448,0.00517856,0.06048828
-4.81140570,1.51988477,0.34990067,1.14166608,0.55787113,0.00297234,0.00518958,0.06134746
-4.80540270,1.53039813,0.34830174,1.15462216,0.55608337,0.00299050,0.00517918,0.06192203
-4.79939970,1.53663022,0.34545792,1.16491223,0.55208357,0.00299978,0.00514887,0.06220553
-4.79339670,1.53891723,0.34142217,1.17279720,0.54598773,0.00300121,0.00510046,0.06219560
-4.78739370,1.53765985,0.33626572,1.17858096,0.53794166,0.00299589,0.00503603,0.06189393
-4.78139070,1.53330784,0.33007584,1.18259789,0.52811634,0.00298504,0.00495780,0.06130629
-4.77538769,1.52634310,0.32295340,1.18519908,0.51670273,0.00296989,0.00486814,0.06044241
-4.76938469,1.51726182,0.31501017,1.18673791,0.50390637,0.00295166,0.00476939,0.05931581
-4.76338169,1.50655638,0.30636594,1.18755533,0.48994187,0.00293153,0.00466390,0.05794357
-4.75737869,1.49469765,0.29714566,1.18796561,0.47502749,0.00291055,0.00455388,0.05634601
-4.75137569,1.48211855,0.28747653,1.18824316,0.45937996,0.00288967,0.00444138,0.05454632
-4.74537269,1.46919930,0.27748535,1.18861092,0.44320963,0.00286965,0.00432820,0.05257009
-4.73936968,1.45625534,0.26729602,1.18923109,0.42671617,0.00285106,0.00421592,0.05044487
-4.73336668,1.44352820,0.25702734,1.19019860,0.41008487,0.00283427,0.00410578,0.04819958
-4.72736368,1.43118007,0.24679117,1.19153783,0.39348362,0.00281942,0.00399874,0.04586399
-4.72136068,1.41929219,0.23669106,1.19320287,0.37706069,0.00280646,0.00389542,0.04346812
-4.71535768,1.40786739,0.22682124,1.19508148,0.36094336,0.00279513,0.00379616,0.04104172
-4.70935468,1.39683680,0.21726614,1.19700271,0.34523725,0.00278497,0.00370097,0.03861370
-4.70335168,1.38607026,0.20810033,1.19874798,0.33002666,0.00277539,0.00360964,0.03621170
-4.69734867,1.37539033,0.19938888,1.20006516,0.31537555,0.00276570,0.00352170,0.03386162
-4.69134567,1.36458889,0.19118811,1.20068499,0.30132924,0.00275511,0.00343654,0.03158734
-4.68534267,1.35344575,0.18354662,1.20033909,0.28791671,0.00274283,0.00335342,0.02941040
-4.67933967,1.34174812,0.17650650,1.19877845,0.27515340,0.00272809,0.00327154,0.02734985
-4.67333667,1.32930979,0.17010468,1.19579160,0.26304415,0.00271020,0.00319008,0.02542216
-4.66733367,1.31598900,0.16437419,1.19122107,0.25158642,0.00268856,0.00310829,0.02364118
-4.66133067,1.30170374,0.15934530,1.18497728,0.24077334,0.00266276,0.00302550,0.02201822
-4.65532766,1.28644348,0.15504638,1.17704892,0.23059656,0.00263253,0.00294120,0.02056212
-4.64932466,1.27027665,0.15150444,1.16750894,0.22104867,0.00259785,0.00285502,0.01927944
-4.64332166,1.25335296,0.14874519,1.15651570,0.21212519,0.00255887,0.00276682,0.01817455
-4.63731866,1.23590060,0.14679266,1.14430901,0.20382585,0.00251597,0.00267664,0.01724988
-4.63131566,1.21821812,0.14566838,1.13120117,0.19615528,0.00246971,0.00258473,0.01650610
-4.62531266,1.20066143,0.14539011,1.11756328,0.18912303,0.00242083,0.00249152,0.01594224
-4.61930965,1.18362671,0.14597022,1.10380766,0.18274300,0.00237018,0.00239762,0.01555592
-4.61330665,1.16753006,0.14741392,1.09036729,0.17703238,0.00231873,0.00230377,0.01534349
-4.60730365,1.15278525,0.14971730,1.07767341,0.17201017,0.00226747,0.00221077,0.01530022
-4.60130065,1.13978099,0.15286561,1.06613277,0.16769555,0.00221739,0.00211952,0.01542044
-4.59529765,1.12885905,0.15683173,1.05610569,0.16410614,0.00216942,0.00203087,0.01569777
-4.58929465,1.12029483,0.16157511,1.04788668,0.16125649,0.00212440,0.00194568,0.01612534
-4.58329165,1.11428158,0.16704141,1.04168840,0.15915679,0.00208304,0.00186470,0.01669608
-4.57728864,1.11091950,0.17316276,1.03763054,0.15781205,0.00204587,0.00178857,0.01740303
-4.57128564,1.11021046,0.17985900,1.03573394,0.15722186,0.00201324,0.00171780,0.01823978
-4.56528264,1.11205875,0.18703967,1.03592074,0.15738065,0.00198531,0.00165276,0.01920088
-4.55927964,1.11627820,0.19460694,1.03802046,0.15827859,0.00196207,0.00159365,0.02028238
-4.55327664,1.12260498,0.20245921,1.04178184,0.15990307,0.00194332,0.00154052,0.02148237
-4.54727364,1.13071570,0.21049536,1.04688971,0.16224049,0.00192874,0.00149330,0.02280156
-4.54127064,1.14024961,0.21861938,1.05298602,0.16527840,0.00191789,0.00145179,0.02424384
-4.53526763,1.15083353,0.22674521,1.05969370,0.16900772,0.00191026,0.00141573,0.02581677
-4.52926463,1.16210809,0.23480131,1.06664206,0.17342477,0.00190536,0.00138481,0.02753203
-4.52326163,1.17375365,0.24273495,1.07349209,0.17853300,0.00190268,0.00135871,0.02940570
-4.51725863,1.18551408,0.25051571,1.07996029,0.18434416,0.00190181,0.00133717,0.03145837
-4.51125563,1.19721716,0.25813800,1.08583939,0.19087871,0.00190246,0.00131996,0.03371501
-4.50525263,1.20879001,0.26562242,1.09101499,0.19816535,0.00190445,0.00130698,0.03620469
-4.49924962,1.22026869,0.27301569,1.09547688,0.20623964,0.00190779,0.00129824,0.03895984
-4.49324662,1.23180115,0.28038922,1.09932444,0.21514162,0.00191267,0.00129391,0.04201541
-4.48724362,1.24364335,0.28783612,1.10276581,0.22491246,0.00191942,0.00129426,0.04540759
-4.48124062,1.25614850,0.29546687,1.10611083,0.23559044,0.00192856,0.00129976,0.04917232
-4.47523762,1.26975012,0.30340377,1.10975811,0.24720622,0.00194074,0.00131095,0.05334355
-4.46923462,1.28493965,0.31177437,1.11417695,0.25977780,0.00195670,0.00132851,0.05795130
-4.46323162,1.30223988,0.32070419,1.11988510,0.27330543,0.00197724,0.00135318,0.06301959
-4.45722861,1.32217558,0.33030914,1.12742358,0.28776681,0.00200318,0.00138572,0.06856434
-4.45122561,1.34524300,0.34068795,1.13732990,0.30311283,0.00203529,0.00142691,0.07459130
-4.44522261,1.37187977,0.35191505,1.15011093,0.31926424,0.00207423,0.00147744,0.08109419
-4.43921961,1.40243686,0.36403414,1.16621706,0.33610956,0.00212055,0.00153794,0.08805304
-4.43321661,1.43715402,0.37705306,1.18601865,0.35350430,0.00217457,0.00160888,0.09543295
-4.42721361,1.47614002,0.39093995,1.20978594,0.37127183,0.00223641,0.00169058,0.10318324
-4.42121061,1.51935857,0.40562109,1.23767342,0.38920585,0.00230593,0.00178314,0.11123726
-4.41520760,1.56662064,0.42098052,1.26970904,0.40707446,0.00238270,0.00188648,0.11951268
-4.40920460,1.61758342,0.43686144,1.30578875,0.42462575,0.00246604,0.00200029,0.12791248
-4.40320160,1.67175593,0.45306945,1.34567640,0.44159468,0.00255497,0.00212404,0.13632661
-4.39719860,1.72851087,0.46937743,1.38900875,0.45771100,0.00264828,0.00225704,0.14463421
-4.39119560,1.78710205,0.48553178,1.43530515,0.47270782,0.00274453,0.00239842,0.15270647
-4.38519260,1.84668645,0.50126001,1.48398134,0.48633051,0.00284209,0.00254719,0.16040990
-4.37918959,1.90634988,0.51627911,1.53436656,0.49834552,0.00293920,0.00270228,0.16761004
-4.37318659,1.96513498,0.53030446,1.58572307,0.50854862,0.00303401,0.00286262,0.17417538
-4.36718359,2.02207042,0.54305901,1.63726733,0.51677237,0.00312464,0.00302712,0.17998132
-4.36118059,2.07619998,0.55428224,1.68819187,0.52289232,0.00320925,0.00319479,0.18491412
-4.35517759,2.12661049,0.56373867,1.73768710,0.52683178,0.00328607,0.00336475,0.18887458
-4.34917459,2.17245758,0.57122564,1.78496240,0.52856496,0.00335347,0.00353625,0.19178131
-4.34317159,2.21298859,0.57658014,1.82926573,0.52811834,0.00341002,0.00370872,0.19357344
-4.33716858,2.24756185,0.57968435,1.86990147,0.52557034,0.00345450,0.00388178,0.19421279
-4.33116558,2.27566207,0.58047006,1.90624604,0.52104935,0.00348594,0.00405518,0.19368516
-4.32516258,2.29691161,0.57892166,1.93776110,0.51473025,0.00350366,0.00422885,0.19200092
-4.31915958,2.31107763,0.57507774,1.96400417,0.50682970,0.00350728,0.00440282,0.18919480
-4.31315658,2.31807523,0.56903144,1.98463660,0.49760044,0.00349672,0.00457720,0.18532488
-4.30715358,2.31796685,0.56092949,1.99942910,0.48732497,0.00347219,0.00475208,0.18047084
