energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.32166083,0.29997220,0.00201528,0.02111614,0.07120861,0.00309305,0.13408763,0.07960270,0.11472156
-5.31565783,0.31284019,0.00202948,0.02044768,0.07585325,0.00324742,0.13577421,0.07797712,0.12573501
-5.30965483,0.33191220,0.00208396,0.02050010,0.08153283,0.00345520,0.14091398,0.07857710,0.13830391
-5.30365183,0.35696777,0.00217581,0.02126892,0.08818691,0.00371208,0.14942296,0.08136094,0.15234286
-5.29764882,0.38782489,0.00230247,0.02275971,0.09574813,0.00401395,0.16125350,0.08631317,0.16775924
-5.29164582,0.42434414,0.00246170,0.02498823,0.10414340,0.00435698,0.17639605,0.09344658,0.18445462
-5.28564282,0.46643134,0.00265172,0.02798021,0.11329496,0.00473766,0.19487962,0.10280342,0.20232660
-5.27963982,0.51403879,0.00287114,0.03177068,0.12312150,0.00515284,0.21677079,0.11445531,0.22127080
-5.27363682,0.56716476,0.00311907,0.03640292,0.13353924,0.00559977,0.24217144,0.12850219,0.24118314
-5.26763382,0.62585129,0.00339509,0.04192691,0.14446297,0.00607618,0.27121491,0.14506996,0.26196219
-5.26163082,0.69017987,0.00369929,0.04839739,0.15580691,0.00658027,0.30406075,0.16430693,0.28351147
-5.25562781,0.76026504,0.00403222,0.05587158,0.16748553,0.00711077,0.34088789,0.18637896,0.30574158
-5.24962481,0.83624552,0.00439491,0.06440641,0.17941405,0.00766691,0.38188633,0.21146341,0.32857195
-5.24362181,0.91827307,0.00478882,0.07405557,0.19150881,0.00824847,0.42724742,0.23974180,0.35193211
-5.23761881,1.00649890,0.00521571,0.08486614,0.20368736,0.00885566,0.47715281,0.27139136,0.37576228
-5.23161581,1.10105798,0.00567763,0.09687527,0.21586823,0.00948915,0.53176246,0.30657559,0.40001327
-5.22561281,1.20205156,0.00617674,0.11010659,0.22797061,0.01014991,0.59120185,0.34543415,0.42464558
-5.21960980,1.30952848,0.00671519,0.12456686,0.23991370,0.01083914,0.65554890,0.38807220,0.44962777
-5.21360680,1.42346592,0.00729500,0.14024271,0.25161602,0.01155811,0.72482117,0.43454966,0.47493408
-5.20760380,1.54375054,0.00791781,0.15709783,0.26299469,0.01230802,0.79896365,0.48487080,0.50054156
-5.20160080,1.67016071,0.00858477,0.17507056,0.27396480,0.01308981,0.87783793,0.53897455,0.52642673
-5.19559780,1.80235118,0.00929635,0.19407224,0.28443894,0.01390403,0.96121328,0.59672601,0.55256209
-5.18959480,1.93984075,0.01005219,0.21398619,0.29432700,0.01475064,1.04876008,0.65790955,0.57891264
-5.18359180,2.08200407,0.01085090,0.23466769,0.30353651,0.01562888,1.14004612,0.72222409,0.60543271
-5.17758879,2.22806819,0.01169003,0.25594480,0.31197324,0.01653714,1.23453620,0.78928071,0.63206322
-5.17158579,2.37711434,0.01256596,0.27762021,0.31954244,0.01747287,1.33159506,0.85860295,0.65872965
-5.16558279,2.52808524,0.01347385,0.29947402,0.32615058,0.01843253,1.43049389,0.92963006,0.68534073
-5.15957979,2.67979784,0.01440769,0.32126747,0.33170746,0.01941159,1.53042019,1.00172307,0.71178816
-5.15357679,2.83096122,0.01536035,0.34274740,0.33612879,0.02040456,1.63049064,1.07417378,0.73794702
-5.14757379,2.98019899,0.01632371,0.36365147,0.33933898,0.02140509,1.72976678,1.14621640,0.76367720
-5.14157079,3.12607540,0.01728880,0.38371386,0.34127406,0.02240609,1.82727265,1.21704145,0.78882548
-5.13556778,3.26712416,0.01824603,0.40267125,0.34188452,0.02339988,1.92201391,1.28581173,0.81322827
-5.12956478,3.40187876,0.01918537,0.42026894,0.34113789,0.02437839,2.01299774,1.35167952,0.83671473
-5.12356178,3.52890319,0.02009665,0.43626685,0.33902097,0.02533340,2.09925275,1.41380484,0.85911021
-5.11755878,3.64682196,0.02096977,0.45044519,0.33554139,0.02625670,2.17984818,1.47137386,0.88023974
-5.11155578,3.75434832,0.02179496,0.46260958,0.33072856,0.02714033,2.25391198,1.52361708,0.89993143
-5.10555278,3.85030992,0.02256303,0.47259557,0.32463374,0.02797675,2.32064713,1.56982663,0.91801971
-5.09954977,3.93367123,0.02326551,0.48027229,0.31732944,0.02875905,2.37934593,1.60937222,0.93434829
-5.09354677,4.00355230,0.02389489,0.48554521,0.30890784,0.02948101,2.42940199,1.64171534,0.94877282
-5.08754377,4.05924380,0.02444469,0.48835790,0.29947860,0.03013730,2.47031995,1.66642120,0.96116335
-5.08154077,4.10021822,0.02490959,0.48869291,0.28916597,0.03072342,2.50172288,1.68316841,0.97140642
-5.07553777,4.12613756,0.02528542,0.48657155,0.27810544,0.03123584,2.52335756,1.69175592,0.97940721
-5.06953477,4.13685779,0.02556917,0.48205291,0.26644003,0.03167189,2.53509777,1.69210732,0.98509145
-5.06353177,4.13243047,0.02575898,0.47523192,0.25431650,0.03202977,2.53694591,1.68427251,0.98840753
-5.05752876,4.11310194,0.02585404,0.46623680,0.24188154,0.03230848,2.52903312,1.66842652,0.98932861
-5.05152576,4.07931038,0.02585455,0.45522574,0.22927817,0.03250771,2.51161798,1.64486595,0.98785490
-5.04552276,4.03168111,0.02576155,0.44238328,0.21664262,0.03262783,2.48508409,1.61400289,0.98401605
-5.03951976,3.97102002,0.02557690,0.42791608,0.20410152,0.03266972,2.44993637,1.57635663,0.97787358
-5.03351676,3.89830538,0.02530312,0.41204859,0.19176980,0.03263480,2.40679613,1.53254333,0.96952317
-5.02751376,3.81467774,0.02494336,0.39501844,0.17974911,0.03252489,2.35639476,1.48326395,0.95909678
-5.02151076,3.72142768,0.02450128,0.37707186,0.16812689,0.03234227,2.29956584,1.42929059,0.94676421
-5.01550775,3.61998119,0.02398103,0.35845902,0.15697601,0.03208959,2.23723553,1.37145158,0.93273394
-5.00950475,3.51188231,0.02338720,0.33942950,0.14635493,0.03176995,2.17041091,1.31061565,0.91725305
-5.00350175,3.39877269,0.02272479,0.32022800,0.13630828,0.03138685,2.10016625,1.24767538,0.90060587
-4.99749875,3.28236804,0.02199918,0.30109018,0.12686782,0.03094429,2.02762697,1.18353038,0.88311124
-4.99149575,3.16443120,0.02121617,0.28223884,0.11805356,0.03044677,1.95395147,1.11907041,0.86511823
-4.98549275,3.04674209,0.02038191,0.26388044,0.10987507,0.02989931,1.88031077,1.05515889,0.84700014
-4.97948974,2.93106493,0.01950291,0.24620203,0.10233282,0.02930744,1.80786633,0.99261717,0.82914692
-4.97348674,2.81911303,0.01858602,0.22936856,0.09541941,0.02867724,1.73774655,0.93220974,0.81195604
-4.96748374,2.71251225,0.01763839,0.21352073,0.08912084,0.02801524,1.67102224,0.87463090,0.79582195
-4.96148074,2.61276386,0.01666740,0.19877331,0.08341748,0.02732834,1.60868204,0.82049308,0.78112456
-4.95547774,2.52120806,0.01568059,0.18521402,0.07828498,0.02662374,1.55160829,0.77031712,0.76821696
-4.94947474,2.43898935,0.01468558,0.17290296,0.07369503,0.02590874,1.50055444,0.72452467,0.75741301
-4.94347174,2.36702523,0.01368999,0.16187261,0.06961592,0.02519060,1.45612461,0.68343299,0.74897509
-4.93746873,2.30597932,0.01270127,0.15212844,0.06601307,0.02447635,1.41875631,0.64725211,0.74310282
-4.93146573,2.25624042,0.01172662,0.14365004,0.06284941,0.02377256,1.38870715,0.61608448,0.73992308
-4.92546273,2.21790843,0.01077288,0.13639280,0.06008580,0.02308517,1.36604606,0.58992709,0.73948195
-4.91945973,2.19078820,0.00984640,0.13029010,0.05768143,0.02241929,1.35064974,0.56867586,0.74173912
-4.91345673,2.17439187,0.00895293,0.12525596,0.05559426,0.02177902,1.34220460,0.55213225,0.74656501
-4.90745373,2.16795009,0.00809755,0.12118806,0.05378157,0.02116739,1.34021453,0.54001183,0.75374104
-4.90145073,2.17043214,0.00728457,0.11797106,0.05220057,0.02058621,1.34401427,0.53195457,0.76296314
-4.89544772,2.18057460,0.00651751,0.11548016,0.05080907,0.02003611,1.35278828,0.52753644,0.77384856
-4.88944472,2.19691780,0.00579906,0.11358475,0.04956630,0.01951653,1.36559446,0.52628214,0.78594588
-4.88344172,2.21784910,0.00513108,0.11215211,0.04843375,0.01902584,1.38139229,0.52767857,0.79874788
-4.87743872,2.24165148,0.00451462,0.11105100,0.04737607,0.01856148,1.39907413,0.53118853,0.81170692
-4.87143572,2.26655599,0.00394996,0.11015505,0.04636190,0.01812013,1.41749898,0.53626453,0.82425227
-4.86543272,2.29079613,0.00343667,0.10934590,0.04536473,0.01769797,1.43552735,0.54236222,0.83580874
-4.85942971,2.31266222,0.00297368,0.10851588,0.04436365,0.01729090,1.45205610,0.54895315,0.84581590
-4.85342671,2.33055398,0.00255936,0.10757035,0.04334397,0.01689485,1.46605197,0.55553662,0.85374709
-4.84742371,2.34302918,0.00219166,0.10642945,0.04229763,0.01650600,1.47658267,0.56165031,0.85912754
-4.84142071,2.34884685,0.00186813,0.10502930,0.04122350,0.01612103,1.48284444,0.56687955,0.86155084
-4.83541771,2.34700342,0.00158609,0.10332267,0.04012740,0.01573738,1.48418504,0.57086499,0.86069296
-4.82941471,2.33676055,0.00134268,0.10127907,0.03902189,0.01535339,1.48012151,0.57330863,0.85632362
-4.82341171,2.31766379,0.00113493,0.09888433,0.03792589,0.01496845,1.47035210,0.57397806,0.84831411
-4.81740870,2.28955165,0.00095990,0.09613959,0.03686398,0.01458307,1.45476199,0.57270889,0.83664176
-4.81140570,2.25255476,0.00081469,0.09306003,0.03586559,0.01419889,1.43342282,0.56940551,0.82139057
-4.80540270,2.20708555,0.00069650,0.08967304,0.03496395,0.01381868,1.40658610,0.56403991,0.80274826
-4.79939970,2.15381897,0.00060269,0.08601633,0.03419491,0.01344618,1.37467089,0.55664907,0.78099987
-4.79339670,2.09366521,0.00053082,0.08213568,0.03359561,0.01308600,1.33824638,0.54733060,0.75651819
-4.78739370,2.02773564,0.00047860,0.07808271,0.03320315,0.01274343,1.29801002,0.53623707,0.72975158
-4.78139070,1.95730328,0.00044398,0.07391261,0.03305320,0.01242415,1.25476214,0.52356911,0.70120961
-4.77538769,1.88375944,0.00042509,0.06968197,0.03317857,0.01213404,1.20937805,0.50956745,0.67144717
-4.76938469,1.80856803,0.00042024,0.06544675,0.03360798,0.01187888,1.16277856,0.49450406,0.64104768
-4.76338169,1.73321918,0.00042791,0.06126046,0.03436478,0.01166406,1.11589998,0.47867280,0.61060600
-4.75737869,1.65918377,0.00044673,0.05717264,0.03546596,0.01149431,1.06966459,0.46237972,0.58071160
-4.75137569,1.58787013,0.00047543,0.05322754,0.03692128,0.01137348,1.02495257,0.44593318,0.55193265
-4.74537269,1.52058440,0.00051286,0.04946322,0.03873260,0.01130427,0.98257613,0.42963433,0.52480130
-4.73936968,1.45849543,0.00055789,0.04591089,0.04089358,0.01128808,0.94325668,0.41376792,0.49980080
-4.73336668,1.40260530,0.00060946,0.04259458,0.04338948,0.01132485,0.90760553,0.39859395,0.47735452
-4.72736368,1.35372598,0.00066653,0.03953109,0.04619745,0.01141297,0.87610881,0.38434024,0.45781719
-4.72136068,1.31246263,0.00072805,0.03673024,0.04928696,0.01154929,0.84911663,0.37119629,0.44146853
-4.71535768,1.27920380,0.00079296,0.03419526,0.05262058,0.01172908,0.82683694,0.35930845,0.42850918
-4.70935468,1.25411851,0.00086019,0.03192348,0.05615505,0.01194618,0.80933400,0.34877673,0.41905906
-4.70335168,1.23715994,0.00092866,0.02990710,0.05984258,0.01219312,0.79653134,0.33965320,0.41315789
-4.69734867,1.22807557,0.00099727,0.02813409,0.06363234,0.01246134,0.78821908,0.33194211,0.41076789
-4.69134567,1.22642305,0.00106491,0.02658918,0.06747209,0.01274141,0.78406519,0.32560166,0.41177842
-4.68534267,1.23159122,0.00113050,0.02525481,0.07130997,0.01302332,0.78363021,0.32054732,0.41601234
-4.67933967,1.24282545,0.00119298,0.02411216,0.07509621,0.01329680,0.78638493,0.31665668,0.42323381
-4.67333667,1.25925642,0.00125133,0.02314207,0.07878482,0.01355162,0.79173040,0.31377536,0.43315744
-4.66733367,1.27993141,0.00130460,0.02232586,0.08233520,0.01377795,0.79901952,0.31172408,0.44545835
-4.66133067,1.30384697,0.00135193,0.02164613,0.08571342,0.01396663,0.80757951,0.31030627,0.45978297
-4.65532766,1.32998213,0.00139257,0.02108734,0.08889331,0.01410948,0.81673454,0.30931616,0.47576032
-4.64932466,1.35733087,0.00142589,0.02063631,0.09185718,0.01419956,0.82582771,0.30854684,0.49301341
-4.64332166,1.38493307,0.00145140,0.02028249,0.09459613,0.01423136,0.83424170,0.30779806,0.51117052
-4.63731866,1.41190298,0.00146875,0.02001814,0.09711000,0.01420095,0.84141751,0.30688351,0.52987614
-4.63131566,1.43745426,0.00147775,0.01983833,0.09940685,0.01410613,0.84687057,0.30563716,0.54880123
-4.62531266,1.46092104,0.00147839,0.01974076,0.10150211,0.01394639,0.85020382,0.30391854,0.56765245
-4.61930965,1.48177434,0.00147078,0.01972546,0.10341725,0.01372298,0.85111744,0.30161684,0.58618037
-4.61330665,1.49963348,0.00145519,0.01979442,0.10517829,0.01343875,0.84941494,0.29865352,0.60418611
-4.60730365,1.51427225,0.00143204,0.01995101,0.10681401,0.01309809,0.84500547,0.29498360,0.62152646
-4.60130065,1.52561974,0.00140186,0.02019949,0.10835401,0.01270674,0.83790258,0.29059551,0.63811716
-4.59529765,1.53375605,0.00136531,0.02054436,0.10982678,0.01227157,0.82821934,0.28550965,0.65393427
-4.58929465,1.53890298,0.00132311,0.02098977,0.11125782,0.01180037,0.81616033,0.27977573,0.66901354
-4.58329165,1.54141032,0.00127606,0.02153893,0.11266793,0.01130161,0.80201088,0.27346912,0.68344770
-4.57728864,1.54173814,0.00122503,0.02219360,0.11407175,0.01078415,0.78612391,0.26668642,0.69738176
-4.57128564,1.54043582,0.00117088,0.02295365,0.11547666,0.01025703,0.76890509,0.25954049,0.71100633
-4.56528264,1.53811852,0.00111452,0.02381667,0.11688206,0.00972924,0.75079687,0.25215514,0.72454905
-4.55927964,1.53544191,0.00105682,0.02477784,0.11827908,0.00920944,0.73226193,0.24465980,0.73826448
-4.55327664,1.53307589,0.00099862,0.02582975,0.11965075,0.00870582,0.71376667,0.23718430,0.75242253
-4.54727364,1.53167824,0.00094075,0.02696247,0.12097258,0.00822590,0.69576541,0.22985415,0.76729574
-4.54127064,1.53186883,0.00088394,0.02816372,0.12221359,0.00777639,0.67868557,0.22278620,0.78314593
-4.53526763,1.53420532,0.00082888,0.02941914,0.12333757,0.00736309,0.66291458,0.21608508,0.80021040
-4.52926463,1.53916096,0.00077617,0.03071268,0.12430473,0.00699078,0.64878856,0.20984041,0.81868834
-4.52326163,1.54710509,0.00072632,0.03202713,0.12507343,0.00666322,0.63658332,0.20412480,0.83872775
-4.51725863,1.55828711,0.00067977,0.03334460,0.12560201,0.00638308,0.62650766,0.19899263,0.86041351
-4.51125563,1.57282425,0.00063684,0.03464717,0.12585064,0.00615197,0.61869921,0.19447976,0.88375708
-4.50525263,1.59069359,0.00059778,0.03591747,0.12578299,0.00597048,0.61322275,0.19060381,0.90868829
-4.49924962,1.61172872,0.00056273,0.03713928,0.12536778,0.00583822,0.61007099,0.18736525,0.93504973
-4.49324662,1.63562116,0.00053175,0.03829815,0.12458003,0.00575389,0.60916762,0.18474893,0.96259416
