energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,0.89490366,0.11888558,0.00000000,0.49346933,0.00000000,0.43635510,0.18696520
-5.99399700,0.93072544,0.11567719,0.00000000,0.52259981,0.00000000,0.45983732,0.19044346
-5.98799400,0.96963682,0.11277472,0.00000000,0.55352037,0.00000000,0.48488689,0.19451310
-5.98199100,1.01160575,0.11030796,0.00000000,0.58604663,0.00000000,0.51134977,0.19924129
-5.97598799,1.05652874,0.10840195,0.00000000,0.61994855,0.00000000,0.53902759,0.20468309
-5.96998499,1.10423875,0.10717508,0.00000000,0.65495840,0.00000000,0.56768359,0.21088153
-5.96398199,1.15451695,0.10673762,0.00000000,0.69078104,0.00000000,0.59705068,0.21786842
-5.95797899,1.20710759,0.10719046,0.00000000,0.72710615,0.00000000,0.62684120,0.22566577
-5.95197599,1.26173500,0.10862420,0.00000000,0.76362161,0.00000000,0.65675801,0.23428756
-5.94597299,1.31812154,0.11111837,0.00000000,0.80002750,0.00000000,0.68650616,0.24374182
-5.93996998,1.37600519,0.11474072,0.00000000,0.83604963,0.00000000,0.71580453,0.25403269
-5.93396698,1.43515535,0.11954661,0.00000000,0.87145194,0.00000000,0.74439680,0.26516216
-5.92796398,1.49538571,0.12557825,0.00000000,0.90604670,0.00000000,0.77206082,0.27713150
-5.92196098,1.55656274,0.13286392,0.00000000,0.93970199,0.00000000,0.79861610,0.28994188
-5.91595798,1.61860920,0.14141691,0.00000000,0.97234560,0.00000000,0.82392860,0.30359433
-5.90995498,1.68150188,0.15123444,0.00000000,1.00396514,0.00000000,0.84791261,0.31808872
-5.90395198,1.74526347,0.16229636,0.00000000,1.03460398,0.00000000,0.87052956,0.33342189
-5.89794897,1.80994867,0.17456375,0.00000000,1.06435326,0.00000000,0.89178368,0.34958497
-5.89194597,1.87562541,0.18797766,0.00000000,1.09334018,0.00000000,0.91171487,0.36655990
-5.88594297,1.94235190,0.20245784,0.00000000,1.12171327,0.00000000,0.93038919,0.38431560
-5.87993997,2.01015122,0.21790184,0.00000000,1.14962537,0.00000000,0.94788746,0.40280378
-5.87393697,2.07898497,0.23418447,0.00000000,1.17721538,0.00000000,0.96429296,0.42195489
-5.86793397,2.14872769,0.25115783,0.00000000,1.20458990,0.00000000,0.97967879,0.44167447
-5.86193097,2.21914422,0.26865200,0.00000000,1.23180596,0.00000000,0.99409601,0.46184020
-5.85592796,2.28987146,0.28647657,0.00000000,1.25885590,0.00000000,1.00756322,0.48230004
-5.84992496,2.36040636,0.30442296,0.00000000,1.28565563,0.00000000,1.02005844,0.50287159
-5.84392196,2.43010130,0.32226767,0.00000000,1.31203697,0.00000000,1.03151384,0.52334304
-5.83791896,2.49816780,0.33977637,0.00000000,1.33774486,0.00000000,1.04181393,0.54347569
-5.83191596,2.56368896,0.35670884,0.00000000,1.36243987,0.00000000,1.05079713,0.56300813
-5.82591296,2.62564043,0.37282459,0.00000000,1.38570589,0.00000000,1.05826115,0.58166202
-5.81990995,2.68291949,0.38788891,0.00000000,1.40706298,0.00000000,1.06397156,0.59914934
-5.81390695,2.73438087,0.40167940,0.00000000,1.42598478,0.00000000,1.06767339,0.61518070
-5.80790395,2.77887797,0.41399246,0.00000000,1.44191960,0.00000000,1.06910502,0.62947462
-5.80190095,2.81530751,0.42464968,0.00000000,1.45431422,0.00000000,1.06801361,0.64176720
-5.79589795,2.84265528,0.43350378,0.00000000,1.46263922,0.00000000,1.06417119,0.65182179
-5.78989495,2.86004108,0.44044385,0.00000000,1.46641438,0.00000000,1.05739055,0.65943821
-5.78389195,2.86676012,0.44539967,0.00000000,1.46523301,0.00000000,1.04753990,0.66446114
-5.77788894,2.86231913,0.44834487,0.00000000,1.45878377,0.00000000,1.03455558,0.66678704
-5.77188594,2.84646489,0.44929875,0.00000000,1.44686888,0.00000000,1.01845199,0.66636951
-5.76588294,2.81920400,0.44832668,0.00000000,1.42941779,0.00000000,0.99932815,0.66322254
-5.75987994,2.78081239,0.44553889,0.00000000,1.40649548,0.00000000,0.97737052,0.65742161
-5.75387694,2.73183425,0.44108783,0.00000000,1.37830501,0.00000000,0.95285183,0.64910237
-5.74787394,2.67307009,0.43516389,0.00000000,1.34518425,0.00000000,0.92612592,0.63845711
-5.74187094,2.60555438,0.42798985,0.00000000,1.30759675,0.00000000,0.89761874,0.62572892
-5.73586793,2.53052380,0.41981403,0.00000000,1.26611738,0.00000000,0.86781598,0.61120390
-5.72986493,2.44937741,0.41090250,0.00000000,1.22141342,0.00000000,0.83724782,0.59520167
-5.72386193,2.36363048,0.40153048,0.00000000,1.17422190,0.00000000,0.80647142,0.57806460
-5.71785893,2.27486408,0.39197341,0.00000000,1.12532450,0.00000000,0.77605206,0.56014627
-5.71185593,2.18467273,0.38249783,0.00000000,1.07552102,0.00000000,0.74654364,0.54179953
-5.70585293,2.09461222,0.37335256,0.00000000,1.02560277,0.00000000,0.71846949,0.52336490
-5.69984992,2.00615003,0.36476043,0.00000000,0.97632700,0.00000000,0.69230418,0.50515955
-5.69384692,1.92062042,0.35691097,0.00000000,0.92839360,0.00000000,0.66845734,0.48746764
-5.68784392,1.83918589,0.34995426,0.00000000,0.88242491,0.00000000,0.64725985,0.47053213
-5.68184092,1.76280676,0.34399626,0.00000000,0.83894956,0.00000000,0.62895325,0.45454865
-5.67583792,1.69221975,0.33909583,0.00000000,0.79839077,0.00000000,0.61368264,0.43966152
-5.66983492,1.62792633,0.33526353,0.00000000,0.76105958,0.00000000,0.60149338,0.42596205
-5.66383192,1.57019102,0.33246229,0.00000000,0.72715296,0.00000000,0.59233166,0.41348924
-5.65782891,1.51904937,0.33060993,0.00000000,0.69675674,0.00000000,0.58604893,0.40223267
-5.65182591,1.47432487,0.32958350,0.00000000,0.66985292,0.00000000,0.58240999,0.39213745
-5.64582291,1.43565382,0.32922511,0.00000000,0.64633079,0.00000000,0.58110423,0.38311081
-5.63981991,1.40251654,0.32934923,0.00000000,0.62600119,0.00000000,0.58175974,0.37503015
-5.63381691,1.37427344,0.32975100,0.00000000,0.60861298,0.00000000,0.58395951,0.36775189
-5.62781391,1.35020409,0.33021521,0.00000000,0.59387092,0.00000000,0.58725903,0.36112082
-5.62181091,1.32954724,0.33052573,0.00000000,0.58145395,0.00000000,0.59120472,0.35497942
-5.61580790,1.31154019,0.33047474,0.00000000,0.57103308,0.00000000,0.59535220,0.34917671
-5.60980490,1.29545547,0.32987156,0.00000000,0.56228790,0.00000000,0.59928373,0.34357611
-5.60380190,1.28063352,0.32855074,0.00000000,0.55492127,0.00000000,0.60262420,0.33806222
-5.59779890,1.26650988,0.32637880,0.00000000,0.54867130,0.00000000,0.60505481,0.33254595
-5.59179590,1.25263600,0.32325975,0.00000000,0.54332047,0.00000000,0.60632416,0.32696803
-5.58579290,1.23869304,0.31913882,0.00000000,0.53870146,0.00000000,0.60625608,0.32130076
-5.57978989,1.22449826,0.31400452,0.00000000,0.53469967,0.00000000,0.60475421,0.31554793
-5.57378689,1.21000426,0.30788885,0.00000000,0.53125256,0.00000000,0.60180293,0.30974314
-5.56778389,1.19529130,0.30086577,0.00000000,0.52834597,0.00000000,0.59746497,0.30394659
-5.56178089,1.18055367,0.29304805,0.00000000,0.52600780,0.00000000,0.59187575,0.29824066
-5.55577789,1.16608082,0.28458266,0.00000000,0.52429968,0.00000000,0.58523483,0.29272449
-5.54977489,1.15223466,0.27564499,0.00000000,0.52330691,0.00000000,0.57779507,0.28750803
-5.54377189,1.13942430,0.26643219,0.00000000,0.52312757,0.00000000,0.56984995,0.28270568
-5.53776888,1.12807957,0.25715595,0.00000000,0.52386126,0.00000000,0.56171978,0.27843008
