energy_ev,total_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.68184092,1.43158496,0.61462036,0.93382054,0.14835192,0.08617233,0.00804757,0.04405936,0.26821169,0.00000000
-5.67583792,1.47672041,0.62568009,0.96448015,0.14829509,0.09037798,0.00865316,0.04477070,0.27238791,0.00000000
-5.66983492,1.52486233,0.63814197,0.99696599,0.14902414,0.09512735,0.00930164,0.04571649,0.27665148,0.00000000
-5.66383192,1.57544385,0.65177370,1.03086546,0.15046402,0.10039990,0.00999474,0.04688354,0.28094601,0.00000000
-5.65782891,1.62791295,0.66635315,1.06577838,0.15254170,0.10616965,0.01073355,0.04825818,0.28522549,0.00000000
-5.65182591,1.68173279,0.68166991,1.10131898,0.15518620,0.11240404,0.01151831,0.04982582,0.28945409,0.00000000
-5.64582291,1.73638020,0.69752548,1.13711667,0.15832826,0.11906280,0.01234824,0.05157048,0.29360528,0.00000000
-5.63981991,1.79134322,0.71373223,1.17281629,0.16189961,0.12609695,0.01322140,0.05347424,0.29766047,0.00000000
-5.63381691,1.84611883,0.73011176,1.20807843,0.16583221,0.13344811,0.01413455,0.05551669,0.30160742,0.00000000
-5.62781391,1.90021188,0.74649300,1.24258024,0.17005760,0.14104814,0.01508311,0.05767456,0.30543856,0.00000000
-5.62181091,1.95313601,0.76271041,1.27601748,0.17450644,0.14881929,0.01606118,0.05992145,0.30914957,0.00000000
-5.61580790,2.00441757,0.77860283,1.30810793,0.17910850,0.15667495,0.01706157,0.06222778,0.31273821,0.00000000
-5.60980490,2.05360269,0.79401312,1.33859670,0.18379315,0.16452096,0.01807602,0.06456102,0.31620378,0.00000000
-5.60380190,2.10026788,0.80878886,1.36726320,0.18849042,0.17225753,0.01909538,0.06688617,0.31954708,0.00000000
-5.59779890,2.14403398,0.82278424,1.39392983,0.19313260,0.17978172,0.02010989,0.06916649,0.32277106,0.00000000
-5.59179590,2.18458277,0.83586298,1.41847194,0.19765640,0.18699049,0.02110958,0.07136456,0.32588198,0.00000000
-5.58579290,2.22167554,0.84790225,1.44082851,0.20200548,0.19378401,0.02208461,0.07344342,0.32889116,0.00000000
-5.57978989,2.25517240,0.85879726,1.46101287,0.20613332,0.20006925,0.02302571,0.07536801,0.33181690,0.00000000
-5.57378689,2.28505094,0.86846614,1.47912261,0.21000604,0.20576366,0.02392459,0.07710655,0.33468664,0.00000000
-5.56778389,2.31142284,0.87685472,1.49534778,0.21360519,0.21079859,0.02477437,0.07863200,0.33753891,0.00000000
-5.56178089,2.33454673,0.88394075,1.50997642,0.21693005,0.21512247,0.02556994,0.07992343,0.34042491,0.00000000
-5.55577789,2.35483605,0.88973720,1.52339674,0.21999938,0.21870342,0.02630827,0.08096711,0.34340948,0.00000000
-5.54977489,2.37286045,0.89429403,1.53609495,0.22285236,0.22153114,0.02698868,0.08175743,0.34657122,0.00000000
-5.54377189,2.38933987,0.89769840,1.54864849,0.22554849,0.22361797,0.02761299,0.08229745,0.35000164,0.00000000
-5.53776888,2.40513066,0.90007279,1.56171408,0.22816646,0.22499907,0.02818558,0.08259906,0.35380311,0.00000000
-5.53176588,2.42120353,0.90157125,1.57601080,0.23080182,0.22573150,0.02871338,0.08268266,0.35808577,0.00000000
-5.52576288,2.43861369,0.90237350,1.59229830,0.23356353,0.22589245,0.02920568,0.08257658,0.36296331,0.00000000
-5.51975988,2.45846393,0.90267735,1.61135072,0.23656946,0.22557640,0.02967395,0.08231585,0.36854774,0.00000000
-5.51375688,2.48186195,0.90268949,1.63392725,0.23994105,0.22489161,0.03013142,0.08194086,0.37494349,0.00000000
-5.50775388,2.50987352,0.90261531,1.66074038,0.24379725,0.22395583,0.03059269,0.08149554,0.38224101,0.00000000
-5.50175088,2.54347366,0.90264810,1.69242311,0.24824817,0.22289155,0.03107324,0.08102540,0.39051021,0.00000000
-5.49574787,2.58349794,0.90295824,1.72949677,0.25338858,0.22182108,0.03158887,0.08057550,0.39979420,0.00000000
-5.48974487,2.63059648,0.90368311,1.77234074,0.25929184,0.22086145,0.03215506,0.08018833,0.41010360,0.00000000
-5.48374187,2.68519282,0.90491808,1.82116583,0.26600433,0.22011967,0.03278644,0.07990187,0.42141190,0.00000000
-5.47773887,2.74745025,0.90670944,1.87599273,0.27354102,0.21968832,0.03349613,0.07974786,0.43365213,0.00000000
-5.47173587,2.81724728,0.90904940,1.93663671,0.28188215,0.21964189,0.03429524,0.07975036,0.44671520,0.00000000
-5.46573287,2.89416414,0.91187376,2.00269988,0.29097153,0.22003383,0.03519231,0.07992473,0.46045005,0.00000000
-5.45972986,2.97748144,0.91506242,2.07357146,0.30071651,0.22089466,0.03619291,0.08027702,0.47466584,0.00000000
-5.45372686,3.06619148,0.91844270,2.14843684,0.31098961,0.22223110,0.03729930,0.08080392,0.48913607,0.00000000
-5.44772386,3.15902246,0.92179551,2.22629510,0.32163200,0.22402625,0.03851024,0.08149309,0.50360462,0.00000000
-5.44172086,3.25447477,0.92486406,2.30598489,0.33245863,0.22624091,0.03982090,0.08232411,0.51779350,0.00000000
-5.43571786,3.35086835,0.92736474,2.38621783,0.34326468,0.22881587,0.04122294,0.08326969,0.53141207,0.00000000
-5.42971486,3.44639933,0.92899972,2.46561822,0.35383335,0.23167511,0.04270471,0.08429738,0.54416718,0.00000000
-5.42371186,3.53920365,0.92947059,2.54276771,0.36394441,0.23472975,0.04425164,0.08537146,0.55577404,0.00000000
-5.41770885,3.62742509,0.92849242,2.61625318,0.37338315,0.23788253,0.04584672,0.08645502,0.56596707,0.00000000
-5.41170585,3.70928490,0.92580760,2.68471593,0.38194938,0.24103266,0.04747116,0.08751211,0.57451041,0.00000000
-5.40570285,3.78314987,0.92119870,2.74690012,0.38946600,0.24408073,0.04910510,0.08850976,0.58120754,0.00000000
-5.39969985,3.84759602,0.91449977,2.80169853,0.39578669,0.24693350,0.05072838,0.08941995,0.58590948,0.00000000
-5.39369685,3.90146493,0.90560551,2.84819370,0.40080233,0.24950833,0.05232144,0.09022113,0.58852131,0.00000000
-5.38769385,3.94391040,0.89447790,2.88569259,0.40444587,0.25173703,0.05386604,0.09089952,0.58900652,0.00000000
-5.38169085,3.97443304,0.88114993,2.91375345,0.40669531,0.25356890,0.05534608,0.09144988,0.58738917,0.00000000
-5.37568784,3.99290151,0.86572628,2.93220367,0.40757470,0.25497291,0.05674826,0.09187587,0.58375361,0.00000000
-5.36968484,3.99955931,0.84838096,2.94114777,0.40715305,0.25593878,0.05806257,0.09218983,0.57824184,0.00000000
-5.36368184,3.99501684,0.82935200,2.94096539,0.40554119,0.25647706,0.05928260,0.09241208,0.57104861,0.00000000
-5.35767884,3.98022906,0.80893353,2.93229917,0.40288665,0.25661808,0.06040574,0.09256985,0.56241455,0.00000000
-5.35167584,3.95645979,0.78746553,2.91603321,0.39936700,0.25640984,0.06143305,0.09269563,0.55261752,0.00000000
-5.34567284,3.92523427,0.76532190,2.89326298,0.39518167,0.25591504,0.06236892,0.09282538,0.54196278,0.00000000
-5.33966983,3.88828200,0.74289724,2.86525790,0.39054292,0.25520733,0.06322060,0.09299631,0.53077223,0.00000000
-5.33366683,3.84747246,0.72059312,2.83341824,0.38566618,0.25436692,0.06399742,0.09324475,0.51937328,0.00000000
-5.32766383,3.80474639,0.69880427,2.79922813,0.38076039,0.25347594,0.06471002,0.09360381,0.50808783,0.00000000
-5.32166083,3.76204570,0.67790546,2.76420636,0.37601865,0.25261362,0.06536928,0.09410130,0.49722177,0.00000000
-5.31565783,3.72124477,0.65823946,2.72985716,0.37160980,0.25185167,0.06598542,0.09475783,0.48705546,0.00000000
-5.30965483,3.68408597,0.64010658,2.69762257,0.36767116,0.25125002,0.06656698,0.09558521,0.47783546,0.00000000
-5.30365183,3.65212196,0.62375624,2.66883826,0.36430289,0.25085326,0.06711998,0.09658529,0.46976781,0.00000000
-5.29764882,3.62666686,0.60938071,2.64469423,0.36156417,0.25068781,0.06764716,0.09774930,0.46301312,0.00000000
-5.29164582,3.60875787,0.59711125,2.62620170,0.35947141,0.25076012,0.06814747,0.09905773,0.45768344,0.00000000
-5.28564282,3.59912864,0.58701664,2.61416703,0.35799844,0.25105591,0.06861584,0.10048065,0.45384101,0.00000000
-5.27963982,3.59819487,0.57910413,2.60917336,0.35707887,0.25154054,0.06904310,0.10197869,0.45149881,0.00000000
-5.27363682,3.60605215,0.57332246,2.61157030,0.35661014,0.25216041,0.06941629,0.10350439,0.45062278,0.00000000
-5.26763382,3.62248571,0.56956690,2.62147147,0.35645936,0.25284547,0.06971920,0.10500405,0.45113548,0.00000000
-5.26163082,3.64699087,0.56768587,2.63875983,0.35647036,0.25351244,0.06993313,0.10641988,0.45292100,0.00000000
-5.25562781,3.67880313,0.56748889,2.66309996,0.35647181,0.25406887,0.07003785,0.10769235,0.45583077,0.00000000
-5.24962481,3.71693593,0.56875529,2.69395670,0.35628572,0.25441758,0.07001268,0.10876270,0.45969017,0.00000000
-5.24362181,3.76022447,0.57124361,2.73061914,0.35573617,0.25446134,0.06983771,0.10957541,0.46430535,0.00000000
-5.23761881,3.80737344,0.57470093,2.77222888,0.35465764,0.25410757,0.06949489,0.11008053,0.46947033,0.00000000
-5.23161581,3.85700666,0.57887217,2.81781153,0.35290262,0.25327277,0.06896917,0.11023579,0.47497387,0.00000000
-5.22561281,3.90771680,0.58350870,2.86631017,0.35034817,0.25188646,0.06824942,0.11000838,0.48060600,0.00000000
-5.21960980,3.95811334,0.58837624,2.91661984,0.34690110,0.24989448,0.06732918,0.10937625,0.48616406,0.00000000
-5.21360680,4.00686712,0.59326171,2.96762183,0.34250164,0.24726150,0.06620720,0.10832905,0.49145799,0.00000000
-5.20760380,4.05275036,0.59797889,3.01821679,0.33712535,0.24397255,0.06488768,0.10686843,0.49631484,0.00000000
-5.20160080,4.09467081,0.60237285,3.06735591,0.33078347,0.24003371,0.06338024,0.10500794,0.50058250,0.00000000
-5.19559780,4.13169954,0.60632289,3.11406912,0.32352153,0.23547173,0.06169964,0.10277240,0.50413239,0.00000000
-5.18959480,4.16309170,0.60974423,3.15748977,0.31541654,0.23033290,0.05986526,0.10019682,0.50686134,0.00000000
-5.18359180,4.18830000,0.61258829,3.19687518,0.30657290,0.22468097,0.05790038,0.09732498,0.50869255,0.00000000
-5.17758879,4.20698114,0.61484165,3.23162258,0.29711726,0.21859456,0.05583128,0.09420765,0.50957570,0.00000000
-5.17158579,4.21899507,0.61652384,3.26128007,0.28719272,0.21216392,0.05368630,0.09090067,0.50948626,0.00000000
-5.16558279,4.22439786,0.61768400,3.28555256,0.27695260,0.20548750,0.05149479,0.08746290,0.50842403,0.00000000
-5.15957979,4.22342843,0.61839661,3.30430240,0.26655413,0.19866823,0.04928613,0.08395411,0.50641110,0.00000000
-5.15357679,4.21649017,0.61875639,3.31754509,0.25615231,0.19180993,0.04708882,0.08043299,0.50348916,0.00000000
-5.14757379,4.20412803,0.61887265,3.32544010,0.24589431,0.18501384,0.04492966,0.07695530,0.49971646,0.00000000
-5.14157079,4.18700224,0.61886314,3.32827745,0.23591449,0.17837546,0.04283313,0.07357227,0.49516429,0.00000000
-5.13556778,4.16585959,0.61884784,3.32646036,0.22633031,0.17198183,0.04082086,0.07032920,0.48991334,0.00000000
-5.12956478,4.14150337,0.61894264,3.32048511,0.21723926,0.16590936,0.03891138,0.06726446,0.48404991,0.00000000
-5.12356178,4.11476319,0.61925347,3.31091854,0.20871676,0.16022213,0.03711998,0.06440877,0.47766212,0.00000000
-5.11755878,4.08646570,0.61987077,3.29837449,0.20081520,0.15497088,0.03545877,0.06178484,0.47083638,0.00000000
-5.11155578,4.05740740,0.62086486,3.28349008,0.19356396,0.15019251,0.03393686,0.05940734,0.46365412,0.00000000
-5.10555278,4.02833058,0.62228220,3.26690276,0.18697040,0.14591016,0.03256067,0.05728318,0.45618894,0.00000000
-5.09954977,3.99990327,0.62414279,3.24922938,0.18102168,0.14213380,0.03133431,0.05541202,0.44850442,0.00000000
-5.09354677,3.97270388,0.62643891,3.23104794,0.17568733,0.13886125,0.03025999,0.05378704,0.44065247,0.00000000
-5.08754377,3.94721130,0.62913514,3.21288288,0.17092228,0.13607955,0.02933848,0.05239592,0.43267252,0.00000000
-5.08154077,3.92380046,0.63216986,3.19519454,0.16667040,0.13376660,0.02856953,0.05122190,0.42459142,0.00000000
-5.07553777,3.90274357,0.63545805,3.17837300,0.16286816,0.13189300,0.02795220,0.05024490,0.41642418,0.00000000
-5.06953477,3.88421674,0.63889534,3.16273647,0.15944839,0.13042396,0.02748520,0.04944275,0.40817530,0.00000000
-5.06353177,3.86831135,0.64236313,3.14853397,0.15634391,0.12932123,0.02716711,0.04879230,0.39984091,0.00000000
-5.05752876,3.85504932,0.64573447,3.13595194,0.15349094,0.12854492,0.02699654,0.04827051,0.39141133,0.00000000
-5.05152576,3.84440136,0.64888046,3.12512401,0.15083211,0.12805520,0.02697216,0.04785544,0.38287397,0.00000000
-5.04552276,3.83630673,0.65167681,3.11614308,0.14831893,0.12781379,0.02709274,0.04752704,0.37421645,0.00000000
-5.03951976,3.83069327,0.65401018,3.10907461,0.14591382,0.12778514,0.02735701,0.04726788,0.36542970,0.00000000
-5.03351676,3.82749620,0.65578398,3.10397008,0.14359136,0.12793740,0.02776360,0.04706353,0.35651079,0.00000000
-5.02751376,3.82667437,0.65692318,3.10087942,0.14133893,0.12824295,0.02831079,0.04690295,0.34746537,0.00000000
-5.02151076,3.82822260,0.65737804,3.09986123,0.13915667,0.12867875,0.02899638,0.04677849,0.33830953,0.00000000
-5.01550775,3.83217910,0.65712625,3.10099000,0.13705679,0.12922622,0.02981740,0.04668585,0.32907092,0.00000000
-5.00950475,3.83862718,0.65617363,3.10435940,0.13506225,0.12987097,0.03076992,0.04662379,0.31978909,0.00000000
-5.00350175,3.84769081,0.65455299,3.11008113,0.13320487,0.13060211,0.03184883,0.04659367,0.31051490,0.00000000
-4.99749875,3.85952390,0.65232148,3.11827914,0.13152304,0.13141149,0.03304761,0.04659896,0.30130921,0.00000000
-4.99149575,3.87429365,0.64955639,3.12907926,0.13005905,0.13229263,0.03435814,0.04664454,0.29224069,0.00000000
-4.98549275,3.89215873,0.64634962,3.14259454,0.12885625,0.13323970,0.03577051,0.04673600,0.28338301,0.00000000
-4.97948974,3.91324326,0.64280121,3.15890722,0.12795606,0.13424629,0.03727291,0.04687893,0.27481150,0.00000000
-4.97348674,3.93760816,0.63901222,3.17804810,0.12739510,0.13530435,0.03885145,0.04707818,0.26659953,0.00000000
-4.96748374,3.96522148,0.63507737,3.19997462,0.12720251,0.13640312,0.04049016,0.04733719,0.25881471,0.00000000
-4.96148074,3.99592949,0.63107796,3.22454920,0.12739752,0.13752829,0.04217091,0.04765744,0.25151530,0.00000000
-4.95547774,4.02943071,0.62707533,3.25151911,0.12798759,0.13866126,0.04387347,0.04803792,0.24474682,0.00000000
-4.94947474,4.06525453,0.62310551,3.28049962,0.12896693,0.13977881,0.04557557,0.04847484,0.23853930,0.00000000
-4.94347174,4.10274644,0.61917514,3.31096171,0.13031573,0.14085287,0.04725315,0.04896141,0.23290515,0.00000000
-4.93746873,4.14106122,0.61525913,3.34222588,0.13200004,0.14185075,0.04888053,0.04948787,0.22783787,0.00000000
-4.93146573,4.17916548,0.61130021,3.37346277,0.13397226,0.14273560,0.05043082,0.05004159,0.22331169,0.00000000
-4.92546273,4.21585008,0.60721039,3.40370170,0.13617236,0.14346719,0.05187635,0.05060747,0.21928214,0.00000000
-4.91945973,4.24975299,0.60287435,3.43184714,0.13852967,0.14400300,0.05318916,0.05116832,0.21568759,0.00000000
-4.91345673,4.27939202,0.59815474,3.45670320,0.14096531,0.14429950,0.05434167,0.05170561,0.21245163,0.00000000
-4.90745373,4.30320675,0.59289894,3.47700556,0.14339501,0.14431368,0.05530731,0.05220012,0.20948627,0.00000000
-4.90145073,4.31960837,0.58694718,3.49145988,0.14573239,0.14400468,0.05606126,0.05263283,0.20669570,0.00000000
-4.89544772,4.32703540,0.58014154,3.49878531,0.14789237,0.14333552,0.05658118,0.05298583,0.20398059,0.00000000
-4.88944472,4.32401324,0.57233540,3.49776134,0.14979485,0.14227478,0.05684792,0.05324327,0.20124255,0.00000000
-4.88344172,4.30921497,0.56340287,3.48727618,0.15136822,0.14079828,0.05684623,0.05339228,0.19838870,0.00000000
-4.87743872,4.28152075,0.55324787,3.46637435,0.15255278,0.13889050,0.05656536,0.05342388,0.19533605,0.00000000
-4.87143572,4.24007312,0.54181221,3.43430148,0.15330387,0.13654587,0.05599951,0.05333384,0.19201556,0.00000000
-4.86543272,4.18432563,0.52908253,3.39054412,0.15359459,0.13376977,0.05514823,0.05312335,0.18837562,0.00000000
-4.85942971,4.11408260,0.51509563,3.33486284,0.15341792,0.13057916,0.05401657,0.05279968,0.18438490,0.00000000
-4.85342671,4.02952805,0.49994199,3.26731677,0.15278837,0.12700294,0.05261511,0.05237655,0.18003438,0.00000000
-4.84742371,3.93124237,0.48376744,3.18827871,0.15174282,0.12308182,0.05095978,0.05187438,0.17533859,0.00000000
-4.84142071,3.82020601,0.46677282,3.09843976,0.15034072,0.11886793,0.04907149,0.05132038,0.17033583,0.00000000
-4.83541771,3.69778982,0.44921171,2.99880338,0.14866355,0.11442398,0.04697564,0.05074831,0.16508763,0.00000000
-4.82941471,3.56573249,0.43138642,2.89066908,0.14681348,0.10982216,0.04470140,0.05019815,0.15967731,0.00000000
-4.82341171,3.42610599,0.41364236,2.77560637,0.14491141,0.10514265,0.04228094,0.04971545,0.15420773,0.00000000
-4.81740870,3.28127041,0.39636104,2.65542013,0.14309425,0.10047198,0.03974856,0.04935051,0.14879846,0.00000000
-4.81140570,3.13381999,0.37995209,2.53210878,0.14151171,0.09590114,0.03713978,0.04915739,0.14358231,0.00000000
-4.80540270,2.98652252,0.36484438,2.40781698,0.14032246,0.09152360,0.03449040,0.04919267,0.13870147,0.00000000
-4.79939970,2.84225419,0.35147676,2.28478463,0.13969001,0.08743329,0.03183561,0.04951414,0.13430336,0.00000000
-4.79339670,2.70393239,0.34028849,2.16529407,0.13977819,0.08372250,0.02920921,0.05017932,0.13053639,0.00000000
-4.78739370,2.57444843,0.33170977,2.05161719,0.14074648,0.08047996,0.02664285,0.05124389,0.12754558,0.00000000
-4.78139070,2.45660232,0.32615235,1.94596416,0.14274532,0.07778891,0.02416547,0.05276011,0.12546840,0.00000000
-4.77538769,2.35304125,0.32400064,1.85043509,0.14591145,0.07572544,0.02180286,0.05477523,0.12443076,0.00000000
-4.76938469,2.26620320,0.32560313,1.76697587,0.15036352,0.07435691,0.01957732,0.05732998,0.12454332,0.00000000
-4.76338169,2.19826677,0.33126451,1.69733890,0.15619797,0.07374069,0.01750754,0.06045708,0.12589818,0.00000000
-4.75737869,2.15110781,0.34123825,1.64304937,0.16348545,0.07392298,0.01560859,0.06417999,0.12856601,0.00000000
-4.75137569,2.12626328,0.35571985,1.60537722,0.17226774,0.07493804,0.01389200,0.06851180,0.13259364,0.00000000
-4.74537269,2.12490241,0.37484077,1.58531497,0.18255541,0.07680745,0.01236598,0.07345434,0.13800222,0.00000000
-4.73936968,2.14780512,0.39866300,1.58356104,0.19432625,0.07953975,0.01103572,0.07899762,0.14478591,0.00000000
-4.73336668,2.19534723,0.42717443,1.60050854,0.20752450,0.08313018,0.00990374,0.08511950,0.15291109,0.00000000
-4.72736368,2.26749232,0.46028495,1.63623892,0.22206101,0.08756066,0.00897025,0.09178570,0.16231621,0.00000000
-4.72136068,2.36378974,0.49782362,1.69052040,0.23781429,0.09279999,0.00823354,0.09895010,0.17291215,0.00000000
-4.71535768,2.48337862,0.53953683,1.76281058,0.25463249,0.09880407,0.00769032,0.10655545,0.18458323,0.00000000
-4.70935468,2.62499752,0.58508771,1.85226334,0.27233624,0.10551650,0.00733610,0.11453426,0.19718868,0.00000000
-4.70335168,2.78699969,0.63405703,1.95773958,0.29072232,0.11286913,0.00716541,0.12281005,0.21056479,0.00000000
-4.69734867,2.96737393,0.68594570,2.07782210,0.30956807,0.12078286,0.00717207,0.13129887,0.22452747,0.00000000
-4.69134567,3.16377117,0.74017908,2.21083443,0.32863635,0.12916863,0.00734934,0.13991088,0.23887536,0.00000000
-4.68534267,3.37353676,0.79611329,2.35486385,0.34768103,0.13792843,0.00769002,0.14855231,0.25339347,0.00000000
-4.67933967,3.59374871,0.85304358,2.50778870,0.36645275,0.14695661,0.00818655,0.15712726,0.26785710,0.00000000
-4.67333667,3.82126180,0.91021480,2.66731008,0.38470476,0.15614124,0.00883098,0.16553977,0.28203622,0.00000000
-4.66733367,4.05275740,0.96683400,2.83098782,0.40219872,0.16536572,0.00961501,0.17369570,0.29570005,0.00000000
-4.66133067,4.28479881,1.02208492,2.99628060,0.41871023,0.17451043,0.01052993,0.18150461,0.30862186,0.00000000
-4.65532766,4.51389124,1.07514418,3.16058983,0.43403387,0.18345465,0.01156664,0.18888150,0.32058387,0.00000000
-4.64932466,4.73654575,1.12519881,3.32130656,0.44798763,0.19207849,0.01271564,0.19574834,0.33138203,0.00000000
-4.64332166,4.94934581,1.17146466,3.47586072,0.46041655,0.20026498,0.01396705,0.20203545,0.34083072,0.00000000
