energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.03021028,-1.03023893,0.00484038,-0.00484133,0.01565346,-0.01565745,0.44061512,-0.44063788,0.25789796,-0.25790915,0.05600096,-0.05601438,0.05221872,-0.05222303,0.03635532,-0.03635399,0.53291591,-0.53292505
-5.99399700,1.03816279,-1.03818350,0.00500382,-0.00500468,0.01708462,-0.01708925,0.44725089,-0.44727296,0.25832814,-0.25833548,0.06100006,-0.06101558,0.05380347,-0.05380798,0.03617765,-0.03617575,0.53649976,-0.53650459
-5.98799400,1.04533683,-1.04534987,0.00514419,-0.00514494,0.01876133,-0.01876661,0.45422258,-0.45424407,0.25797150,-0.25797494,0.06678683,-0.06680449,0.05553523,-0.05553994,0.03589231,-0.03588986,0.53959101,-0.53959169
-5.98199100,1.05184157,-1.05184732,0.00525818,-0.00525881,0.02067993,-0.02068584,0.46160572,-0.46162679,0.25683200,-0.25683154,0.07336705,-0.07338688,0.05741964,-0.05742456,0.03550727,-0.03550432,0.54225205,-0.54224878
-5.97598799,1.05780156,-1.05780049,0.00534301,-0.00534350,0.02283515,-0.02284169,0.46947830,-0.46949911,0.25492344,-0.25491911,0.08073959,-0.08076159,0.05946138,-0.05946652,0.03503085,-0.03502744,0.54455403,-0.54454706
-5.96998499,1.06334419,-1.06333678,0.00539645,-0.00539680,0.02521923,-0.02522637,0.47791145,-0.47793215,0.25226910,-0.25226099,0.08889300,-0.08891715,0.06166299,-0.06166836,0.03447152,-0.03446768,0.54657056,-0.54656016
-5.96398199,1.06858777,-1.06857454,0.00541692,-0.00541711,0.02782099,-0.02782870,0.48696050,-0.48698121,0.24890138,-0.24888962,0.09780252,-0.09782875,0.06402381,-0.06402941,0.03383773,-0.03383351,0.54837161,-0.54835807
-5.95797899,1.07363076,-1.07361223,0.00540353,-0.00540357,0.03062507,-0.03063332,0.49665665,-0.49667745,0.24486137,-0.24484614,0.10742743,-0.10745562,0.06653898,-0.06654481,0.03313778,-0.03313322,0.55001799,-0.55000161
-5.95197599,1.07854264,-1.07851929,0.00535611,-0.00535599,0.03361138,-0.03362011,0.50699987,-0.50702078,0.24019842,-0.24017996,0.11770893,-0.11773889,0.06919871,-0.06920475,0.03237975,-0.03237488,0.55155658,-0.55153762
-5.94597299,1.08335656,-1.08332888,0.00527521,-0.00527493,0.03675466,-0.03676379,0.51795320,-0.51797416,0.23496956,-0.23494814,0.12856871,-0.12860022,0.07198768,-0.07199389,0.03157138,-0.03156627,0.55301644,-0.55299518
-5.93996998,1.08806447,-1.08803286,0.00516206,-0.00516162,0.04002429,-0.04003375,0.52943899,-0.52945987,0.22923886,-0.22921481,0.13990841,-0.13994117,0.07488479,-0.07489116,0.03072010,-0.03071477,0.55440612,-0.55438281
-5.93396698,1.09261457,-1.09257940,0.00501856,-0.00501799,0.04338447,-0.04339415,0.54133721,-0.54135781,0.22307669,-0.22305037,0.15160986,-0.15164354,0.07786328,-0.07786975,0.02983290,-0.02982740,0.55571224,-0.55568709
-5.92796398,1.09691168,-1.09687326,0.00484722,-0.00484651,0.04679453,-0.04680432,0.55348621,-0.55350624,0.21655881,-0.21653062,0.16353641,-0.16357060,0.08089109,-0.08089761,0.02891639,-0.02891077,0.55689935,-0.55687258
-5.92196098,1.10082027,-1.10077888,0.00465102,-0.00465019,0.05020965,-0.05021943,0.56568570,-0.56570480,0.20976546,-0.20973583,0.17553519,-0.17556947,0.08393167,-0.08393818,0.02797677,-0.02797108,0.55791131,-0.55788308
-5.91595798,1.10417039,-1.10412625,0.00443339,-0.00443246,0.05358184,-0.05359148,0.57770225,-0.57772002,0.20278027,-0.20274967,0.18744042,-0.18747431,0.08694511,-0.08695155,0.02701982,-0.02701409,0.55867400,-0.55864447
-5.90995498,1.10676617,-1.10671949,0.00419806,-0.00419705,0.05686112,-0.05687049,0.58927701,-0.58929301,0.19568924,-0.19565815,0.19907755,-0.19911057,0.08988961,-0.08989591,0.02605094,-0.02604521,0.55909941,-0.55906872
-5.90395198,1.10839671,-1.10834768,0.00394894,-0.00394786,0.05999703,-0.06000598,0.60013537,-0.60014913,0.18857968,-0.18854856,0.21026831,-0.21029996,0.09272321,-0.09272932,0.02507513,-0.02506945,0.55909093,-0.55905922
-5.89794897,1.10884901,-1.10879783,0.00369003,-0.00368891,0.06294022,-0.06294864,0.60999825,-0.61000933,0.18153912,-0.18150848,0.22083628,-0.22086608,0.09540577,-0.09541164,0.02409708,-0.02409147,0.55854967,-0.55851708
-5.89194597,1.10792223,-1.10786915,0.00342531,-0.00342416,0.06564425,-0.06565202,0.61859455,-0.61860253,0.17465444,-0.17462475,0.23061296,-0.23064048,0.09790108,-0.09790667,0.02312115,-0.02311566,0.55738151,-0.55734819
-5.88594297,1.10544294,-1.10538826,0.00315860,-0.00315743,0.06806736,-0.06807437,0.62567424,-0.62567877,0.16801097,-0.16798269,0.23944399,-0.23946882,0.10017900,-0.10018430,0.02215148,-0.02214614,0.55550465,-0.55547078
-5.87993997,1.10128035,-1.10122447,0.00289351,-0.00289235,0.07017421,-0.07018038,0.63102137,-0.63102220,0.16169178,-0.16166537,0.24719518,-0.24721699,0.10221757,-0.10222258,0.02119201,-0.02118685,0.55285719,-0.55282300
-5.87393697,1.09536107,-1.09530449,0.00263334,-0.00263220,0.07193752,-0.07194279,0.63446666,-0.63446364,0.15577713,-0.15575299,0.25375830,-0.25377684,0.10400494,-0.10400968,0.02024657,-0.02024162,0.54940456,-0.54937032
-5.86793397,1.08768236,-1.08762572,0.00238103,-0.00237992,0.07333947,-0.07334381,0.63589879,-0.63589191,0.15034393,-0.15032246,0.25905606,-0.25907117,0.10554107,-0.10554561,0.01931898,-0.01931425,0.54514623,-0.54511227
-5.86193097,1.07832339,-1.07826749,0.00213910,-0.00213804,0.07437281,-0.07437622,0.63527403,-0.63526346,0.14546545,-0.14544700,0.26304627,-0.26305790,0.10683907,-0.10684349,0.01841307,-0.01840859,0.54012147,-0.54008819
-5.85592796,1.06745369,-1.06739947,0.00190964,-0.00190864,0.07504164,-0.07504415,0.63262370,-0.63260977,0.14121102,-0.14119591,0.26572475,-0.26573295,0.10792607,-0.10793049,0.01753283,-0.01752862,0.53441382,-0.53438171
-5.84992496,1.05533830,-1.05528689,0.00169431,-0.00169337,0.07536175,-0.07536341,0.62805907,-0.62804229,0.13764583,-0.13763432,0.26712699,-0.26713193,0.10884363,-0.10884820,0.01668244,-0.01667851,0.52815397,-0.52812359
-5.84392196,1.04233931,-1.04229199,0.00149430,-0.00149343,0.07536049,-0.07536141,0.62177340,-0.62175446,0.13483074,-0.13482306,0.26732836,-0.26733032,0.10964759,-0.10965250,0.01586636,-0.01586273,0.52152089,-0.52149287
-5.83791896,1.02891340,-1.02887161,0.00131040,-0.00130960,0.07507625,-0.07507654,0.61404110,-0.61402086,0.13282209,-0.13281843,0.26644280,-0.26644216,0.11040737,-0.11041283,0.01508935,-0.01508603,0.51474109,-0.51471614
-5.83191596,1.01560553,-1.01557084,0.00114302,-0.00114230,0.07455737,-0.07455719,0.60521396,-0.60519344,0.13167146,-0.13167196,0.26462007,-0.26461730,0.11120468,-0.11121092,0.01435654,-0.01435353,0.50808598,-0.50806487
-5.82591296,1.00303875,-1.00301283,0.00099221,-0.00099156,0.07386074,-0.07386025,0.59571451,-0.59569489,0.13142542,-0.13143018,0.26204161,-0.26203728,0.11213173,-0.11213899,0.01367338,-0.01367070,0.50186738,-0.50185095
-5.81990995,0.99190054,-0.99188513,0.00085773,-0.00085715,0.07304991,-0.07304930,0.58602692,-0.58600947,0.13212516,-0.13213423,0.25891523,-0.25890996,0.11328892,-0.11329746,0.01304566,-0.01304331,0.49643138,-0.49642048
-5.81390695,0.98292615,-0.98292302,0.00073908,-0.00073857,0.07219295,-0.07219242,0.57668557,-0.57667167,0.13380608,-0.13381949,0.25546871,-0.25546315,0.11478219,-0.11479227,0.01247947,-0.01247746,0.49215058,-0.49214610
-5.80790395,0.97687941,-0.97689032,0.00063557,-0.00063513,0.07136006,-0.07135979,0.56826182,-0.56825290,0.13649734,-0.13651505,0.25194270,-0.25193754,0.11671993,-0.11673180,0.01198110,-0.01197944,0.48941525,-0.48941807
-5.80190095,0.97453180,-0.97455844,0.00054636,-0.00054598,0.07062102,-0.07062121,0.56134938,-0.56134689,0.14022126,-0.14024322,0.24858311,-0.24857904,0.11920979,-0.11922370,0.01155696,-0.01155565,0.48862339,-0.48863437
-5.79589795,0.97664040,-0.97668435,0.00047050,-0.00047018,0.07004264,-0.07004348,0.55654871,-0.55655408,0.14499281,-0.14501893,0.24563332,-0.24563100,0.12235524,-0.12237142,0.01121347,-0.01121251,0.49017023,-0.49019018
-5.78989495,0.98392537,-0.98398805,0.00040696,-0.00040670,0.06968628,-0.06968791,0.55445087,-0.55446548,0.15081897,-0.15084912,0.24332651,-0.24332656,0.12625221,-0.12627084,0.01095688,-0.01095628,0.49443731,-0.49446698
-5.78389195,0.99704787,-0.99713048,0.00035472,-0.00035450,0.06960545,-0.06960801,0.55562135,-0.55564650,0.15769809,-0.15773212,0.24187828,-0.24188125,0.13098571,-0.13100694,0.01079316,-0.01079293,0.50178157,-0.50182162
