energy_ev,total_up,Ge_p_up,Ge_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-6.00000000,1.49616407,0.27616905,0.00000000,0.59990418,0.23209500,0.42363445,0.00000000
-5.99399700,1.43380913,0.26857570,0.00000000,0.56211592,0.22203223,0.39287625,0.00000000
-5.98799400,1.37294528,0.26108730,0.00000000,0.52563764,0.21220811,0.36317917,0.00000000
-5.98199100,1.31402279,0.25370405,0.00000000,0.49073093,0.20269269,0.33484485,0.00000000
-5.97598799,1.25745135,0.24642579,0.00000000,0.45762712,0.19354702,0.30815120,0.00000000
-5.96998499,1.20360117,0.23925403,0.00000000,0.42652707,0.18482359,0.28334849,0.00000000
-5.96398199,1.15280499,0.23219375,0.00000000,0.39760136,0.17656705,0.26065631,0.00000000
-5.95797899,1.10536054,0.22525482,0.00000000,0.37099080,0.16881503,0.24026130,0.00000000
-5.95197599,1.06153298,0.21845297,0.00000000,0.34680714,0.16159906,0.22231547,0.00000000
-5.94597299,1.02155688,0.21181033,0.00000000,0.32513390,0.15494531,0.20693530,0.00000000
-5.93996998,0.98563706,0.20535542,0.00000000,0.30602714,0.14887533,0.19420123,0.00000000
-5.93396698,0.95394818,0.19912252,0.00000000,0.28951610,0.14340645,0.18415755,0.00000000
-5.92796398,0.92663251,0.19315065,0.00000000,0.27560363,0.13855196,0.17681258,0.00000000
-5.92196098,0.90379602,0.18748190,0.00000000,0.26426636,0.13432096,0.17213894,0.00000000
-5.91595798,0.88550272,0.18215943,0.00000000,0.25545460,0.13071791,0.17007400,0.00000000
-5.90995498,0.87176751,0.17722513,0.00000000,0.24909204,0.12774189,0.17052035,0.00000000
-5.90395198,0.86254812,0.17271699,0.00000000,0.24507531,0.12538567,0.17334640,0.00000000
-5.89794897,0.85773666,0.16866651,0.00000000,0.24327354,0.12363461,0.17838717,0.00000000
-5.89194597,0.85715151,0.16509612,0.00000000,0.24352811,0.12246556,0.18544531,0.00000000
-5.88594297,0.86053049,0.16201688,0.00000000,0.24565276,0.12184584,0.19429256,0.00000000
-5.87993997,0.86752593,0.15942651,0.00000000,0.24943422,0.12173246,0.20467182,0.00000000
-5.87393697,0.87770262,0.15730809,0.00000000,0.25463360,0.12207163,0.21629978,0.00000000
-5.86793397,0.89053908,0.15562925,0.00000000,0.26098865,0.12279872,0.22887047,0.00000000
-5.86193097,0.90543279,0.15434217,0.00000000,0.26821695,0.12383873,0.24205964,0.00000000
-5.85592796,0.92170945,0.15338434,0.00000000,0.27602026,0.12510727,0.25553002,0.00000000
-5.84992496,0.93863636,0.15268008,0.00000000,0.28408967,0.12651212,0.26893752,0.00000000
-5.84392196,0.95543961,0.15214272,0.00000000,0.29211188,0.12795529,0.28193810,0.00000000
-5.83791896,0.97132439,0.15167746,0.00000000,0.29977603,0.12933553,0.29419527,0.00000000
-5.83191596,0.98549789,0.15118472,0.00000000,0.30678113,0.13055124,0.30538795,0.00000000
-5.82591296,0.99719349,0.15056375,0.00000000,0.31284370,0.13150352,0.31521836,0.00000000
-5.81990995,1.00569533,0.14971650,0.00000000,0.31770527,0.13209932,0.32341967,0.00000000
-5.81390695,1.01036204,0.14855132,0.00000000,0.32113944,0.13225460,0.32976305,0.00000000
-5.80790395,1.01064836,0.14698654,0.00000000,0.32295815,0.13189710,0.33406382,0.00000000
-5.80190095,1.00612364,0.14495356,0.00000000,0.32301684,0.13096881,0.33618633,0.00000000
-5.79589795,0.99648627,0.14239945,0.00000000,0.32121825,0.12942796,0.33604742,0.00000000
-5.78989495,0.98157329,0.13928878,0.00000000,0.31751464,0.12725028,0.33361813,0.00000000
-5.78389195,0.96136475,0.13560478,0.00000000,0.31190832,0.12442972,0.32892379,0.00000000
-5.77788894,0.93598266,0.13134963,0.00000000,0.30445049,0.12097837,0.32204211,0.00000000
-5.77188594,0.90568450,0.12654398,0.00000000,0.29523837,0.11692570,0.31309977,0.00000000
-5.76588294,0.87085192,0.12122578,0.00000000,0.28441082,0.11231721,0.30226725,0.00000000
-5.75987994,0.83197502,0.11544831,0.00000000,0.27214265,0.10721245,0.28975251,0.00000000
-5.75387694,0.78963331,0.10927783,0.00000000,0.25863789,0.10168258,0.27579351,0.00000000
-5.74787394,0.74447404,0.10279072,0.00000000,0.24412235,0.09580770,0.26065008,0.00000000
-5.74187094,0.69718931,0.09607043,0.00000000,0.22883579,0.08967383,0.24459552,0.00000000
-5.73586793,0.64849274,0.08920427,0.00000000,0.21302413,0.08336999,0.22790818,0.00000000
-5.72986493,0.59909695,0.08228034,0.00000000,0.19693193,0.07698523,0.21086341,0.00000000
-5.72386193,0.54969276,0.07538456,0.00000000,0.18079545,0.07060599,0.19372632,0.00000000
-5.71785893,0.50093075,0.06859813,0.00000000,0.16483668,0.06431371,0.17674534,0.00000000
-5.71185593,0.45340606,0.06199524,0.00000000,0.14925830,0.05818279,0.16014708,0.00000000
-5.70585293,0.40764647,0.05564139,0.00000000,0.13423991,0.05227907,0.14413237,0.00000000
-5.69984992,0.36410439,0.04959207,0.00000000,0.11993548,0.04665873,0.12887366,0.00000000
-5.69384692,0.32315232,0.04389205,0.00000000,0.10647194,0.04136771,0.11451374,0.00000000
-5.68784392,0.28508192,0.03857510,0.00000000,0.09394906,0.03644150,0.10116564,0.00000000
-5.68184092,0.25010611,0.03366411,0.00000000,0.08244031,0.03190539,0.08891372,0.00000000
-5.67583792,0.21836396,0.02917168,0.00000000,0.07199460,0.02777509,0.07781559,0.00000000
-5.66983492,0.18992761,0.02510095,0.00000000,0.06263877,0.02405757,0.06790485,0.00000000
