energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.88594297,5.17856574,0.04611955,0.17646418,0.18087788,0.02730864,3.32228048,2.41483672,1.19510709
-5.87993997,5.33619342,0.04768893,0.18126348,0.18200551,0.02793705,3.41833156,2.47266906,1.24862816
-5.87393697,5.47820869,0.04914089,0.18547189,0.18266861,0.02843801,3.50302585,2.51961319,1.30184360
-5.86793397,5.60422611,0.05047468,0.18909024,0.18297140,0.02880669,3.57598768,2.55521246,1.35484589
-5.86193097,5.71418957,0.05169323,0.19213638,0.18303141,0.02904102,3.63706928,2.57921623,1.40774987
-5.85592796,5.80836765,0.05280309,0.19464586,0.18297586,0.02914198,3.68635346,2.59159245,1.46068006
-5.84992496,5.88733829,0.05381414,0.19667216,0.18293744,0.02911376,3.72414921,2.59253498,1.51375601
-5.84392196,5.95196331,0.05473922,0.19828646,0.18304976,0.02896394,3.75098038,2.58246516,1.56707663
-5.83791896,6.00335381,0.05559351,0.19957707,0.18344264,0.02870352,3.76756797,2.56202751,1.62070413
-5.83191596,6.04282822,0.05639380,0.20064840,0.18423719,0.02834699,3.77480669,2.53207967,1.67464880
-5.82591296,6.07186500,0.05715766,0.20161956,0.18554111,0.02791218,3.77373700,2.49367687,1.72885536
-5.81990995,6.09205240,0.05790248,0.20262267,0.18744426,0.02742015,3.76551381,2.44805146,1.78319225
-5.81390695,6.10503805,0.05864449,0.20380098,0.19001463,0.02689495,3.75137355,2.39658812,1.83744456
-5.80790395,6.11248085,0.05939778,0.20530669,0.19329499,0.02636331,3.73260106,2.34079587,1.89131156
-5.80190095,6.11600782,0.06017340,0.20729879,0.19730039,0.02585423,3.71049781,2.28227749,1.94440939
-5.79589795,6.11717776,0.06097850,0.20994081,0.20201653,0.02539857,3.68635296,2.22269759,1.99627918
-5.78989495,6.11745359,0.06181572,0.21339851,0.20739920,0.02502854,3.66141833,2.16375015,2.04640057
-5.78389195,6.11818394,0.06268272,0.21783766,0.21337489,0.02477709,3.63688796,2.10712634,2.09421033
-5.77788894,6.12059421,0.06357195,0.22342185,0.21984242,0.02467733,3.61388275,2.05448339,2.13912512
-5.77188594,6.12578645,0.06447075,0.23031025,0.22667587,0.02476184,3.59344005,2.00741502,2.18056751
-5.76588294,6.13474635,0.06536162,0.23865535,0.23372836,0.02506198,3.57650763,1.96742368,2.21799359
-5.75987994,6.14835542,0.06622284,0.24860058,0.24083686,0.02560711,3.56394119,1.93589490,2.25092083
-5.75387694,6.16740552,0.06702926,0.26027775,0.24782767,0.02642384,3.55650415,1.91407367,2.27895426
-5.74787394,6.19261304,0.06775335,0.27380424,0.25452241,0.02753526,3.55486847,1.90304271,2.30180934
-5.74187094,6.22462976,0.06836634,0.28927984,0.26074424,0.02896008,3.55961491,1.90370271,2.31932996
-5.73586793,6.26404783,0.06883951,0.30678326,0.26632408,0.03071191,3.57123167,1.91675420,2.33150019
-5.72986493,6.31139693,0.06914544,0.32636827,0.27110649,0.03279847,3.59011016,1.94268121,2.33844888
-5.72386193,6.36713233,0.06925927,0.34805956,0.27495501,0.03522087,3.61653749,1.98173679,2.34044647
-5.71785893,6.43161362,0.06915983,0.37184839,0.27775662,0.03797305,3.65068539,2.03393072,2.33789414
-5.71185593,6.50507495,0.06883056,0.39768823,0.27942531,0.04104120,3.69259604,2.09902003,2.33130565
-5.70585293,6.58758854,0.06826027,0.42549059,0.27990436,0.04440346,3.74216571,2.17650287,2.32128295
-5.69984992,6.67902426,0.06744363,0.45512137,0.27916755,0.04802972,3.79912761,2.26561681,2.30848692
-5.69384692,6.77900885,0.06638139,0.48639794,0.27721897,0.05188168,3.86303580,2.36534237,2.29360505
-5.68784392,6.88688877,0.06508033,0.51908738,0.27409179,0.05591310,3.93325209,2.47441289,2.27731794
-5.68184092,7.00170086,0.06355295,0.55290615,0.26984592,0.06007039,4.00893819,2.59133143,2.26026696
-5.67583792,7.12215478,0.06181695,0.58752141,0.26456473,0.06429340,4.08905489,2.71439548,2.24302467
-5.66983492,7.24663073,0.05989454,0.62255435,0.25835124,0.06851654,4.17237001,2.84172970,2.22607026
-5.66383192,7.37319499,0.05781161,0.65758552,0.25132371,0.07267014,4.25747631,2.97132670,2.20977120
-5.65782891,7.49963471,0.05559682,0.69216227,0.24361119,0.07668207,4.34281968,3.10109515,2.19437227
-5.65182591,7.62351221,0.05328070,0.72580820,0.23534908,0.08047952,4.42673767,3.22891422,2.17999261
-5.64582291,7.74223732,0.05089477,0.75803435,0.22667495,0.08399098,4.50750717,3.35269279,2.16663072
-5.63981991,7.85315542,0.04847078,0.78835188,0.21772485,0.08714819,4.58339965,3.47043132,2.15417700
-5.63381691,7.95364710,0.04604004,0.81628569,0.20863021,0.08988826,4.65274165,3.58028395,2.14243300
-5.62781391,8.04123479,0.04363296,0.84138853,0.19951543,0.09215550,4.71397757,3.68061827,2.13113576
-5.62181091,8.11369077,0.04127867,0.86325491,0.19049618,0.09390328,4.76573176,3.77006993,2.11998588
-5.61580790,8.16914069,0.03900494,0.88153423,0.18167832,0.09509553,4.80686644,3.84758937,2.10867739
-5.60980490,8.20615695,0.03683812,0.89594251,0.17315758,0.09570795,4.83653252,3.91247835,2.09692743
-5.60380190,8.22383645,0.03480332,0.90627217,0.16501958,0.09572890,4.85421026,3.96441416,2.08450410
-5.59779890,8.22185841,0.03292464,0.91239928,0.15734036,0.09515979,4.85973757,4.00346002,2.07125076
-5.59179590,8.20051848,0.03122545,0.91428802,0.15018705,0.09401514,4.85332425,4.03006084,2.05710533
-5.58579290,8.16073733,0.02972876,0.91199210,0.14361873,0.09232207,4.83555108,4.04502422,2.04211367
-5.57978989,8.10404249,0.02845749,0.90565293,0.13768717,0.09011950,4.80735391,4.04948728,2.02643634
-5.57378689,8.03252443,0.02743472,0.89549483,0.13243740,0.08745686,4.76999304,4.04487058,2.01034835
-5.56778389,7.94876842,0.02668379,0.88181735,0.12790816,0.08439247,4.72500959,4.03282117,1.99423218
-5.56178089,7.85576555,0.02622834,0.86498507,0.12413196,0.08099174,4.67417060,4.01514708,1.97856445
-5.55577789,7.75680657,0.02609213,0.84541544,0.12113483,0.07732505,4.61940539,3.99374621,1.96389698
-5.54977489,7.65536356,0.02629871,0.82356515,0.11893589,0.07346561,4.56273600,3.97053254,1.95083324
-5.54377189,7.55496430,0.02687094,0.79991561,0.11754663,0.06948728,4.50620449,3.94736288,1.94000150
-5.53776888,7.45906463,0.02783033,0.77495822,0.11696996,0.06546245,4.45180020,3.92596711,1.93202588
-5.53176588,7.37092397,0.02919622,0.74917998,0.11719934,0.06146005,4.40138952,3.90788452,1.92749670
-5.52576288,7.29348868,0.03098491,0.72305000,0.11821784,0.05754378,4.35665088,3.89440884,1.92694148
-5.51975988,7.22928763,0.03320866,0.69700738,0.11999735,0.05377063,4.31901696,3.88654374,1.93079813
-5.51375688,7.18034368,0.03587469,0.67145087,0.12249803,0.05018967,4.28962607,3.88497015,1.93939121
-5.50775388,7.14810380,0.03898420,0.64673055,0.12566808,0.04684116,4.26928395,3.89002634,1.95291277
-5.50175088,7.13339042,0.04253150,0.62314173,0.12944389,0.04375605,4.25843703,3.90170106,1.97140851
-5.49574787,7.13637507,0.04650321,0.60092112,0.13375053,0.04095581,4.25715773,3.91963952,1.99477016
-5.48974487,7.15657530,0.05087771,0.58024530,0.13850277,0.03845251,4.26514195,3.94316156,2.02273458
-5.48374187,7.19287469,0.05562475,0.56123127,0.14360645,0.03624931,4.28171883,3.97129104,2.05489004
-5.47773887,7.24356528,0.06070542,0.54393903,0.14896024,0.03434106,4.30587209,4.00279503,2.09068954
-5.47173587,7.30641093,0.06607234,0.52837580,0.15445771,0.03271530,4.33627254,4.03623129,2.12947113
-5.46573287,7.37872963,0.07167016,0.51450173,0.15998969,0.03135320,4.37132055,4.07000213,2.17048450
-5.45972986,7.45749184,0.07743638,0.50223675,0.16544673,0.03023087,4.40919750,4.10241278,2.21292312
-5.45372686,7.53943181,0.08330248,0.49146812,0.17072163,0.02932048,4.44792449,4.13173235,2.25596048
-5.44772386,7.62116780,0.08919529,0.48205862,0.17571196,0.02859165,4.48542676,4.15625516,2.29878916
-5.44172086,7.69932714,0.09503855,0.47385481,0.18032233,0.02801265,4.51960184,4.17436064,2.34066083
-5.43571786,7.77067136,0.10075467,0.46669521,0.18446655,0.02755161,4.54838921,4.18456969,2.38092520
-5.42971486,7.83221669,0.10626655,0.46041817,0.18806940,0.02717767,4.56983936,4.18559569,2.41906597
-5.42371186,7.88134523,0.11149950,0.45486906,0.19106803,0.02686194,4.58217967,4.17638850,2.45473166
-5.41770885,7.91590208,0.11638304,0.44990670,0.19341294,0.02657840,4.58387507,4.15616991,2.48775935
-5.41170585,7.93427452,0.12085263,0.44540887,0.19506855,0.02630462,4.57368095,4.12445934,2.51818980
-5.40570285,7.93544960,0.12485127,0.44127664,0.19601334,0.02602227,4.55068661,4.08108890,2.54627240
-5.39969985,7.91904771,0.12833080,0.43743769,0.19623952,0.02571756,4.51434737,4.02620722,2.57245936
-5.39369685,7.88533050,0.13125303,0.43384822,0.19575240,0.02538138,4.46450424,3.96027205,2.59738869
-5.38769385,7.83518289,0.13359051,0.43049383,0.19456942,0.02500943,4.40139033,3.88403183,2.62185637
-5.38169085,7.77006988,0.13532707,0.42738904,0.19271892,0.02460206,4.32562388,3.79849720,2.64677869
-5.37568784,7.69197050,0.13645799,0.42457575,0.19023873,0.02416401,4.23818832,3.70490352,2.67314640
-5.36968484,7.60329185,0.13698991,0.42212062,0.18717475,0.02370408,4.14040028,3.60466617,2.70197270
-5.36368184,7.50676766,0.13694049,0.42011148,0.18357932,0.02323457,4.03386713,3.49933060,2.73423782
-5.35767884,7.40534617,0.13633776,0.41865291,0.17950979,0.02277073,3.92043583,3.39051936,2.77083297
-5.35167584,7.30207280,0.13521931,0.41786119,0.17502709,0.02233012,3.80213547,3.27987843,2.81250677
-5.34567284,7.19997313,0.13363128,0.41785871,0.17019440,0.02193186,3.68111592,3.16902537,2.85981711
-5.33966983,7.10194167,0.13162721,0.41876803,0.16507598,0.02159588,3.55958492,3.05950141,2.91309122
-5.33366683,7.01064114,0.12926674,0.42070585,0.15973617,0.02134226,3.43974624,2.95272950,2.97239628
-5.32766383,6.92841663,0.12661427,0.42377700,0.15423845,0.02119038,3.32374095,2.84998010,3.03752244
-5.32166083,6.85722765,0.12373754,0.42806867,0.14864473,0.02115833,3.21359377,2.75234563,3.10797913
-5.31565783,6.79860015,0.12070617,0.43364507,0.14301463,0.02126218,3.11116592,2.66072441,3.18300522
-5.30965483,6.75359946,0.11759021,0.44054273,0.13740491,0.02151545,3.01811564,2.57581405,3.26159234
-5.30365183,6.72282359,0.11445866,0.44876661,0.13186897,0.02192856,2.93586690,2.49811390,3.34252031
-5.29764882,6.70641559,0.11137808,0.45828710,0.12645630,0.02250848,2.86558642,2.42793538,3.42440249
-5.29164582,6.70409251,0.10841118,0.46903826,0.12121204,0.02325838,2.80816897,2.36541905,3.50573877
-5.28564282,6.71518778,0.10561551,0.48091717,0.11617647,0.02417745,2.76423020,2.31055638,3.58497311
-5.27963982,6.73870342,0.10304228,0.49378467,0.11138458,0.02526085,2.73410629,2.26321454,3.66055250
-5.27363682,6.77336820,0.10073525,0.50746739,0.10686566,0.02649969,2.71785950,2.22316208,3.73098420
-5.26763382,6.81769811,0.09872977,0.52176121,0.10264285,0.02788127,2.71528858,2.19009373,3.79488827
-5.26163082,6.87005547,0.09705204,0.53643595,0.09873286,0.02938928,2.72594309,2.16365267,3.85104267
-5.25562781,6.92870413,0.09571851,0.55124136,0.09514572,0.03100425,2.74914075,2.14344900,3.89841899
-5.24962481,6.99185818,0.09473551,0.56591402,0.09188465,0.03270401,2.78398707,2.12907350,3.93620725
-5.24362181,7.05772322,0.09409916,0.58018526,0.08894606,0.03446426,2.82939674,2.12010648,3.96382914
-5.23761881,7.12452924,0.09379546,0.59378954,0.08631975,0.03625925,2.88411650,2.11612166,3.98093962
-5.23161581,7.19055583,0.09380069,0.60647325,0.08398923,0.03806249,2.94674929,2.11668588,3.98741785
-5.22561281,7.25415046,0.09408202,0.61800356,0.08193224,0.03984749,3.01577973,2.12135549,3.98334860
-5.21960980,7.31374155,0.09459840,0.62817695,0.08012143,0.04158858,3.08960109,2.12967082,3.96899624
-5.21360680,7.36784838,0.09530164,0.63682726,0.07852519,0.04326165,3.16654400,2.14115031,3.94477349
-5.20760380,7.41509000,0.09613770,0.64383290,0.07710865,0.04484499,3.24490707,2.15528562,3.91120754
-5.20160080,7.45419526,0.09704816,0.64912303,0.07583478,0.04631993,3.32298950,2.17153945,3.86890590
-5.19559780,7.48401590,0.09797177,0.65268243,0.07466554,0.04767162,3.39912580,2.18934718,3.81852432
-5.18959480,7.50354398,0.09884620,0.65455507,0.07356307,0.04888958,3.47172231,2.20812321,3.76073893
-5.18359180,7.51193464,0.09960963,0.65484605,0.07249100,0.04996820,3.53929502,2.22727262,3.69622404
-5.17758879,7.50853399,0.10020255,0.65372211,0.07141555,0.05090720,3.60050805,2.24620789,3.62563659
-5.17158579,7.49291149,0.10056933,0.65141044,0.07030668,0.05171184,3.65421163,2.26437048,3.54960780
-5.16558279,7.46489532,0.10065977,0.64819606,0.06913911,0.05239312,3.69947833,2.28125588,3.46874180
-5.15957979,7.42460834,0.10043043,0.64441750,0.06789318,0.05296773,3.73563610,2.29644103,3.38362050
-5.15357679,7.37250195,0.09984585,0.64046122,0.06655556,0.05345788,3.76229624,2.30961201,3.29481351
-5.14757379,7.30938458,0.09887941,0.63675447,0.06511977,0.05389097,3.77937479,2.32059016,3.20289165
-5.14157079,7.23644146,0.09751403,0.63375690,0.06358649,0.05429906,3.78710551,2.32935449,3.10844210
-5.13556778,7.15524248,0.09574253,0.63195093,0.06196367,0.05471815,3.78604301,2.33605823,3.01208341
-5.12956478,7.06773518,0.09356771,0.63183092,0.06026638,0.05518734,3.77705483,2.34103790,2.91447853
-5.12356178,6.97622077,0.09100208,0.63389133,0.05851652,0.05574774,3.76130160,2.34481326,2.81634420
-5.11755878,6.88331170,0.08806736,0.63861393,0.05674223,0.05644126,3.74020503,2.34807731,2.71845540
-5.11155578,6.79187054,0.08479371,0.64645428,0.05497717,0.05730930,3.71540413,2.35167597,2.62164396
-5.10555278,6.70493090,0.08121862,0.65782772,0.05325963,0.05839125,3.68870046,2.35657754,2.52679084
-5.09954977,6.62560267,0.07738571,0.67309509,0.05163142,0.05972302,3.66199409,2.36383312,2.43481220
-5.09354677,6.55696446,0.07334335,0.69254863,0.05013675,0.06133542,3.63721255,2.37452931,2.34663976
-5.08754377,6.50194786,0.06914310,0.71639848,0.04882091,0.06325271,3.61623542,2.38973542,2.26319646
-5.08154077,6.46321845,0.06483822,0.74476022,0.04772898,0.06549111,3.60081785,2.41044772,2.18536872
-5.07553777,6.44305939,0.06048211,0.77764409,0.04690449,0.06805756,3.59251646,2.43753363,2.11397700
-5.06953477,6.44326362,0.05612684,0.81494641,0.04638808,0.07094861,3.59262123,2.47167888,2.04974648
-5.06353177,6.46504063,0.05182182,0.85644386,0.04621622,0.07414967,3.60209677,2.51334057,1.99327954
-5.05752876,6.50894344,0.04761262,0.90179105,0.04642007,0.07763453,3.62153634,2.56270910,1.94503193
-5.05152576,6.57482035,0.04353998,0.95052195,0.04702431,0.08136533,3.65113120,2.61968124,1.90529419
-5.04552276,6.66179546,0.03963904,1.00205545,0.04804630,0.08529289,3.69065729,2.68384633,1.87417946
-5.03951976,6.76827998,0.03593885,1.05570530,0.04949523,0.08935752,3.73948069,2.75448677,1.85161862
-5.03351676,6.89201520,0.03246206,1.11069437,0.05137156,0.09349027,3.79658186,2.83059334,1.83736327
-5.02751376,7.03014639,0.02922494,1.16617305,0.05366659,0.09761456,3.86059832,2.91089503,1.83099647
-5.02151076,7.17932481,0.02623746,1.22124133,0.05636231,0.10164830,3.92988402,2.99390222,1.83195078
-5.01550775,7.33583401,0.02350376,1.27497400,0.05943139,0.10550617,4.00258286,3.07796144,1.83953286
-5.00950475,7.49573480,0.02102264,1.32644799,0.06283747,0.10910229,4.07671326,3.16131905,1.85295324
-5.00350175,7.65502247,0.01878820,1.37477095,0.06653558,0.11235293,4.15025966,3.24219097,1.87135991
-4.99749875,7.80978889,0.01679062,1.41910999,0.07047290,0.11517931,4.22126686,3.31883490,1.89387395
-4.99149575,7.95638210,0.01501695,1.45871924,0.07458956,0.11751029,4.28793246,3.38962157,1.91962545
-4.98549275,8.09155554,0.01345189,1.49296530,0.07881983,0.11928493,4.34869314,3.45310137,1.94778796
-4.97948974,8.21260026,0.01207863,1.52134934,0.08309331,0.12045467,4.40230046,3.50806314,1.97760982
-4.97348674,8.31745358,0.01087956,1.54352487,0.08733637,0.12098517,4.44788252,3.55358222,2.00844088
-4.96748374,8.40477956,0.00983694,1.55931059,0.09147370,0.12085772,4.48498861,3.58905526,2.03975352
-4.96148074,8.47401746,0.00893352,1.56869761,0.09542990,0.12007003,4.51361455,3.61422048,2.07115697
-4.95547774,8.52539642,0.00815297,1.57185079,0.09913118,0.11863656,4.53420766,3.62916222,2.10240463
-4.94947474,8.55991611,0.00748035,1.56910432,0.10250702,0.11658821,4.54765112,3.63430006,2.13339404
-4.94347174,8.57929460,0.00690230,1.56095162,0.10549183,0.11397151,4.55522848,3.63036301,2.16415984
-4.93746873,8.58588649,0.00640729,1.54803013,0.10802649,0.11084730,4.55857001,3.61835065,2.19486035
-4.93146573,8.58257528,0.00598567,1.53110168,0.11005978,0.10728892,4.55958350,3.59948306,2.22575833
-4.92546273,8.57264538,0.00562972,1.51102923,0.11154969,0.10338009,4.56037254,3.57514255,2.25719723
-4.91945973,8.55963955,0.00533353,1.48875101,0.11246442,0.09921243,4.56314593,3.54680990,2.28957395
-4.91345673,8.54720810,0.00509294,1.46525284,0.11278324,0.09488285,4.57012223,3.51599857,2.32330945
-4.90745373,8.53895610,0.00490534,1.44153978,0.11249701,0.09049086,4.58343340,3.48418977,2.35881847
-4.90145073,8.53829486,0.00476950,1.41860791,0.11160851,0.08613575,4.60503142,3.45277154,2.39647966
-4.89544772,8.54830300,0.00468533,1.39741697,0.11013240,0.08191403,4.63660162,3.42298428,2.43660719
-4.88944472,8.57160211,0.00465368,1.37886466,0.10809494,0.07791687,4.67948587,3.39587500,2.47942501
-4.88344172,8.61025088,0.00467611,1.36376302,0.10553344,0.07422782,4.73461847,3.37226167,2.52504448
-4.87743872,8.66566068,0.00475466,1.35281736,0.10249551,0.07092081,4.80247673,3.35270889,2.57344620
-4.87143572,8.73853462,0.00489163,1.34660804,0.09903800,0.06805839,4.88304792,3.33751500,2.62446655
-4.86543272,8.82883127,0.00508945,1.34557527,0.09522587,0.06569037,4.97581335,3.32671066,2.67778930
-4.85942971,8.93575310,0.00535044,1.35000710,0.09113087,0.06385275,5.07974984,3.32006800,2.73294244
-4.85342671,9.05775932,0.00567671,1.36003082,0.08683014,0.06256701,5.19334825,3.31711934,2.78930047
-4.84742371,9.19260175,0.00607003,1.37560767,0.08240478,0.06183976,5.31464819,3.31718399,2.84609188
-4.84142071,9.33738229,0.00653176,1.39653123,0.07793840,0.06166280,5.44128758,3.31940146,2.90241175
-4.83541771,9.48862952,0.00706276,1.42242939,0.07351566,0.06201338,5.57056530,3.32276938,2.95723920
-4.82941471,9.64239241,0.00766336,1.45277021,0.06922092,0.06285498,5.69951482,3.32618432,3.00945919
-4.82341171,9.79434802,0.00833338,1.48687171,0.06513691,0.06413825,5.82498651,3.32848389,3.05788820
-4.81740870,9.93992050,0.00907209,1.52391567,0.06134352,0.06580240,5.94373608,3.32848856,3.10130325
-4.81140570,10.07440821,0.00987830,1.56296544,0.05791658,0.06777680,6.05251636,3.32504188,3.13847337
-4.80540270,10.19311542,0.01075033,1.60298765,0.05492684,0.06998281,6.14816977,3.31704801,3.16819291
-4.79939970,10.29148543,0.01168612,1.64287749,0.05243894,0.07233595,6.22771863,3.30350560,3.18931558
-4.79339670,10.36523115,0.01268323,1.68148723,0.05051045,0.07474815,6.28845061,3.28353740,3.20078829
-4.78739370,10.41045979,0.01373895,1.71765714,0.04919093,0.07713013,6.32799658,3.25641504,3.20168379
-4.78139070,10.42378766,0.01485023,1.75024814,0.04852112,0.07939389,6.34439870,3.22157877,3.19123089
-4.77538769,10.40244179,0.01601380,1.77817504,0.04853209,0.08145512,6.33616637,3.17865176,3.16884126
-4.76938469,10.34434476,0.01722611,1.80043932,0.04924439,0.08323561,6.30231844,3.12744919,3.13413175
-4.76338169,10.24818013,0.01848331,1.81616002,0.05066744,0.08466536,6.24241028,3.06798195,3.08694128
-4.75737869,10.11343570,0.01978125,1.82460176,0.05279876,0.08568456,6.15654488,3.00045523,3.02734154
-4.75137569,9.94042323,0.02111536,1.82519835,0.05562355,0.08624519,6.04536777,2.92526223,2.95564102
-4.74537269,9.73027348,0.02248061,1.81757122,0.05911427,0.08631224,5.91004602,2.84297326,2.87238188
-4.73936968,9.48490678,0.02387145,1.80154165,0.06323048,0.08586452,5.75223224,2.75432084,2.77832979
-4.73336668,9.20698007,0.02528173,1.77713612,0.06791900,0.08489496,5.57401518,2.66018113,2.67445687
-4.72736368,8.89981238,0.02670463,1.74458481,0.07311426,0.08341051,5.37785872,2.56155258,2.56191839
-4.72136068,8.56729173,0.02813267,1.70431287,0.07873910,0.08143154,5.16653190,2.45953225,2.44202393
-4.71535768,8.21376705,0.02955772,1.65692530,0.08470586,0.07899073,4.94303263,2.35529093,2.31620421
-4.70935468,7.84392951,0.03097105,1.60318577,0.09091792,0.07613174,4.71050813,2.25004753,2.18597474
-4.70335168,7.46268782,0.03236346,1.54399071,0.09727158,0.07290740,4.47217498,2.14504400,2.05289768
-4.69734867,7.07504253,0.03372543,1.48033959,0.10365830,0.06937780,4.23124192,2.04152125,1.91854346
-4.69134567,6.68596390,0.03504737,1.41330294,0.10996722,0.06560806,3.99083780,1.94069715,1.78445342
-4.68534267,6.30027782,0.03631985,1.34398946,0.11608790,0.06166623,3.75394726,1.84374705,1.65210496
-4.67933967,5.92256354,0.03753392,1.27351355,0.12191323,0.05762107,3.52335585,1.75178743,1.52288023
-4.67333667,5.55706627,0.03868142,1.20296461,0.12734229,0.05354001,3.30160593,1.66586311,1.39803949
-4.66733367,5.20762694,0.03975526,1.13337927,0.13228313,0.04948730,3.09096406,1.58693802,1.27869965
-4.66133067,4.87763008,0.04074979,1.06571728,0.13665538,0.04552235,2.89340010,1.51588962,1.16581866
-4.65532766,4.56997044,0.04166099,1.00084196,0.14039249,0.04169842,2.71057757,1.45350663,1.06018564
-4.64932466,4.28703738,0.04248674,0.93950538,0.14344348,0.03806157,2.54385427,1.40048974,0.96241694
-4.64332166,4.03071599,0.04322691,0.88233849,0.14577431,0.03465004,2.39429205,1.35745466,0.87295746
-4.63731866,3.80240255,0.04388352,0.82984612,0.14736855,0.03149380,2.26267394,1.32493678,0.79208691
-4.63131566,3.60303207,0.04446065,0.78240651,0.14822752,0.02861456,2.14952688,1.30339681,0.71993014
-4.62531266,3.43311496,0.04496441,0.74027473,0.14836981,0.02602594,2.05514815,1.29322634,0.65647080
-4.61930965,3.29277996,0.04540279,0.70358972,0.14783024,0.02373400,1.97963364,1.29475272,0.60156735
-4.61330665,3.18182047,0.04578547,0.67238387,0.14665835,0.02173781,1.92290612,1.30824243,0.55497062
-4.60730365,3.09974162,0.04612353,0.64659470,0.14491637,0.02003034,1.88474203,1.33390227,0.51634205
-4.60130065,3.04580573,0.04642923,0.62607788,0.14267704,0.01859933,1.86479540,1.37187786,0.48527177
-4.59529765,3.01907423,0.04671565,0.61062087,0.14002102,0.01742828,1.86261794,1.42224913,0.46129601
-4.58929465,3.01844443,0.04699648,0.59995652,0.13703441,0.01649742,1.87767455,1.48502258,0.44391318
-4.58329165,3.04268029,0.04728571,0.59377639,0.13380609,0.01578472,1.90935389,1.56012040,0.43259829
-4.57728864,3.09043640,0.04759734,0.59174295,0.13042532,0.01526677,1.95697399,1.64736678,0.42681548
-4.57128564,3.16027513,0.04794521,0.59350064,0.12697945,0.01491962,2.01978304,1.74647182,0.42602849
-4.56528264,3.25067721,0.04834276,0.59868542,0.12355189,0.01471960,2.09695602,1.85701378,0.42970910
-4.55927964,3.36004632,0.04880280,0.60693257,0.12022033,0.01464387,2.18758778,1.97842069,0.43734367
-4.55327664,3.48670861,0.04933735,0.61788278,0.11705535,0.01467102,2.29068363,2.10995238,0.44843785
-4.54727364,3.62890832,0.04995739,0.63118639,0.11411918,0.01478143,2.40514850,2.25068410,0.46251991
-4.54127064,3.78480091,0.05067264,0.64650598,0.11146486,0.01495756,2.52977591,2.39949322,0.47914272
-4.53526763,3.95244507,0.05149126,0.66351724,0.10913559,0.01518413,2.66323802,2.55505020,0.49788484
-4.52926463,4.12979534,0.05241955,0.68190852,0.10716425,0.01544815,2.80407809,2.71581526,0.51835098
-4.52326163,4.31469670,0.05346159,0.70137906,0.10557316,0.01573886,2.95070642,2.88004177,0.54017199
-4.51725863,4.50488280,0.05461880,0.72163642,0.10437397,0.01604762,3.10140111,3.04578750,0.56300477
-4.51125563,4.69797900,0.05588957,0.74239324,0.10356762,0.01636766,3.25431432,3.21093413,0.58653212
-4.50525263,4.89151138,0.05726882,0.76336377,0.10314450,0.01669379,3.40748481,3.37321555,0.61046268
-4.49924962,5.08292255,0.05874761,0.78426051,0.10308468,0.01702211,3.55885714,3.53025465,0.63453106
-4.49324662,5.26959463,0.06031278,0.80479135,0.10335827,0.01734963,3.70630743,3.67960799,0.65849814
