energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,6.34054532,1.70741090,2.14947689,0.01211019,1.79839540,0.04315088,1.49415269,0.52155765,0.53067423
-5.99399700,6.43282899,1.73073780,2.18478911,0.01259402,1.81326584,0.04383500,1.53061618,0.52792630,0.53599991
-5.98799400,6.51385916,1.75027984,2.21604166,0.01307756,1.82390713,0.04453131,1.56546292,0.53397158,0.54158980
-5.98199100,6.58311338,1.76592415,2.24322362,0.01355626,1.83038745,0.04523411,1.59824450,0.53968683,0.54732577
-5.97598799,6.64019351,1.77760285,2.26636259,0.01402527,1.83281404,0.04593721,1.62854562,0.54506797,0.55309019
-5.96998499,6.68483281,1.78529601,2.28552322,0.01447954,1.83133004,0.04663394,1.65599371,0.55011357,0.55876803
-5.96398199,6.71690250,1.78903394,2.30080621,0.01491392,1.82611159,0.04731735,1.68026757,0.55482480,0.56424909
-5.95797899,6.73641731,1.78889868,2.31234778,0.01532326,1.81736523,0.04798026,1.70110466,0.55920547,0.56943026
-5.95197599,6.74353979,1.78502446,2.32031961,0.01570256,1.80532560,0.04861558,1.71830655,0.56326176,0.57421761
-5.94597299,6.73858265,1.77759700,2.32492910,0.01604707,1.79025361,0.04921644,1.73174245,0.56700180,0.57852827
-5.93996998,6.72200864,1.76685159,2.32641953,0.01635240,1.77243460,0.04977647,1.74135049,0.57043488,0.58229217
-5.93396698,6.69442766,1.75306967,2.32507018,0.01661466,1.75217675,0.05029004,1.74713688,0.57357050,0.58545334
-5.92796398,6.65659037,1.73657411,2.32119561,0.01683052,1.72980912,0.05075245,1.74917300,0.57641710,0.58797094
-5.92196098,6.60937826,1.71772307,2.31514406,0.01699728,1.70567929,0.05116013,1.74759060,0.57898073,0.58981989
-5.91595798,6.55378969,1.69690251,2.30729439,0.01711298,1.68015026,0.05151080,1.74257549,0.58126363,0.59099114
-5.90995498,6.49092205,1.67451775,2.29805143,0.01717638,1.65359651,0.05180355,1.73435998,0.58326288,0.59149155
-5.90395198,6.42195013,1.65098398,2.28783930,0.01718700,1.62639886,0.05203889,1.72321447,0.58496934,0.59134340
-5.89794897,6.34810095,1.62671644,2.27709291,0.01714511,1.59893832,0.05221871,1.70943863,0.58636684,0.59058350
-5.89194597,6.27062569,1.60212018,2.26624743,0.01705176,1.57158876,0.05234617,1.69335243,0.58743176,0.58926193
-5.88594297,6.19076952,1.57758021,2.25572610,0.01690867,1.54470872,0.05242554,1.67528740,0.58813319,0.58744055
-5.87993997,6.10974010,1.55345213,2.24592678,0.01671824,1.51863246,0.05246195,1.65557847,0.58843350,0.58519103
-5.87393697,6.02867610,1.53005383,2.23720771,0.01648348,1.49366073,0.05246109,1.63455641,0.58828946,0.58259277
-5.86793397,5.94861687,1.50765851,2.22987331,0.01620795,1.47005169,0.05242885,1.61254128,0.58765384,0.57973055
-5.86193097,5.87047452,1.48648940,2.22416056,0.01589568,1.44801239,0.05237100,1.58983681,0.58647730,0.57669206
-5.85592796,5.79501003,1.46671649,2.22022714,0.01555113,1.42769147,0.05229276,1.56672588,0.58471070,0.57356538
-5.84992496,5.72281432,1.44845526,2.21814182,0.01517908,1.40917350,0.05219849,1.54346718,0.58230743,0.57043661
-5.84392196,5.65429576,1.43176773,2.21787812,0.01478456,1.39247551,0.05209134,1.52029291,0.57922587,0.56738760
-5.83791896,5.58967486,1.41666564,2.21931176,0.01437281,1.37754598,0.05197302,1.49740771,0.57543173,0.56449407
-5.83191596,5.52898681,1.40311568,2.22222237,0.01394918,1.36426670,0.05184363,1.47498858,0.57090017,0.56182408
