energy_ev,total_up,Cu_p_up,Cu_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-6.00000000,2.42385841,1.06584367,0.76913579,0.08675587,0.34502081,0.06881595,0.79848706
-5.99399700,2.41818407,1.06770440,0.76825592,0.08692710,0.35299314,0.06808118,0.78748181
-5.98799400,2.40377733,1.06695578,0.76456957,0.08684389,0.36019913,0.06692598,0.77322149
-5.98199100,2.38104732,1.06371759,0.75821182,0.08651839,0.36658962,0.06537601,0.75595207
-5.97598799,2.35060806,1.05820709,0.74937445,0.08596610,0.37215084,0.06346483,0.73598187
-5.96998499,2.31324635,1.05072461,0.73829643,0.08520459,0.37690195,0.06123273,0.71366849
-5.96398199,2.26988619,1.04163762,0.72525353,0.08425216,0.38089184,0.05872540,0.68940488
-5.95797899,2.22155130,1.03136358,0.71054758,0.08312676,0.38419522,0.05599250,0.66360511
-5.95197599,2.16932737,1.02035260,0.69449577,0.08184502,0.38690832,0.05308607,0.63669065
-5.94597299,2.11432551,1.00907007,0.67742048,0.08042153,0.38914408,0.05005902,0.60907737
-5.93996998,2.05764814,0.99798016,0.65963999,0.07886846,0.39102733,0.04696362,0.58116399
-5.93396698,2.00035823,0.98753023,0.64146037,0.07719538,0.39268977,0.04385010,0.55332217
-5.92796398,1.94345279,0.97813677,0.62316865,0.07540934,0.39426516,0.04076545,0.52588852
-5.92196098,1.88784081,0.97017289,0.60502746,0.07351526,0.39588455,0.03775235,0.49915863
-5.91595798,1.83432603,0.96395763,0.58727103,0.07151643,0.39767183,0.03484835,0.47338305
-5.90995498,1.78359418,0.95974704,0.57010247,0.06941514,0.39973959,0.03208526,0.44876523
-5.90395198,1.73620465,0.95772715,0.55369227,0.06721345,0.40218535,0.02948881,0.42546118
-5.89794897,1.69258602,0.95800882,0.53817773,0.06491384,0.40508814,0.02707849,0.40358065
-5.89194597,1.65303498,0.96062439,0.52366316,0.06251995,0.40850566,0.02486760,0.38318946
-5.88594297,1.61771819,0.96552609,0.51022073,0.06003706,0.41247186,0.02286354,0.36431284
-5.87993997,1.58667650,0.97258636,0.49789165,0.05747255,0.41699510,0.02106815,0.34693947
-5.87393697,1.55983129,0.98159985,0.48668768,0.05483611,0.42205697,0.01947830,0.33102586
-5.86793397,1.53699237,0.99228739,0.47659288,0.05213981,0.42761171,0.01808645,0.31650111
-5.86193097,1.51786750,1.00430164,0.46756545,0.04939795,0.43358646,0.01688138,0.30327158
-5.85592796,1.50207314,1.01723477,0.45953976,0.04662676,0.43988216,0.01584889,0.29122563
-5.84992496,1.48914657,1.03062783,0.45242860,0.04384399,0.44637540,0.01497247,0.28023819
-5.84392196,1.47855913,1.04398192,0.44612562,0.04106837,0.45292099,0.01423408,0.27017519
-5.83791896,1.46973076,1.05677098,0.44050807,0.03831900,0.45935534,0.01361475,0.26089773
-5.83191596,1.46204561,1.06845590,0.43543991,0.03561477,0.46550061,0.01309523,0.25226620
-5.82591296,1.45486859,1.07849971,0.43077528,0.03297374,0.47116948,0.01265655,0.24414406
-5.81990995,1.44756274,1.08638344,0.42636230,0.03041263,0.47617044,0.01228048,0.23640159
-5.81390695,1.43950697,1.09162204,0.42204730,0.02794638,0.48031337,0.01195000,0.22891928
-5.80790395,1.43011394,1.09378010,0.41767918,0.02558778,0.48341539,0.01164957,0.22159115
-5.80190095,1.41884744,1.09248647,0.41311408,0.02334729,0.48530647,0.01136547,0.21432773
-5.79589795,1.40523890,1.08744750,0.40822001,0.02123293,0.48583494,0.01108595,0.20705876
-5.78989495,1.38890248,1.07845822,0.40288141,0.01925032,0.48487235,0.01080139,0.19973550
-5.78389195,1.36954825,1.06541108,0.39700344,0.01740281,0.48231781,0.01050432,0.19233273
-5.77788894,1.34699293,1.04830183,0.39051597,0.01569172,0.47810131,0.01018947,0.18485017
-5.77188594,1.32116813,1.02723237,0.38337697,0.01411662,0.47218621,0.00985371,0.17731349
-5.76588294,1.29212545,1.00241050,0.37557533,0.01267576,0.46457065,0.00949593,0.16977475
-5.75987994,1.26003880,0.97414651,0.36713299,0.01136641,0.45528789,0.00911693,0.16231237
-5.75387694,1.22520352,0.94284692,0.35810638,0.01018528,0.44440563,0.00871927,0.15503050
-5.74787394,1.18803275,0.90900555,0.34858699,0.00912899,0.43202431,0.00830707,0.14805797
-5.74187094,1.14905111,0.87319244,0.33870134,0.00819439,0.41827466,0.00788585,0.14154674
-5.73586793,1.10888602,0.83604099,0.32861012,0.00737901,0.40331438,0.00746233,0.13566996
-5.72986493,1.06825707,0.79823382,0.31850669,0.00668135,0.38732438,0.00704425,0.13061960
-5.72386193,1.02796364,0.76048788,0.30861498,0.00610121,0.37050453,0.00664018,0.12660385
-5.71785893,0.98887128,0.72353931,0.29918672,0.00563992,0.35306922,0.00625944,0.12384410
-5.71185593,0.95189697,0.68812835,0.29049822,0.00530056,0.33524280,0.00591187,0.12257170
-5.70585293,0.91799366,0.65498470,0.28284652,0.00508814,0.31725511,0.00560781,0.12302438
-5.69984992,0.88813419,0.62481372,0.27654516,0.00500963,0.29933718,0.00535796,0.12544246
-5.69384692,0.86329473,0.59828339,0.27191937,0.00507407,0.28171716,0.00517336,0.13006461
-5.68784392,0.84443793,0.57601245,0.26930086,0.00529250,0.26461670,0.00506528,0.13712336
-5.68184092,0.83249567,0.55855957,0.26902212,0.00567785,0.24824760,0.00504520,0.14684023
-5.67583792,0.82835170,0.54641368,0.27141027,0.00624475,0.23280902,0.00512474,0.15942050
-5.66983492,0.83282407,0.53998543,0.27678055,0.00700926,0.21848502,0.00531562,0.17504759
-5.66383192,0.84664760,0.53959986,0.28542941,0.00798848,0.20544263,0.00562955,0.19387726
-5.65782891,0.87045652,0.54549016,0.29762737,0.00920004,0.19383030,0.00607813,0.21603147
-5.65182591,0.90476760,0.55779270,0.31361176,0.01066152,0.18377681,0.00667270,0.24159230
-5.64582291,0.94996400,0.57654341,0.33357937,0.01238976,0.17539048,0.00742417,0.27059586
-5.63981991,1.00628042,0.60167546,0.35767933,0.01440005,0.16875881,0.00834281,0.30302667
-5.63381691,1.07378986,0.63301857,0.38600639,0.01670524,0.16394833,0.00943797,0.33881242
-5.62781391,1.15239260,0.67029996,0.41859476,0.01931485,0.16100484,0.01071779,0.37781976
-5.62181091,1.24180785,0.71314705,0.45541278,0.02223405,0.15995369,0.01218894,0.41985103
-5.61580790,1.34156867,0.76109215,0.49635865,0.02546278,0.16080034,0.01385622,0.46464252
-5.60980490,1.45102048,0.81357895,0.54125751,0.02899482,0.16353099,0.01572227,0.51186426
-5.60380190,1.56932361,0.86997104,0.58985994,0.03281696,0.16811320,0.01778724,0.56112167
-5.59779890,1.69546004,0.92956215,0.64184206,0.03690846,0.17449654,0.02004844,0.61195915
-5.59179590,1.82824450,0.99158814,0.69680745,0.04124049,0.18261324,0.02250017,0.66386570
-5.58579290,1.96633977,1.05524023,0.75429077,0.04577602,0.19237861,0.02513341,0.71628249
-5.57978989,2.10827601,1.11967937,0.81376321,0.05046985,0.20369148,0.02793571,0.76861236
-5.57378689,2.25247356,1.18405125,0.87463952,0.05526905,0.21643442,0.03089112,0.82023090
-5.56778389,2.39726892,1.24750142,0.93628667,0.06011364,0.23047396,0.03398016,0.87049888
-5.56178089,2.54094283,1.30919027,0.99803373,0.06493767,0.24566060,0.03717995,0.91877565
-5.55577789,2.68175010,1.36830723,1.05918290,0.06967056,0.26182894,0.04046432,0.96443307
-5.54977489,2.81794995,1.42408392,1.11902121,0.07423872,0.27879780,0.04380413,1.00686944
-5.54377189,2.94783635,1.47580584,1.17683275,0.07856743,0.29637053,0.04716756,1.04552295
-5.53776888,3.06976729,1.52282234,1.23191101,0.08258285,0.31433560,0.05052052,1.07988423
-5.53176588,3.18219246,1.56455471,1.28357105,0.08621413,0.33246756,0.05382715,1.10950751
-5.52576288,3.28367852,1.60050230,1.33116117,0.08939550,0.35052852,0.05705035,1.13401988
-5.51975988,3.37293160,1.63024676,1.37407397,0.09206828,0.36827016,0.06015233,1.15312861
-5.51375688,3.44881657,1.65345445,1.41175634,0.09418276,0.38543646,0.06309525,1.16662610
-5.50775388,3.51037298,1.66987720,1.44371850,0.09569972,0.40176712,0.06584182,1.17439243
-5.50175088,3.55682744,1.67935172,1.46954180,0.09659174,0.41700160,0.06835603,1.17639551
-5.49574787,3.58760266,1.68179795,1.48888517,0.09684402,0.43088386,0.07060375,1.17268905
-5.48974487,3.60232315,1.67721648,1.50149040,0.09645486,0.44316766,0.07255337,1.16340832
-5.48374187,3.60081782,1.66568545,1.50718598,0.09543567,0.45362214,0.07417650,1.14876420
-5.47773887,3.58311973,1.64735705,1.50588968,0.09381050,0.46203773,0.07544853,1.12903582
-5.47173587,3.54946323,1.62245380,1.49760986,0.09161524,0.46823194,0.07634918,1.10456203
-5.46573287,3.50027867,1.59126474,1.48244548,0.08889636,0.47205491,0.07686305,1.07573222
-5.45972986,3.43618486,1.55414143,1.46058487,0.08570945,0.47339444,0.07698000,1.04297688
-5.45372686,3.35797948,1.51149391,1.43230333,0.08211737,0.47218021,0.07669548,1.00675808
-5.44772386,3.26662749,1.46378639,1.39795947,0.07818839,0.46838703,0.07601082,0.96756037
-5.44172086,3.16324760,1.41153263,1.35799039,0.07399412,0.46203682,0.07493327,0.92588216
-5.43571786,3.04909699,1.35529091,1.31290573,0.06960754,0.45319937,0.07347599,0.88222784
-5.42971486,2.92555421,1.29565848,1.26328065,0.06510107,0.44199161,0.07165793,0.83710084
-5.42371186,2.79410059,1.23326539,1.20974785,0.06054473,0.42857546,0.06950347,0.79099747
-5.41770885,2.65630015,1.16876770,1.15298860,0.05600460,0.41315446,0.06704196,0.74440173
-5.41170585,2.51377849,1.10284014,1.09372328,0.05154145,0.39596902,0.06430720,0.69778100
-5.40570285,2.36820090,1.03616828,1.03270120,0.04720964,0.37729083,0.06133665,0.65158257
-5.39969985,2.22125014,0.96944037,0.97069035,0.04305634,0.35741639,0.05817066,0.60623080
-5.39369685,2.07460450,0.90333911,0.90846704,0.03912099,0.33666013,0.05485160,0.56212511
-5.38769385,1.92991655,0.83853357,0.84680588,0.03543507,0.31534729,0.05142287,0.51963836
-5.38169085,1.78879325,0.77567149,0.78647028,0.03202206,0.29380697,0.04792801,0.47911586
-5.37568784,1.65277786,0.71537231,0.72820376,0.02889773,0.27236551,0.04440973,0.44087470
-5.36968484,1.52333415,0.65822110,0.67272225,0.02607047,0.25134056,0.04090904,0.40520352
-5.36368184,1.40183321,0.60476364,0.62070755,0.02354190,0.23103591,0.03746444,0.37236247
-5.35767884,1.28954305,0.55550262,0.57280192,0.02130755,0.21173731,0.03411127,0.34258349
-5.35167584,1.18762099,0.51089525,0.52960395,0.01935761,0.19370933,0.03088107,0.31607066
-5.34567284,1.09710876,0.47135202,0.49166542,0.01767775,0.17719321,0.02780124,0.29300071
-5.33966983,1.01892989,0.43723647,0.45948913,0.01624999,0.16240574,0.02489467,0.27352346
-5.33366683,0.95388888,0.40886600,0.43352733,0.01505350,0.14953888,0.02217969,0.25776222
-5.32766383,0.90267174,0.38651309,0.41418061,0.01406545,0.13876026,0.01967005,0.24581400
-5.32166083,0.86584705,0.37040687,0.40179672,0.01326180,0.13021398,0.01737504,0.23774944
-5.31565783,0.84386692,0.36073463,0.39666926,0.01261803,0.12402186,0.01529978,0.23361242
-5.30965483,0.83706732,0.35764278,0.39903577,0.01210980,0.12028469,0.01344554,0.23341924
-5.30365183,0.84566708,0.36123717,0.40907520,0.01171361,0.11908336,0.01181016,0.23715747
-5.29764882,0.86976546,0.37158243,0.42690446,0.01140729,0.12047973,0.01038850,0.24478431
-5.29164582,0.90933789,0.38870011,0.45257424,0.01117049,0.12451704,0.00917294,0.25622470
-5.28564282,0.96423011,0.41256570,0.48606407,0.01098505,0.13121983,0.00815384,0.27136920
-5.27963982,1.03415105,0.44310448,0.52727703,0.01083529,0.14059322,0.00732002,0.29007186
-5.27363682,1.11866493,0.48018648,0.57603425,0.01070824,0.15262176,0.00665918,0.31214821
-5.26763382,1.21718345,0.52362077,0.63206992,0.01059375,0.16726773,0.00615831,0.33737378
-5.26163082,1.32895893,0.57314952,0.69502714,0.01048457,0.18446912,0.00580405,0.36548322
-5.25562781,1.45307951,0.62844237,0.76445526,0.01037628,0.20413746,0.00558296,0.39617043
-5.24962481,1.58846742,0.68909154,0.83980927,0.01026717,0.22615561,0.00548175,0.42908989
-5.24362181,1.73388134,0.75460835,0.92045171,0.01015811,0.25037590,0.00548753,0.46385941
-5.23761881,1.88792366,0.82442168,1.00565748,0.01005224,0.27661861,0.00558790,0.50006439
-5.23161581,2.04905342,0.89787876,1.09462200,0.00995468,0.30467132,0.00577106,0.53726371
-5.22561281,2.21560506,0.97424891,1.18647249,0.00987221,0.33428899,0.00602590,0.57499718
-5.21960980,2.38581325,1.05273033,1.28028275,0.00981281,0.36519532,0.00634203,0.61279435
-5.21360680,2.55784325,1.13246019,1.37509069,0.00978529,0.39708510,0.00670977,0.65018457
-5.20760380,2.72982625,1.21252796,1.46991854,0.00979884,0.42962807,0.00712018,0.68670779
-5.20160080,2.89989862,1.29199181,1.56379490,0.00986257,0.46247384,0.00756499,0.72192576
-5.19559780,3.06624364,1.36989766,1.65577783,0.00998512,0.49525822,0.00803660,0.75543323
-5.18959480,3.22713434,1.44530045,1.74497825,0.01017420,0.52761052,0.00852802,0.78686846
-5.18359180,3.38097565,1.51728680,1.83058254,0.01043628,0.55916176,0.00903279,0.81592265
-5.17758879,3.52634417,1.58499838,1.91187359,0.01077619,0.58955363,0.00954498,0.84234792
-5.17158579,3.66202383,1.64765513,1.98824922,0.01119690,0.61844759,0.01005906,0.86596319
-5.16558279,3.78703615,1.70457735,2.05923733,0.01169927,0.64553415,0.01056990,0.88665789
-5.15957979,3.90066359,1.75520577,2.12450724,0.01228193,0.67054163,0.01107264,0.90439328
-5.15357679,4.00246527,1.79911891,2.18387656,0.01294118,0.69324430,0.01156270,0.91920127
-5.14757379,4.09228434,1.83604674,2.23731358,0.01367100,0.71346932,0.01203567,0.93118081
-5.14157079,4.17024703,1.86588032,2.28493517,0.01446317,0.73110232,0.01248729,0.94049232
-5.13556778,4.23675335,1.88867669,2.32700029,0.01530738,0.74609130,0.01291345,0.94735012
-5.12956478,4.29246029,1.90465901,2.36389956,0.01619148,0.75844859,0.01331012,0.95201366
-5.12356178,4.33825821,1.91421168,2.39614157,0.01710180,0.76825078,0.01367337,0.95477781
-5.11755878,4.37524162,1.91787066,2.42433642,0.01802346,0.77563657,0.01399943,0.95596283
-5.11155578,4.40467569,1.91630930,2.44917732,0.01894081,0.78080257,0.01428466,0.95590445
-5.10555278,4.42795975,1.91032006,2.47142101,0.01983784,0.78399711,0.01452567,0.95494462
-5.09954977,4.44658918,1.90079280,2.49186766,0.02069863,0.78551240,0.01471935,0.95342322
-5.09354677,4.46211684,1.88869028,2.51134098,0.02150776,0.78567512,0.01486295,0.95167090
-5.08754377,4.47611518,1.87502161,2.53066892,0.02225081,0.78483597,0.01495420,0.95000346
-5.08154077,4.49013994,1.86081460,2.55066548,0.02291466,0.78335846,0.01499137,0.94871748
-5.07553777,4.50569592,1.84708756,2.57211395,0.02348787,0.78160730,0.01497337,0.94808726
-5.06953477,4.52420543,1.83482158,2.59575149,0.02396098,0.77993699,0.01489982,0.94836279
-5.06353177,4.54697949,1.82493379,2.62225536,0.02432666,0.77868084,0.01477109,0.94976857
-5.05752876,4.57519199,1.81825253,2.65223049,0.02457987,0.77814090,0.01458835,0.95250272
-5.05152576,4.60985673,1.81549478,2.68619853,0.02471790,0.77857916,0.01435362,0.95673624
-5.04552276,4.65180726,1.81724656,2.72458809,0.02474031,0.78021023,0.01406969,0.96261207
-5.03951976,4.70167962,1.82394663,2.76772621,0.02464886,0.78319592,0.01374010,0.97024353
-5.03351676,4.75989792,1.83587405,2.81583110,0.02444730,0.78764160,0.01336911,0.97971227
-5.02751376,4.82666317,1.85313963,2.86900607,0.02414113,0.79359470,0.01296157,0.99106539
-5.02151076,4.90194548,1.87568193,2.92723514,0.02373738,0.80104526,0.01252281,1.00431211
-5.01550775,4.98548039,1.90326756,2.99038044,0.02324426,0.80992843,0.01205855,1.01941991
-5.00950475,5.07676991,1.93549624,3.05818182,0.02267088,0.82012888,0.01157472,1.03631074
-5.00350175,5.17508882,1.97181050,3.13025932,0.02202695,0.83148698,0.01107736,1.05485754
-4.99749875,5.27949732,2.01150992,3.20611882,0.02132250,0.84380639,0.01057247,1.07488156
-4.99149575,5.38886030,2.05376985,3.28516134,0.02056762,0.85686301,0.01006587,1.09615107
-4.98549275,5.50187396,2.09766428,3.36669654,0.01977221,0.87041484,0.00956310,1.11838173
-4.97948974,5.61709977,2.14219228,3.44996030,0.01894587,0.88421244,0.00906935,1.14123918
-4.97348674,5.73300577,2.18630764,3.53413672,0.01809772,0.89800983,0.00858930,1.16434396
