energy_ev,total_up,Cu_p_up,Cu_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-4.96748374,5.84801436,2.22895078,3.61838405,0.01723630,0.91157530,0.00812713,1.18727896
-4.96148074,5.96055569,2.26908199,3.70186404,0.01636957,0.92470189,0.00768644,1.20959929
-4.95547774,6.06912491,2.30571520,3.78377396,0.01550483,0.93721715,0.00727025,1.23084441
-4.94947474,6.17234135,2.33795073,3.86337996,0.01464877,0.94899186,0.00688093,1.25055203
-4.94347174,6.26900707,2.36500619,3.94005058,0.01380751,0.95994742,0.00652030,1.26827327
-4.93746873,6.35816216,2.38624401,4.01328861,0.01298661,0.97006147,0.00618956,1.28358840
-4.93146573,6.43913390,2.40119453,4.08275979,0.01219110,0.97937163,0.00588936,1.29612243
-4.92546273,6.51157685,2.40957351,4.14831639,0.01142560,0.98797692,0.00561981,1.30555968
-4.91945973,6.57550136,2.41129316,4.21001415,0.01069428,0.99603687,0.00538058,1.31165668
-4.91345673,6.63128809,2.40646606,4.26812112,0.01000091,1.00376801,0.00517084,1.31425258
-4.90745373,6.67968685,2.39540140,4.32311713,0.00934890,1.01143779,0.00498942,1.31327655
-4.90145073,6.72179879,2.37859373,4.37568329,0.00874125,1.01935599,0.00483479,1.30875181
-4.89544772,6.75904158,2.35670428,4.42668116,0.00818057,1.02786372,0.00470513,1.30079585
-4.88944472,6.79309853,2.33053557,4.47712194,0.00766900,1.03732027,0.00459838,1.28961704
-4.88344172,6.82585291,2.30100035,4.52812653,0.00720826,1.04808832,0.00451231,1.27550761
-4.87743872,6.85931039,2.26908613,4.58087797,0.00679952,1.06051790,0.00444457,1.25883339
-4.87143572,6.89551249,2.23581669,4.63656823,0.00644341,1.07492978,0.00439274,1.24002094
-4.86543272,6.93644543,2.20221260,4.69634171,0.00613995,1.09159891,0.00435438,1.21954251
-4.85942971,6.98394846,2.16925223,4.76123841,0.00588855,1.11073891,0.00432713,1.19789980
-4.85342671,7.03962665,2.13783528,4.83213957,0.00568799,1.13248804,0.00430869,1.17560713
-4.84742371,7.10477262,2.10875046,4.90971892,0.00553640,1.15689780,0.00429695,1.15317497
-4.84142071,7.18030171,2.08264887,4.99440238,0.00543132,1.18392461,0.00429000,1.13109442
-4.83541771,7.26670437,2.06002431,5.08633868,0.00536972,1.21342537,0.00428618,1.10982350
-4.82941471,7.36401873,2.04120143,5.18538304,0.00534808,1.24515722,0.00428414,1.08977557
-4.82341171,7.47182548,2.02633229,5.29109530,0.00536249,1.27878188,0.00428285,1.07131050
-4.81740870,7.58926578,2.01540132,5.40275308,0.00540876,1.31387461,0.00428168,1.05472864
-4.81140570,7.71508178,2.00823833,5.51937978,0.00548253,1.34993755,0.00428037,1.04026776
-4.80540270,7.84767802,2.00453891,5.63978644,0.00557948,1.38641706,0.00427910,1.02810281
-4.79939970,7.98520082,2.00389086,5.76262544,0.00569542,1.42272441,0.00427847,1.01834829
-4.79339670,8.12563146,2.00580532,5.88645342,0.00582648,1.45825884,0.00427954,1.01106283
-4.78739370,8.26688838,2.00975077,6.00980024,0.00596927,1.49243210,0.00428382,1.00625542
-4.78139070,8.40693281,2.01518812,6.13124011,0.00612101,1.52469308,0.00429323,1.00389293
-4.77538769,8.54387195,2.02160486,6.24946105,0.00627968,1.55455155,0.00431017,1.00390814
-4.76938469,8.67605394,2.02854644,6.36332870,0.00644412,1.58159954,0.00433743,1.00620783
-4.76338169,8.80214935,2.03564334,6.47194082,0.00661409,1.60552940,0.00437820,1.01068039
-4.75737869,8.92121434,2.04263210,6.57466929,0.00679035,1.62614751,0.00443603,1.01720250
-4.75137569,9.03273198,2.04936950,6.67118694,0.00697464,1.64338276,0.00451480,1.02564447
-4.74537269,9.13662923,2.05583900,6.76147773,0.00716968,1.65728944,0.00461864,1.03587410
-4.73936968,9.23326855,2.06214925,6.84582938,0.00737906,1.66804424,0.00475187,1.04775889
-4.73336668,9.32341457,2.06852485,6.92480878,0.00760718,1.67593734,0.00491894,1.06116665
-4.72736368,9.40817758,2.07528980,6.99922138,0.00785910,1.68135822,0.00512436,1.07596461
-4.72136068,9.48893695,2.08284487,7.07005677,0.00814033,1.68477650,0.00537251,1.09201737
-4.71535768,9.56724872,2.09163993,7.13842337,0.00845669,1.68671911,0.00566763,1.10918388
-4.70935468,9.64474239,2.10214293,7.20547569,0.00881402,1.68774460,0.00601360,1.12731401
-4.70335168,9.72301251,2.11480722,7.27233813,0.00921799,1.68841587,0.00641387,1.14624496
-4.69734867,9.80351088,2.13003888,7.34002947,0.00967382,1.68927281,0.00687126,1.16579803
-4.69134567,9.88744500,2.14816599,7.40939179,0.01018603,1.69080586,0.00738783,1.18577605
-4.68534267,9.97568811,2.16941114,7.48102781,0.01075819,1.69343194,0.00796473,1.20596192
-4.67933967,10.06870533,2.19386889,7.55524955,0.01139267,1.69747370,0.00860204,1.22611831
-4.67333667,10.16649949,2.22148918,7.63204106,0.01209043,1.70314309,0.00929864,1.24598882
-4.66733367,10.26857927,2.25206738,7.71103690,0.01285082,1.71052991,0.01005209,1.26530062
-4.66133067,10.37395093,2.28524178,7.79151729,0.01367140,1.71959575,0.01085856,1.28376845
-4.65532766,10.48113392,2.32049824,7.87241999,0.01454782,1.73017361,0.01171270,1.30109993
-4.64932466,10.58819926,2.35718210,7.95236837,0.01547379,1.74197301,0.01260771,1.31700186
-4.64332166,10.69282878,2.39451655,8.02971397,0.01644099,1.75459043,0.01353527,1.33118729
-4.63731866,10.79239222,2.43162678,8.10259156,0.01743920,1.76752444,0.01448566,1.34338301
-4.63131566,10.88403853,2.46756866,8.16898414,0.01845632,1.78019481,0.01544789,1.35333705
-4.62531266,10.96479730,2.50136082,8.22679485,0.01947864,1.79196487,0.01640980,1.36082593
-4.61930965,11.03168570,2.53201868,8.27392260,0.02049102,1.80216598,0.01735835,1.36566122
-4.61330665,11.08181658,2.55858890,8.30833835,0.02147721,1.81012313,0.01827985,1.36769516
-4.60730365,11.11250302,2.58018299,8.32815876,0.02242027,1.81518072,0.01916027,1.36682510
-4.60130065,11.12135554,2.59600850,8.33171440,0.02330295,1.81672729,0.01998560,1.36299654
-4.59529765,11.10636799,2.60539672,8.31761002,0.02410817,1.81421850,0.02074214,1.35620461
-4.58929465,11.06598928,2.60782568,8.28477477,0.02481948,1.80719721,0.02141697,1.34649410
-4.58329165,10.99917858,2.60293763,8.23250071,0.02542159,1.79531020,0.02199818,1.33395781
-4.57728864,10.90544227,2.59055049,8.16046866,0.02590084,1.77832085,0.02247533,1.31873354
-4.57128564,10.78485213,2.57066268,8.06876091,0.02624561,1.75611741,0.02283966,1.30099971
-4.56528264,10.63804452,2.54345156,7.95786087,0.02644675,1.72871673,0.02308440,1.28096984
-4.55927964,10.46620164,2.50926544,7.82864028,0.02649790,1.69626341,0.02320495,1.25888625
-4.55327664,10.27101623,2.46860983,7.68233512,0.02639570,1.65902466,0.02319902,1.23501298
-4.54727364,10.05464175,2.42212846,7.52051164,0.02613995,1.61738106,0.02306667,1.20962848
-4.54127064,9.81963081,2.37058018,7.34502433,0.02573363,1.57181402,0.02281033,1.18301822
-4.53526763,9.56886447,2.31481264,7.15796785,0.02518283,1.52289026,0.02243469,1.15546751
-4.52926463,9.30547571,2.25573396,6.96162484,0.02449656,1.47124424,0.02194655,1.12725479
-4.52326163,9.03276989,2.19428374,6.75841178,0.02368649,1.41755927,0.02135460,1.09864564
-4.51725863,8.75414517,2.13140433,6.55082464,0.02276656,1.36254793,0.02066916,1.06988770
-4.51125563,8.47301553,2.06801372,6.34138601,0.02175255,1.30693271,0.01990187,1.04120653
-4.50525263,8.19273834,2.00498084,6.13259516,0.02066164,1.25142737,0.01906536,1.01280263
-4.49924962,7.91654849,1.94310420,5.92688181,0.01951182,1.19671975,0.01817290,0.98484956
-4.49324662,7.64749990,1.88309435,5.72656452,0.01832145,1.14345630,0.01723806,0.95749306
-4.48724362,7.38841524,1.82556060,5.53381376,0.01710871,1.09222888,0.01627439,0.93085125
-4.48124062,7.14184390,1.77100206,5.35061986,0.01589117,1.04356379,0.01529512,0.90501554
-4.47523762,6.91002799,1.71980298,5.17876546,0.01468532,0.99791332,0.01431286,0.88005226
-4.46923462,6.69487568,1.67223204,5.01980213,0.01350628,0.95564974,0.01333943,0.85600479
-4.46323162,6.49794120,1.62844515,4.87503072,0.01236746,0.91706149,0.01238561,0.83289582
-4.45722861,6.32041058,1.58849125,4.74548493,0.01128042,0.88235159,0.01146106,0.81072983
-4.45122561,6.16309242,1.55232045,4.63191787,0.01025469,0.85163785,0.01057417,0.78949534
-4.44522261,6.02641304,1.51979389,4.53479137,0.00929775,0.82495481,0.00973209,0.76916706
-4.43921961,5.91041573,1.49069460,4.45426819,0.00841505,0.80225701,0.00894061,0.74970759
-4.43321661,5.81476394,1.46473906,4.39020742,0.00761011,0.78342352,0.00820430,0.73106894
-4.42721361,5.73874880,1.44158874,4.34216362,0.00688461,0.76826333,0.00752647,0.71319355
-4.42121061,5.68130130,1.42086146,4.30939035,0.00623863,0.75652177,0.00690928,0.69601520
-4.41520760,5.64101007,1.40214234,4.29084897,0.00567082,0.74788748,0.00635385,0.67945967
-4.40920460,5.61614519,1.38499413,4.28522346,0.00517861,0.74200010,0.00586033,0.66344537
-4.40320160,5.60468912,1.36896703,4.29094206,0.00475847,0.73845856,0.00542802,0.64788415
-4.39719860,5.60437500,1.35360801,4.30620608,0.00440614,0.73682988,0.00505550,0.63268223
-4.39119560,5.61273277,1.33846965,4.32902627,0.00411684,0.73665843,0.00474075,0.61774158
-4.38519260,5.62714270,1.32311873,4.35726637,0.00388544,0.73747560,0.00448123,0.60296164
-4.37918959,5.64489594,1.30714450,4.38869332,0.00370672,0.73880984,0.00427403,0.58824156
-4.37318659,5.66326061,1.29016672,4.42103294,0.00357546,0.74019672,0.00411598,0.57348280
-4.36718359,5.67955182,1.27184345,4.45202953,0.00348659,0.74118912,0.00400369,0.55859212
-4.36118059,5.69120338,1.25187837,4.47950744,0.00343530,0.74136702,0.00393374,0.54348483
-4.35517759,5.69583856,1.23002754,4.50143226,0.00341711,0.74034688,0.00390265,0.52808806
-4.34917459,5.69133711,1.20610532,4.51596919,0.00342794,0.73779017,0.00390705,0.51234388
-4.34317159,5.67589563,1.17998907,4.52153609,0.00346409,0.73341083,0.00394364,0.49621221
-4.33716858,5.64807834,1.15162256,4.51684868,0.00352226,0.72698138,0.00400932,0.47967305
-4.33116558,5.60685602,1.12101755,4.50095582,0.00359954,0.71833737,0.00410115,0.46272813
-4.32516258,5.55163079,1.08825350,4.47326300,0.00369335,0.70738007,0.00421636,0.44540159
-4.31915958,5.48224556,1.05347517,4.43354297,0.00380140,0.69407718,0.00435239,0.42773980
-4.31315658,5.39897741,1.01688809,4.38193272,0.00392161,0.67846154,0.00450681,0.40981014
-4.30715358,5.30251495,0.97875198,4.31891695,0.00405206,0.66062782,0.00467731,0.39169888
