energy_ev,total_up,Pb_p_up,Pb_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.70585293,1.59478978,0.40184032,0.00249296,0.77579325,0.68626800,0.62014698,0.00000000
-5.69984992,1.59874448,0.39450909,0.00254017,0.76218561,0.69363347,0.62244839,0.00000000
-5.69384692,1.59510871,0.38497708,0.00257529,0.74429995,0.69823381,0.62179587,0.00000000
-5.68784392,1.58430599,0.37350029,0.00259766,0.72260572,0.70020884,0.61834089,0.00000000
-5.68184092,1.56692348,0.36037592,0.00260690,0.69765481,0.69976515,0.61229871,0.00000000
-5.67583792,1.54369336,0.34593402,0.00260294,0.67006546,0.69716909,0.60394065,0.00000000
-5.66983492,1.51547049,0.33052850,0.00258601,0.64050492,0.69273819,0.59358483,0.00000000
-5.66383192,1.48320763,0.31452798,0.00255664,0.60967154,0.68683128,0.58158585,0.00000000
-5.65782891,1.44792922,0.29830681,0.00251567,0.57827720,0.67983809,0.56832393,0.00000000
-5.65182591,1.41070507,0.28223656,0.00246419,0.54703064,0.67216855,0.55419408,0.00000000
-5.64582291,1.37262480,0.26667843,0.00240355,0.51662236,0.66424246,0.53959564,0.00000000
-5.63981991,1.33477436,0.25197660,0.00233531,0.48771162,0.65647996,0.52492274,0.00000000
-5.63381691,1.29821516,0.23845284,0.00226122,0.46091568,0.64929313,0.51055610,0.00000000
-5.62781391,1.26396661,0.22640230,0.00218321,0.43680168,0.64307907,0.49685636,0.00000000
-5.62181091,1.23299234,0.21609065,0.00210329,0.41588096,0.63821469,0.48415909,0.00000000
-5.61580790,1.20619029,0.20775222,0.00202358,0.39860578,0.63505312,0.47277165,0.00000000
-5.60980490,1.18438639,0.20158929,0.00194624,0.38536807,0.63392184,0.46297181,0.00000000
-5.60380190,1.16833148,0.19777208,0.00187346,0.37650000,0.63512227,0.45500782,0.00000000
-5.59779890,1.15870091,0.19643932,0.00180740,0.37227562,0.63893042,0.44909983,0.00000000
-5.59179590,1.15609591,0.19769923,0.00175021,0.37291339,0.64559840,0.44544227,0.00000000
-5.58579290,1.16104593,0.20163045,0.00170393,0.37857894,0.65535608,0.44420663,0.00000000
-5.57978989,1.17401089,0.20828300,0.00167054,0.38938751,0.66841260,0.44554442,0.00000000
-5.57378689,1.19538264,0.21767876,0.00165189,0.40540600,0.68495719,0.44958977,0.00000000
-5.56778389,1.22548462,0.22981167,0.00164967,0.42665390,0.70515878,0.45646125,0.00000000
-5.56178089,1.26456919,0.24464728,0.00166541,0.45310329,0.72916418,0.46626270,0.00000000
-5.55577789,1.31281234,0.26212189,0.00170044,0.48467761,0.75709456,0.47908274,0.00000000
-5.54977489,1.37030543,0.28214114,0.00175584,0.52124939,0.78904018,0.49499287,0.00000000
-5.54377189,1.43704447,0.30457829,0.00183243,0.56263699,0.82505344,0.51404427,0.00000000
-5.53776888,1.51291710,0.32927238,0.00193074,0.60860087,0.86514053,0.53626330,0.00000000
-5.53176588,1.59768845,0.35602639,0.00205096,0.65883963,0.90925227,0.56164605,0.00000000
-5.52576288,1.69098650,0.38460574,0.00219291,0.71298633,0.95727441,0.59015229,0.00000000
-5.51975988,1.79228855,0.41473743,0.00235601,0.77060564,1.00901848,0.62169929,0.00000000
-5.51375688,1.90090988,0.44611005,0.00253928,0.83119235,1.06421359,0.65615601,0.00000000
-5.50775388,2.01599595,0.47837483,0.00274127,0.89417166,1.12250018,0.69333811,0.00000000
-5.50175088,2.13651955,0.51114815,0.00296013,0.95890181,1.18342631,0.73300441,0.00000000
-5.49574787,2.26128369,0.54401548,0.00319353,1.02467915,1.24644721,0.77485507,0.00000000
-5.48974487,2.38893119,0.57653687,0.00343874,1.09074607,1.31092837,0.81853193,0.00000000
-5.48374187,2.51796122,0.60825400,0.00369263,1.15630167,1.37615267,0.86362115,0.00000000
-5.47773887,2.64675284,0.63869872,0.00395174,1.22051504,1.44133134,0.90965826,0.00000000
-5.47173587,2.77359509,0.66740274,0.00421232,1.28254092,1.50561874,0.95613544,0.00000000
-5.46573287,2.89672267,0.69390836,0.00447042,1.34153712,1.56813031,1.00251088,0.00000000
-5.45972986,3.01435596,0.71777970,0.00472197,1.39668327,1.62796323,1.04821976,0.00000000
-5.45372686,3.12474390,0.73861408,0.00496288,1.44719999,1.68421877,1.09268642,0.00000000
-5.44772386,3.22620764,0.75605309,0.00518915,1.49236783,1.73602551,1.13533717,0.00000000
-5.44172086,3.31718339,0.76979274,0.00539694,1.53154502,1.78256219,1.17561303,0.00000000
-5.43571786,3.39626217,0.77959241,0.00558271,1.56418338,1.82307946,1.21298197,0.00000000
-5.42971486,3.46222503,0.78528195,0.00574329,1.58984158,1.85691925,1.24695010,0.00000000
-5.42371186,3.51407196,0.78676678,0.00587596,1.60819518,1.88353113,1.27707121,0.00000000
-5.41770885,3.55104347,0.78403057,0.00597855,1.61904308,1.90248496,1.30295456,0.00000000
-5.41170585,3.57263406,0.77713545,0.00604943,1.62231006,1.91347935,1.32427056,0.00000000
-5.40570285,3.57859724,0.76621972,0.00608760,1.61804543,1.91634588,1.34075438,0.00000000
-5.39969985,3.56894238,0.75149311,0.00609268,1.60641801,1.91104892,1.35220757,0.00000000
-5.39369685,3.54392394,0.73322994,0.00606491,1.58770769,1.89768156,1.35849781,0.00000000
-5.38769385,3.50402411,0.71176039,0.00600510,1.56229423,1.87645803,1.35955727,0.00000000
-5.38169085,3.44993017,0.68746040,0.00591461,1.53064392,1.84770317,1.35537975,0.00000000
-5.37568784,3.38250807,0.66074068,0.00579531,1.49329477,1.81183986,1.34601709,0.00000000
-5.36968484,3.30277374,0.63203531,0.00564945,1.45084113,1.76937503,1.33157525,0.00000000
-5.36368184,3.21186368,0.60179044,0.00547968,1.40391835,1.72088515,1.31221028,0.00000000
-5.35767884,3.11100627,0.57045371,0.00528886,1.35318826,1.66700174,1.28812455,0.00000000
-5.35167584,3.00149498,0.53846460,0.00508009,1.29932600,1.60839769,1.25956332,0.00000000
-5.34567284,2.88466418,0.50624618,0.00485654,1.24300855,1.54577463,1.22681176,0.00000000
-5.33966983,2.76186851,0.47419851,0.00462144,1.18490535,1.47985190,1.19019238,0.00000000
-5.33366683,2.63446561,0.44269378,0.00437799,1.12567103,1.41135701,1.15006277,0.00000000
-5.32766383,2.50380251,0.41207311,0.00412930,1.06594015,1.34101783,1.10681340,0.00000000
-5.32166083,2.37120522,0.38264520,0.00387837,1.00632384,1.26955616,1.06086537,0.00000000
-5.31565783,2.23797098,0.35468624,0.00362803,0.94740802,1.19768271,1.01266777,0.00000000
-5.30965483,2.10536258,0.32844129,0.00338091,0.88975265,1.12609299,0.96269451,0.00000000
-5.30365183,1.97460398,0.30412638,0.00313944,0.83389184,1.05546383,0.91144041,0.00000000
-5.29764882,1.84687656,0.28193129,0.00290584,0.78033405,0.98645039,0.85941643,0.00000000
-5.29164582,1.72331529,0.26202259,0.00268209,0.72956225,0.91968313,0.80714403,0.00000000
-5.28564282,1.60500434,0.24454647,0.00246996,0.68203352,0.85576463,0.75514869,0.00000000
-5.27963982,1.49297167,0.22963128,0.00227099,0.63817775,0.79526612,0.70395265,0.00000000
-5.27363682,1.38818242,0.21738938,0.00208651,0.59839540,0.73872354,0.65406718,0.00000000
-5.26763382,1.29153104,0.20791816,0.00191764,0.56305415,0.68663310,0.60598451,0.00000000
-5.26163082,1.20383221,0.20130015,0.00176532,0.53248437,0.63944652,0.56016971,0.00000000
-5.25562781,1.12581081,0.19760215,0.00163026,0.50697369,0.59756580,0.51705286,0.00000000
-5.24962481,1.05809128,0.19687343,0.00151301,0.48676075,0.56133797,0.47702173,0.00000000
-5.24362181,1.00118681,0.19914317,0.00141391,0.47202848,0.53104972,0.44041523,0.00000000
-5.23761881,0.95548886,0.20441719,0.00133314,0.46289718,0.50692229,0.40751788,0.00000000
-5.23161581,0.92125737,0.21267432,0.00127069,0.45941796,0.48910682,0.37855542,0.00000000
-5.22561281,0.89861244,0.22386268,0.00122638,0.46156668,0.47768024,0.35369168,0.00000000
-5.21960980,0.88752766,0.23789605,0.00119983,0.46923912,0.47264210,0.33302679,0.00000000
-5.21360680,0.88782569,0.25465070,0.00119051,0.48224751,0.47391238,0.31659662,0.00000000
-5.20760380,0.89917649,0.27396307,0.00119771,0.50031897,0.48133052,0.30437362,0.00000000
-5.20160080,0.92109841,0.29562831,0.00122057,0.52309603,0.49465588,0.29626873,0.00000000
-5.19559780,0.95296246,0.31940022,0.00125803,0.55013956,0.51356957,0.29213451,0.00000000
-5.18959480,0.99399983,0.34499246,0.00130894,0.58093418,0.53767802,0.29176910,0.00000000
-5.18359180,1.04331283,0.37208142,0.00137198,0.61489619,0.56651805,0.29492120,0.00000000
-5.17758879,1.09988905,0.40031046,0.00144571,0.65138402,0.59956376,0.30129572,0.00000000
-5.17158579,1.16261872,0.42929584,0.00152861,0.68971085,0.63623487,0.31056003,0.00000000
-5.16558279,1.23031490,0.45863378,0.00161908,0.72915927,0.67590675,0.32235085,0.00000000
-5.15957979,1.30173611,0.48790890,0.00171547,0.76899740,0.71792175,0.33628145,0.00000000
-5.15357679,1.37561102,0.51670331,0.00181611,0.80849610,0.76160174,0.35194920,0.00000000
-5.14757379,1.45066438,0.54460639,0.00191932,0.84694657,0.80626152,0.36894335,0.00000000
-5.14157079,1.52564368,0.57122466,0.00202351,0.88367772,0.85122279,0.38685283,0.00000000
-5.13556778,1.59934565,0.59619141,0.00212711,0.91807276,0.89582837,0.40527405,0.00000000
-5.12956478,1.67064177,0.61917569,0.00222869,0.94958423,0.93945601,0.42381845,0.00000000
-5.12356178,1.73850204,0.63989032,0.00232695,0.97774684,0.98153162,0.44211970,0.00000000
-5.11755878,1.80201603,0.65809846,0.00242073,1.00218781,1.02154123,0.45984032,0.00000000
-5.11155578,1.86041051,0.67361864,0.00250908,1.02263394,1.05904133,0.47667765,0.00000000
-5.10555278,1.91306303,0.68632785,0.00259123,1.03891544,1.09366706,0.49236877,0.00000000
-5.09954977,1.95951071,0.69616269,0.00266664,1.05096611,1.12513811,0.50669446,0.00000000
-5.09354677,1.99945402,0.70311850,0.00273497,1.05881998,1.15326169,0.51948186,0.00000000
-5.08754377,2.03275525,0.70724645,0.00279610,1.06260457,1.17793270,0.53060581,0.00000000
-5.08154077,2.05943168,0.70864897,0.00285012,1.06253099,1.19913093,0.53998873,0.00000000
-5.07553777,2.07964363,0.70747334,0.00289730,1.05888141,1.21691517,0.54759912,0.00000000
-5.06953477,2.09367796,0.70390421,0.00293806,1.05199438,1.23141476,0.55344865,0.00000000
-5.06353177,2.10192754,0.69815495,0.00297295,1.04224876,1.24281855,0.55758789,0.00000000
-5.05752876,2.10486757,0.69045856,0.00300262,1.03004675,1.25136202,0.56010101,0.00000000
-5.05152576,2.10302985,0.68105831,0.00302776,1.01579705,1.25731286,0.56109949,0.00000000
-5.04552276,2.09697595,0.67019865,0.00304907,0.99989858,1.26095584,0.56071524,0.00000000
-5.03951976,2.08727059,0.65811671,0.00306720,0.98272567,1.26257753,0.55909335,0.00000000
-5.03351676,2.07445634,0.64503476,0.00308275,0.96461516,1.26245170,0.55638481,0.00000000
-5.02751376,2.05903090,0.63115387,0.00309617,0.94585604,1.26082596,0.55273958,0.00000000
-5.02151076,2.04142772,0.61664909,0.00310777,0.92668184,1.25791043,0.54830024,0.00000000
-5.01550775,2.02200117,0.60166623,0.00311769,0.90726628,1.25386889,0.54319657,0.00000000
-5.00950475,2.00101662,0.58632029,0.00312589,0.88772194,1.24881292,0.53754126,0.00000000
-5.00350175,1.97864601,0.57069567,0.00313212,0.86810217,1.24279928,0.53142698,0.00000000
-4.99749875,1.95496897,0.55484785,0.00313595,0.84840585,1.23583068,0.52492483,0.00000000
-4.99149575,1.92997934,0.53880657,0.00313677,0.82858471,1.22785992,0.51808433,0.00000000
-4.98549275,1.90359679,0.52258019,0.00313383,0.80855284,1.21879713,0.51093478,0.00000000
-4.97948974,1.87568271,0.50616095,0.00312627,0.78819775,1.20851985,0.50348803,0.00000000
-4.97348674,1.84605964,0.48953081,0.00311315,0.76739233,1.19688531,0.49574238,0.00000000
-4.96748374,1.81453316,0.47266768,0.00309351,0.74600731,1.18374438,0.48768734,0.00000000
-4.96148074,1.78091508,0.45555143,0.00306645,0.72392333,1.16895644,0.47930923,0.00000000
-4.95547774,1.74504673,0.43816967,0.00303110,0.70104226,1.15240449,0.47059696,0.00000000
-4.94947474,1.70682125,0.42052285,0.00298675,0.67729707,1.13400964,0.46154794,0.00000000
-4.94347174,1.66620375,0.40262847,0.00293285,0.65266004,1.11374440,0.45217379,0.00000000
-4.93746873,1.62324833,0.38452430,0.00286907,0.62714870,1.09164404,0.44250539,0.00000000
-4.93146573,1.57811122,0.36627045,0.00279531,0.60082965,1.06781550,0.43259721,0.00000000
-4.92546273,1.53105953,0.34795024,0.00271172,0.57381991,1.04244351,0.42253053,0.00000000
-4.91945973,1.48247505,0.32966995,0.00261872,0.54628595,1.01579343,0.41241556,0.00000000
-4.91345673,1.43285324,0.31155747,0.00251698,0.51844064,0.98821094,0.40239206,0.00000000
-4.90745373,1.38279727,0.29376001,0.00240743,0.49053821,0.96011837,0.39262874,0.00000000
-4.90145073,1.33300759,0.27644106,0.00229121,0.46286769,0.93200792,0.38332119,0.00000000
-4.89544772,1.28426741,0.25977670,0.00216965,0.43574509,0.90443195,0.37468841,0.00000000
-4.88944472,1.23742475,0.24395154,0.00204424,0.40950492,0.87799079,0.36696825,0.00000000
-4.88344172,1.19337185,0.22915447,0.00191657,0.38449115,0.85331851,0.36041161,0.00000000
-4.87743872,1.15302268,0.21557435,0.00178831,0.36104828,0.83106704,0.35527593,0.00000000
-4.87143572,1.11728941,0.20339587,0.00166114,0.33951274,0.81188937,0.35181796,0.00000000
-4.86543272,1.08705872,0.19279559,0.00153674,0.32020490,0.79642236,0.35028620,0.00000000
-4.85942971,1.06316878,0.18393842,0.00141672,0.30342199,0.78526967,0.35091329,0.00000000
-4.85342671,1.04638755,0.17697444,0.00130260,0.28943201,0.77898545,0.35390863,0.00000000
-4.84742371,1.03739324,0.17203616,0.00119582,0.27846877,0.77805934,0.35945156,0.00000000
-4.84142071,1.03675738,0.16923629,0.00109764,0.27072818,0.78290323,0.36768538,0.00000000
-4.83541771,1.04493106,0.16866580,0.00100921,0.26636558,0.79384022,0.37871236,0.00000000
-4.82941471,1.06223463,0.17039249,0.00093151,0.26549420,0.81109609,0.39259019,0.00000000
-4.82341171,1.08885114,0.17445986,0.00086539,0.26818460,0.83479366,0.40932980,0.00000000
-4.81740870,1.12482360,0.18088623,0.00081152,0.27446496,0.86494998,0.42889481,0.00000000
-4.81140570,1.17005589,0.18966420,0.00077045,0.28432207,0.90147665,0.45120255,0.00000000
-4.80540270,1.22431738,0.20076030,0.00074260,0.29770292,0.94418297,0.47612668,0.00000000
-4.79939970,1.28725070,0.21411482,0.00072827,0.31451675,0.99278189,0.50350123,0.00000000
-4.79339670,1.35838237,0.22964183,0.00072765,0.33463738,1.04689842,0.53312594,0.00000000
-4.78739370,1.43713579,0.24722947,0.00074082,0.35790578,1.10608005,0.56477252,0.00000000
-4.78139070,1.52284585,0.26674035,0.00076780,0.38413281,1.16980883,0.59819170,0.00000000
-4.77538769,1.61477472,0.28801219,0.00080849,0.41310198,1.23751446,0.63312055,0.00000000
-4.76938469,1.71212800,0.31085879,0.00086275,0.44457233,1.30858790,0.66928974,0.00000000
-4.76338169,1.81407065,0.33507120,0.00093033,0.47828121,1.38239486,0.70643049,0.00000000
-4.75737869,1.91974223,0.36041930,0.00101092,0.51394720,1.45828876,0.74428073,0.00000000
-4.75137569,2.02827076,0.38665372,0.00110414,0.55127301,1.53562255,0.78259025,0.00000000
-4.74537269,2.13878499,0.41350813,0.00120950,0.58994839,1.61375903,0.82112467,0.00000000
-4.73936968,2.25042478,0.44070208,0.00132646,0.62965316,1.69207950,0.85966791,0.00000000
-4.73336668,2.36234939,0.46794413,0.00145435,0.67006033,1.76999040,0.89802338,0.00000000
-4.72736368,2.47374391,0.49493550,0.00159247,0.71083930,1.84692805,0.93601364,0.00000000
-4.72136068,2.58382365,0.52137419,0.00173998,0.75165912,1.92236146,0.97347884,0.00000000
-4.71535768,2.69183704,0.54695933,0.00189600,0.79219193,1.99579353,1.01027408,0.00000000
-4.70935468,2.79706719,0.57139595,0.00205955,0.83211629,2.06676077,1.04626590,0.00000000
-4.70335168,2.89883242,0.59439988,0.00222962,0.87112053,2.13483194,1.08132824,0.00000000
-4.69734867,2.99648622,0.61570282,0.00240511,0.90890598,2.19960604,1.11533821,0.00000000
-4.69134567,3.08941695,0.63505719,0.00258489,0.94518996,2.26070990,1.14817184,0.00000000
-4.68534267,3.17704748,0.65224096,0.00276782,0.97970832,2.31779581,1.17970032,0.00000000
-4.67933967,3.25883510,0.66706200,0.00295273,1.01221772,2.37053946,1.20978675,0.00000000
-4.67333667,3.33427185,0.67936188,0.00313843,1.04249715,2.41863840,1.23828380,0.00000000
-4.66733367,3.40288534,0.68901900,0.00332377,1.07034899,2.46181133,1.26503235,0.00000000
-4.66133067,3.46424013,0.69595096,0.00350759,1.09559938,2.49979821,1.28986115,0.00000000
-4.65532766,3.51793971,0.70011588,0.00368874,1.11809791,2.53236132,1.31258775,0.00000000
-4.64932466,3.56362909,0.70151285,0.00386613,1.13771684,2.55928726,1.33302046,0.00000000
-4.64332166,3.60099795,0.70018128,0.00403865,1.15434984,2.58038985,1.35096145,0.00000000
-4.63731866,3.62978444,0.69619936,0.00420523,1.16791049,2.59551392,1.36621087,0.00000000
-4.63131566,3.64977965,0.68968157,0.00436484,1.17833073,2.60453983,1.37857188,0.00000000
-4.62531266,3.66083267,0.68077541,0.00451645,1.18555945,2.60738867,1.38785648,0.00000000
-4.61930965,3.66285644,0.66965761,0.00465910,1.18956159,2.60402797,1.39389188,0.00000000
-4.61330665,3.65583422,0.65652976,0.00479184,1.19031771,2.59447782,1.39652738,0.00000000
-4.60730365,3.63982675,0.64161388,0.00491381,1.18782457,2.57881713,1.39564146,0.00000000
-4.60130065,3.61497988,0.62514779,0.00502421,1.18209638,2.55718986,1.39114879,0.00000000
-4.59529765,3.58153237,0.60738074,0.00512234,1.17316718,2.52981097,1.38300711,0.00000000
-4.58929465,3.53982366,0.58856922,0.00520766,1.16109395,2.49697168,1.37122337,0.00000000
-4.58329165,3.49030090,0.56897325,0.00527979,1.14596050,2.45904366,1.35585924,0.00000000
-4.57728864,3.43352478,0.54885303,0.00533855,1.12788178,2.41648183,1.33703530,0.00000000
-4.57128564,3.37017341,0.52846605,0.00538398,1.10700831,2.36982525,1.31493388,0.00000000
-4.56528264,3.30104355,0.50806464,0.00541643,1.08353044,2.31969564,1.28980017,0.00000000
-4.55927964,3.22704841,0.48789384,0.00543649,1.05768180,2.26679325,1.26194132,0.00000000
-4.55327664,3.14921151,0.46818947,0.00544508,1.02974187,2.21188966,1.23172354,0.00000000
-4.54727364,3.06865597,0.44917632,0.00544342,1.00003702,2.15581741,1.19956684,0.00000000
-4.54127064,2.98658909,0.43106632,0.00543302,0.96893986,2.09945624,1.16593775,0.00000000
-4.53526763,2.90428210,0.41405663,0.00541566,0.93686672,2.04371637,1.13133976,0.00000000
-4.52926463,2.82304548,0.39832753,0.00539333,0.90427306,1.98951888,1.09630213,0.00000000
-4.52326163,2.74420032,0.38404005,0.00536820,0.87164702,1.93777380,1.06136706,0.00000000
-4.51725863,2.66904673,0.37133348,0.00534253,0.83950107,1.88935679,1.02707585,0.00000000
-4.51125563,2.59883043,0.36032272,0.00531864,0.80836216,1.84508505,0.99395463,0.00000000
-4.50525263,2.53470888,0.35109559,0.00529875,0.77876076,1.80569369,0.96250004,0.00000000
-4.49924962,2.47771854,0.34371034,0.00528496,0.75121907,1.77181350,0.93316573,0.00000000
-4.49324662,2.42874468,0.33819340,0.00527914,0.72623903,1.74395127,0.90635011,0.00000000
-4.48724362,2.38849535,0.33453767,0.00528288,0.70429053,1.72247368,0.88238593,0.00000000
-4.48124062,2.35748080,0.33270151,0.00529738,0.68580030,1.70759560,0.86153232,0.00000000
-4.47523762,2.33599941,0.33260850,0.00532343,0.67114177,1.69937358,0.84396938,0.00000000
-4.46923462,2.32413086,0.33414825,0.00536139,0.66062648,1.69770479,0.82979583,0.00000000
-4.46323162,2.32173702,0.33717814,0.00541113,0.65449687,1.70233184,0.81902963,0.00000000
-4.45722861,2.32847030,0.34152622,0.00547208,0.65292106,1.71285309,0.81161152,0.00000000
-4.45122561,2.34378929,0.34699501,0.00554323,0.65598925,1.72873815,0.80741124,0.00000000
-4.44522261,2.36698064,0.35336624,0.00562315,0.66371199,1.74934780,0.80623613,0.00000000
-4.43921961,2.39718610,0.36040626,0.00571008,0.67602007,1.77395739,0.80784149,0.00000000
-4.43321661,2.43343345,0.36787206,0.00580198,0.69276599,1.80178264,0.81194224,0.00000000
-4.42721361,2.47466962,0.37551742,0.00589661,0.71372683,1.83200651,0.81822523,0.00000000
-4.42121061,2.51979456,0.38309921,0.00599160,0.73860828,1.86380601,0.82636151,0.00000000
-4.41520760,2.56769427,0.39038336,0.00608454,0.76704989,1.89637767,0.83601812,0.00000000
-4.40920460,2.61727165,0.39715044,0.00617304,0.79863118,1.92896055,0.84686871,0.00000000
-4.40320160,2.66747409,0.40320047,0.00625485,0.83287874,1.96085606,0.85860271,0.00000000
-4.39719860,2.71731682,0.40835701,0.00632785,0.86927414,1.99144372,0.87093267,0.00000000
-4.39119560,2.76590156,0.41247020,0.00639015,0.90726266,2.02019259,0.88359964,0.00000000
-4.38519260,2.81243031,0.41541890,0.00644014,0.94626285,2.04666823,0.89637655,0.00000000
-4.37918959,2.85621424,0.41711174,0.00647647,0.98567677,2.07053528,0.90906971,0.00000000
-4.37318659,2.89667809,0.41748732,0.00649812,1.02490098,2.09155602,0.92151863,0.00000000
-4.36718359,2.93336062,0.41651342,0.00650438,1.06333800,2.10958547,0.93359442,0.00000000
-4.36118059,2.96591189,0.41418560,0.00649487,1.10040824,2.12456377,0.94519724,0.00000000
-4.35517759,2.99408788,0.41052506,0.00646948,1.13556199,2.13650643,0.95625305,0.00000000
-4.34917459,3.01774355,0.40557614,0.00642843,1.16829132,2.14549343,0.96671010,0.00000000
-4.34317159,3.03682473,0.39940345,0.00637218,1.19814134,2.15165770,0.97653547,0.00000000
-4.33716858,3.05135956,0.39208882,0.00630146,1.22472066,2.15517379,0.98571197,0.00000000
-4.33116558,3.06145002,0.38372821,0.00621719,1.24771047,2.15624714,0.99423557,0.00000000
-4.32516258,3.06726365,0.37442868,0.00612051,1.26687186,2.15510444,1.00211336,0.00000000
-4.31915958,3.06902587,0.36430543,0.00601271,1.28205116,2.15198523,1.00936227,0.00000000
-4.31315658,3.06701271,0.35347907,0.00589523,1.29318291,2.14713496,1.01600832,0.00000000
-4.30715358,3.06154413,0.34207314,0.00576959,1.30029027,2.14079950,1.02208627,0.00000000
