energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.81390695,0.02772675,0.00013279,0.00103706,0.01653083,0.00035354,0.01504717,0.00618003,0.00244485
-5.80790395,0.02820191,0.00016641,0.00089446,0.01561879,0.00035152,0.01566137,0.00687698,0.00233558
-5.80190095,0.02973299,0.00020728,0.00077711,0.01518546,0.00036185,0.01688573,0.00783653,0.00231244
-5.79589795,0.03241365,0.00025666,0.00068462,0.01525337,0.00038605,0.01878022,0.00909161,0.00238138
-5.78989495,0.03635733,0.00031593,0.00061688,0.01585001,0.00042591,0.02141702,0.01067923,0.00255027
-5.78389195,0.04169911,0.00038663,0.00057421,0.01700874,0.00048354,0.02488147,0.01264059,0.00282921
-5.77788894,0.04859725,0.00047045,0.00055733,0.01876964,0.00056142,0.02927294,0.01502112,0.00323074
-5.77188594,0.05723443,0.00056922,0.00056757,0.02118012,0.00066245,0.03470550,0.01787039,0.00377015
-5.76588294,0.06781867,0.00068489,0.00060684,0.02429550,0.00078998,0.04130831,0.02124194,0.00446567
-5.75987994,0.08058361,0.00081956,0.00067776,0.02817921,0.00094785,0.04922583,0.02519296,0.00533862
-5.75387694,0.09578827,0.00097541,0.00078366,0.03290296,0.00114043,0.05861752,0.02978384,0.00641356
-5.74787394,0.11371603,0.00115470,0.00092866,0.03854649,0.00137257,0.06965726,0.03507758,0.00771834
-5.74187094,0.13467266,0.00135976,0.00111763,0.04519718,0.00164968,0.08253208,0.04113898,0.00928399
-5.73586793,0.15898343,0.00159291,0.00135618,0.05294926,0.00197761,0.09744040,0.04803380,0.01114457
-5.72986493,0.18698880,0.00185643,0.00165066,0.06190270,0.00236265,0.11458945,0.05582754,0.01333685
-5.72386193,0.21903895,0.00215254,0.00200800,0.07216172,0.00281146,0.13419194,0.06458419,0.01589978
-5.71785893,0.25548664,0.00248327,0.00243565,0.08383289,0.00333091,0.15646178,0.07436467,0.01887384
-5.71185593,0.29667856,0.00285045,0.00294138,0.09702282,0.00392794,0.18160885,0.08522513,0.02230015
-5.70585293,0.34294500,0.00325560,0.00353312,0.11183535,0.00460943,0.20983277,0.09721496,0.02621935
-5.69984992,0.39458786,0.00369987,0.00421865,0.12836832,0.00538191,0.24131571,0.11037465,0.03067033
-5.69384692,0.45186720,0.00418390,0.00500538,0.14670997,0.00625137,0.27621421,0.12473347,0.03568866
-5.68784392,0.51498644,0.00470778,0.00590003,0.16693488,0.00722294,0.31465028,0.14030697,0.04130501
-5.68184092,0.58407667,0.00527091,0.00690824,0.18909971,0.00830062,0.35670185,0.15709440,0.04754323
-5.67583792,0.65918042,0.00587193,0.00803430,0.21323875,0.00948697,0.40239297,0.17507613,0.05441853
-5.66983492,0.74023556,0.00650866,0.00928073,0.23935944,0.01078277,0.45168398,0.19421111,0.06193555
-5.66383192,0.82706010,0.00717796,0.01064800,0.26743810,0.01218675,0.50446229,0.21443455,0.07008654
-5.65782891,0.91933859,0.00787571,0.01213417,0.29741598,0.01369531,0.56053398,0.23565595,0.07884971
-5.65182591,1.01661103,0.00859679,0.01373472,0.32919598,0.01530232,0.61961709,0.25775749,0.08818783
-5.64582291,1.11826527,0.00933505,0.01544230,0.36264016,0.01699892,0.68133681,0.28059322,0.09804722
-5.63981991,1.22353364,0.01008334,0.01724667,0.39756836,0.01877346,0.74522338,0.30398881,0.10835720
-5.63381691,1.33149469,0.01083357,0.01913467,0.43375802,0.02061151,0.81071302,0.32774240,0.11903010
-5.62781391,1.44108049,0.01157680,0.02109036,0.47094548,0.02249596,0.87715227,0.35162632,0.12996186
-5.62181091,1.55109011,0.01230342,0.02309521,0.50882876,0.02440726,0.94380609,0.37538996,0.14103336
-5.61580790,1.66020920,0.01300327,0.02512844,0.54707192,0.02632370,1.00986974,0.39876375,0.15211235
-5.60980490,1.76703557,0.01366592,0.02716744,0.58531086,0.02822189,1.07448435,0.42146420,0.16305607
-5.60380190,1.87011024,0.01428089,0.02918830,0.62316059,0.03007725,1.13675585,0.44319994,0.17371449
-5.59779890,1.96795319,0.01483789,0.03116641,0.66022350,0.03186461,1.19577684,0.46367861,0.18393402
-5.59179590,2.05910240,0.01532719,0.03307707,0.69609855,0.03355891,1.25065064,0.48261440,0.19356160
-5.58579290,2.14215513,0.01573985,0.03489617,0.73039095,0.03513586,1.30051663,0.49973591,0.20244907
-5.57978989,2.21580940,0.01606803,0.03660086,0.76272187,0.03657260,1.34457590,0.51479410,0.21045746
-5.57378689,2.27890428,0.01630524,0.03817015,0.79273780,0.03784845,1.38211628,0.52757006,0.21746133
-5.56778389,2.33045702,0.01644663,0.03958546,0.82011921,0.03894542,1.41253540,0.53788208,0.22335262
-5.56178089,2.36969547,0.01648910,0.04083109,0.84458804,0.03984881,1.43536101,0.54559193,0.22804412
-5.55577789,2.39608433,0.01643153,0.04189459,0.86591385,0.04054759,1.45026750,0.55060993,0.23147225
-5.54977489,2.40934396,0.01627480,0.04276699,0.88391825,0.04103470,1.45708796,0.55289869,0.23359906
-5.54377189,2.40946122,0.01602184,0.04344288,0.89847772,0.04130718,1.45582120,0.55247526,0.23441347
-5.53776888,2.39669159,0.01567757,0.04392047,0.90952460,0.04136626,1.44663354,0.54941170,0.23393147
-5.53176588,2.37155296,0.01524881,0.04420139,0.91704657,0.04121715,1.42985528,0.54383410,0.23219567
-5.52576288,2.33481148,0.01474412,0.04429053,0.92108470,0.04086885,1.40597220,0.53592005,0.22927379
-5.51975988,2.28746017,0.01417357,0.04419568,0.92173038,0.04033381,1.37561263,0.52589478,0.22525665
-5.51375688,2.23069178,0.01354851,0.04392724,0.91912155,0.03962748,1.33953063,0.51402617,0.22025538
-5.50775388,2.16586707,0.01288127,0.04349779,0.91343846,0.03876781,1.29858634,0.50061891,0.21439831
-5.50175088,2.09448019,0.01218492,0.04292171,0.90489936,0.03777477,1.25372433,0.48600809,0.20782752
-5.49574787,2.01812260,0.01147292,0.04221486,0.89375645,0.03666978,1.20595090,0.47055234,0.20069522
-5.48974487,1.93844710,0.01075890,0.04139420,0.88029221,0.03547524,1.15631125,0.45462707,0.19316025
-5.48374187,1.85713308,0.01005633,0.04047751,0.86481627,0.03421405,1.10586736,0.43861762,0.18538466
-5.47773887,1.77585411,0.00937839,0.03948321,0.84766284,0.03290916,1.05567718,0.42291282,0.17753055
-5.47173587,1.69624851,0.00873770,0.03843010,0.82918858,0.03158329,1.00677552,0.40789883,0.16975728
-5.46573287,1.61989326,0.00814618,0.03733729,0.80977074,0.03025857,0.96015707,0.39395329,0.16221896
-5.45972986,1.54828131,0.00761497,0.03622409,0.78980520,0.02895633,0.91676147,0.38143990,0.15506242
-5.45372686,1.48280205,0.00715432,0.03510988,0.76970428,0.02769693,0.87746040,0.37070316,0.14842538
-5.44772386,1.42472459,0.00677353,0.03401407,0.74989382,0.02649962,0.84304646,0.36206332,0.14243500
-5.44172086,1.37518321,0.00648095,0.03295596,0.73080921,0.02538241,0.81422353,0.35581135,0.13720662
-5.43571786,1.33516444,0.00628395,0.03195460,0.71289036,0.02436200,0.79159830,0.35220392,0.13284266
-5.42971486,1.30549529,0.00618892,0.03102862,0.69657509,0.02345368,0.77567257,0.35145825,0.12943162
-5.42371186,1.28683210,0.00620129,0.03019596,0.68229119,0.02267121,0.76683623,0.35374699,0.12704710
-5.41770885,1.27965000,0.00632547,0.02947358,0.67044713,0.02202669,0.76536072,0.35919299,0.12574685
-5.41170585,1.28423283,0.00656486,0.02887710,0.66142161,0.02153046,0.77139296,0.36786437,0.12557178
-5.40570285,1.30066397,0.00692181,0.02842039,0.65555240,0.02119092,0.78494999,0.37976985,0.12654509
-5.39969985,1.32881854,0.00739757,0.02811520,0.65312492,0.02101433,0.80591472,0.39485483,0.12867131
-5.39369685,1.36835773,0.00799216,0.02797066,0.65436105,0.02100472,0.83403301,0.41299843,0.13193559
-5.38769385,1.41872621,0.00870438,0.02799296,0.65940896,0.02116366,0.86891286,0.43401184,0.13630320
-5.38169085,1.47915349,0.00953163,0.02818493,0.66833446,0.02149019,0.91002620,0.45763837,0.14171924
-5.37568784,1.54866027,0.01046988,0.02854580,0.68111463,0.02198073,0.95671378,0.48355541,0.14810890
-5.36968484,1.62607046,0.01151355,0.02907101,0.69763412,0.02262911,1.00819368,0.51137863,0.15537810
-5.36368184,1.71002953,0.01265550,0.02975214,0.71768472,0.02342658,1.06357383,0.54066847,0.16341476
-5.35767884,1.79902947,0.01388695,0.03057699,0.74096841,0.02436204,1.12186860,0.57093894,0.17209070
-5.35167584,1.89144024,0.01519753,0.03152978,0.76710406,0.02542230,1.18201947,0.60166872,0.18126410
-5.34567284,1.98554719,0.01657535,0.03259152,0.79563770,0.02659238,1.24291929,0.63231415,0.19078268
-5.33966983,2.07959362,0.01800710,0.03374050,0.82605600,0.02785606,1.30343977,0.66232380,0.20048728
-5.33366683,2.17182709,0.01947819,0.03495289,0.85780274,0.02919630,1.36246112,0.69115417,0.21021605
-5.32766383,2.26054789,0.02097306,0.03620347,0.89029736,0.03059590,1.41890296,0.71828574,0.21980877
-5.32166083,2.34415777,0.02247538,0.03746645,0.92295494,0.03203808,1.47175521,0.74323887,0.22911149
-5.31565783,2.42120669,0.02396845,0.03871623,0.95520673,0.03350713,1.52010758,0.76558869,0.23798091
-5.30965483,2.49043578,0.02543549,0.03992834,0.98652014,0.03498893,1.56317651,0.78497845,0.24628870
-5.30365183,2.55081413,0.02686011,0.04108018,1.01641730,0.03647154,1.60032803,0.80113047,0.25392519
-5.29764882,2.60156779,0.02822662,0.04215176,1.04449128,0.03794560,1.63109559,0.81385430,0.26080256
-5.29164582,2.64219939,0.02952049,0.04312638,1.07041891,0.03940458,1.65519182,0.82305167,0.26685704
-5.28564282,2.67249732,0.03072865,0.04399111,1.09396984,0.04084500,1.67251359,0.82871786,0.27205037
-5.27963982,2.69253388,0.03183982,0.04473709,1.11501094,0.04226632,1.68314001,0.83093944,0.27637002
-5.27363682,2.70265234,0.03284477,0.04535976,1.13350614,0.04367078,1.68732344,0.82988857,0.27982850
-5.26763382,2.70344347,0.03373650,0.04585876,1.14951143,0.04506299,1.68547376,0.82581402,0.28246154
-5.26163082,2.69571272,0.03451031,0.04623778,1.16316536,0.04644940,1.67813679,0.81902939,0.28432535
-5.25562781,2.68043934,0.03516385,0.04650411,1.17467558,0.04783757,1.66596774,0.80989915,0.28549300
-5.24962481,2.65872980,0.03569702,0.04666813,1.18430208,0.04923540,1.64970101,0.79882312,0.28605018
-5.24362181,2.63176744,0.03611178,0.04674261,1.19233813,0.05065023,1.63011784,0.78622020,0.28609052
-5.23761881,2.60076101,0.03641197,0.04674194,1.19908997,0.05208800,1.60801335,0.77251218,0.28571063
-5.23161581,2.56689454,0.03660298,0.04668130,1.20485637,0.05355235,1.58416455,0.75810820,0.28500532
-5.22561281,2.53128081,0.03669141,0.04657580,1.20990934,0.05504387,1.55930076,0.74339079,0.28406299
-5.21960980,2.49492065,0.03668470,0.04643967,1.21447694,0.05655952,1.53407789,0.72870388,0.28296162
-5.21360680,2.45866984,0.03659076,0.04628555,1.21872931,0.05809210,1.50905753,0.71434343,0.28176546
-5.20760380,2.42321486,0.03641763,0.04612377,1.22276865,0.05963013,1.48469184,0.70055078,0.28052260
-5.20160080,2.38905826,0.03617313,0.04596197,1.22662360,0.06115779,1.46131454,0.68750906,0.27926355
-5.19559780,2.35651404,0.03586462,0.04580464,1.23024837,0.06265522,1.43913816,0.67534249,0.27800083
-5.18959480,2.32571251,0.03549877,0.04565307,1.23352661,0.06409904,1.41825746,0.66411842,0.27672956
-5.18359180,2.29661403,0.03508145,0.04550527,1.23627951,0.06546310,1.39865823,0.65385188,0.27542902
-5.17758879,2.26903007,0.03461762,0.04535625,1.23827761,0.06671936,1.38023084,0.64451201,0.27406499
-5.17158579,2.24265023,0.03411141,0.04519830,1.23925562,0.06783903,1.36278731,0.63603003,0.27259277
-5.16558279,2.21707302,0.03356616,0.04502149,1.23892889,0.06879368,1.34608087,0.62830802,0.27096057
-5.15957979,2.19183869,0.03298456,0.04481427,1.23701081,0.06955642,1.32982655,0.62122802,0.26911319
-5.15357679,2.16646181,0.03236881,0.04456407,1.23322974,0.07010305,1.31372162,0.61466088,0.26699560
-5.14757379,2.14046193,0.03172084,0.04425803,1.22734454,0.07041309,1.29746479,0.60847428,0.26455633
-5.14157079,2.11339057,0.03104247,0.04388362,1.21915768,0.07047062,1.28077297,0.60253961,0.26175046
-5.13556778,2.08485331,0.03033566,0.04342930,1.20852527,0.07026497,1.26339497,0.59673731,0.25854198
-5.12956478,2.05452604,0.02960257,0.04288506,1.19536343,0.06979112,1.24512151,0.59096059,0.25490551
-5.12356178,2.02216496,0.02884576,0.04224288,1.17965085,0.06904983,1.22579130,0.58511741,0.25082727
-5.11755878,1.98761036,0.02806819,0.04149710,1.16142749,0.06804760,1.20529332,0.57913083,0.24630526
-5.11155578,1.95078452,0.02727327,0.04064461,1.14078983,0.06679626,1.18356537,0.57293789,0.24134880
-5.10555278,1.91168464,0.02646478,0.03968496,1.11788310,0.06531240,1.16058967,0.56648740,0.23597745
-5.09954977,1.87037172,0.02564681,0.03862034,1.09289134,0.06361667,1.13638599,0.55973685,0.23021936
-5.09354677,1.82695683,0.02482357,0.03745545,1.06602598,0.06173283,1.11100318,0.55264899,0.22410943
-5.08754377,1.78158600,0.02399928,0.03619725,1.03751398,0.05968685,1.08451006,0.54518837,0.21768712
-5.08154077,1.73442515,0.02317795,0.03485471,1.00758628,0.05750590,1.05698633,0.53731826,0.21099439
-5.07553777,1.68564625,0.02236323,0.03343840,0.97646742,0.05521741,1.02851434,0.52899829,0.20407371
-5.06953477,1.63541568,0.02155826,0.03196014,0.94436696,0.05284824,0.99917238,0.52018305,0.19696632
-5.06353177,1.58388574,0.02076551,0.03043262,0.91147320,0.05042393,0.96902989,0.51082174,0.18971088
-5.05752876,1.53118948,0.01998674,0.02886897,0.87794939,0.04796809,0.93814482,0.50085908,0.18234251
-5.05152576,1.47743929,0.01922295,0.02728247,0.84393261,0.04550204,0.90656335,0.49023727,0.17489235
-5.04552276,1.42272887,0.01847438,0.02568620,0.80953508,0.04304451,0.87432166,0.47889896,0.16738747
-5.03951976,1.36713823,0.01774065,0.02409279,0.77484756,0.04061159,0.84144954,0.46679101,0.15985121
-5.03351676,1.31074114,0.01702082,0.02251419,0.73994453,0.03821683,0.80797545,0.45386868,0.15230391
-5.02751376,1.25361403,0.01631360,0.02096159,0.70489038,0.03587138,0.77393245,0.44009998,0.14476375
-5.02151076,1.19584571,0.01561754,0.01944522,0.66974618,0.03358436,0.73936444,0.42546994,0.13724786
-5.01550775,1.13754684,0.01493124,0.01797441,0.63457635,0.03136313,0.70433224,0.40998429,0.12977338
-5.00950475,1.07885850,0.01425363,0.01655753,0.59945474,0.02921380,0.66891887,0.39367246,0.12235853
-5.00350175,1.01995904,0.01358410,0.01520206,0.56446961,0.02714154,0.63323380,0.37658958,0.11502350
-4.99749875,0.96106884,0.01292281,0.01391463,0.52972723,0.02515097,0.59741564,0.35881738,0.10779115
-4.99149575,0.90245252,0.01227075,0.01270118,0.49535391,0.02324656,0.56163327,0.34046385,0.10068746
-4.98549275,0.84441868,0.01162998,0.01156702,0.46149630,0.02143283,0.52608530,0.32166182,0.09374179
-4.97948974,0.78731704,0.01100366,0.01051697,0.42832015,0.01971457,0.49099791,0.30256639,0.08698673
-4.97348674,0.73153336,0.01039609,0.00955546,0.39600764,0.01809705,0.45662123,0.28335143,0.08045786
-4.96748374,0.67748253,0.00981276,0.00868670,0.36475350,0.01658600,0.42322457,0.26420534,0.07419319
-4.96148074,0.62560014,0.00926023,0.00791476,0.33476034,0.01518767,0.39109076,0.24532634,0.06823248
-4.95547774,0.57633315,0.00874609,0.00724363,0.30623339,0.01390880,0.36050995,0.22691744,0.06261647
-4.94947474,0.53013009,0.00827883,0.00667736,0.27937513,0.01275650,0.33177307,0.20918140,0.05738594
-4.94347174,0.48743126,0.00786763,0.00622005,0.25437996,0.01173813,0.30516547,0.19231586,0.05258088
-4.93746873,0.44865919,0.00752221,0.00587587,0.23142927,0.01086114,0.28096070,0.17650882,0.04823953
-4.93146573,0.41420966,0.00725259,0.00564908,0.21068703,0.01013291,0.25941470,0.16193461,0.04439757
-4.92546273,0.38444352,0.00706881,0.00554393,0.19229604,0.00956054,0.24076060,0.14875038,0.04108731
-4.91945973,0.35967917,0.00698076,0.00556456,0.17637483,0.00915064,0.22520394,0.13709324,0.03833698
-4.91345673,0.34018583,0.00699779,0.00571489,0.16301529,0.00890909,0.21291848,0.12707797,0.03616998
-4.90745373,0.32617743,0.00712850,0.00599839,0.15228085,0.00884081,0.20404239,0.11879526,0.03460434
-4.90145073,0.31780706,0.00738039,0.00641787,0.14420521,0.00894950,0.19867487,0.11231047,0.03365209
-4.89544772,0.31516173,0.00775956,0.00697520,0.13879143,0.00923734,0.19687299,0.10766275,0.03331873
-4.88944472,0.31825757,0.00827044,0.00767103,0.13601137,0.00970479,0.19864884,0.10486451,0.03360268
-4.88344172,0.32703534,0.00891540,0.00850447,0.13580527,0.01035020,0.20396682,0.10390116,0.03449484
-4.87743872,0.34135628,0.00969455,0.00947278,0.13808159,0.01116963,0.21274121,0.10473106,0.03597808
-4.87143572,0.36099855,0.01060543,0.01057104,0.14271697,0.01215652,0.22483413,0.10728565,0.03802687
-4.86543272,0.38565452,0.01164278,0.01179189,0.14955640,0.01330151,0.24005394,0.11146981,0.04060697
-4.85942971,0.41492915,0.01279840,0.01312531,0.15841366,0.01459223,0.25815439,0.11716249,0.04367522
-4.85342671,0.44833993,0.01406101,0.01455845,0.16907221,0.01601321,0.27883462,0.12421762,0.04717954
-4.84742371,0.48531871,0.01541627,0.01607554,0.18128655,0.01754581,0.30174051,0.13246542,0.05105904
-4.84142071,0.52521590,0.01684681,0.01765798,0.19478431,0.01916834,0.32646725,0.14171418,0.05524453
-4.83541771,0.56730728,0.01833245,0.01928442,0.20926906,0.02085620,0.35256371,0.15175266,0.05965913
-4.82941471,0.61080367,0.01985045,0.02093105,0.22442409,0.02258221,0.37953848,0.16235299,0.06421936
-4.82341171,0.65486362,0.02137597,0.02257204,0.23991705,0.02431704,0.40686776,0.17327435,0.06883636
-4.81740870,0.69860891,0.02288252,0.02417997,0.25540564,0.02602972,0.43400504,0.18426722,0.07341761
-4.81140570,0.74114272,0.02434261,0.02572654,0.27054405,0.02768837,0.46039242,0.19507827,0.07786873
-4.80540270,0.78157001,0.02572845,0.02718320,0.28499021,0.02926091,0.48547323,0.20545572,0.08209569
-4.79939970,0.81901943,0.02701269,0.02852199,0.29841353,0.03071589,0.50870565,0.21515510,0.08600703
-4.79339670,0.85266603,0.02816921,0.02971629,0.31050295,0.03202339,0.52957679,0.22394521,0.08951627
-4.78739370,0.88175384,0.02917393,0.03074168,0.32097487,0.03315582,0.54761675,0.23161398,0.09254425
-4.78139070,0.90561746,0.03000556,0.03157667,0.32958079,0.03408883,0.56241193,0.23797412,0.09502135
-4.77538769,0.92370156,0.03064632,0.03220342,0.33611419,0.03480202,0.57361715,0.24286828,0.09688956
-4.76938469,0.93557747,0.03108250,0.03260832,0.34041632,0.03527962,0.58096593,0.24617334,0.09810416
-4.76338169,0.94095599,0.03130501,0.03278246,0.34238077,0.03551099,0.58427838,0.24780391,0.09863502
-4.75737869,0.93969580,0.03130967,0.03272194,0.34195630,0.03549099,0.58346640,0.24771459,0.09846751
-4.75137569,0.93180702,0.03109741,0.03242800,0.33914810,0.03522012,0.57853588,0.24590098,0.09760278
-4.74537269,0.91744976,0.03067425,0.03190695,0.33401713,0.03470451,0.56958569,0.24239946,0.09605763
-4.73936968,0.89692758,0.03005118,0.03117001,0.32667766,0.03395570,0.55680364,0.23728556,0.09386377
-4.73336668,0.87067624,0.02924378,0.03023285,0.31729310,0.03299024,0.54045943,0.23067114,0.09106662
-4.72736368,0.83924836,0.02827176,0.02911512,0.30607039,0.03182911,0.52089508,0.22270046,0.08772371
-4.72136068,0.80329449,0.02715836,0.02783978,0.29325295,0.03049704,0.49851316,0.21354526,0.08390267
-4.71535768,0.76354164,0.02592965,0.02643240,0.27911280,0.02902168,0.47376341,0.20339920,0.07967902
-4.70935468,0.72077027,0.02461374,0.02492032,0.26394198,0.02743275,0.44712842,0.19247174,0.07513373
-4.70335168,0.67579059,0.02323997,0.02333193,0.24804374,0.02576109,0.41910891,0.18098194,0.07035082
-4.69734867,0.62941938,0.02183811,0.02169585,0.23172377,0.02403781,0.39020931,0.16915218,0.06541493
-4.69134567,0.58245813,0.02043753,0.02004025,0.21528196,0.02229341,0.36092416,0.15720232,0.06040915
-4.68534267,0.53567332,0.01906648,0.01839219,0.19900467,0.02055699,0.33172592,0.14534423,0.05541301
-4.67933967,0.48977957,0.01775142,0.01677712,0.18315816,0.01885557,0.30305443,0.13377716,0.05050081
-4.67333667,0.44542599,0.01651639,0.01521847,0.16798294,0.01721351,0.27530854,0.12268379,0.04574029
-4.66733367,0.40318616,0.01538261,0.01373736,0.15368945,0.01565209,0.24883984,0.11222726,0.04119177
-4.66133067,0.36355162,0.01436798,0.01235247,0.14045497,0.01418919,0.22394873,0.10254907,0.03690750
-4.65532766,0.32692886,0.01348693,0.01107999,0.12842171,0.01283912,0.20088254,0.09376793,0.03293158
-4.64932466,0.29363963,0.01275016,0.00993371,0.11769617,0.01161253,0.17983579,0.08597933,0.02930005
-4.64332166,0.26392383,0.01216459,0.00892519,0.10834946,0.01051652,0.16095212,0.07925601,0.02604137
-4.63731866,0.23794491,0.01173340,0.00806395,0.10041860,0.00955478,0.14432766,0.07364887,0.02317703
-4.63131566,0.21579680,0.01145611,0.00735778,0.09390860,0.00872781,0.13001548,0.06918851,0.02072243
-4.62531266,0.19751215,0.01132875,0.00681300,0.08879506,0.00803321,0.11803079,0.06588701,0.01868769
-4.61930965,0.18307094,0.01134410,0.00643471,0.08502739,0.00746606,0.10835648,0.06373993,0.01707865
-4.61330665,0.17240933,0.01149194,0.00622707,0.08253217,0.00701923,0.10094869,0.06272838,0.01589764
-4.60730365,0.16542789,0.01175945,0.00619343,0.08121684,0.00668382,0.09574220,0.06282105,0.01514431
-4.60130065,0.16199922,0.01213150,0.00633647,0.08097342,0.00644950,0.09265524,0.06397608,0.01481621
-4.59529765,0.16197436,0.01259113,0.00665820,0.08168224,0.00630490,0.09159374,0.06614276,0.01490923
-4.58929465,0.16518804,0.01311991,0.00715993,0.08321564,0.00623797,0.09245482,0.06926290,0.01541782
-4.58329165,0.17146264,0.01369843,0.00784211,0.08544155,0.00623629,0.09512947,0.07327201,0.01633511
-4.57728864,0.18061081,0.01430675,0.00870413,0.08822691,0.00628741,0.09950443,0.07810015,0.01765271
-4.57128564,0.19243707,0.01492487,0.00974403,0.09144095,0.00637912,0.10546345,0.08367260,0.01936048
-4.56528264,0.20673840,0.01553319,0.01095817,0.09495828,0.00649971,0.11288792,0.08991025,0.02144613
-4.55927964,0.22330415,0.01611296,0.01234094,0.09866174,0.00663814,0.12165702,0.09672991,0.02389477
-4.55327664,0.24191562,0.01664667,0.01388437,0.10244499,0.00678433,0.13164774,0.10404455,0.02668843
-4.54727364,0.26234558,0.01711850,0.01557791,0.10621488,0.00692921,0.14273472,0.11176348,0.02980569
-4.54127064,0.28435801,0.01751460,0.01740811,0.10989348,0.00706495,0.15479027,0.11979273,0.03322133
-4.53526763,0.30770849,0.01782337,0.01935859,0.11341982,0.00718497,0.16768465,0.12803544,0.03690620
-4.52926463,0.33214530,0.01803572,0.02140996,0.11675119,0.00728408,0.18128682,0.13639259,0.04082731
-4.52326163,0.35741171,0.01814514,0.02353994,0.11986414,0.00735849,0.19546570,0.14476398,0.04494811
-4.51725863,0.38324917,0.01814781,0.02572368,0.12275496,0.00740578,0.21009201,0.15304943,0.04922905
-4.51125563,0.40940188,0.01804254,0.02793414,0.12543979,0.00742496,0.22504083,0.16115045,0.05362843
-4.50525263,0.43562233,0.01783068,0.03014267,0.12795418,0.00741635,0.24019454,0.16897207,0.05810346
-4.49924962,0.46167772,0.01751599,0.03231972,0.13035220,0.00738153,0.25544637,0.17642502,0.06261156
-4.49324662,0.48735711,0.01710433,0.03443567,0.13270512,0.00732325,0.27070415,0.18342811,0.06711180
