energy_ev,total_up,Bi_p_up,Bi_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.72986493,0.65820838,0.12223713,0.00077270,0.09122556,0.14423538,0.02094008,0.41960404
-5.72386193,0.71367869,0.14123867,0.00090728,0.10087032,0.15772543,0.02197881,0.44131043
-5.71785893,0.77174688,0.16304678,0.00106262,0.11148912,0.17208891,0.02294823,0.46098485
-5.71185593,0.83255561,0.18795875,0.00124107,0.12316409,0.18740005,0.02383085,0.47829265
-5.70585293,0.89630388,0.21627692,0.00144497,0.13598523,0.20374449,0.02461181,0.49294336
-5.69984992,0.96324277,0.24829980,0.00167663,0.15004782,0.22121723,0.02527936,0.50470067
-5.69384692,1.03366652,0.28431164,0.00193823,0.16544907,0.23991964,0.02582516,0.51339070
-5.68784392,1.10789911,0.32457058,0.00223172,0.18228399,0.25995514,0.02624449,0.51890810
-5.68184092,1.18627618,0.36929577,0.00255875,0.20064062,0.28142404,0.02653636,0.52121961
-5.67583792,1.26912319,0.41865384,0.00292057,0.22059478,0.30441731,0.02670353,0.52036497
-5.66983492,1.35673040,0.47274525,0.00331790,0.24220453,0.32900987,0.02675226,0.51645506
-5.66383192,1.44932593,0.53159117,0.00375089,0.26550460,0.35525343,0.02669217,0.50966741
-5.65782891,1.54704849,0.59512160,0.00421898,0.29050108,0.38316942,0.02653576,0.50023925
-5.65182591,1.64992104,0.66316543,0.00472085,0.31716675,0.41274236,0.02629806,0.48845855
-5.64582291,1.75782757,0.73544308,0.00525438,0.34543728,0.44391413,0.02599608,0.47465339
-5.63981991,1.87049426,0.81156265,0.00581661,0.37520871,0.47657955,0.02564826,0.45918035
-5.63381691,1.98747694,0.89101975,0.00640375,0.40633645,0.51058368,0.02527404,0.44241230
-5.62781391,2.10815600,0.97320185,0.00701121,0.43863600,0.54572116,0.02489326,0.42472641
-5.62181091,2.23173984,1.05739707,0.00763364,0.47188556,0.58173779,0.02452580,0.40649270
-5.61580790,2.35727736,1.14280764,0.00826509,0.50583060,0.61833461,0.02419121,0.38806387
-5.60980490,2.48367961,1.22856763,0.00889910,0.54019027,0.65517423,0.02390844,0.36976655
-5.60380190,2.60975003,1.31376475,0.00952885,0.57466554,0.69188955,0.02369569,0.35189455
-5.59779890,2.73422224,1.39746523,0.01014738,0.60894876,0.72809435,0.02357037,0.33470408
-5.59179590,2.85580398,1.47874102,0.01074777,0.64273427,0.76339547,0.02354911,0.31841108
-5.58579290,2.97322503,1.55669826,0.01132333,0.67572962,0.79740605,0.02364792,0.30319064
-5.57978989,3.08528692,1.63050565,0.01186784,0.70766681,0.82975918,0.02388233,0.28917826
-5.57378689,3.19091188,1.69942155,0.01237575,0.73831304,0.86012129,0.02426760,0.27647270
-5.56778389,3.28918843,1.76281852,0.01284232,0.76748041,0.88820476,0.02481890,0.26514011
-5.56178089,3.37941110,1.82020401,0.01326382,0.79503395,0.91377888,0.02555147,0.25521909
-5.55577789,3.46111206,1.87123629,0.01363761,0.82089762,0.93667873,0.02648073,0.24672615
-5.54977489,3.53408272,1.91573463,0.01396226,0.84505770,0.95681148,0.02762222,0.23966132
-5.54377189,3.59838387,1.95368323,0.01423752,0.86756351,0.97415969,0.02899148,0.23401345
-5.53776888,3.65434362,1.98522860,0.01446435,0.88852511,0.98878142,0.03060376,0.22976488
-5.53176588,3.70254283,2.01067033,0.01464487,0.90810808,1.00080705,0.03247362,0.22689529
-5.52576288,3.74378846,2.03044574,0.01478218,0.92652551,1.01043307,0.03461431,0.22538443
-5.51975988,3.77907600,2.04510885,0.01488030,0.94402739,1.01791280,0.03703711,0.22521369
-5.51375688,3.80954243,2.05530482,0.01494393,0.96088797,1.02354483,0.03975051,0.22636651
-5.50775388,3.83641200,2.06174072,0.01497825,0.97739145,1.02765929,0.04275933,0.22882756
-5.50175088,3.86093710,2.06515413,0.01498873,0.99381674,1.03060295,0.04606380,0.23258094
-5.49574787,3.88433712,2.06628090,0.01498086,1.01042186,1.03272352,0.04965866,0.23760745
-5.48974487,3.90773802,2.06582337,0.01495996,1.02742882,1.03435404,0.05353238,0.24388125
-5.48374187,3.93211536,2.06442066,0.01493095,1.04500950,1.03579802,0.05766643,0.25136616
-5.47773887,3.95824362,2.06262205,0.01489819,1.06327334,1.03731593,0.06203474,0.26001174
-5.47173587,3.98665392,2.06086478,0.01486527,1.08225739,1.03911367,0.06660347,0.26974967
-5.46573287,4.01760222,2.05945702,0.01483495,1.10191915,1.04133353,0.07133090,0.28049049
-5.45972986,4.05104954,2.05856678,0.01480908,1.12213269,1.04404804,0.07616775,0.29212109
-5.45372686,4.08665498,2.05821717,0.01478852,1.14268827,1.04725685,0.08105770,0.30450308
-5.44772386,4.12378203,2.05828796,0.01477321,1.16329545,1.05088691,0.08593828,0.31747229
-5.44172086,4.16151801,2.05852356,0.01476220,1.18358982,1.05479583,0.09074203,0.33083951
-5.43571786,4.19870566,2.05854675,0.01475373,1.20314305,1.05877825,0.09539790,0.34439245
-5.42971486,4.23398579,2.05787767,0.01474543,1.22147586,1.06257503,0.09983293,0.35789904
-5.42371186,4.26584914,2.05595711,0.01473437,1.23807354,1.06588475,0.10397405,0.37111193
-5.41770885,4.29269517,2.05217303,0.01471736,1.25240342,1.06837707,0.10774997,0.38377410
-5.41170585,4.31289555,2.04588928,0.01469105,1.26393346,1.06970738,0.11109312,0.39562536
-5.40570285,4.32485939,2.03647514,0.01465216,1.27215151,1.06953218,0.11394156,0.40640952
-5.39969985,4.32709788,2.02333447,0.01459766,1.27658414,1.06752433,0.11624076,0.41588201
-5.39369685,4.31828520,2.00593321,0.01452494,1.27681455,1.06338787,0.11794513,0.42381749
-5.38769385,4.29731368,1.98382421,0.01443196,1.27249869,1.05687147,0.11901941,0.43001741
-5.38169085,4.26334052,1.95666815,0.01431734,1.26337899,1.04778020,0.11943967,0.43431684
-5.37568784,4.21582463,1.92425001,0.01418049,1.24929513,1.03598499,0.11919405,0.43659063
-5.36968484,4.15455186,1.88649019,0.01402161,1.23019146,1.02142962,0.11828303,0.43675840
-5.36368184,4.07964802,1.84345011,0.01384170,1.20612074,1.00413481,0.11671945,0.43478828
-5.35767884,3.99157922,1.79533213,0.01364253,1.17724409,0.98419939,0.11452814,0.43069911
-5.35167584,3.89113982,1.74247382,0.01342657,1.14382732,0.96179863,0.11174516,0.42456117
-5.34567284,3.77942889,1.68533720,0.01319685,1.10623361,0.93717983,0.10841681,0.41649527
-5.33966983,3.65781643,1.62449327,0.01295687,1.06491311,0.91065548,0.10459835,0.40667037
-5.33366683,3.52790097,1.56060296,0.01271043,1.02038987,0.88259431,0.10035259,0.39529966
-5.32766383,3.39146084,1.49439521,0.01246142,0.97324665,0.85341087,0.09574825,0.38263549
-5.32166083,3.25040116,1.42664332,0.01221374,0.92410835,0.82355396,0.09085828,0.36896321
-5.31565783,3.10669905,1.35814070,0.01197105,0.87362472,0.79349454,0.08575827,0.35459419
-5.30965483,2.96234923,1.28967710,0.01173667,0.82245306,0.76371367,0.08052474,0.33985829
-5.30365183,2.81931238,1.22201612,0.01151344,0.77124159,0.73469089,0.07523364,0.32509607
-5.29764882,2.67946785,1.15587523,0.01130361,0.72061406,0.70689358,0.06995899,0.31065096
-5.29164582,2.54457259,1.09190864,0.01110878,0.67115623,0.68076751,0.06477162,0.29686163
-5.28564282,2.41622713,1.03069382,0.01092986,0.62340442,0.65672882,0.05973820,0.28405471
-5.27963982,2.29584946,0.97272179,0.01076705,0.57783657,0.63515770,0.05492042,0.27253814
-5.27363682,2.18465700,0.91839143,0.01061988,0.53486593,0.61639357,0.05037440,0.26259512
-5.26763382,2.08365637,0.86800751,0.01048728,0.49483719,0.60073182,0.04615030,0.25447880
-5.26163082,1.99364046,0.82178238,0.01036764,0.45802530,0.58842187,0.04229210,0.24840780
-5.25562781,1.91519186,0.77984065,0.01025893,0.42463632,0.57966636,0.03883757,0.24456243
-5.24962481,1.84869157,0.74222644,0.01015878,0.39481038,0.57462111,0.03581836,0.24308179
-5.24362181,1.79433166,0.70891261,0.01006467,0.36862614,0.57339566,0.03326014,0.24406148
-5.23761881,1.75213081,0.67981109,0.00997400,0.34610650,0.57605411,0.03118288,0.24755222
-5.23161581,1.72195126,0.65478399,0.00988425,0.32722502,0.58261597,0.02960110,0.25355896
-5.22561281,1.70351636,0.63365458,0.00979307,0.31191285,0.59305695,0.02852414,0.26204090
-5.21960980,1.69642771,0.61621795,0.00969837,0.30006565,0.60730951,0.02795641,0.27291200
-5.21360680,1.70018133,0.60225061,0.00959846,0.29155036,0.62526329,0.02789762,0.28604240
-5.20760380,1.71418250,0.59151907,0.00949205,0.28621148,0.64676539,0.02834292,0.30126040
-5.20160080,1.73775921,0.58378697,0.00937835,0.28387681,0.67162080,0.02928303,0.31835536
-5.19559780,1.77017424,0.57882088,0.00925706,0.28436250,0.69959301,0.03070434,0.33708128
-5.18959480,1.81063633,0.57639474,0.00912842,0.28747738,0.73040532,0.03258889,0.35716129
-5.18359180,1.85831080,0.57629308,0.00899317,0.29302673,0.76374288,0.03491448,0.37829288
-5.17758879,1.91233010,0.57831322,0.00885256,0.30081536,0.79925594,0.03765468,0.40015395
-5.17158579,1.97180488,0.58226665,0.00870831,0.31065034,0.83656439,0.04077896,0.42240951
-5.16558279,2.03583591,0.58797990,0.00856254,0.32234320,0.87526377,0.04425280,0.44471903
-5.15957979,2.10352725,0.59529505,0.00841776,0.33571207,0.91493292,0.04803796,0.46674413
-5.15357679,2.17400067,0.60407004,0.00827683,0.35058348,0.95514308,0.05209285,0.48815660
-5.14757379,2.24641136,0.61417904,0.00814281,0.36679417,0.99546832,0.05637297,0.50864636
-5.14157079,2.31996456,0.62551284,0.00801901,0.38419278,1.03549706,0.06083149,0.52792916
-5.13556778,2.39393259,0.63797934,0.00790883,0.40264145,1.07484417,0.06542001,0.54575377
-5.12956478,2.46767171,0.65150412,0.00781575,0.42201733,1.11316326,0.07008934,0.56190835
-5.12356178,2.54063781,0.66603086,0.00774322,0.44221385,1.15015845,0.07479040,0.57622580
-5.11755878,2.61240015,0.68152171,0.00769461,0.46314172,1.18559510,0.07947516,0.58858769
-5.11155578,2.68265208,0.69795716,0.00767314,0.48472947,1.21930878,0.08409768,0.59892688
-5.10555278,2.75121790,0.71533546,0.00768177,0.50692349,1.25121192,0.08861498,0.60722834
-5.09954977,2.81805514,0.73367129,0.00772315,0.52968740,1.28129763,0.09298802,0.61352840
-5.09354677,2.88325138,0.75299362,0.00779956,0.55300062,1.30964012,0.09718244,0.61791223
-5.08754377,2.94701553,0.77334252,0.00791281,0.57685629,1.33639170,0.10116927,0.62050971
-5.08154077,3.00966325,0.79476510,0.00806417,0.60125814,1.36177595,0.10492538,0.62148981
-5.07553777,3.07159670,0.81731033,0.00825433,0.62621678,1.38607736,0.10843381,0.62105365
-5.06953477,3.13327927,0.84102307,0.00848331,0.65174517,1.40962761,0.11168382,0.61942654
-5.06353177,3.19520592,0.86593734,0.00875043,0.67785347,1.43278890,0.11467080,0.61684928
-5.05752876,3.25787032,0.89206909,0.00905428,0.70454359,1.45593513,0.11739586,0.61356911
-5.05152576,3.32173011,0.91940877,0.00939263,0.73180350,1.47943149,0.11986527,0.60983050
-5.04552276,3.38717172,0.94791411,0.00976252,0.75960156,1.50361357,0.12208974,0.60586637
-5.03951976,3.45447643,0.97750337,0.01016015,0.78788134,1.52876676,0.12408346,0.60188984
-5.03351676,3.52378924,1.00804950,0.01058098,0.81655687,1.55510711,0.12586310,0.59808702
-5.02751376,3.59509229,1.03937570,0.01101975,0.84550899,1.58276447,0.12744669,0.59461091
-5.02151076,3.66818398,1.07125245,0.01147050,0.87458267,1.61176882,0.12885247,0.59157684
-5.01550775,3.74266544,1.10339667,0.01192671,0.90358580,1.64204065,0.13009783,0.58905932
-5.00950475,3.81793492,1.13547290,0.01238136,0.93228946,1.67338583,0.13119819,0.58709074
-5.00350175,3.89319101,1.16709686,0.01282707,0.96042985,1.70549544,0.13216613,0.58566158
-4.99749875,3.96744484,1.19784133,0.01325622,0.98771179,1.73795079,0.13301063,0.58472236
-4.99149575,4.03954109,1.22724432,0.01366112,1.01381400,1.77023339,0.13373643,0.58418710
-4.98549275,4.10818739,1.25481933,0.01403417,1.03839570,1.80173985,0.13434377,0.58393805
-4.97948974,4.17199113,1.28006740,0.01436805,1.06110475,1.83180093,0.13482822,0.58383169
-4.97348674,4.22950251,1.30249072,0.01465585,1.08158674,1.85970425,0.13518083,0.58370557
-4.96748374,4.27926217,1.32160709,0.01489130,1.09949492,1.88471965,0.13538854,0.58338574
-4.96148074,4.31985189,1.33696496,0.01506893,1.11450066,1.90612639,0.13543481,0.58269455
-4.95547774,4.34994616,1.34815840,0.01518418,1.12630393,1.92324095,0.13530039,0.58145845
-4.94947474,4.36836298,1.35484137,0.01523361,1.13464358,1.93544444,0.13496437,0.57951553
-4.94347174,4.37411168,1.35674089,0.01521494,1.13930690,1.94220857,0.13440530,0.57672256
-4.93746873,4.36643608,1.35366839,0.01512722,1.14013824,1.94311916,0.13360240,0.57296116
-4.93146573,4.34485132,1.34552901,0.01497079,1.13704632,1.93789626,0.13253678,0.56814306
-4.92546273,4.30917283,1.33232826,0.01474738,1.13000991,1.92641019,0.13119269,0.56221412
-4.91945973,4.25953653,1.31417593,0.01446005,1.11908170,1.90869284,0.12955858,0.55515711
-4.91345673,4.19640921,1.29128693,0.01411314,1.10439025,1.88494397,0.12762815,0.54699307
-4.90745373,4.12058895,1.26397911,0.01371219,1.08613978,1.85553210,0.12540111,0.53778129
-4.90145073,4.03319537,1.23266809,0.01326382,1.06460804,1.82099021,0.12288378,0.52761787
-4.89544772,3.93565003,1.19785919,0.01277556,1.04014199,1.78200628,0.12008942,0.51663306
-4.88944472,3.82964782,1.16013683,0.01225570,1.01315173,1.73940912,0.11703827,0.50498728
-4.88344172,3.71712005,1.12015167,0.01171308,0.98410262,1.69414998,0.11375739,0.49286623
-4.87743872,3.60019080,1.07860596,0.01115687,0.95350593,1.64728056,0.11028014,0.48047508
-4.87143572,3.48112769,1.03623758,0.01059639,0.92190838,1.59992829,0.10664548,0.46803205
-4.86543272,3.36228889,0.99380316,0.01004086,0.88988074,1.55326954,0.10289708,0.45576172
-4.85942971,3.24606799,0.95206097,0.00949921,0.85800589,1.50850177,0.09908214,0.44388805
-4.85342671,3.13483846,0.91175402,0.00897990,0.82686672,1.46681534,0.09525024,0.43262775
-4.84742371,3.03089942,0.87359373,0.00849070,0.79703429,1.42936595,0.09145201,0.42218395
-4.84142071,2.93642417,0.83824484,0.00803860,0.76905631,1.39724842,0.08773785,0.41274049
-4.83541771,2.85341321,0.80631175,0.00762960,0.74344664,1.37147254,0.08415662,0.40445717
-4.82941471,2.78365261,0.77832675,0.00726870,0.72067572,1.35294152,0.08075450,0.39746594
-4.82341171,2.72867908,0.75474031,0.00695974,0.70116232,1.34243371,0.07757395,0.39186822
-4.81740870,2.68975219,0.73591362,0.00670544,0.68526684,1.34058770,0.07465282,0.38773356
-4.81140570,2.66783448,0.72211354,0.00650732,0.67328604,1.34789130,0.07202373,0.38509935
-4.80540270,2.66357933,0.71350991,0.00636579,0.66544946,1.36467428,0.06971358,0.38397191
-4.79939970,2.67732682,0.71017518,0.00628012,0.66191736,1.39110499,0.06774337,0.38432852
-4.79339670,2.70910693,0.71208631,0.00624858,0.66278023,1.42719059,0.06612814,0.38612048
-4.78739370,2.75864978,0.71912875,0.00626850,0.66805961,1.47278084,0.06487722,0.38927686
-4.78139070,2.82540194,0.73110219,0.00633639,0.67771025,1.52757488,0.06399451,0.39370876
-4.77538769,2.90854807,0.74772795,0.00644809,0.69162325,1.59113090,0.06347901,0.39931392
-4.76938469,3.00703682,0.76865774,0.00659886,0.70963014,1.66287795,0.06332537,0.40598117
-4.76338169,3.11961000,0.79348339,0.00678359,0.73150764,1.74212978,0.06352452,0.41359485
-4.75737869,3.24483405,0.82174735,0.00699691,0.75698297,1.82810000,0.06406431,0.42203859
-4.75137569,3.38113278,0.85295372,0.00723335,0.78573956,1.91991832,0.06493007,0.43119853
-4.74537269,3.52682048,0.88657935,0.00748749,0.81742305,2.01664732,0.06610515,0.44096574
-4.73936968,3.68013474,0.92208509,0.00775406,0.85164747,2.11729952,0.06757135,0.45123772
-4.73336668,3.83926822,0.95892658,0.00802814,0.88800155,2.22085440,0.06930922,0.46191901
-4.72736368,4.00239888,0.99656471,0.00830516,0.92605514,2.32627506,0.07129826,0.47292093
-4.72136068,4.16771824,1.03447539,0.00858108,0.96536571,2.43252433,0.07351699,0.48416051
-4.71535768,4.33345750,1.07215852,0.00885240,1.00548489,2.53858015,0.07594285,0.49555873
-4.70935468,4.49791112,1.10914608,0.00911620,1.04596506,2.64345000,0.07855213,0.50703833
-4.70335168,4.65945786,1.14500907,0.00937022,1.08636586,2.74618434,0.08131971,0.51852130
-4.69734867,4.81657923,1.17936345,0.00961278,1.12626072,2.84588875,0.08421883,0.52992635
-4.69134567,4.96787522,1.21187469,0.00984281,1.16524315,2.94173490,0.08722084,0.54116654
-4.68534267,5.11207730,1.24226114,0.01005977,1.20293279,3.03296993,0.09029503,0.55214730
-4.67933967,5.24805874,1.27029598,0.01026364,1.23898099,3.11892442,0.09340842,0.56276506
-4.67333667,5.37484221,1.29580774,0.01045477,1.27307588,3.19901863,0.09652582,0.57290660
-4.66733367,5.49160469,1.31867949,0.01063383,1.30494662,3.27276709,0.09960989,0.58244927
-4.66133067,5.59767968,1.33884667,0.01080174,1.33436674,3.33978136,0.10262142,0.59126212
-4.65532766,5.69255694,1.35629357,0.01095949,1.36115656,3.39977104,0.10551972,0.59920800
-4.64932466,5.77587961,1.37104866,0.01110812,1.38518424,3.45254296,0.10826327,0.60614647
-4.64332166,5.84743919,1.38317896,0.01124857,1.40636583,3.49799876,0.11081040,0.61193757
-4.63731866,5.90716832,1.39278352,0.01138159,1.42466391,3.53613080,0.11312022,0.61644615
-4.63131566,5.95513182,1.39998640,0.01150771,1.44008515,3.56701667,0.11515357,0.61954668
-4.62531266,5.99151618,1.40492935,0.01162714,1.45267671,3.59081250,0.11687410,0.62112824
-4.61930965,6.01661794,1.40776443,0.01173974,1.46252170,3.60774520,0.11824935,0.62109952
-4.61330665,6.03083124,1.40864707,0.01184500,1.46973391,3.61810401,0.11925178,0.61939351
-4.60730365,6.03463481,1.40772951,0.01194205,1.47445192,3.62223151,0.11985981,0.61597167
-4.60130065,6.02857891,1.40515526,0.01202969,1.47683294,3.62051427,0.12005866,0.61082732
-4.59529765,6.01327228,1.40105442,0.01210641,1.47704660,3.61337360,0.11984103,0.60398815
-4.58929465,5.98936940,1.39554026,0.01217048,1.47526881,3.60125620,0.11920762,0.59551755
-4.58329165,5.95755819,1.38870700,0.01222002,1.47167599,3.58462527,0.11816737,0.58551473
-4.57728864,5.91854824,1.38062884,0.01225309,1.46643986,3.56395190,0.11673743,0.57411365
-4.57128564,5.87305959,1.37136020,0.01226779,1.45972280,3.53970702,0.11494290,0.56148060
-4.56528264,5.82181219,1.36093695,0.01226235,1.45167397,3.51235386,0.11281626,0.54781066
-4.55927964,5.76551586,1.34937864,0.01223524,1.44242628,3.48234112,0.11039656,0.53332301
-4.55327664,5.70486104,1.33669125,0.01218526,1.43209413,3.45009686,0.10772839,0.51825549
-4.54727364,5.64051018,1.32287061,0.01211157,1.42077198,3.41602320,0.10486061,0.50285831
-4.54127064,5.57309006,1.30790584,0.01201380,1.40853378,3.38049197,0.10184501,0.48738740
-4.53526763,5.50318517,1.29178306,0.01189207,1.39543311,3.34384142,0.09873483,0.47209761
-4.52926463,5.43133236,1.27448879,0.01174700,1.38150412,3.30637414,0.09558323,0.45723596
-4.52326163,5.35801713,1.25601318,0.01157971,1.36676317,3.26835633,0.09244183,0.44303516
-4.51725863,5.28367176,1.23635289,0.01139180,1.35121099,3.23001857,0.08935929,0.42970789
-4.51125563,5.20867562,1.21551353,0.01118534,1.33483563,3.19155813,0.08638003,0.41744164
-4.50525263,5.13335778,1.19351176,0.01096275,1.31761570,3.15314303,0.08354316,0.40639468
-4.49924962,5.05800223,1.17037691,0.01072683,1.29952421,3.11491761,0.08088157,0.39669303
-4.49324662,4.98285553,1.14615235,0.01048060,1.28053262,3.07700976,0.07842131,0.38842853
-4.48724362,4.90813686,1.12089644,0.01022731,1.26061515,3.03953942,0.07618121,0.38165818
-4.48124062,4.83405020,1.09468333,0.00997035,1.23975315,3.00262825,0.07417274,0.37640450
-4.47523762,4.76079820,1.06760347,0.00971315,1.21793934,2.96641008,0.07240019,0.37265707
-4.46923462,4.68859714,1.03976387,0.00945920,1.19518192,2.93104169,0.07086102,0.37037498
-4.46323162,4.61769247,1.01128822,0.00921196,1.17150808,2.89671347,0.06954644,0.36949017
-4.45722861,4.54837403,0.98231670,0.00897487,1.14696713,2.86365961,0.06844226,0.36991137
-4.45122561,4.48099043,0.95300559,0.00875130,1.12163278,2.83216719,0.06752973,0.37152868
-4.44522261,4.41596172,0.92352650,0.00854458,1.09560464,2.80258389,0.06678660,0.37421842
-4.43921961,4.35378982,0.89406532,0.00835799,1.06900887,2.77532388,0.06618819,0.37784821
-4.43321661,4.29506623,0.86482070,0.00819477,1.04199782,2.75087161,0.06570851,0.38228208
-4.42721361,4.24047641,0.83600223,0.00805816,1.01474877,2.72978332,0.06532128,0.38738540
-4.42121061,4.19080092,0.80782815,0.00795138,0.98746185,2.71268616,0.06500097,0.39302968
-4.41520760,4.14691280,0.78052270,0.00787770,0.96035714,2.70027480,0.06472374,0.39909686
-4.40920460,4.10977151,0.75431314,0.00784038,0.93367114,2.69330572,0.06446817,0.40548323
-4.40320160,4.08041333,0.72942645,0.00784273,0.90765276,2.69258904,0.06421596,0.41210268
-4.39719860,4.05993847,0.70608586,0.00788807,0.88255897,2.69897826,0.06395246,0.41888942
-4.39119560,4.04949508,0.68450720,0.00797971,0.85865021,2.71335781,0.06366696,0.42579986
-4.38519260,4.05026047,0.66489520,0.00812089,0.83618584,2.73662879,0.06335293,0.43281382
-4.37918959,4.06341972,0.64743982,0.00831477,0.81541954,2.76969286,0.06300806,0.43993486
-4.37318659,4.09014202,0.63231259,0.00856433,0.79659491,2.81343464,0.06263415,0.44718982
-4.36718359,4.13155510,0.61966318,0.00887226,0.77994127,2.86870272,0.06223685,0.45462753
-4.36118059,4.18871805,0.60961606,0.00924092,0.76566962,2.93628952,0.06182538,0.46231660
-4.35517759,4.26259299,0.60226745,0.00967219,0.75396889,3.01691046,0.06141201,0.47034251
-4.34917459,4.35401604,0.59768250,0.01016738,0.74500234,3.11118262,0.06101157,0.47880392
-4.34317159,4.46366846,0.59589279,0.01072712,0.73890421,3.21960357,0.06064082,0.48780835
-4.33716858,4.59204837,0.59689421,0.01135123,0.73577660,3.34253082,0.06031790,0.49746733
-4.33116558,4.73944428,0.60064524,0.01203866,0.73568656,3.48016259,0.06006157,0.50789118
-4.32516258,4.90591116,0.60706573,0.01278738,0.73866346,3.63252075,0.05989064,0.51918364
-4.31915958,5.09125034,0.61603628,0.01359432,0.74469680,3.79943651,0.05982328,0.53143645
-4.31315658,5.29499403,0.62739827,0.01445536,0.75373444,3.98053978,0.05987646,0.54472418
-4.30715358,5.51639578,0.64095465,0.01536531,0.76568142,4.17525285,0.06006537,0.55909951
