energy_ev,total_up,Hf_p_up,Hf_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.77188594,0.26996360,0.15371771,0.05822929,0.13720725,0.00226652,0.07166038,0.12895189,0.00000000
-5.76588294,0.30357870,0.17404523,0.06522430,0.15381553,0.00261284,0.08090885,0.14433864,0.00000000
-5.75987994,0.33930890,0.19589267,0.07261751,0.17131772,0.00299084,0.09080716,0.16055573,0.00000000
-5.75387694,0.37697778,0.21919670,0.08036842,0.18958397,0.00339931,0.10132136,0.17749598,0.00000000
-5.74787394,0.41637291,0.24387304,0.08843046,0.20845861,0.00383622,0.11240870,0.19503449,0.00000000
-5.74187094,0.45725268,0.26981976,0.09675291,0.22776257,0.00429866,0.12401953,0.21303200,0.00000000
-5.73586793,0.49935553,0.29692230,0.10528318,0.24729715,0.00478283,0.13609992,0.23133913,0.00000000
-5.72986493,0.54241158,0.32505985,0.11396962,0.26684885,0.00528404,0.14859506,0.24980177,0.00000000
-5.72386193,0.58615633,0.35411322,0.12276472,0.28619528,0.00579681,0.16145314,0.26826723,0.00000000
-5.71785893,0.63034603,0.38397380,0.13162852,0.30511199,0.00631489,0.17462989,0.28659103,0.00000000
-5.71185593,0.67477405,0.41455337,0.14053221,0.32337998,0.00683146,0.18809334,0.30464405,0.00000000
-5.70585293,0.71928762,0.44579421,0.14946164,0.34079362,0.00733927,0.20182878,0.32231973,0.00000000
-5.69984992,0.76380400,0.47767904,0.15842060,0.35716862,0.00783084,0.21584352,0.33954098,0.00000000
-5.69384692,0.80832523,0.51024010,0.16743367,0.37234972,0.00829869,0.23017123,0.35626633,0.00000000
-5.68784392,0.85295035,0.54356680,0.17654838,0.38621776,0.00873561,0.24487548,0.37249513,0.00000000
-5.68184092,0.89788425,0.57781110,0.18583656,0.39869571,0.00913487,0.26005227,0.38827120,0.00000000
-5.67583792,0.94344219,0.61319019,0.19539459,0.40975329,0.00949050,0.27583108,0.40368483,0.00000000
-5.66983492,0.99004916,0.64998560,0.20534251,0.41940997,0.00979754,0.29237428,0.41887276,0.00000000
-5.66383192,1.03823357,0.68853857,0.21582180,0.42773606,0.01005221,0.30987462,0.43401601,0.00000000
-5.65782891,1.08861482,0.72924114,0.22699176,0.43485166,0.01025212,0.32855063,0.44933536,0.00000000
-5.65182591,1.14188477,0.77252298,0.23902466,0.44092361,0.01039635,0.34864000,0.46508483,0.00000000
-5.64582291,1.19878325,0.81883406,0.25209953,0.44616025,0.01048559,0.37039075,0.48154287,0.00000000
-5.63981991,1.26006823,0.86862351,0.26639481,0.45080428,0.01052208,0.39405060,0.49900191,0.00000000
-5.63381691,1.32648161,0.92231529,0.28208027,0.45512394,0.01050963,0.41985467,0.51775647,0.00000000
-5.62781391,1.39871177,0.98028166,0.29930814,0.45940285,0.01045348,0.44801202,0.53809021,0.00000000
-5.62181091,1.47735449,1.04281543,0.31820416,0.46392887,0.01036012,0.47869148,0.56026277,0.00000000
-5.61580790,1.56287389,1.11010239,0.33885870,0.46898260,0.01023715,0.51200752,0.58449657,0.00000000
-5.60980490,1.65556533,1.18219523,0.36131850,0.47482586,0.01009296,0.54800660,0.61096460,0.00000000
-5.60380190,1.75552214,1.25899060,0.38557945,0.48169079,0.00993652,0.58665512,0.63977948,0.00000000
-5.59779890,1.86260805,1.34021062,0.41158071,0.48977004,0.00977704,0.62782927,0.67098450,0.00000000
-5.59179590,1.97643712,1.42539019,0.43920078,0.49920848,0.00962368,0.67130786,0.70454710,0.00000000
-5.58579290,2.09636246,1.51387139,0.46825561,0.51009680,0.00948530,0.71676841,0.74035508,0.00000000
-5.57978989,2.22147497,1.60480567,0.49849911,0.52246735,0.00937014,0.76378723,0.77821589,0.00000000
-5.57378689,2.35061262,1.69716446,0.52962614,0.53629231,0.00928563,0.81184370,0.81785896,0.00000000
-5.56778389,2.48238056,1.78975829,0.56127804,0.55148425,0.00923812,0.86032881,0.85894114,0.00000000
-5.56178089,2.61518153,1.88126407,0.59305057,0.56789915,0.00923277,0.90855808,0.90105495,0.00000000
-5.55577789,2.74725574,1.97025982,0.62450402,0.58534149,0.00927341,0.95578833,0.94373934,0.00000000
-5.54977489,2.87672882,2.05526569,0.65517516,0.60357124,0.00936244,1.00123790,0.98649247,0.00000000
-5.54377189,3.00166592,2.13478960,0.68459061,0.62231242,0.00950083,1.04410961,1.02878594,0.00000000
-5.53776888,3.12012986,2.20737577,0.71228104,0.64126266,0.00968809,1.08361544,1.07007989,0.00000000
-5.53176588,3.23024074,2.27165399,0.73779568,0.66010342,0.00992234,1.11900210,1.10983831,0.00000000
-5.52576288,3.33023469,2.32638745,0.76071647,0.67851026,0.01020037,1.14957621,1.14754386,0.00000000
-5.51975988,3.41851903,2.37051702,0.78067129,0.69616284,0.01051772,1.17472809,1.18271169,0.00000000
-5.51375688,3.49372164,2.40319986,0.79734569,0.71275414,0.01086883,1.19395309,1.21490179,0.00000000
-5.50775388,3.55473250,2.42384072,0.81049262,0.72799857,0.01124718,1.20686945,1.24372929,0.00000000
-5.50175088,3.60073570,2.43211438,0.81993972,0.74163877,0.01164541,1.21323194,1.26887263,0.00000000
-5.49574787,3.63123083,2.42797832,0.82559404,0.75345085,0.01205551,1.21294062,1.29007936,0.00000000
-5.48974487,3.64604314,2.41167508,0.82744383,0.76324812,0.01246898,1.20604453,1.30716945,0.00000000
-5.48374187,3.64532248,2.38372429,0.82555756,0.77088320,0.01287701,1.19273991,1.32003646,0.00000000
-5.47773887,3.62953140,2.34490503,0.82008023,0.77624884,0.01327068,1.17336349,1.32864647,0.00000000
-5.47173587,3.59942350,2.29622923,0.81122720,0.77927736,0.01364111,1.14838088,1.33303534,0.00000000
-5.46573287,3.55601350,2.23890768,0.79927595,0.77993922,0.01397971,1.11837094,1.33330441,0.00000000
-5.45972986,3.50054051,2.17431033,0.78455615,0.77824077,0.01427834,1.08400677,1.32961517,0.00000000
-5.45372686,3.43442669,2.10392257,0.76743860,0.77422162,0.01452947,1.04603434,1.32218321,0.00000000
-5.44772386,3.35923302,2.02929973,0.74832343,0.76795169,0.01472645,1.00524960,1.31127172,0.00000000
-5.44172086,3.27661435,1.95202156,0.72762824,0.75952830,0.01486359,0.96247519,1.29718501,0.00000000
-5.43571786,3.18827536,1.87364864,0.70577653,0.74907344,0.01493639,0.91853765,1.28026210,0.00000000
-5.42971486,3.09592905,1.79568231,0.68318688,0.73673119,0.01494164,0.87424595,1.26087067,0.00000000
-5.42371186,3.00125907,1.71952943,0.66026318,0.72266550,0.01487750,0.83037205,1.23940139,0.00000000
-5.41770885,2.90588670,1.64647314,0.63738633,0.70705823,0.01474366,0.78763413,1.21626274,0.00000000
-5.41170585,2.81134323,1.57765001,0.61490737,0.69010736,0.01454125,0.74668282,1.19187620,0.00000000
-5.40570285,2.71904783,1.51403410,0.59314227,0.67202532,0.01427293,0.70809057,1.16667184,0.00000000
-5.39969985,2.63029097,1.45642777,0.57236828,0.65303725,0.01394277,0.67234436,1.14108414,0.00000000
-5.39369685,2.54622302,1.40545887,0.55282190,0.63337912,0.01355615,0.63984145,1.11554796,0.00000000
-5.38769385,2.46784765,1.36158379,0.53469814,0.61329557,0.01311962,0.61088806,1.09049470,0.00000000
-5.38169085,2.39601923,1.32509540,0.51815109,0.59303730,0.01264073,0.58570064,1.06634827,0.00000000
-5.37568784,2.33144371,1.29613520,0.50329543,0.57285806,0.01212774,0.56440921,1.04352119,0.00000000
-5.36968484,2.27468226,1.27470849,0.49020878,0.55301115,0.01158944,0.54706255,1.02241057,0.00000000
-5.36368184,2.22615697,1.26070163,0.47893465,0.53374542,0.01103484,0.53363460,1.00339412,0.00000000
-5.35767884,2.18615811,1.25390060,0.46948569,0.51530096,0.01047292,0.52403191,0.98682614,0.00000000
-5.35167584,2.15485250,1.25400978,0.46184726,0.49790451,0.00991235,0.51810159,0.97303378,0.00000000
-5.34567284,2.13229258,1.26067044,0.45598098,0.48176480,0.00936126,0.51563954,0.96231347,0.00000000
-5.33966983,2.11842602,1.27347835,0.45182830,0.46706791,0.00882703,0.51639879,0.95492783,0.00000000
-5.33366683,2.11310567,1.29199986,0.44931390,0.45397303,0.00831608,0.52009768,0.95110304,0.00000000
-5.32766383,2.11609979,1.31578648,0.44834892,0.44260862,0.00783374,0.52642783,0.95102688,0.00000000
-5.32166083,2.12710258,1.34438746,0.44883402,0.43306930,0.00738418,0.53506179,0.95484740,0.00000000
-5.31565783,2.14574487,1.37736051,0.45066214,0.42541362,0.00697034,0.54566033,0.96267245,0.00000000
-5.30965483,2.17160506,1.41428061,0.45372118,0.41966280,0.00659394,0.55787938,0.97456984,0.00000000
-5.30365183,2.20422024,1.45474683,0.45789631,0.41580055,0.00625555,0.57137658,0.99056827,0.00000000
-5.29764882,2.24309722,1.49838745,0.46307224,0.41377408,0.00595465,0.58581741,1.01065887,0.00000000
-5.29164582,2.28772353,1.54486338,0.46913516,0.41349626,0.00568981,0.60088088,1.03479721,0.00000000
-5.28564282,2.33757797,1.59386997,0.47597461,0.41484882,0.00545878,0.61626469,1.06290565,0.00000000
-5.27963982,2.39214051,1.64513736,0.48348506,0.41768661,0.00525870,0.63168995,1.09487587,0.00000000
-5.27363682,2.45090122,1.69842956,0.49156727,0.42184267,0.00508629,0.64690513,1.13057138,0.00000000
-5.26763382,2.51336793,1.75354215,0.50012947,0.42713397,0.00493799,0.66168937,1.16982986,0.00000000
-5.26163082,2.57907234,1.81029900,0.50908815,0.43336760,0.00481018,0.67585499,1.21246517,0.00000000
-5.25562781,2.64757427,1.86854789,0.51836869,0.44034715,0.00469931,0.68924908,1.25826895,0.00000000
-5.24962481,2.71846406,1.92815540,0.52790551,0.44787909,0.00460208,0.70175418,1.30701182,0.00000000
-5.24362181,2.79136290,1.98900113,0.53764200,0.45577877,0.00451551,0.71328803,1.35844407,0.00000000
-5.23761881,2.86592133,2.05097153,0.54753006,0.46387599,0.00443703,0.72380231,1.41229606,0.00000000
-5.23161581,2.94181589,2.11395359,0.55752933,0.47201976,0.00436461,0.73328051,1.46827838,0.00000000
-5.22561281,3.01874450,2.17782873,0.56760610,0.48008222,0.00429673,0.74173497,1.52608198,0.00000000
-5.21960980,3.09642072,2.24246703,0.57773207,0.48796141,0.00423240,0.74920322,1.58537853,0.00000000
-5.21360680,3.17456754,2.30772231,0.58788280,0.49558297,0.00417119,0.75574372,1.64582118,0.00000000
-5.20760380,3.25291110,2.37342801,0.59803622,0.50290066,0.00411315,0.76143130,1.70704593,0.00000000
-5.20160080,3.33117482,2.43939441,0.60817099,0.50989564,0.00405879,0.76635232,1.76867396,0.00000000
-5.19559780,3.40907458,2.50540696,0.61826497,0.51657471,0.00400902,0.77059988,1.83031478,0.00000000
-5.18959480,3.48631496,2.57122603,0.62829391,0.52296751,0.00396507,0.77426910,1.89157046,0.00000000
-5.18359180,3.56258709,2.63658787,0.63823018,0.52912285,0.00392845,0.77745277,1.95204081,0.00000000
-5.17758879,3.63756807,2.70120662,0.64804196,0.53510439,0.00390082,0.78023745,2.01132940,0.00000000
-5.17158579,3.71092184,2.76477723,0.65769257,0.54098577,0.00388398,0.78270002,2.06905009,0.00000000
-5.16558279,3.78230153,2.82697888,0.66714017,0.54684551,0.00387973,0.78490485,2.12483389,0.00000000
-5.15957979,3.85135272,2.88747862,0.67633779,0.55276186,0.00388986,0.78690160,2.17833562,0.00000000
-5.15357679,3.91771747,2.94593493,0.68523361,0.55880770,0.00391604,0.78872361,2.22924013,0.00000000
-5.14757379,3.98103852,3.00200086,0.69377148,0.56504595,0.00395974,0.79038683,2.27726749,0.00000000
-5.14157079,4.04096336,3.05532649,0.70189170,0.57152531,0.00402224,0.79188935,2.32217694,0.00000000
-5.13556778,4.09714783,3.10556072,0.70953184,0.57827682,0.00410448,0.79321142,2.36376920,0.00000000
-5.12956478,4.14925881,3.15235230,0.71662779,0.58531113,0.00420707,0.79431589,2.40188710,0.00000000
-5.12356178,4.19697613,3.19535023,0.72311481,0.59261672,0.00433023,0.79514915,2.43641426,0.00000000
-5.11755878,4.23999351,3.23420379,0.72892853,0.60015901,0.00447373,0.79564234,2.46727217,0.00000000
-5.11155578,4.27801869,3.26856259,0.73400607,0.60788047,0.00463688,0.79571307,2.49441568,0.00000000
-5.10555278,4.31077314,3.29807698,0.73828703,0.61570171,0.00481852,0.79526737,2.51782734,0.00000000
-5.09954977,4.33799164,3.32239935,0.74171449,0.62352341,0.00501698,0.79420214,2.53751109,0.00000000
-5.09354677,4.35942207,3.34118666,0.74423591,0.63122920,0.00523012,0.79240778,2.55348562,0.00000000
-5.08754377,4.37482604,3.35410453,0.74580408,0.63868919,0.00545536,0.78977129,2.56577822,0.00000000
-5.08154077,4.38398044,3.36083325,0.74637790,0.64576413,0.00568968,0.78617954,2.57441929,0.00000000
-5.07553777,4.38668049,3.36107553,0.74592328,0.65231004,0.00592974,0.78152282,2.57943826,0.00000000
-5.06953477,4.38274416,3.35456611,0.74441381,0.65818305,0.00617192,0.77569849,2.58086095,0.00000000
-5.06353177,4.37201805,3.34108272,0.74183148,0.66324440,0.00641243,0.76861471,2.57870879,0.00000000
-5.05752876,4.35438442,3.32045795,0.73816725,0.66736520,0.00664740,0.76019398,2.57299978,0.00000000
-5.05152576,4.32976904,3.29259138,0.73342151,0.67043098,0.00687301,0.75037651,2.56375110,0.00000000
-5.04552276,4.29814923,3.25746113,0.72760432,0.67234557,0.00708559,0.73912312,2.55098300,0.00000000
-5.03951976,4.25956148,3.21513397,0.72073554,0.67303443,0.00728174,0.72641758,2.53472369,0.00000000
-5.03351676,4.21410784,3.16577326,0.71284454,0.67244696,0.00745844,0.71226828,2.51501451,0.00000000
-5.02751376,4.16196050,3.10964369,0.70396982,0.67055791,0.00761312,0.69670906,2.49191498,0.00000000
-5.02151076,4.10336377,3.04711247,0.69415816,0.66736769,0.00774377,0.67979912,2.46550706,0.00000000
-5.01550775,4.03863308,2.97864627,0.68346355,0.66290153,0.00784897,0.66162206,2.43589809,0.00000000
-5.00950475,3.96815066,2.90480390,0.67194580,0.65720770,0.00792789,0.64228393,2.40322213,0.00000000
-5.00350175,3.89235780,2.82622461,0.65966893,0.65035450,0.00798034,0.62191052,2.36763921,0.00000000
-4.99749875,3.81174395,2.74361251,0.64669932,0.64242661,0.00800671,0.60064385,2.32933267,0.00000000
-4.99149575,3.72683303,2.65771765,0.63310381,0.63352063,0.00800789,0.57863813,2.28850438,0.00000000
-4.98549275,3.63816770,2.56931463,0.61894773,0.62374015,0.00798524,0.55605531,2.24536832,0.00000000
-4.97948974,3.54629247,2.47917976,0.60429310,0.61319073,0.00794045,0.53306048,2.20014298,0.00000000
-4.97348674,3.45173656,2.38806796,0.58919701,0.60197484,0.00787549,0.50981733,2.15304294,0.00000000
-4.96748374,3.35499786,2.29669062,0.57371031,0.59018729,0.00779240,0.48648386,2.10427053,0.00000000
-4.96148074,3.25652869,2.20569560,0.55787675,0.57791111,0.00769329,0.46320855,2.05400815,0.00000000
-4.95547774,3.15672471,2.11565037,0.54173265,0.56521448,0.00758013,0.44012718,2.00241199,0.00000000
-4.94947474,3.05591755,2.02702933,0.52530705,0.55214856,0.00745475,0.41736039,1.94960770,0.00000000
-4.94347174,2.95437178,1.94020581,0.50862251,0.53874655,0.00731869,0.39501205,1.89568849,0.00000000
-4.93746873,2.85228663,1.85544927,0.49169645,0.52502390,0.00717322,0.37316853,1.84071608,0.00000000
-4.93146573,2.74980228,1.77292757,0.47454294,0.51097980,0.00701927,0.35189876,1.78472440,0.00000000
-4.92546273,2.64701051,1.69271436,0.45717504,0.49659973,0.00685745,0.33125508,1.72772614,0.00000000
-4.91945973,2.54396906,1.61480073,0.43960731,0.48185890,0.00668808,0.31127473,1.66972166,0.00000000
-4.91345673,2.44071881,1.53911059,0.42185862,0.46672648,0.00651125,0.29198188,1.61070991,0.00000000
-4.90745373,2.33730280,1.46551879,0.40395491,0.45117025,0.00632686,0.27339000,1.55070060,0.00000000
-4.90145073,2.23378576,1.39387069,0.38593179,0.43516140,0.00613471,0.25550446,1.48972682,0.00000000
-4.89544772,2.13027310,1.32400228,0.36783694,0.41867918,0.00593461,0.23832512,1.42785751,0.00000000
-4.88944472,2.02692809,1.25575955,0.34973199,0.40171514,0.00572642,0.22184885,1.36520867,0.00000000
-4.88344172,1.92398613,1.18901608,0.33169387,0.38427668,0.00551018,0.20607177,1.30195275,0.00000000
-4.87743872,1.82176527,1.12368804,0.31381554,0.36638968,0.00528615,0.19099120,1.23832560,0.00000000
-4.87143572,1.72067234,1.05974575,0.29620593,0.34810011,0.00505485,0.17660709,1.17463029,0.00000000
-4.86543272,1.62120416,0.99722138,0.27898917,0.32947450,0.00481713,0.16292309,1.11123763,0.00000000
-4.85942971,1.52394382,0.93621264,0.26230311,0.31059925,0.00457417,0.14994710,1.04858327,0.00000000
-4.85342671,1.42955210,0.87688224,0.24629708,0.29157888,0.00432748,0.13769137,0.98716123,0.00000000
-4.84742371,1.33875426,0.81945354,0.23112898,0.27253332,0.00407884,0.12617221,0.92751429,0.00000000
-4.84142071,1.25232297,0.76420262,0.21696184,0.25359432,0.00383032,0.11540931,0.87022158,0.00000000
-4.83541771,1.17105792,0.71144755,0.20395995,0.23490142,0.00358416,0.10542481,0.81588365,0.00000000
-4.82941471,1.09576297,0.66153520,0.19228449,0.21659742,0.00334273,0.09624212,0.76510597,0.00000000
-4.82341171,1.02722173,0.61482665,0.18208908,0.19882380,0.00310844,0.08788466,0.71848107,0.00000000
-4.81740870,0.96617245,0.57168168,0.17351512,0.18171627,0.00288368,0.08037445,0.67657037,0.00000000
-4.81140570,0.91328301,0.53244316,0.16668720,0.16540055,0.00267070,0.07373080,0.63988603,0.00000000
-4.80540270,0.86912704,0.49742206,0.16170854,0.14998880,0.00247159,0.06796892,0.60887356,0.00000000
-4.79939970,0.83416162,0.46688343,0.15865684,0.13557652,0.00228814,0.06309875,0.58389585,0.00000000
-4.79339670,0.80870749,0.44103415,0.15758035,0.12224032,0.00212188,0.05912378,0.56521885,0.00000000
-4.78739370,0.79293231,0.42001251,0.15849459,0.11003643,0.00197393,0.05604016,0.55299963,0.00000000
-4.78139070,0.78683742,0.40388020,0.16137955,0.09899996,0.00184506,0.05383584,0.54727704,0.00000000
-4.77538769,0.79024870,0.39261667,0.16617779,0.08914503,0.00173562,0.05248999,0.54796533,0.00000000
-4.76938469,0.80281179,0.38611615,0.17279325,0.08046552,0.00164557,0.05197261,0.55485096,0.00000000
-4.76338169,0.82399216,0.38418727,0.18109115,0.07293648,0.00157450,0.05224428,0.56759294,0.00000000
-4.75737869,0.85308011,0.38655537,0.19089887,0.06651609,0.00152162,0.05325629,0.58572664,0.00000000
-4.75137569,0.88920099,0.39286732,0.20200802,0.06114806,0.00148586,0.05495089,0.60867127,0.00000000
-4.74537269,0.93133055,0.40269889,0.21417761,0.05676426,0.00146587,0.05726191,0.63574104,0.00000000
-4.73936968,0.97831555,0.41556434,0.22713848,0.05328763,0.00146014,0.06011560,0.66615977,0.00000000
-4.73336668,1.02889901,0.43092824,0.24059879,0.05063524,0.00146701,0.06343186,0.69907887,0.00000000
-4.72736368,1.08175003,0.44821903,0.25425057,0.04872127,0.00148481,0.06712573,0.73359819,0.00000000
-4.72136068,1.13549728,0.46684418,0.26777720,0.04745998,0.00151192,0.07110918,0.76878944,0.00000000
-4.71535768,1.18876543,0.48620647,0.28086151,0.04676860,0.00154684,0.07529320,0.80372147,0.00000000
-4.70935468,1.24021339,0.50572104,0.29319438,0.04656991,0.00158833,0.07959013,0.83748666,0.00000000
-4.70335168,1.28857325,0.52483254,0.30448347,0.04679470,0.00163545,0.08391620,0.86922763,0.00000000
-4.69734867,1.33268839,0.54303205,0.31446172,0.04738382,0.00168767,0.08819410,0.89816340,0.00000000
-4.69134567,1.37154953,0.55987299,0.32289547,0.04828990,0.00174495,0.09235562,0.92361378,0.00000000
-4.68534267,1.40432702,0.57498546,0.32959156,0.04947874,0.00180782,0.09634417,0.94502134,0.00000000
-4.67933967,1.43039810,0.58808850,0.33440336,0.05093013,0.00187743,0.10011710,0.96196970,0.00000000
-4.67333667,1.44936777,0.59899959,0.33723529,0.05263828,0.00195560,0.10364760,0.97419752,0.00000000
-4.66733367,1.46108220,0.60764091,0.33804573,0.05461171,0.00204487,0.10692620,0.98160723,0.00000000
-4.66133067,1.46563380,0.61404204,0.33684793,0.05687255,0.00214846,0.10996164,0.98426824,0.00000000
-4.65532766,1.46335750,0.61833868,0.33370918,0.05945531,0.00227030,0.11278105,0.98241402,0.00000000
-4.64932466,1.45481803,0.62076743,0.32874788,0.06240509,0.00241500,0.11542938,0.97643316,0.00000000
-4.64332166,1.44078847,0.62165639,0.32212895,0.06577522,0.00258772,0.11796799,0.96685460,0.00000000
-4.63731866,1.42222080,0.62141213,0.31405745,0.06962436,0.00279411,0.12047250,0.95432730,0.00000000
-4.63131566,1.40020921,0.62050308,0.30477094,0.07401325,0.00304018,0.12302977,0.93959525,0.00000000
-4.62531266,1.37594782,0.61944006,0.29453063,0.07900100,0.00333209,0.12573420,0.92346861,0.00000000
-4.61930965,1.35068411,0.61875452,0.28361195,0.08464117,0.00367601,0.12868349,0.90679206,0.00000000
-4.61330665,1.32567010,0.61897545,0.27229476,0.09097775,0.00407783,0.13197389,0.89041172,0.00000000
-4.60730365,1.30211317,0.62060569,0.26085360,0.09804115,0.00454296,0.13569522,0.87514173,0.00000000
-4.60130065,1.28112837,0.62409867,0.24954849,0.10584445,0.00507601,0.13992584,0.86173208,0.00000000
-4.59529765,1.26369436,0.62983659,0.23861651,0.11438002,0.00568055,0.14472785,0.85083877,0.00000000
-4.58929465,1.25061458,0.63811095,0.22826459,0.12361674,0.00635883,0.15014259,0.84299760,0.00000000
-4.58329165,1.24248533,0.64910623,0.21866364,0.13349792,0.00711148,0.15618693,0.83860271,0.00000000
-4.57728864,1.23967209,0.66288759,0.20994433,0.14394021,0.00793730,0.16285027,0.83789056,0.00000000
-4.57128564,1.24229487,0.67939317,0.20219453,0.15483344,0.00883303,0.17009265,0.84093024,0.00000000
-4.56528264,1.25022341,0.69843141,0.19545849,0.16604166,0.00979323,0.17784402,0.84762026,0.00000000
-4.55927964,1.26308222,0.71968350,0.18973781,0.17740525,0.01081016,0.18600473,0.85769207,0.00000000
-4.55327664,1.28026526,0.74271126,0.18499385,0.18874419,0.01187378,0.19444735,0.87072026,0.00000000
-4.54727364,1.30095971,0.76696985,0.18115168,0.19986243,0.01297181,0.20301974,0.88613867,0.00000000
-4.54127064,1.32417776,0.79182518,0.17810523,0.21055311,0.01408992,0.21154929,0.90326217,0.00000000
-4.53526763,1.34879505,0.81657517,0.17572329,0.22060460,0.01521193,0.21984824,0.92131290,0.00000000
-4.52926463,1.37359426,0.84047405,0.17385628,0.22980698,0.01632021,0.22771973,0.93944995,0.00000000
-4.52326163,1.39731197,0.86275887,0.17234332,0.23795890,0.01739604,0.23496459,0.95680142,0.00000000
-4.51725863,1.41868681,0.88267690,0.17101935,0.24487424,0.01842015,0.24138828,0.97249731,0.00000000
-4.51125563,1.43650710,0.89951291,0.16972207,0.25038856,0.01937324,0.24680797,0.98570210,0.00000000
-4.50525263,1.44965595,0.91261527,0.16829831,0.25436489,0.02023656,0.25105926,0.99564566,0.00000000
-4.49924962,1.45715200,0.92141966,0.16660982,0.25669862,0.02099249,0.25400233,1.00165121,0.00000000
-4.49324662,1.45818451,0.92546946,0.16453802,0.25732131,0.02162510,0.25552728,1.00315943,0.00000000
