energy_ev,total_up,Bi_p_up,Bi_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,2.15189105,0.16919603,0.02019633,0.61624582,1.92425041,0.15506254,0.00000000
-5.99399700,2.14678000,0.16461647,0.02017961,0.59186962,1.92645777,0.15373449,0.00000000
-5.98799400,2.14728731,0.16056925,0.02025043,0.56989834,1.93358927,0.15270752,0.00000000
-5.98199100,2.15427199,0.15719667,0.02041696,0.55078236,1.94638016,0.15201950,0.00000000
-5.97598799,2.16841838,0.15462532,0.02068521,0.53490029,1.96541482,0.15169657,0.00000000
-5.96998499,2.19021860,0.15296246,0.02105888,0.52255540,1.99110975,0.15175325,0.00000000
-5.96398199,2.21996115,0.15229298,0.02153927,0.51397430,2.02370216,0.15219305,0.00000000
-5.95797899,2.25772605,0.15267693,0.02212525,0.50930786,2.06324412,0.15300929,0.00000000
-5.95197599,2.30338627,0.15414759,0.02281332,0.50863409,2.10960263,0.15418636,0.00000000
-5.94597299,2.35661538,0.15671045,0.02359773,0.51196274,2.16246520,0.15570103,0.00000000
-5.93996998,2.41690077,0.16034277,0.02447062,0.51924148,2.22135078,0.15752404,0.00000000
-5.93396698,2.48356198,0.16499407,0.02542229,0.53036332,2.28562537,0.15962165,0.00000000
-5.92796398,2.55577335,0.17058736,0.02644141,0.54517512,2.35452181,0.16195725,0.00000000
-5.92196098,2.63258999,0.17702109,0.02751537,0.56348693,2.42716287,0.16449296,0.00000000
-5.91595798,2.71297641,0.18417200,0.02863060,0.58508191,2.50258684,0.16719109,0.00000000
-5.90995498,2.79583653,0.19189845,0.02977287,0.60972672,2.57977473,0.17001551,0.00000000
-5.90395198,2.88004441,0.20004447,0.03092768,0.63718197,2.65767818,0.17293288,0.00000000
-5.89794897,2.96447446,0.20844426,0.03208058,0.66721254,2.73524712,0.17591375,0.00000000
-5.89194597,3.04803037,0.21692697,0.03321747,0.69959748,2.81145639,0.17893339,0.00000000
-5.88594297,3.12967186,0.22532173,0.03432492,0.73413903,2.88533044,0.18197260,0.00000000
-5.87993997,3.20843836,0.23346267,0.03539038,0.77067056,2.95596541,0.18501816,0.00000000
-5.87393697,3.28346912,0.24119376,0.03640243,0.80906284,3.02254794,0.18806315,0.00000000
-5.86793397,3.35401899,0.24837333,0.03735091,0.84922834,3.08437027,0.19110706,0.00000000
-5.86193097,3.41946967,0.25487810,0.03822707,0.89112320,3.14084117,0.19415562,0.00000000
-5.85592796,3.47933605,0.26060646,0.03902360,0.93474653,3.19149262,0.19722036,0.00000000
-5.84992496,3.53326768,0.26548104,0.03973469,0.98013670,3.23598221,0.20031798,0.00000000
-5.84392196,3.58104559,0.26945026,0.04035597,1.02736473,3.27409136,0.20346937,0.00000000
-5.83791896,3.62257472,0.27248901,0.04088447,1.07652462,3.30571983,0.20669843,0.00000000
-5.83191596,3.65787268,0.27459826,0.04131855,1.12772085,3.33087695,0.21003061,0.00000000
