energy_ev,total_up,As_p_up,As_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,4.17588962,0.78367051,0.00000000,1.41483220,2.11382993,1.61506315,0.00000000
-5.99399700,4.14080688,0.78086799,0.00000000,1.38452268,2.10765357,1.58786608,0.00000000
-5.98799400,4.11239133,0.78006942,0.00000000,1.35782398,2.10408514,1.56357695,0.00000000
-5.98199100,4.09073416,0.78120451,0.00000000,1.33492796,2.10309076,1.54238821,0.00000000
-5.97598799,4.07580510,0.78416337,0.00000000,1.31596072,2.10458070,1.52445500,0.00000000
-5.96998499,4.06746248,0.78879941,0.00000000,1.30098480,2.10841491,1.50989705,0.00000000
-5.96398199,4.06546590,0.79493309,0.00000000,1.29000276,2.11441004,1.49880070,0.00000000
-5.95797899,4.06949117,0.80235650,0.00000000,1.28296179,2.12234800,1.49122121,0.00000000
-5.95197599,4.07914694,0.81083848,0.00000000,1.27975934,2.13198559,1.48718500,0.00000000
-5.94597299,4.09399241,0.82013055,0.00000000,1.28024939,2.14306497,1.48669181,0.00000000
-5.93996998,4.11355548,0.82997315,0.00000000,1.28424931,2.15532451,1.48971662,0.00000000
-5.93396698,4.13735058,0.84010231,0.00000000,1.29154676,2.16850951,1.49621136,0.00000000
-5.92796398,4.16489547,0.85025635,0.00000000,1.30190672,2.18238230,1.50610628,0.00000000
-5.92196098,4.19572631,0.86018250,0.00000000,1.31507814,2.19673136,1.51931098,0.00000000
-5.91595798,4.22941057,0.86964331,0.00000000,1.33080014,2.21137890,1.53571520,0.00000000
-5.90995498,4.26555707,0.87842236,0.00000000,1.34880751,2.22618659,1.55518930,0.00000000
-5.90395198,4.30382302,0.88632932,0.00000000,1.36883543,2.24105923,1.57758467,0.00000000
-5.89794897,4.34391782,0.89320409,0.00000000,1.39062323,2.25594610,1.60273401,0.00000000
-5.89194597,4.38560355,0.89891983,0.00000000,1.41391735,2.27083992,1.63045163,0.00000000
-5.88594297,4.42869230,0.90338475,0.00000000,1.43847316,2.28577360,1.66053388,0.00000000
-5.87993997,4.47304054,0.90654276,0.00000000,1.46405607,2.30081475,1.69275971,0.00000000
-5.87393697,4.51854094,0.90837272,0.00000000,1.49044176,2.31605835,1.72689147,0.00000000
-5.86793397,4.56511196,0.90888660,0.00000000,1.51741573,2.33161774,1.76267584,0.00000000
-5.86193097,4.61268580,0.90812640,0.00000000,1.54477229,2.34761445,1.79984510,0.00000000
-5.85592796,4.66119520,0.90616016,0.00000000,1.57231323,2.36416723,1.83811842,0.00000000
