energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-3.13056528,4.37642814,2.32066239,2.24724524,0.00365389,0.57820642,0.01947765,0.05545969,2.10096856
-3.12456228,4.44699004,2.36737900,2.35156978,0.00399587,0.56303706,0.01939478,0.05756555,2.09455067
-3.11855928,4.50401667,2.40686629,2.45078399,0.00436073,0.54520241,0.01949954,0.05962464,2.08042819
-3.11255628,4.54761909,2.43899385,2.54371492,0.00474941,0.52509704,0.01978737,0.06162447,2.05942884
-3.10655328,4.57809247,2.46371010,2.62921827,0.00516326,0.50315899,0.02025766,0.06355502,2.03250735
-3.10055028,4.59591013,2.48104362,2.70621209,0.00560405,0.47985672,0.02091363,0.06540914,2.00072004
-3.09454727,4.60171726,2.49110481,2.77371220,0.00607403,0.45567554,0.02176212,0.06718296,1.96519799
-3.08854427,4.59632400,2.49408748,2.83086779,0.00657592,0.43110396,0.02281313,0.06887622,1.92711965
-3.08254127,4.58069737,2.49027005,2.87699538,0.00711286,0.40662060,0.02407931,0.07049243,1.88768353
-3.07653827,4.55595141,2.48001570,2.91160934,0.00768831,0.38268194,0.02557517,0.07203896,1.84808144
-3.07053527,4.52333438,2.46377081,2.93444696,0.00830599,0.35971128,0.02731625,0.07352690,1.80947276
-3.06453227,4.48421206,2.44206103,2.94548646,0.00896965,0.33808927,0.02931812,0.07497072,1.77295988
-3.05852926,4.44004631,2.41548430,2.94495656,0.00968291,0.31814606,0.03159528,0.07638779,1.73956495
-3.05252626,4.39236808,2.38470053,2.93333629,0.01044899,0.30015524,0.03415996,0.07779759,1.71020818
-3.04652326,4.34274458,2.35041759,2.91134487,0.01127043,0.28432963,0.03702089,0.07922075,1.68568764
-3.04052026,4.29274080,2.31337372,2.87992120,0.01214880,0.27081873,0.04018205,0.08067794,1.66666086
-3.03451726,4.24387593,2.27431671,2.84019389,0.01308441,0.25970801,0.04364148,0.08218860,1.65362836
-3.02851426,4.19757615,2.23398062,2.79344268,0.01407598,0.25101968,0.04739016,0.08376956,1.64691954
-3.02251126,4.15512531,2.19306088,2.74105305,0.01512041,0.24471490,0.05141109,0.08543371,1.64668134
-3.01650825,4.11761592,2.15218910,2.68446595,0.01621255,0.24069740,0.05567853,0.08718872,1.65287019
-3.01050525,4.08590298,2.11190898,2.62512512,0.01734504,0.23881812,0.06015760,0.08903584,1.66524797
-3.00450225,4.06056325,2.07265463,2.56442453,0.01850822,0.23888096,0.06480412,0.09096902,1.68338244
-2.99849925,4.04186272,2.03473289,2.50365840,0.01969015,0.24064938,0.06956491,0.09297426,1.70665277
-2.99249625,4.02973478,1.99831077,2.44397641,0.02087674,0.24385367,0.07437842,0.09502933,1.73426070
-2.98649325,4.02377097,1.96340912,2.38634607,0.02205193,0.24819890,0.07917582,0.09710390,1.76524739
-2.98049025,4.02322584,1.92990313,2.33152409,0.02319806,0.25337325,0.08388250,0.09916010,1.79851620
-2.97448724,4.02703651,1.89752999,2.28003807,0.02429629,0.25905659,0.08841992,0.10115342,1.83286094
-2.96848424,4.03385702,1.86590353,2.23217898,0.02532704,0.26492922,0.09270784,0.10303410,1.86699916
-2.96248124,4.04210629,1.83453534,2.18800477,0.02627067,0.27068048,0.09666676,0.10474880,1.89960952
-2.95647824,4.05002808,1.80286122,2.14735449,0.02710801,0.27601703,0.10022059,0.10624257,1.92937207
-2.95047524,4.05576051,1.77027184,2.10987182,0.02782104,0.28067072,0.10329939,0.10746097,1.95501007
-2.94447224,4.05741205,1.73614586,2.07503681,0.02839352,0.28440562,0.10584210,0.10835230,1.97533176
-2.93846923,4.05314057,1.69988382,2.04220361,0.02881153,0.28702415,0.10779912,0.10886978,1.98927036
-2.93246623,4.04123178,1.66094110,2.01064249,0.02906405,0.28837216,0.10913468,0.10897364,1.99592073
-2.92646323,4.02017353,1.61885811,1.97958360,0.02914335,0.28834258,0.10982890,0.10863287,1.99457107
-2.92046023,3.98872247,1.57328628,1.94826059,0.02904531,0.28687774,0.10987944,0.10782678,1.98472828
-2.91445723,3.94596018,1.52400848,1.91595180,0.02876958,0.28397020,0.10930267,0.10654604,1.96613600
-2.90845423,3.89133614,1.47095310,1.88201728,0.02831968,0.27966201,0.10813435,0.10479332,1.93878440
-2.90245123,3.82469612,1.41420114,1.84593009,0.02770284,0.27404252,0.10642977,0.10258344,1.90291155
-2.89644822,3.74629465,1.35398622,1.80730072,0.02692985,0.26724474,0.10426341,0.09994303,1.85899622
-2.89044522,3.65679161,1.29068774,1.76589383,0.02601462,0.25944052,0.10172804,0.09690974,1.80774262
-2.88444222,3.55723332,1.22481789,1.72163704,0.02497379,0.25083464,0.09893339,0.09353098,1.75005779
-2.87843922,3.44901943,1.15700328,1.67462175,0.02382616,0.24165800,0.09600444,0.08986241,1.68702279
-2.87243622,3.33385737,1.08796250,1.62509641,0.02259210,0.23216034,0.09307928,0.08596603,1.61985880
-2.86643322,3.21370657,1.01848075,1.57345303,0.02129291,0.22260253,0.09030673,0.08190816,1.54988979
-2.86043022,3.09071511,0.94938285,1.52020795,0.01995021,0.21324893,0.08784369,0.07775731,1.47850309
-2.85442721,2.96715143,0.88150609,1.46597792,0.01858531,0.20435979,0.08585238,0.07358206,1.40710953
-2.84842421,2.84533380,0.81567391,1.41145299,0.01721862,0.19618420,0.08449729,0.06944897,1.33710435
-2.84242121,2.72756032,0.75267159,1.35736742,0.01586921,0.18895359,0.08394220,0.06542076,1.26983034
-2.83641821,2.61604166,0.69322468,1.30447002,0.01455433,0.18287601,0.08434695,0.06155461,1.20654415
-2.83041521,2.51283876,0.63798083,1.25349517,0.01328914,0.17813125,0.08586427,0.05790086,1.14838664
-2.82441221,2.41980717,0.58749534,1.20513566,0.01208640,0.17486700,0.08863651,0.05450189,1.09635787
-2.81840920,2.33854933,0.54222057,1.16001825,0.01095643,0.17319586,0.09279235,0.05139150,1.05129707
-2.81240620,2.27037583,0.50249927,1.11868288,0.00990696,0.17319340,0.09844348,0.04859445,1.01386777
-2.80640320,2.21627603,0.46856135,1.08156592,0.00894329,0.17489721,0.10568141,0.04612649,0.98454799
-2.80040020,2.17689844,0.44052401,1.04898800,0.00806831,0.17830668,0.11457419,0.04399452,0.96362530
-2.79439720,2.15254064,0.41839472,1.02114641,0.00728271,0.18338380,0.12516348,0.04219718,0.95119655
-2.78839420,2.14314844,0.40207646,0.99811218,0.00658525,0.19005456,0.13746170,0.04072551,0.94717166
-2.78239120,2.14832374,0.39137500,0.97983161,0.00597295,0.19821108,0.15144957,0.03956384,0.95128129
-2.77638819,2.16734052,0.38600757,0.96613188,0.00544143,0.20771429,0.16707409,0.03869084,0.96308773
-2.77038519,2.19916796,0.38561269,0.95673033,0.00498515,0.21839720,0.18424711,0.03808051,0.98199880
-2.76438219,2.24250016,0.38976076,0.95124699,0.00459774,0.23006851,0.20284458,0.03770334,1.00728415
-2.75837919,2.29579138,0.39796522,0.94921964,0.00427225,0.24251667,0.22270656,0.03752737,1.03809376
-2.75237619,2.35729599,0.40969403,0.95012093,0.00400140,0.25551420,0.24363818,0.03751916,1.07347817
-2.74637319,2.42511225,0.42438143,0.95337705,0.00377782,0.26882230,0.26541162,0.03764479,1.11241019
-2.74037019,2.49722907,0.44143981,0.95838717,0.00359422,0.28219560,0.28776894,0.03787064,1.15380768
-2.73436718,2.57157470,0.46027158,0.96454340,0.00344361,0.29538703,0.31042614,0.03816415,1.19655719
-2.72836418,2.64606653,0.48028116,0.97125065,0.00331936,0.30815274,0.33307799,0.03849437,1.23953795
-2.72236118,2.71866111,0.50088677,0.97794592,0.00321539,0.32025699,0.35540387,0.03883247,1.28164599
-2.71635818,2.78740325,0.52153208,0.98411684,0.00312619,0.33147687,0.37707430,0.03915206,1.32181791
-2.71035518,2.85047339,0.54169754,0.98931885,0.00304689,0.34160682,0.39775805,0.03942950,1.35905376
-2.70435218,2.90623221,0.56091126,0.99319101,0.00297327,0.35046286,0.41712956,0.03964398,1.39243887
-2.69834917,2.95326144,0.57875914,0.99546992,0.00290182,0.35788639,0.43487662,0.03977766,1.42116375
-2.69234617,2.99040016,0.59489422,0.99600169,0.00282966,0.36374755,0.45070774,0.03981568,1.44454199
-2.68634317,3.01677542,0.60904484,0.99475164,0.00275456,0.36794795,0.46435934,0.03974610,1.46202543
-2.68034017,3.03182669,0.62102144,0.99181156,0.00267492,0.37042276,0.47560217,0.03955988,1.47321639
-2.67433717,3.03532329,0.63072179,0.98740427,0.00258964,0.37114221,0.48424704,0.03925077,1.47787650
-2.66833417,3.02737426,0.63813428,0.98188537,0.00249818,0.37011220,0.49014938,0.03881522,1.47593193
-2.66233117,3.00843043,0.64333934,0.97574183,0.00240040,0.36737424,0.49321275,0.03825229,1.46747488
-2.65632816,2.97927826,0.64650849,0.96958750,0.00229657,0.36300462,0.49339099,0.03756354,1.45276117
-2.65032516,2.94102551,0.64790116,0.96415502,0.00218726,0.35711282,0.49068901,0.03675289,1.43220402
-2.64432216,2.89507886,0.64785911,0.96028434,0.00207331,0.34983914,0.48516233,0.03582658,1.40636416
-2.63831916,2.84311369,0.64679842,0.95890757,0.00195575,0.34135177,0.47691513,0.03479295,1.37593646
-2.63231616,2.78703657,0.64519919,0.96103011,0.00183572,0.33184314,0.46609718,0.03366239,1.34173335
-2.62631316,2.72894103,0.64359291,0.96770829,0.00171449,0.32152578,0.45289962,0.03244712,1.30466548
-2.62031016,2.67105740,0.64254793,0.98002347,0.00159330,0.31062775,0.43754972,0.03116105,1.26572006
-2.61430715,2.61569770,0.64265308,0.99905300,0.00147343,0.29938764,0.42030495,0.02981952,1.22593721
-2.60830415,2.56519657,0.64449982,1.02583847,0.00135607,0.28804942,0.40144637,0.02843909,1.18638501
-2.60230115,2.52184958,0.64866346,1.06135170,0.00124234,0.27685700,0.38127174,0.02703724,1.14813372
-2.59629815,2.48785012,0.65568373,1.10645937,0.00113327,0.26604884,0.36008841,0.02563205,1.11222966
-2.59029515,2.46522646,0.66604542,1.16188708,0.00102973,0.25585264,0.33820631,0.02424184,1.07966942
-2.58429215,2.45578054,0.68015951,1.22818399,0.00093248,0.24648010,0.31593119,0.02288484,1.05137480
-2.57828914,2.46103003,0.69834564,1.30568922,0.00084211,0.23812204,0.29355834,0.02157872,1.02816923
-2.57228614,2.48215551,0.72081632,1.39450137,0.00075909,0.23094395,0.27136681,0.02034029,1.01075608
-2.56628314,2.51995449,0.74766381,1.49445252,0.00068374,0.22508196,0.24961450,0.01918502,0.99969943
-2.56028014,2.57480389,0.77885015,1.60508821,0.00061622,0.22063949,0.22853404,0.01812668,0.99540788
-2.55427714,2.64663271,0.81420098,1.72565468,0.00055660,0.21768457,0.20832949,0.01717703,0.99812175
-2.54827414,2.73490626,0.85340366,1.85509468,0.00050483,0.21624794,0.18917420,0.01634546,1.00790442
-2.54227114,2.83862342,0.89601017,1.99205287,0.00046076,0.21632211,0.17120938,0.01563875,1.02463778
-2.53626813,2.95632752,0.94144492,2.13489158,0.00042417,0.21786126,0.15454381,0.01506087,1.04802260
-2.53026513,3.08613189,0.98901778,2.28171734,0.00039476,0.22078213,0.13925435,0.01461288,1.07758366
-2.52426213,3.22575986,1.03794198,2.43041819,0.00037224,0.22496595,0.12538725,0.01429287,1.11268006
-2.51825913,3.37259905,1.08735692,2.57871138,0.00035626,0.23026134,0.11296024,0.01409600,1.15252050
-2.51225613,3.52376915,1.13635514,2.72420045,0.00034650,0.23648811,0.10196523,0.01401468,1.19618351
-2.50625313,3.67620164,1.18401291,2.86444041,0.00034267,0.24344197,0.09237148,0.01403872,1.24264236
-2.50025013,3.82672958,1.22942364,2.99700919,0.00034455,0.25090009,0.08412923,0.01415569,1.29079390
-2.49424712,3.97218504,1.27173296,3.11958304,0.00035200,0.25862719,0.07717354,0.01435130,1.33949103
-2.48824412,4.10950129,1.31017448,3.23001354,0.00036499,0.26638218,0.07142825,0.01460981,1.38757766
-2.48224112,4.23581638,1.34410490,3.32640341,0.00038365,0.27392510,0.06681007,0.01491455,1.43392536
-2.47623812,4.34857485,1.37303744,3.40717828,0.00040829,0.28102414,0.06323243,0.01524849,1.47747044
-2.47023512,4.44562368,1.39667213,3.47115173,0.00043941,0.28746250,0.06060925,0.01559474,1.51725038
-2.46423212,4.52529914,1.41492199,3.51758096,0.00047779,0.29304489,0.05885831,0.01593715,1.55243819
-2.45822911,4.58650099,1.42793399,3.54621076,0.00052444,0.29760345,0.05790433,0.01626081,1.58237350
-2.45222611,4.62875100,1.43610393,3.55730383,0.00058072,0.30100281,0.05768144,0.01655261,1.60658912
-2.44622311,4.65223309,1.44008450,3.55165596,0.00064826,0.30314414,0.05813520,0.01680160,1.62483190
-2.44022011,4.65781313,1.44078595,3.53059525,0.00072908,0.30396805,0.05922398,0.01699940,1.63707688
-2.43421711,4.64703692,1.43936918,3.49596493,0.00082553,0.30345610,0.06091964,0.01714047,1.64353403
-2.42821411,4.62210574,1.43723109,3.45009001,0.00094032,0.30163102,0.06320751,0.01722222,1.64464695
-2.42221111,4.58582968,1.43598225,3.39572862,0.00107649,0.29855543,0.06608579,0.01724513,1.64108325
-2.41620810,4.54155949,1.43741730,3.33600930,0.00123742,0.29432921,0.06956403,0.01721262,1.63371681
-2.41020510,4.49309894,1.44347850,3.27435606,0.00142675,0.28908562,0.07366115,0.01713093,1.62360214
-2.40420210,4.44459976,1.45621306,3.21440324,0.00164835,0.28298620,0.07840275,0.01700877,1.61194157
-2.39819910,4.40044252,1.47772513,3.15990270,0.00190623,0.27621472,0.08381786,0.01685698,1.60004638
-2.39219610,4.36510685,1.51012334,3.11462588,0.00220447,0.26897052,0.08993535,0.01668806,1.58929291
-2.38619310,4.34303500,1.55546490,3.08226338,0.00254707,0.26146124,0.09678001,0.01651560,1.58107543
-2.38019010,4.33849314,1.61569747,3.06632494,0.00293788,0.25389552,0.10436855,0.01635377,1.57675718
-2.37418709,4.35543465,1.69260010,3.07004223,0.00338040,0.24647582,0.11270560,0.01621665,1.57762156
-2.36818409,4.39736995,1.78772453,3.09627728,0.00387766,0.23939161,0.12177999,0.01611773,1.58482519
-2.36218109,4.46724712,1.90233838,3.14743866,0.00443206,0.23281341,0.13156149,0.01606927,1.59935471
-2.35617809,4.56734725,2.03737175,3.22540779,0.00504518,0.22688768,0.14199811,0.01608183,1.62198898
-2.35017509,4.69919825,2.19336884,3.33147718,0.00571766,0.22173297,0.15301430,0.01616386,1.65326826
-2.34417209,4.86351006,2.37044622,3.46630243,0.00644902,0.21743738,0.16451000,0.01632129,1.69347165
-2.33816908,5.06013385,2.56825950,3.62986916,0.00723753,0.21405744,0.17636080,0.01655731,1.74260381
-2.33216608,5.28804682,2.78597984,3.82147630,0.00808011,0.21161850,0.18841922,0.01687223,1.80039159
-2.32616308,5.54536376,3.02228190,4.03973614,0.00897225,0.21011652,0.20051711,0.01726346,1.86629100
-2.32016008,5.82937523,3.27534451,4.28259190,0.00990795,0.20952128,0.21246918,0.01772559,1.93950427
-2.31415708,6.13661189,3.54286513,4.54735254,0.01087977,0.20978067,0.22407752,0.01825058,2.01900671
-2.30815408,6.46293322,3.82208869,4.83074469,0.01187880,0.21082616,0.23513688,0.01882808,2.10358229
-2.30215108,6.80363829,4.10985119,5.12898066,0.01289484,0.21257884,0.24544077,0.01944577,2.19186695
-2.29614807,7.15359530,4.40263785,5.43784135,0.01391649,0.21495604,0.25478777,0.02008988,2.28239790
-2.29014507,7.50738599,4.69665487,5.75277227,0.01493136,0.21787807,0.26298806,0.02074564,2.37366734
-2.28414207,7.85946045,4.98791370,6.06899047,0.01592633,0.22127487,0.26986977,0.02139784,2.46417834
-2.27813907,8.20429732,5.27232552,6.38159960,0.01688784,0.22509211,0.27528486,0.02203138,2.55250095
-2.27213607,8.53656408,5.54580380,6.68571021,0.01780214,0.22929664,0.27911424,0.02263178,2.63732637
-2.26613307,8.85127208,5.80437146,6.97656173,0.01865570,0.23388087,0.28127195,0.02318570,2.71751692
-2.26013007,9.14392093,6.04426956,7.24964259,0.01943552,0.23886595,0.28170821,0.02368136,2.79214993
-2.25412706,9.41062721,6.26206340,7.50080471,0.02012946,0.24430351,0.28041103,0.02410892,2.86055369
-2.24812406,9.64823279,6.45474233,7.72636864,0.02072659,0.25027593,0.27740660,0.02446076,2.92233392
-2.24212106,9.85438882,6.61980922,7.92321570,0.02121747,0.25689490,0.27275814,0.02473167,2.97738954
-2.23611806,10.02761213,6.75535588,8.08886390,0.02159444,0.26429851,0.26656358,0.02491891,3.02591698
-2.23011506,10.16731177,6.86012114,8.22152477,0.02185181,0.27264675,0.25895186,0.02502224,3.06840258
-2.22411206,10.27378447,6.93352878,8.32013883,0.02198601,0.28211556,0.25007839,0.02504375,3.10560308
-2.21810905,10.34817894,6.97570328,8.38438824,0.02199569,0.29288973,0.24011956,0.02498768,3.13851491
-2.21210605,10.39243000,6.98746214,8.41468577,0.02188177,0.30515475,0.22926683,0.02486010,3.16833298
-2.20610305,10.40916493,6.97028463,8.41214050,0.02164733,0.31908798,0.21772048,0.02466858,3.19640054
-2.20010005,10.40158511,6.92625766,8.37850102,0.02129755,0.33484937,0.20568340,0.02442177,3.22415181
-2.19409705,10.37332764,6.85800057,8.31607837,0.02083954,0.35257224,0.19335508,0.02412894,3.25304950
-2.18809405,10.32831182,6.76857155,8.22765136,0.02028210,0.37235423,0.18092620,0.02379957,3.28451958
-2.18209105,10.27057665,6.66135925,8.11635807,0.01963545,0.39424907,0.16857375,0.02344291,3.31988581
-2.17608804,10.20411561,6.53996380,7.98557751,0.01891094,0.41825932,0.15645716,0.02306754,3.36030670
-2.17008504,10.13271529,6.40807207,7.83880630,0.01812071,0.44433052,0.14471514,0.02268109,3.40671751
-2.16408204,10.05980457,6.26933222,7.67953517,0.01727740,0.47234704,0.13346374,0.02228987,3.45977975
-2.15807904,9.98832037,6.12723252,7.51113037,0.01639379,0.50212988,0.12279513,0.02189875,3.51984042
-2.15207604,9.92059578,5.98498949,7.33672458,0.01548249,0.53343660,0.11277754,0.02151093,3.58690299
-2.14607304,9.85827516,5.84544980,7.15912193,0.01455566,0.56596350,0.10345588,0.02112799,3.66061148
-2.14007004,9.80225986,5.71100962,6.98072056,0.01362477,0.59935016,0.09485320,0.02074988,3.74024875
-2.13406703,9.75268698,5.58355463,6.80345592,0.01270035,0.63318611,0.08697268,0.02037506,3.82474927
-2.12806403,9.70894186,5.46442247,6.62876659,0.01179187,0.66701965,0.07980012,0.02000068,3.91272621
-2.12206103,9.66970383,5.35438885,6.45758357,0.01090757,0.70036849,0.07330677,0.01962285,4.00251195
-2.11605803,9.63302288,5.25367682,6.29034287,0.01005442,0.73273183,0.06745221,0.01923692,4.09221052
-2.11005503,9.59642374,5.16198841,6.12702006,0.00923809,0.76360360,0.06218741,0.01883783,4.17975998
-2.10405203,9.55703235,5.07855606,5.96718436,0.00846292,0.79248617,0.05745757,0.01842038,4.26300214
-2.09804902,9.51171890,5.00221098,5.81006921,0.00773204,0.81890429,0.05320484,0.01797964,4.33975670
-2.09204602,9.45725048,4.93146464,5.65465516,0.00704739,0.84241839,0.04937073,0.01751116,4.40789683
-2.08604302,9.39044636,4.86459918,5.49976071,0.00640987,0.86263701,0.04589822,0.01701134,4.46542270
-2.08004002,9.30832858,4.79976221,5.34413631,0.00581947,0.87922772,0.04273347,0.01647752,4.51053005
-2.07403702,9.20826084,4.73506159,5.18655667,0.00527539,0.89192597,0.03982719,0.01590826,4.54167079
-2.06803402,9.08806962,4.66865598,5.02590699,0.00477619,0.90054185,0.03713553,0.01530337,4.55760300
-2.06203102,8.94614215,4.59883720,4.86125897,0.00431996,0.90496412,0.03462073,0.01466393,4.55742862
-2.05602801,8.78149726,4.52410134,4.69193316,0.00390446,0.90516167,0.03225135,0.01399234,4.54061707
-2.05002501,8.59382666,4.44320611,4.51754533,0.00352722,0.90118223,0.03000222,0.01329213,4.50701449
-2.04402201,8.38350563,4.35521279,4.33803510,0.00318569,0.89314849,0.02785413,0.01256791,4.45683834
-2.03801901,8.15157374,4.25951211,4.15367631,0.00287736,0.88125193,0.02579338,0.01182516,4.39065827
-2.03201601,7.89968782,4.15583401,3.96506968,0.00259981,0.86574449,0.02381110,0.01107001,4.30936464
-2.02601301,7.63005043,4.04424240,3.77311892,0.00235080,0.84692880,0.02190251,0.01030906,4.21412647
-2.02001001,7.34531857,3.92511626,3.57899258,0.00212832,0.82514718,0.02006614,0.00954909,4.10634150
-2.01400700,7.04849782,3.79911930,3.38407435,0.00193063,0.80077004,0.01830304,0.00879689,3.98758072
-2.00800400,6.74282772,3.66716067,3.18990504,0.00175627,0.77418415,0.01661601,0.00805901,3.85953039
-2.00200100,6.43166430,3.53034926,2.99811962,0.00160407,0.74578144,0.01500887,0.00734160,3.72393413
-1.99599800,6.11836528,3.38994437,2.81038292,0.00147314,0.71594842,0.01348585,0.00665021,3.58253785
-1.98999500,5.80618327,3.24730531,2.62832699,0.00136286,0.68505698,0.01205107,0.00598970,3.43703956
-1.98399200,5.49817103,3.10384211,2.45349336,0.00127283,0.65345661,0.01070809,0.00536414,3.28904612
-1.97798899,5.19710234,2.96096930,2.28728222,0.00120284,0.62146829,0.00945959,0.00477674,3.14003801
-1.97198599,4.90541054,2.82006430,2.13091066,0.00115285,0.58938019,0.00830719,0.00422984,2.99134316
-1.96598299,4.62514602,2.68243120,1.98538088,0.00112291,0.55744510,0.00725128,0.00372492,2.84411982
-1.95997999,4.35795247,2.54927081,1.85145899,0.00111314,0.52587952,0.00629104,0.00326264,2.69934847
-1.95397699,4.10506103,2.42165674,1.72966427,0.00112364,0.49486428,0.00542444,0.00284290,2.55783179
-1.94797399,3.86730044,2.30051760,1.62026817,0.00115448,0.46454637,0.00464835,0.00246492,2.42020185
-1.94197099,3.64512065,2.18662462,1.52330202,0.00120560,0.43504183,0.00395868,0.00212733,2.28693288
-1.93596798,3.43862710,2.08058421,1.43857205,0.00127680,0.40643926,0.00335055,0.00182829,2.15835844
-1.92996498,3.24762244,1.98283457,1.36567998,0.00136765,0.37880380,0.00281848,0.00156556,2.03469113
-1.92396198,3.07165272,1.89364572,1.30404777,0.00147747,0.35218125,0.00235655,0.00133663,1.91604355
-1.91795898,2.91005503,1.81312232,1.25294470,0.00160531,0.32660202,0.00195861,0.00113877,1.80244905
-1.91195598,2.76200428,1.74120874,1.21151536,0.00174987,0.30208485,0.00161842,0.00096920,1.69388116
-1.90595298,2.62655692,1.67769592,1.17880755,0.00190952,0.27864002,0.00132981,0.00082507,1.59027084
-1.89994997,2.50269033,1.62223012,1.15379879,0.00208224,0.25627202,0.00108683,0.00070360,1.49152093
-1.89394697,2.38933679,1.57432310,1.13542111,0.00226570,0.23498158,0.00088379,0.00060208,1.39751749
-1.88794397,2.28541175,1.53336420,1.12258354,0.00245721,0.21476712,0.00071538,0.00051796,1.30813800
-1.88194097,2.18983665,1.49863409,1.11419225,0.00265377,0.19562561,0.00057672,0.00044883,1.22325665
-1.87593797,2.10155648,1.46932060,1.10916841,0.00285213,0.17755287,0.00046338,0.00039249,1.14274705
-1.86993497,2.01955318,1.44453649,1.10646397,0.00304883,0.16054358,0.00037138,0.00034694,1.06648293
-1.86393197,1.94285548,1.42333920,1.10507574,0.00324028,0.14459081,0.00029721,0.00031035,0.99433727
-1.85792896,1.87054646,1.40475254,1.10405788,0.00342284,0.12968549,0.00023780,0.00028114,0.92618070
-1.85192596,1.80176937,1.38778976,1.10253332,0.00359292,0.11581573,0.00019052,0.00025790,0.86187947
-1.84592296,1.73573274,1.37147766,1.09970411,0.00374706,0.10296613,0.00015309,0.00023939,0.80129364
-1.83991996,1.67171515,1.35488101,1.09486080,0.00388205,0.09111721,0.00012362,0.00022459,0.74427579
-1.83391696,1.60907000,1.33712658,1.08739092,0.00399499,0.08024496,0.00010050,0.00021258,0.69067054
-1.82791396,1.54723036,1.31742576,1.07678619,0.00408342,0.07032060,0.00008242,0.00020265,0.64031494
-1.82191096,1.48571379,1.29509494,1.06264842,0.00414534,0.06131050,0.00006830,0.00019416,0.59303985
-1.81590795,1.42412670,1.26957292,1.04469366,0.00417933,0.05317641,0.00005727,0.00018663,0.54867205
-1.80990495,1.36216790,1.24043423,1.02275427,0.00418456,0.04587576,0.00004862,0.00017967,0.50703705
-1.80390195,1.29963093,1.20739814,0.99677867,0.00416081,0.03936227,0.00004180,0.00017297,0.46796220
-1.79789895,1.23640446,1.17033263,0.96682847,0.00410850,0.03358659,0.00003637,0.00016632,0.43128004
-1.79189595,1.17247071,1.12925327,0.93307290,0.00402866,0.02849713,0.00003199,0.00015954,0.39683135
-1.78589295,1.10790130,1.08431703,0.89578050,0.00392285,0.02404082,0.00002841,0.00015256,0.36446794
-1.77988994,1.04285060,1.03581130,0.85530818,0.00379320,0.02016408,0.00002541,0.00014530,0.33405482
-1.77388694,0.97754664,0.98413877,0.81208805,0.00364222,0.01681355,0.00002286,0.00013778,0.30547159
-1.76788394,0.91227971,0.92979873,0.76661229,0.00347283,0.01393691,0.00002063,0.00013000,0.27861312
-1.76188094,0.84738917,0.87336587,0.71941674,0.00328815,0.01148358,0.00001866,0.00012200,0.25338938
-1.75587794,0.78324892,0.81546737,0.67106367,0.00309152,0.00940531,0.00001689,0.00011386,0.22972459
-1.74987494,0.72025213,0.75675955,0.62212456,0.00288629,0.00765663,0.00001527,0.00010564,0.20755561
-1.74387194,0.65879598,0.69790486,0.57316336,0.00267582,0.00619524,0.00001378,0.00009742,0.18682999
-1.73786893,0.59926697,0.63955029,0.52472104,0.00246330,0.00498224,0.00001240,0.00008928,0.16750355
-1.73186593,0.54202747,0.58230791,0.47730174,0.00225176,0.00398227,0.00001111,0.00008130,0.14953791
-1.72586293,0.48740396,0.52673832,0.43136125,0.00204395,0.00316354,0.00000992,0.00007356,0.13289798
-1.71985993,0.43567747,0.47333729,0.38729785,0.00184230,0.00249777,0.00000881,0.00006613,0.11754960
-1.71385693,0.38707640,0.42252603,0.34544588,0.00164888,0.00196007,0.00000779,0.00005905,0.10345756
-1.70785393,0.34177194,0.37464501,0.30607201,0.00146541,0.00152875,0.00000685,0.00005238,0.09058388
-1.70185093,0.29987595,0.32995140,0.26937412,0.00129320,0.00118512,0.00000599,0.00004615,0.07888666
-1.69584792,0.26144129,0.28861965,0.23548258,0.00113320,0.00091318,0.00000520,0.00004038,0.06831927
-1.68984492,0.22646436,0.25074502,0.20446370,0.00098602,0.00069944,0.00000450,0.00003510,0.05883010
-1.68384192,0.19488935,0.21634941,0.17632492,0.00085192,0.00053255,0.00000386,0.00003030,0.05036267
-1.67783892,0.16661404,0.18538913,0.15102129,0.00073088,0.00040310,0.00000330,0.00002598,0.04285611
-1.67183592,0.14149656,0.15776388,0.12846297,0.00062262,0.00030336,0.00000280,0.00002212,0.03624594
-1.66583292,0.11936287,0.13332649,0.10852318,0.00052666,0.00022700,0.00000237,0.00001870,0.03046501
-1.65982991,0.10001434,0.11189296,0.09104631,0.00044235,0.00016893,0.00000200,0.00001570,0.02544464
-1.65382691,0.08323534,0.09325227,0.07585583,0.00036892,0.00012505,0.00000170,0.00001310,0.02111574
-1.64782391,0.06880031,0.07717559,0.06276171,0.00030551,0.00009210,0.00000145,0.00001085,0.01740994
-1.64182091,0.05648028,0.06342474,0.05156713,0.00025122,0.00006754,0.00000126,0.00000892,0.01426065
-1.63581791,0.04604851,0.05175957,0.04207437,0.00020511,0.00004936,0.00000114,0.00000729,0.01160392
-1.62981491,0.03728527,0.04194414,0.03408973,0.00016629,0.00003603,0.00000109,0.00000592,0.00937929
-1.62381191,0.02998162,0.03375176,0.02742754,0.00013386,0.00002637,0.00000113,0.00000478,0.00753031
-1.61780890,0.02394230,0.02696885,0.02191317,0.00010700,0.00001950,0.00000129,0.00000384,0.00600503
