energy_ev,total_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,3.95974377,0.67237124,0.45892643,0.22223201,2.22157148,0.07705514,0.04968515,0.04697915,0.98498768
-5.99399700,4.01388490,0.67725140,0.48200599,0.22229850,2.22645250,0.07830050,0.05032253,0.04922328,1.01588783
-5.98799400,4.07181414,0.68388726,0.50439343,0.22288483,2.23287229,0.07969215,0.05092557,0.05162976,1.04816474
-5.98199100,4.13317583,0.69252241,0.52583512,0.22400244,2.24084271,0.08121474,0.05149424,0.05420039,1.08158683
-5.97598799,4.19767559,0.70342702,0.54609890,0.22566533,2.25041157,0.08285122,0.05203137,0.05693731,1.11593441
-5.96998499,4.26508732,0.71688885,0.56498107,0.22788926,2.26165963,0.08458281,0.05254244,0.05984302,1.15100668
-5.96398199,4.33525466,0.73320207,0.58231245,0.23069051,2.27469469,0.08638895,0.05303530,0.06292042,1.18662729
-5.95797899,4.40808707,0.75265436,0.59796329,0.23408432,2.28964342,0.08824727,0.05351986,0.06617277,1.22264816
-5.95197599,4.48355154,0.77551294,0.61184679,0.23808314,2.30664164,0.09013359,0.05400756,0.06960368,1.25895147
-5.94597299,4.56166063,0.80201001,0.62392119,0.24269472,2.32582372,0.09202205,0.05451099,0.07321702,1.29544996
-5.93996998,4.64245783,0.83232849,0.63419035,0.24792038,2.34731191,0.09388535,0.05504329,0.07701681,1.33208546
-5.93396698,4.72600113,0.86658850,0.64270287,0.25375331,2.37120604,0.09569500,0.05561766,0.08100701,1.36882598
-5.92796398,4.81234573,0.90483552,0.64954982,0.26017725,2.39757415,0.09742181,0.05624681,0.08519127,1.40566147
-5.92196098,4.90152669,0.94703049,0.65486129,0.26716548,2.42644427,0.09903636,0.05694241,0.08957252,1.44259860
-5.91595798,4.99354238,0.99304271,0.65880203,0.27468020,2.45779763,0.10050958,0.05771463,0.09415256,1.47965495
-5.90995498,5.08833931,1.04264566,0.66156631,0.28267247,2.49156342,0.10181344,0.05857159,0.09893144,1.51685291
-5.90395198,5.18579915,1.09551627,0.66337245,0.29108251,2.52761502,0.10292156,0.05951900,0.10390687,1.55421375
-5.89794897,5.28572858,1.15123774,0.66445725,0.29984057,2.56576780,0.10380989,0.06055978,0.10907353,1.59175226
-5.89194597,5.38785229,1.20930585,0.66507059,0.30886823,2.60577844,0.10445730,0.06169377,0.11442234,1.62947236
-5.88594297,5.49181005,1.26913883,0.66547059,0.31808003,2.64734580,0.10484615,0.06291751,0.11993977,1.66736405
-5.87993997,5.59715784,1.33009049,0.66591937,0.32738559,2.69011328,0.10496275,0.06422417,0.12560724,1.70540184
-5.87393697,5.70337369,1.39146605,0.66667977,0.33669186,2.73367281,0.10479772,0.06560354,0.13140059,1.74354508
-5.86793397,5.80986806,1.45254045,0.66801284,0.34590570,2.77757048,0.10434627,0.06704214,0.13728976,1.78174001
-5.86193097,5.91599890,1.51257826,0.67017643,0.35493644,2.82131385,0.10360833,0.06852348,0.14323867,1.81992358
-5.85592796,6.02109081,1.57085459,0.67342440,0.36369859,2.86438094,0.10258862,0.07002841,0.14920533,1.85802893
-5.84992496,6.12445789,1.62667617,0.67800665,0.37211430,2.90623091,0.10129656,0.07153561,0.15514226,1.89599193
-5.84392196,6.22542915,1.67940180,0.68416934,0.38011580,2.94631616,0.09974615,0.07302210,0.16099716,1.93375861
-5.83791896,6.32337548,1.72846135,0.69215533,0.38764743,2.98409570,0.09795572,0.07446393,0.16671385,1.97129272
-5.83191596,6.41773652,1.77337252,0.70220422,0.39466735,3.01904939,0.09594765,0.07583687,0.17223354,2.00858284
-5.82591296,6.50804615,1.81375470,0.71455178,0.40114884,3.05069253,0.09374802,0.07711711,0.17749617,2.04564844
-5.81990995,6.59395470,1.84933940,0.72942835,0.40708103,3.07859033,0.09138618,0.07828198,0.18244203,2.08254408
-5.81390695,6.67524645,1.87997662,0.74705601,0.41246909,3.10237152,0.08889430,0.07931060,0.18701347,2.11936144
-5.80790395,6.75185093,1.90563722,0.76764418,0.41733385,3.12174052,0.08630689,0.08018452,0.19115652,2.15622839
-5.80190095,6.82384686,1.92641094,0.79138361,0.42171085,3.13648756,0.08366026,0.08088818,0.19482261,2.19330511
-5.79589795,6.89145805,1.94250029,0.81843879,0.42564884,3.14649614,0.08099193,0.08140932,0.19797004,2.23077687
-5.78989495,6.95504079,1.95421066,0.84893888,0.42920767,3.15174737,0.07834005,0.08173923,0.20056536,2.26884386
-5.78389195,7.01506309,1.96193701,0.88296752,0.43245590,3.15232088,0.07574276,0.08187283,0.20258443,2.30770809
-5.77788894,7.07207636,1.96614778,0.92055179,0.43546795,3.14839226,0.07323750,0.08180870,0.20401324,2.34755814
-5.77188594,7.12668090,1.96736684,0.96165114,0.43832104,3.14022683,0.07086037,0.08154888,0.20484835,2.38855243
-5.76588294,7.17948673,1.96615405,1.00614667,0.44109201,3.12817014,0.06864539,0.08109865,0.20509702,2.43080182
-5.75987994,7.23107189,1.96308557,1.05383159,0.44385418,3.11263557,0.06662387,0.08046618,0.20477702,2.47435269
-5.75387694,7.28194055,1.95873444,1.10440364,0.44667434,3.09408940,0.06482375,0.07966210,0.20391601,2.51917143
-5.74787394,7.33248319,1.95365245,1.15746004,0.44961002,3.07303422,0.06326897,0.07869916,0.20255071,2.56513154
-5.74187094,7.38294140,1.94835398,1.21249574,0.45270716,3.04999127,0.06197897,0.07759174,0.20072576,2.61200411
-5.73586793,7.43337943,1.94330232,1.26890537,0.45599829,3.02548260,0.06096820,0.07635550,0.19849230,2.65945273
-5.72986493,7.48366440,1.93889912,1.32598934,0.45950129,3.00001381,0.06024585,0.07500709,0.19590644,2.70703330
-5.72386193,7.53345675,1.93547724,1.38296423,0.46321882,2.97405812,0.05981561,0.07356386,0.19302760,2.75419922
-5.71785893,7.58221185,1.93329730,1.43897734,0.46713841,2.94804266,0.05967558,0.07204371,0.18991677,2.80031211
-5.71185593,7.62919323,1.93254780,1.49312524,0.47123322,2.92233728,0.05981845,0.07046502,0.18663477,2.84465780
-5.70585293,7.67349719,1.93334891,1.54447574,0.47546355,2.89724677,0.06023167,0.06884669,0.18324066,2.88646723
-5.69984992,7.71408803,1.93575949,1.59209259,0.47977878,2.87300650,0.06089788,0.06720817,0.17979017,2.92494140
-5.69384692,7.74984244,1.93978703,1.63506199,0.48411997,2.84978176,0.06179545,0.06556967,0.17633436,2.95927953
-5.68784392,7.77960111,1.94539987,1.67251988,0.48842280,2.82767084,0.06289915,0.06395226,0.17291856,2.98870908
-5.68184092,7.80222522,1.95254103,1.70367893,0.49262071,2.80671157,0.06418091,0.06237815,0.16958143,3.01251635
-5.67583792,7.81665501,1.96114291,1.72785395,0.49664824,2.78689088,0.06561065,0.06087079,0.16635446,3.03007630
-5.66983492,7.82196761,1.97114198,1.74448480,0.50044424,2.76815688,0.06715723,0.05945506,0.16326166,3.04088001
-5.66383192,7.81743107,1.98249264,1.75315557,0.50395494,2.75043279,0.06878927,0.05815733,0.16031955,3.04455858
-5.65782891,7.80255176,1.99517929,1.75360922,0.50713661,2.73363161,0.07047612,0.05700541,0.15753747,3.04090204
-5.65182591,7.77711252,2.00922591,1.74575713,0.50995775,2.71767104,0.07218866,0.05602850,0.15491812,3.02987249
-5.64582291,7.74119932,2.02470240,1.72968289,0.51240069,2.70248725,0.07390011,0.05525693,0.15245829,3.01161058
-5.63981991,7.69521479,2.04172706,1.70564031,0.51446250,2.68804697,0.07558668,0.05472182,0.15014979,2.98643484
-5.63381691,7.63987751,2.06046495,1.67404574,0.51615516,2.67435685,0.07722818,0.05445458,0.14798045,2.95483393
-5.62781391,7.57620673,2.08112190,1.63546492,0.51750507,2.66146949,0.07880842,0.05448639,0.14593525,2.91745196
-5.62181091,7.50549295,2.10393424,1.59059516,0.51855172,2.64948565,0.08031555,0.05484745,0.14399741,2.87506748
-5.61580790,7.42925545,2.12915471,1.54024351,0.51934588,2.63855235,0.08174218,0.05556620,0.14214946,2.82856710
-5.60980490,7.34918863,2.15703509,1.48530190,0.51994706,2.62885693,0.08308544,0.05666850,0.14037423,2.77891490
-5.60380190,7.26709951,2.18780632,1.42672046,0.52042070,2.62061719,0.08434683,0.05817668,0.13865571,2.72711905
-5.59779890,7.18483944,2.22165739,1.36548001,0.52083489,2.61406824,0.08553195,0.06010861,0.13697983,2.67419717
-5.59179590,7.10423309,2.25871390,1.30256494,0.52125706,2.60944675,0.08665011,0.06247681,0.13533501,2.62114203
-5.58579290,7.02700826,2.29901789,1.23893749,0.52175056,2.60697349,0.08771376,0.06528753,0.13371263,2.56888916
-5.57978989,6.95472975,2.34250992,1.17551441,0.52237138,2.60683524,0.08873791,0.06853997,0.13210727,2.51828786
-5.57378689,6.88874050,2.38901493,1.11314682,0.52316516,2.60916714,0.08973931,0.07222556,0.13051689,2.47007681
-5.56778389,6.83011275,2.43823277,1.05260382,0.52416454,2.61403661,0.09073565,0.07632743,0.12894284,2.42486543
-5.56178089,6.77961151,2.48973437,0.99456030,0.52538696,2.62142982,0.09174466,0.08082000,0.12738972,2.38312163
-5.55577789,6.73767197,2.54296412,0.93958916,0.52683302,2.63124167,0.09278310,0.08566881,0.12586525,2.34516638
-5.54977489,6.70439165,2.59724884,0.88815783,0.52848550,2.64326986,0.09386586,0.09083060,0.12437996,2.31117517
-5.54377189,6.67953769,2.65181308,0.84062900,0.53030895,2.65721363,0.09500498,0.09625360,0.12294687,2.28118606
-5.53776888,6.66256851,2.70580059,0.79726515,0.53224998,2.67267730,0.09620873,0.10187814,0.12158110,2.25511369
-5.53176588,6.65266870,2.75830098,0.75823628,0.53423825,2.68917860,0.09748085,0.10763749,0.12029940,2.23276842
-5.52576288,6.64879540,2.80838058,0.72363032,0.53618810,2.70616143,0.09881986,0.11345902,0.11911972,2.21387942
-5.51975988,6.64973356,2.85511625,0.69346545,0.53800078,2.72301258,0.10021861,0.11926559,0.11806063,2.19812050
-5.51375688,6.65415767,2.89763038,0.66770369,0.53956728,2.73908157,0.10166401,0.12497719,0.11714083,2.18513717
-5.50775388,6.66069668,2.93512567,0.64626483,0.54077166,2.75370285,0.10313701,0.13051280,0.11637847,2.17457366
-5.50175088,6.66799933,2.96691784,0.62904026,0.54149475,2.76621916,0.10461290,0.13579236,0.11579064,2.16609841
-5.49574787,6.67479663,2.99246470,0.61590580,0.54161818,2.77600518,0.10606183,0.14073890,0.11539266,2.15942670
-5.48974487,6.67995881,3.01138995,0.60673305,0.54102854,2.78249020,0.10744966,0.14528058,0.11519756,2.15433947
-5.48374187,6.68254398,3.02350060,0.60139883,0.53962158,2.78517904,0.10873905,0.14935284,0.11521548,2.15069722
-5.47773887,6.68183647,3.02879672,0.59979222,0.53730620,2.78366999,0.10989074,0.15290021,0.11545317,2.14844830
-5.47173587,6.67737304,3.02747311,0.60181895,0.53400817,2.77766919,0.11086504,0.15587809,0.11591357,2.14763133
-5.46573287,6.66895581,3.01991221,0.60740314,0.52967330,2.76700071,0.11162342,0.15825410,0.11659550,2.14837145
-5.45972986,6.65665133,3.00666868,0.61648614,0.52427001,2.75161192,0.11213006,0.16000913,0.11749355,2.15087056
-5.45372686,6.64077589,2.98844587,0.62902280,0.51779100,2.73157384,0.11235344,0.16113789,0.11859805,2.15539208
-5.44772386,6.62186759,2.96606517,0.64497527,0.51025414,2.70707660,0.11226770,0.16164907,0.11989524,2.16224087
-5.44172086,6.60064663,2.94042941,0.66430474,0.50170225,2.67841998,0.11185389,0.16156496,0.12136767,2.17173921
-5.43571786,6.57796556,2.91248196,0.68696159,0.49220196,2.64599976,0.11110084,0.16092055,0.12299469,2.18420012
-5.42971486,6.55475197,2.88316325,0.71287442,0.48184155,2.61029018,0.11000580,0.15976224,0.12475318,2.19989911
-5.42371186,6.53194622,2.85336677,0.74193874,0.47072788,2.57182359,0.10857466,0.15814602,0.12661834,2.21904610
-5.41770885,6.51043755,2.82389663,0.77400585,0.45898262,2.53116802,0.10682181,0.15613543,0.12856458,2.24175870
-5.41170585,6.49100168,2.79542869,0.80887266,0.44673785,2.48890384,0.10476973,0.15379913,0.13056652,2.26803842
-5.40570285,6.47424322,2.76847731,0.84627327,0.43413132,2.44560054,0.10244811,0.15120840,0.13259988,2.29775127
-5.39969985,6.46054607,2.74336941,0.88587278,0.42130161,2.40179472,0.09989284,0.14843456,0.13464240,2.33061386
-5.39369685,6.45003454,2.72022717,0.92726402,0.40838337,2.35797036,0.09714467,0.14554646,0.13667457,2.36618601
-5.38769385,6.44254773,2.69896064,0.96996768,0.39550305,2.31454219,0.09424787,0.14260821,0.13868030,2.40387076
-5.38169085,6.43762859,2.67927044,1.01343615,0.38277509,2.27184300,0.09124867,0.13967709,0.14064726,2.44292192
-5.37568784,6.43452889,2.66066101,1.05706116,0.37029902,2.23011532,0.08819384,0.13680197,0.14256713,2.48245946
-5.36968484,6.43223017,2.64246348,1.10018528,0.35815741,2.18950788,0.08512931,0.13402207,0.14443551,2.52149217
-5.36368184,6.42947979,2.62386755,1.14211697,0.34641478,2.15007681,0.08209894,0.13136624,0.14625163,2.55894699
-5.35767884,6.42484075,2.60396058,1.18214864,0.33511757,2.11179132,0.07914345,0.12885280,0.14801780,2.59370377
-5.35167584,6.41675272,2.58177221,1.21957728,0.32429499,2.07454346,0.07629962,0.12648971,0.14973869,2.62463417
-5.34567284,6.40360129,2.55632226,1.25372658,0.31396073,2.03816126,0.07359964,0.12427540,0.15142036,2.65064283
-5.33966983,6.38379187,2.52666950,1.28396968,0.30411532,2.00242436,0.07107079,0.12219984,0.15306927,2.67070904
-5.33366683,6.35582446,2.49195899,1.30975162,0.29474892,1.96708111,0.06873521,0.12024595,0.15469112,2.68392698
-5.32766383,6.31836512,2.45146554,1.33061006,0.28584441,1.93186619,0.06660995,0.11839129,0.15628976,2.68954240
-5.32166083,6.27031065,2.40463131,1.34619364,0.27738046,1.89651770,0.06470701,0.11660982,0.15786605,2.68698423
-5.31565783,6.21084268,2.35109564,1.35627662,0.26933443,1.86079266,0.06303369,0.11487366,0.15941691,2.67588922
-5.30965483,6.13946865,2.29071596,1.36076926,0.26168482,1.82448029,0.06159276,0.11315486,0.16093451,2.65611863
-5.30365183,6.05604739,2.22357868,1.35972310,0.25441329,1.78741230,0.06038285,0.11142691,0.16240562,2.62776593
-5.29764882,5.96079810,2.15000004,1.35333090,0.24750594,1.74946976,0.05939870,0.10966609,0.16381123,2.59115529
-5.29164582,5.85429259,2.07051698,1.34192111,0.24095393,1.71058651,0.05863147,0.10785253,0.16512648,2.54683075
-5.28564282,5.73743131,1.98586877,1.32594699,0.23475344,1.67074903,0.05806893,0.10597090,0.16632078,2.49553670
-5.27963982,5.61140483,1.89697072,1.30597081,0.22890494,1.62999304,0.05769575,0.10401086,0.16735834,2.43819075
-5.27363682,5.47764315,1.80488132,1.28264390,0.22341192,1.58839750,0.05749359,0.10196713,0.16819887,2.37585016
-5.26763382,5.33775571,1.71076480,1.25668345,0.21827927,1.54607635,0.05744135,0.09983933,0.16879858,2.30967362
-5.26163082,5.19346566,1.61585091,1.22884707,0.21351132,1.50316899,0.05751531,0.09763149,0.16911148,2.24088020
-5.25562781,5.04654191,1.52139385,1.19990632,0.20910986,1.45983011,0.05768940,0.09535145,0.16909076,2.17070736
-5.24962481,4.89873253,1.42863234,1.17062046,0.20507224,1.41621962,0.05793545,0.09301009,0.16869036,2.10037011
-5.24362181,4.75170292,1.33875242,1.14171159,0.20138966,1.37249357,0.05822361,0.09062046,0.16786665,2.03102284
-5.23761881,4.60698162,1.25285433,1.11384220,0.19804596,1.32879639,0.05852275,0.08819694,0.16658009,1.96372570
-5.23161581,4.46591623,1.17192475,1.08759614,0.19501675,1.28525507,0.05880102,0.08575437,0.16479685,1.89941665
-5.22561281,4.32964085,1.09681492,1.06346371,0.19226921,1.24197550,0.05902654,0.08330736,0.16249031,1.83889005
-5.21960980,4.19905627,1.02822527,1.04183143,0.18976239,1.19904110,0.05916801,0.08086962,0.15964243,1.78278259
-5.21360680,4.07482275,0.96669640,1.02297660,0.18744817,1.15651356,0.05919559,0.07845348,0.15624477,1.73156650
-5.20760380,3.95736503,0.91260638,1.00706679,0.18527268,1.11443560,0.05908158,0.07606955,0.15229938,1.68554988
-5.20160080,3.84688825,0.86617367,0.99416395,0.18317817,1.07283531,0.05880126,0.07372656,0.14781918,1.64488368
-5.19559780,3.74340306,0.82746511,0.98423264,0.18110528,1.03173163,0.05833360,0.07143131,0.14282815,1.60957441
-5.18959480,3.64675776,0.79640807,0.97715177,0.17899548,0.99114043,0.05766189,0.06918880,0.13736102,1.57950156
-5.18359180,3.55667524,0.77280580,0.97272904,0.17679367,0.95108078,0.05677429,0.06700243,0.13146266,1.55443850
-5.17758879,3.47279212,0.75635510,0.97071718,0.17445070,0.91158071,0.05566421,0.06487434,0.12518716,1.53407558
-5.17158579,3.39469780,0.74666526,0.97083099,0.17192579,0.87268223,0.05433048,0.06280579,0.11859653,1.51804408
-5.16558279,3.32197128,0.74327750,0.97276438,0.16918866,0.83444511,0.05277746,0.06079760,0.11175922,1.50593991
-5.15957979,3.25421381,0.74568392,0.97620647,0.16622141,0.79694920,0.05101482,0.05885060,0.10474847,1.49734572
-5.15357679,3.19107595,0.75334548,0.98085589,0.16301993,0.76029518,0.04905725,0.05696612,0.09764050,1.49185067
-5.14757379,3.13227794,0.76570819,0.98643284,0.15959493,0.72460372,0.04692393,0.05514641,0.09051273,1.48906692
-5.14157079,3.07762282,0.78221726,0.99268821,0.15597254,0.69001304,0.04463792,0.05339511,0.08344209,1.48864243
-5.13556778,3.02700218,0.80232869,0.99940958,0.15219450,0.65667525,0.04222540,0.05171764,0.07650336,1.49026972
-5.12956478,2.98039481,0.82551827,1.00642404,0.14831789,0.62475155,0.03971482,0.05012157,0.06976789,1.49369048
-5.12356178,2.93785904,0.85128784,1.01359773,0.14441464,0.59440675,0.03713601,0.04861694,0.06330238,1.49869620
-5.11755878,2.89951967,0.87916890,1.02083254,0.14057063,0.56580338,0.03451937,0.04721658,0.05716814,1.50512528
-5.11155578,2.86555089,0.90872379,1.02806031,0.13688463,0.53909586,0.03189493,0.04593626,0.05142061,1.51285705
-5.10555278,2.83615657,0.93954468,1.03523500,0.13346697,0.51442498,0.02929160,0.04479497,0.04610915,1.52180348
-5.09954977,2.81154958,0.97125087,1.04232373,0.13043821,0.49191317,0.02673648,0.04381495,0.04127725,1.53189927
-5.09354677,2.79193158,1.00348478,1.04929713,0.12792751,0.47166069,0.02425427,0.04302178,0.03696294,1.54309146
-5.08754377,2.77747476,1.03590731,1.05611998,0.12607107,0.45374303,0.02186679,0.04244437,0.03319948,1.55532902
-5.08154077,2.76830695,1.06819296,1.06274270,0.12501040,0.43820968,0.01959269,0.04211479,0.03001619,1.56855374
-5.07553777,2.76450098,1.10002545,1.06909452,0.12489047,0.42508426,0.01744725,0.04206805,0.02743936,1.58269273
-5.06953477,2.76606916,1.13109423,1.07507873,0.12585779,0.41436606,0.01544235,0.04234180,0.02549324,1.59765350
-5.06353177,2.77296314,1.16109248,1.08057058,0.12805830,0.40603285,0.01358653,0.04297582,0.02420083,1.61332176
-5.05752876,2.78507927,1.18971673,1.08541795,0.13163504,0.40004476,0.01188519,0.04401138,0.02358471,1.62956242
-5.05152576,2.80226893,1.21666856,1.08944500,0.13672560,0.39634901,0.01034090,0.04549052,0.02366746,1.64622351
-5.04552276,2.82435312,1.24165815,1.09245850,0.14345940,0.39488517,0.00895370,0.04745511,0.02447190,1.66314303
-5.03951976,2.85114009,1.26440986,1.09425670,0.15195461,0.39559068,0.00772155,0.04994575,0.02602100,1.68015799
-5.03351676,2.88244477,1.28466930,1.09464007,0.16231486,0.39840608,0.00664080,0.05300060,0.02833737,1.69711523
-5.02751376,2.91810818,1.30221166,1.09342339,0.17462587,0.40327987,0.00570656,0.05665405,0.03144242,1.71388290
-5.02151076,2.95801541,1.31685060,1.09044836,0.18895182,0.41017238,0.00491325,0.06093527,0.03535515,1.73036195
-5.01550775,3.00211034,1.32844731,1.08559597,0.20533185,0.41905852,0.00425496,0.06586680,0.04009062,1.74649644
-5.00950475,3.05040590,1.33691879,1.07879776,0.22377663,0.42992915,0.00372587,0.07146306,0.04565816,1.76228190
-5.00350175,3.10298840,1.34224502,1.07004519,0.24426525,0.44279081,0.00332060,0.07772898,0.05205937,1.77777091
-4.99749875,3.16001544,1.34447424,1.05939651,0.26674260,0.45766392,0.00303448,0.08465867,0.05928611,1.79307520
-4.99149575,3.22170685,1.34372601,1.04698047,0.29111736,0.47457927,0.00286379,0.09223439,0.06731846,1.80836399
-4.98549275,3.28832894,1.34019167,1.03299664,0.31726089,0.49357306,0.00280590,0.10042565,0.07612289,1.82385837
-4.97948974,3.36017265,1.33413211,1.01771210,0.34500701,0.51468079,0.00285933,0.10918870,0.08565073,1.83982188
-4.97348674,3.43752675,1.32587282,1.00145451,0.37415291,0.53793008,0.00302381,0.11846631,0.09583710,1.85654777
-4.96748374,3.52064754,1.31579643,0.98460193,0.40446119,0.56333307,0.00330013,0.12818804,0.10660032,1.87434355
-4.96148074,3.60972687,1.30433315,0.96756978,0.43566314,0.59087865,0.00369005,0.13827082,0.11784202,1.89351374
-4.95547774,3.70486049,1.29194942,0.95079552,0.46746302,0.62052508,0.00419604,0.14862004,0.12944797,1.91434172
-4.94947474,3.80601851,1.27913543,0.93472183,0.49954345,0.65219341,0.00482101,0.15913098,0.14128965,1.93707193
-4.94347174,3.91302002,1.26639193,0.91977904,0.53157161,0.68576210,0.00556799,0.16969071,0.15322652,1.96189314
-4.93746873,4.02551330,1.25421708,0.90636775,0.56320602,0.72106322,0.00643966,0.18018021,0.16510900,1.98892404
-4.93146573,4.14296292,1.24309347,0.89484229,0.59410371,0.75788042,0.00743802,0.19047681,0.17678210,2.01820166
-4.92546273,4.26464448,1.23347610,0.88549600,0.62392743,0.79594899,0.00856385,0.20045679,0.18808941,2.04967331
-4.91945973,4.38964731,1.22578135,0.87854873,0.65235264,0.83495778,0.00981631,0.20999802,0.19887744,2.08319235
-4.91345673,4.51688496,1.22037721,0.87413730,0.67907398,0.87455323,0.01119250,0.21898268,0.20900001,2.11851780
-4.90745373,4.64511283,1.21757487,0.87230925,0.70381098,0.91434509,0.01268703,0.22729974,0.21832253,2.15531776
-4.90145073,4.77295202,1.21762177,0.87302005,0.72631283,0.95391365,0.01429171,0.23484739,0.22672596,2.19317620
-4.89544772,4.89891824,1.22069584,0.87613397,0.74636200,0.99281822,0.01599530,0.24153508,0.23411017,2.23160267
-4.88944472,5.02145421,1.22690112,0.88142841,0.76377676,1.03060637,0.01778331,0.24728532,0.24039665,2.27004437
-4.88344172,5.13896437,1.23626460,0.88860168,0.77841254,1.06682356,0.01963802,0.25203511,0.24553032,2.30789994
-4.87743872,5.24985044,1.24873423,0.89728375,0.79016215,1.10102285,0.02153854,0.25573695,0.24948038,2.34453441
-4.87143572,5.35254682,1.26417826,0.90704965,0.79895514,1.13277430,0.02346110,0.25835950,0.25224020,2.37929479
-4.86543272,5.44555474,1.28238586,0.91743501,0.80475637,1.16167373,0.02537939,0.25988786,0.25382625,2.41152578
-4.85942971,5.52747472,1.30306938,0.92795323,0.80756403,1.18735069,0.02726511,0.26032354,0.25427616,2.44058543
-4.85342671,5.59703673,1.32586827,0.93811367,0.80740737,1.20947547,0.02908868,0.25968410,0.25364596,2.46586047
-4.84742371,5.65312810,1.35035508,0.94744018,0.80434435,1.22776508,0.03081993,0.25800261,0.25200689,2.48678108
-4.84142071,5.69481887,1.37604355,0.95548945,0.79845930,1.24198814,0.03242904,0.25532677,0.24944168,2.50283526
-4.83541771,5.72138485,1.40239912,0.96186848,0.78986086,1.25196879,0.03388740,0.25171806,0.24604084,2.51358245
-4.82941471,5.73232820,1.42885174,0.96625057,0.77868029,1.25758969,0.03516858,0.24725062,0.24189892,2.51866659
-4.82341171,5.72739562,1.45481099,0.96838920,0.76506998,1.25879406,0.03624921,0.24201010,0.23711116,2.51782828
-4.81740870,5.70659359,1.47968318,0.96812934,0.74920240,1.25558704,0.03710983,0.23609240,0.23177050,2.51091586
-4.81140570,5.67020054,1.50288997,0.96541563,0.73126918,1.24803613,0.03773565,0.22960237,0.22596532,2.49789508
-4.80540270,5.61877490,1.52388797,0.96029706,0.71148028,1.23627108,0.03811714,0.22265240,0.21977772,2.47885687
-4.79939970,5.55315836,1.54218830,0.95292784,0.69006312,1.22048278,0.03825047,0.21536089,0.21328268,2.45402266
-4.79339670,5.47447323,1.55737553,0.94356433,0.66726142,1.20092138,0.03813777,0.20785067,0.20654780,2.42374666
-4.78739370,5.38411290,1.56912463,0.93255789,0.64333356,1.17789350,0.03778719,0.20024722,0.19963370,2.38851455
-4.78139070,5.28372440,1.57721529,0.92034390,0.61855046,1.15175816,0.03721271,0.19267677,0.19259492,2.34893802
-4.77538769,5.17518238,1.58154244,0.90742706,0.59319273,1.12292172,0.03643380,0.18526426,0.18548121,2.30574467
-4.76938469,5.06055401,1.58212227,0.89436358,0.56754706,1.09183138,0.03547488,0.17813112,0.17833894,2.25976328
-4.76338169,4.94205495,1.57909318,0.88174069,0.54190197,1.05896741,0.03436460,0.17139293,0.17121261,2.21190427
-4.75737869,4.82199696,1.57271136,0.87015435,0.51654286,1.02483412,0.03313499,0.16515702,0.16414612,2.16313571
-4.75137569,4.70272825,1.56334092,0.86018589,0.49174656,0.98994965,0.03182051,0.15952004,0.15718385,2.11445561
-4.74537269,4.58656840,1.55143890,0.85237862,0.46777558,0.95483481,0.03045706,0.15456550,0.15037124,2.06686124
-4.73936968,4.47574011,1.53753591,0.84721535,0.44487226,0.92000128,0.02908090,0.15036151,0.14375499,2.02131673
-4.73336668,4.37230055,1.52221309,0.84509783,0.42325312,0.88593958,0.02772769,0.14695874,0.13738269,1.97872037
