energy_ev,total_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,3.07235754,1.60707161,1.35941909,0.00049766,1.01220295,0.72423337,0.00000000
-5.99399700,2.92470396,1.52616842,1.29217066,0.00046852,0.96929913,0.68072082,0.00000000
-5.98799400,2.78257694,1.45062139,1.23004987,0.00044210,0.92510088,0.63999229,0.00000000
-5.98199100,2.64804702,1.38163450,1.17398372,0.00041870,0.88027522,0.60252467,0.00000000
-5.97598799,2.52298704,1.32028496,1.12477911,0.00039856,0.83546508,0.56872621,0.00000000
-5.96998499,2.40903921,1.26751199,1.08311365,0.00038191,0.79127232,0.53893284,0.00000000
-5.96398199,2.30759113,1.22411053,1.04953102,0.00036889,0.74824295,0.51340688,0.00000000
-5.95797899,2.21976134,1.19072976,1.02444062,0.00035964,0.70685503,0.49233812,0.00000000
-5.95197599,2.14639441,1.16787622,1.00812137,0.00035424,0.66750957,0.47584696,0.00000000
-5.94597299,2.08806529,1.15592087,1.00072927,0.00035275,0.63052484,0.46398951,0.00000000
-5.93996998,2.04509232,1.15510949,1.00230820,0.00035517,0.59613416,0.45676420,0.00000000
-5.93396698,2.01755774,1.16557565,1.01280319,0.00036149,0.56448700,0.45411960,0.00000000
-5.92796398,2.00533452,1.18735536,1.03207563,0.00037169,0.53565321,0.45596300,0.00000000
-5.92196098,2.00811780,1.22040242,1.05991944,0.00038568,0.50963008,0.46216946,0.00000000
-5.91595798,2.02545932,1.26460372,1.09607757,0.00040340,0.48635161,0.47259084,0.00000000
-5.90995498,2.05680326,1.31979352,1.14025797,0.00042474,0.46569946,0.48706442,0.00000000
-5.90395198,2.10152158,1.38576615,1.19214848,0.00044959,0.44751504,0.50542098,0.00000000
-5.89794897,2.15894756,1.46228639,1.25143002,0.00047783,0.43161203,0.52749186,0.00000000
-5.89194597,2.22840615,1.54909731,1.31778761,0.00050931,0.41778871,0.55311490,0.00000000
-5.88594297,2.30924018,1.64592539,1.39091909,0.00054388,0.40583966,0.58213921,0.00000000
-5.87993997,2.40083156,1.75248288,1.47054135,0.00058137,0.39556620,0.61442861,0.00000000
-5.87393697,2.50261742,1.86846770,1.55639411,0.00062161,0.38678535,0.64986378,0.00000000
-5.86793397,2.61410072,1.99356130,1.64824155,0.00066439,0.37933699,0.68834330,0.00000000
-5.86193097,2.73485604,2.12742504,1.74587201,0.00070950,0.37308902,0.72978360,0.00000000
-5.85592796,2.86453062,2.26969569,1.84909618,0.00075670,0.36794067,0.77411797,0.00000000
-5.84992496,3.00284154,2.41998068,1.95774410,0.00080571,0.36382381,0.82129488,0.00000000
-5.84392196,3.14956968,2.57785381,2.07166159,0.00085625,0.36070270,0.87127569,0.00000000
-5.83791896,3.30455129,2.74285180,2.19070611,0.00090801,0.35857226,0.92403191,0.00000000
-5.83191596,3.46766768,2.91447219,2.31474262,0.00096065,0.35745517,0.97954205,0.00000000
-5.82591296,3.63883381,3.09217268,2.44363925,0.00101382,0.35739825,1.03778821,0.00000000
-5.81990995,3.81798602,3.27537196,2.57726305,0.00106715,0.35846829,1.09875229,0.00000000
-5.81390695,4.00506922,3.46345175,2.71547551,0.00112026,0.36074772,1.16241188,0.00000000
-5.80790395,4.20002352,3.65575986,2.85812766,0.00117277,0.36433038,1.22873565,0.00000000
-5.80190095,4.40277026,3.85161359,3.00505455,0.00122432,0.36931750,1.29767839,0.00000000
-5.79589795,4.61319733,4.05030299,3.15606874,0.00127456,0.37581411,1.36917534,0.00000000
-5.78989495,4.83114342,4.25109345,3.31095256,0.00132317,0.38392582,1.44313604,0.00000000
-5.78389195,5.05638129,4.45322717,3.46944913,0.00136988,0.39375603,1.51943770,0.00000000
-5.77788894,5.28860000,4.65592306,3.63125199,0.00141445,0.40540348,1.59791811,0.00000000
-5.77188594,5.52738620,4.85837510,3.79599372,0.00145673,0.41895996,1.67836845,0.00000000
-5.76588294,5.77220516,5.05974918,3.96323387,0.00149663,0.43450798,1.76052627,0.00000000
-5.75987994,6.02238211,5.25917880,4.13244695,0.00153412,0.45211843,1.84406901,0.00000000
-5.75387694,6.27708482,5.45576025,4.30301123,0.00156928,0.47184782,1.92860864,0.00000000
-5.74787394,6.53530880,5.64854805,4.47419932,0.00160223,0.49373517,2.01368786,0.00000000
-5.74187094,6.79586617,5.83655161,4.64517170,0.00163320,0.51779843,2.09877842,0.00000000
-5.73586793,7.05737969,6.01873407,4.81497406,0.00166249,0.54403047,2.18328204,0.00000000
-5.72986493,7.31828321,6.19401420,4.98253941,0.00169045,0.57239464,2.26653439,0.00000000
-5.72386193,7.57682950,6.36127229,5.14669573,0.00171751,0.60282023,2.34781229,0.00000000
-5.71785893,7.83110633,6.51936040,5.30617962,0.00174413,0.63519798,2.42634435,0.00000000
-5.71185593,8.07906101,6.66711727,5.45965590,0.00177082,0.66937587,2.50132494,0.00000000
-5.70585293,8.31853351,6.80338784,5.60574297,0.00179810,0.70515577,2.57193110,0.00000000
-5.69984992,8.54729721,6.92704671,5.74304335,0.00182650,0.74229108,2.63734214,0.00000000
-5.69384692,8.76310644,7.03702475,5.87017810,0.00185655,0.78048584,2.69676090,0.00000000
-5.68784392,8.96374902,7.13233765,5.98582400,0.00188876,0.81939557,2.74943615,0.00000000
-5.68184092,9.14710197,7.21211487,6.08875174,0.00192360,0.85863016,2.79468499,0.00000000
-5.67583792,9.31118803,7.27562751,6.17786341,0.00196152,0.89775880,2.83191432,0.00000000
-5.66983492,9.45423060,7.32231330,6.25222756,0.00200292,0.93631712,2.86064033,0.00000000
-5.66383192,9.57470477,7.35179733,6.31110999,0.00204815,0.97381638,2.88050514,0.00000000
-5.65782891,9.67138216,7.36390703,6.35399901,0.00209752,1.00975436,2.89128970,0.00000000
-5.65182591,9.74336749,7.35868055,6.38062377,0.00215129,1.04362780,2.89292244,0.00000000
-5.64582291,9.79012540,7.33636766,6.39096481,0.00220967,1.07494564,2.88548309,0.00000000
-5.63981991,9.81149632,7.29742325,6.38525651,0.00227285,1.10324276,2.86920164,0.00000000
-5.63381691,9.80770072,7.24249341,6.36398125,0.00234099,1.12809330,2.84445233,0.00000000
-5.62781391,9.77933175,7.17239503,6.32785579,0.00241421,1.14912325,2.81174318,0.00000000
