energy_ev,total_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.41870935,3.14308977,0.58007573,0.29921284,2.04053866,2.06377107,0.00058988,0.04064395,0.00842447,0.24909989
-3.41270635,3.13928684,0.58488956,0.29539399,2.04465296,2.06142207,0.00062816,0.04123867,0.00851589,0.25019354
-3.40670335,3.12030664,0.58709105,0.29036661,2.03935593,2.04866605,0.00066905,0.04160783,0.00857276,0.25011858
-3.40070035,3.08688862,0.58673783,0.28428532,2.02504732,2.02594227,0.00071264,0.04174844,0.00859545,0.24892148
-3.39469735,3.04002642,0.58393222,0.27732649,2.00227847,1.99386445,0.00075900,0.04166178,0.00858490,0.24666910
-3.38869435,2.98093939,0.57881787,0.26968466,1.97173442,1.95320236,0.00080820,0.04135332,0.00854253,0.24344654
-3.38269135,2.91103814,0.57157528,0.26156870,1.93421242,1.90485928,0.00086032,0.04083257,0.00847024,0.23935439
-3.37668834,2.83188561,0.56241626,0.25319789,1.89059762,1.84984595,0.00091542,0.04011272,0.00837034,0.23450565
-3.37068534,2.74515490,0.55157770,0.24479798,1.84183707,1.78925213,0.00097358,0.03921026,0.00824549,0.22902222
-3.36468234,2.65258570,0.53931465,0.23659741,1.78891277,1.72421692,0.00103488,0.03814446,0.00809859,0.22303142
-3.35867934,2.55594059,0.52589326,0.22882362,1.73281496,1.65589883,0.00109941,0.03693687,0.00793274,0.21666227
-3.35267634,2.45696280,0.51158360,0.22169960,1.67451658,1.58544670,0.00116723,0.03561064,0.00775112,0.21004203
-3.34667334,2.35733673,0.49665272,0.21544067,1.61494960,1.51397245,0.00123844,0.03418998,0.00755694,0.20329293
-3.34067034,2.25865233,0.48135821,0.21025144,1.55498417,1.44252655,0.00131306,0.03269957,0.00735333,0.19652915
-3.33466733,2.16237418,0.46594242,0.20632298,1.49541098,1.37207688,0.00139112,0.03116394,0.00714327,0.18985431
-3.32866433,2.06981612,0.45062741,0.20383009,1.43692739,1.30349147,0.00147257,0.02960699,0.00692955,0.18335941
-3.32266133,1.98212158,0.43561101,0.20292878,1.38012751,1.23752565,0.00155731,0.02805151,0.00671472,0.17712125
-3.31665833,1.90025001,0.42106376,0.20375368,1.32549639,1.17481355,0.00164512,0.02651880,0.00650100,0.17120146
-3.31065533,1.82496926,0.40712697,0.20641565,1.27340810,1.11586417,0.00173571,0.02502836,0.00629032,0.16564604
-3.30465233,1.75685367,0.39391181,0.21099935,1.22412776,1.06106174,0.00182862,0.02359761,0.00608427,0.16048547
-3.29864932,1.69628748,0.38149943,0.21756088,1.17781687,1.01067009,0.00192330,0.02224177,0.00588410,0.15573528
-3.29264632,1.64347305,0.36994187,0.22612556,1.13454171,0.96484060,0.00201903,0.02097372,0.00569076,0.15139709
-3.28664332,1.59844321,0.35926388,0.23668591,1.09428428,0.92362326,0.00211495,0.01980398,0.00550491,0.14746003
-3.28064032,1.56107705,0.34946532,0.24919986,1.05695499,0.88698015,0.00221006,0.01874072,0.00532694,0.14390248
-3.27463732,1.53111843,0.34052407,0.26358941,1.02240683,0.85480075,0.00230325,0.01778980,0.00515703,0.14069407
-3.26863432,1.50819640,0.33239931,0.27973974,0.99045004,0.82691836,0.00239331,0.01695489,0.00499520,0.13779775
-3.26263132,1.49184680,0.32503497,0.29749909,0.96086687,0.80312699,0.00247895,0.01623753,0.00484131,0.13517204
-3.25662831,1.48153432,0.31836324,0.31667927,0.93342588,0.78319793,0.00255885,0.01563732,0.00469516,0.13277318
-3.25062531,1.47667430,0.31230801,0.33705720,0.90789497,0.76689552,0.00263168,0.01515203,0.00455651,0.13055723
-3.24462231,1.47665356,0.30678810,0.35837728,0.88405300,0.75399129,0.00269619,0.01477777,0.00442510,0.12848197
-3.23861931,1.48084985,0.30172019,0.38035493,0.86169938,0.74427624,0.00275118,0.01450913,0.00430069,0.12650862
-3.23261631,1.48864919,0.29702144,0.40268094,0.84066140,0.73757048,0.00279563,0.01433937,0.00418309,0.12460322
-3.22661331,1.49946086,0.29261164,0.42502702,0.82079910,0.73373023,0.00282865,0.01426055,0.00407213,0.12273770
-3.22061031,1.51272959,0.28841497,0.44705201,0.80200765,0.73265169,0.00284958,0.01426376,0.00396772,0.12089062
-3.21460730,1.52794485,0.28436135,0.46840897,0.78421717,0.73427188,0.00285798,0.01433926,0.00386979,0.11904750
-3.20860430,1.54464703,0.28038730,0.48875270,0.76739030,0.73856635,0.00285368,0.01447667,0.00377832,0.11720085
-3.20260130,1.56243067,0.27643652,0.50774765,0.75151761,0.74554416,0.00283672,0.01466517,0.00369327,0.11534980
-3.19659830,1.58094478,0.27246004,0.52507584,0.73661135,0.75524019,0.00280744,0.01489372,0.00361459,0.11349950
-3.19059530,1.59989058,0.26841614,0.54044455,0.72269793,0.76770547,0.00276638,0.01515119,0.00354219,0.11166017
-3.18459230,1.61901712,0.26427008,0.55359359,0.70980965,0.78299599,0.00271432,0.01542662,0.00347590,0.10984608
-3.17858929,1.63811513,0.25999366,0.56430170,0.69797618,0.80116067,0.00265223,0.01570941,0.00341544,0.10807431
-3.17258629,1.65700975,0.25556462,0.57239209,0.68721640,0.82222919,0.00258120,0.01598946,0.00336042,0.10636347
-3.16658329,1.67555274,0.25096617,0.57773673,0.67753109,0.84620042,0.00250245,0.01625739,0.00331034,0.10473253
-3.16058029,1.69361482,0.24618636,0.58025931,0.66889689,0.87303226,0.00241728,0.01650464,0.00326452,0.10319965
-3.15457729,1.71107861,0.24121763,0.57993679,0.66126202,0.90263329,0.00232700,0.01672368,0.00322219,0.10178119
-3.14857429,1.72783287,0.23605640,0.57679950,0.65454394,0.93485717,0.00223289,0.01690801,0.00318244,0.10049096
-3.14257129,1.74376837,0.23070280,0.57092981,0.64862921,0.96949983,0.00213620,0.01705236,0.00314426,0.09933967
-3.13656828,1.75877570,0.22516042,0.56245944,0.64337545,1.00629996,0.00203809,0.01715262,0.00310659,0.09833468
-3.13056528,1.77274532,0.21943631,0.55156560,0.63861545,1.04494278,0.00193961,0.01720594,0.00306833,0.09748000
-3.12456228,1.78556962,0.21354089,0.53846606,0.63416316,1.08506695,0.00184167,0.01721069,0.00302839,0.09677655
-3.11855928,1.79714702,0.20748810,0.52341345,0.62982114,1.12627426,0.00174505,0.01716645,0.00298576,0.09622263
-3.11255628,1.80738765,0.20129548,0.50668890,0.62538914,1.16814169,0.00165040,0.01707389,0.00293952,0.09581459
-3.10655328,1.81622020,0.19498425,0.48859541,0.62067331,1.21023509,0.00155821,0.01693478,0.00288892,0.09554761
-3.10055028,1.82359930,0.18857937,0.46945096,0.61549547,1.25212371,0.00146883,0.01675181,0.00283337,0.09541650
-3.09454727,1.82951275,0.18210959,0.44958176,0.60970189,1.29339476,0.00138252,0.01652853,0.00277254,0.09541655
-3.08854427,1.83398801,0.17560725,0.42931567,0.60317121,1.33366715,0.00129940,0.01626920,0.00270634,0.09554422
-3.08254127,1.83709718,0.16910810,0.40897608,0.59582091,1.37260364,0.00121955,0.01597870,0.00263495,0.09579777
-3.07653827,1.83895995,0.16265089,0.38887609,0.58761202,1.40992064,0.00114294,0.01566233,0.00255884,0.09617760
-3.07053527,1.83974406,0.15627679,0.36931340,0.57855191,1.44539514,0.00106953,0.01532573,0.00247875,0.09668643
-3.06453227,1.83966302,0.15002869,0.35056569,0.56869489,1.47886855,0.00099923,0.01497474,0.00239568,0.09732916
-3.05852926,1.83897097,0.14395037,0.33288656,0.55814070,1.51024710,0.00093194,0.01461520,0.00231085,0.09811250
-3.05252626,1.83795483,0.13808548,0.31650209,0.54703099,1.53949917,0.00086758,0.01425288,0.00222571,0.09904435
-3.04652326,1.83692410,0.13247649,0.30160790,0.53554396,1.56664970,0.00080607,0.01389335,0.00214187,0.10013293
-3.04052026,1.83619885,0.12716358,0.28836677,0.52388756,1.59177228,0.00074735,0.01354179,0.00206104,0.10138578
-3.03451726,1.83609658,0.12218351,0.27690676,0.51229156,1.61497959,0.00069139,0.01320296,0.00198502,0.10280863
-3.02851426,1.83691874,0.11756856,0.26731979,0.50099898,1.63641307,0.00063820,0.01288106,0.00191561,0.10440429
-3.02251126,1.83893792,0.11334555,0.25966076,0.49025729,1.65623245,0.00058779,0.01257969,0.00185459,0.10617147
-3.01650825,1.84238632,0.10953509,0.25394719,0.48030991,1.67460626,0.00054020,0.01230174,0.00180365,0.10810387
-3.01050525,1.84744655,0.10615089,0.25015940,0.47138823,1.69170368,0.00049551,0.01204942,0.00176437,0.11018938
-3.00450225,1.85424528,0.10319944,0.24824131,0.46370482,1.70768862,0.00045380,0.01182423,0.00173816,0.11240958
-2.99849925,1.86285021,0.10067989,0.24810187,0.45744780,1.72271626,0.00041516,0.01162701,0.00172622,0.11473953
-2.99249625,1.87327072,0.09858417,0.24961724,0.45277675,1.73693225,0.00037967,0.01145797,0.00172954,0.11714797
-2.98649325,1.88546215,0.09689747,0.25263366,0.44982017,1.75047445,0.00034745,0.01131683,0.00174887,0.11959782
-2.98049025,1.89933339,0.09559886,0.25697101,0.44867457,1.76347705,0.00031858,0.01120287,0.00178469,0.12204705
-2.97448724,1.91475749,0.09466225,0.26242720,0.44940502,1.77607638,0.00029315,0.01111515,0.00183725,0.12444998
-2.96848424,1.93158437,0.09405747,0.26878314,0.45204697,1.78841785,0.00027125,0.01105260,0.00190653,0.12675869
-2.96248124,1.94965495,0.09375148,0.27580825,0.45660915,1.80066321,0.00025296,0.01101419,0.00199228,0.12892480
-2.95647824,1.96881563,0.09370970,0.28326647,0.46307725,1.81299715,0.00023836,0.01099912,0.00209402,0.13090132
-2.95047524,1.98893203,0.09389732,0.29092249,0.47141799,1.82563263,0.00022751,0.01100695,0.00221105,0.13264453
-2.94447224,2.00990110,0.09428059,0.29854796,0.48158321,1.83881392,0.00022050,0.01103770,0.00234250,0.13411583
-2.93846923,2.03166064,0.09482795,0.30592764,0.49351380,1.85281686,0.00021739,0.01109200,0.00248734,0.13528344
-2.93246623,2.05419531,0.09551106,0.31286501,0.50714303,1.86794588,0.00021826,0.01117110,0.00264440,0.13612386
-2.92646323,2.07753887,0.09630558,0.31918729,0.52239903,1.88452753,0.00022318,0.01127691,0.00281240,0.13662296
-2.92046023,2.10177193,0.09719171,0.32474956,0.53920644,1.90290050,0.00023223,0.01141194,0.00299000,0.13677671
-2.91445723,2.12701555,0.09815450,0.32943778,0.55748684,1.92340261,0.00024549,0.01157924,0.00317575,0.13659149
-2.90845423,2.15342068,0.09918380,0.33317068,0.57715819,1.94635502,0.00026302,0.01178222,0.00336821,0.13608389
-2.90245123,2.18115401,0.10027405,0.33590023,0.59813333,1.97204475,0.00028488,0.01202449,0.00356588,0.13528006
-2.89644822,2.21038112,0.10142373,0.33761095,0.62031754,2.00070614,0.00031110,0.01230965,0.00376727,0.13421462
-2.89044522,2.24124778,0.10263463,0.33831777,0.64360562,2.03250255,0.00034171,0.01264096,0.00397087,0.13292918
-2.88444222,2.27386058,0.10391095,0.33806285,0.66787864,2.06750937,0.00037666,0.01302116,0.00417517,0.13147050
-2.87843922,2.30826822,0.10525826,0.33691134,0.69300070,2.10569934,0.00041590,0.01345211,0.00437870,0.12988849
-2.87243622,2.34444457,0.10668236,0.33494639,0.71881620,2.14693151,0.00045929,0.01393458,0.00457995,0.12823401
-2.86643322,2.38227481,0.10818822,0.33226362,0.74514772,2.19094441,0.00050665,0.01446796,0.00477745,0.12655664
-2.86043022,2.42154564,0.10977883,0.32896550,0.77179504,2.23735451,0.00055771,0.01505008,0.00496973,0.12490263
-2.85442721,2.46194047,0.11145432,0.32515562,0.79853543,2.28566006,0.00061214,0.01567707,0.00515529,0.12331295
-2.84842421,2.50304012,0.11321107,0.32093355,0.82512540,2.33525081,0.00066952,0.01634329,0.00533268,0.12182170
-2.84242121,2.54432938,0.11504116,0.31639022,0.85130399,2.38542312,0.00072934,0.01704130,0.00550040,0.12045490
-2.83641821,2.58520925,0.11693201,0.31160421,0.87679764,2.43540030,0.00079103,0.01776198,0.00565700,0.11922972
-2.83041521,2.62501461,0.11886623,0.30663916,0.90132633,2.48435719,0.00085394,0.01849466,0.00580101,0.11815417
-2.82441221,2.66303655,0.12082185,0.30154220,0.92461097,2.53144800,0.00091734,0.01922743,0.00593102,0.11722735
-2.81840920,2.69854817,0.12277271,0.29634374,0.94638149,2.57583616,0.00098047,0.01994741,0.00604564,0.11644011
-2.81240620,2.73083288,0.12468922,0.29105830,0.96638540,2.61672475,0.00104252,0.02064121,0.00614354,0.11577623
-2.80640320,2.75921350,0.12653930,0.28568652,0.98439621,2.65338596,0.00110266,0.02129530,0.00622352,0.11521385
-2.80040020,2.78308083,0.12828951,0.28021801,1.00022136,2.68518824,0.00116005,0.02189658,0.00628447,0.11472732
-2.79439720,2.80192005,0.12990636,0.27463497,1.01370914,2.71161959,0.00121388,0.02243279,0.00632544,0.11428912
-2.78839420,2.81533366,0.13135773,0.26891629,1.02475411,2.73230592,0.00126339,0.02289309,0.00634567,0.11387191
-2.78239120,2.82305969,0.13261428,0.26304186,1.03330088,2.74702349,0.00130786,0.02326842,0.00634463,0.11345046
-2.77638819,2.82498417,0.13365092,0.25699690,1.03934583,2.75570487,0.00134667,0.02355200,0.00632203,0.11300355
-2.77038519,2.82114732,0.13444808,0.25077594,1.04293669,2.75843803,0.00137928,0.02373962,0.00627789,0.11251542
-2.76438219,2.81174321,0.13499293,0.24438635,1.04417017,2.75545894,0.00140529,0.02382991,0.00621252,0.11197703
-2.75837919,2.79711285,0.13528031,0.23785119,1.04318749,2.74713788,0.00142441,0.02382449,0.00612655,0.11138686
-2.75237619,2.77773136,0.13531344,0.23121114,1.04016843,2.73396060,0.00143648,0.02372808,0.00602097,0.11075120
-2.74637319,2.75419000,0.13510435,0.22452560,1.03532408,2.71650530,0.00144150,0.02354835,0.00589710,0.11008407
-2.74037019,2.72717405,0.13467388,0.21787276,1.02888873,2.69541693,0.00143960,0.02329585,0.00575660,0.10940660
-2.73436718,2.69743800,0.13405145,0.21134872,1.02111165,2.67138021,0.00143106,0.02298373,0.00560145,0.10874603
-2.72836418,2.66577942,0.13327443,0.20506569,1.01224903,2.64509307,0.00141627,0.02262738,0.00543393,0.10813437
-2.72236118,2.63301288,0.13238719,0.19914945,1.00255672,2.61724194,0.00139575,0.02224400,0.00525659,0.10760674
-2.71635818,2.59994545,0.13143984,0.19373603,0.99228417,2.58848016,0.00137012,0.02185217,0.00507222,0.10719953
-2.71035518,2.56735494,0.13048683,0.18896795,0.98166993,2.55941088,0.00134010,0.02147126,0.00488377,0.10694850
-2.70435218,2.53597182,0.12958520,0.18499011,0.97093880,2.53057494,0.00130645,0.02112096,0.00469434,0.10688683
-2.69834917,2.50646573,0.12879294,0.18194546,0.96030090,2.50244444,0.00127000,0.02082071,0.00450713,0.10704337
-2.69234617,2.47943675,0.12816717,0.17997075,0.94995241,2.47542201,0.00123158,0.02058916,0.00432535,0.10744103
-2.68634317,2.45541168,0.12776247,0.17919231,0.94007784,2.44984538,0.00119204,0.02044372,0.00415221,0.10809554
-2.68034017,2.43484495,0.12762935,0.17972229,0.93085350,2.42599679,0.00115221,0.02040009,0.00399086,0.10901446
-2.67433717,2.41812369,0.12781296,0.18165517,0.92245174,2.40411620,0.00111286,0.02047190,0.00384433,0.11019671
-2.66833417,2.40557608,0.12835210,0.18506488,0.91504545,2.38441707,0.00107475,0.02067039,0.00371551,0.11163245
-2.66233117,2.39748202,0.12927853,0.19000245,0.90881230,2.36710359,0.00103853,0.02100420,0.00360715,0.11330347
-2.65632816,2.39408509,0.13061676,0.19649424,0.90393826,2.35238769,0.00100482,0.02147917,0.00352175,0.11518391
-2.65032516,2.39560452,0.13238412,0.20454089,0.90061996,2.34050470,0.00097412,0.02209829,0.00346165,0.11724142
-2.64432216,2.40224615,0.13459126,0.21411679,0.89906542,2.33172621,0.00094687,0.02286169,0.00342893,0.11943863
-2.63831916,2.41421143,0.13724298,0.22517025,0.89949302,2.32636921,0.00092342,0.02376669,0.00342545,0.12173486
-2.63231616,2.43170343,0.14033929,0.23762412,0.90212860,2.32480044,0.00090404,0.02480794,0.00345286,0.12408795
-2.62631316,2.45492948,0.14387666,0.25137700,0.90720058,2.32743561,0.00088891,0.02597759,0.00351254,0.12645620
-2.62031016,2.48409978,0.14784935,0.26630487,0.91493334,2.33473302,0.00087817,0.02726552,0.00360567,0.12880025
-2.61430715,2.51942200,0.15225071,0.28226312,0.92553913,2.34718180,0.00087187,0.02865957,0.00373318,0.13108484
-2.60830415,2.56109190,0.15707439,0.29908888,0.93920887,2.36528499,0.00087000,0.03014587,0.00389574,0.13328025
-2.60230115,2.60928026,0.16231518,0.31660369,0.95610220,2.38953817,0.00087252,0.03170910,0.00409380,0.13536357
-2.59629815,2.66411678,0.16796969,0.33461625,0.97633742,2.42040450,0.00087932,0.03333285,0.00432750,0.13731949
-2.59029515,2.72567158,0.17403651,0.35292544,0.99998168,2.45828724,0.00089027,0.03499986,0.00459668,0.13914063
-2.58429215,2.79393519,0.18051596,0.37132334,1.02704197,2.50350096,0.00090517,0.03669235,0.00490085,0.14082757
-2.57828914,2.86879811,0.18740940,0.38959839,1.05745731,2.55624276,0.00092382,0.03839234,0.00523915,0.14238822
-2.57228614,2.95003086,0.19471812,0.40753838,1.09109260,2.61656489,0.00094595,0.04008184,0.00561026,0.14383691
-2.56628314,3.03726573,0.20244175,0.42493361,1.12773425,2.68435000,0.00097126,0.04174314,0.00601241,0.14519305
-2.56028014,3.12998122,0.21057654,0.44157974,1.16708812,2.75929038,0.00099941,0.04335899,0.00644330,0.14647939
-2.55427714,3.22749013,0.21911325,0.45728065,1.20877952,2.84087226,0.00103001,0.04491280,0.00690007,0.14772017
-2.54827414,3.32893242,0.22803517,0.47185111,1.25235570,2.92836625,0.00106266,0.04638878,0.00737922,0.14893904
-2.54227114,3.43327331,0.23731608,0.48511922,1.29729054,3.02082459,0.00109688,0.04777206,0.00787668,0.15015699
-2.53626813,3.53930756,0.24691849,0.49692868,1.34299150,3.11708593,0.00113219,0.04904881,0.00838771,0.15139037
-2.53026513,3.64567016,0.25679232,0.50714079,1.38880872,3.21578785,0.00116806,0.05020627,0.00890696,0.15264915
-2.52426213,3.75085365,0.26687393,0.51563622,1.43404598,3.31538723,0.00120398,0.05123289,0.00942850,0.15393542
-2.51825913,3.85323214,0.27708587,0.52231654,1.47797346,3.41418814,0.00123942,0.05211831,0.00994587,0.15524234
-2.51225613,3.95109158,0.28733726,0.52710541,1.51984190,3.51037683,0.00127387,0.05285344,0.01045221,0.15655356
-2.50625313,4.04266578,0.29752486,0.52994954,1.55889801,3.60206294,0.00130688,0.05343051,0.01094032,0.15784314
-2.50025013,4.12617735,0.30753482,0.53081939,1.59440080,3.68732571,0.00133804,0.05384312,0.01140282,0.15907603
-2.49424712,4.19988230,0.31724513,0.52970958,1.62563835,3.76426406,0.00136705,0.05408630,0.01183235,0.16020909
-2.48824412,4.26211714,0.32652856,0.52663896,1.65194488,3.83104868,0.00139371,0.05415658,0.01222169,0.16119255
-2.48224112,4.31134677,0.33525611,0.52165053,1.67271743,3.88597462,0.00141795,0.05405210,0.01256398,0.16197199
-2.47623812,4.34621166,0.34330069,0.51481099,1.68743202,3.92751249,0.00143989,0.05377263,0.01285292,0.16249064
-2.47023512,4.36557239,0.35054097,0.50621007,1.69565851,3.95435627,0.00145977,0.05331978,0.01308294,0.16269186
-2.46423212,4.36854999,0.35686516,0.49595963,1.69707394,3.96546616,0.00147806,0.05269700,0.01324938,0.16252191
-2.45822911,4.35456043,0.36217455,0.48419244,1.69147385,3.96010461,0.00149539,0.05190974,0.01334869,0.16193251
-2.45222611,4.32334170,0.36638678,0.47106078,1.67878103,3.93786433,0.00151260,0.05096551,0.01337850,0.16088352
-2.44622311,4.27497249,0.36943847,0.45673488,1.65905155,3.89868689,0.00153067,0.04987398,0.01333778,0.15934521
-2.44022011,4.20988145,0.37128729,0.44140102,1.63247770,3.84287135,0.00155076,0.04864701,0.01322686,0.15730027
-2.43421711,4.12884672,0.37191341,0.42525967,1.59938758,3.77107254,0.00157417,0.04729868,0.01304751,0.15474540
-2.42821411,4.03298550,0.37132010,0.40852330,1.56024151,3.68428892,0.00160228,0.04584528,0.01280286,0.15169245
-2.42221111,3.92373415,0.36953378,0.39141433,1.51562501,3.58384065,0.00163650,0.04430523,0.01249737,0.14816895
-2.41620810,3.80281949,0.36660329,0.37416283,1.46623885,3.47133869,0.00167828,0.04269905,0.01213675,0.14421821
-2.41020510,3.67222236,0.36259862,0.35700443,1.41288621,3.34864609,0.00172898,0.04104914,0.01172779,0.13989884
-2.40420210,3.53413485,0.35760915,0.34017808,1.35645745,3.21783305,0.00178987,0.03937970,0.01127819,0.13528380
-2.39819910,3.39091265,0.35174143,0.32392401,1.29791302,3.08112735,0.00186202,0.03771641,0.01079640,0.13045905
-2.39219610,3.24502421,0.34511678,0.30848176,1.23826480,2.94086191,0.00194631,0.03608625,0.01029139,0.12552176
-2.38619310,3.09899833,0.33786864,0.29408819,1.17855661,2.79942115,0.00204328,0.03451713,0.00977242,0.12057830
-2.38019010,2.95537159,0.33013980,0.28097565,1.11984427,2.65918795,0.00215318,0.03303761,0.00924884,0.11574191
-2.37418709,2.81663712,0.32207969,0.26937013,1.06317568,2.52249241,0.00227588,0.03167645,0.00872983,0.11113032
-2.36818409,2.68519572,0.31384164,0.25948926,1.00957132,2.39156390,0.00241082,0.03046224,0.00822426,0.10686319
-2.36218109,2.56331015,0.30558019,0.25154031,0.96000553,2.26848707,0.00255706,0.02942291,0.00774040,0.10305957
-2.35617809,2.45306326,0.29744847,0.24571782,0.91538865,2.15516270,0.00271321,0.02858523,0.00728586,0.09983529
-2.35017509,2.35632026,0.28959558,0.24220100,0.87655040,2.05327363,0.00287750,0.02797429,0.00686735,0.09730048
-2.34417209,2.27469510,0.28216406,0.24115069,0.84422443,1.96425599,0.00304778,0.02761292,0.00649060,0.09555705
-2.33816908,2.20952126,0.27528726,0.24270583,0.81903414,1.88927571,0.00322158,0.02752107,0.00616024,0.09469631
-2.33216608,2.16182645,0.26908674,0.24697949,0.80147986,1.82921005,0.00339616,0.02771522,0.00587977,0.09479658
-2.32616308,2.13231162,0.26366966,0.25405440,0.79192742,1.78463418,0.00356857,0.02820774,0.00565148,0.09592102
-2.32016008,2.12133382,0.25912614,0.26397817,0.79059818,1.75581236,0.00373577,0.02900626,0.00547644,0.09811545
-2.31415708,2.12889344,0.25552665,0.27675815,0.79756080,1.74269380,0.00389468,0.03011313,0.00535451,0.10140642
-2.30815408,2.15462594,0.25291958,0.29235641,0.81272479,1.74491312,0.00404231,0.03152480,0.00528438,0.10579940
-2.30215108,2.19779866,0.25132901,0.31068481,0.83583639,1.76179543,0.00417579,0.03323147,0.00526361,0.11127724
-2.29614807,2.25731332,0.25075281,0.33160073,0.86647695,1.79236639,0.00429253,0.03521669,0.00528869,0.11779904
-2.29014507,2.33171509,0.25116125,0.35490366,0.90406425,1.83536738,0.00439021,0.03745721,0.00535518,0.12529928
-2.28414207,2.41920885,0.25249625,0.38033300,0.94785732,1.88927614,0.00446694,0.03992293,0.00545775,0.13368760
-2.27813907,2.51768357,0.25467138,0.40756759,0.99696496,1.95233320,0.00452122,0.04257711,0.00559037,0.14284910
-2.27213607,2.62474525,0.25757272,0.43622705,1.05035833,2.02257411,0.00455205,0.04537678,0.00574643,0.15264533
-2.26613307,2.73775875,0.26106068,0.46587538,1.10688784,2.09786760,0.00455890,0.04827335,0.00591889,0.16291604
-2.26013007,2.85389841,0.26497281,0.49602690,1.16530422,2.17595924,0.00454170,0.05121350,0.00610047,0.17348171
-2.25412706,2.97020696,0.26912760,0.52615455,1.22428374,2.25452012,0.00450090,0.05414027,0.00628379,0.18414683
-2.24812406,3.08366163,0.27332911,0.55570051,1.28245697,2.33119958,0.00443732,0.05699434,0.00646159,0.19470401
-2.24212106,3.19124590,0.27737246,0.58408894,1.33844059,2.40368078,0.00435223,0.05971548,0.00662687,0.20493871
-2.23611806,3.29002504,0.28104988,0.61074043,1.39087131,2.46973760,0.00424720,0.06224416,0.00677310,0.21463456
-2.23011506,3.37722274,0.28415708,0.63508771,1.43844078,2.52729097,0.00412409,0.06452317,0.00689435,0.22357907
-2.22411206,3.45029634,0.28649984,0.65659203,1.47993037,2.57446288,0.00398495,0.06649930,0.00698546,0.23156955
-2.21810905,3.50700771,0.28790036,0.67475956,1.51424450,2.60962589,0.00383200,0.06812488,0.00704214,0.23841901
-2.21210605,3.54548676,0.28820323,0.68915703,1.54044104,2.63144628,0.00366752,0.06935931,0.00706108,0.24396175
-2.20610305,3.56428510,0.28728062,0.69942606,1.55775781,2.63891900,0.00349382,0.07017029,0.00704004,0.24805857
-2.20010005,3.56241731,0.28503662,0.70529526,1.56563367,2.63139300,0.00331315,0.07053486,0.00697784,0.25060109
-2.19409705,3.53938792,0.28141040,0.70658985,1.56372359,2.60858569,0.00312770,0.07044014,0.00687439,0.25151525
-2.18809405,3.49520295,0.27637808,0.70323799,1.55190677,2.57058595,0.00293955,0.06988372,0.00673067,0.25076367
-2.18209105,3.43036536,0.26995329,0.69527375,1.53028758,2.51784555,0.00275062,0.06887378,0.00654864,0.24834678
-2.17608804,3.34585457,0.26218632,0.68283649,1.49918923,2.45115923,0.00256266,0.06742877,0.00633118,0.24430269
-2.17008504,3.24309102,0.25316207,0.66616665,1.45914046,2.37163443,0.00237724,0.06557679,0.00608194,0.23870582
-2.16408204,3.12388729,0.24299668,0.64559824,1.41085583,2.28065195,0.00219577,0.06335475,0.00580523,0.23166425
-2.15807904,2.99038814,0.23183330,0.62154830,1.35521064,2.17981927,0.00201944,0.06080717,0.00550586,0.22331608
-2.15207604,2.84500199,0.21983697,0.59450397,1.29321145,2.07091852,0.00184929,0.05798481,0.00518899,0.21382484
-2.14607304,2.69032688,0.20718906,0.56500764,1.22596361,1.95585129,0.00168619,0.05494322,0.00485996,0.20337421
-2.14007004,2.52907402,0.19408134,0.53364096,1.15463718,1.83658260,0.00153083,0.05174112,0.00452415,0.19216228
-2.13406703,2.36399207,0.18071010,0.50100842,1.08043265,1.71508604,0.00138376,0.04843886,0.00418684,0.18039564
-2.12806403,2.19779492,0.16727053,0.46772108,1.00454778,1.59329225,0.00124542,0.04509689,0.00385306,0.16828350
-2.12206103,2.03309563,0.15395149,0.43438122,0.92814681,1.47304230,0.00111610,0.04177431,0.00352754,0.15603207
-2.11605803,1.87234850,0.14093095,0.40156836,0.85233305,1.35604752,0.00099599,0.03852765,0.00321454,0.14383946
-2.11005503,1.71780089,0.12837220,0.36982710,0.77812568,1.24385667,0.00088521,0.03540972,0.00291788,0.13189121
-2.10405203,1.57145570,0.11642089,0.33965707,0.70644123,1.13783101,0.00078379,0.03246878,0.00264081,0.12035662
-2.09804902,1.43504490,0.10520297,0.31150519,0.63808011,1.03912758,0.00069170,0.02974782,0.00238610,0.10938582
-2.09204602,1.31001391,0.09482351,0.28576019,0.57371806,0.94869033,0.00060887,0.02728410,0.00215592,0.09910789
-2.08604302,1.19751621,0.08536636,0.26274940,0.51390252,0.86724865,0.00053520,0.02510882,0.00195198,0.08962966
-2.08004002,1.09841700,0.07689450,0.24273755,0.45905319,0.79532250,0.00047059,0.02324704,0.00177547,0.08103538
-2.07403702,1.01330468,0.06945105,0.22592732,0.40946652,0.73323303,0.00041497,0.02171765,0.00162717,0.07338713
-2.06803402,0.94250854,0.06306080,0.21246135,0.36532319,0.68111770,0.00036827,0.02053347,0.00150746,0.06672575
-2.06203102,0.88612095,0.05773205,0.20242537,0.32669794,0.63894857,0.00033050,0.01970150,0.00141641,0.06107227
-2.05602801,0.84402270,0.05345869,0.19585213,0.29357108,0.60655266,0.00030177,0.01922309,0.00135380,0.05642977
