energy_ev,total_up,Hg_p_up,Hg_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,1.12934059,0.44117310,0.14235102,0.05621194,0.00351252,0.55943134,0.00000000
-5.99399700,1.13147187,0.45041470,0.14254596,0.05558917,0.00346323,0.56161759,0.00000000
-5.98799400,1.12868531,0.45833433,0.14211889,0.05473758,0.00339454,0.56135584,0.00000000
-5.98199100,1.12122121,0.46490026,0.14110463,0.05366531,0.00330793,0.55875594,0.00000000
-5.97598799,1.10938535,0.47008790,0.13954680,0.05238630,0.00320522,0.55395541,0.00000000
-5.96998499,1.09353320,0.47387698,0.13749577,0.05091910,0.00308845,0.54711218,0.00000000
-5.96398199,1.07405396,0.47624936,0.13500666,0.04928562,0.00295982,0.53839730,0.00000000
-5.95797899,1.05135559,0.47718770,0.13213731,0.04750999,0.00282164,0.52798834,0.00000000
-5.95197599,1.02585128,0.47667516,0.12894660,0.04561741,0.00267623,0.51606345,0.00000000
-5.94597299,0.99794809,0.47469593,0.12549281,0.04363322,0.00252585,0.50279654,0.00000000
-5.93996998,0.96803792,0.47123686,0.12183240,0.04158202,0.00237267,0.48835376,0.00000000
-5.93396698,0.93649112,0.46628979,0.11801910,0.03948701,0.00221869,0.47289116,0.00000000
-5.92796398,0.90365267,0.45985450,0.11410316,0.03736950,0.00206571,0.45655370,0.00000000
-5.92196098,0.86984056,0.45194197,0.11013103,0.03524862,0.00191531,0.43947535,0.00000000
-5.91595798,0.83534616,0.44257767,0.10614518,0.03314111,0.00176885,0.42178007,0.00000000
-5.90995498,0.80043602,0.43180457,0.10218411,0.03106135,0.00162743,0.40358353,0.00000000
-5.90395198,0.76535453,0.41968553,0.09828243,0.02902144,0.00149191,0.38499512,0.00000000
-5.89794897,0.73032705,0.40630500,0.09447107,0.02703143,0.00136296,0.36612013,0.00000000
-5.89194597,0.69556277,0.39176952,0.09077738,0.02509956,0.00124101,0.34706169,0.00000000
-5.88594297,0.66125721,0.37620732,0.08722526,0.02323254,0.00112633,0.32792239,0.00000000
-5.87993997,0.62759372,0.35976658,0.08383513,0.02143589,0.00101904,0.30880529,0.00000000
-5.87393697,0.59474415,0.34261277,0.08062391,0.01971424,0.00091912,0.28981432,0.00000000
-5.86793397,0.56286842,0.32492491,0.07760482,0.01807158,0.00082646,0.27105401,0.00000000
-5.86193097,0.53211328,0.30689119,0.07478718,0.01651154,0.00074087,0.25262856,0.00000000
-5.85592796,0.50261031,0.28870403,0.07217617,0.01503755,0.00066210,0.23464042,0.00000000
-5.84992496,0.47447362,0.27055502,0.06977261,0.01365310,0.00058987,0.21718846,0.00000000
-5.84392196,0.44779749,0.25262991,0.06757280,0.01236182,0.00052388,0.20036595,0.00000000
-5.83791896,0.42265435,0.23510400,0.06556849,0.01116764,0.00046380,0.18425849,0.00000000
-5.83191596,0.39909347,0.21813820,0.06374700,0.01007493,0.00040932,0.16894214,0.00000000
-5.82591296,0.37714055,0.20187595,0.06209154,0.00908859,0.00036014,0.15448183,0.00000000
-5.81990995,0.35679847,0.18644105,0.06058166,0.00821417,0.00031596,0.14093027,0.00000000
-5.81390695,0.33804932,0.17193669,0.05919403,0.00745805,0.00027650,0.12832736,0.00000000
-5.80790395,0.32085765,0.15844544,0.05790324,0.00682752,0.00024149,0.11670023,0.00000000
-5.80190095,0.30517483,0.14603032,0.05668289,0.00633102,0.00021069,0.10606382,0.00000000
-5.79589795,0.29094433,0.13473670,0.05550671,0.00597820,0.00018388,0.09642209,0.00000000
-5.78989495,0.27810767,0.12459497,0.05434972,0.00578015,0.00016086,0.08776961,0.00000000
-5.78389195,0.26661056,0.11562365,0.05318942,0.00574949,0.00014143,0.08009353,0.00000000
-5.77788894,0.25640897,0.10783273,0.05200688,0.00590044,0.00012546,0.07337578,0.00000000
-5.77188594,0.24747472,0.10122716,0.05078768,0.00624886,0.00011281,0.06759529,0.00000000
-5.76588294,0.23980008,0.09580992,0.04952266,0.00681221,0.00010338,0.06273024,0.00000000
-5.75987994,0.23340130,0.09158484,0.04820846,0.00760930,0.00009708,0.05875999,0.00000000
-5.75387694,0.22832051,0.08855865,0.04684774,0.00866011,0.00009387,0.05566669,0.00000000
-5.74787394,0.22462604,0.08674241,0.04544913,0.00998527,0.00009372,0.05343656,0.00000000
-5.74187094,0.22241091,0.08615198,0.04402695,0.01160554,0.00009663,0.05206057,0.00000000
-5.73586793,0.22178955,0.08680764,0.04260056,0.01354109,0.00010262,0.05153455,0.00000000
-5.72986493,0.22289280,0.08873288,0.04119357,0.01581059,0.00011172,0.05185892,0.00000000
-5.72386193,0.22586139,0.09195231,0.03983273,0.01843032,0.00012399,0.05303766,0.00000000
-5.71785893,0.23083821,0.09648893,0.03854680,0.02141302,0.00013948,0.05507698,0.00000000
-5.71185593,0.23795954,0.10236087,0.03736519,0.02476682,0.00015824,0.05798350,0.00000000
-5.70585293,0.24734588,0.10957779,0.03631671,0.02849405,0.00018032,0.06176213,0.00000000
-5.69984992,0.25909261,0.11813715,0.03542821,0.03259026,0.00020574,0.06641377,0.00000000
-5.69384692,0.27326100,0.12802071,0.03472338,0.03704318,0.00023450,0.07193297,0.00000000
-5.68784392,0.28987008,0.13919130,0.03422170,0.04183200,0.00026656,0.07830561,0.00000000
-5.68184092,0.30888977,0.15159037,0.03393752,0.04692685,0.00030182,0.08550687,0.00000000
-5.67583792,0.33023564,0.16513629,0.03387939,0.05228863,0.00034015,0.09349947,0.00000000
-5.66983492,0.35376578,0.17972375,0.03404966,0.05786920,0.00038134,0.10223245,0.00000000
-5.66383192,0.37927992,0.19522445,0.03444432,0.06361196,0.00042512,0.11164050,0.00000000
-5.65782891,0.40652104,0.21148896,0.03505308,0.06945296,0.00047113,0.12164396,0.00000000
-5.65182591,0.43517961,0.22835006,0.03585977,0.07532232,0.00051898,0.13214953,0.00000000
-5.64582291,0.46490031,0.24562727,0.03684297,0.08114621,0.00056818,0.14305178,0.00000000
-5.63981991,0.49529121,0.26313261,0.03797682,0.08684910,0.00061819,0.15423528,0.00000000
-5.63381691,0.52593498,0.28067732,0.03923207,0.09235635,0.00066840,0.16557751,0.00000000
-5.62781391,0.55640191,0.29807929,0.04057721,0.09759695,0.00071818,0.17695230,0.00000000
-5.62181091,0.58626405,0.31517084,0.04197973,0.10250640,0.00076684,0.18823374,0.00000000
-5.61580790,0.61511001,0.33180651,0.04340744,0.10702949,0.00081371,0.19930038,0.00000000
-5.60980490,0.64255981,0.34787031,0.04482970,0.11112286,0.00085809,0.21003949,0.00000000
-5.60380190,0.66827886,0.36328225,0.04621866,0.11475727,0.00089934,0.22035124,0.00000000
-5.59779890,0.69199067,0.37800337,0.04755031,0.11791929,0.00093682,0.23015255,0.00000000
-5.59179590,0.71348749,0.39203924,0.04880544,0.12061255,0.00096999,0.23938037,0.00000000
-5.58579290,0.73263826,0.40544134,0.04997031,0.12285811,0.00099837,0.24799414,0.00000000
-5.57978989,0.74939358,0.41830624,0.05103711,0.12469423,0.00102158,0.25597745,0.00000000
-5.57378689,0.76378714,0.43077232,0.05200421,0.12617527,0.00103936,0.26333851,0.00000000
-5.56778389,0.77593374,0.44301424,0.05287608,0.12736989,0.00105155,0.27010951,0.00000000
-5.56178089,0.78602360,0.45523498,0.05366295,0.12835852,0.00105814,0.27634482,0.00000000
-5.55577789,0.79431344,0.46765603,0.05438030,0.12923025,0.00105925,0.28211803,0.00000000
-5.54977489,0.80111463,0.48050593,0.05504806,0.13007930,0.00105514,0.28751794,0.00000000
-5.54377189,0.80677893,0.49400770,0.05568966,0.13100112,0.00104619,0.29264377,0.00000000
-5.53776888,0.81168265,0.50836588,0.05633100,0.13208850,0.00103291,0.29759968,0.00000000
-5.53176588,0.81620993,0.52375372,0.05699934,0.13342771,0.00101593,0.30248897,0.00000000
-5.52576288,0.82073615,0.54030127,0.05772215,0.13509501,0.00099598,0.30740828,0.00000000
-5.51975988,0.82561229,0.55808518,0.05852613,0.13715358,0.00097386,0.31244208,0.00000000
-5.51375688,0.83115108,0.57712061,0.05943621,0.13965123,0.00095048,0.31765780,0.00000000
-5.50775388,0.83761577,0.59735601,0.06047488,0.14261876,0.00092676,0.32310195,0.00000000
-5.50175088,0.84521206,0.61867112,0.06166160,0.14606933,0.00090368,0.32879738,0.00000000
-5.49574787,0.85408368,0.64087839,0.06301252,0.14999866,0.00088226,0.33474204,0.00000000
-5.48974487,0.86431170,0.66372791,0.06454039,0.15438616,0.00086350,0.34090924,0.00000000
-5.48374187,0.87591776,0.68691577,0.06625478,0.15919686,0.00084839,0.34724951,0.00000000
-5.47773887,0.88887064,0.71009542,0.06816240,0.16438412,0.00083790,0.35369396,0.00000000
-5.47173587,0.90309599,0.73289154,0.07026768,0.16989277,0.00083297,0.36015910,0.00000000
-5.46573287,0.91848826,0.75491580,0.07257337,0.17566264,0.00083448,0.36655271,0.00000000
-5.45972986,0.93492422,0.77578355,0.07508129,0.18163229,0.00084325,0.37278068,0.00000000
-5.45372686,0.95227689,0.79513072,0.07779293,0.18774244,0.00086000,0.37875421,0.00000000
-5.44772386,0.97042919,0.81262994,0.08071004,0.19393930,0.00088539,0.38439720,0.00000000
-5.44172086,0.98928605,0.82800487,0.08383506,0.20017712,0.00091995,0.38965329,0.00000000
-5.43571786,1.00878448,0.84104231,0.08717128,0.20642025,0.00096409,0.39449217,0.00000000
-5.42971486,1.02890065,0.85160095,0.09072283,0.21264423,0.00101808,0.39891484,0.00000000
-5.42371186,1.04965367,0.85961677,0.09449437,0.21883604,0.00108205,0.40295752,0.00000000
-5.41770885,1.07110576,0.86510444,0.09849054,0.22499345,0.00115592,0.40669396,0.00000000
-5.41170585,1.09335879,0.86815490,0.10271519,0.23112354,0.00123947,0.41023600,0.00000000
-5.40570285,1.11654760,0.86892931,0.10717042,0.23724040,0.00133224,0.41373237,0.00000000
-5.39969985,1.14083040,0.86764966,0.11185550,0.24336239,0.00143359,0.41736575,0.00000000
-5.39369685,1.16637694,0.86458668,0.11676582,0.24950889,0.00154265,0.42134818,0.00000000
-5.38769385,1.19335544,0.86004587,0.12189178,0.25569697,0.00165834,0.42591503,0.00000000
-5.38169085,1.22191877,0.85435227,0.12721787,0.26193809,0.00177937,0.43131781,0.00000000
-5.37568784,1.25219116,0.84783504,0.13272199,0.26823511,0.00190426,0.43781597,0.00000000
-5.36968484,1.28425584,0.84081247,0.13837497,0.27457979,0.00203135,0.44566820,0.00000000
-5.36368184,1.31814458,0.83357838,0.14414044,0.28095091,0.00215885,0.45512321,0.00000000
-5.35767884,1.35382953,0.82639034,0.14997503,0.28731321,0.00228486,0.46641066,0.00000000
-5.35167584,1.39121768,0.81946033,0.15582894,0.29361713,0.00240741,0.47973220,0.00000000
-5.34567284,1.43014809,0.81294821,0.16164677,0.29979935,0.00252451,0.49525301,0.00000000
-5.33966983,1.47039199,0.80695791,0.16736869,0.30578417,0.00263421,0.51309404,0.00000000
-5.33366683,1.51165527,0.80153654,0.17293176,0.31148555,0.00273466,0.53332518,0.00000000
-5.32766383,1.55358333,0.79667610,0.17827144,0.31680974,0.00282411,0.55595948,0.00000000
-5.32166083,1.59576766,0.79231756,0.18332311,0.32165824,0.00290103,0.58094862,0.00000000
-5.31565783,1.63775388,0.78835679,0.18802360,0.32593109,0.00296407,0.60817989,0.00000000
-5.30965483,1.67905071,0.78465202,0.19231265,0.32953013,0.00301219,0.63747462,0.00000000
-5.30365183,1.71913959,0.78103228,0.19613417,0.33236219,0.00304460,0.66858846,0.00000000
-5.29764882,1.75748465,0.77730639,0.19943733,0.33434203,0.00306082,0.70121343,0.00000000
-5.29164582,1.79354277,0.77327202,0.20217745,0.33539495,0.00306067,0.73498199,0.00000000
-5.28564282,1.82677379,0.76872458,0.20431666,0.33545893,0.00304430,0.76947311,0.00000000
-5.27963982,1.85665072,0.76346556,0.20582434,0.33448636,0.00301212,0.80422038,0.00000000
-5.27363682,1.88266997,0.75731015,0.20667740,0.33244522,0.00296483,0.83872210,0.00000000
-5.26763382,1.90436177,0.75009399,0.20686036,0.32931984,0.00290334,0.87245319,0.00000000
-5.26163082,1.92130060,0.74167888,0.20636541,0.32511120,0.00282880,0.90487858,0.00000000
-5.25562781,1.93311566,0.73195759,0.20519228,0.31983689,0.00274249,0.93546789,0.00000000
-5.24962481,1.93950129,0.72085748,0.20334821,0.31353064,0.00264583,0.96371076,0.00000000
-5.24362181,1.94022688,0.70834319,0.20084774,0.30624164,0.00254033,0.98913237,0.00000000
-5.23761881,1.93514605,0.69441816,0.19771264,0.29803357,0.00242752,1.01130842,0.00000000
-5.23161581,1.92420462,0.67912513,0.19397171,0.28898343,0.00230894,1.02987905,0.00000000
