energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.56778389,2.67113263,0.00380758,0.68377245,0.46692980,0.65016096,0.91249343,0.00000000,0.95135635,0.50720795
-5.56178089,2.62339910,0.00377487,0.65858207,0.47312047,0.64529730,0.91144333,0.00000000,0.93888421,0.48985712
-5.55577789,2.56657145,0.00371595,0.63201581,0.47729356,0.63723651,0.90632489,0.00000000,0.92284592,0.47149599
-5.54977489,2.50214225,0.00363210,0.60454557,0.47953897,0.62630490,0.89751950,0.00000000,0.90373542,0.45244908
-5.54377189,2.43177747,0.00352510,0.57665593,0.47999611,0.61289481,0.88550163,0.00000000,0.88212548,0.43305056
-5.53776888,2.35728301,0.00339718,0.54883679,0.47885109,0.59745343,0.87082764,0.00000000,0.85865681,0.41363960
-5.53176588,2.28056768,0.00325093,0.52157640,0.47633253,0.58047000,0.85412217,0.00000000,0.83402550,0.39455593
-5.52576288,2.20360394,0.00308926,0.49535461,0.47270603,0.56246203,0.83606274,0.00000000,0.80896911,0.37613533
-5.51975988,2.12838740,0.00291525,0.47063672,0.46826753,0.54396092,0.81736272,0.00000000,0.78425197,0.35870543
-5.51375688,2.05689613,0.00273208,0.44786783,0.46333562,0.52549763,0.79875341,0.00000000,0.76065002,0.34258158
-5.50775388,1.99105107,0.00254295,0.42746794,0.45824316,0.50758877,0.78096568,0.00000000,0.73893575,0.32806297
-5.50175088,1.93267822,0.00235099,0.40982767,0.45332842,0.49072369,0.76471149,0.00000000,0.71986360,0.31542902
-5.49574787,1.88347366,0.00215916,0.39530476,0.44892587,0.47535286,0.75066606,0.00000000,0.70415616,0.30493593
-5.48974487,1.84497206,0.00197019,0.38422127,0.44535703,0.46187787,0.73945093,0.00000000,0.69249143,0.29681360
-5.48374187,1.81851913,0.00178653,0.37686133,0.44292164,0.45064331,0.73161832,0.00000000,0.68549139,0.29126275
-5.47773887,1.80524860,0.00161033,0.37346960,0.44188925,0.44193063,0.72763739,0.00000000,0.68371202,0.28845245
-5.47173587,1.80606386,0.00144336,0.37425002,0.44249172,0.43595416,0.72788241,0.00000000,0.68763475,0.28851785
-5.46573287,1.82162439,0.00128705,0.37936503,0.44491663,0.43285907,0.73262344,0.00000000,0.69765940,0.29155840
-5.45972986,1.85233716,0.00114244,0.38893494,0.44930193,0.43272149,0.74201952,0.00000000,0.71409848,0.29763633
-5.45372686,1.89835264,0.00101026,0.40303738,0.45573196,0.43555035,0.75611470,0.00000000,0.73717289,0.30677559
-5.44772386,1.95956558,0.00089089,0.42170680,0.46423494,0.44129105,0.77483697,0.00000000,0.76700870,0.31896112
-5.44172086,2.03562006,0.00078440,0.44493383,0.47478204,0.44983050,0.79800007,0.00000000,0.80363508,0.33413867
-5.43571786,2.12591868,0.00069063,0.47266456,0.48728805,0.46100340,0.82530825,0.00000000,0.84698319,0.35221500
-5.42971486,2.22963546,0.00060917,0.50479958,0.50161354,0.47459947,0.85636382,0.00000000,0.89688585,0.37305855
-5.42371186,2.34573212,0.00053945,0.54119303,0.51756860,0.49037129,0.89067722,0.00000000,0.95307821,0.39650062
-5.41770885,2.47297721,0.00048075,0.58165147,0.53491785,0.50804248,0.92767940,0.00000000,1.01519910,0.42233704
-5.41170585,2.60996768,0.00043224,0.62593284,0.55338661,0.52731591,0.96673612,0.00000000,1.08279325,0.45033027
-5.40570285,2.75515244,0.00039305,0.67374566,0.57266811,0.54788165,1.00716368,0.00000000,1.15531451,0.48021195
-5.39969985,2.90685724,0.00036227,0.72474842,0.59243131,0.56942439,1.04824565,0.00000000,1.23212993,0.51168591
-5.39369685,3.06331053,0.00033898,0.77854964,0.61232918,0.59163013,1.08925000,0.00000000,1.31252510,0.54443151
-5.38769385,3.22266969,0.00032230,0.83470850,0.63200718,0.61419185,1.12944615,0.00000000,1.39571069,0.57810733
-5.38169085,3.38304726,0.00031138,0.89273640,0.65111161,0.63681423,1.16812139,0.00000000,1.48083042,0.61235513
-5.37568784,3.54253672,0.00030545,0.95209959,0.66929763,0.65921714,1.20459613,0.00000000,1.56697049,0.64680403
-5.36968484,3.69923761,0.00030378,1.01222298,0.68623669,0.68113795,1.23823766,0.00000000,1.65317072,0.68107487
-5.36368184,3.85127967,0.00030574,1.07249525,0.70162324,0.70233292,1.26847195,0.00000000,1.73843722,0.71478475
-5.35767884,3.99684600,0.00031079,1.13227547,0.71518053,0.72257747,1.29479336,0.00000000,1.82175678,0.74755168
-5.35167584,4.13419515,0.00031845,1.19090103,0.72666547,0.74166582,1.31677204,0.00000000,1.90211272,0.77899927
-5.34567284,4.26168225,0.00032833,1.24769714,0.73587243,0.75941009,1.33405906,0.00000000,1.97850219,0.80876162
-5.33966983,4.37777920,0.00034010,1.30198761,0.74263606,0.77563914,1.34638929,0.00000000,2.04995452,0.83648823
-5.33366683,4.48109421,0.00035351,1.35310680,0.74683308,0.79019751,1.35358224,0.00000000,2.11555038,0.86184901
-5.32766383,4.57039058,0.00036838,1.40041266,0.74838318,0.80294459,1.35554100,0.00000000,2.17444124,0.88453939
-5.32166083,4.64460505,0.00038455,1.44330036,0.74724906,0.81375440,1.35224978,0.00000000,2.22586876,0.90428548
-5.31565783,4.70286532,0.00040191,1.48121635,0.74343577,0.82251613,1.34377006,0.00000000,2.26918341,0.92084913
-5.30965483,4.74450690,0.00042038,1.51367235,0.73698934,0.82913540,1.33023586,0.00000000,2.30386184,0.93403305
-5.30365183,4.76908874,0.00043988,1.54025880,0.72799494,0.83353653,1.31184844,0.00000000,2.32952238,0.94368563
-5.29764882,4.77640727,0.00046036,1.56065740,0.71657452,0.83566551,1.28887045,0.00000000,2.34593810,0.94970541
-5.29164582,4.76650828,0.00048175,1.57465212,0.70288412,0.83549368,1.26162001,0.00000000,2.35304697,0.95204508
-5.28564282,4.73969586,0.00050396,1.58213832,0.68711080,0.83302181,1.23046459,0.00000000,2.35095849,0.95071473
-5.27963982,4.69653768,0.00052690,1.58312945,0.66946935,0.82828432,1.19581497,0.00000000,2.33995681,0.94578413
-5.27363682,4.63786593,0.00055044,1.57776112,0.65019879,0.82135321,1.15811921,0.00000000,2.32049972,0.93738395
-5.26763382,4.56477309,0.00057442,1.56629195,0.62955864,0.81234150,1.11785663,0.00000000,2.29321381,0.92570556
-5.26163082,4.47860210,0.00059867,1.54910138,0.60782508,0.80140561,1.07553172,0.00000000,2.25888556,0.91099936
-5.25562781,4.38093043,0.00062299,1.52668412,0.58528701,0.78874651,1.03166810,0.00000000,2.21844888,0.89357155
-5.24962481,4.27354797,0.00064715,1.49964132,0.56224204,0.77460926,0.98680222,0.00000000,2.17296907,0.87377922
-5.24362181,4.15842879,0.00067091,1.46866870,0.53899248,0.75928088,0.94147696,0.00000000,2.12362392,0.85202376
-5.23761881,4.03769715,0.00069404,1.43454199,0.51584132,0.74308626,0.89623509,0.00000000,2.07168224,0.82874285
-5.23161581,3.91358839,0.00071630,1.39809983,0.49308836,0.72638238,0.85161254,0.00000000,2.01848041,0.80440099
-5.22561281,3.78840563,0.00073748,1.36022490,0.47102640,0.70955067,0.80813156,0.00000000,1.96539741,0.77947903
-5.21960980,3.66447321,0.00075741,1.32182361,0.44993762,0.69298807,0.76629389,0.00000000,1.91382891,0.75446286
-5.21360680,3.54408829,0.00077594,1.28380504,0.43009010,0.67709683,0.72657396,0.00000000,1.86516065,0.72983165
-5.20760380,3.42947172,0.00079300,1.24705966,0.41173456,0.66227360,0.68941231,0.00000000,1.82074173,0.70604607
-5.20160080,3.32271968,0.00080857,1.21243836,0.39510128,0.64889824,0.65520931,0.00000000,1.78185795,0.68353687
-5.19559780,3.22575725,0.00082272,1.18073245,0.38039717,0.63732279,0.62431926,0.00000000,1.74970550,0.66269415
-5.18959480,3.14029527,0.00083559,1.15265497,0.36780300,0.62786116,0.59704508,0.00000000,1.72536527,0.64385769
-5.18359180,3.06779146,0.00084739,1.12882380,0.35747078,0.62077981,0.57363363,0.00000000,1.70977794,0.62730873
-5.17758879,3.00941683,0.00085842,1.10974693,0.34952122,0.61629000,0.55427173,0.00000000,1.70372022,0.61326332
-5.17158579,2.96602819,0.00086906,1.09581019,0.34404133,0.61454183,0.53908301,0.00000000,1.70778246,0.60186756
-5.16558279,2.93814726,0.00087973,1.08726762,0.34108214,0.61562024,0.52812560,0.00000000,1.72234814,0.59319466
-5.15957979,2.92594710,0.00089090,1.08423476,0.34065659,0.61954318,0.52139079,0.00000000,1.74757580,0.58724412
-5.15357679,2.92924591,0.00090309,1.08668491,0.34273773,0.62626193,0.51880257,0.00000000,1.78338395,0.58394280
-5.14757379,2.94750863,0.00091680,1.09444860,0.34725721,0.63566347,0.52021833,0.00000000,1.82943997,0.58314788
-5.14157079,2.97985631,0.00093252,1.10721614,0.35410435,0.64757472,0.52543048,0.00000000,1.88515356,0.58465162
-5.13556778,3.02508327,0.00095071,1.12454358,0.36312579,0.66176845,0.53416933,0.00000000,1.94967592,0.58818773
-5.12956478,3.08168183,0.00097177,1.14586175,0.37412610,0.67797049,0.54610700,0.00000000,2.02190523,0.59343908
-5.12356178,3.14787444,0.00099600,1.17048861,0.38686921,0.69586794,0.56086266,0.00000000,2.10049940,0.60004672
-5.11755878,3.22165268,0.00102360,1.19764464,0.40108115,0.71511800,0.57800889,0.00000000,2.18389640,0.60761970
-5.11155578,3.30082260,0.00105465,1.22647110,0.41645393,0.73535716,0.59707929,0.00000000,2.27034261,0.61574574
-5.10555278,3.38305563,0.00108908,1.25605088,0.43265078,0.75621024,0.61757724,0.00000000,2.35792903,0.62400219
-5.09954977,3.46594399,0.00112670,1.28543148,0.44931272,0.77729924,0.63898574,0.00000000,2.44463473,0.63196733
-5.09354677,3.54705957,0.00116715,1.31364975,0.46606632,0.79825161,0.66077817,0.00000000,2.52837690,0.63923139
-5.08754377,3.62401468,0.00120993,1.33975753,0.48253254,0.81870793,0.68242978,0.00000000,2.60706584,0.64540740
-5.08154077,3.69452326,0.00125440,1.36284767,0.49833651,0.83832868,0.70342966,0.00000000,2.67866338,0.65014122
-5.07553777,3.75646074,0.00129981,1.38207949,0.51311768,0.85680040,0.72329292,0.00000000,2.74124253,0.65312087
-5.06953477,3.80792069,0.00134530,1.39670286,0.52654035,0.87384084,0.74157264,0.00000000,2.79304608,0.65408453
-5.06353177,3.84726651,0.00138992,1.40608005,0.53830380,0.88920357,0.75787133,0.00000000,2.83254170,0.65282733
-5.05752876,3.87317633,0.00143268,1.40970441,0.54815190,0.90268179,0.77185145,0.00000000,2.85847124,0.64920650
-5.05152576,3.88467946,0.00147258,1.40721527,0.55588159,0.91411154,0.78324461,0.00000000,2.86989180,0.64314478
-5.04552276,3.88118308,0.00150861,1.39840825,0.56134992,0.92337444,0.79185914,0.00000000,2.86620681,0.63463202
-5.03951976,3.86248804,0.00153983,1.38324071,0.56447935,0.93039982,0.79758572,0.00000000,2.84718554,0.62372488
-5.03351676,3.82879316,0.00156534,1.36183184,0.56526096,0.93516642,0.80040078,0.00000000,2.81297000,0.61054466
-5.02751376,3.78068766,0.00158438,1.33445756,0.56375549,0.93770350,0.80036758,0.00000000,2.76406898,0.59527322
-5.02151076,3.71913218,0.00159631,1.30154032,0.56009215,0.93809137,0.79763490,0.00000000,2.70133938,0.57814732
-5.01550775,3.64542882,0.00160064,1.26363424,0.55446513,0.93646120,0.79243333,0.00000000,2.62595566,0.55945139
-5.00950475,3.56118147,0.00159706,1.22140622,0.54712810,0.93299387,0.78506922,0.00000000,2.53936903,0.53950911
-5.00350175,3.46824789,0.00158541,1.17561383,0.53838687,0.92791797,0.77591668,0.00000000,2.44325801,0.51867405
-4.99749875,3.36868532,0.00156576,1.12708096,0.52859051,0.92150651,0.76540762,0.00000000,2.33947287,0.49731968
-4.99149575,3.26469147,0.00153834,1.07667216,0.51812123,0.91407245,0.75402043,0.00000000,2.22997629,0.47582910
-4.98549275,3.15854324,0.00150355,1.02526676,0.50738366,0.90596275,0.74226743,0.00000000,2.11678296,0.45458493
-4.97948974,3.05253492,0.00146197,0.97373382,0.49679351,0.89755120,0.73068160,0.00000000,2.00190040,0.43395947
-4.97348674,2.94891806,0.00141430,0.92290874,0.48676646,0.88922970,0.71980288,0.00000000,1.88727355,0.41430569
-4.96748374,2.84984469,0.00136138,0.87357230,0.47770726,0.88139842,0.71016449,0.00000000,1.77473486,0.39594905
-4.96148074,2.75731537,0.00130414,0.82643285,0.46999953,0.87445483,0.70227946,0.00000000,1.66596163,0.37918045
-4.95547774,2.67313336,0.00124356,0.78211200,0.46399644,0.86878194,0.69662778,0.00000000,1.56244156,0.36425055
-4.94947474,2.59886571,0.00118067,0.74113403,0.46001248,0.86473611,0.69364437,0.00000000,1.46544714,0.35136524
-4.94347174,2.53581186,0.00111648,0.70391908,0.45831638,0.86263474,0.69370808,0.00000000,1.37601907,0.34068261
-4.93746873,2.48498013,0.00105200,0.67077999,0.45912531,0.86274436,0.69713188,0.00000000,1.29495833,0.33231114
-4.93146573,2.44707183,0.00098817,0.64192253,0.46260031,0.86526961,0.70415441,0.00000000,1.22282617,0.32630916
-4.92546273,2.42247310,0.00092584,0.61744855,0.46884303,0.87034345,0.71493301,0.00000000,1.15995123,0.32268539
-4.91945973,2.41125394,0.00086578,0.59736161,0.47789363,0.87801924,0.72953837,0.00000000,1.10644239,0.32140055
-4.91345673,2.41317391,0.00080864,0.58157469,0.48972992,0.88826494,0.74795080,0.00000000,1.06220633,0.32236982
-4.90745373,2.42769417,0.00075493,0.56991923,0.50426755,0.90095985,0.77005837,0.00000000,1.02696830,0.32546594
-4.90145073,2.45399513,0.00070505,0.56215521,0.52136146,0.91589421,0.79565690,0.00000000,1.00029511,0.33052311
-4.89544772,2.49099926,0.00065925,0.55798183,0.54080823,0.93277166,0.82445191,0.00000000,0.98161905,0.33734120
-4.88944472,2.53739842,0.00061764,0.55704821,0.56234962,0.95121483,0.85606260,0.00000000,0.97026202,0.34569054
-4.88344172,2.59168531,0.00058024,0.55896412,0.58567707,0.97077373,0.89002788,0.00000000,0.96545902,0.35531688
-4.87743872,2.65218831,0.00054692,0.56331026,0.61043725,0.99093700,0.92581449,0.00000000,0.96638057,0.36594671
-4.87143572,2.71710930,0.00051749,0.56964808,0.63623853,1.01114548,0.96282697,0.00000000,0.97215358,0.37729272
-4.86543272,2.78456365,0.00049165,0.57752900,0.66265833,1.03080785,1.00041958,0.00000000,0.98188072,0.38905938
-4.85942971,2.85262182,0.00046905,0.58650304,0.68925128,1.04931757,1.03790978,0.00000000,0.99465800,0.40094859
-4.85342671,2.91935171,0.00044932,0.59612676,0.71555802,1.06607090,1.07459299,0.00000000,1.00959074,0.41266528
-4.84742371,2.98286082,0.00043202,0.60597055,0.74111439,1.08048483,1.10975838,0.00000000,1.02580798,0.42392290
-4.84142071,3.04133748,0.00041675,0.61562536,0.76546097,1.09201478,1.14270517,0.00000000,1.04247542,0.43444877
-4.83541771,3.09308996,0.00040309,0.62470878,0.78815254,1.10017100,1.17275890,0.00000000,1.05880707,0.44398904
-4.82941471,3.13658254,0.00039066,0.63287041,0.80876740,1.10453323,1.19928737,0.00000000,1.07407551,0.45231327
-4.82341171,3.17046767,0.00037911,0.63979674,0.82691611,1.10476310,1.22171551,0.00000000,1.08762105,0.45921855
-4.81740870,3.19361322,0.00036814,0.64521523,0.84224955,1.10061374,1.23953884,0.00000000,1.09885953,0.46453295
-4.81140570,3.20512412,0.00035752,0.64889773,0.85446595,1.09193627,1.25233502,0.00000000,1.10728891,0.46811830
-4.80540270,3.20435792,0.00034704,0.65066315,0.86331691,1.07868313,1.25977312,0.00000000,1.11249445,0.46987219
-4.79939970,3.19093377,0.00033657,0.65037929,0.86861193,1.06090800,1.26162042,0.00000000,1.11415255,0.46972920
-4.79339670,3.16473478,0.00032604,0.64796386,0.87022175,1.03876259,1.25774639,0.00000000,1.11203294,0.46766126
-4.78739370,3.12590385,0.00031544,0.64338466,0.86808013,1.01249048,1.24812401,0.00000000,1.10599937,0.46367729
-4.78139070,3.07483329,0.00030478,0.63665880,0.86218429,0.98241830,1.23282826,0.00000000,1.09600861,0.45782189
-4.77538769,3.01214884,0.00029415,0.62785109,0.85259392,0.94894483,1.21203216,0.00000000,1.08210778,0.45017348
-4.76938469,2.93868865,0.00028365,0.61707160,0.83942901,0.91252846,1.18600043,0.00000000,1.06443007,0.44084170
-4.76338169,2.85547821,0.00027342,0.60447229,0.82286644,0.87367358,1.15508114,0.00000000,1.04318877,0.42996426
-4.75737869,2.76370207,0.00026361,0.59024296,0.80313564,0.83291655,1.11969584,0.00000000,1.01866996,0.41770334
-4.75137569,2.66467327,0.00025440,0.57460644,0.78051329,0.79081160,1.08032837,0.00000000,0.99122367,0.40424165
-4.74537269,2.55980152,0.00024595,0.55781315,0.75531745,0.74791750,1.03751296,0.00000000,0.96125398,0.38977822
-4.73936968,2.45056085,0.00023843,0.54013507,0.72790102,0.70478506,0.99182189,0.00000000,0.92920807,0.37452403
-4.73336668,2.33845776,0.00023201,0.52185938,0.69864480,0.66194613,0.94385317,0.00000000,0.89556453,0.35869759
-4.72736368,2.22500040,0.00022681,0.50328161,0.66795032,0.61990418,0.89421852,0.00000000,0.86082120,0.34252054
-4.72136068,2.11166949,0.00022296,0.48469874,0.63623244,0.57912679,0.84353198,0.00000000,0.82548272,0.32621334
-4.71535768,1.99989155,0.00022053,0.46640215,0.60391197,0.54003996,0.79239939,0.00000000,0.79004819,0.30999110
-4.70935468,1.89101478,0.00021959,0.44867064,0.57140824,0.50302451,0.74140887,0.00000000,0.75499917,0.29405971
-4.70335168,1.78628800,0.00022015,0.43176382,0.53913200,0.46841423,0.69112251,0.00000000,0.72078833,0.27861213
-4.69734867,1.68684286,0.00022219,0.41591579,0.50747850,0.43649593,0.64206934,0.00000000,0.68782902,0.26382515
-4.69134567,1.59367963,0.00022565,0.40132948,0.47682094,0.40751103,0.59473953,0.00000000,0.65648618,0.24985642
-4.68534267,1.50765662,0.00023043,0.38817181,0.44750456,0.38165864,0.54957998,0.00000000,0.62706867,0.23684200
-4.67933967,1.42948329,0.00023639,0.37656966,0.41984123,0.35909979,0.50699120,0.00000000,0.59982334,0.22489433
-4.67333667,1.35971725,0.00024336,0.36660702,0.39410479,0.33996262,0.46732538,0.00000000,0.57493112,0.21410079
-4.66733367,1.29876481,0.00025113,0.35832331,0.37052728,0.32434837,0.43088566,0.00000000,0.55250508,0.20452276
-4.66133067,1.24688524,0.00025946,0.35171294,0.34929601,0.31233763,0.39792646,0.00000000,0.53259065,0.19619525
-4.65532766,1.20419829,0.00026811,0.34672627,0.33055163,0.30399691,0.36865475,0.00000000,0.51516805,0.18912720
-4.64932466,1.17069485,0.00027679,0.34327180,0.31438725,0.29938497,0.34323212,0.00000000,0.50015662,0.18330231
-4.64332166,1.14625017,0.00028522,0.34121980,0.30084856,0.29855879,0.32177745,0.00000000,0.48742122,0.17868046
