energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-3.22661331,2.97926302,0.01329716,0.08034353,0.03913172,0.99478716,2.39699128,0.65404343,0.00000000
-3.22061031,2.97149567,0.01360255,0.07755302,0.03895912,0.99668710,2.39588709,0.65057400,0.00000000
-3.21460730,2.95304620,0.01382217,0.07467189,0.03852516,0.99442090,2.38605375,0.64473218,0.00000000
-3.20860430,2.92367635,0.01395185,0.07172453,0.03783999,0.98789705,2.36717095,0.63652472,0.00000000
-3.20260130,2.88331158,0.01398925,0.06873347,0.03691889,0.97709094,2.33906317,0.62598959,0.00000000
-3.19659830,2.83205265,0.01393391,0.06571904,0.03578181,0.96204758,2.30171318,0.61319622,0.00000000
-3.19059530,2.77018124,0.01378727,0.06269919,0.03445269,0.94288213,2.25526986,0.59824501,0.00000000
-3.18459230,2.69815926,0.01355262,0.05968948,0.03295865,0.91977841,2.20004964,0.58126601,0.00000000
-3.17858929,2.61662192,0.01323498,0.05670307,0.03132916,0.89298518,2.13653181,0.56241685,0.00000000
-3.17258629,2.52636468,0.01284097,0.05375090,0.02959518,0.86281036,2.06534785,0.54187981,0.00000000
-3.16658329,2.42832486,0.01237854,0.05084188,0.02778821,0.82961344,1.98726533,0.51985833,0.00000000
-3.16058029,2.32355869,0.01185674,0.04798320,0.02593951,0.79379644,1.90316737,0.49657286,0.00000000
-3.15457729,2.21321487,0.01128546,0.04518061,0.02407928,0.75579367,1.81402853,0.47225632,0.00000000
-3.14857429,2.09850581,0.01067509,0.04243878,0.02223595,0.71606077,1.72088836,0.44714928,0.00000000
-3.14257129,1.98067783,0.01003624,0.03976161,0.02043565,0.67506356,1.62482377,0.42149511,0.00000000
-3.13656828,1.86098141,0.00937946,0.03715250,0.01870165,0.63326699,1.52692144,0.39553512,0.00000000
-3.13056528,1.74064282,0.00871495,0.03461468,0.01705410,0.59112469,1.42825126,0.36950402,0.00000000
-3.12456228,1.62083780,0.00805232,0.03215132,0.01550976,0.54906954,1.32984189,0.34362569,0.00000000
-3.11855928,1.50266849,0.00740039,0.02976574,0.01408193,0.50750532,1.23265907,0.31810952,0.00000000
-3.11255628,1.38714384,0.00676701,0.02746147,0.01278040,0.46679998,1.13758741,0.29314731,0.00000000
-3.10655328,1.27516418,0.00615898,0.02524224,0.01161160,0.42728040,1.04541592,0.26891079,0.00000000
-3.10055028,1.16751000,0.00558191,0.02311198,0.01057871,0.38922887,0.95682755,0.24554994,0.00000000
-3.09454727,1.06483492,0.00504023,0.02107467,0.00968195,0.35288114,0.87239266,0.22319185,0.00000000
-3.08854427,0.96766285,0.00453720,0.01913428,0.00891882,0.31842608,0.79256634,0.20194036,0.00000000
-3.08254127,0.87638882,0.00407492,0.01729458,0.00828439,0.28600672,0.71768916,0.18187631,0.00000000
-3.07653827,0.79128320,0.00365442,0.01555900,0.00777166,0.25572255,0.64799106,0.16305828,0.00000000
-3.07053527,0.71249881,0.00327575,0.01393048,0.00737186,0.22763285,0.58359787,0.14552391,0.00000000
-3.06453227,0.64008045,0.00293811,0.01241135,0.00707481,0.20176080,0.52453997,0.12929158,0.00000000
-3.05852926,0.57397616,0.00263994,0.01100320,0.00686921,0.17809820,0.47076254,0.11436240,0.00000000
-3.05252626,0.51404991,0.00237910,0.00970689,0.00674300,0.15661063,0.42213703,0.10072248,0.00000000
-3.04652326,0.46009512,0.00215295,0.00852246,0.00668364,0.13724275,0.37847320,0.08834533,0.00000000
-3.04052026,0.41184855,0.00195851,0.00744921,0.00667840,0.11992361,0.33953157,0.07719435,0.00000000
-3.03451726,0.36900429,0.00179258,0.00648577,0.00671466,0.10457201,0.30503564,0.06722537,0.00000000
-3.02851426,0.33122732,0.00165186,0.00563021,0.00678017,0.09110143,0.27468386,0.05838915,0.00000000
-3.02251126,0.29816658,0.00153301,0.00488020,0.00686329,0.07942482,0.24816085,0.05063371,0.00000000
-3.01650825,0.26946711,0.00143280,0.00423320,0.00695325,0.06945895,0.22514780,0.04390672,0.00000000
-3.01050525,0.24478121,0.00134814,0.00368668,0.00704035,0.06112830,0.20533190,0.03815752,0.00000000
-3.00450225,0.22377836,0.00127616,0.00323831,0.00711617,0.05436855,0.18841462,0.03333909,0.00000000
-2.99849925,0.20615383,0.00121425,0.00288621,0.00717373,0.04912946,0.17411877,0.02940975,0.00000000
-2.99249625,0.19163589,0.00116011,0.00262916,0.00720766,0.04537726,0.16219434,0.02633457,0.00000000
-2.98649325,0.17999154,0.00111175,0.00246676,0.00721430,0.04309640,0.15242307,0.02408659,0.00000000
-2.98049025,0.17103075,0.00106753,0.00239967,0.00719183,0.04229068,0.14462176,0.02264765,0.00000000
-2.97448724,0.16460913,0.00102616,0.00242965,0.00714029,0.04298368,0.13864426,0.02200897,0.00000000
-2.96848424,0.16062918,0.00098667,0.00255976,0.00706165,0.04521839,0.13438246,0.02217129,0.00000000
-2.96248124,0.15904002,0.00094841,0.00279432,0.00695981,0.04905615,0.13176597,0.02314476,0.00000000
-2.95647824,0.15983575,0.00091108,0.00313894,0.00684055,0.05457464,0.13076093,0.02494832,0.00000000
-2.95047524,0.16305256,0.00087460,0.00360046,0.00671152,0.06186509,0.13136788,0.02760876,0.00000000
-2.94447224,0.16876457,0.00083921,0.00418683,0.00658213,0.07102859,0.13361882,0.03115936,0.00000000
-2.93846923,0.17707878,0.00080533,0.00490691,0.00646346,0.08217154,0.13757366,0.03563812,0.00000000
-2.93246623,0.18812902,0.00077361,0.00577025,0.00636816,0.09540034,0.14331616,0.04108566,0.00000000
-2.92646323,0.20206925,0.00074487,0.00678680,0.00631029,0.11081539,0.15094951,0.04754276,0.00000000
-2.92046023,0.21906644,0.00072003,0.00796656,0.00630517,0.12850458,0.16059170,0.05504771,0.00000000
-2.91445723,0.23929308,0.00070017,0.00931923,0.00636917,0.14853642,0.17237077,0.06363336,0.00000000
-2.90845423,0.26291960,0.00068642,0.01085378,0.00651953,0.17095312,0.18642015,0.07332423,0.00000000
-2.90245123,0.29010707,0.00067995,0.01257803,0.00677408,0.19576387,0.20287410,0.08413349,0.00000000
-2.89644822,0.32100005,0.00068197,0.01449826,0.00715098,0.22293866,0.22186342,0.09606026,0.00000000
-2.89044522,0.35572016,0.00069370,0.01661875,0.00766839,0.25240294,0.24351148,0.10908709,0.00000000
-2.88444222,0.39436032,0.00071630,0.01894148,0.00834408,0.28403356,0.26793059,0.12317789,0.00000000
-2.87843922,0.43697983,0.00075089,0.02146575,0.00919504,0.31765617,0.29521887,0.13827648,0.00000000
-2.87243622,0.48360061,0.00079851,0.02418793,0.01023701,0.35304447,0.32545750,0.15430577,0.00000000
-2.86643322,0.53420453,0.00086010,0.02710134,0.01148393,0.38992150,0.35870847,0.17116772,0.00000000
-2.86043022,0.58873193,0.00093646,0.03019610,0.01294743,0.42796312,0.39501284,0.18874420,0.00000000
-2.85442721,0.64708147,0.00102825,0.03345921,0.01463624,0.46680367,0.43438937,0.20689868,0.00000000
-2.84842421,0.70911113,0.00113594,0.03687465,0.01655560,0.50604375,0.47683371,0.22547881,0.00000000
-2.84242121,0.77464045,0.00125983,0.04042366,0.01870670,0.54526000,0.52231790,0.24431978,0.00000000
-2.83641821,0.84345381,0.00139997,0.04408503,0.02108614,0.58401641,0.57079031,0.26324845,0.00000000
-2.83041521,0.91530452,0.00155623,0.04783558,0.02368547,0.62187693,0.62217587,0.28208795,0.00000000
-2.82441221,0.98991964,0.00172820,0.05165062,0.02649084,0.65841860,0.67637654,0.30066271,0.00000000
-2.81840920,1.06700518,0.00191527,0.05550458,0.02948277,0.69324488,0.73327193,0.31880357,0.00000000
-2.81240620,1.14625135,0.00211657,0.05937151,0.03263606,0.72599831,0.79272002,0.33635284,0.00000000
-2.80640320,1.22733764,0.00233103,0.06322576,0.03591990,0.75637198,0.85455777,0.35316896,0.00000000
-2.80040020,1.30993724,0.00255737,0.06704246,0.03929822,0.78411916,0.91860159,0.36913060,0.00000000
-2.79439720,1.39372066,0.00279413,0.07079807,0.04273018,0.80906058,0.98464749,0.38413988,0.00000000
-2.78839420,1.47835807,0.00303970,0.07447082,0.04617094,0.83108884,1.05247086,0.39812458,0.00000000
-2.78239120,1.56352033,0.00329238,0.07804097,0.04957257,0.85016968,1.12182566,0.41103921,0.00000000
-2.77638819,1.64887832,0.00355037,0.08149106,0.05288520,0.86634009,1.19244320,0.42286481,0.00000000
-2.77038519,1.73410078,0.00381187,0.08480596,0.05605832,0.87970307,1.26403018,0.43360745,0.00000000
-2.76438219,1.81885046,0.00407506,0.08797280,0.05904210,0.89041944,1.33626638,0.44329557,0.00000000
-2.75837919,1.90277905,0.00433819,0.09098078,0.06178893,0.89869697,1.40880189,0.45197613,0.00000000
-2.75237619,1.98552103,0.00459954,0.09382087,0.06425480,0.90477749,1.48125421,0.45970997,0.00000000
-2.74637319,2.06668703,0.00485751,0.09648543,0.06640076,0.90892249,1.55320549,0.46656639,0.00000000
-2.74037019,2.14585722,0.00511061,0.09896772,0.06819421,0.91139814,1.62420026,0.47261746,0.00000000
-2.73436718,2.22257556,0.00535744,0.10126149,0.06961001,0.91246036,1.69374415,0.47793217,0.00000000
-2.72836418,2.29634540,0.00559671,0.10336045,0.07063146,0.91234093,1.76130390,0.48257102,0.00000000
-2.72236118,2.36662741,0.00582724,0.10525791,0.07125096,0.91123525,1.82630933,0.48658106,0.00000000
-2.71635818,2.43284035,0.00604792,0.10694645,0.07147038,0.90929252,1.88815747,0.48999193,0.00000000
-2.71035518,2.49436531,0.00625770,0.10841772,0.07130119,0.90660877,1.94621932,0.49281307,0.00000000
-2.70435218,2.55055374,0.00645557,0.10966242,0.07076426,0.90322328,1.99984944,0.49503225,0.00000000
-2.69834917,2.60073952,0.00664055,0.11067040,0.06988930,0.89911838,2.04839826,0.49661551,0.00000000
-2.69234617,2.64425487,0.00681169,0.11143094,0.06871412,0.89422270,2.09122720,0.49750870,0.00000000
-2.68634317,2.68044969,0.00696803,0.11193321,0.06728353,0.88841778,2.12772600,0.49764034,0.00000000
-2.68034017,2.70871377,0.00710863,0.11216685,0.06564810,0.88154731,2.15733186,0.49692578,0.00000000
-2.67433717,2.72850080,0.00723259,0.11212268,0.06386271,0.87342885,2.17954947,0.49527246,0.00000000
-2.66833417,2.73935295,0.00733906,0.11179340,0.06198492,0.86386702,2.19397120,0.49258578,0.00000000
-2.66233117,2.74092495,0.00742727,0.11117438,0.06007337,0.85266752,2.20029610,0.48877556,0.00000000
-2.65632816,2.73300587,0.00749660,0.11026442,0.05818604,0.83965120,2.19834698,0.48376235,0.00000000
-2.65032516,2.71553760,0.00754656,0.10906630,0.05637862,0.82466733,2.18808420,0.47748351,0.00000000
-2.64432216,2.68862840,0.00757692,0.10758733,0.05470288,0.80760536,2.16961534,0.46989857,0.00000000
-2.63831916,2.65256077,0.00758766,0.10583958,0.05320524,0.78840456,2.14319997,0.46099355,0.00000000
-2.63231616,2.60779265,0.00757907,0.10384002,0.05192541,0.76706097,2.10924889,0.45078404,0.00000000
-2.62631316,2.55495165,0.00755175,0.10161028,0.05089533,0.74363151,2.06831772,0.43931683,0.00000000
-2.62031016,2.49482233,0.00750662,0.09917631,0.05013828,0.71823489,2.02109474,0.42667002,0.00000000
-2.61430715,2.42832690,0.00744493,0.09656769,0.04966828,0.69104950,1.96838352,0.41295161,0.00000000
-2.60830415,2.35650021,0.00736823,0.09381683,0.04948976,0.66230848,1.91108100,0.39829664,0.00000000
-2.60230115,2.28046019,0.00727839,0.09095799,0.04959752,0.63229228,1.85015199,0.38286316,0.00000000
-2.59629815,2.20137514,0.00717751,0.08802617,0.04997706,0.60131923,1.78660138,0.36682709,0.00000000
-2.59029515,2.12042965,0.00706791,0.08505600,0.05060512,0.56973463,1.72144524,0.35037646,0.00000000
-2.58429215,2.03879056,0.00695208,0.08208065,0.05145052,0.53789911,1.65568238,0.33370524,0.00000000
-2.57828914,1.95757495,0.00683262,0.07913078,0.05247533,0.50617677,1.59026757,0.31700711,0.00000000
-2.57228614,1.87782139,0.00671218,0.07623370,0.05363621,0.47492366,1.52608762,0.30046951,0.00000000
-2.56628314,1.80046572,0.00659346,0.07341267,0.05488589,0.44447726,1.46394142,0.28426830,0.00000000
-2.56028014,1.72632246,0.00647907,0.07068642,0.05617487,0.41514728,1.40452450,0.26856308,0.00000000
-2.55427714,1.65607216,0.00637161,0.06806892,0.05745313,0.38720813,1.34841872,0.25349361,0.00000000
-2.54827414,1.59025492,0.00627355,0.06556939,0.05867183,0.36089323,1.29608695,0.23917720,0.00000000
-2.54227114,1.52926991,0.00618723,0.06319252,0.05978500,0.33639133,1.24787272,0.22570722,0.00000000
-2.53626813,1.47338027,0.00611485,0.06093891,0.06075101,0.31384461,1.20400431,0.21315266,0.00000000
-2.53026513,1.42272245,0.00605846,0.05880560,0.06153394,0.29334867,1.16460248,0.20155871,0.00000000
-2.52426213,1.37731920,0.00601989,0.05678682,0.06210464,0.27495398,1.12969117,0.19094804,0.00000000
-2.51825913,1.33709483,0.00600080,0.05487468,0.06244149,0.25866863,1.09921010,0.18132288,0.00000000
-2.51225613,1.30189176,0.00600264,0.05305997,0.06253089,0.24446210,1.07302839,0.17266745,0.00000000
-2.50625313,1.27148731,0.00602660,0.05133284,0.06236740,0.23226967,1.05095845,0.16495074,0.00000000
-2.50025013,1.24560978,0.00607366,0.04968344,0.06195353,0.22199730,1.03276936,0.15812938,0.00000000
-2.49424712,1.22395327,0.00614451,0.04810246,0.06129922,0.21352663,1.01819916,0.15215045,0.00000000
-2.48824412,1.20619076,0.00623960,0.04658148,0.06042115,0.20671998,1.00696590,0.14695415,0.00000000
-2.48224112,1.19198528,0.00635910,0.04511326,0.05934170,0.20142514,0.99877722,0.14247621,0.00000000
-2.47623812,1.18099930,0.00650293,0.04369183,0.05808785,0.19747995,0.99333852,0.13865006,0.00000000
-2.47023512,1.17290268,0.00667081,0.04231249,0.05668998,0.19471653,0.99036004,0.13540862,0.00000000
-2.46423212,1.16737938,0.00686229,0.04097172,0.05518066,0.19296515,0.98956316,0.13268593,0.00000000
-2.45822911,1.16413378,0.00707685,0.03966701,0.05359349,0.19205790,0.99068626,0.13041851,0.00000000
-2.45222611,1.16289673,0.00731398,0.03839664,0.05196206,0.19183202,0.99349066,0.12854652,0.00000000
-2.44622311,1.16343209,0.00757336,0.03715947,0.05031912,0.19213301,0.99776683,0.12701487,0.00000000
-2.44022011,1.16554391,0.00785494,0.03595477,0.04869592,0.19281762,1.00334114,0.12577428,0.00000000
-2.43421711,1.16908432,0.00815920,0.03478207,0.04712183,0.19375656,1.01008335,0.12478229,0.00000000
-2.42821411,1.17396237,0.00848727,0.03364110,0.04562416,0.19483713,1.01791451,0.12400429,0.00000000
-2.42221111,1.18015319,0.00884116,0.03253176,0.04422821,0.19596553,1.02681523,0.12341463,0.00000000
-2.41620810,1.18770729,0.00922388,0.03145422,0.04295761,0.19706893,1.03683380,0.12299760,0.00000000
-2.41020510,1.19675931,0.00963967,0.03040908,0.04183466,0.19809721,1.04809361,0.12274849,0.00000000
-2.40420210,1.20753537,0.01009407,0.02939752,0.04088094,0.19902416,1.06079933,0.12267437,0.00000000
-2.39819910,1.22035844,0.01059400,0.02842154,0.04011785,0.19984822,1.07524107,0.12279479,0.00000000
-2.39219610,1.23565076,0.01114776,0.02748422,0.03956719,0.20059251,1.09179595,0.12314211,0.00000000
-2.38619310,1.25393263,0.01176500,0.02658988,0.03925164,0.20130416,1.11092639,0.12376149,0.00000000
-2.38019010,1.27581705,0.01245655,0.02574429,0.03919509,0.20205290,1.13317474,0.12471039,0.00000000
-2.37418709,1.30199962,0.01323420,0.02495477,0.03942284,0.20292880,1.15915388,0.12605760,0.00000000
-2.36818409,1.33324353,0.01411040,0.02423016,0.03996145,0.20403930,1.18953355,0.12788164,0.00000000
-2.36218109,1.37035974,0.01509785,0.02358078,0.04083849,0.20550544,1.22502256,0.13026863,0.00000000
-2.35617809,1.41418236,0.01620907,0.02301822,0.04208187,0.20745746,1.26634711,0.13330962,0.00000000
-2.35017509,1.46553997,0.01745586,0.02255502,0.04371904,0.21002994,1.31422559,0.13709735,0.00000000
-2.34417209,1.52522332,0.01884874,0.02220429,0.04577589,0.21335644,1.36934047,0.14172258,0.00000000
-2.33816908,1.59395054,0.02039637,0.02197921,0.04827544,0.21756401,1.43230820,0.14727011,0.00000000
-2.33216608,1.67233074,0.02210496,0.02189245,0.05123642,0.22276763,1.50364789,0.15381453,0.00000000
-2.32616308,1.76082741,0.02397774,0.02195561,0.05467174,0.22906479,1.58374985,0.16141596,0.00000000
-2.32016008,1.85972265,0.02601437,0.02217852,0.05858696,0.23653042,1.67284505,0.17011583,0.00000000
-2.31415708,1.96908394,0.02821060,0.02256866,0.06297882,0.24521232,1.77097676,0.17993294,0.00000000
-2.30815408,2.08873451,0.03055786,0.02313056,0.06783391,0.25512728,1.87797535,0.19085999,0.00000000
-2.30215108,2.21822888,0.03304307,0.02386527,0.07312755,0.26625803,1.99343755,0.20286063,0.00000000
-2.29614807,2.35683483,0.03564852,0.02476995,0.07882303,0.27855108,2.11671111,0.21586738,0.00000000
-2.29014507,2.50352290,0.03835192,0.02583751,0.08487114,0.29191573,2.24688605,0.22978034,0.00000000
-2.28414207,2.65696463,0.04112665,0.02705647,0.09121020,0.30622408,2.38279317,0.24446703,0.00000000
-2.27813907,2.81554013,0.04394203,0.02841089,0.09776647,0.32131231,2.52301064,0.25976324,0.00000000
-2.27213607,2.97735582,0.04676390,0.02988053,0.10445511,0.33698304,2.66587925,0.27547507,0.00000000
-2.26613307,3.14027233,0.04955519,0.03144111,0.11118163,0.35300899,2.80952633,0.29138216,0.00000000
-2.26013007,3.30194266,0.05227672,0.03306477,0.11784379,0.36913760,2.95189850,0.30724196,0.00000000
-2.25412706,3.45986001,0.05488806,0.03472068,0.12433391,0.38509680,3.09080281,0.32279512,0.00000000
-2.24812406,3.61141433,0.05734843,0.03637576,0.13054160,0.40060155,3.22395541,0.33777171,0.00000000
-2.24212106,3.75395631,0.05961773,0.03799554,0.13635676,0.41536123,3.34903678,0.35189825,0.00000000
-2.23611806,3.88486701,0.06165752,0.03954510,0.14167272,0.42908746,3.46375190,0.36490516,0.00000000
-2.23011506,4.00163089,0.06343203,0.04099006,0.14638950,0.44150226,3.56589360,0.37653453,0.00000000
-2.22411206,4.10190984,0.06490906,0.04229760,0.15041702,0.45234626,3.65340691,0.38654782,0.00000000
-2.21810905,4.18361551,0.06606091,0.04343746,0.15367806,0.46138664,3.72445212,0.39473332,0.00000000
-2.21210605,4.24497695,0.06686510,0.04438286,0.15611099,0.46842458,3.77746404,0.40091290,0.00000000
-2.20610305,4.28460096,0.06730501,0.04511138,0.15767201,0.47330190,3.81120499,0.40494797,0.00000000
-2.20010005,4.30152224,0.06737036,0.04560565,0.15833686,0.47590659,3.82480930,0.40674423,0.00000000
-2.19409705,4.29524114,0.06705748,0.04585396,0.15810192,0.47617702,3.81781694,0.40625508,0.00000000
-2.18809405,4.26574698,0.06636950,0.04585059,0.15698461,0.47410467,3.79019488,0.40348351,0.00000000
-2.18209105,4.21352555,0.06531618,0.04559600,0.15502310,0.46973508,3.74234468,0.39848237,0.00000000
-2.17608804,4.13955018,0.06391373,0.04509684,0.15227523,0.46316712,3.67509575,0.39135294,0.00000000
-2.17008504,4.04525615,0.06218434,0.04436566,0.14881684,0.45455036,3.58968414,0.38224190,0.00000000
-2.16408204,3.93249939,0.06015560,0.04342050,0.14473936,0.44408085,3.48771755,0.37133679,0.00000000
-2.15807904,3.80350081,0.05785970,0.04228428,0.14014691,0.43199511,3.37112768,0.35886009,0.00000000
-2.15207604,3.66077830,0.05533264,0.04098398,0.13515298,0.41856287,3.24211175,0.34506221,0.00000000
-2.14607304,3.50706932,0.05261324,0.03954977,0.12987677,0.40407857,3.10306563,0.33021365,0.00000000
-2.14007004,3.34524686,0.04974215,0.03801401,0.12443938,0.38885217,2.95651099,0.31459662,0.00000000
-2.13406703,3.17823246,0.04676081,0.03641020,0.11896002,0.37319938,2.80501975,0.29849650,0.00000000
-2.12806403,3.00890956,0.04371047,0.03477198,0.11355233,0.35743192,2.65113864,0.28219344,0.00000000
-2.12206103,2.84004081,0.04063121,0.03313210,0.10832100,0.34184817,2.49731691,0.26595444,0.00000000
-2.11605803,2.67419235,0.03756107,0.03152150,0.10335875,0.32672440,2.34584014,0.25002623,0.00000000
-2.11005503,2.51366800,0.03453529,0.02996856,0.09874394,0.31230719,2.19877229,0.23462909,0.00000000
-2.10405203,2.36045568,0.03158564,0.02849836,0.09453865,0.29880720,2.05790840,0.21995201,0.00000000
-2.09804902,2.21618767,0.02873991,0.02713228,0.09078752,0.28639447,1.92473911,0.20614912,0.00000000
-2.09204602,2.08211578,0.02602161,0.02588762,0.08751720,0.27519559,1.80042801,0.19333763,0.00000000
-2.08604302,1.95910181,0.02344971,0.02477751,0.08473654,0.26529260,1.68580219,0.18159719,0.00000000
-2.08004002,1.84762290,0.02103861,0.02381097,0.08243741,0.25672386,1.58135556,0.17097069,0.00000000
-2.07403702,1.74779079,0.01879825,0.02299311,0.08059610,0.24948654,1.48726422,0.16146632,0.00000000
-2.06803402,1.65938351,0.01673431,0.02232550,0.07917523,0.24354076,1.40341246,0.15306080,0.00000000
-2.06203102,1.58188732,0.01484853,0.02180670,0.07812614,0.23881507,1.32942768,0.14570358,0.00000000
-2.05602801,1.51454681,0.01313913,0.02143279,0.07739147,0.23521297,1.26472225,0.13932170,0.00000000
-2.05002501,1.45642026,0.01160128,0.02119806,0.07690801,0.23262012,1.20854007,0.13382517,0.00000000
-2.04402201,1.40643790,0.01022764,0.02109563,0.07660951,0.23091196,1.16000556,0.12911258,0.00000000
-2.03801901,1.36346022,0.00900885,0.02111812,0.07642951,0.22996126,1.11817282,0.12507666,0.00000000
-2.03201601,1.32633394,0.00793410,0.02125823,0.07630394,0.22964539,1.08207300,0.12160961,0.00000000
-2.02601301,1.29394345,0.00699160,0.02150931,0.07617336,0.22985279,1.05075779,0.11860800,0.00000000
-2.02001001,1.26525587,0.00616911,0.02186571,0.07598498,0.23048861,1.02333775,0.11597702,0.00000000
-2.01400700,1.23935821,0.00545430,0.02232319,0.07569410,0.23147907,0.99901400,0.11363399,0.00000000
-2.00800400,1.21548574,0.00483513,0.02287900,0.07526521,0.23277455,0.97710272,0.11151105,0.00000000
-2.00200100,1.19304098,0.00430019,0.02353199,0.07467250,0.23435120,0.95705178,0.10955694,0.00000000
-1.99599800,1.17160334,0.00383888,0.02428255,0.07390001,0.23621113,0.93844967,0.10773787,0.00000000
-1.98999500,1.15092958,0.00344160,0.02513236,0.07294129,0.23838126,0.92102695,0.10603758,0.00000000
-1.98399200,1.13094615,0.00309986,0.02608413,0.07179869,0.24091085,0.90465079,0.10445655,0.00000000
-1.97798899,1.11173413,0.00280633,0.02714123,0.07048245,0.24386794,0.88931359,0.10301053,0.00000000
-1.97198599,1.09350828,0.00255484,0.02830724,0.06900940,0.24733493,0.87511673,0.10172848,0.00000000
-1.96598299,1.07659154,0.00234034,0.02958545,0.06740174,0.25140349,0.86225050,0.10065000,0.00000000
-1.95997999,1.06138653,0.00215880,0.03097844,0.06568565,0.25616901,0.85097160,0.09982256,0.00000000
-1.95397699,1.04834546,0.00200717,0.03248754,0.06388997,0.26172502,0.84157937,0.09929836,0.00000000
-1.94797399,1.03793994,0.00188319,0.03411244,0.06204509,0.26815758,0.83439187,0.09913129,0.00000000
-1.94197099,1.03063193,0.00178531,0.03585080,0.06018188,0.27553998,0.82972285,0.09937387,0.00000000
-1.93596798,1.02684682,0.00171254,0.03769793,0.05833101,0.28392800,0.82786046,0.10007436,0.00000000
-1.92996498,1.02694971,0.00166430,0.03964657,0.05652238,0.29335578,0.82904852,0.10127414,0.00000000
-1.92396198,1.03122537,0.00164032,0.04168676,0.05478485,0.30383239,0.83347068,0.10300541,0.00000000
-1.91795898,1.03986240,0.00164051,0.04380580,0.05314625,0.31533943,0.84123797,0.10528933,0.00000000
-1.91195598,1.05294183,0.00166482,0.04598826,0.05163348,0.32782936,0.85237987,0.10813449,0.00000000
-1.90595298,1.07043025,0.00171320,0.04821620,0.05027291,0.34122495,0.86683895,0.11153591,0.00000000
-1.89994997,1.09217730,0.00178547,0.05046936,0.04909072,0.35541961,0.88446897,0.11547452,0.00000000
-1.89394697,1.11791749,0.00188126,0.05272549,0.04811340,0.37027866,0.90503629,0.11991703,0.00000000
-1.88794397,1.14727581,0.00200000,0.05496078,0.04736811,0.38564159,0.92822441,0.12481638,0.00000000
-1.88194097,1.17977703,0.00214081,0.05715031,0.04688305,0.40132514,0.95364116,0.13011254,0.00000000
-1.87593797,1.21485808,0.00230257,0.05926857,0.04668758,0.41712714,0.98082843,0.13573378,0.00000000
-1.86993497,1.25188313,0.00248381,0.06129005,0.04681223,0.43283121,1.00927385,0.14159835,0.00000000
-1.86393197,1.29016087,0.00268280,0.06318988,0.04728837,0.44821186,1.03842428,0.14761645,0.00000000
-1.85792896,1.32896345,0.00289752,0.06494439,0.04814774,0.46304027,1.06770039,0.15369255,0.00000000
-1.85192596,1.36754655,0.00312570,0.06653182,0.04942166,0.47709028,1.09651220,0.15972788,0.00000000
-1.84592296,1.40516995,0.00336487,0.06793286,0.05114004,0.49014453,1.12427490,0.16562312,0.00000000
-1.83991996,1.44111794,0.00361237,0.06913126,0.05333013,0.50200065,1.15042461,0.17128112,0.00000000
-1.83391696,1.47471907,0.00386541,0.07011435,0.05601518,0.51247711,1.17443352,0.17660961,0.00000000
-1.82791396,1.50536445,0.00412114,0.07087344,0.05921295,0.52141863,1.19582396,0.18152376,0.00000000
-1.82191096,1.53252398,0.00437666,0.07140419,0.06293415,0.52870094,1.21418089,0.18594858,0.00000000
-1.81590795,1.55575999,0.00462912,0.07170677,0.06718106,0.53423458,1.22916241,0.18982092,0.00000000
-1.80990495,1.57473772,0.00487571,0.07178599,0.07194608,0.53796767,1.24050779,0.19309113,0.00000000
-1.80390195,1.58923215,0.00511376,0.07165116,0.07721065,0.53988741,1.24804283,0.19572422,0.00000000
-1.79789895,1.59913094,0.00534073,0.07131591,0.08294434,0.54002026,1.25168225,0.19770049,0.00000000
-1.79189595,1.60443340,0.00555428,0.07079775,0.08910432,0.53843075,1.25142899,0.19901560,0.00000000
-1.78589295,1.60524527,0.00575231,0.07011760,0.09563526,0.53521884,1.24737050,0.19968007,0.00000000
-1.77988994,1.60176981,0.00593294,0.06929906,0.10246961,0.53051605,1.23967208,0.19971825,0.00000000
-1.77388694,1.59429539,0.00609459,0.06836767,0.10952834,0.52448039,1.22856771,0.19916675,0.00000000
-1.76788394,1.58318016,0.00623596,0.06735003,0.11672224,0.51729028,1.21434861,0.19807247,0.00000000
-1.76188094,1.56883456,0.00635608,0.06627287,0.12395349,0.50913788,1.19735020,0.19649026,0.00000000
-1.75587794,1.55170244,0.00645434,0.06516214,0.13111778,0.50022183,1.17793799,0.19448042,0.00000000
-1.74987494,1.53224160,0.00653050,0.06404211,0.13810665,0.49073998,1.15649304,0.19210601,0.00000000
-1.74387194,1.51090481,0.00658471,0.06293447,0.14481017,0.48088235,1.13339766,0.18943020,0.00000000
-1.73786893,1.48812202,0.00661756,0.06185766,0.15111969,0.47082449,1.10902206,0.18651384,0.00000000
-1.73186593,1.46428467,0.00663010,0.06082619,0.15693069,0.46072179,1.08371243,0.18341317,0.00000000
-1.72586293,1.43973274,0.00662388,0.05985021,0.16214561,0.45070479,1.05778094,0.18017797,0.00000000
-1.71985993,1.41474516,0.00660097,0.05893524,0.16667648,0.44087572,1.03149822,0.17685011,0.00000000
-1.71385693,1.38953384,0.00656396,0.05808210,0.17044726,0.43130648,1.00508829,0.17346264,0.00000000
