energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-5.83791896,1.54232192,0.06557564,0.05294544,0.18564362,0.19963087,0.36571729,0.37149918,0.58913284,0.00000000
-5.83191596,1.50601889,0.06043228,0.05140332,0.16951899,0.19807283,0.34505296,0.36223736,0.57690335,0.00000000
-5.82591296,1.47702253,0.05589669,0.05021549,0.15529462,0.19786380,0.32741629,0.35422158,0.56762935,0.00000000
-5.81990995,1.45496528,0.05194769,0.04938196,0.14291274,0.19902612,0.31270609,0.34731530,0.56118838,0.00000000
-5.81390695,1.43945617,0.04855791,0.04889992,0.13229369,0.20158379,0.30079689,0.34137549,0.55745402,0.00000000
-5.80790395,1.43011595,0.04569613,0.04876475,0.12334250,0.20556528,0.29154986,0.33626207,0.55630878,0.00000000
-5.80190095,1.42660543,0.04332943,0.04897076,0.11595486,0.21100509,0.28482214,0.33184591,0.55765422,0.00000000
-5.79589795,1.42864570,0.04142502,0.04951182,0.11002222,0.21794408,0.28047431,0.32801511,0.56141763,0.00000000
-5.78989495,1.43602930,0.03995174,0.05038155,0.10543601,0.22642833,0.27837580,0.32467923,0.56755510,0.00000000
-5.78389195,1.44862224,0.03888116,0.05157341,0.10209073,0.23650660,0.27840819,0.32177154,0.57605084,0.00000000
-5.77788894,1.46635723,0.03818833,0.05308042,0.09988610,0.24822664,0.28046644,0.31924923,0.58691300,0.00000000
-5.77188594,1.48921915,0.03785210,0.05489480,0.09872814,0.26163035,0.28445833,0.31709169,0.60016645,0.00000000
-5.76588294,1.51722432,0.03785521,0.05700736,0.09852946,0.27674828,0.29030240,0.31529735,0.61584299,0.00000000
-5.75987994,1.55039539,0.03818407,0.05940694,0.09920885,0.29359382,0.29792482,0.31387920,0.63397007,0.00000000
-5.75387694,1.58873415,0.03882827,0.06207978,0.10069029,0.31215736,0.30725565,0.31285968,0.65455857,0.00000000
-5.74787394,1.63219428,0.03978009,0.06500900,0.10290172,0.33240089,0.31822482,0.31226514,0.67759085,0.00000000
-5.74187094,1.68065648,0.04103377,0.06817434,0.10577362,0.35425360,0.33075856,0.31212051,0.70300985,0.00000000
-5.73586793,1.73390781,0.04258486,0.07155199,0.10923773,0.37760853,0.34477632,0.31244451,0.73071004,0.00000000
-5.72986493,1.79162699,0.04442961,0.07511480,0.11322586,0.40232086,0.36018874,0.31324574,0.76053100,0.00000000
-5.72386193,1.85337674,0.04656433,0.07883274,0.11766918,0.42820784,0.37689679,0.31451993,0.79225409,0.00000000
-5.71785893,1.91860394,0.04898495,0.08267370,0.12249779,0.45505053,0.39479212,0.31624857,0.82560251,0.00000000
-5.71185593,1.98664761,0.05168666,0.08660448,0.12764077,0.48259731,0.41375870,0.31839879,0.86024478,0.00000000
-5.70585293,2.05675431,0.05466355,0.09059207,0.13302673,0.51056909,0.43367547,0.32092473,0.89580152,0.00000000
-5.69984992,2.12809983,0.05790849,0.09460503,0.13858465,0.53866580,0.45441995,0.32376990,0.93185506,0.00000000
-5.69384692,2.19981585,0.06141297,0.09861498,0.14424505,0.56657407,0.47587223,0.32687056,0.96796132,0.00000000
-5.68784392,2.27101965,0.06516694,0.10259800,0.14994134,0.59397547,0.49791922,0.33015970,1.00366321,0.00000000
-5.68184092,2.34084507,0.06915873,0.10653593,0.15561127,0.62055500,0.52045864,0.33357130,1.03850482,0.00000000
-5.67583792,2.40847248,0.07337489,0.11041745,0.16119819,0.64600938,0.54340234,0.33704443,1.07204536,0.00000000
-5.66983492,2.47315606,0.07779996,0.11423884,0.16665225,0.67005466,0.56667879,0.34052713,1.10387223,0.00000000
-5.66383192,2.53424669,0.08241616,0.11800439,0.17193118,0.69243279,0.59023435,0.34397938,1.13361246,0.00000000
-5.65782891,2.59120915,0.08720306,0.12172642,0.17700077,0.71291696,0.61403323,0.34737533,1.16094186,0.00000000
-5.65182591,2.64363287,0.09213716,0.12542489,0.18183484,0.73131541,0.63805618,0.35070435,1.18559162,0.00000000
-5.64582291,2.69123596,0.09719138,0.12912660,0.18641484,0.74747368,0.66229796,0.35397107,1.20735212,0.00000000
-5.63981991,2.73386273,0.10233471,0.13286414,0.19072904,0.76127540,0.68676373,0.35719431,1.22607400,0.00000000
-5.63381691,2.77147543,0.10753177,0.13667445,0.19477135,0.77264165,0.71146488,0.36040501,1.24166676,0.00000000
-5.62781391,2.80414127,0.11274259,0.14059734,0.19853992,0.78152922,0.73641440,0.36364353,1.25409516,0.00000000
-5.62181091,2.83201611,0.11792253,0.14467381,0.20203563,0.78792799,0.76162240,0.36695632,1.26337408,0.00000000
-5.61580790,2.85532635,0.12302243,0.14894446,0.20526059,0.79185780,0.78709209,0.37039245,1.26956231,0.00000000
-5.60980490,2.87435051,0.12798909,0.15344797,0.20821675,0.79336506,0.81281651,0.37400007,1.27275593,0.00000000
-5.60380190,2.88940188,0.13276591,0.15821977,0.21090481,0.79251943,0.83877637,0.37782326,1.27308173,0.00000000
-5.59779890,2.90081333,0.13729401,0.16329091,0.21332339,0.78941079,0.86493905,0.38189930,1.27069121,0.00000000
-5.59179590,2.90892509,0.14151347,0.16868723,0.21546874,0.78414665,0.89125879,0.38625661,1.26575542,0.00000000
-5.58579290,2.91407577,0.14536494,0.17442869,0.21733468,0.77685006,0.91767799,0.39091342,1.25846079,0.00000000
-5.57978989,2.91659656,0.14879132,0.18052898,0.21891318,0.76765797,0.94412935,0.39587712,1.24900599,0.00000000
-5.57378689,2.91680816,0.15173961,0.18699522,0.22019506,0.75671998,0.97053838,0.40114432,1.23759959,0.00000000
-5.56778389,2.91501962,0.15416273,0.19382783,0.22117113,0.74419724,0.99682607,0.40670137,1.22445836,0.00000000
-5.56178089,2.91152811,0.15602123,0.20102029,0.22183341,0.73026145,1.02291108,0.41252529,1.20980573,0.00000000
-5.55577789,2.90661852,0.15728476,0.20855893,0.22217634,0.71509347,1.04871108,0.41858479,1.19387016,0.00000000
-5.54977489,2.90056183,0.15793331,0.21642253,0.22219792,0.69888166,1.07414301,0.42484127,1.17688290,0.00000000
-5.54377189,2.89361143,0.15795799,0.22458180,0.22190060,0.68181953,1.09912175,0.43124964,1.15907497,0.00000000
-5.53776888,2.88599687,0.15736138,0.23299864,0.22129183,0.66410271,1.12355743,0.43775869,1.14067312,0.00000000
-5.53176588,2.87791469,0.15615745,0.24162532,0.22038419,0.64592536,1.14735129,0.44431109,1.12189471,0.00000000
-5.52576288,2.86951684,0.15437094,0.25040355,0.21919505,0.62747582,1.17039033,0.45084295,1.10294166,0.00000000
-5.51975988,2.86089711,0.15203633,0.25926359,0.21774583,0.60893195,1.19254144,0.45728301,1.08399370,0.00000000
-5.51375688,2.85207676,0.14919642,0.26812351,0.21606085,0.59045624,1.21364520,0.46355154,1.06520135,0.00000000
-5.50775388,2.84299064,0.14590059,0.27688875,0.21416583,0.57219111,1.23351049,0.46955924,1.04667915,0.00000000
-5.50175088,2.83347526,0.14220287,0.28545215,0.21208624,0.55425455,1.25191018,0.47520630,1.02849970,0.00000000
-5.49574787,2.82326048,0.13815991,0.29369446,0.20984563,0.53673669,1.26857891,0.48038181,1.01068903,0.00000000
-5.48974487,2.81196609,0.13382898,0.30148571,0.20746395,0.51969737,1.28321338,0.48496389,0.99322398,0.00000000
-5.48374187,2.79910456,0.12926606,0.30868716,0.20495626,0.50316510,1.29547566,0.48882058,0.97603188,0.00000000
-5.47773887,2.78409065,0.12452427,0.31515413,0.20233174,0.48713750,1.30499975,0.49181168,0.95899289,0.00000000
-5.47173587,2.76625824,0.11965245,0.32073960,0.19959320,0.47158332,1.31140127,0.49379171,0.94194516,0.00000000
-5.46573287,2.74488416,0.11469426,0.32529836,0.19673723,0.45644601,1.31429029,0.49461375,0.92469263,0.00000000
-5.45972986,2.71921818,0.10968755,0.32869178,0.19375490,0.44164868,1.31328650,0.49413431,0.90701529,0.00000000
-5.45372686,2.68851795,0.10466420,0.33079280,0.19063313,0.42710017,1.30803617,0.49221875,0.88868144,0.00000000
-5.44772386,2.65208725,0.09965023,0.33149105,0.18735664,0.41270200,1.29823002,0.48874731,0.86946128,0.00000000
-5.44172086,2.60931538,0.09466637,0.33069771,0.18391028,0.39835575,1.28362085,0.48362115,0.84914129,0.00000000
-5.43571786,2.55971577,0.08972872,0.32834995,0.18028191,0.38397050,1.26404006,0.47676817,0.82753838,0.00000000
-5.42971486,2.50296149,0.08484967,0.32441467,0.17646533,0.36946992,1.23941187,0.46814835,0.80451329,0.00000000
-5.42371186,2.43891559,0.08003891,0.31889124,0.17246341,0.35479860,1.20976448,0.45775803,0.77998234,0.00000000
-5.41770885,2.36765470,0.07530441,0.31181319,0.16829105,0.33992741,1.17523733,0.44563313,0.75392704,0.00000000
-5.41170585,2.28948432,0.07065336,0.30324865,0.16397788,0.32485741,1.13608404,0.43185086,0.72640085,0.00000000
-5.40570285,2.20494509,0.06609299,0.29329949,0.15957060,0.30962241,1.09267062,0.41652990,0.69753303,0.00000000
-5.39969985,2.11480948,0.06163120,0.28209920,0.15513470,0.29428987,1.04546918,0.39982894,0.66752920,0.00000000
-5.39369685,2.02006920,0.05727696,0.26980965,0.15075559,0.27896028,0.99504725,0.38194372,0.63666863,0.00000000
-5.38769385,1.92191384,0.05304059,0.25661676,0.14653888,0.26376499,0.94205325,0.36310254,0.60529861,0.00000000
-5.38169085,1.82170184,0.04893371,0.24272536,0.14260997,0.24886276,0.88719895,0.34356054,0.57382600,0.00000000
-5.37568784,1.72092510,0.04496912,0.22835351,0.13911270,0.23443517,0.83123960,0.32359305,0.54270646,0.00000000
-5.36968484,1.62116882,0.04116040,0.21372639,0.13620718,0.22068109,0.77495280,0.30348819,0.51243188,0.00000000
-5.36368184,1.52406829,0.03752152,0.19907019,0.13406681,0.20781053,0.71911704,0.28353912,0.48351651,0.00000000
-5.35767884,1.43126416,0.03406628,0.18460617,0.13287448,0.19603811,0.66449080,0.26403630,0.45648233,0.00000000
-5.35167584,1.34435807,0.03080775,0.17054502,0.13281805,0.18557635,0.61179305,0.24525987,0.43184415,0.00000000
-5.34567284,1.26486976,0.02775777,0.15708196,0.13408518,0.17662900,0.56168591,0.22747268,0.41009490,0.00000000
-5.33966983,1.19419708,0.02492641,0.14439238,0.13685766,0.16938470,0.51475984,0.21091396,0.39169165,0.00000000
-5.33366683,1.13357984,0.02232160,0.13262846,0.14130531,0.16401098,0.47152199,0.19579394,0.37704251,0.00000000
-5.32766383,1.08406830,0.01994879,0.12191658,0.14757968,0.16064882,0.43238763,0.18228939,0.36649484,0.00000000
-5.32166083,1.04649686,0.01781077,0.11235568,0.15580767,0.15940788,0.39767487,0.17054038,0.36032497,0.00000000
-5.31565783,1.02146334,0.01590757,0.10401641,0.16608532,0.16036249,0.36760255,0.16064801,0.35872965,0.00000000
-5.30965483,1.00931422,0.01423655,0.09694121,0.17847208,0.16354847,0.34229101,0.15267329,0.36181939,0.00000000
-5.30365183,1.01013593,0.01279246,0.09114501,0.19298561,0.16896086,0.32176561,0.14663705,0.36961389,0.00000000
-5.29764882,1.02375250,0.01156777,0.08661667,0.20959768,0.17655271,0.30596255,0.14252079,0.38203969,0.00000000
-5.29164582,1.04972959,0.01055295,0.08332097,0.22823115,0.18623495,0.29473670,0.14026855,0.39893023,0.00000000
-5.28564282,1.08738503,0.00973684,0.08120108,0.24875852,0.19787749,0.28787116,0.13978952,0.42002841,0.00000000
-5.27963982,1.13580608,0.00910713,0.08018141,0.27100218,0.21131153,0.28508817,0.14096145,0.44499194,0.00000000
-5.27363682,1.19387319,0.00865079,0.08017078,0.29473653,0.22633327,0.28606109,0.14363483,0.47340131,0.00000000
-5.26763382,1.26029034,0.00835456,0.08106586,0.31969218,0.24270895,0.29042723,0.14763757,0.50477066,0.00000000
-5.26163082,1.33362164,0.00820543,0.08275479,0.34556220,0.26018127,0.29780125,0.15278034,0.53856138,0.00000000
-5.25562781,1.41233351,0.00819112,0.08512085,0.37201040,0.27847707,0.30778884,0.15886227,0.57419816,0.00000000
-5.24962481,1.49484194,0.00830052,0.08804628,0.39868143,0.29731611,0.32000053,0.16567708,0.61108742,0.00000000
-5.24362181,1.57956343,0.00852407,0.09141597,0.42521248,0.31642081,0.33406520,0.17301931,0.64863746,0.00000000
-5.23761881,1.66496835,0.00885418,0.09512113,0.45124607,0.33552662,0.34964308,0.18069071,0.68627972,0.00000000
-5.23161581,1.74963488,0.00928550,0.09906268,0.47644358,0.35439254,0.36643786,0.18850649,0.72349061,0.00000000
-5.22561281,1.83230151,0.00981516,0.10315441,0.50049872,0.37281155,0.38420745,0.19630120,0.75981266,0.00000000
-5.21960980,1.91191590,0.01044295,0.10732573,0.52315048,0.39062027,0.40277305,0.20393416,0.79487440,0.00000000
-5.21360680,1.98767764,0.01117140,0.11152380,0.54419475,0.40770742,0.42202605,0.21129412,0.82840767,0.00000000
-5.20760380,2.05907274,0.01200570,0.11571523,0.56349396,0.42402057,0.44193227,0.21830293,0.86026141,0.00000000
-5.20160080,2.12589765,0.01295364,0.11988686,0.58098412,0.43957068,0.46253337,0.22491809,0.89041108,0.00000000
-5.19559780,2.18827082,0.01402533,0.12404588,0.59667878,0.45443398,0.48394486,0.23113399,0.91896279,0.00000000
-5.18959480,2.24663064,0.01523288,0.12821899,0.61066934,0.46875090,0.50635072,0.23698168,0.94615157,0.00000000
-5.18359180,2.30171885,0.01658990,0.13245079,0.62312176,0.48272188,0.52999449,0.24252714,0.97233344,0.00000000
-5.17758879,2.35454919,0.01811099,0.13680115,0.63426932,0.49659992,0.55516694,0.24786807,0.99797117,0.00000000
-5.17158579,2.40636213,0.01981109,0.14134196,0.64440185,0.51068013,0.58219067,0.25312927,1.02361406,0.00000000
-5.16558279,2.45856689,0.02170475,0.14615296,0.65385162,0.52528643,0.61140212,0.25845667,1.04987234,0.00000000
-5.15957979,2.51267304,0.02380542,0.15131724,0.66297666,0.54075595,0.64313154,0.26401046,1.07738710,0.00000000
-5.15357679,2.57021443,0.02612466,0.15691616,0.67214205,0.55742177,0.67768202,0.26995729,1.10679704,0.00000000
-5.14757379,2.63266884,0.02867142,0.16302431,0.68170028,0.57559468,0.71530825,0.27646217,1.13870351,0.00000000
-5.14157079,2.70137715,0.03145133,0.16970439,0.69197157,0.59554483,0.75619628,0.28368022,1.17363550,0.00000000
-5.13556778,2.77746604,0.03446613,0.17700263,0.70322516,0.61748430,0.80044530,0.29174884,1.21201640,0.00000000
-5.12956478,2.86177813,0.03771310,0.18494465,0.71566268,0.64155126,0.84805250,0.30078051,1.25413427,0.00000000
-5.12356178,2.95481335,0.04118480,0.19353231,0.72940447,0.66779691,0.89890198,0.31085663,1.30011718,0.00000000
-5.11755878,3.05668471,0.04486876,0.20274149,0.74447970,0.69617566,0.95275848,0.32202277,1.34991534,0.00000000
-5.11155578,3.16709126,0.04874750,0.21252119,0.76082081,0.72653944,1.00926666,0.33428544,1.40329090,0.00000000
-5.10555278,3.28530977,0.05279866,0.22279385,0.77826285,0.75863646,1.06795599,0.34761058,1.45981635,0.00000000
-5.09954977,3.41020616,0.05699523,0.23345709,0.79654762,0.79211474,1.12825155,0.36192386,1.51888200,0.00000000
-5.09354677,3.54026644,0.06130606,0.24438669,0.81533276,0.82653028,1.18949018,0.37711266,1.57971220,0.00000000
-5.08754377,3.67364578,0.06569630,0.25544083,0.83420511,0.86135977,1.25094157,0.39302973,1.64138993,0.00000000
-5.08154077,3.80823375,0.07012814,0.26646530,0.85269794,0.89601730,1.31183321,0.40949814,1.70288867,0.00000000
-5.07553777,3.94173247,0.07456145,0.27729948,0.87031107,0.92987431,1.37137806,0.42631743,1.76311011,0.00000000
-5.06953477,4.07174394,0.07895451,0.28778283,0.88653295,0.96228197,1.42880362,0.44327048,1.82092600,0.00000000
-5.06353177,4.19586236,0.08326472,0.29776150,0.90086351,0.99259491,1.48338096,0.46013075,1.87522211,0.00000000
-5.05752876,4.31176684,0.08744930,0.30709476,0.91283673,1.02019524,1.53445202,0.47666966,1.92494213,0.00000000
-5.05152576,4.41731006,0.09146590,0.31566087,0.92204168,1.04451569,1.58145402,0.49266351,1.96912957,0.00000000
-5.04552276,4.51059866,0.09527314,0.32336219,0.92814109,1.06506078,1.62393943,0.50789988,2.00696536,0.00000000
-5.03951976,4.59006155,0.09883116,0.33012902,0.93088648,1.08142511,1.66159066,0.52218310,2.03779962,0.00000000
-5.03351676,4.65450321,0.10210196,0.33592229,0.93012917,1.09330777,1.69422857,0.53533857,2.06117598,0.00000000
-5.02751376,4.70313971,0.10504983,0.34073464,0.92582672,1.10052254,1.72181453,0.54721600,2.07684743,0.00000000
-5.02151076,4.73561633,0.10764165,0.34459004,0.91804452,1.10300312,1.74444584,0.55769133,2.08478298,0.00000000
-5.01550775,4.75200646,0.10984722,0.34754191,0.90695259,1.10080356,1.76234501,0.56666755,2.08516521,0.00000000
-5.00950475,4.75279266,0.11163958,0.34966985,0.89281790,1.09409381,1.77584343,0.57407436,2.07837872,0.00000000
-5.00350175,4.73883137,0.11299533,0.35107512,0.87599257,1.08315089,1.78536048,0.57986706,2.06499059,0.00000000
-4.99749875,4.71130383,0.11389506,0.35187521,0.85689878,1.06834605,1.79137924,0.58402463,2.04572367,0.00000000
-4.99149575,4.67165602,0.11432373,0.35219772,0.83601115,1.05012887,1.79442017,0.58654742,2.02142439,0.00000000
-4.98549275,4.62153115,0.11427117,0.35217385,0.81383739,1.02900903,1.79501413,0.58745458,1.99302669,0.00000000
-4.97948974,4.56269816,0.11373257,0.35193194,0.79089834,1.00553670,1.79367622,0.58678145,1.96151379,0.00000000
-4.97348674,4.49697983,0.11270897,0.35159126,0.76770817,0.98028262,1.79088157,0.58457712,1.92787971,0.00000000
-4.96748374,4.42618381,0.11120779,0.35125640,0.74475562,0.95381863,1.78704434,0.58090226,1.89309215,0.00000000
-4.96148074,4.35203955,0.10924323,0.35101253,0.72248719,0.92669965,1.78250076,0.57582737,1.85805853,0.00000000
-4.95547774,4.27614370,0.10683664,0.35092171,0.70129260,0.89944781,1.77749686,0.56943151,1.82359622,0.00000000
-4.94947474,4.19991594,0.10401677,0.35102034,0.68149337,0.87253933,1.77218122,0.56180139,1.79040841,0.00000000
-4.94347174,4.12456654,0.10081986,0.35131796,0.66333453,0.84639449,1.76660286,0.55303100,1.75906617,0.00000000
-4.93746873,4.05107649,0.09728959,0.35179729,0.64697979,0.82137124,1.76071405,0.54322160,1.72999734,0.00000000
-4.93146573,3.98019035,0.09347685,0.35241547,0.63251014,0.79776214,1.75437782,0.53248195,1.70348230,0.00000000
-4.92546273,3.91242144,0.08943929,0.35310652,0.61992574,0.77579491,1.74737930,0.52092889,1.67965670,0.00000000
-4.91945973,3.84806855,0.08524080,0.35378475,0.60915082,0.75563621,1.73944057,0.50868795,1.65852057,0.00000000
-4.91345673,3.78724286,0.08095076,0.35434900,0.60004130,0.73739828,1.73023787,0.49589405,1.63995331,0.00000000
-4.90745373,3.72990347,0.07664320,0.35468749,0.59239465,0.72114802,1.71942068,0.48269223,1.62373379,0.00000000
-4.90145073,3.67589972,0.07239588,0.35468313,0.58596156,0.70691791,1.70663155,0.46923821,1.60956440,0.00000000
-4.89544772,3.62501795,0.06828926,0.35421896,0.58045874,0.69471823,1.69152606,0.45569880,1.59709803,0.00000000
-4.88944472,3.57703071,0.06440551,0.35318359,0.57558259,0.68454969,1.67379207,0.44225212,1.58596683,0.00000000
-4.88344172,3.53174577,0.06082740,0.35147643,0.57102290,0.67641607,1.65316759,0.42908750,1.57581125,0.00000000
-4.87743872,3.48905268,0.05763729,0.34901245,0.56647621,0.67033587,1.62945665,0.41640502,1.56630825,0.00000000
-4.87143572,3.44896439,0.05491603,0.34572635,0.56165836,0.66635251,1.60254251,0.40441455,1.55719730,0.00000000
-4.86543272,3.41165170,0.05274195,0.34157596,0.55631563,0.66454232,1.57239803,0.39333439,1.54830287,0.00000000
-4.85942971,3.37746844,0.05118971,0.33654483,0.55023427,0.66501989,1.53909246,0.38338911,1.53955247,0.00000000
-4.85342671,3.34696546,0.05032920,0.33064369,0.54324791,0.66794017,1.50279469,0.37480692,1.53098896,0.00000000
-4.84742371,3.32089225,0.05022438,0.32391103,0.53524274,0.67349710,1.46377265,0.36781601,1.52277671,0.00000000
-4.84142071,3.30018494,0.05093193,0.31641252,0.52616020,0.68191863,1.42238873,0.36264033,1.51520072,0.00000000
-4.83541771,3.28594055,0.05249992,0.30823932,0.51599727,0.69345802,1.37909148,0.35949433,1.50865869,0.00000000
-4.82941471,3.27937757,0.05496633,0.29950548,0.50480419,0.70838159,1.33440358,0.35857700,1.50364597,0.00000000
-4.82341171,3.28178405,0.05835744,0.29034426,0.49268001,0.72695342,1.28890656,0.36006519,1.50073389,0.00000000
-4.81740870,3.29445464,0.06268622,0.28090380,0.47976600,0.74941747,1.24322267,0.36410633,1.50054206,0.00000000
-4.81140570,3.31861916,0.06795066,0.27134194,0.46623740,0.77597782,1.19799448,0.37081085,1.50370590,0.00000000
-4.80540270,3.35536565,0.07413222,0.26182072,0.45229385,0.80677810,1.15386298,0.38024451,1.51084056,0.00000000
-4.79939970,3.40556143,0.08119437,0.25250052,0.43814897,0.84188097,1.11144509,0.39242103,1.52250305,0.00000000
-4.79339670,3.46977622,0.08908137,0.24353423,0.42401965,0.88124889,1.07131121,0.40729542,1.53915427,0.00000000
-4.78739370,3.54821126,0.09771755,0.23506162,0.41011553,0.92472722,1.03396406,0.42475839,1.56112279,0.00000000
-4.78139070,3.64063879,0.10700687,0.22720410,0.39662911,0.97203090,0.99981952,0.44463230,1.58857250,0.00000000
-4.77538769,3.74635554,0.11683324,0.22006023,0.38372706,1.02273556,0.96919044,0.46666903,1.62147568,0.00000000
-4.76938469,3.86415383,0.12706140,0.21370204,0.37154305,1.07627410,0.94227409,0.49055007,1.65959331,0.00000000
-4.76338169,3.99231273,0.13753862,0.20817238,0.36017242,1.13193912,0.91914398,0.51588926,1.70246396,0.00000000
-4.75737869,4.12861140,0.14809707,0.20348348,0.34966890,1.18889191,0.89974649,0.54223811,1.74940199,0.00000000
-4.75137569,4.27036504,0.15855708,0.19961661,0.34004350,1.24617766,0.88390239,0.56909391,1.79950600,0.00000000
-4.74537269,4.41448332,0.16873097,0.19652311,0.33126552,1.30274696,0.87131350,0.59591048,1.85167711,0.00000000
-4.73936968,4.55754967,0.17842759,0.19412654,0.32326556,1.35748276,0.86157401,0.62211129,1.90464707,0.00000000
-4.73336668,4.69591881,0.18745727,0.19232590,0.31594039,1.40923198,0.85418625,0.64710455,1.95701490,0.00000000
-4.72736368,4.82582878,0.19563712,0.19099994,0.30915923,1.45684055,0.84858005,0.67029980,2.00729093,0.00000000
-4.72136068,4.94352303,0.20279631,0.19001203,0.30277121,1.49919047,0.84413494,0.69112537,2.05394629,0.00000000
-4.71535768,5.04537742,0.20878135,0.18921583,0.29661349,1.53523726,0.84020434,0.70904595,2.09546593,0.00000000
-4.70935468,5.12802651,0.21346087,0.18846105,0.29051972,1.56404638,0.83614041,0.72357959,2.13040274,0.00000000
-4.70335168,5.18848382,0.21672992,0.18759939,0.28432830,1.58482668,0.83131889,0.73431340,2.15743055,0.00000000
-4.69734867,5.22425046,0.21851335,0.18649027,0.27789022,1.59695974,0.82516250,0.74091719,2.17539355,0.00000000
-4.69134567,5.23340752,0.21876834,0.18500610,0.27107590,1.60002346,0.81716217,0.74315452,2.18335018,0.00000000
-4.68534267,5.21468816,0.21748576,0.18303694,0.26378107,1.59380912,0.80689531,0.74089059,2.18060934,0.00000000
-4.67933967,5.16752627,0.21469042,0.18049437,0.25593118,1.57833095,0.79404023,0.73409669,2.16675765,0.00000000
-4.67333667,5.09207988,0.21044011,0.17731442,0.24748444,1.55382799,0.77838646,0.72285096,2.14167650,0.00000000
-4.66733367,4.98922875,0.20482354,0.17345944,0.23843345,1.52075810,0.75984067,0.70733547,2.10554837,0.00000000
-4.66133067,4.86054636,0.19795720,0.16891903,0.22880533,1.47978455,0.73842803,0.68782984,2.05885226,0.00000000
-4.65532766,4.70824845,0.18998144,0.16370989,0.21866064,1.43175580,0.71428939,0.66470167,2.00234875,0.00000000
-4.64932466,4.53512049,0.18105573,0.15787475,0.20809110,1.37767944,0.68767443,0.63839420,1.93705535,0.00000000
-4.64332166,4.34442785,0.17135355,0.15148042,0.19721651,1.31869147,0.65893147,0.60941188,1.86421358,0.00000000
