energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92196098,3.80671196,-3.86131567,0.93335825,-0.93131604,2.39844958,-2.39185122,0.00332827,-0.00342033,0.26680343,-0.28676921,1.04105441,-1.03544707,0.42943630,-0.45063007,0.03789187,-0.03724703,0.48062325,-0.51959134
-5.91595798,3.76627668,-3.81324691,0.93563848,-0.92263624,2.37560207,-2.36248061,0.00342256,-0.00347882,0.26133675,-0.28408507,1.04112208,-1.03491058,0.42150065,-0.44627919,0.03743929,-0.03673326,0.47491892,-0.50993339
-5.90995498,3.73361618,-3.77240970,0.94111189,-0.91741426,2.35735350,-2.33786935,0.00353876,-0.00355730,0.25609475,-0.28130921,1.04403540,-1.03641810,0.41419036,-0.44204672,0.03698857,-0.03623497,0.47076305,-0.50173875
-5.90395198,3.70930766,-3.73949026,0.94977657,-0.91576540,2.34407110,-2.31846529,0.00367910,-0.00365758,0.25116595,-0.27849514,1.05012488,-1.04031391,0.40759509,-0.43798640,0.03654491,-0.03575587,0.46817473,-0.49511699
-5.89794897,3.69371933,-3.71496050,0.96156454,-0.91773828,2.33599411,-2.30458117,0.00384577,-0.00378153,0.24662823,-0.27568946,1.05963378,-1.04688728,0.40178847,-0.43413721,0.03611290,-0.03529866,0.46713788,-0.49013798
-5.89194597,3.68700872,-3.69907875,0.97634007,-0.92331314,2.33323259,-2.29639459,0.00404093,-0.00393109,0.24254766,-0.27293171,1.07270814,-1.05636269,0.39682785,-0.43052433,0.03569640,-0.03486523,0.46760295,-0.48683135
-5.88594297,3.68912749,-3.69189701,0.99390026,-0.93240190,2.33577048,-2.29395211,0.00426664,-0.00410825,0.23897757,-0.27025447,1.08938995,-1.06889154,0.39275456,-0.42716078,0.03529855,-0.03445678,0.46948956,-0.48518731
-5.87993997,3.69983250,-3.69327407,1.01397794,-0.94484977,2.34347245,-2.29717718,0.00452481,-0.00431498,0.23595807,-0.26768370,1.10961378,-1.08454563,0.38959451,-0.42404940,0.03492168,-0.03407397,0.47269012,-0.48515859
-5.87393697,3.71870229,-3.70289374,1.03624696,-0.96043870,2.35609428,-2.30588127,0.00481718,-0.00455325,0.23351592,-0.26523920,1.13320701,-1.10331279,0.38735914,-0.42118510,0.03456733,-0.03371703,0.47707404,-0.48666351
-5.86793397,3.74515821,-3.72028693,1.06032951,-0.97889239,2.37329595,-2.31977766,0.00514524,-0.00482496,0.23166468,-0.26293525,1.15989389,-1.12509478,0.38604658,-0.41855733,0.03423619,-0.03338588,0.48249256,-0.48959003
-5.86193097,3.77848905,-3.74485661,1.08580550,-0.99988295,2.39465703,-2.33849695,0.00551018,-0.00513186,0.23040529,-0.26078120,1.18930315,-1.14970781,0.38564310,-0.41615249,0.03392816,-0.03308023,0.48878383,-0.49380056
-5.85592796,3.81787797,-3.77590427,1.11222325,-1.02303871,2.41969325,-2.36160370,0.00591286,-0.00547552,0.22972687,-0.25878221,1.22097899,-1.17688562,0.38612449,-0.41395612,0.03364236,-0.03279958,0.49577805,-0.49913724
-5.84992496,3.86243046,-3.81265675,1.13911139,-1.04795317,2.44787374,-2.38861330,0.00635369,-0.00585723,0.22960785,-0.25693987,1.25439493,-1.20628520,0.38745760,-0.41195494,0.03337712,-0.03254330,0.50330255,-0.50542761
-5.84392196,3.91120203,-3.85429218,1.16599122,-1.07419462,2.47863794,-2.41900826,0.00683265,-0.00627794,0.23001717,-0.25525280,1.28897008,-1.23749494,0.38960173,-0.41013837,0.03313012,-0.03231059,0.51118646,-0.51249031
-5.83791896,3.96322441,-3.89996403,1.19238902,-1.10131607,2.51141147,-2.45225334,0.00734919,-0.00673816,0.23091576,-0.25371723,1.32408689,-1.27004512,0.39250981,-0.40849969,0.03289839,-0.03210044,0.51926486,-0.52014054
-5.83191596,4.01752919,-3.94882223,1.21784797,-1.12886513,2.54562030,-2.48780876,0.00790219,-0.00723793,0.23225793,-0.25232746,1.35910987,-1.30342016,0.39612942,-0.40703665,0.03267843,-0.03191160,0.52738226,-0.52819524
-5.82591296,4.07316791,-4.00003081,1.24193885,-1.15639350,2.58070267,-2.52514108,0.00848991,-0.00777667,0.23399284,-0.25107631,1.39340424,-1.33707242,0.40040349,-0.40575159,0.03246629,-0.03174248,0.53539534,-0.53647755
-5.81990995,4.12922807,-4.05278137,1.26426939,-1.18346558,2.61611830,-2.56373145,0.00910998,-0.00835317,0.23606580,-0.24995546,1.42635380,-1.37043683,0.40527065,-0.40465104,0.03225766,-0.03159113,0.54317468,-0.54482067
-5.81390695,4.18484443,-4.10630224,1.28449175,-1.20966606,2.65135480,-2.60308097,0.00975936,-0.00896553,0.23841947,-0.24895567,1.45737715,-1.40294586,0.41066535,-0.40374491,0.03204799,-0.03145510,0.55060582,-0.55307073
-5.80790395,4.23920571,-4.15986322,1.30230785,-1.23460607,2.68593104,-2.64271314,0.01043433,-0.00961109,0.24099486,-0.24806709,1.48594178,-1.43404416,0.41651756,-0.40304525,0.03183257,-0.03133143,0.55758930,-0.56108880
-5.80190095,4.29155670,-4.21277618,1.31747263,-1.25792789,2.71939787,-2.68217376,0.01113050,-0.01028643,0.24373204,-0.24727928,1.51157520,-1.46320239,0.42275236,-0.40256466,0.03160665,-0.03121657,0.56404002,-0.56875200
-5.79589795,4.34119642,-4.26439198,1.32979491,-1.27930807,2.75133633,-2.72102832,0.01184284,-0.01098734,0.24657070,-0.24658137,1.53387303,-1.48992944,0.42928922,-0.40231461,0.03136550,-0.03110638,0.56988594,-0.57595363
-5.78989495,4.38747290,-4.31409442,1.33913630,-1.29845891,2.78135394,-2.75885760,0.01256568,-0.01170886,0.24945043,-0.24596200,1.55250368,-1.51378284,0.43604134,-0.40230352,0.03110453,-0.03099612,0.57506621,-0.58260255
-5.78389195,4.42977565,-4.36129195,1.34540811,-1.31512866,2.80907969,-2.79525197,0.01329282,-0.01244529,0.25231079,-0.24540922,1.56720968,-1.53437678,0.44291499,-0.40253485,0.03081935,-0.03088049,0.57952911,-0.58862181
-5.77788894,4.46752693,-4.40540829,1.34856682,-1.32910033,2.83415840,-2.82980514,0.01401755,-0.01319028,0.25509129,-0.24491039,1.57780599,-1.55138767,0.44980900,-0.40300541,0.03050582,-0.03075366,0.58322968,-0.59394682
-5.77188594,4.50017289,-4.44587290,1.34860830,-1.34018971,2.85624522,-2.86210798,0.01473278,-0.01393689,0.25773128,-0.24445190,1.58417545,-1.56455700,0.45661459,-0.40370370,0.03016010,-0.03060940,0.58612755,-0.59852304
-5.76588294,4.52717590,-4.48211245,1.34556141,-1.34824263,2.87500100,-2.89174331,0.01543111,-0.01467768,0.26016979,-0.24401890,1.58626219,-1.57369169,0.46321559,-0.40460866,0.02977872,-0.03044119,0.58818492,-0.60230367
-5.75987994,4.54800907,-4.51354420,1.33948128,-1.35313212,2.89008919,-2.91828223,0.01610497,-0.01540487,0.26234555,-0.24359502,1.58406339,-1.57866206,0.46948922,-0.40568879,0.02935860,-0.03024233,0.58936500,-0.60524719
-5.75387694,4.56215390,-4.53957237,1.33044285,-1.35475553,2.90117490,-2.94128265,0.01674675,-0.01611043,0.26419708,-0.24316200,1.57762025,-1.57939782,0.47530743,-0.40690169,0.02889708,-0.03000616,0.58963094,-0.60731531
-5.74787394,4.56910173,-4.55958802,1.31853506,-1.35303214,2.90792634,-2.96029044,0.01734892,-0.01678625,0.26566304,-0.24269942,1.56700882,-1.57588246,0.48053881,-0.40819408,0.02839194,-0.02972618,0.58894538,-0.60847113
-5.74187094,4.56835939,-4.57297307,1.30385594,-1.34790151,2.91001904,-2.97484353,0.01790419,-0.01742432,0.26668290,-0.24218445,1.55233140,-1.56814661,0.48505121,-0.40950245,0.02784144,-0.02939630,0.58727072,-0.60867796
-5.73586793,4.55945907,-4.57910870,1.28650895,-1.33932263,2.90714270,-2.98447908,0.01840566,-0.01801682,0.26719779,-0.24159172,1.53370897,-1.55626088,0.48871487,-0.41075414,0.02724437,-0.02901095,0.58456997,-0.60789864
-5.72986493,4.54197202,-4.57738793,1.26660069,-1.32727420,2.89901046,-2.98874352,0.01884691,-0.01855635,0.26715182,-0.24089336,1.51127529,-1.54032866,0.49140597,-0.41186906,0.02660003,-0.02856535,0.58080833,-0.60609561
-5.72386193,4.51552559,-4.56723217,1.24423997,-1.31175584,2.88537019,-2.98720516,0.01922221,-0.01903602,0.26649345,-0.24005919,1.48517276,-1.52047951,0.49301058,-0.41276184,0.02590832,-0.02805561,0.57595519,-0.60323159
-5.71785893,4.47982241,-4.54811090,1.21953824,-1.29279027,2.86601706,-2.97946895,0.01952656,-0.01944963,0.26517729,-0.23905712,1.45555027,-1.49686333,0.49342872,-0.41334443,0.02516973,-0.02747893,0.56998655,-0.59927090
-5.71185593,4.43466065,-4.51956372,1.19261111,-1.27042620,2.84080663,-2.96519244,0.01975587,-0.01979174,0.26316585,-0.23785387,1.42256300,-1.46964585,0.49257833,-0.41352917,0.02438543,-0.02683372,0.56288766,-0.59418134
-5.70585293,4.37995389,-4.48122352,1.16358076,-1.24474172,2.80966762,-2.94410234,0.01990700,-0.02005784,0.26043144,-0.23641580,1.38637391,-1.43900542,0.49039907,-0.41323194,0.02355723,-0.02611965,0.55465568,-0.58793639
-5.69984992,4.31574917,-4.43283954,1.13257889,-1.21584776,2.77261335,-2.91601056,0.01997785,-0.02024437,0.25695784,-0.23471006,1.34715649,-1.40513117,0.48685546,-0.41237564,0.02268768,-0.02533780,0.54530216,-0.58051779
-5.69384692,4.24224172,-4.37429884,1.09974981,-1.18389138,2.72975094,-2.88082894,0.01996739,-0.02034881,0.25274193,-0.23270590,1.30509853,-1.36822259,0.48193951,-0.41089352,0.02178003,-0.02449059,0.53485513,-0.57191811
-5.68784392,4.15978510,-4.30564502,1.06525336,-1.14905840,2.68128757,-2.83858153,0.01987569,-0.02036971,0.24779479,-0.23037611,1.26040619,-1.32849019,0.47567231,-0.40873245,0.02083827,-0.02358183,0.52336072,-0.56214323
-5.68184092,4.06889571,-4.22709274,1.02926718,-1.11157503,2.62753294,-2.78941379,0.01970393,-0.02030669,0.24214256,-0.22769853,1.21330790,-1.28615692,0.46810469,-0.40585586,0.01986705,-0.02261662,0.51088402,-0.55121458
-5.67583792,3.97025086,-4.13903701,0.99198823,-1.07170823,2.56889775,-2.73359785,0.01945432,-0.02016045,0.23582664,-0.22465760,1.16405768,-1.24146020,0.45931673,-0.40224620,0.01887173,-0.02160129,0.49750921,-0.53917089
-5.66983492,3.86468001,-4.04205645,0.95363311,-1.02976460,2.50588776,-2.67153335,0.01913011,-0.01993274,0.22890341,-0.22124570,1.11293733,-1.19465390,0.44941613,-0.39790681,0.01785825,-0.02054324,0.48333875,-0.52606938
-5.66383192,3.75314939,-3.93690983,0.91443716,-0.98608752,2.43909360,-2.60374372,0.01873547,-0.01962629,0.22144332,-0.21746442,1.06025713,-1.14601011,0.43853545,-0.39286310,0.01683308,-0.01945076,0.46849186,-0.51198629
-5.65782891,3.63674026,-3.82452583,0.87465230,-0.94105268,2.36917677,-2.53086762,0.01827540,-0.01924474,0.21352942,-0.21332549,1.00635505,-1.09582027,0.42682841,-0.38716280,0.01580312,-0.01833289,0.45310207,-0.49701660
-5.65182591,3.51662185,-3.70598608,0.83454359,-0.89506190,2.29685225,-2.45364593,0.01775565,-0.01879261,0.20525541,-0.20885129,0.95159413,-1.04439525,0.41446520,-0.38087541,0.01477558,-0.01719918,0.43731410,-0.48127303
-5.64582291,3.39402027,-3.58250192,0.79438484,-0.84853562,2.22286866,-2.37290475,0.01718255,-0.01827514,0.19672318,-0.20407508,0.89635828,-0.99206450,0.40162722,-0.37409065,0.01375788,-0.01605946,0.42128021,-0.46488423
-5.63981991,3.27018474,-3.45538594,0.75445324,-0.80190420,2.14798695,-2.28953496,0.01656289,-0.01769825,0.18804009,-0.19904059,0.84104659,-0.93917375,0.38850140,-0.36691605,0.01275748,-0.01492365,0.40515613,-0.44799235
-5.63381691,3.14635302,-3.32601911,0.71502361,-0.75559840,2.07295873,-2.20446933,0.01590381,-0.01706841,0.17931604,-0.19380125,0.78606654,-0.88608165,0.37527436,-0.35947362,0.01178179,-0.01380153,0.38909676,-0.43074999
-5.62781391,3.02371778,-3.19581526,0.67636245,-0.71003955,1.99850534,-2.11865814,0.01521264,-0.01639252,0.17066046,-0.18841891,0.73182640,-0.83315516,0.36212667,-0.35189585,0.01083805,-0.01270254,0.37325204,-0.41331668
-5.62181091,2.90339563,-3.06618404,0.63872215,-0.66562980,1.92529883,-2.03304437,0.01449675,-0.01567782,0.16217943,-0.18296213,0.67872727,-0.78076408,0.34922763,-0.34432105,0.00993320,-0.01163565,0.35776288,-0.39585508
-5.61580790,2.78640037,-2.93849435,0.60233576,-0.62274294,1.85394577,-1.94853955,0.01376344,-0.01493177,0.15397299,-0.17750411,0.62715520,-0.72927487,0.33673060,-0.33688842,0.00907382,-0.01060914,0.34275767,-0.37852707
-5.60980490,2.67362185,-2.81403957,0.56741263,-0.58171609,1.78497480,-1.86600137,0.01301984,-0.01416192,0.14613286,-0.17212036,0.57747386,-0.67904413,0.32476923,-0.32973277,0.00826605,-0.00963057,0.32834933,-0.36148989
-5.60380190,2.56581133,-2.69400628,0.53413511,-0.54284291,1.71882837,-1.78621402,0.01227277,-0.01337583,0.13874055,-0.16688623,0.53001801,-0.63041209,0.31345477,-0.32297948,0.00751552,-0.00870667,0.31463309,-0.34489244
-5.59779890,2.46357394,-2.57944775,0.50265644,-0.50636831,1.65585914,-1.70987203,0.01152868,-0.01258096,0.13186600,-0.16187443,0.48508816,-0.58369641,0.30287438,-0.31673972,0.00682742,-0.00784331,0.30168512,-0.32887206
-5.59179590,2.36736833,-2.47126331,0.47310007,-0.47248511,1.59633097,-1.63756823,0.01079356,-0.01178454,0.12556683,-0.15715264,0.44294660,-0.53918666,0.29309074,-0.31110620,0.00620640,-0.00704551,0.28956200,-0.31355171
-5.58579290,2.27751318,-2.37018435,0.44556014,-0.44133269,1.54042429,-1.56978638,0.01007290,-0.01099350,0.11988806,-0.15278135,0.40381484,-0.49713970,0.28414261,-0.30614977,0.00565669,-0.00631750,0.27830100,-0.29903781
-5.57978989,2.19419992,-2.27676757,0.42010319,-0.41299754,1.48824531,-1.50689841,0.00937166,-0.01021441,0.11486243,-0.14881211,0.36787254,-0.45777626,0.27604653,-0.30191694,0.00518206,-0.00566274,0.26792123,-0.28541873
-5.57378689,2.11751033,-2.19139526,0.39677086,-0.38751578,1.43983836,-1.44916642,0.00869420,-0.00945333,0.11051109,-0.14528613,0.33525775,-0.42127870,0.26879929,-0.29842852,0.00478595,-0.00508407,0.25842531,-0.27276401
-5.56778389,2.04743792,-2.11428265,0.37558325,-0.36487731,1.39520042,-1.39674896,0.00804434,-0.00871585,0.10684479,-0.14223347,0.30606839,-0.38779019,0.26238109,-0.29567941,0.00447144,-0.00458378,0.24980168,-0.26112419
-5.56178089,1.98391134,-2.04549141,0.35654275,-0.34503136,1.35429679,-1.34971116,0.00742531,-0.00800692,0.10386518,-0.13967275,0.28036451,-0.35741505,0.25675909,-0.29363959,0.00424135,-0.00416375,0.24202727,-0.25053140
-5.55577789,1.92681820,-1.98494853,0.33963792,-0.32789312,1.31707688,-1.30803797,0.00683979,-0.00733092,0.10156639,-0.13761135,0.25817141,-0.33022034,0.25189118,-0.29225622,0.00409826,-0.00382554,0.23507027,-0.24100044
-5.54977489,1.87602776,-1.93246916,0.32484719,-0.31335099,1.28348904,-1.27164958,0.00628995,-0.00669156,0.09993654,-0.13604622,0.23948287,-0.30623837,0.24772964,-0.29145678,0.00404447,-0.00357054,0.22889298,-0.23253037
-5.54377189,1.83141102,-1.88778223,0.31214204,-0.30127409,1.25349346,-1.24041818,0.00577741,-0.00609190,0.09895919,-0.13496498,0.22426461,-0.28547002,0.24422451,-0.29115294,0.00408205,-0.00339997,0.22345446,-0.22510645
-5.53776888,1.79285688,-1.85055705,0.30148948,-0.29151961,1.22707245,-1.21418496,0.00530337,-0.00553434,0.09861459,-0.13434754,0.21245741,-0.26788838,0.24132651,-0.29124518,0.00421274,-0.00331505,0.21871294,-0.21870232
-5.53176588,1.76028358,-1.82042957,0.29285352,-0.28393960,1.20423735,-1.19277641,0.00486854,-0.00502064,0.09888070,-0.13416777,0.20397992,-0.25344278,0.23898928,-0.29162757,0.00443786,-0.00331693,0.21462769,-0.21328223
-5.52576288,1.73364483,-1.79702667,0.28619579,-0.27838689,1.18503191,-1.17601895,0.00447323,-0.00455193,0.09973379,-0.13439538,0.19873079,-0.24206251,0.23717095,-0.29219278,0.00475824,-0.00340672,0.21116056,-0.20880330
-5.51975988,1.71293040,-1.77998720,0.28147503,-0.27471981,1.16953188,-1.16375119,0.00411737,-0.00412876,0.10114879,-0.13499774,0.19659022,-0.23366028,0.23583486,-0.29283680,0.00517399,-0.00358544,0.20827681,-0.20521763
-5.51375688,1.69816148,-1.76897866,0.27864569,-0.27280559,1.15784101,-1.15583305,0.00380051,-0.00375111,0.10309922,-0.13594149,0.19742084,-0.22813517,0.23494962,-0.29346320,0.00568441,-0.00385392,0.20594557,-0.20247408
-5.50775388,1.68938134,-1.76370875,0.27765577,-0.27252228,1.15008393,-1.15215139,0.00352185,-0.00341846,0.10555690,-0.13719398,0.20106801,-0.22537473,0.23448851,-0.29398676,0.00628776,-0.00421266,0.20413970,-0.20051986
-5.50175088,1.68664228,-1.76393128,0.27844409,-0.27375922,1.14639631,-1.15262190,0.00328026,-0.00312983,0.10849131,-0.13872426,0.20735973,-0.22525636,0.23442823,-0.29433619,0.00698106,-0.00466168,0.20283528,-0.19930166
-5.49574787,1.68998994,-1.76944639,0.28093719,-0.27641608,1.14691319,-1.15718729,0.00307430,-0.00288381,0.11186894,-0.14050375,0.21610624,-0.22764783,0.23474747,-0.29445599,0.00775994,-0.00520030,0.20201075,-0.19876648
-5.48974487,1.69944628,-1.78009535,0.28504639,-0.28040071,1.15175630,-1.16581199,0.00290222,-0.00267860,0.11565253,-0.14250643,0.22709973,-0.23240714,0.23542511,-0.29430726,0.00861847,-0.00582699,0.20164592,-0.19886203
-5.48374187,1.71499275,-1.79575059,0.29066500,-0.28562599,1.16102113,-1.17847385,0.00276197,-0.00251209,0.11980035,-0.14470870,0.24011424,-0.23938162,0.23643860,-0.29386754,0.00954902,-0.00653910,0.20172076,-0.19953687
-5.47773887,1.73655482,-1.81630192,0.29766632,-0.29200605,1.17476478,-1.19515348,0.00265125,-0.00238187,0.12426580,-0.14708882,0.25490611,-0.24840678,0.23776248,-0.29312978,0.01054223,-0.00733269,0.20221434,-0.20074019
-5.47173587,1.76398932,-1.84164017,0.30590238,-0.29945204,1.19299534,-1.21582211,0.00256748,-0.00228525,0.12899722,-0.14962615,0.27121523,-0.25930486,0.23936732,-0.29210067,0.01158698,-0.00820235,0.20310385,-0.20242152
-5.46573287,1.79707543,-1.87163958,0.31520392,-0.30786812,1.21566338,-1.24042870,0.00250787,-0.00221935,0.13393807,-0.15230018,0.28876717,-0.27188362,0.24121922,-0.29079827,0.01267049,-0.00914103,0.20436391,-0.20453024
-5.45972986,1.83551037,-1.90614053,0.32538163,-0.31714766,1.24265636,-1.26888757,0.00246944,-0.00218108,0.13902764,-0.15508959,0.30727650,-0.28593545,0.24327997,-0.28924948,0.01377842,-0.01014002,0.20596615,-0.20701515
-5.45372686,1.87891001,-1.94493394,0.33622868,-0.32717036,1.27379596,-1.30106711,0.00244904,-0.00216720,0.14420218,-0.15797137,0.32645121,-0.30123721,0.24550789,-0.28748730,0.01489517,-0.01118884,0.20787913,-0.20982406
-5.44772386,1.92681476,-1.98774883,0.34752469,-0.33780033,1.30883887,-1.33678080,0.00244345,-0.00217433,0.14939651,-0.16092015,0.34599829,-0.31755103,0.24785936,-0.28554835,0.01600415,-0.01227536,0.21006872,-0.21290362
-5.44172086,1.97870049,-2.03424419,0.35904097,-0.34888547,1.34748073,-1.37578117,0.00244936,-0.00219905,0.15454610,-0.16390786,0.36563040,-0.33462622,0.25029103,-0.28347058,0.01708821,-0.01338590,0.21249875,-0.21619937
-5.43571786,2.03399398,-2.08400602,0.37054684,-0.36025835,1.38936316,-1.41775718,0.00246350,-0.00223784,0.15958939,-0.16690384,0.38507332,-0.35220245,0.25276253,-0.28129161,0.01813008,-0.01450545,0.21513209,-0.21965610
-5.42971486,2.09209203,-2.13655007,0.38181685,-0.37173857,1.43408344,-1.46233569,0.00248268,-0.00228722,0.16447052,-0.16987532,0.40407407,-0.37001429,0.25523949,-0.27904767,0.01911285,-0.01561798,0.21793196,-0.22321851
-5.42371186,2.15238346,-2.19133067,0.39263860,-0.38313664,1.48120638,-1.50908685,0.00250384,-0.00234375,0.16914196,-0.17278843,0.42240922,-0.38779696,0.25769683,-0.27677313,0.02002054,-0.01670682,0.22086349,-0.22683225
-5.41770885,2.21427252,-2.24775511,0.40282069,-0.39425924,1.53027767,-1.55753357,0.00252415,-0.00240406,0.17356722,-0.17560960,0.43989309,-0.40529322,0.26012196,-0.27450084,0.02083863,-0.01775508,0.22389537,-0.23044531
-5.41170585,2.27720261,-2.30520329,0.41220067,-0.40491565,1.58083815,-1.60716455,0.00254106,-0.00246498,0.17772327,-0.17830739,0.45638543,-0.42226118,0.26251768,-0.27226303,0.02155452,-0.01874615,0.22700166,-0.23400959
-5.40570285,2.34067903,-2.36305134,0.42065238,-0.41492506,1.63243813,-1.65745033,0.00255236,-0.00252352,0.18160260,-0.18085449,0.47179812,-0.43848262,0.26490464,-0.27009275,0.02215808,-0.01966422,0.23016345,-0.23748281
-5.39969985,2.40428937,-2.42069825,0.42809239,-0.42412437,1.68465124,-1.70786157,0.00255624,-0.00257697,0.18521473,-0.18322997,0.48610047,-0.45377152,0.26732315,-0.26802563,0.02264199,-0.02049482,0.23337047,-0.24083046
-5.39369685,2.46772053,-2.47759365,0.43448532,-0.43237613,1.73708695,-1.75788853,0.00255131,-0.00262295,0.18858705,-0.18542137,0.49932286,-0.46798232,0.26983415,-0.26610194,0.02300206,-0.02122530,0.23662245,-0.24402784
-5.38769385,2.53077150,-2.53326532,0.43984756,-0.43957616,1.78940140,-1.80706080,0.00253667,-0.00265946,0.19176497,-0.18742679,0.51155834,-0.48101749,0.27251918,-0.26436850,0.02323746,-0.02184533,0.23993021,-0.24706193
-5.38169085,2.59336094,-2.58734455,0.44424931,-0.44566034,1.84130580,-1.85496590,0.00251189,-0.00268491,0.19481120,-0.18925650,0.52296198,-0.49283384,0.27547944,-0.26288048,0.02335079,-0.02234728,0.24331644,-0.24993312
-5.37568784,2.65552938,-2.63958778,0.44781477,-0.45061035,1.89257231,-1.90126594,0.00247703,-0.00269819,0.19780427,-0.19093417,0.53374796,-0.50344734,0.27883381,-0.26170271,0.02334803,-0.02272654,0.24681597,-0.25265654
-5.36968484,2.71743574,-2.68989294,0.45072037,-0.45445780,1.94303700,-1.94571103,0.00243262,-0.00269865,0.20083628,-0.19249751,0.54418425,-0.51293588,0.28271595,-0.26091053,0.02323844,-0.02298174,0.25047572,-0.25526300
-5.36368184,2.77934830,-2.73830936,0.45319111,-0.45728656,1.99259983,-1.98814877,0.00237961,-0.00268613,0.20400997,-0.19399821,0.55458515,-0.52143987,0.28727046,-0.26058984,0.02303423,-0.02311486,0.25435408,-0.25779927
-5.35767884,2.84163053,-2.78504034,0.45549507,-0.45923305,2.04122177,-2.02852904,0.00231939,-0.00266097,0.20743524,-0.19550123,0.56530176,-0.52916029,0.29264851,-0.26083653,0.02275023,-0.02313117,0.25851982,-0.26032782
-5.35167584,2.90472239,-2.83043786,0.45793627,-0.46048444,2.08891922,-2.06690371,0.00225368,-0.00262397,0.21122524,-0.19708334,0.57671083,-0.53635437,0.29900284,-0.26175497,0.02240342,-0.02303916,0.26305051,-0.26292584
-5.34567284,2.96911797,-2.87498956,0.46084620,-0.46127465,2.13575605,-2.10342123,0.00218448,-0.00257639,0.21549226,-0.19883104,0.58920226,-0.54332874,0.30648254,-0.26345593,0.02201241,-0.02285021,0.26803044,-0.26568348
