energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.08456248,-1.68779317,0.01150050,-0.00035756,0.16791248,-0.43021434,0.01670523,-0.00437420,0.00000000,-0.00000000,1.28213844,-0.67115108,0.64372993,-0.87666421,1.17072824,-0.54948123,0.00000000,-0.00000000
-5.99399700,2.14958584,-1.73038677,0.01169788,-0.00042862,0.18133766,-0.44149645,0.01714083,-0.00440075,0.00000000,-0.00000000,1.32605204,-0.69423957,0.67133776,-0.89782654,1.19809772,-0.56315525,0.00000000,-0.00000000
-5.98799400,2.21160624,-1.76844033,0.01182950,-0.00051402,0.19558617,-0.45024056,0.01750405,-0.00446437,0.00000000,-0.00000000,1.36696608,-0.71663940,0.69949254,-0.91506373,1.22208785,-0.57733858,0.00000000,-0.00000000
-5.98199100,2.26968534,-1.80166569,0.01189496,-0.00061546,0.21056945,-0.45630017,0.01778818,-0.00456641,0.00000000,-0.00000000,1.40427046,-0.73836193,0.72789621,-0.92808224,1.24218807,-0.59205942,0.00000000,-0.00000000
-5.97598799,2.32293001,-1.82992177,0.01189548,-0.00073467,0.22617594,-0.45958947,0.01798788,-0.00470790,0.00000000,-0.00000000,1.43740097,-0.75947105,0.75622755,-0.93668378,1.25795342,-0.60736426,0.00000000,-0.00000000
-5.96998499,2.37051086,-1.85322138,0.01183389,-0.00087335,0.24227019,-0.46008653,0.01809930,-0.00488963,0.00000000,-0.00000000,1.46585176,-0.78008273,0.78414524,-0.94077233,1.26901798,-0.62331781,0.00000000,-0.00000000
-5.96398199,2.41167900,-1.87173118,0.01171465,-0.00103313,0.25869283,-0.45783419,0.01812021,-0.00511210,0.00000000,-0.00000000,1.48918630,-0.80036182,0.81129146,-0.94035704,1.27510602,-0.64000124,0.00000000,-0.00000000
-5.95797899,2.44578059,-1.88576482,0.01154378,-0.00121548,0.27526132,-0.45293850,0.01805009,-0.00537555,0.00000000,-0.00000000,1.50704649,-0.82051623,0.83729620,-0.93555121,1.27604055,-0.65750902,0.00000000,-0.00000000
-5.95197599,2.47226943,-1.89576934,0.01132882,-0.00142168,0.29177164,-0.44556492,0.01789021,-0.00567995,0.00000000,-0.00000000,1.51916002,-0.84078859,0.86178219,-0.92656717,1.27174921,-0.67594426,0.00000000,-0.00000000
-5.94597299,2.49071737,-1.90230574,0.01107870,-0.00165276,0.30800104,-0.43593233,0.01764354,-0.00602495,0.00000000,-0.00000000,1.52534567,-0.86144579,0.88437085,-0.91370756,1.26226727,-0.69541289,0.00000000,-0.00000000
