energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.55274181,-0.80738727,0.00962690,-0.01004023,0.28556042,-0.18722782,0.22394482,-0.12291570,0.35857772,-0.19239208,0.04278064,-0.02938287,0.48526576,-0.18188745
-5.99399700,1.54864754,-0.86126415,0.00936716,-0.01063165,0.28038808,-0.19803661,0.22732825,-0.13109748,0.35370804,-0.20462357,0.04095993,-0.03122309,0.49283004,-0.19690151
-5.98799400,1.54223036,-0.91467020,0.00911069,-0.01119569,0.27510536,-0.20837302,0.23066553,-0.13920553,0.34822535,-0.21661505,0.03903965,-0.03300327,0.49922194,-0.21242985
-5.98199100,1.53359338,-0.96725910,0.00885899,-0.01172554,0.26978540,-0.21813248,0.23391131,-0.14718967,0.34220838,-0.22827611,0.03704397,-0.03470422,0.50436480,-0.22843708
-5.97598799,1.52281498,-1.01872300,0.00861293,-0.01221483,0.26448794,-0.22722423,0.23700961,-0.15500564,0.33573230,-0.23952699,0.03499698,-0.03630812,0.50818697,-0.24488841
-5.96998499,1.50994763,-1.06879861,0.00837289,-0.01265784,0.25925826,-0.23557386,0.23989535,-0.16261608,0.32886730,-0.25030042,0.03292225,-0.03779897,0.51062319,-0.26174911
-5.96398199,1.49501849,-1.11727133,0.00813876,-0.01304960,0.25412688,-0.24312544,0.24249647,-0.16999123,0.32167743,-0.26054279,0.03084238,-0.03916291,0.51161598,-0.27898359
-5.95797899,1.47803172,-1.16397698,0.00791012,-0.01338602,0.24910977,-0.24984286,0.24473632,-0.17710929,0.31421993,-0.27021484,0.02877866,-0.04038854,0.51111728,-0.29655412
-5.95197599,1.45897274,-1.20880093,0.00768633,-0.01366398,0.24420932,-0.25571049,0.24653655,-0.18395638,0.30654495,-0.27929153,0.02675067,-0.04146710,0.50909004,-0.31441926
-5.94597299,1.43781405,-1.25167474,0.00746663,-0.01388136,0.23941586,-0.26073304,0.24782005,-0.19052612,0.29869586,-0.28776139,0.02477610,-0.04239255,0.50550994,-0.33253206
-5.93996998,1.41452275,-1.29257022,0.00725032,-0.01403711,0.23470974,-0.26493457,0.24851421,-0.19681882,0.29070995,-0.29562504,0.02287051,-0.04316156,0.50036714,-0.35083805
-5.93396698,1.38906926,-1.33149135,0.00703684,-0.01413120,0.23006389,-0.26835671,0.24855405,-0.20284032,0.28261971,-0.30289326,0.02104727,-0.04377340,0.49366804,-0.36927324
-5.92796398,1.36143703,-1.36846439,0.00682591,-0.01416459,0.22544671,-0.27105618,0.24788533,-0.20860051,0.27445436,-0.30958449,0.01931749,-0.04422971,0.48543690,-0.38776213
-5.92196098,1.33163273,-1.40352672,0.00661763,-0.01413918,0.22082527,-0.27310166,0.24646745,-0.21411166,0.26624192,-0.31572197,0.01769012,-0.04453422,0.47571746,-0.40621604
-5.91595798,1.29969646,-1.43671507,0.00641254,-0.01405765,0.21616849,-0.27457031,0.24427599,-0.21938655,0.25801128,-0.32133072,0.01617205,-0.04469236,0.46457418,-0.42453175
-5.90995498,1.26571151,-1.46805376,0.00621171,-0.01392342,0.21145035,-0.27554377,0.24130478,-0.22443659,0.24979455,-0.32643450,0.01476832,-0.04471087,0.45209335,-0.44259061
-5.90395198,1.22981313,-1.49754369,0.00601676,-0.01374046,0.20665288,-0.27610431,0.23756752,-0.22926995,0.24162927,-0.33105288,0.01348235,-0.04459739,0.43838367,-0.46025837
-5.89794897,1.19219578,-1.52515280,0.00582988,-0.01351316,0.20176877,-0.27633084,0.23309873,-0.23388984,0.23356051,-0.33519865,0.01231624,-0.04436004,0.42357651,-0.47738558
-5.89194597,1.15311858,-1.55080840,0.00565382,-0.01324620,0.19680358,-0.27629528,0.22795406,-0.23829299,0.22564271,-0.33887579,0.01127112,-0.04400703,0.40782563,-0.49380894
-5.88594297,1.11290846,-1.57439220,0.00549185,-0.01294438,0.19177729,-0.27605938,0.22220994,-0.24246855,0.21794099,-0.34207790,0.01034744,-0.04354632,0.39130636,-0.50935329
-5.87993997,1.07196086,-1.59573804,0.00534768,-0.01261249,0.18672526,-0.27567204,0.21596253,-0.24639722,0.21053214,-0.34478752,0.00954537,-0.04298539,0.37421426,-0.52383446
-5.87393697,1.03073794,-1.61463277,0.00522543,-0.01225519,0.18169849,-0.27516745,0.20932608,-0.25005097,0.20350489,-0.34697603,0.00886509,-0.04233101,0.35676331,-0.53706292
-5.86793397,0.98976411,-1.63082030,0.00512946,-0.01187694,0.17676314,-0.27456384,0.20243066,-0.25339313,0.19695965,-0.34860443,0.00830713,-0.04158916,0.33918354,-0.54884788
-5.86193097,0.94961928,-1.64400853,0.00506428,-0.01148184,0.17199933,-0.27386321,0.19541943,-0.25637902,0.19100765,-0.34962483,0.00787266,-0.04076503,0.32171842,-0.55900211
-5.85592796,0.91092992,-1.65387901,0.00503443,-0.01107365,0.16749941,-0.27305177,0.18844554,-0.25895701,0.18576940,-0.34998253,0.00756376,-0.03986309,0.30462183,-0.56734688
-5.84992496,0.87435836,-1.66009879,0.00504432,-0.01065572,0.16336550,-0.27210115,0.18166880,-0.26107001,0.18137278,-0.34961867,0.00738355,-0.03888717,0.28815495,-0.57371725
-5.84392196,0.84059078,-1.66233400,0.00509811,-0.01023097,0.15970674,-0.27097032,0.17525215,-0.26265738,0.17795052,-0.34847333,0.00733645,-0.03784074,0.27258298,-0.57796712
-5.83791896,0.81032435,-1.66026435,0.00519954,-0.00980191,0.15663614,-0.26960811,0.16935826,-0.26365711,0.17563744,-0.34648874,0.00742819,-0.03672708,0.25817205,-0.57997418
