energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.49684420,-1.49684423,0.02407319,-0.02407320,0.34222554,-0.34222555,0.54611391,-0.54611392,0.37257396,-0.37257397,0.38629701,-0.38629701,0.00000000,-0.00000000
-5.99399700,1.45512423,-1.45512426,0.02131397,-0.02131398,0.32944718,-0.32944719,0.54146491,-0.54146491,0.34787073,-0.34787074,0.38635536,-0.38635536,0.00000000,-0.00000000
-5.98799400,1.41997111,-1.41997114,0.01884063,-0.01884063,0.31802604,-0.31802604,0.53805165,-0.53805166,0.32608344,-0.32608345,0.38779754,-0.38779754,0.00000000,-0.00000000
-5.98199100,1.39089179,-1.39089181,0.01664192,-0.01664192,0.30790747,-0.30790748,0.53567282,-0.53567282,0.30713878,-0.30713879,0.39037246,-0.39037246,0.00000000,-0.00000000
-5.97598799,1.36724424,-1.36724426,0.01470333,-0.01470333,0.29900340,-0.29900340,0.53408398,-0.53408398,0.29091507,-0.29091508,0.39379653,-0.39379653,0.00000000,-0.00000000
-5.96998499,1.34826742,-1.34826743,0.01300798,-0.01300798,0.29119793,-0.29119793,0.53300822,-0.53300822,0.27724982,-0.27724983,0.39776355,-0.39776355,0.00000000,-0.00000000
-5.96398199,1.33311385,-1.33311386,0.01153741,-0.01153741,0.28435381,-0.28435381,0.53214793,-0.53214793,0.26594790,-0.26594790,0.40195514,-0.40195514,0.00000000,-0.00000000
-5.95797899,1.32088374,-1.32088374,0.01027244,-0.01027244,0.27831937,-0.27831937,0.53119736,-0.53119736,0.25679004,-0.25679004,0.40605125,-0.40605124,0.00000000,-0.00000000
-5.95197599,1.31065932,-1.31065933,0.00919389,-0.00919389,0.27293559,-0.27293559,0.52985531,-0.52985531,0.24954149,-0.24954149,0.40974038,-0.40974037,0.00000000,-0.00000000
-5.94597299,1.30153835,-1.30153835,0.00828326,-0.00828326,0.26804322,-0.26804322,0.52783760,-0.52783760,0.24396052,-0.24396052,0.41272927,-0.41272927,0.00000000,-0.00000000
-5.93996998,1.29266554,-1.29266554,0.00752327,-0.00752327,0.26348950,-0.26348950,0.52488864,-0.52488864,0.23980665,-0.23980665,0.41475161,-0.41475161,0.00000000,-0.00000000
-5.93396698,1.28326113,-1.28326113,0.00689839,-0.00689839,0.25913442,-0.25913442,0.52079176,-0.52079176,0.23684840,-0.23684840,0.41557561,-0.41557561,0.00000000,-0.00000000
-5.92796398,1.27264564,-1.27264565,0.00639516,-0.00639516,0.25485621,-0.25485621,0.51537799,-0.51537799,0.23487038,-0.23487038,0.41501014,-0.41501014,0.00000000,-0.00000000
-5.92196098,1.26026034,-1.26026035,0.00600249,-0.00600249,0.25055599,-0.25055599,0.50853281,-0.50853281,0.23367966,-0.23367966,0.41290932,-0.41290932,0.00000000,-0.00000000
