energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,3.05395239,0.03591750,0.49311010,0.93167755,0.71870407,1.01285649,0.45596625,1.67614017,0.00000000
-5.99399700,3.04676256,0.03394077,0.49893658,0.93603110,0.71941375,1.00295530,0.45751480,1.66441952,0.00000000
-5.98799400,3.03212404,0.03195747,0.50300181,0.93817393,0.71853562,0.99021246,0.45797567,1.64885202,0.00000000
-5.98199100,3.01016070,0.02999767,0.50521550,0.93806712,0.71607946,0.97475946,0.45737784,1.62956416,0.00000000
-5.97598799,2.98106398,0.02808894,0.50551276,0.93569541,0.71207265,0.95675707,0.45576025,1.60670940,0.00000000
-5.96998499,2.94510057,0.02625575,0.50385745,0.93107256,0.70656238,0.93639589,0.45317139,1.58047242,0.00000000
-5.96398199,2.90261861,0.02451911,0.50024464,0.92424632,0.69961735,0.91389613,0.44966872,1.55107286,0.00000000
-5.95797899,2.85405152,0.02289617,0.49470211,0.91530245,0.69132872,0.88950663,0.44531798,1.51876814,0.00000000
-5.95197599,2.79991919,0.02140008,0.48729071,0.90436765,0.68181025,0.86350296,0.44019230,1.48385506,0.00000000
-5.94597299,2.74082600,0.02003993,0.47810362,0.89161089,0.67119748,0.83618471,0.43437124,1.44667004,0.00000000
-5.93996998,2.67745567,0.01882078,0.46726450,0.87724322,0.65964596,0.80787182,0.42793967,1.40758774,0.00000000
-5.93396698,2.61056300,0.01774388,0.45492455,0.86151575,0.64732866,0.77890029,0.42098662,1.36701814,0.00000000
-5.92796398,2.54096262,0.01680696,0.44125874,0.84471588,0.63443244,0.74961722,0.41360408,1.32540211,0.00000000
-5.92196098,2.46951530,0.01600456,0.42646125,0.82716183,0.62115399,0.72037539,0.40588582,1.28320568,0.00000000
-5.91595798,2.39711214,0.01532852,0.41074031,0.80919575,0.60769511,0.69152758,0.39792617,1.24091303,0.00000000
-5.90995498,2.32465739,0.01476846,0.39431282,0.79117544,0.59425775,0.66342071,0.38981897,1.19901869,0.00000000
-5.90395198,2.25305043,0.01431230,0.37739878,0.77346527,0.58103886,0.63639017,0.38165648,1.15801902,0.00000000
-5.89794897,2.18316754,0.01394683,0.36021582,0.75642641,0.56822541,0.61075418,0.37352847,1.11840334,0.00000000
-5.89194597,2.11584413,0.01365822,0.34297413,0.74040690,0.55598951,0.58680855,0.36552133,1.08064491,0.00000000
-5.88594297,2.05185785,0.01343253,0.32587178,0.72573188,0.54448413,0.56482190,0.35771734,1.04519201,0.00000000
-5.87993997,1.99191321,0.01325621,0.30909075,0.71269432,0.53383927,0.54503123,0.35019400,1.01245939,0.00000000
-5.87393697,1.93662793,0.01311643,0.29279368,0.70154665,0.52415894,0.52763813,0.34302334,0.98282006,0.00000000
-5.86793397,1.88652141,0.01300149,0.27712144,0.69249356,0.51551889,0.51280546,0.33627146,0.95659786,0.00000000
-5.86193097,1.84200550,0.01290102,0.26219154,0.68568611,0.50796518,0.50065465,0.32999787,0.93406063,0.00000000
-5.85592796,1.80337766,0.01280618,0.24809742,0.68121748,0.50151367,0.49126351,0.32425506,0.91541433,0.00000000
-5.84992496,1.77081661,0.01270972,0.23490845,0.67912032,0.49615036,0.48466467,0.31908788,0.90079806,0.00000000
-5.84392196,1.74438048,0.01260602,0.22267077,0.67936581,0.49183260,0.48084464,0.31453304,0.89028012,0.00000000
-5.83791896,1.72400724,0.01249098,0.21140865,0.68186442,0.48849102,0.47974349,0.31061855,0.88385522,0.00000000
-5.83191596,1.70951772,0.01236196,0.20112642,0.68646831,0.48603221,0.48125520,0.30736309,0.88144301,0.00000000
-5.82591296,1.70062065,0.01221750,0.19181086,0.69297516,0.48434201,0.48522882,0.30477555,0.88288788,0.00000000
-5.81990995,1.69692005,0.01205721,0.18343370,0.70113344,0.48328927,0.49147043,0.30285446,0.88796039,0.00000000
-5.81390695,1.69792454,0.01188143,0.17595447,0.71064880,0.48272998,0.49974588,0.30158760,0.89636017,0.00000000
-5.80790395,1.70305860,0.01169109,0.16932323,0.72119143,0.48251163,0.50978462,0.30095164,0.90772059,0.00000000
-5.80190095,1.71167555,0.01148739,0.16348335,0.73240422,0.48247779,0.52128430,0.30091202,0.92161512,0.00000000
-5.79589795,1.72307204,0.01127166,0.15837407,0.74391139,0.48247256,0.53391642,0.30142299,0.93756537,0.00000000
-5.78989495,1.73650389,0.01104514,0.15393289,0.75532748,0.48234498,0.54733276,0.30242788,0.95505079,0.00000000
-5.78389195,1.75120288,0.01080885,0.15009763,0.76626640,0.48195321,0.56117271,0.30385970,0.97351986,0.00000000
-5.77788894,1.76639433,0.01056352,0.14680827,0.77635033,0.48116834,0.57507106,0.30564196,0.99240248,0.00000000
-5.77188594,1.78131487,0.01030954,0.14400839,0.78521828,0.47987780,0.58866635,0.30768992,1.01112336,0.00000000
-5.76588294,1.79523016,0.01004696,0.14164624,0.79253413,0.47798824,0.60160928,0.30991207,1.02911588,0.00000000
-5.75987994,1.80745207,0.00977551,0.13967561,0.79799384,0.47542790,0.61357110,0.31221195,1.04583616,0.00000000
-5.75387694,1.81735470,0.00949473,0.13805621,0.80133188,0.47214835,0.62425145,0.31449024,1.06077666,0.00000000
-5.74787394,1.82438902,0.00920400,0.13675391,0.80232650,0.46812554,0.63338560,0.31664711,1.07347903,0.00000000
-5.74187094,1.82809537,0.00890273,0.13574063,0.80080395,0.46336027,0.64075061,0.31858471,1.08354552,0.00000000
-5.73586793,1.82811369,0.00859041,0.13499399,0.79664130,0.45787802,0.64617017,0.32020973,1.09064867,0.00000000
-5.72986493,1.82419096,0.00826678,0.13449681,0.78976811,0.45172810,0.64951798,0.32143602,1.09453875,0.00000000
-5.72386193,1.81618557,0.00793186,0.13423638,0.78016670,0.44498234,0.65071950,0.32218710,1.09504881,0.00000000
-5.71785893,1.80406862,0.00758612,0.13420368,0.76787109,0.43773311,0.64975191,0.32239839,1.09209705,0.00000000
-5.71185593,1.78792193,0.00723045,0.13439242,0.75296475,0.43009109,0.64664240,0.32201933,1.08568640,0.00000000
-5.70585293,1.76793295,0.00686622,0.13479801,0.73557721,0.42218250,0.64146482,0.32101490,1.07590149,0.00000000
-5.69984992,1.74438669,0.00649526,0.13541661,0.71587958,0.41414619,0.63433485,0.31936686,1.06290311,0.00000000
-5.69384692,1.71765511,0.00611982,0.13624399,0.69407931,0.40613050,0.62540393,0.31707426,1.04692044,0.00000000
-5.68784392,1.68818419,0.00574254,0.13727458,0.67041421,0.39829009,0.61485228,0.31415357,1.02824140,0.00000000
-5.68184092,1.65647941,0.00536630,0.13850044,0.64514601,0.39078279,0.60288129,0.31063800,1.00720173,0.00000000
-5.67583792,1.62309003,0.00499421,0.13991044,0.61855371,0.38376663,0.58970561,0.30657636,0.98417311,0.00000000
-5.66983492,1.58859298,0.00462943,0.14148946,0.59092688,0.37739705,0.57554541,0.30203129,0.95955100,0.00000000
-5.66383192,1.55357678,0.00427512,0.14321781,0.56255907,0.37182450,0.56061896,0.29707696,0.93374264,0.00000000
-5.65782891,1.51862630,0.00393429,0.14507077,0.53374172,0.36719242,0.54513600,0.29179647,0.90715578,0.00000000
-5.65182591,1.48430888,0.00360978,0.14701846,0.50475855,0.36363571,0.52929211,0.28627880,0.88018856,0.00000000
-5.64582291,1.45116233,0.00330412,0.14902580,0.47588066,0.36127970,0.51326418,0.28061575,0.85322093,0.00000000
-5.63981991,1.41968525,0.00301952,0.15105293,0.44736251,0.36023970,0.49720731,0.27489878,0.82660780,0.00000000
-5.63381691,1.39033009,0.00275787,0.15305570,0.41943883,0.36062108,0.48125296,0.26921607,0.80067432,0.00000000
-5.62781391,1.36349902,0.00252065,0.15498667,0.39232251,0.36251992,0.46550865,0.26364983,0.77571317,0.00000000
-5.62181091,1.33954285,0.00230903,0.15679622,0.36620349,0.36602416,0.45005882,0.25827407,0.75198395,0.00000000
-5.61580790,1.31876289,0.00212389,0.15843399,0.34124873,0.37121519,0.43496705,0.25315297,0.72971450,0.00000000
-5.60980490,1.30141552,0.00196585,0.15985058,0.31760305,0.37816981,0.42027924,0.24833986,0.70910402,0.00000000
-5.60380190,1.28771920,0.00183534,0.16099938,0.29539090,0.38696243,0.40602764,0.24387692,0.69032764,0.00000000
-5.59779890,1.27786351,0.00173273,0.16183850,0.27471894,0.39766740,0.39223556,0.23979561,0.67354204,0.00000000
-5.59179590,1.27201963,0.00165836,0.16233284,0.25567921,0.41036130,0.37892239,0.23611780,0.65889189,0.00000000
-5.58579290,1.27035161,0.00161263,0.16245602,0.23835286,0.42512511,0.36610871,0.23285750,0.64651652,0.00000000
-5.57978989,1.27302791,0.00159611,0.16219224,0.22281421,0.44204595,0.35382135,0.23002322,0.63655648,0.00000000
-5.57378689,1.28023229,0.00160955,0.16153796,0.20913496,0.46121843,0.34209795,0.22762055,0.62915950,0.00000000
-5.56778389,1.29217360,0.00165399,0.16050323,0.19738840,0.48274533,0.33099101,0.22565513,0.62448558,0.00000000
-5.56178089,1.30909362,0.00173072,0.15911271,0.18765344,0.50673758,0.32057106,0.22413556,0.62271068,0.00000000
-5.55577789,1.33127250,0.00184135,0.15740625,0.18001823,0.53331338,0.31092890,0.22307619,0.62402893,0.00000000
-5.54977489,1.35903137,0.00198775,0.15543903,0.17458323,0.56259652,0.30217668,0.22249957,0.62865297,0.00000000
-5.54377189,1.39273160,0.00217200,0.15328114,0.17146352,0.59471375,0.29444781,0.22243841,0.63681237,0.00000000
-5.53776888,1.43277064,0.00239635,0.15101672,0.17079023,0.62979143,0.28789562,0.22293681,0.64875005,0.00000000
-5.53176588,1.47957437,0.00266309,0.14874258,0.17271090,0.66795132,0.28269067,0.22405078,0.66471674,0.00000000
-5.52576288,1.53358596,0.00297445,0.14656628,0.17738873,0.70930588,0.27901696,0.22584781,0.68496366,0.00000000
-5.51975988,1.59525160,0.00333242,0.14460387,0.18500045,0.75395302,0.27706684,0.22840557,0.70973341,0.00000000
-5.51375688,1.66500333,0.00373866,0.14297718,0.19573296,0.80197068,0.27703498,0.23180963,0.73924964,0.00000000
-5.50775388,1.74323965,0.00419424,0.14181076,0.20977856,0.85341128,0.27911141,0.23615041,0.77370560,0.00000000
-5.50175088,1.83030435,0.00469958,0.14122862,0.22732879,0.90829638,0.28347396,0.24151922,0.81325194,0.00000000
-5.49574787,1.92646427,0.00525419,0.14135077,0.24856711,0.96661167,0.29028017,0.24800374,0.85798441,0.00000000
-5.48974487,2.03188685,0.00585656,0.14228964,0.27366025,1.02830247,0.29965911,0.25568304,0.90793164,0.00000000
-5.48374187,2.14661812,0.00650407,0.14414652,0.30274878,1.09326998,0.31170333,0.26462222,0.96304363,0.00000000
-5.47773887,2.27056192,0.00719281,0.14700802,0.33593681,1.16136821,0.32646122,0.27486715,1.02318128,0.00000000
-5.47173587,2.40346122,0.00791759,0.15094277,0.37328138,1.23240186,0.34393016,0.28643928,1.08810764,0.00000000
-5.46573287,2.54488222,0.00867188,0.15599833,0.41478186,1.30612501,0.36405077,0.29933098,1.15748099,0.00000000
-5.45972986,2.69420202,0.00944787,0.16219843,0.46036971,1.38224070,0.38670251,0.31350153,1.23085046,0.00000000
-5.45372686,2.85060042,0.01023652,0.16954080,0.50989918,1.46040128,0.41170099,0.32887400,1.30765436,0.00000000
-5.44772386,3.01305651,0.01102774,0.17799539,0.56313947,1.54020958,0.43879724,0.34533330,1.38722159,0.00000000
-5.44172086,3.18035055,0.01181052,0.18750337,0.61976883,1.62122069,0.46767897,0.36272543,1.46877642,0.00000000
-5.43571786,3.35107144,0.01257322,0.19797686,0.67937099,1.70294435,0.49797418,0.38085825,1.55144663,0.00000000
-5.42971486,3.52363016,0.01330380,0.20929950,0.74143466,1.78484797,0.52925697,0.39950357,1.63427528,0.00000000
-5.42371186,3.69627921,0.01399013,0.22132786,0.80535614,1.86636011,0.56105566,0.41840093,1.71623593,0.00000000
-5.41770885,3.86713795,0.01462035,0.23389392,0.87044553,1.94687454,0.59286290,0.43726261,1.79625109,0.00000000
-5.41170585,4.03422375,0.01518316,0.24680838,0.93593655,2.02575492,0.62414773,0.45578018,1.87321383,0.00000000
-5.40570285,4.19548829,0.01566818,0.25986494,1.00100005,2.10234017,0.65436919,0.47363209,1.94601186,0.00000000
-5.39969985,4.34885860,0.01606626,0.27284547,1.06476088,2.17595065,0.68299091,0.49049222,2.01355364,0.00000000
-5.39369685,4.49228166,0.01636977,0.28552585,1.12631783,2.24589522,0.70949655,0.50603914,2.07479588,0.00000000
-5.38769385,4.62377180,0.01657282,0.29768239,1.18476607,2.31147945,0.73340509,0.51996565,2.12877140,0.00000000
-5.38169085,4.74145928,0.01667147,0.30909867,1.23922129,2.37201487,0.75428581,0.53198835,2.17461680,0.00000000
-5.37568784,4.84363892,0.01666384,0.31957242,1.28884483,2.42682945,0.77177208,0.54185675,2.21159855,0.00000000
-5.36968484,4.92881692,0.01655022,0.32892229,1.33286860,2.47527920,0.78557346,0.54936171,2.23913690,0.00000000
-5.36368184,4.99575446,0.01633299,0.33699418,1.37061906,2.51676085,0.79548569,0.55434277,2.25682630,0.00000000
-5.35767884,5.04350623,0.01601662,0.34366683,1.40153890,2.55072529,0.80139796,0.55669396,2.26445166,0.00000000
-5.35167584,5.07145250,0.01560748,0.34885640,1.42520568,2.57669156,0.80329717,0.55636809,2.26199943,0.00000000
-5.34567284,5.07932305,0.01511368,0.35251978,1.44134642,2.59426080,0.80126898,0.55337902,2.24966299,0.00000000
-5.33966983,5.06721193,0.01454478,0.35465650,1.44984738,2.60312985,0.79549546,0.54780197,2.22784175,0.00000000
-5.33366683,5.03558199,0.01391154,0.35530897,1.45075856,2.60310371,0.78624938,0.53977176,2.19713381,0.00000000
-5.32766383,4.98525858,0.01322559,0.35456108,1.44429252,2.59410632,0.77388549,0.52947904,2.15832211,0.00000000
-5.32166083,4.91741219,0.01249912,0.35253516,1.43081753,2.57618897,0.75882878,0.51716458,2.11235446,0.00000000
-5.31565783,4.83353033,0.01174449,0.34938735,1.41084522,2.54953586,0.74156049,0.50311187,2.06031785,0.00000000
-5.30965483,4.73537923,0.01097398,0.34530151,1.38501318,2.51446602,0.72260221,0.48763833,2.00340798,0.00000000
-5.30365183,4.62495654,0.01019945,0.34048205,1.35406330,2.47143148,0.70249874,0.47108538,1.94289496,0.00000000
-5.29764882,4.50443639,0.00943205,0.33514580,1.31881660,2.42101120,0.68180045,0.45380779,1.88008642,0.00000000
-5.29164582,4.37610887,0.00868203,0.32951344,1.28014577,2.36390085,0.66104574,0.43616275,1.81628940,0.00000000
-5.28564282,4.24231598,0.00795851,0.32380074,1.23894658,2.30089854,0.64074432,0.41849901,1.75277251,0.00000000
-5.27963982,4.10538632,0.00726938,0.31821010,1.19610927,2.23288677,0.62136208,0.40114657,1.69072960,0.00000000
-5.27363682,3.96757116,0.00662113,0.31292275,1.15249120,2.16081138,0.60330782,0.38440721,1.63124669,0.00000000
-5.26763382,3.83098410,0.00601890,0.30809186,1.10889194,2.08565795,0.58692273,0.36854626,1.57527305,0.00000000
-5.26163082,3.69754680,0.00546639,0.30383712,1.06603163,2.00842690,0.57247261,0.35378597,1.52359783,0.00000000
-5.25562781,3.56894270,0.00496594,0.30024076,1.02453353,1.93010798,0.56014326,0.34030050,1.47683289,0.00000000
-5.24962481,3.44658058,0.00451861,0.29734537,0.98491130,1.85165541,0.55003915,0.32821284,1.43540256,0.00000000
-5.24362181,3.33156911,0.00412423,0.29515347,0.94756138,1.77396470,0.54218518,0.31759373,1.39954051,0.00000000
-5.23761881,3.22470335,0.00378160,0.29362901,0.91276042,1.69785198,0.53653148,0.30846239,1.36929376,0.00000000
-5.23161581,3.12646335,0.00348855,0.29270043,0.88066776,1.62403693,0.53296085,0.30078920,1.34453345,0.00000000
-5.22561281,3.03702461,0.00324217,0.29226543,0.85133241,1.55312973,0.53129847,0.29450001,1.32497171,0.00000000
-5.21960980,2.95627958,0.00303889,0.29219688,0.82470399,1.48562270,0.53132329,0.28948184,1.31018377,0.00000000
-5.21360680,2.88386888,0.00287470,0.29234978,0.80064682,1.42188672,0.53278065,0.28558981,1.29963416,0.00000000
-5.20760380,2.81922047,0.00274526,0.29256886,0.77895632,1.36217236,0.53539534,0.28265483,1.29270574,0.00000000
-5.20160080,2.76159474,0.00264606,0.29269635,0.75937664,1.30661553,0.53888462,0.28049189,1.28873010,0.00000000
-5.19559780,2.71013309,0.00257252,0.29257971,0.74161877,1.25524707,0.54297058,0.27890828,1.28701811,0.00000000
-5.18959480,2.66390778,0.00252015,0.29207872,0.72537797,1.20800555,0.54739118,0.27771183,1.28688902,0.00000000
-5.18359180,2.62197041,0.00248461,0.29107188,0.71034997,1.16475244,0.55190975,0.27671835,1.28769712,0.00000000
-5.17758879,2.58339700,0.00246180,0.28946156,0.69624496,1.12528876,0.55632228,0.27575844,1.28885466,0.00000000
-5.17158579,2.54732756,0.00244795,0.28717790,0.68279916,1.08937212,0.56046259,0.27468306,1.28985031,0.00000000
-5.16558279,2.51299855,0.00243964,0.28418116,0.66978332,1.05673338,0.56420494,0.27336789,1.29026255,0.00000000
-5.15957979,2.47976721,0.00243384,0.28046256,0.65700835,1.02709195,0.56746438,0.27171632,1.28976758,0.00000000
-5.15357679,2.44712676,0.00242795,0.27604359,0.64432776,1.00016905,0.57019483,0.26966090,1.28814183,0.00000000
-5.14757379,2.41471270,0.00241980,0.27097384,0.63163743,0.97569847,0.57238512,0.26716350,1.28525919,0.00000000
