energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.14157079,2.38230020,0.00240762,0.26532758,0.61887291,0.95343441,0.57405347,0.26421398,1.28108361,0.00000000
-5.13556778,2.34979367,0.00239008,0.25919925,0.60600468,0.93315638,0.57524074,0.26082780,1.27565764,0.00000000
-5.12956478,2.31720945,0.00236621,0.25269823,0.59303208,0.91467108,0.57600293,0.25704250,1.26908785,0.00000000
-5.12356178,2.28465339,0.00233542,0.24594296,0.57997634,0.89781171,0.57640346,0.25291349,1.26152815,0.00000000
-5.11755878,2.25229487,0.00229743,0.23905505,0.56687333,0.88243499,0.57650565,0.24850930,1.25316205,0.00000000
-5.11155578,2.22033911,0.00225228,0.23215332,0.55376652,0.86841651,0.57636590,0.24390656,1.24418488,0.00000000
-5.10555278,2.18899972,0.00220023,0.22534835,0.54070065,0.85564501,0.57602789,0.23918505,1.23478697,0.00000000
-5.09954977,2.15847293,0.00214178,0.21873763,0.52771649,0.84401612,0.57551809,0.23442289,1.22513869,0.00000000
-5.09354677,2.12891524,0.00207762,0.21240160,0.51484676,0.83342640,0.57484287,0.22969241,1.21537799,0.00000000
-5.08754377,2.10042548,0.00200855,0.20640065,0.50211362,0.82376790,0.57398714,0.22505646,1.20560110,0.00000000
-5.08154077,2.07303226,0.00193550,0.20077325,0.48952744,0.81492404,0.57291469,0.22056573,1.19585657,0.00000000
-5.07553777,2.04668720,0.00185947,0.19553529,0.47708702,0.80676683,0.57156998,0.21625680,1.18614291,0.00000000
-5.06953477,2.02126402,0.00178151,0.19068046,0.46478091,0.79915587,0.56988128,0.21215119,1.17640957,0.00000000
-5.06353177,1.99656333,0.00170266,0.18618176,0.45258970,0.79193894,0.56776486,0.20825530,1.16656126,0.00000000
-5.05752876,1.97232239,0.00162398,0.18199392,0.44048899,0.78495429,0.56512994,0.20456122,1.15646486,0.00000000
-5.05152576,1.94822911,0.00154647,0.17805659,0.42845264,0.77803426,0.56188410,0.20104822,1.14595868,0.00000000
-5.04552276,1.92393914,0.00147109,0.17429813,0.41645625,0.77101002,0.55793872,0.19768494,1.13486320,0.00000000
-5.03951976,1.89909493,0.00139871,0.17063978,0.40448034,0.76371705,0.55321429,0.19443197,1.12299277,0.00000000
-5.03351676,1.87334559,0.00133010,0.16699994,0.39251329,0.75600080,0.54764509,0.19124477,1.11016750,0.00000000
-5.02751376,1.84636626,0.00126594,0.16329848,0.38055357,0.74772239,0.54118322,0.18807669,1.09622473,0.00000000
-5.02151076,1.81787594,0.00120676,0.15946070,0.36861148,0.73876365,0.53380169,0.18488197,1.08102950,0.00000000
-5.01550775,1.78765295,0.00115300,0.15542092,0.35671006,0.72903139,0.52549642,0.18161851,1.06448347,0.00000000
-5.00950475,1.75554712,0.00110490,0.15112545,0.34488532,0.71846056,0.51628723,0.17825032,1.04653189,0.00000000
-5.00350175,1.72148829,0.00106259,0.14653493,0.33318581,0.70701607,0.50621770,0.17474962,1.02716851,0.00000000
-4.99749875,1.68549082,0.00102605,0.14162585,0.32167148,0.69469334,0.49535410,0.17109828,1.00643798,0.00000000
-4.99149575,1.64765398,0.00099510,0.13639128,0.31041210,0.68151733,0.48378336,0.16728887,0.98443591,0.00000000
-4.98549275,1.60815846,0.00096944,0.13084089,0.29948518,0.66754049,0.47161040,0.16332501,0.96130670,0.00000000
-4.97948974,1.56725925,0.00094863,0.12500016,0.28897354,0.65283946,0.45895481,0.15922124,0.93723906,0.00000000
-4.97348674,1.52527544,0.00093210,0.11890896,0.27896273,0.63751097,0.44594722,0.15500228,0.91245972,0.00000000
-4.96748374,1.48257743,0.00091922,0.11261954,0.26953816,0.62166709,0.43272541,0.15070191,0.88722558,0.00000000
-4.96148074,1.43957233,0.00090925,0.10619420,0.26078232,0.60543007,0.41943037,0.14636138,0.86181452,0.00000000
-4.95547774,1.39668813,0.00090143,0.09970247,0.25277191,0.58892722,0.40620251,0.14202756,0.83651551,0.00000000
-4.94947474,1.35435747,0.00089494,0.09321831,0.24557508,0.57228582,0.39317797,0.13775080,0.81161824,0.00000000
-4.94347174,1.31300156,0.00088899,0.08681717,0.23924883,0.55562850,0.38048531,0.13358276,0.78740275,0.00000000
-4.93746873,1.27301486,0.00088281,0.08057316,0.23383660,0.53906914,0.36824253,0.12957416,0.76412941,0.00000000
-4.93146573,1.23475122,0.00087566,0.07455649,0.22936614,0.52270950,0.35655443,0.12577258,0.74202978,0.00000000
-4.92546273,1.19851177,0.00086690,0.06883110,0.22584770,0.50663661,0.34551055,0.12222048,0.72129838,0.00000000
-4.91945973,1.16453497,0.00085598,0.06345280,0.22327263,0.49092098,0.33518332,0.11895341,0.70208601,0.00000000
-4.91345673,1.13298926,0.00084244,0.05846771,0.22161243,0.47561570,0.32562688,0.11599851,0.68449458,0.00000000
-4.90745373,1.10396825,0.00082596,0.05391119,0.22081838,0.46075627,0.31687622,0.11337334,0.66857379,0.00000000
-4.90145073,1.07748877,0.00080635,0.04980731,0.22082173,0.44636121,0.30894683,0.11108519,0.65431973,0.00000000
-4.89544772,1.05349178,0.00078353,0.04616863,0.22153450,0.43243335,0.30183482,0.10913065,0.64167544,0.00000000
-4.88944472,1.03184596,0.00075756,0.04299651,0.22285100,0.41896169,0.29551755,0.10749576,0.63053349,0.00000000
-4.88344172,1.01235399,0.00072861,0.04028173,0.22465000,0.40592371,0.28995478,0.10615642,0.62074038,0.00000000
-4.87743872,0.99476124,0.00069696,0.03800554,0.22679757,0.39328814,0.28509028,0.10507936,0.61210281,0.00000000
-4.87143572,0.97876662,0.00066298,0.03614083,0.22915051,0.38101791,0.28085409,0.10422330,0.60439531,0.00000000
-4.86543272,0.96403516,0.00062712,0.03465367,0.23156028,0.36907336,0.27716515,0.10354057,0.59736932,0.00000000
-4.85942971,0.95021202,0.00058988,0.03350486,0.23387742,0.35741546,0.27393454,0.10297893,0.59076308,0.00000000
-4.85342671,0.93693736,0.00055179,0.03265169,0.23595613,0.34600899,0.27106899,0.10248355,0.58431214,0.00000000
-4.84742371,0.92386152,0.00051341,0.03204958,0.23765901,0.33482564,0.26847485,0.10199916,0.57776007,0.00000000
-4.84142071,0.91066003,0.00047528,0.03165385,0.23886174,0.32384674,0.26606209,0.10147223,0.57086886,0.00000000
-4.83541771,0.89704777,0.00043796,0.03142119,0.23945744,0.31306574,0.26374848,0.10085301,0.56342871,0.00000000
-4.82941471,0.88279177,0.00040193,0.03131122,0.23936057,0.30249019,0.26146346,0.10009753,0.55526676,0.00000000
-4.82341171,0.86772203,0.00036766,0.03128769,0.23851025,0.29214307,0.25915179,0.09916934,0.54625432,0.00000000
-4.81740870,0.85173990,0.00033557,0.03131951,0.23687272,0.28206364,0.25677656,0.09804091,0.53631250,0.00000000
-4.81140570,0.83482361,0.00030600,0.03138162,0.23444290,0.27230738,0.25432150,0.09669475,0.52541566,0.00000000
-4.80540270,0.81703060,0.00027925,0.03145547,0.23124498,0.26294527,0.25179236,0.09512402,0.51359286,0.00000000
-4.79939970,0.79849642,0.00025554,0.03152930,0.22733184,0.25406228,0.24921721,0.09333280,0.50092699,0.00000000
-4.79339670,0.77943025,0.00023504,0.03159816,0.22278353,0.24575497,0.24664561,0.09133584,0.48755167,0.00000000
-4.78739370,0.76010702,0.00021785,0.03166358,0.21770464,0.23812841,0.24414661,0.08915786,0.47364603,0.00000000
-4.78139070,0.74085654,0.00020402,0.03173308,0.21222080,0.23129244,0.24180560,0.08683248,0.45942763,0.00000000
-4.77538769,0.72204981,0.00019354,0.03181940,0.20647427,0.22535728,0.23972005,0.08440073,0.44514367,0.00000000
-4.76938469,0.70408329,0.00018634,0.03193955,0.20061904,0.22042885,0.23799439,0.08190929,0.43106096,0.00000000
-4.76338169,0.68736161,0.00018232,0.03211373,0.19481537,0.21660375,0.23673423,0.07940845,0.41745511,0.00000000
-4.75737869,0.67227954,0.00018131,0.03236405,0.18922414,0.21396425,0.23604011,0.07695000,0.40459920,0.00000000
-4.75137569,0.65920398,0.00018313,0.03271335,0.18400119,0.21257353,0.23600117,0.07458500,0.39275261,0.00000000
-4.74537269,0.64845678,0.00018754,0.03318386,0.17929186,0.21247125,0.23668907,0.07236169,0.38215044,0.00000000
-4.73936968,0.64029915,0.00019428,0.03379599,0.17522596,0.21366982,0.23815239,0.07032345,0.37299384,0.00000000
-4.73336668,0.63491848,0.00020304,0.03456715,0.17191338,0.21615154,0.24041192,0.06850710,0.36544176,0.00000000
-4.72736368,0.63241796,0.00021351,0.03551082,0.16944039,0.21986668,0.24345711,0.06694138,0.35960453,0.00000000
-4.72136068,0.63280980,0.00022534,0.03663567,0.16786698,0.22473287,0.24724384,0.06564594,0.35553930,0.00000000
-4.71535768,0.63601208,0.00023817,0.03794494,0.16722510,0.23063559,0.25169370,0.06463063,0.35324773,0.00000000
-4.70935468,0.64184962,0.00025164,0.03943613,0.16751794,0.23743006,0.25669492,0.06389524,0.35267591,0.00000000
-4.70335168,0.65005872,0.00026534,0.04110076,0.16872039,0.24494437,0.26210485,0.06342972,0.35371644,0.00000000
-4.69734867,0.66029550,0.00027892,0.04292459,0.17078032,0.25298375,0.26775398,0.06321472,0.35621268,0.00000000
-4.69134567,0.67214769,0.00029199,0.04488788,0.17362097,0.26133591,0.27345132,0.06322260,0.35996473,0.00000000
-4.68534267,0.68514901,0.00030420,0.04696602,0.17714401,0.26977714,0.27899089,0.06341865,0.36473711,0.00000000
-4.67933967,0.69879572,0.00031521,0.04913027,0.18123338,0.27807908,0.28415899,0.06376267,0.37026753,0.00000000
-4.67333667,0.71256450,0.00032472,0.05134864,0.18575950,0.28601560,0.28874200,0.06421059,0.37627655,0.00000000
-4.66733367,0.72593070,0.00033247,0.05358693,0.19058388,0.29336988,0.29253427,0.06471631,0.38247750,0.00000000
-4.66133067,0.73838638,0.00033822,0.05580980,0.19556378,0.29994095,0.29534572,0.06523342,0.38858640,0.00000000
-4.65532766,0.74945708,0.00034181,0.05798184,0.20055673,0.30554973,0.29700887,0.06571694,0.39433126,0.00000000
-4.64932466,0.75871685,0.00034313,0.06006862,0.20542488,0.31004415,0.29738489,0.06612487,0.39946059,0.00000000
-4.64332166,0.76580062,0.00034210,0.06203762,0.21003876,0.31330313,0.29636845,0.06641950,0.40375060,0.00000000
