energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.47173587,0.74255716,0.04005845,0.00017204,0.46542513,0.00000000,0.48002387,0.15425591
-5.46573287,0.82793574,0.04666257,0.00018703,0.52373287,0.00000000,0.52307717,0.17489755
-5.45972986,0.92194423,0.05398100,0.00020354,0.58742621,0.00000000,0.57092683,0.19764729
-5.45372686,1.02445563,0.06201798,0.00022150,0.65643442,0.00000000,0.62348861,0.22248598
-5.44772386,1.13517696,0.07076299,0.00024083,0.73058157,0.00000000,0.68059837,0.24935212
-5.44172086,1.25363629,0.08018902,0.00026139,0.80957709,0.00000000,0.74200723,0.27813829
-5.43571786,1.37917333,0.09025120,0.00028302,0.89300872,0.00000000,0.80737771,0.30868867
-5.42971486,1.51093444,0.10088599,0.00030554,0.98033846,0.00000000,0.87628119,0.34079793
-5.42371186,1.64787303,0.11201082,0.00032872,1.07090218,0.00000000,0.94819717,0.37421164
-5.41770885,1.78875622,0.12352460,0.00035233,1.16391346,0.00000000,1.02251477,0.40862842
-5.41170585,1.93217813,0.13530871,0.00037608,1.25847187,0.00000000,1.09853685,0.44370402
-5.40570285,2.07658028,0.14722895,0.00039970,1.35357610,0.00000000,1.17548699,0.47905715
-5.39969985,2.22027883,0.15913809,0.00042289,1.44814164,0.00000000,1.25251965,0.51427712
-5.39369685,2.36149839,0.17087912,0.00044532,1.54102292,0.00000000,1.32873344,0.54893310
-5.38769385,2.49841144,0.18228912,0.00046669,1.63103912,0.00000000,1.40318735,0.58258461
-5.38169085,2.62918219,0.19320352,0.00048669,1.71700302,0.00000000,1.47491967,0.61479301
-5.37568784,2.75201323,0.20346071,0.00050503,1.79775172,0.00000000,1.54296906,0.64513333
-5.36968484,2.86519327,0.21290666,0.00052144,1.87217799,0.00000000,1.60639699,0.67320619
-5.36368184,2.96714385,0.22139951,0.00053568,1.93926107,0.00000000,1.66431087,0.69864895
-5.35767884,3.05646299,0.22881383,0.00054755,1.99809527,0.00000000,1.71588685,0.72114589
-5.35167584,3.13196373,0.23504431,0.00055687,2.04791529,0.00000000,1.76039131,0.74043667
-5.34567284,3.19270579,0.24000883,0.00056354,2.08811693,0.00000000,1.79720011,0.75632279
-5.33966983,3.23801886,0.24365067,0.00056749,2.11827215,0.00000000,1.82581476,0.76867169
-5.33366683,3.26751626,0.24593974,0.00056869,2.13813789,0.00000000,1.84587468,0.77741832
-5.32766383,3.28109865,0.24687286,0.00056718,2.14765814,0.00000000,1.85716500,0.78256406
-5.32166083,3.27894740,0.24647309,0.00056304,2.14695930,0.00000000,1.85961969,0.78417325
-5.31565783,3.26150844,0.24478798,0.00055638,2.13633916,0.00000000,1.85331972,0.78236734
-5.30965483,3.22946728,0.24188716,0.00054738,2.11625011,0.00000000,1.83848657,0.77731723
-5.30365183,3.18371687,0.23785904,0.00053623,2.08727772,0.00000000,1.81547143,0.76923411
-5.29764882,3.12532003,0.23280720,0.00052313,2.05011575,0.00000000,1.78474077,0.75835948
-5.29164582,3.05546853,0.22684628,0.00050832,2.00553899,0.00000000,1.74685889,0.74495478
-5.28564282,2.97544086,0.22009788,0.00049206,1.95437553,0.00000000,1.70246866,0.72929133
-5.27963982,2.88656095,0.21268648,0.00047458,1.89747960,0.00000000,1.65227107,0.71164093
-5.27363682,2.79015964,0.20473573,0.00045612,1.83570647,0.00000000,1.59700484,0.69226785
-5.26763382,2.68754059,0.19636511,0.00043692,1.76989045,0.00000000,1.53742674,0.67142220
-5.26163082,2.57995188,0.18768718,0.00041719,1.70082669,0.00000000,1.47429359,0.64933525
-5.25562781,2.46856404,0.17880547,0.00039712,1.62925747,0.00000000,1.40834640,0.62621655
-5.24962481,2.35445498,0.16981310,0.00037690,1.55586305,0.00000000,1.34029715,0.60225289
-5.24362181,2.23860164,0.16079203,0.00035667,1.48125707,0.00000000,1.27081846,0.57760900
-5.23761881,2.12187775,0.15181296,0.00033658,1.40598605,0.00000000,1.20053609,0.55242965
-5.23161581,2.00505707,0.14293577,0.00031672,1.33053241,0.00000000,1.13002425,0.52684278
-5.22561281,1.88882075,0.13421049,0.00029721,1.25532027,0.00000000,1.05980339,0.50096344
-5.21960980,1.77376781,0.12567846,0.00027812,1.18072310,0.00000000,0.99034003,0.47489792
-5.21360680,1.66042716,0.11737383,0.00025950,1.10707235,0.00000000,0.92204825,0.44874787
-5.20760380,1.54927027,0.10932508,0.00024143,1.03466625,0.00000000,0.85529233,0.42261396
-5.20160080,1.44072305,0.10155654,0.00022395,0.96377803,0.00000000,0.79039011,0.39659884
-5.19559780,1.33517630,0.09408973,0.00020711,0.89466287,0.00000000,0.72761653,0.37080920
-5.18959480,1.23299400,0.08694461,0.00019093,0.82756328,0.00000000,0.66720716,0.34535682
-5.18359180,1.13451906,0.08014046,0.00017547,0.76271263,0.00000000,0.60936144,0.32035863
-5.17758879,1.04007638,0.07369658,0.00016076,0.70033671,0.00000000,0.55424530,0.29593570
-5.17158579,0.94997344,0.06763267,0.00014684,0.64065353,0.00000000,0.50199340,0.27221150
-5.16558279,0.86449863,0.06196894,0.00013374,0.58387150,0.00000000,0.45271069,0.24930940
-5.15957979,0.78391783,0.05672597,0.00012149,0.53018642,0.00000000,0.40647357,0.22734980
-5.15357679,0.70846976,0.05192438,0.00011014,0.47977758,0.00000000,0.36333076,0.20644698
-5.14757379,0.63836060,0.04758436,0.00009971,0.43280344,0.00000000,0.32330394,0.18670596
-5.14157079,0.57375858,0.04372501,0.00009022,0.38939729,0.00000000,0.28638837,0.16821961
-5.13556778,0.51478880,0.04036366,0.00008171,0.34966319,0.00000000,0.25255372,0.15106606
-5.12956478,0.46152890,0.03751512,0.00007417,0.31367249,0.00000000,0.22174505,0.13530665
-5.12356178,0.41400568,0.03519094,0.00006762,0.28146117,0.00000000,0.19388417,0.12098444
-5.11755878,0.37219292,0.03339867,0.00006206,0.25302801,0.00000000,0.16887140,0.10812337
-5.11155578,0.33601045,0.03214117,0.00005748,0.22833381,0.00000000,0.14658763,0.09672796
-5.10555278,0.30532448,0.03141598,0.00005387,0.20730147,0.00000000,0.12689680,0.08678367
-5.09954977,0.27994906,0.03121476,0.00005118,0.18981693,0.00000000,0.10964861,0.07825768
-5.09354677,0.25964854,0.03152286,0.00004939,0.17573095,0.00000000,0.09468145,0.07110017
-5.08754377,0.24414091,0.03231893,0.00004845,0.16486143,0.00000000,0.08182540,0.06524590
-5.08154077,0.23310190,0.03357472,0.00004831,0.15699633,0.00000000,0.07090524,0.06061601
-5.07553777,0.22616957,0.03525504,0.00004890,0.15189701,0.00000000,0.06174341,0.05712006
-5.06953477,0.22294954,0.03731780,0.00005014,0.14930189,0.00000000,0.05416268,0.05465809
-5.06353177,0.22302053,0.03971437,0.00005195,0.14893042,0.00000000,0.04798877,0.05312278
-5.05752876,0.22594038,0.04239005,0.00005426,0.15048729,0.00000000,0.04305250,0.05240162
-5.05152576,0.23125235,0.04528480,0.00005695,0.15366685,0.00000000,0.03919176,0.05237894
-5.04552276,0.23849188,0.04833421,0.00005995,0.15815777,0.00000000,0.03625313,0.05293810
-5.03951976,0.24719362,0.05147066,0.00006314,0.16364782,0.00000000,0.03409322,0.05396344
-5.03351676,0.25689878,0.05462472,0.00006643,0.16982890,0.00000000,0.03257971,0.05534229
-5.02751376,0.26716274,0.05772673,0.00006971,0.17640211,0.00000000,0.03159214,0.05696685
-5.02151076,0.27756278,0.06070850,0.00007288,0.18308293,0.00000000,0.03102251,0.05873603
-5.01550775,0.28770572,0.06350508,0.00007586,0.18960630,0.00000000,0.03077564,0.06055717
-5.00950475,0.29723542,0.06605665,0.00007855,0.19573157,0.00000000,0.03076941,0.06234761
-5.00350175,0.30583975,0.06831021,0.00008088,0.20124708,0.00000000,0.03093483,0.06403615
-4.99749875,0.31325690,0.07022125,0.00008278,0.20597428,0.00000000,0.03121599,0.06556422
-4.99149575,0.31928065,0.07175518,0.00008419,0.20977122,0.00000000,0.03156990,0.06688689
-4.98549275,0.32376444,0.07288850,0.00008507,0.21253520,0.00000000,0.03196623,0.06797345
-4.97948974,0.32662398,0.07360958,0.00008539,0.21420447,0.00000000,0.03238691,0.06880782
-4.97348674,0.32783821,0.07391907,0.00008515,0.21475886,0.00000000,0.03282569,0.06938838
-4.96748374,0.32744850,0.07382994,0.00008435,0.21421930,0.00000000,0.03328752,0.06972759
-4.96148074,0.32555609,0.07336698,0.00008300,0.21264618,0.00000000,0.03378797,0.06985106
-4.95547774,0.32231775,0.07256591,0.00008115,0.21013657,0.00000000,0.03435246,0.06979631
-4.94947474,0.31793993,0.07147213,0.00007884,0.20682043,0.00000000,0.03501549,0.06961114
-4.94347174,0.31267144,0.07013900,0.00007614,0.20285596,0.00000000,0.03581989,0.06935164
-4.93746873,0.30679513,0.06862596,0.00007312,0.19842420,0.00000000,0.03681601,0.06908007
-4.93146573,0.30061879,0.06699633,0.00006986,0.19372327,0.00000000,0.03806099,0.06886241
-4.92546273,0.29446577,0.06531506,0.00006648,0.18896230,0.00000000,0.03961817,0.06876598
-4.91945973,0.28866564,0.06364644,0.00006306,0.18435549,0.00000000,0.04155650,0.06885698
-4.91345673,0.28354540,0.06205188,0.00005972,0.18011645,0.00000000,0.04395024,0.06919822
-4.90745373,0.27942149,0.06058787,0.00005657,0.17645310,0.00000000,0.04687874,0.06984706
-4.90145073,0.27659303,0.05930423,0.00005373,0.17356332,0.00000000,0.05042647,0.07085362
-4.89544772,0.27533651,0.05824265,0.00005132,0.17163153,0.00000000,0.05468316,0.07225943
-4.88944472,0.27590195,0.05743562,0.00004947,0.17082624,0.00000000,0.05974416,0.07409648
-4.88344172,0.27851088,0.05690580,0.00004829,0.17129864,0.00000000,0.06571080,0.07638672
-4.87743872,0.28335573,0.05666580,0.00004791,0.17318221,0.00000000,0.07269084,0.07914212
-4.87143572,0.29060076,0.05671842,0.00004846,0.17659319,0.00000000,0.08079881,0.08236505
-4.86543272,0.30038414,0.05705721,0.00005006,0.18163179,0.00000000,0.09015612,0.08604918
-4.85942971,0.31282081,0.05766745,0.00005282,0.18838394,0.00000000,0.10089083,0.09018063
-4.85342671,0.32800586,0.05852739,0.00005687,0.19692322,0.00000000,0.11313701,0.09473945
-4.84742371,0.34601779,0.05960963,0.00006230,0.20731291,0.00000000,0.12703342,0.09970107
-4.84142071,0.36692145,0.06088275,0.00006923,0.21960761,0.00000000,0.14272145,0.10503800
-4.83541771,0.39077000,0.06231283,0.00007773,0.23385439,0.00000000,0.16034228,0.11072120
-4.82941471,0.41760568,0.06386502,0.00008790,0.25009314,0.00000000,0.18003308,0.11672139
-4.82341171,0.44745901,0.06550493,0.00009977,0.26835592,0.00000000,0.20192233,0.12300999
-4.81740870,0.48034635,0.06719985,0.00011339,0.28866530,0.00000000,0.22612429,0.12955970
-4.81140570,0.51626567,0.06891971,0.00012878,0.31103159,0.00000000,0.25273262,0.13634462
-4.80540270,0.55519068,0.07063774,0.00014589,0.33544898,0.00000000,0.28181349,0.14333996
-4.79939970,0.59706363,0.07233088,0.00016469,0.36189089,0.00000000,0.31339828,0.15052130
-4.79339670,0.64178701,0.07397983,0.00018508,0.39030460,0.00000000,0.34747626,0.15786350
-4.78739370,0.68921482,0.07556891,0.00020693,0.42060559,0.00000000,0.38398748,0.16533928
-4.78139070,0.73914397,0.07708563,0.00023006,0.45267194,0.00000000,0.42281640,0.17291770
-4.77538769,0.79130641,0.07852014,0.00025426,0.48633914,0.00000000,0.46378657,0.18056251
-4.76938469,0.84536279,0.07986448,0.00027928,0.52139583,0.00000000,0.50665674,0.18823069
-4.76338169,0.90089818,0.08111191,0.00030483,0.55758083,0.00000000,0.55111877,0.19587121
-4.75737869,0.95742062,0.08225617,0.00033057,0.59458184,0.00000000,0.59679776,0.20342411
-4.75137569,1.01436272,0.08329084,0.00035616,0.63203613,0.00000000,0.64325439,0.21082021
-4.74537269,1.07108687,0.08420888,0.00038122,0.66953339,0.00000000,0.68998991,0.21798130
-4.73936968,1.12689400,0.08500229,0.00040537,0.70662092,0.00000000,0.73645348,0.22482098
-4.73336668,1.18103593,0.08566199,0.00042821,0.74281104,0.00000000,0.78205208,0.23124614
-4.72736368,1.23273090,0.08617789,0.00044937,0.77759067,0.00000000,0.82616251,0.23715909
-4.72136068,1.28118194,0.08653917,0.00046848,0.81043271,0.00000000,0.86814532,0.24246010
-4.71535768,1.32559728,0.08673470,0.00048521,0.84080893,0.00000000,0.90736015,0.24705044
-4.70935468,1.36521208,0.08675357,0.00049926,0.86820378,0.00000000,0.94318199,0.25083564
-4.70335168,1.39931050,0.08658572,0.00051037,0.89212878,0.00000000,0.97501773,0.25372883
-4.69734867,1.42724726,0.08622259,0.00051835,0.91213658,0.00000000,1.00232246,0.25565400
-4.69134567,1.44846762,0.08565770,0.00052307,0.92783444,0.00000000,1.02461483,0.25654903
-4.68534267,1.46252508,0.08488726,0.00052445,0.93889636,0.00000000,1.04149089,0.25636828
-4.67933967,1.46909582,0.08391051,0.00052248,0.94507340,0.00000000,1.05263592,0.25508467
-4.67333667,1.46798947,0.08273009,0.00051724,0.94620177,0.00000000,1.05783375,0.25269106
-4.66733367,1.45915569,0.08135211,0.00050883,0.94220835,0.00000000,1.05697318,0.24920105
-4.66133067,1.44268628,0.07978620,0.00049745,0.93311349,0.00000000,1.05005140,0.24464889
-4.65532766,1.41881304,0.07804529,0.00048334,0.91903090,0.00000000,1.03717421,0.23908889
-4.64932466,1.38790124,0.07614541,0.00046679,0.90016481,0.00000000,1.01855300,0.23259397
-4.64332166,1.35043944,0.07410528,0.00044813,0.87680441,0.00000000,0.99449888,0.22525389
-4.63731866,1.30702585,0.07194595,0.00042771,0.84931602,0.00000000,0.96541396,0.21717286
-4.63131566,1.25835217,0.06969035,0.00040592,0.81813315,0.00000000,0.93178032,0.20846694
-4.62531266,1.20518545,0.06736294,0.00038316,0.78374505,0.00000000,0.89414706,0.19926125
-4.61930965,1.14834875,0.06498935,0.00035983,0.74668414,0.00000000,0.85311593,0.18968710
-4.61330665,1.08870142,0.06259610,0.00033632,0.70751272,0.00000000,0.80932607,0.17987925
-4.60730365,1.02711965,0.06021042,0.00031304,0.66680964,0.00000000,0.76343846,0.16997330
-4.60130065,0.96447789,0.05786011,0.00029034,0.62515717,0.00000000,0.71612047,0.16010330
-4.59529765,0.90163170,0.05557352,0.00026859,0.58312860,0.00000000,0.66803116,0.15039974
-4.58929465,0.83940237,0.05337948,0.00024811,0.54127689,0.00000000,0.61980760,0.14098774
-4.58329165,0.77856366,0.05130735,0.00022921,0.50012457,0.00000000,0.57205268,0.13198564
-4.57728864,0.71983066,0.04938693,0.00021214,0.46015516,0.00000000,0.52532463,0.12350379
-4.57128564,0.66385102,0.04764840,0.00019716,0.42180625,0.00000000,0.48012839,0.11564365
-4.56528264,0.61119823,0.04612211,0.00018446,0.38546412,0.00000000,0.43690909,0.10849698
-4.55927964,0.56236694,0.04483829,0.00017423,0.35146008,0.00000000,0.39604742,0.10214527
-4.55327664,0.51777015,0.04382663,0.00016659,0.32006827,0.00000000,0.35785704,0.09665911
-4.54727364,0.47773787,0.04311562,0.00016165,0.29150492,0.00000000,0.32258381,0.09209765
-4.54127064,0.44251716,0.04273192,0.00015948,0.26592885,0.00000000,0.29040662,0.08850806
-4.53526763,0.41227318,0.04269942,0.00016012,0.24344302,0.00000000,0.26143977,0.08592488
-4.52926463,0.38709125,0.04303836,0.00016355,0.22409699,0.00000000,0.23573643,0.08436945
-4.52326163,0.36697948,0.04376435,0.00016974,0.20789017,0.00000000,0.21329320,0.08384922
-4.51725863,0.35187217,0.04488736,0.00017859,0.19477553,0.00000000,0.19405534,0.08435722
-4.51125563,0.34163373,0.04641082,0.00018998,0.18466388,0.00000000,0.17792249,0.08587153
-4.50525263,0.33606322,0.04833089,0.00020375,0.17742842,0.00000000,0.16475484,0.08835502
-4.49924962,0.33489952,0.05063581,0.00021967,0.17290964,0.00000000,0.15437939,0.09175528
-4.49324662,0.33782725,0.05330565,0.00023748,0.17092032,0.00000000,0.14659622,0.09600492
-4.48724362,0.34448350,0.05631221,0.00025689,0.17125089,0.00000000,0.14118485,0.10102228
-4.48124062,0.35446541,0.05961939,0.00027756,0.17367474,0.00000000,0.13791030,0.10671254
-4.47523762,0.36733867,0.06318381,0.00029912,0.17795382,0.00000000,0.13652911,0.11296947
-4.46923462,0.38264693,0.06695591,0.00032115,0.18384424,0.00000000,0.13679507,0.11967752
-4.46323162,0.39992198,0.07088125,0.00034323,0.19110192,0.00000000,0.13846473,0.12671450
-4.45722861,0.41869462,0.07490224,0.00036493,0.19948814,0.00000000,0.14130263,0.13395461
-4.45122561,0.43850593,0.07896002,0.00038579,0.20877504,0.00000000,0.14508621,0.14127191
-4.44522261,0.45891863,0.08299653,0.00040539,0.21875072,0.00000000,0.14961036,0.14854384
-4.43921961,0.47952814,0.08695670,0.00042329,0.22922397,0.00000000,0.15469159,0.15565498
-4.43321661,0.49997303,0.09079057,0.00043913,0.24002837,0.00000000,0.16017165,0.16250059
-4.42721361,0.51994428,0.09445525,0.00045254,0.25102570,0.00000000,0.16592069,0.16898993
-4.42121061,0.53919304,0.09791675,0.00046324,0.26210839,0.00000000,0.17183978,0.17504922
-4.41520760,0.55753645,0.10115141,0.00047099,0.27320091,0.00000000,0.17786269,0.18062389
-4.40920460,0.57486127,0.10414697,0.00047564,0.28426014,0.00000000,0.18395702,0.18568029
-4.40320160,0.59112504,0.10690319,0.00047709,0.29527450,0.00000000,0.19012453,0.19020650
-4.39719860,0.60635478,0.10943199,0.00047534,0.30626192,0.00000000,0.19640061,0.19421234
-4.39119560,0.62064315,0.11175709,0.00047046,0.31726680,0.00000000,0.20285307,0.19772853
-4.38519260,0.63414228,0.11391315,0.00046260,0.32835597,0.00000000,0.20958007,0.20080505
-4.37918959,0.64705557,0.11594454,0.00045196,0.33961392,0.00000000,0.21670737,0.20350877
-4.37318659,0.65962786,0.11790370,0.00043884,0.35113743,0.00000000,0.22438492,0.20592049
-4.36718359,0.67213433,0.11984913,0.00042359,0.36303004,0.00000000,0.23278287,0.20813148
-4.36118059,0.68486877,0.12184334,0.00040657,0.37539633,0.00000000,0.24208707,0.21023981
-4.35517759,0.69813167,0.12395049,0.00038821,0.38833660,0.00000000,0.25249421,0.21234654
-4.34917459,0.71221860,0.12623418,0.00036897,0.40194193,0.00000000,0.26420651,0.21455193
-4.34317159,0.72740943,0.12875512,0.00034927,0.41628987,0.00000000,0.27742632,0.21695199
-4.33716858,0.74395859,0.13156913,0.00032959,0.43144101,0.00000000,0.29235031,0.21963526
-4.33116558,0.76208687,0.13472512,0.00031034,0.44743633,0.00000000,0.30916371,0.22268019
-4.32516258,0.78197460,0.13826352,0.00029193,0.46429554,0.00000000,0.32803435,0.22615294
-4.31915958,0.80375667,0.14221478,0.00027475,0.48201611,0.00000000,0.34910665,0.23010586
-4.31315658,0.82751892,0.14659831,0.00025913,0.50057323,0.00000000,0.37249570,0.23457649
-4.30715358,0.85329623,0.15142158,0.00024537,0.51992031,0.00000000,0.39828150,0.23958710
