energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.74787394,8.34912548,0.01975475,1.06494817,2.98978115,0.71008176,6.49946806,3.89933937,0.06197574,2.50571731
-5.74187094,8.27729895,0.01986844,1.05038075,2.95301134,0.71696565,6.45250119,3.86808760,0.05987632,2.48997947
-5.73586793,8.21031960,0.01998647,1.03554922,2.92180301,0.72625890,6.39854901,3.83652317,0.05797434,2.47915835
-5.72986493,8.14875474,0.02010595,1.02055922,2.89625743,0.73790814,6.33846746,3.80508121,0.05626520,2.47322472
-5.72386193,8.09305975,0.02022357,1.00551197,2.87638951,0.75182626,6.27312392,3.77416583,0.05474314,2.47207544
-5.71785893,8.04356505,0.02033562,0.99050174,2.86212917,0.76789440,6.20337280,3.74413783,0.05340148,2.47553723
-5.71185593,8.00046838,0.02043807,0.97561448,2.85332288,0.78596400,6.13003649,3.71530591,0.05223277,2.48337095
-5.70585293,7.96383296,0.02052677,0.96092782,2.84973565,0.80585868,6.05389248,3.68792182,0.05122898,2.49527612
-5.69984992,7.93359165,0.02059748,0.94651226,2.85105341,0.82737619,5.97566711,3.66217947,0.05038160,2.51089579
-5.69384692,7.90955681,0.02064612,0.93243355,2.85688607,0.85029019,5.89603575,3.63821795,0.04968178,2.52982172
-5.68784392,7.89143546,0.02066887,0.91875592,2.86677132,0.87435214,5.81562891,3.61612802,0.04912040,2.55159985
-5.68184092,7.87884872,0.02066235,0.90554592,2.88017945,0.89929338,5.73504309,3.59596142,0.04868813,2.57573626
-5.67583792,7.87135453,0.02062380,0.89287660,2.89651947,0.92482738,5.65485538,3.57774230,0.04837554,2.60170348
-5.66983492,7.86847249,0.02055121,0.88083147,2.91514655,0.95065256,5.57563988,3.56147982,0.04817309,2.62894754
-5.66383192,7.86970935,0.02044344,0.86950811,2.93537125,0.97645553,5.49798458,3.54718114,0.04807123,2.65689559
-5.65782891,7.87458409,0.02030037,0.85902093,2.95647039,1.00191508,5.42250705,3.53486373,0.04806035,2.68496429
-5.65182591,7.88265139,0.02012294,0.84950291,2.97769979,1.02670684,5.34986736,3.52456635,0.04813090,2.71256907
-5.64582291,7.89352242,0.01991321,0.84110600,2.99830875,1.05050864,5.28077710,3.51635798,0.04827334,2.73913411
-5.63981991,7.90688233,0.01967434,0.83400019,3.01755612,1.07300663,5.21600373,3.51034422,0.04847822,2.76410307
-5.63381691,7.92250377,0.01941063,0.82837107,3.03472770,1.09390191,5.15636949,3.50667081,0.04873619,2.78695036
-5.62781391,7.94025617,0.01912734,0.82441614,3.04915457,1.11291747,5.10274510,3.50552421,0.04903808,2.80719282
-5.62181091,7.96011071,0.01883071,0.82233980,3.06023172,1.12980537,5.05603827,3.50712926,0.04937492,2.82440139
-5.61580790,7.98214098,0.01852770,0.82234742,3.06743651,1.14435369,5.01717777,3.51174425,0.04973803,2.83821245
-5.60980490,8.00651977,0.01822592,0.82463870,3.07034611,1.15639296,4.98709402,3.51965356,0.05011911,2.84833839
-5.60380190,8.03351202,0.01793341,0.82940073,3.06865319,1.16580183,4.96669724,3.53115860,0.05051031,2.85457691
-5.59779890,8.06346473,0.01765841,0.83680097,3.06217919,1.17251151,4.95685440,3.54656732,0.05090436,2.85681864
-5.59179590,8.09679400,0.01740920,0.84698064,3.05088424,1.17650888,4.95836627,3.56618294,0.05129463,2.85505252
-5.58579290,8.13396983,0.01719387,0.86004878,3.03487332,1.17783776,4.97194568,3.59029246,0.05167524,2.84936857
-5.57978989,8.17549902,0.01702011,0.87607720,3.01439795,1.17659850,4.99819797,3.61915519,0.05204115,2.83995773
-5.57378689,8.22190675,0.01689505,0.89509672,2.98985305,1.17294559,5.03760450,3.65299197,0.05238819,2.82710857
-5.56778389,8.27371710,0.01682502,0.91709453,2.96176893,1.16708333,5.09050965,3.69197515,0.05271315,2.81120073
-5.56178089,8.33143282,0.01681549,0.94201316,2.93079834,1.15925984,5.15711155,3.73621972,0.05301376,2.79269520
-5.55577789,8.39551493,0.01687087,0.96975054,2.89769874,1.14975944,5.23745656,3.78577553,0.05328871,2.77212156
-5.54977489,8.46636207,0.01699444,1.00016155,2.86331050,1.13889371,5.33143705,3.84062086,0.05353755,2.75006266
-5.54377189,8.54429021,0.01718825,1.03306051,2.82853139,1.12699174,5.43879213,3.90065712,0.05376070,2.72713711
-5.53776888,8.62951279,0.01745310,1.06822459,2.79428841,1.11438974,5.55911045,3.96570470,0.05395930,2.70398012
-5.53176588,8.72212156,0.01778852,1.10539787,2.76150779,1.10142055,5.69183436,4.03549985,0.05413510,2.68122346
-5.52576288,8.82206849,0.01819273,1.14429572,2.73108419,1.08840347,5.83626470,4.10969246,0.05429035,2.65947517
-5.51975988,8.92914886,0.01866270,1.18460930,2.70385020,1.07563465,5.99156533,4.18784460,0.05442768,2.63929967
-5.51375688,9.04298603,0.01919420,1.22600985,2.68054731,1.06337858,6.15676691,4.26942981,0.05454989,2.62119903
-5.50775388,9.16301802,0.01978184,1.26815272,2.66179909,1.05186076,6.33076942,4.35383299,0.05465990,2.60559598
-5.50175088,9.28848654,0.02041915,1.31068082,2.64808786,1.04126187,6.51234338,4.44035106,0.05476058,2.59281925
-5.49574787,9.41842868,0.02109874,1.35322754,2.63973541,1.03171359,6.70012974,4.52819434,0.05485466,2.58309160
-5.48974487,9.55167206,0.02181232,1.39541909,2.63688858,1.02329603,6.89263893,4.61648893,0.05494465,2.57652109
-5.48374187,9.68683383,0.02255092,1.43687637,2.63951010,1.01603691,7.08824981,4.70428035,0.05503280,2.57309569
-5.47773887,9.82232435,0.02330497,1.47721641,2.64737525,1.00991231,7.28520931,4.79053869,0.05512109,2.57268150
-5.47173587,9.95635618,0.02406451,1.51605378,2.66007424,1.00484894,7.48163415,4.87416567,0.05521122,2.57502459
-5.46573287,10.08695918,0.02481933,1.55300192,2.67702054,1.00072787,7.67551567,4.95400409,0.05530471,2.57975653
-5.45972986,10.21200227,0.02555917,1.58767489,2.69746484,0.99738939,7.86472911,5.02884983,0.05540296,2.58640339
-5.45372686,10.32922246,0.02627389,1.61968973,2.72051444,0.99463899,8.04704869,5.09746698,0.05550741,2.59439823
-5.44772386,10.43626150,0.02695370,1.64866950,2.74515746,0.99225415,8.22016922,5.15860614,0.05561968,2.60309661
-5.44172086,10.53071018,0.02758936,1.67424737,2.77029130,0.98999188,8.38173510,5.21102599,0.05574181,2.61179500
-5.43571786,10.61015991,0.02817236,1.69607173,2.79475451,0.98759668,8.52937686,5.25351809,0.05587647,2.61975150
-5.42971486,10.67226100,0.02869513,1.71381228,2.81736125,0.98480887,8.66075515,5.28493453,0.05602720,2.62620859
-5.42371186,10.71478627,0.02915124,1.72716721,2.83693723,0.98137301,8.77361118,5.30421781,0.05619871,2.63041712
-5.41770885,10.73569846,0.02953552,1.73587091,2.85235608,0.97704621,8.86582249,5.31043226,0.05639707,2.63166105
-5.41170585,10.73321914,0.02984423,1.73970228,2.86257489,0.97160623,8.93546207,5.30279586,0.05663003,2.62928209
-5.40570285,10.70589658,0.03007515,1.73849301,2.86666792,0.96485899,8.98085854,5.28071124,0.05690716,2.62270357
-5.39969985,10.65266980,0.03022766,1.73213549,2.86385699,0.95664546,9.00065478,5.24379455,0.05724002,2.61145249
-5.39369685,10.57292560,0.03030271,1.72058983,2.85353768,0.94684753,8.99386192,5.19190059,0.05764223,2.59517911
-5.38769385,10.46654548,0.03030284,1.70388954,2.83530018,0.93539282,8.95990604,5.12514298,0.05812944,2.57367305
-5.38169085,10.33393968,0.03023205,1.68214540,2.80894389,0.92225799,8.89866446,5.04390780,0.05871922,2.54687523
-5.37568784,10.17606557,0.03009570,1.65554719,2.77448514,0.90747073,8.81048941,4.94885966,0.05943074,2.51488488
-5.36968484,9.99442856,0.02990030,1.62436288,2.73215753,0.89110984,8.69621686,4.84093929,0.06028445,2.47796117
-5.36368184,9.79106406,0.02965332,1.58893525,2.68240484,0.87330375,8.55715931,4.72135211,0.06130147,2.43651903
-5.35767884,9.56850012,0.02936286,1.54967578,2.62586636,0.85422715,8.39508189,4.59154764,0.06250292,2.39111912
-5.35167584,9.32970108,0.02903742,1.50705600,2.56335547,0.83409585,8.21216192,4.45319003,0.06390915,2.34245200
-5.34567284,9.07799374,0.02868560,1.46159657,2.49583177,0.81316014,8.01093326,4.30812047,0.06553880,2.29131702
-5.33966983,8.81697825,0.02831571,1.41385436,2.42436817,0.79169659,7.79421705,4.15831262,0.06740781,2.23859641
-5.33366683,8.55042688,0.02793558,1.36440818,2.35011386,0.76999879,7.56504166,4.00582262,0.06952838,2.18522564
-5.32766383,8.28217457,0.02755220,1.31384359,2.27425481,0.74836724,7.32655508,3.85273546,0.07190794,2.13216105
-5.32166083,8.01600548,0.02717153,1.26273763,2.19797331,0.72709882,7.08193329,3.70110969,0.07454817,2.08034604
-5.31565783,7.75554019,0.02679827,1.21164383,2.12240807,0.70647625,6.83428852,3.55292283,0.07744409,2.03067725
-5.30965483,7.50412835,0.02643575,1.16107845,2.04861668,0.68675803,6.58658142,3.41001929,0.08058331,1.98397207
-5.30365183,7.26475102,0.02608585,1.11150831,1.97754172,0.66816926,6.34154063,3.27406309,0.08394554,1.94093888
-5.29764882,7.03993700,0.02574897,1.06334076,1.90998195,0.65089366,6.10159322,3.14649712,0.08750220,1.90215136
-5.29164582,6.83169635,0.02542409,1.01691618,1.84656977,0.63506731,5.86880862,3.02851030,0.09121645,1.86802798
-5.28564282,6.64147394,0.02510889,0.97250327,1.78775553,0.62077427,5.64485822,2.92101406,0.09504345,1.83881746
-5.27963982,6.47012461,0.02479992,0.93029720,1.73379952,0.60804428,5.43099174,2.82462867,0.09893092,1.81459103
-5.27363682,6.31791066,0.02449282,0.89042061,1.68477151,0.59685271,5.22803093,2.73967980,0.10282008,1.79524167
-5.26763382,6.18452151,0.02418258,0.85292725,1.64055783,0.58712266,5.03638009,2.66620520,0.10664681,1.78049046
-5.26163082,6.06911421,0.02386378,0.81780803,1.60087554,0.57872921,4.85605237,2.60397091,0.11034319,1.76989966
-5.25562781,5.97037266,0.02353097,0.78499907,1.56529271,0.57150552,4.68670978,2.55249618,0.11383913,1.76289202
-5.24962481,5.88658269,0.02317885,0.75439123,1.53325396,0.56525054,4.52771475,2.51108575,0.11706433,1.75877541
-5.24362181,5.81571955,0.02280264,0.72584067,1.50410996,0.55973803,4.37819018,2.47886814,0.11995023,1.75677171
-5.23761881,5.75554380,0.02239826,0.69917987,1.47714939,0.55472630,4.23708500,2.45483815,0.12243206,1.75604866
-5.23161581,5.70370152,0.02196256,0.67422863,1.45163219,0.54996849,4.10324205,2.43790198,0.12445084,1.75575338
-5.22561281,5.65782466,0.02149350,0.65080448,1.42682236,0.54522273,3.97546513,2.42692297,0.12595524,1.75504602
-5.21960980,5.61562731,0.02099023,0.62873211,1.40201912,0.54026179,3.85258243,2.42076640,0.12690329,1.75313226
-5.21360680,5.57499433,0.02045313,0.60785152,1.37658520,0.53488193,3.73350364,2.41834152,0.12726381,1.74929322
-5.20760380,5.53405891,0.01988386,0.58802444,1.34997107,0.52891045,3.61726882,2.41863944,0.12701745,1.74291169
-5.20160080,5.49126633,0.01928525,0.56913907,1.32173442,0.52221175,3.50308728,2.42076557,0.12615750,1.73349359
-5.19559780,5.44542188,0.01866122,0.55111282,1.29155414,0.51469168,3.39036552,2.42396547,0.12469014,1.72068398
-5.18959480,5.39572157,0.01801664,0.53389321,1.25923875,0.50630000,3.27872379,2.42764354,0.12263443,1.70427702
-5.18359180,5.34176516,0.01735711,0.51745704,1.22472888,0.49703104,3.16800124,2.43137390,0.12002170,1.68421978
-5.17758879,5.28355148,0.01668880,0.50180780,1.18809441,0.48692250,3.05825031,2.43490343,0.11689473,1.66060977
-5.17158579,5.22145720,0.01601821,0.48697184,1.14952634,0.47605254,2.94972144,2.43814712,0.11330644,1.63368673
-5.16558279,5.15620043,0.01535196,0.47299333,1.10932438,0.46453542,2.84283930,2.44117620,0.10931834,1.60381900
-5.15957979,5.08879134,0.01469653,0.45992849,1.06788083,0.45251594,2.73817242,2.44419976,0.10499870,1.57148547
-5.15357679,5.02047259,0.01405813,0.44783929,1.02566176,0.44016282,2.63639782,2.44754096,0.10042056,1.53725390
-5.14757379,4.95265222,0.01344246,0.43678709,0.98318649,0.42766164,2.53826280,2.45160902,0.09565965,1.50175676
-5.14157079,4.88683253,0.01285461,0.42682645,0.94100626,0.41520735,2.44454548,2.45686838,0.09079231,1.46566568
-5.13556778,4.82453797,0.01229889,0.41799938,0.89968310,0.40299690,2.35601616,2.46380656,0.08589347,1.42966564
-5.12956478,4.76724530,0.01177880,0.41033040,0.85976975,0.39122223,2.27340097,2.47290221,0.08103474,1.39442999
-5.12356178,4.71631896,0.01129697,0.40382249,0.82179123,0.38006375,2.19734928,2.48459502,0.07628273,1.36059730
-5.11755878,4.67295430,0.01085514,0.39845420,0.78622884,0.36968477,2.12840590,2.49925866,0.07169765,1.32875093
-5.11155578,4.63813076,0.01045420,0.39417796,0.75350686,0.36022682,2.06698906,2.51717829,0.06733213,1.29940191
-5.10555278,4.61257677,0.01009424,0.39091963,0.72398230,0.35180615,2.01337452,2.53853336,0.06323044,1.27297565
-5.09954977,4.59674715,0.00977464,0.38857936,0.69793772,0.34451125,1.96768624,2.56338669,0.05942796,1.24980290
-5.09354677,4.59081377,0.00949417,0.38703355,0.67557718,0.33840168,1.92989331,2.59168000,0.05595106,1.23011476
-5.08754377,4.59466881,0.00925107,0.38613800,0.65702506,0.33350783,1.89981299,2.62323618,0.05281718,1.21404192
-5.08154077,4.60794021,0.00904322,0.38573188,0.64232758,0.32983182,1.87711938,2.65776768,0.05003524,1.20161760
-5.07553777,4.63001763,0.00886820,0.38564248,0.63145653,0.32734918,1.86135675,2.69489082,0.04760633,1.19278394
-5.06953477,4.66008728,0.00872346,0.38569046,0.62431503,0.32601131,1.85195702,2.73414458,0.04552447,1.18740111
-5.06353177,4.69717343,0.00860637,0.38569541,0.62074478,0.32574852,1.84826020,2.77501316,0.04377766,1.18525863
-5.05752876,4.74018428,0.00851435,0.38548141,0.62053440,0.32647337,1.84953698,2.81695064,0.04234884,1.18608822
-5.05152576,4.78795966,0.00844490,0.38488246,0.62342860,0.32808438,1.85501250,2.85940639,0.04121711,1.18957741
-5.04552276,4.83931822,0.00839570,0.38374749,0.62913771,0.33046970,1.86389028,2.90184989,0.04035872,1.19538337
-5.03951976,4.89310197,0.00836460,0.38194474,0.63734736,0.33351076,1.87537559,2.94379339,0.03974819,1.20314634
-5.03351676,4.94821600,0.00834965,0.37936548,0.64772805,0.33708578,1.88869733,2.98481133,0.03935924,1.21250209
-5.02751376,5.00366213,0.00834911,0.37592679,0.65994437,0.34107293,1.90312798,3.02455556,0.03916566,1.22309311
-5.02151076,5.05856501,0.00836140,0.37157340,0.67366378,0.34535321,1.91800088,3.06276549,0.03914202,1.23457817
-5.01550775,5.11219032,0.00838513,0.36627852,0.68856467,0.34981290,1.93272455,3.09927308,0.03926429,1.24664007
-5.00950475,5.16395461,0.00841898,0.36004373,0.70434385,0.35434563,1.94679370,3.13400232,0.03951022,1.25899151
-5.00350175,5.21342728,0.00846174,0.35289788,0.72072304,0.35885400,1.95979691,3.16696375,0.03985968,1.27137912
-4.99749875,5.26032520,0.00851225,0.34489513,0.73745457,0.36325082,1.97142077,3.19824433,0.04029481,1.28358567
-4.99149575,5.30450110,0.00856932,0.33611228,0.75432609,0.36745991,1.98145070,3.22799383,0.04080000,1.29543084
-4.98549275,5.34592699,0.00863179,0.32664544,0.77116416,0.37141666,1.98976865,3.25640837,0.04136190,1.30677052
-4.97948974,5.38467399,0.00869842,0.31660629,0.78783677,0.37506818,1.99634785,3.28371258,0.04196920,1.31749508
-4.97348674,5.42089018,0.00876796,0.30611804,0.80425458,0.37837323,2.00124510,3.31014126,0.04261242,1.32752687
-4.96748374,5.45477787,0.00883914,0.29531124,0.82037100,0.38130194,2.00459097,3.33592193,0.04328368,1.33681712
-4.96148074,5.48657177,0.00891065,0.28431968,0.83618089,0.38383536,2.00657837,3.36125910,0.04397638,1.34534266
-4.95547774,5.51651911,0.00898124,0.27327642,0.85171800,0.38596489,2.00745004,3.38632125,0.04468496,1.35310251
-4.94947474,5.54486282,0.00904969,0.26231016,0.86705111,0.38769163,2.00748544,3.41123109,0.04540460,1.36011464
-4.94347174,5.57182842,0.00911492,0.25154205,0.88227894,0.38902563,2.00698753,3.43605972,0.04613102,1.36641303
-4.93746873,5.59761501,0.00917600,0.24108289,0.89752404,0.38998521,2.00627000,3.46082465,0.04686026,1.37204504
-4.93146573,5.62239059,0.00923224,0.23103101,0.91292559,0.39059619,2.00564530,3.48549185,0.04758861,1.37706933
-4.92546273,5.64629154,0.00928320,0.22147062,0.92863165,0.39089124,2.00541394,3.50998153,0.04831247,1.38155405
-4.91945973,5.66942598,0.00932875,0.21247076,0.94479076,0.39090917,2.00585533,3.53417718,0.04902833,1.38557560
-4.91345673,5.69188053,0.00936912,0.20408483,0.96154355,0.39069430,2.00722043,3.55793738,0.04973284,1.38921767
-4.90745373,5.71372981,0.00940489,0.19635056,0.97901434,0.39029591,2.00972637,3.58110960,0.05042283,1.39257057
-4.90145073,5.73504794,0.00943702,0.18929055,0.99730336,0.38976765,2.01355313,3.60354541,0.05109545,1.39573086
-4.89544772,5.75592132,0.00946684,0.18291308,1.01647974,0.38916704,2.01884224,3.62511615,0.05174829,1.39880098
-4.88944472,5.77646181,0.00949601,0.17721336,1.03657571,0.38855496,2.02569742,3.64572838,0.05237949,1.40188906
-4.88344172,5.79681959,0.00952653,0.17217497,1.05758220,0.38799511,2.03418690,3.66533838,0.05298794,1.40510858
-4.87743872,5.81719480,0.00956062,0.16777151,1.07944625,0.38755348,2.04434726,3.68396491,0.05357337,1.40857798
-4.87143572,5.83784736,0.00960071,0.16396833,1.10207016,0.38729772,2.05618834,3.70169968,0.05413642,1.41242007
-4.86543272,5.85910410,0.00964935,0.16072437,1.12531268,0.38729650,2.06969887,3.71871486,0.05467879,1.41676113
-4.85942971,5.88136270,0.00970912,0.15799391,1.14899213,0.38761863,2.08485238,3.73526723,0.05520317,1.42172975
-4.85342671,5.90509175,0.00978256,0.15572832,1.17289131,0.38833219,2.10161296,3.75169848,0.05571324,1.42745523
-4.84742371,5.93082647,0.00987204,0.15387763,1.19676417,0.38950341,2.11994027,3.76843139,0.05621358,1.43406559
-4.84142071,5.95915980,0.00997972,0.15239201,1.22034369,0.39119537,2.13979363,3.78596175,0.05670951,1.44168504
-4.83541771,5.99072854,0.01010741,0.15122301,1.24335086,0.39346658,2.16113460,3.80484591,0.05720685,1.45043093
-4.82941471,6.02619459,0.01025653,0.15032458,1.26550416,0.39636937,2.18392782,3.82568415,0.05771171,1.46041019
-4.82341171,6.06622157,0.01042798,0.14965392,1.28652915,0.39994807,2.20814010,3.84910022,0.05823011,1.47171525
-4.81740870,6.11144723,0.01062213,0.14917201,1.30616774,0.40423715,2.23373744,3.87571747,0.05876771,1.48441947
-4.81140570,6.16245251,0.01083870,0.14884397,1.32418661,0.40925929,2.26068037,3.90613244,0.05932939,1.49857225
-4.80540270,6.21972843,0.01107678,0.14863913,1.34038446,0.41502347,2.28891772,3.94088681,0.05991889,1.51419394
-4.79939970,6.28364216,0.01133476,0.14853096,1.35459786,0.42152317,2.31837931,3.98043891,0.06053850,1.53127080
-4.79339670,6.35440409,0.01161033,0.14849676,1.36670523,0.42873477,2.34896809,4.02513606,0.06118870,1.54975026
-4.78739370,6.43203763,0.01190052,0.14851723,1.37662924,0.43661638,2.38055245,4.07518921,0.06186793,1.56953689
-4.78139070,6.51635396,0.01220173,0.14857596,1.38433728,0.44510702,2.41295941,4.13065139,0.06257238,1.59048932
-4.77538769,6.60693353,0.01250975,0.14865887,1.38984042,0.45412647,2.44596949,4.19140133,0.06329593,1.61241865
-4.76938469,6.70311638,0.01281990,0.14875361,1.39319093,0.46357570,2.47931394,4.25713354,0.06403016,1.63508855
-4.76338169,6.80400250,0.01312709,0.14884905,1.39447879,0.47333819,2.51267503,4.32735590,0.06476446,1.65821751
-4.75737869,6.90846364,0.01342597,0.14893485,1.39382745,0.48328190,2.54568977,4.40139546,0.06548630,1.68148342
-4.75137569,7.01516688,0.01371107,0.14900120,1.39138932,0.49326218,2.57795740,4.47841273,0.06618161,1.70453059
-4.74537269,7.12260983,0.01397693,0.14903863,1.38734131,0.50312539,2.60905054,4.55742418,0.06683527,1.72697917
-4.73936968,7.22916660,0.01421831,0.14903812,1.38188071,0.51271322,2.63852982,4.63733249,0.06743166,1.74843699
-4.73336668,7.33314281,0.01443029,0.14899123,1.37522162,0.52186757,2.66596127,4.71696300,0.06795538,1.76851311
-4.72736368,7.43283738,0.01460850,0.14889053,1.36759215,0.53043582,2.69093569,4.79510510,0.06839191,1.78683297
-4.72136068,7.52660807,0.01474920,0.14873005,1.35923221,0.53827623,2.71308895,4.87055632,0.06872837,1.80305412
-4.71535768,7.61293744,0.01484946,0.14850586,1.35039199,0.54526331,2.73212187,4.94216687,0.06895421,1.81688199
-4.70935468,7.69049558,0.01490726,0.14821663,1.34133067,0.55129277,2.74781841,5.00888243,0.06906186,1.82808468
-4.70335168,7.75819608,0.01492153,0.14786423,1.33231530,0.55628598,2.76006087,5.06978259,0.06904731,1.83650592
-4.69734867,7.81524179,0.01489224,0.14745415,1.32361934,0.56019350,2.76884087,5.12411304,0.06891051,1.84207537
-4.69134567,7.86115761,0.01482035,0.14699582,1.31552058,0.56299761,2.77426511,5.17130956,0.06865570,1.84481546
-4.68534267,7.89580808,0.01470781,0.14650273,1.30829805,0.56471375,2.77655528,5.21101258,0.06829144,1.84484417
-4.67933967,7.91939866,0.01455749,0.14599233,1.30222787,0.56539051,2.77604178,5.24307162,0.06783060,1.84237339
-4.67333667,7.93246028,0.01437306,0.14548563,1.29757760,0.56510850,2.77315125,5.26753936,0.06728999,1.83770272
-4.66733367,7.93581813,0.01415883,0.14500665,1.29459936,0.56397789,2.76838857,5.28465618,0.06668996,1.83120879
-4.66133067,7.93054649,0.01391965,0.14458155,1.29352180,0.56213488,2.76231420,5.29482618,0.06605373,1.82333065
-4.65532766,7.91791225,0.01366067,0.14423766,1.29454113,0.55973725,2.75551797,5.29858645,0.06540662,1.81455179
-4.64932466,7.89931078,0.01338719,0.14400236,1.29781179,0.55695923,2.74859114,5.29657185,0.06477514,1.80537969
-4.64332166,7.87619795,0.01310447,0.14390188,1.30343727,0.55398599,2.74209822,5.28947763,0.06418607,1.79632418
