energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.88594297,4.82905448,0.02725203,0.28786435,1.29177545,2.40642764,0.73205551,0.50809526,1.91007949,0.00000000
-5.87993997,4.88330020,0.02866770,0.30113070,1.33836228,2.37213231,0.76413852,0.52500986,1.96910566,0.00000000
-5.87393697,4.93085421,0.03007839,0.31392072,1.38169149,2.33706377,0.79502434,0.54073299,2.02396619,0.00000000
-5.86793397,4.97025130,0.03147173,0.32607679,1.42094416,2.30100117,0.82428607,0.55507546,2.07370264,0.00000000
-5.86193097,5.00001733,0.03283648,0.33744211,1.45535377,2.26364129,0.85151002,0.56786644,2.11739334,0.00000000
-5.85592796,5.01873105,0.03416272,0.34786394,1.48422905,2.22462735,0.87630593,0.57895820,2.15418305,0.00000000
-5.84992496,5.02508509,0.03544200,0.35719686,1.50697462,2.18357915,0.89831666,0.58823019,2.18331135,0.00000000
-5.84392196,5.01794314,0.03666737,0.36530599,1.52310867,2.14012329,0.91722700,0.59559230,2.20413867,0.00000000
-5.83791896,4.99639089,0.03783331,0.37207006,1.53227682,2.09392161,0.93277123,0.60098716,2.21616860,0.00000000
-5.83191596,4.95977835,0.03893555,0.37738433,1.53426165,2.04469691,0.94473916,0.60439132,2.21906560,0.00000000
-5.82591296,4.90775188,0.03997088,0.38116312,1.52898763,1.99225445,0.95298064,0.60581546,2.21266730,0.00000000
-5.81990995,4.84027465,0.04093676,0.38334206,1.51652118,1.93649877,0.95740807,0.60530347,2.19699087,0.00000000
-5.81390695,4.75763491,0.04183101,0.38387986,1.49706610,1.87744488,0.95799730,0.60293059,2.17223328,0.00000000
-5.80790395,4.66044201,0.04265145,0.38275961,1.47095466,1.81522390,0.95478662,0.59880062,2.13876536,0.00000000
-5.80190095,4.54961078,0.04339545,0.37998953,1.43863481,1.75008296,0.94787416,0.59304244,2.09712025,0.00000000
-5.79589795,4.42633508,0.04405972,0.37560314,1.40065426,1.68237960,0.93741375,0.58580587,2.04797661,0.00000000
-5.78989495,4.29205217,0.04463997,0.36965890,1.35764217,1.61257140,0.92360954,0.57725718,1.99213748,0.00000000
-5.78389195,4.14839952,0.04513080,0.36223920,1.31028921,1.54120129,0.90670958,0.56757431,1.93050576,0.00000000
-5.77788894,3.99716604,0.04552565,0.35344875,1.25932701,1.46887953,0.88699861,0.55694210,1.86405734,0.00000000
-5.77188594,3.84023993,0.04581688,0.34341248,1.20550765,1.39626320,0.86479041,0.54554751,1.79381303,0.00000000
-5.76588294,3.67955500,0.04599600,0.33227287,1.14958408,1.32403427,0.84041980,0.53357513,1.72081026,0.00000000
-5.75987994,3.51703778,0.04605396,0.32018690,1.09229202,1.25287703,0.81423474,0.52120296,1.64607574,0.00000000
-5.75387694,3.35455695,0.04598166,0.30732253,1.03433391,1.18345611,0.78658852,0.50859865,1.57059986,0.00000000
-5.74787394,3.19387694,0.04577040,0.29385507,0.97636531,1.11639559,0.75783246,0.49591618,1.49531376,0.00000000
-5.74187094,3.03661699,0.04541249,0.27996329,0.91898403,1.05226027,0.72830905,0.48329307,1.42106953,0.00000000
-5.73586793,2.88421673,0.04490182,0.26582553,0.86272199,0.99153951,0.69834581,0.47084815,1.34862411,0.00000000
-5.72986493,2.73790914,0.04423447,0.25161593,0.80803994,0.93463427,0.66824991,0.45867980,1.27862726,0.00000000
-5.72386193,2.59870130,0.04340917,0.23750091,0.75532483,0.88184764,0.63830372,0.44686488,1.21161350,0.00000000
-5.71785893,2.46736332,0.04242780,0.22363596,0.70488964,0.83337909,0.60876114,0.43545813,1.14799828,0.00000000
-5.71185593,2.34442520,0.04129565,0.21016292,0.65697548,0.78932256,0.57984509,0.42449218,1.08807800,0.00000000
-5.70585293,2.23018151,0.04002165,0.19720783,0.61175554,0.74966827,0.55174577,0.41397815,1.03203383,0.00000000
-5.69984992,2.12470336,0.03861843,0.18487937,0.56934053,0.71430801,0.52462014,0.40390679,0.97993877,0.00000000
-5.69384692,2.02785691,0.03710218,0.17326802,0.52978549,0.68304378,0.49859219,0.39425018,0.93176771,0.00000000
-5.68784392,1.93932763,0.03549246,0.16244582,0.49309724,0.65559920,0.47375429,0.38496402,0.88740987,0.00000000
-5.68184092,1.85864922,0.03381179,0.15246687,0.45924256,0.63163322,0.45016937,0.37599039,0.84668312,0.00000000
-5.67583792,1.78523607,0.03208523,0.14336840,0.42815642,0.61075561,0.42787386,0.36726093,0.80934966,0.00000000
-5.66983492,1.71841806,0.03033978,0.13517228,0.39975023,0.59254358,0.40688132,0.35870048,0.77513239,0.00000000
-5.66383192,1.65747628,0.02860377,0.12788711,0.37391968,0.57655888,0.38718666,0.35023086,0.74373152,0.00000000
-5.65782891,1.60167839,0.02690625,0.12151039,0.35055209,0.56236463,0.36877056,0.34177491,0.71484060,0.00000000
-5.65182591,1.55031233,0.02527626,0.11603100,0.32953294,0.54954144,0.35160413,0.33326045,0.68816174,0.00000000
-5.64582291,1.50271699,0.02374224,0.11143158,0.31075141,0.53770198,0.33565351,0.32462402,0.66341922,0.00000000
-5.63981991,1.45830885,0.02233141,0.10769079,0.29410498,0.52650364,0.32088415,0.31581437,0.64037120,0.00000000
-5.63381691,1.41660348,0.02106914,0.10478531,0.27950273,0.51565879,0.30726462,0.30679536,0.61881906,0.00000000
-5.62781391,1.37723123,0.01997851,0.10269147,0.26686745,0.50494227,0.29476982,0.29754824,0.59861422,0.00000000
-5.62181091,1.33994647,0.01907980,0.10138639,0.25613657,0.49419596,0.28338325,0.28807310,0.57966205,0.00000000
-5.61580790,1.30463043,0.01839006,0.10084867,0.24726177,0.48333036,0.27309850,0.27838954,0.56192301,0.00000000
-5.60980490,1.27128740,0.01792282,0.10105852,0.24020756,0.47232318,0.26391968,0.26853628,0.54541095,0.00000000
-5.60380190,1.24003494,0.01768774,0.10199744,0.23494879,0.46121526,0.25586089,0.25857004,0.53018878,0.00000000
-5.59779890,1.21108877,0.01769041,0.10364746,0.23146740,0.45010407,0.24894479,0.24856344,0.51636186,0.00000000
-5.59179590,1.18474320,0.01793212,0.10599009,0.22974843,0.43913518,0.24320036,0.23860224,0.50406944,0.00000000
-5.58579290,1.16134842,0.01840974,0.10900501,0.22977582,0.42849233,0.23866001,0.22878195,0.49347468,0.00000000
-5.57978989,1.14128585,0.01911566,0.11266869,0.23152792,0.41838657,0.23535636,0.21920411,0.48475381,0.00000000
-5.57378689,1.12494316,0.02003777,0.11695313,0.23497330,0.40904503,0.23331871,0.20997231,0.47808499,0.00000000
-5.56778389,1.11269009,0.02115952,0.12182479,0.24006689,0.40070003,0.23256975,0.20118833,0.47363748,0.00000000
-5.56178089,1.10485674,0.02246013,0.12724382,0.24674684,0.39357886,0.23312245,0.19294844,0.47156169,0.00000000
-5.55577789,1.10171518,0.02391482,0.13316379,0.25493225,0.38789484,0.23497767,0.18534026,0.47198056,0.00000000
-5.54977489,1.10346553,0.02549517,0.13953192,0.26452198,0.38383996,0.23812244,0.17844017,0.47498274,0.00000000
-5.54377189,1.11022705,0.02716968,0.14628989,0.27539453,0.38157937,0.24252918,0.17231149,0.48061792,0.00000000
-5.53776888,1.12203466,0.02890432,0.15337518,0.28740927,0.38124780,0.24815598,0.16700346,0.48889430,0.00000000
-5.53176588,1.13884080,0.03066330,0.16072294,0.30040873,0.38294801,0.25494785,0.16255113,0.49977851,0.00000000
-5.52576288,1.16052229,0.03240987,0.16826827,0.31422202,0.38675105,0.26283899,0.15897598,0.51319769,0.00000000
-5.51975988,1.18689162,0.03410724,0.17594879,0.32866918,0.39269819,0.27175592,0.15628730,0.52904353,0.00000000
-5.51375688,1.21771159,0.03571957,0.18370737,0.34356622,0.40080417,0.28162118,0.15448419,0.54717810,0.00000000
-5.50775388,1.25271227,0.03721292,0.19149475,0.35873058,0.41106136,0.29235764,0.15355791,0.56744076,0.00000000
-5.50175088,1.29160891,0.03855625,0.19927198,0.37398677,0.42344446,0.30389275,0.15349451,0.58965593,0.00000000
-5.49574787,1.33411952,0.03972228,0.20701244,0.38917180,0.43791521,0.31616276,0.15427745,0.61364096,0.00000000
-5.48974487,1.37998070,0.04068837,0.21470320,0.40414017,0.45442682,0.32911637,0.15589002,0.63921369,0.00000000
-5.48374187,1.42896057,0.04143711,0.22234571,0.41876807,0.47292757,0.34271767,0.15831736,0.66619912,0.00000000
-5.47773887,1.48086774,0.04195686,0.22995562,0.43295662,0.49336327,0.35694794,0.16154795,0.69443470,0.00000000
-5.47173587,1.53555546,0.04224203,0.23756169,0.44663380,0.51567852,0.37180623,0.16557435,0.72377397,0.00000000
-5.46573287,1.59292065,0.04229310,0.24520379,0.45975518,0.53981628,0.38730853,0.17039320,0.75408815,0.00000000
-5.45972986,1.65289743,0.04211651,0.25293006,0.47230319,0.56571608,0.40348541,0.17600439,0.78526564,0.00000000
-5.45372686,1.71544553,0.04172420,0.26079330,0.48428500,0.59331061,0.42037820,0.18240941,0.81720935,0.00000000
-5.44772386,1.78053401,0.04113309,0.26884679,0.49572914,0.62252112,0.43803384,0.18960898,0.84983206,0.00000000
-5.44172086,1.84812138,0.04036420,0.27713964,0.50668101,0.65325178,0.45649847,0.19760012,0.88305007,0.00000000
-5.43571786,1.91813297,0.03944181,0.28571213,0.51719745,0.68538340,0.47581025,0.20637272,0.91677544,0.00000000
-5.42971486,1.99043727,0.03839236,0.29459099,0.52734070,0.71876695,0.49599157,0.21590598,0.95090752,0.00000000
-5.42371186,2.06482252,0.03724341,0.30378516,0.53717207,0.75321743,0.51704114,0.22616477,0.98532406,0.00000000
-5.41770885,2.14097532,0.03602257,0.31328218,0.54674554,0.78850854,0.53892647,0.23709631,1.01987282,0.00000000
-5.41170585,2.21846275,0.03475644,0.32304536,0.55610180,0.82436862,0.56157703,0.24862735,1.05436408,0.00000000
-5.40570285,2.29671947,0.03346974,0.33301220,0.56526287,0.86047843,0.58487872,0.26066205,1.08856473,0.00000000
-5.39969985,2.37504102,0.03218447,0.34309388,0.57422776,0.89647109,0.60866999,0.27308081,1.12219454,0.00000000
-5.39369685,2.45258441,0.03091935,0.35317624,0.58296931,0.93193454,0.63273988,0.28574024,1.15492499,0.00000000
-5.38769385,2.52837640,0.02968935,0.36312208,0.59143243,0.96641656,0.65682842,0.29847423,1.18638097,0.00000000
-5.38169085,2.60132988,0.02850552,0.37277483,0.59953398,0.99943266,0.68062941,0.31109637,1.21614563,0.00000000
-5.37568784,2.67026804,0.02737493,0.38196347,0.60716418,1.03047640,0.70379568,0.32340351,1.24376822,0.00000000
-5.36968484,2.73395564,0.02630089,0.39050857,0.61418967,1.05903225,0.72594679,0.33518055,1.26877499,0.00000000
-5.36368184,2.79113638,0.02528324,0.39822909,0.62045812,1.08459022,0.74667890,0.34620611,1.29068255,0.00000000
-5.35767884,2.84057489,0.02431884,0.40494987,0.62580415,1.10666205,0.76557652,0.35625902,1.30901342,0.00000000
-5.35167584,2.88110156,0.02340218,0.41050926,0.63005641,1.12479807,0.78222571,0.36512538,1.32331301,0.00000000
-5.34567284,2.91165825,0.02252600,0.41476667,0.63304547,1.13860412,0.79622811,0.37260571,1.33316734,0.00000000
-5.33966983,2.93134271,0.02168196,0.41760962,0.63461224,1.14775770,0.80721538,0.37852208,1.33822065,0.00000000
-5.33366683,2.93944961,0.02086133,0.41896004,0.63461638,1.15202258,0.81486317,0.38272477,1.33819204,0.00000000
-5.32766383,2.93550612,0.02005560,0.41877933,0.63294459,1.15126109,0.81890422,0.38509813,1.33289043,0.00000000
-5.32166083,2.91930017,0.01925704,0.41707206,0.62951806,1.14544346,0.81913978,0.38556548,1.32222680,0.00000000
-5.31565783,2.89089989,0.01845914,0.41388803,0.62429898,1.13465354,0.81544896,0.38409265,1.30622340,0.00000000
-5.30965483,2.85066301,0.01765701,0.40932248,0.61729556,1.11909070,0.80779540,0.38069007,1.28501901,0.00000000
-5.30365183,2.79923573,0.01684755,0.40351454,0.60856547,1.09906739,0.79623110,0.37541330,1.25887026,0.00000000
-5.29764882,2.73754060,0.01602967,0.39664382,0.59821741,1.07500266,0.78089709,0.36836192,1.22814859,0.00000000
-5.29164582,2.66675406,0.01520418,0.38892523,0.58641065,1.04741154,0.76202092,0.35967683,1.19333304,0.00000000
-5.28564282,2.58827429,0.01437382,0.38060237,0.57335263,1.01689077,0.73991110,0.34953607,1.15499902,0.00000000
-5.27963982,2.50368081,0.01354300,0.37193962,0.55929467,0.98410147,0.71494883,0.33814945,1.11380370,0.00000000
-5.27363682,2.41468750,0.01271761,0.36321329,0.54452588,0.94974940,0.68757716,0.32575199,1.07046835,0.00000000
-5.26763382,2.32309112,0.01190471,0.35470225,0.52936566,0.91456360,0.65828840,0.31259674,1.02575866,0.00000000
-5.26163082,2.23071741,0.01111224,0.34667843,0.51415500,0.87927444,0.62761005,0.29894711,0.98046373,0.00000000
-5.25562781,2.13936734,0.01034865,0.33939759,0.49924707,0.84459190,0.59609007,0.28506908,0.93537467,0.00000000
-5.24962481,2.05076548,0.00962264,0.33309076,0.48499745,0.81118501,0.56428203,0.27122367,0.89126361,0.00000000
-5.24362181,1.96651276,0.00894279,0.32795672,0.47175438,0.77966334,0.53273072,0.25765983,0.84886419,0.00000000
-5.23761881,1.88804540,0.00831734,0.32415590,0.45984957,0.75056123,0.50195880,0.24460826,0.80885393,0.00000000
-5.23161581,1.81660147,0.00775395,0.32180580,0.44958978,0.72432533,0.47245493,0.23227601,0.77183941,0.00000000
-5.22561281,1.75319617,0.00725945,0.32097829,0.44124959,0.70130589,0.44466377,0.22084239,0.73834448,0.00000000
-5.21960980,1.69860629,0.00683977,0.32169869,0.43506549,0.68175193,0.41897801,0.21045604,0.70880189,0.00000000
-5.21360680,1.65336409,0.00649973,0.32394674,0.43123150,0.66581043,0.39573259,0.20123317,0.68354840,0.00000000
-5.20760380,1.61776009,0.00624301,0.32765925,0.42989629,0.65352920,0.37520118,0.19325716,0.66282318,0.00000000
-5.20160080,1.59185412,0.00607207,0.33273437,0.43116183,0.64486318,0.35759461,0.18657916,0.64676947,0.00000000
-5.19559780,1.57549329,0.00598812,0.33903701,0.43508340,0.63968358,0.34306135,0.18121972,0.63543881,0.00000000
-5.18959480,1.56833564,0.00599110,0.34640537,0.44167077,0.63778927,0.33168944,0.17717121,0.62879758,0.00000000
-5.18359180,1.56987776,0.00607970,0.35465788,0.45089033,0.63891970,0.32350988,0.17440088,0.62673523,0.00000000
-5.17758879,1.57948469,0.00625133,0.36360051,0.46266788,0.64276864,0.31850088,0.17285432,0.62907355,0.00000000
-5.17158579,1.59642061,0.00650217,0.37303383,0.47689192,0.64899796,0.31659290,0.17245909,0.63557650,0.00000000
-5.16558279,1.61987863,0.00682718,0.38275960,0.49341703,0.65725087,0.31767395,0.17312845,0.64596009,0.00000000
-5.15957979,1.64900854,0.00722015,0.39258655,0.51206730,0.66716403,0.32159509,0.17476490,0.65990182,0.00000000
-5.15357679,1.68294149,0.00767375,0.40233520,0.53263956,0.67837800,0.32817584,0.17726349,0.67704948,0.00000000
-5.14757379,1.72081080,0.00817961,0.41184146,0.55490643,0.69054587,0.33720938,0.18051478,0.69702891,0.00000000
-5.14157079,1.76176876,0.00872838,0.42095901,0.57861903,0.70333987,0.34846749,0.18440736,0.71945088,0.00000000
-5.13556778,1.80499918,0.00930986,0.42956047,0.60350953,0.71645587,0.36170515,0.18883001,0.74391689,0.00000000
-5.12956478,1.84972613,0.00991316,0.43753745,0.62929353,0.72961605,0.37666494,0.19367338,0.77002410,0.00000000
-5.12356178,1.89521925,0.01052685,0.44479966,0.65567246,0.74256986,0.39308108,0.19883134,0.79736954,0.00000000
-5.11755878,1.94079635,0.01113912,0.45127322,0.68233616,0.75509369,0.41068344,0.20420195,0.82555384,0.00000000
-5.11155578,1.98582404,0.01173808,0.45689855,0.70896563,0.76698959,0.42920132,0.20968825,0.85418462,0.00000000
-5.10555278,2.02971721,0.01231193,0.46162795,0.73523628,0.77808338,0.44836719,0.21519883,0.88287980,0.00000000
-5.09954977,2.07193793,0.01284922,0.46542323,0.76082164,0.78822260,0.46792037,0.22064820,0.91127095,0.00000000
-5.09354677,2.11199453,0.01333917,0.46825356,0.78539755,0.79727460,0.48761062,0.22595720,0.93900674,0.00000000
-5.08754377,2.14944113,0.01377184,0.47009373,0.80864681,0.80512490,0.50720156,0.23105328,0.96575659,0.00000000
-5.08154077,2.18387784,0.01413842,0.47092290,0.83026430,0.81167617,0.52647383,0.23587083,0.99121431,0.00000000
-5.07553777,2.21495182,0.01443147,0.47072404,0.84996227,0.81684765,0.54522802,0.24035138,1.01510173,0.00000000
-5.06953477,2.24235879,0.01464503,0.46948384,0.86747570,0.82057515,0.56328694,0.24444393,1.03717206,0.00000000
-5.06353177,2.26584489,0.01477481,0.46719324,0.88256756,0.82281141,0.58049744,0.24810510,1.05721281,0.00000000
-5.05752876,2.28520849,0.01481830,0.46384834,0.89503362,0.82352671,0.59673147,0.25129930,1.07504803,0.00000000
-5.05152576,2.30030137,0.01477475,0.45945162,0.90470668,0.82270945,0.61188629,0.25399871,1.09053964,0.00000000
-5.04552276,2.31102906,0.01464519,0.45401321,0.91146001,0.82036657,0.62588398,0.25618320,1.10358780,0.00000000
-5.03951976,2.31734992,0.01443235,0.44755221,0.91520982,0.81652347,0.63867005,0.25784011,1.11413016,0.00000000
-5.03351676,2.31927277,0.01414053,0.44009771,0.91591664,0.81122352,0.65021136,0.25896382,1.12213991,0.00000000
-5.02751376,2.31685303,0.01377543,0.43168955,0.91358558,0.80452676,0.66049335,0.25955524,1.12762292,0.00000000
-5.02151076,2.31018739,0.01334397,0.42237858,0.90826548,0.79650801,0.66951694,0.25962111,1.13061390,0.00000000
-5.01550775,2.29940741,0.01285402,0.41222643,0.90004695,0.78725437,0.67729504,0.25917329,1.13117192,0.00000000
-5.00950475,2.28467226,0.01231416,0.40130485,0.88905951,0.77686219,0.68384904,0.25822786,1.12937557,0.00000000
-5.00350175,2.26616112,0.01173345,0.38969448,0.87546782,0.76543364,0.68920553,0.25680435,1.12531796,0.00000000
-4.99749875,2.24406576,0.01112112,0.37748327,0.85946734,0.75307330,0.69339325,0.25492490,1.11910201,0.00000000
-4.99149575,2.21858377,0.01048639,0.36476456,0.84127937,0.73988473,0.69644065,0.25261347,1.11083615,0.00000000
-4.98549275,2.18991281,0.00983821,0.35163499,0.82114589,0.72596744,0.69837396,0.24989526,1.10063078,0.00000000
-4.97948974,2.15824632,0.00918509,0.33819229,0.79932415,0.71141435,0.69921609,0.24679611,1.08859553,0.00000000
-4.97348674,2.12377075,0.00853490,0.32453311,0.77608126,0.69630994,0.69898601,0.24334213,1.07483757,0.00000000
-4.96748374,2.08666450,0.00789479,0.31075108,0.75168889,0.68072917,0.69769893,0.23955945,1.05946073,0.00000000
-4.96148074,2.04709841,0.00727107,0.29693500,0.72641810,0.66473719,0.69536682,0.23547404,1.04256561,0.00000000
-4.95547774,2.00523751,0.00666915,0.28316739,0.70053455,0.64838982,0.69199946,0.23111168,1.02425036,0.00000000
-4.94947474,1.96124390,0.00609352,0.26952339,0.67429392,0.63173476,0.68760559,0.22649803,1.00461203,0.00000000
-4.94347174,1.91528009,0.00554777,0.25606997,0.64793782,0.61481326,0.68219412,0.22165862,0.98374817,0.00000000
-4.93746873,1.86751270,0.00503457,0.24286557,0.62169010,0.59766226,0.67577531,0.21661903,0.96175861,0.00000000
-4.93146573,1.81811581,0.00455575,0.22995995,0.59575364,0.58031664,0.66836162,0.21140493,0.93874705,0.00000000
-4.92546273,1.76727378,0.00411235,0.21739438,0.57030774,0.56281156,0.65996831,0.20604216,0.91482241,0.00000000
-4.91945973,1.71518334,0.00370472,0.20520205,0.54550602,0.54518461,0.65061372,0.20055672,0.89009975,0.00000000
-4.91345673,1.66205458,0.00333254,0.19340864,0.52147511,0.52747765,0.64031917,0.19497477,0.86470066,0.00000000
-4.90745373,1.60811095,0.00299498,0.18203294,0.49831387,0.50973830,0.62910862,0.18932257,0.83875323,0.00000000
-4.90145073,1.55358826,0.00269073,0.17108763,0.47609352,0.49202094,0.61700812,0.18362640,0.81239145,0.00000000
-4.89544772,1.49873291,0.00241811,0.16058000,0.45485841,0.47438722,0.60404528,0.17791244,0.78575434,0.00000000
-4.88944472,1.44379935,0.00217515,0.15051270,0.43462760,0.45690613,0.59024870,0.17220672,0.75898472,0.00000000
-4.88344172,1.38904724,0.00195967,0.14088442,0.41539711,0.43965361,0.57564767,0.16653503,0.73222782,0.00000000
-4.87743872,1.33473838,0.00176934,0.13169056,0.39714291,0.42271175,0.56027216,0.16092288,0.70562984,0.00000000
-4.87143572,1.28113368,0.00160178,0.12292386,0.37982431,0.40616774,0.54415308,0.15539546,0.67933658,0.00000000
-4.86543272,1.22849026,0.00145456,0.11457491,0.36338784,0.39011244,0.52732301,0.14997771,0.65349207,0.00000000
-4.85942971,1.17705889,0.00132534,0.10663266,0.34777137,0.37463884,0.50981722,0.14469427,0.62823735,0.00000000
-4.85342671,1.12708157,0.00121181,0.09908490,0.33290815,0.35984031,0.49167501,0.13956950,0.60370930,0.00000000
-4.84742371,1.07878934,0.00111182,0.09191869,0.31873084,0.34580869,0.47294117,0.13462746,0.58003951,0.00000000
-4.84142071,1.03240022,0.00102336,0.08512067,0.30517509,0.33263229,0.45366752,0.12989176,0.55735307,0.00000000
-4.83541771,0.98811697,0.00094461,0.07867749,0.29218263,0.32039372,0.43391428,0.12538538,0.53576722,0.00000000
-4.82941471,0.94612471,0.00087394,0.07257601,0.27970367,0.30916776,0.41375118,0.12113036,0.51538982,0.00000000
-4.82341171,0.90658817,0.00080991,0.06680362,0.26769855,0.29901896,0.39325816,0.11714731,0.49631743,0.00000000
-4.81740870,0.86964852,0.00075129,0.06134841,0.25613853,0.28999940,0.37252548,0.11345488,0.47863323,0.00000000
-4.81140570,0.83541987,0.00069706,0.05619928,0.24500576,0.28214639,0.35165323,0.11006904,0.46240456,0.00000000
-4.80540270,0.80398536,0.00064639,0.05134608,0.23429245,0.27548025,0.33075023,0.10700237,0.44768037,0.00000000
-4.79939970,0.77539320,0.00059863,0.04677960,0.22399935,0.27000239,0.30993223,0.10426318,0.43448852,0.00000000
-4.79339670,0.74965289,0.00055328,0.04249154,0.21413371,0.26569366,0.28931961,0.10185482,0.42283328,0.00000000
-4.78739370,0.72673184,0.00051000,0.03847446,0.20470687,0.26251321,0.26903460,0.09977490,0.41269315,0.00000000
-4.78139070,0.70655290,0.00046856,0.03472165,0.19573166,0.26039790,0.24919823,0.09801478,0.40401925,0.00000000
-4.77538769,0.68899307,0.00042885,0.03122699,0.18721983,0.25926254,0.22992714,0.09655918,0.39673453,0.00000000
-4.76938469,0.67388377,0.00039082,0.02798481,0.17917978,0.25900083,0.21133042,0.09538611,0.39073393,0.00000000
-4.76338169,0.66101292,0.00035448,0.02498976,0.17161461,0.25948729,0.19350678,0.09446705,0.38588576,0.00000000
-4.75737869,0.65012905,0.00031988,0.02223667,0.16452078,0.26058006,0.17654195,0.09376752,0.38203427,0.00000000
-4.75137569,0.64094734,0.00028710,0.01972047,0.15788737,0.26212455,0.16050680,0.09324786,0.37900351,0.00000000
-4.74537269,0.63315770,0.00025621,0.01743614,0.15169606,0.26395796,0.14545590,0.09286444,0.37660238,0.00000000
-4.73936968,0.62643449,0.00022730,0.01537873,0.14592183,0.26591435,0.13142686,0.09257106,0.37463065,0.00000000
-4.73336668,0.62044758,0.00020042,0.01354339,0.14053427,0.26783015,0.11844033,0.09232055,0.37288583,0.00000000
-4.72736368,0.61487422,0.00017561,0.01192555,0.13549947,0.26954997,0.10650064,0.09206652,0.37117053,0.00000000
-4.72136068,0.60941126,0.00015289,0.01052105,0.13078230,0.27093222,0.09559704,0.09176513,0.36929986,0.00000000
-4.71535768,0.60378702,0.00013224,0.00932635,0.12634907,0.27185449,0.08570543,0.09137679,0.36710870,0.00000000
-4.70935468,0.59777219,0.00011363,0.00833882,0.12217020,0.27221831,0.07679047,0.09086767,0.36445829,0.00000000
-4.70335168,0.59118926,0.00009699,0.00755695,0.11822285,0.27195300,0.06880789,0.09021109,0.36124186,0.00000000
-4.69734867,0.58391993,0.00008224,0.00698064,0.11449337,0.27101860,0.06170696,0.08938841,0.35738902,0.00000000
-4.69134567,0.57591017,0.00006927,0.00661146,0.11097933,0.26940755,0.05543292,0.08838971,0.35286866,0.00000000
-4.68534267,0.56717256,0.00005798,0.00645278,0.10769105,0.26714509,0.04992929,0.08721398,0.34769019,0.00000000
-4.67933967,0.55778601,0.00004823,0.00650996,0.10465257,0.26428847,0.04513989,0.08586897,0.34190316,0.00000000
-4.67333667,0.54789270,0.00003991,0.00679041,0.10190194,0.26092489,0.04101063,0.08437059,0.33559525,0.00000000
-4.66733367,0.53769263,0.00003287,0.00730349,0.09949083,0.25716842,0.03749087,0.08274200,0.32888869,0.00000000
-4.66133067,0.52743597,0.00002701,0.00806042,0.09748348,0.25315595,0.03453448,0.08101243,0.32193557,0.00000000
-4.65532766,0.51741372,0.00002220,0.00907395,0.09595502,0.24904254,0.03210041,0.07921580,0.31491197,0.00000000
-4.64932466,0.50794711,0.00001835,0.01035801,0.09498922,0.24499626,0.03015292,0.07738916,0.30801154,0.00000000
-4.64332166,0.49937640,0.00001537,0.01192712,0.09467572,0.24119285,0.02866153,0.07557118,0.30143868,0.00000000
