energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-6.00000000,2.78232832,0.01222371,0.44562614,1.13974377,0.00000000,0.63309053,0.19942715,0.61144168,0.76542274
-5.99399700,2.78406659,0.01201314,0.45404791,1.12802761,0.00000000,0.63703813,0.19331641,0.61615865,0.78059330
-5.98799400,2.79192703,0.01183081,0.46379421,1.11923117,0.00000000,0.64262316,0.18788050,0.62206073,0.79800709
-5.98199100,2.80627038,0.01167921,0.47494499,1.11345816,0.00000000,0.64990797,0.18314247,0.62923752,0.81776501
-5.97598799,2.82735618,0.01155970,0.48756810,1.11075175,0.00000000,0.65890608,0.17911198,0.63776422,0.83994320
-5.96998499,2.85531719,0.01147249,0.50171309,1.11108732,0.00000000,0.66957700,0.17578483,0.64769557,0.86458359
-5.96398199,2.89013671,0.01141662,0.51740526,1.11436694,0.00000000,0.68182283,0.17314273,0.65906013,0.89168494
-5.95797899,2.93163002,0.01138997,0.53464017,1.12041603,0.00000000,0.69548694,0.17115358,0.67185516,0.92119491
-5.95197599,2.97943160,0.01138935,0.55337889,1.12898275,0.00000000,0.71035492,0.16977195,0.68604246,0.95300347
-5.94597299,3.03298884,0.01141060,0.57354433,1.13974020,0.00000000,0.72615801,0.16894020,0.70154542,0.98693823
-5.93996998,3.09156323,0.01144874,0.59501873,1.15229193,0.00000000,0.74257881,0.16858981,0.71824750,1.02276182
-5.93396698,3.15423931,0.01149814,0.61764267,1.16618047,0.00000000,0.75925939,0.16864316,0.73599226,1.06017172
-5.92796398,3.21994134,0.01155273,0.64121550,1.18089898,0.00000000,0.77581136,0.16901572,0.75458500,1.09880246
-5.92196098,3.28745717,0.01160622,0.66549734,1.19590539,0.00000000,0.79182765,0.16961836,0.77379606,1.13823032
-5.91595798,3.35546860,0.01165236,0.69021264,1.21063878,0.00000000,0.80689552,0.17036000,0.79336551,1.17798039
-5.90995498,3.42258688,0.01168515,0.71505509,1.22453717,0.00000000,0.82061026,0.17115028,0.81300932,1.21753566
-5.90395198,3.48739203,0.01169911,0.73969381,1.23705609,0.00000000,0.83258901,0.17190228,0.83242648,1.25634806
-5.89794897,3.54847410,0.01168949,0.76378064,1.24768700,0.00000000,0.84248408,0.17253511,0.85130699,1.29385080
-5.89194597,3.60447496,0.01165246,0.78695811,1.25597490,0.00000000,0.84999525,0.17297634,0.86934034,1.32947175
-5.88594297,3.65412850,0.01158530,0.80886799,1.26153416,0.00000000,0.85488050,0.17316409,0.88622408,1.36264735
-5.87993997,3.69629793,0.01148646,0.82916009,1.26406206,0.00000000,0.85696463,0.17304883,0.90167231,1.39283657
-5.87393697,3.73000850,0.01135574,0.84750087,1.26334931,0.00000000,0.85614556,0.17259464,0.91542355,1.41953446
-5.86793397,3.75447469,0.01119424,0.86358185,1.25928719,0.00000000,0.85239802,0.17178007,0.92724797,1.44228481
-5.86193097,3.76912070,0.01100438,0.87712725,1.25187100,0.00000000,0.84577445,0.17059848,0.93695350,1.46069174
-5.85592796,3.77359408,0.01078984,0.88790095,1.24119975,0.00000000,0.83640316,0.16905782,0.94439095,1.47442970
-5.84992496,3.76777203,0.01055547,0.89571246,1.22747213,0.00000000,0.82448398,0.16718000,0.94945764,1.48325173
-5.84392196,3.75176067,0.01030710,0.90042170,1.21097906,0.00000000,0.81028147,0.16499974,0.95209992,1.48699594
-5.83791896,3.72588778,0.01005146,0.90194273,1.19209312,0.00000000,0.79411617,0.16256309,0.95231424,1.48559002
-5.83191596,3.69068965,0.00979590,0.90024629,1.17125545,0.00000000,0.77635415,0.15992555,0.95014707,1.47905379
-5.82591296,3.64689313,0.00954823,0.89536115,1.14896066,0.00000000,0.75739548,0.15714998,0.94569363,1.46750000
-5.81990995,3.59539377,0.00931652,0.88737444,1.12574037,0.00000000,0.73766190,0.15430440,0.93909568,1.45113333
-5.81390695,3.53723140,0.00910885,0.87643098,1.10214621,0.00000000,0.71758439,0.15145960,0.93053845,1.43024793
-5.80790395,3.47356414,0.00893313,0.86273171,1.07873274,0.00000000,0.69759084,0.14868688,0.92024701,1.40522353
-5.80190095,3.40564205,0.00879690,0.84653137,1.05604113,0.00000000,0.67809450,0.14605581,0.90848211,1.37652041
-5.79589795,3.33478135,0.00870720,0.82813550,1.03458415,0.00000000,0.65948342,0.14363222,0.89553570,1.34467345
-5.78989495,3.26234006,0.00867039,0.80789681,1.01483289,0.00000000,0.64211126,0.14147638,0.88172643,1.31028525
-5.78389195,3.18969571,0.00869203,0.78621110,0.99720586,0.00000000,0.62628975,0.13964157,0.86739494,1.27401863
-5.77788894,3.11822550,0.00877686,0.76351255,0.98206056,0.00000000,0.61228295,0.13817289,0.85289928,1.23658844
-5.77188594,3.04928923,0.00892869,0.74026864,0.96968797,0.00000000,0.60030345,0.13710654,0.83861038,1.19875283
-5.76588294,2.98421494,0.00915037,0.71697437,0.96030993,0.00000000,0.59051052,0.13646945,0.82490758,1.16130384
-5.75987994,2.92428701,0.00944387,0.69414604,0.95407939,0.00000000,0.58301020,0.13627930,0.81217420,1.12505739
-5.75387694,2.87073650,0.00981020,0.67231423,0.95108347,0.00000000,0.57785725,0.13654497,0.80079306,1.09084248
-5.74787394,2.82473300,0.01024957,0.65201620,0.95134905,0.00000000,0.57505875,0.13726728,0.79114189,1.05948959
-5.74187094,2.78737757,0.01076134,0.63378735,0.95485040,0.00000000,0.57457915,0.13844006,0.78358852,1.03181817
-5.73586793,2.75969590,0.01134421,0.61815202,0.96151858,0.00000000,0.57634644,0.14005142,0.77848572,1.00862316
-5.72986493,2.74263115,0.01199618,0.60561339,0.97125192,0.00000000,0.58025917,0.14208528,0.77616567,0.99066054
-5.72386193,2.73703571,0.01271472,0.59664271,0.98392695,0.00000000,0.58619398,0.14452285,0.77693387,0.97863198
-5.71785893,2.74366145,0.01349680,0.59166793,0.99940932,0.00000000,0.59401311,0.14734420,0.78106263,0.97316878
-5.71185593,2.76314794,0.01433892,0.59106194,1.01756388,0.00000000,0.60357173,0.15052969,0.78878403,0.97481524
-5.70585293,2.79600861,0.01523722,0.59513070,1.03826339,0.00000000,0.61472459,0.15406124,0.80028253,0.98401195
-5.69984992,2.84261486,0.01618746,0.60410166,1.06139537,0.00000000,0.62733165,0.15792330,0.81568738,1.00107942
-5.69384692,2.90317839,0.01718503,0.61811283,1.08686663,0.00000000,0.64126253,0.16210356,0.83506501,1.02620249
-5.68784392,2.97773251,0.01822497,0.63720301,1.11460520,0.00000000,0.65639952,0.16659325,0.85841179,1.05941645
-5.68184092,3.06611321,0.01930192,0.66130365,1.14455950,0.00000000,0.67263899,0.17138701,0.88564750,1.10059529
-5.67583792,3.16794114,0.02041011,0.69023297,1.17669486,0.00000000,0.68989129,0.17648249,0.91660989,1.14944301
-5.66983492,3.28260584,0.02154329,0.72369258,1.21098757,0.00000000,0.70807914,0.18187941,0.95105084,1.20548857
-5.66383192,3.40925359,0.02269473,0.76126736,1.24741682,0.00000000,0.72713473,0.18757851,0.98863452,1.26808526
-5.65782891,3.54678040,0.02385717,0.80242862,1.28595523,0.00000000,0.74699578,0.19358007,1.02893793,1.33641496
-5.65182591,3.69383147,0.02502278,0.84654104,1.32655846,0.00000000,0.76760090,0.19988238,1.07145425,1.40949768
-5.64582291,3.84880827,0.02618324,0.89287329,1.36915473,0.00000000,0.78888465,0.20648020,1.11559917,1.48620660
-5.63981991,4.00988431,0.02732968,0.94061234,1.41363513,0.00000000,0.81077269,0.21336321,1.16072032,1.56528856
-5.63381691,4.17502989,0.02845286,0.98888119,1.45984534,0.00000000,0.83317748,0.22051472,1.20610986,1.64538973
-5.62781391,4.34204619,0.02954317,1.03675960,1.50757957,0.00000000,0.85599490,0.22791058,1.25101994,1.72508580
-5.62181091,4.50860798,0.03059086,1.08330714,1.55657727,0.00000000,0.87910201,0.23551860,1.29468066,1.80291603
-5.61580790,4.67231433,0.03158620,1.12758794,1.60652301,0.00000000,0.90235645,0.24329829,1.33632016,1.87742000
-5.60980490,4.83074559,0.03251967,1.16869616,1.65704979,0.00000000,0.92559730,0.25120115,1.37518586,1.94717577
-5.60380190,4.98152489,0.03338226,1.20578127,1.70774572,0.00000000,0.94864776,0.25917147,1.41056641,2.01083826
-5.59779890,5.12238195,0.03416566,1.23807215,1.75816402,0.00000000,0.97131933,0.26714755,1.44181314,2.06717618
-5.59179590,5.25121646,0.03486259,1.26489911,1.80783563,0.00000000,0.99341741,0.27506339,1.46836036,2.11510622
-5.58579290,5.36615865,0.03546704,1.28571278,1.85628414,0.00000000,1.01474804,0.28285070,1.48974341,2.15372299
-5.57978989,5.46562425,0.03597450,1.30009926,1.90304208,0.00000000,1.03512542,0.29044115,1.50561374,2.18232362
-5.57378689,5.54836145,0.03638220,1.30779089,1.94766770,0.00000000,1.05437970,0.29776872,1.51575035,2.20042591
-5.56778389,5.61348775,0.03668927,1.30867204,1.98976152,0.00000000,1.07236472,0.30477212,1.52006686,2.20777942
-5.56178089,5.66051496,0.03689685,1.30278005,2.02898153,0.00000000,1.08896513,0.31139693,1.51861407,2.20436903
-5.55577789,5.68936128,0.03700817,1.29030103,2.06505631,0.00000000,1.10410254,0.31759763,1.51157771,2.19041081
-5.54977489,5.70034980,0.03702856,1.27156096,2.09779540,0.00000000,1.11774031,0.32333913,1.49927159,2.16634075
-5.54377189,5.69419351,0.03696532,1.24701253,2.12709623,0.00000000,1.12988664,0.32859798,1.48212631,2.13279663
-5.53776888,5.67196760,0.03682763,1.21721830,2.15294737,0.00000000,1.14059576,0.33336296,1.46067416,2.09059409
-5.53176588,5.63507015,0.03662633,1.18283096,2.17542785,0.00000000,1.14996718,0.33763519,1.43553089,2.04069802
-5.52576288,5.58517310,0.03637364,1.14457168,2.19470263,0.00000000,1.15814294,0.34142768,1.40737504,1.98419036
-5.51975988,5.52416551,0.03608282,1.10320733,2.21101446,0.00000000,1.16530289,0.34476442,1.37692578,1.92223590
-5.51375688,5.45409159,0.03576789,1.05952748,2.22467261,0.00000000,1.17165838,0.34767900,1.34492025,1.85604733
-5.50775388,5.37708600,0.03544313,1.01432223,2.23603898,0.00000000,1.17744444,0.35021284,1.31209119,1.78685091
-5.50175088,5.29530896,0.03512276,0.96836139,2.24551237,0.00000000,1.18291086,0.35241326,1.27914576,1.71585398
-5.49574787,5.21088356,0.03482051,0.92237588,2.25351163,0.00000000,1.18831264,0.35433125,1.24674633,1.64421536
-5.48974487,5.12583742,0.03454922,0.87704170,2.26045843,0.00000000,1.19390002,0.35601934,1.21549371,1.57301950
-5.48374187,5.04205062,0.03432046,0.83296695,2.26676058,0.00000000,1.19990869,0.35752946,1.18591352,1.50325505
-5.47773887,4.96121130,0.03414423,0.79068197,2.27279637,0.00000000,1.20655041,0.35891095,1.15844574,1.43579804
-5.47173587,4.88477992,0.03402868,0.75063275,2.27890067,0.00000000,1.21400450,0.36020883,1.13343777,1.37140010
-5.46573287,4.81396284,0.03397985,0.71317747,2.28535324,0.00000000,1.22241041,0.36146235,1.11114083,1.31068134
-5.45972986,4.74969530,0.03400153,0.67858588,2.29236957,0.00000000,1.23186165,0.36270387,1.09170966,1.25412780
-5.45372686,4.69263357,0.03409520,0.64704132,2.30009433,0.00000000,1.24240127,0.36395807,1.07520518,1.20209298
-5.44772386,4.64315568,0.03425995,0.61864499,2.30859770,0.00000000,1.25401895,0.36524151,1.06159968,1.15480288
-5.44172086,4.60136983,0.03449256,0.59342189,2.31787421,0.00000000,1.26664980,0.36656247,1.05078425,1.11236393
-5.43571786,4.56712946,0.03478762,0.57132825,2.32784409,0.00000000,1.28017472,0.36792108,1.04257783,1.07477315
-5.42971486,4.54005375,0.03513767,0.55225983,2.33835683,0.00000000,1.29442244,0.36930964,1.03673750,1.04192992
-5.42371186,4.51955236,0.03553345,0.53606076,2.34919644,0.00000000,1.30917295,0.37071311,1.03296949,1.01364863
